"X1";"X288";"X31";"X12";"X61";"X4";"X54";"X16";"X39";"X36";"X7";"X10";"X21";"X48";"X15";"X63";"X60";"X37";"X47";"X26";"X27";"X50";"X18";"X32";"X44";"X62";"X5";"X6";"X9";"X34";"X43";"X25";"X56";"X13";"X51";"X19";"X24";"X57";"X49";"X52";"X46";"X41";"X20";"X17";"X40";"X58";"X23";"X53";"X33";"X1.1";"X35";"X64";"X42";"X45";"X55";"X22";"X2";"X38";"X28";"X11";"X8";"X3";"X59";"X29";"X14";"X30"
14;24;23;52;36;42;6;61;38;12;26;33;51;63;59;55;53;58;22;19;5;43;27;18;29;28;30;37;21;9;4;11;16;64;44;17;62;35;54;8;60;32;15;34;40;50;46;57;45;13;56;47;2;20;3;31;39;25;10;48;41;49;1;7;7;248
7;248;14;24;23;52;36;42;6;61;38;12;26;33;51;63;59;55;53;58;22;19;5;43;27;18;29;28;30;37;21;9;4;11;16;64;44;17;62;35;54;8;60;32;15;34;40;50;46;57;45;13;56;47;2;20;3;31;39;25;10;48;41;49;1;7
14;24;23;52;36;42;6;61;38;12;26;33;46;63;59;55;53;58;22;19;5;43;27;18;29;28;30;37;21;9;4;11;16;64;44;17;62;35;54;8;60;32;15;34;40;50;51;57;45;13;56;47;2;20;3;31;39;25;10;48;41;49;1;7;7;248
7;248;14;24;23;52;36;42;6;61;38;12;26;33;46;63;59;55;53;58;22;19;5;43;27;18;29;28;30;37;21;9;4;11;16;64;44;17;62;35;54;8;60;32;15;34;40;50;51;57;45;13;56;47;2;20;3;31;39;25;10;48;41;49;1;7
14;24;23;52;36;42;6;11;38;12;26;33;46;63;59;55;53;58;22;19;5;43;27;18;29;28;30;37;21;9;4;61;16;64;44;17;62;35;54;8;60;32;15;34;40;50;51;57;45;13;56;47;2;20;3;31;39;25;10;48;41;49;1;7;7;264
7;264;14;24;23;52;36;42;6;11;38;12;26;33;46;63;59;55;53;58;22;19;5;43;27;18;29;28;30;37;21;9;4;61;16;64;44;17;62;35;54;8;60;32;15;34;40;50;51;57;45;13;56;47;2;20;3;31;39;25;10;48;41;49;1;7
14;24;23;52;36;42;6;11;38;12;26;33;46;63;59;55;53;58;22;43;5;19;27;18;29;28;30;37;21;9;4;61;16;64;44;17;62;35;54;8;60;32;15;34;40;50;51;57;45;13;56;47;2;20;3;31;39;25;10;48;41;49;1;7;7;268
7;268;14;24;23;52;36;42;6;11;38;12;26;33;46;63;59;55;53;58;22;43;5;19;27;18;29;28;30;37;21;9;4;61;16;64;44;17;62;35;54;8;60;32;15;34;40;50;51;57;45;13;56;47;2;20;3;31;39;25;10;48;41;49;1;7
14;24;23;52;36;42;6;11;38;12;26;33;46;63;59;55;53;58;22;43;5;19;27;18;29;28;30;37;21;9;4;61;16;64;44;17;62;35;54;8;60;32;15;34;40;50;51;57;45;13;1;47;2;20;3;31;39;25;10;48;41;49;56;7;7;268
7;268;14;24;23;52;36;42;6;11;38;12;26;33;46;63;59;55;53;58;22;43;5;19;27;18;29;28;30;37;21;9;4;61;16;64;44;17;62;35;54;8;60;32;15;34;40;50;51;57;45;13;1;47;2;20;3;31;39;25;10;48;41;49;56;7
14;24;23;52;36;42;6;11;38;12;26;33;46;63;59;55;53;58;22;43;5;19;27;18;29;28;32;37;21;9;4;61;16;64;44;17;62;35;54;8;60;30;15;34;40;50;51;57;45;13;1;47;2;20;3;31;39;25;10;48;41;49;56;7;7;272
7;272;14;24;23;52;36;42;6;11;38;12;26;33;46;63;59;55;53;58;22;43;5;19;27;18;29;28;32;37;21;9;4;61;16;64;44;17;62;35;54;8;60;30;15;34;40;50;51;57;45;13;1;47;2;20;3;31;39;25;10;48;41;49;56;7
14;24;23;52;36;42;6;11;38;12;26;33;46;63;59;55;53;58;22;43;5;19;27;18;29;28;60;37;21;9;4;61;16;64;44;17;62;35;54;8;32;30;15;34;40;50;51;57;45;13;1;47;2;20;3;31;39;25;10;48;41;49;56;7;7;268
7;268;14;24;23;52;36;42;6;11;38;12;26;33;46;63;59;55;53;58;22;43;5;19;27;18;29;28;60;37;21;9;4;61;16;64;44;17;62;35;54;8;32;30;15;34;40;50;51;57;45;13;1;47;2;20;3;31;39;25;10;48;41;49;56;7
14;24;23;60;36;42;6;11;38;12;26;33;46;63;59;55;53;58;22;43;5;19;27;18;29;28;52;37;21;9;4;61;16;64;44;17;62;35;54;8;32;30;15;34;40;50;51;57;45;13;1;47;2;20;3;31;39;25;10;48;41;49;56;7;7;260
7;260;14;24;23;60;36;42;6;11;38;12;26;33;46;63;59;55;53;58;22;43;5;19;27;18;29;28;52;37;21;9;4;61;16;64;44;17;62;35;54;8;32;30;15;34;40;50;51;57;45;13;1;47;2;20;3;31;39;25;10;48;41;49;56;7
14;24;23;60;36;42;6;11;38;12;26;33;46;63;59;55;53;58;22;43;5;19;27;18;29;28;52;37;21;9;4;61;16;64;44;17;62;35;54;8;47;30;15;34;40;50;51;57;45;13;1;32;2;20;3;31;39;25;10;48;41;49;56;7;7;260
7;260;14;24;23;60;36;42;6;11;38;12;26;33;46;63;59;55;53;58;22;43;5;19;27;18;29;28;52;37;21;9;4;61;16;64;44;17;62;35;54;8;47;30;15;34;40;50;51;57;45;13;1;32;2;20;3;31;39;25;10;48;41;49;56;7
14;24;23;60;36;42;6;11;38;12;26;33;46;63;59;55;53;58;22;43;5;19;27;18;29;28;52;37;21;9;4;61;16;64;44;17;62;35;54;39;47;30;15;34;40;50;51;57;45;13;1;32;2;20;3;31;8;25;10;48;41;49;56;7;7;260
7;260;14;24;23;60;36;42;6;11;38;12;26;33;46;63;59;55;53;58;22;43;5;19;27;18;29;28;52;37;21;9;4;61;16;64;44;17;62;35;54;39;47;30;15;34;40;50;51;57;45;13;1;32;2;20;3;31;8;25;10;48;41;49;56;7
14;24;23;60;36;42;6;11;38;12;26;33;46;63;59;55;53;58;22;43;5;19;27;18;29;28;52;37;21;9;4;61;16;64;44;17;47;35;54;39;62;30;15;34;40;50;51;57;45;13;1;32;2;20;3;31;8;25;10;48;41;49;56;7;7;272
7;272;14;24;23;60;36;42;6;11;38;12;26;33;46;63;59;55;53;58;22;43;5;19;27;18;29;28;52;37;21;9;4;61;16;64;44;17;47;35;54;39;62;30;15;34;40;50;51;57;45;13;1;32;2;20;3;31;8;25;10;48;41;49;56;7
14;64;23;60;36;42;6;11;38;12;26;33;46;63;59;55;53;58;22;43;5;19;27;18;29;28;52;37;21;9;4;61;16;24;44;17;47;35;54;39;62;30;15;34;40;50;51;57;45;13;1;32;2;20;3;31;8;25;10;48;41;49;56;7;7;272
7;272;14;64;23;60;36;42;6;11;38;12;26;33;46;63;59;55;53;58;22;43;5;19;27;18;29;28;52;37;21;9;4;61;16;24;44;17;47;35;54;39;62;30;15;34;40;50;51;57;45;13;1;32;2;20;3;31;8;25;10;48;41;49;56;7
14;64;23;60;3;42;6;11;38;12;26;33;46;63;59;55;53;58;22;43;5;19;27;18;29;28;52;37;21;9;4;61;16;24;44;17;47;35;54;39;62;30;15;34;40;50;51;57;45;13;1;32;2;20;36;31;8;25;10;48;41;49;56;7;7;272
7;272;14;64;23;60;3;42;6;11;38;12;26;33;46;63;59;55;53;58;22;43;5;19;27;18;29;28;52;37;21;9;4;61;16;24;44;17;47;35;54;39;62;30;15;34;40;50;51;57;45;13;1;32;2;20;36;31;8;25;10;48;41;49;56;7
14;64;23;60;3;42;6;11;38;12;26;33;46;63;59;55;53;44;22;43;5;19;27;18;29;28;52;37;21;9;4;61;16;24;58;17;47;35;54;39;62;30;15;34;40;50;51;57;45;13;1;32;2;20;36;31;8;25;10;48;41;49;56;7;7;276
7;276;14;64;23;60;3;42;6;11;38;12;26;33;46;63;59;55;53;44;22;43;5;19;27;18;29;28;52;37;21;9;4;61;16;24;58;17;47;35;54;39;62;30;15;34;40;50;51;57;45;13;1;32;2;20;36;31;8;25;10;48;41;49;56;7
14;64;23;48;3;42;6;11;38;12;26;33;46;63;59;55;53;44;22;43;5;19;27;18;29;28;52;37;21;9;4;61;16;24;58;17;47;35;54;39;62;30;15;34;40;50;51;57;45;13;1;32;2;20;36;31;8;25;10;60;41;49;56;7;7;276
7;276;14;64;23;48;3;42;6;11;38;12;26;33;46;63;59;55;53;44;22;43;5;19;27;18;29;28;52;37;21;9;4;61;16;24;58;17;47;35;54;39;62;30;15;34;40;50;51;57;45;13;1;32;2;20;36;31;8;25;10;60;41;49;56;7
14;64;23;48;3;42;6;11;38;12;61;33;46;63;59;55;53;44;22;43;5;19;27;18;29;28;52;37;21;9;4;26;16;24;58;17;47;35;54;39;62;30;15;34;40;50;51;57;45;13;1;32;2;20;36;31;8;25;10;60;41;49;56;7;7;278
7;278;14;64;23;48;3;42;6;11;38;12;61;33;46;63;59;55;53;44;22;43;5;19;27;18;29;28;52;37;21;9;4;26;16;24;58;17;47;35;54;39;62;30;15;34;40;50;51;57;45;13;1;32;2;20;36;31;8;25;10;60;41;49;56;7
45;64;23;48;3;42;6;11;38;12;61;33;46;63;59;55;53;44;22;43;5;19;27;18;29;28;52;37;21;9;4;26;16;24;58;17;47;35;54;39;62;30;15;34;40;50;51;57;14;13;1;32;2;20;36;31;8;25;10;60;41;49;56;7;7;278
8;278;45;64;23;48;3;42;6;11;38;12;61;33;46;63;59;55;53;44;22;43;5;19;27;18;29;28;52;37;21;9;4;26;16;24;58;17;47;35;54;39;62;30;15;34;40;50;51;57;14;13;1;32;2;20;36;31;8;25;10;60;41;49;56;7
45;64;23;63;3;42;6;11;38;12;61;33;46;48;59;55;53;44;22;43;5;19;27;18;29;28;52;37;21;9;4;26;16;24;58;17;47;35;54;39;62;30;15;34;40;50;51;57;14;13;1;32;2;20;36;31;8;25;10;60;41;49;56;7;8;290
8;290;45;64;23;63;3;42;6;11;38;12;61;33;46;48;59;55;53;44;22;43;5;19;27;18;29;28;52;37;21;9;4;26;16;24;58;17;47;35;54;39;62;30;15;34;40;50;51;57;14;13;1;32;2;20;36;31;8;25;10;60;41;49;56;7
45;12;23;63;3;42;6;11;38;64;61;33;46;48;59;55;53;44;22;43;5;19;27;18;29;28;52;37;21;9;4;26;16;24;58;17;47;35;54;39;62;30;15;34;40;50;51;57;14;13;1;32;2;20;36;31;8;25;10;60;41;49;56;7;8;274
8;274;45;12;23;63;3;42;6;11;38;64;61;33;46;48;59;55;53;44;22;43;5;19;27;18;29;28;52;37;21;9;4;26;16;24;58;17;47;35;54;39;62;30;15;34;40;50;51;57;14;13;1;32;2;20;36;31;8;25;10;60;41;49;56;7
45;12;23;63;3;42;8;11;38;64;61;33;46;48;59;55;53;44;22;43;5;19;27;18;29;28;52;37;21;9;4;26;16;24;58;17;47;35;54;39;62;30;15;34;40;50;51;57;14;13;1;32;2;20;36;31;6;25;10;60;41;49;56;7;8;274
8;274;45;12;23;63;3;42;8;11;38;64;61;33;46;48;59;55;53;44;22;43;5;19;27;18;29;28;52;37;21;9;4;26;16;24;58;17;47;35;54;39;62;30;15;34;40;50;51;57;14;13;1;32;2;20;36;31;6;25;10;60;41;49;56;7
45;12;23;63;3;42;8;11;38;64;61;33;35;48;59;55;53;44;22;43;5;19;27;18;29;28;52;37;21;9;4;26;16;24;58;17;47;46;54;39;62;30;15;34;40;50;51;57;14;13;1;32;2;20;36;31;6;25;10;60;41;49;56;7;8;274
8;274;45;12;23;63;3;42;8;11;38;64;61;33;35;48;59;55;53;44;22;43;5;19;27;18;29;28;52;37;21;9;4;26;16;24;58;17;47;46;54;39;62;30;15;34;40;50;51;57;14;13;1;32;2;20;36;31;6;25;10;60;41;49;56;7
45;12;23;63;3;42;8;11;38;64;61;33;35;48;59;55;53;44;22;43;5;19;27;28;29;18;52;37;21;9;4;26;16;24;58;17;47;46;54;39;62;30;15;34;40;50;51;57;14;13;1;32;2;20;36;31;6;25;10;60;41;49;56;7;8;274
8;274;45;12;23;63;3;42;8;11;38;64;61;33;35;48;59;55;53;44;22;43;5;19;27;28;29;18;52;37;21;9;4;26;16;24;58;17;47;46;54;39;62;30;15;34;40;50;51;57;14;13;1;32;2;20;36;31;6;25;10;60;41;49;56;7
45;12;23;63;3;42;8;11;38;64;61;33;35;48;59;55;53;44;22;43;5;19;27;28;29;18;52;37;21;9;4;26;16;24;58;17;47;46;54;39;62;30;15;49;40;50;51;57;14;13;1;32;2;20;36;31;6;25;10;60;41;34;56;7;8;270
8;270;45;12;23;63;3;42;8;11;38;64;61;33;35;48;59;55;53;44;22;43;5;19;27;28;29;18;52;37;21;9;4;26;16;24;58;17;47;46;54;39;62;30;15;49;40;50;51;57;14;13;1;32;2;20;36;31;6;25;10;60;41;34;56;7
45;12;23;63;3;42;8;11;38;64;61;33;59;48;35;55;53;44;22;43;5;19;27;28;29;18;52;37;21;9;4;26;16;24;58;17;47;46;54;39;62;30;15;49;40;50;51;57;14;13;1;32;2;20;36;31;6;25;10;60;41;34;56;7;8;278
8;278;45;12;23;63;3;42;8;11;38;64;61;33;59;48;35;55;53;44;22;43;5;19;27;28;29;18;52;37;21;9;4;26;16;24;58;17;47;46;54;39;62;30;15;49;40;50;51;57;14;13;1;32;2;20;36;31;6;25;10;60;41;34;56;7
45;12;23;63;3;42;8;11;38;64;61;33;59;48;35;55;53;44;22;49;5;19;27;28;29;18;52;37;21;9;4;26;16;24;58;17;47;46;54;39;62;30;15;43;40;50;51;57;14;13;1;32;2;20;36;31;6;25;10;60;41;34;56;7;8;276
8;276;45;12;23;63;3;42;8;11;38;64;61;33;59;48;35;55;53;44;22;49;5;19;27;28;29;18;52;37;21;9;4;26;16;24;58;17;47;46;54;39;62;30;15;43;40;50;51;57;14;13;1;32;2;20;36;31;6;25;10;60;41;34;56;7
45;12;23;63;3;42;8;60;38;64;61;33;59;48;35;55;53;44;22;49;5;19;27;28;29;18;52;37;21;9;4;26;16;24;58;17;47;46;54;39;62;30;15;43;40;50;51;57;14;13;1;32;2;20;36;31;6;25;10;11;41;34;56;7;8;260
8;260;45;12;23;63;3;42;8;60;38;64;61;33;59;48;35;55;53;44;22;49;5;19;27;28;29;18;52;37;21;9;4;26;16;24;58;17;47;46;54;39;62;30;15;43;40;50;51;57;14;13;1;32;2;20;36;31;6;25;10;11;41;34;56;7
45;12;23;63;3;42;8;60;38;64;61;33;59;48;35;55;53;44;22;49;5;19;27;2;29;18;52;37;21;9;4;26;16;24;58;17;47;46;54;39;62;30;15;43;40;50;51;57;14;13;1;32;28;20;36;31;6;25;10;11;41;34;56;7;8;260
8;260;45;12;23;63;3;42;8;60;38;64;61;33;59;48;35;55;53;44;22;49;5;19;27;2;29;18;52;37;21;9;4;26;16;24;58;17;47;46;54;39;62;30;15;43;40;50;51;57;14;13;1;32;28;20;36;31;6;25;10;11;41;34;56;7
45;12;23;63;3;42;8;60;38;64;61;33;59;48;35;55;53;44;22;49;5;19;27;2;29;18;52;37;21;9;4;54;16;24;58;17;47;46;26;39;62;30;15;43;40;50;51;57;14;13;1;32;28;20;36;31;6;25;10;11;41;34;56;7;8;260
8;260;45;12;23;63;3;42;8;60;38;64;61;33;59;48;35;55;53;44;22;49;5;19;27;2;29;18;52;37;21;9;4;54;16;24;58;17;47;46;26;39;62;30;15;43;40;50;51;57;14;13;1;32;28;20;36;31;6;25;10;11;41;34;56;7
45;12;23;63;3;42;8;60;38;64;61;33;59;48;35;55;53;44;22;49;5;19;27;2;29;18;52;37;21;9;4;54;16;24;58;17;47;46;26;39;62;30;15;43;41;50;51;57;14;13;1;32;28;20;36;31;6;25;10;11;40;34;56;7;8;260
8;260;45;12;23;63;3;42;8;60;38;64;61;33;59;48;35;55;53;44;22;49;5;19;27;2;29;18;52;37;21;9;4;54;16;24;58;17;47;46;26;39;62;30;15;43;41;50;51;57;14;13;1;32;28;20;36;31;6;25;10;11;40;34;56;7
45;12;23;63;3;42;8;60;38;64;61;33;59;48;35;55;53;44;22;49;5;19;27;2;29;18;52;37;25;9;4;54;16;24;58;17;47;46;26;39;62;30;15;43;41;50;51;57;14;13;1;32;28;20;36;31;6;21;10;11;40;34;56;7;8;260
8;260;45;12;23;63;3;42;8;60;38;64;61;33;59;48;35;55;53;44;22;49;5;19;27;2;29;18;52;37;25;9;4;54;16;24;58;17;47;46;26;39;62;30;15;43;41;50;51;57;14;13;1;32;28;20;36;31;6;21;10;11;40;34;56;7
19;12;23;63;3;42;8;60;38;64;61;33;59;48;35;55;53;44;22;49;5;45;27;2;29;18;52;37;25;9;4;54;16;24;58;17;47;46;26;39;62;30;15;43;41;50;51;57;14;13;1;32;28;20;36;31;6;21;10;11;40;34;56;7;8;254
8;254;19;12;23;63;3;42;8;60;38;64;61;33;59;48;35;55;53;44;22;49;5;45;27;2;29;18;52;37;25;9;4;54;16;24;58;17;47;46;26;39;62;30;15;43;41;50;51;57;14;13;1;32;28;20;36;31;6;21;10;11;40;34;56;7
19;12;23;63;3;42;8;60;38;64;61;33;59;48;35;55;53;15;22;49;5;45;27;2;29;18;52;37;25;9;4;54;16;24;58;17;47;46;26;39;62;30;44;43;41;50;51;57;14;13;1;32;28;20;36;31;6;21;10;11;40;34;56;7;8;254
8;254;19;12;23;63;3;42;8;60;38;64;61;33;59;48;35;55;53;15;22;49;5;45;27;2;29;18;52;37;25;9;4;54;16;24;58;17;47;46;26;39;62;30;44;43;41;50;51;57;14;13;1;32;28;20;36;31;6;21;10;11;40;34;56;7
19;12;23;63;3;42;8;60;38;64;61;33;59;48;35;55;53;15;22;49;5;45;27;2;29;18;52;37;25;24;4;54;16;9;58;17;47;46;26;39;62;30;44;43;41;50;51;57;14;13;1;32;28;20;36;31;6;21;10;11;40;34;56;7;8;250
8;250;19;12;23;63;3;42;8;60;38;64;61;33;59;48;35;55;53;15;22;49;5;45;27;2;29;18;52;37;25;24;4;54;16;9;58;17;47;46;26;39;62;30;44;43;41;50;51;57;14;13;1;32;28;20;36;31;6;21;10;11;40;34;56;7
19;12;23;63;3;42;8;60;38;64;61;33;59;48;35;55;53;15;22;49;5;45;27;2;29;18;52;37;25;24;4;54;16;9;58;17;47;46;26;39;62;30;44;43;41;50;51;57;14;13;1;32;28;20;7;31;6;21;10;11;40;34;56;36;8;250
8;250;19;12;23;63;3;42;8;60;38;64;61;33;59;48;35;55;53;15;22;49;5;45;27;2;29;18;52;37;25;24;4;54;16;9;58;17;47;46;26;39;62;30;44;43;41;50;51;57;14;13;1;32;28;20;7;31;6;21;10;11;40;34;56;36
19;12;23;63;3;42;8;60;38;64;61;33;59;48;35;55;53;15;22;49;5;45;27;2;29;58;52;37;25;24;4;54;16;9;18;17;47;46;26;39;62;30;44;43;41;50;51;57;14;13;1;32;28;20;7;31;6;21;10;11;40;34;56;36;8;250
8;250;19;12;23;63;3;42;8;60;38;64;61;33;59;48;35;55;53;15;22;49;5;45;27;2;29;58;52;37;25;24;4;54;16;9;18;17;47;46;26;39;62;30;44;43;41;50;51;57;14;13;1;32;28;20;7;31;6;21;10;11;40;34;56;36
19;12;23;63;3;20;8;60;38;64;61;33;59;48;35;55;53;15;22;49;5;45;27;2;29;58;52;37;25;24;4;54;16;9;18;17;47;46;26;39;62;30;44;43;41;50;51;57;14;13;1;32;28;42;7;31;6;21;10;11;40;34;56;36;8;262
8;262;19;12;23;63;3;20;8;60;38;64;61;33;59;48;35;55;53;15;22;49;5;45;27;2;29;58;52;37;25;24;4;54;16;9;18;17;47;46;26;39;62;30;44;43;41;50;51;57;14;13;1;32;28;42;7;31;6;21;10;11;40;34;56;36
19;12;23;63;3;20;8;60;38;64;61;33;59;48;35;55;53;15;22;49;5;45;27;2;29;58;52;37;25;24;4;54;16;9;18;17;47;46;26;39;62;30;44;43;41;50;51;57;14;13;1;32;28;6;7;31;42;21;10;11;40;34;56;36;8;262
9;262;19;12;23;63;3;20;8;60;38;64;61;33;59;48;35;55;53;15;22;49;5;45;27;2;29;58;52;37;25;24;4;54;16;9;18;17;47;46;26;39;62;30;44;43;41;50;51;57;14;13;1;32;28;6;7;31;42;21;10;11;40;34;56;36
19;12;23;63;3;20;8;60;38;64;61;33;59;48;35;46;53;15;22;49;5;45;27;2;29;58;52;37;25;24;4;54;16;9;18;17;47;55;26;39;62;30;44;43;41;50;51;57;14;13;1;32;28;6;7;31;42;21;10;11;40;34;56;36;9;262
9;262;19;12;23;63;3;20;8;60;38;64;61;33;59;48;35;46;53;15;22;49;5;45;27;2;29;58;52;37;25;24;4;54;16;9;18;17;47;55;26;39;62;30;44;43;41;50;51;57;14;13;1;32;28;6;7;31;42;21;10;11;40;34;56;36
19;12;23;63;3;20;8;60;38;64;61;33;59;48;35;46;53;15;22;49;5;45;27;2;29;58;52;37;25;24;4;54;16;9;18;17;47;40;26;39;62;30;44;43;41;50;51;57;14;13;1;32;28;6;7;31;42;21;10;11;55;34;56;36;9;262
9;262;19;12;23;63;3;20;8;60;38;64;61;33;59;48;35;46;53;15;22;49;5;45;27;2;29;58;52;37;25;24;4;54;16;9;18;17;47;40;26;39;62;30;44;43;41;50;51;57;14;13;1;32;28;6;7;31;42;21;10;11;55;34;56;36
19;12;23;63;3;20;8;60;38;64;61;33;59;48;35;46;53;15;22;49;5;45;27;2;29;58;52;37;25;24;4;54;16;9;7;17;47;40;26;39;62;30;44;43;41;50;51;57;14;13;1;32;28;6;18;31;42;21;10;11;55;34;56;36;9;258
9;258;19;12;23;63;3;20;8;60;38;64;61;33;59;48;35;46;53;15;22;49;5;45;27;2;29;58;52;37;25;24;4;54;16;9;7;17;47;40;26;39;62;30;44;43;41;50;51;57;14;13;1;32;28;6;18;31;42;21;10;11;55;34;56;36
19;12;23;63;3;20;8;60;38;64;61;33;59;48;35;46;53;15;22;49;5;45;27;2;29;62;52;37;25;24;4;54;16;9;7;17;47;40;26;39;58;30;44;43;41;50;51;57;14;13;1;32;28;6;18;31;42;21;10;11;55;34;56;36;9;258
9;258;19;12;23;63;3;20;8;60;38;64;61;33;59;48;35;46;53;15;22;49;5;45;27;2;29;62;52;37;25;24;4;54;16;9;7;17;47;40;26;39;58;30;44;43;41;50;51;57;14;13;1;32;28;6;18;31;42;21;10;11;55;34;56;36
19;12;23;63;3;20;8;60;38;64;61;33;59;48;35;46;53;51;22;49;5;45;27;2;29;62;52;37;25;24;4;54;16;9;7;17;47;40;26;39;58;30;44;43;41;50;15;57;14;13;1;32;28;6;18;31;42;21;10;11;55;34;56;36;9;258
9;258;19;12;23;63;3;20;8;60;38;64;61;33;59;48;35;46;53;51;22;49;5;45;27;2;29;62;52;37;25;24;4;54;16;9;7;17;47;40;26;39;58;30;44;43;41;50;15;57;14;13;1;32;28;6;18;31;42;21;10;11;55;34;56;36
19;12;23;63;3;20;8;60;38;64;61;33;59;48;35;46;53;51;22;49;5;45;27;2;29;62;52;37;25;24;4;54;16;9;7;17;47;40;26;39;58;30;44;1;41;50;15;57;14;13;43;32;28;6;18;31;42;21;10;11;55;34;56;36;9;274
9;274;19;12;23;63;3;20;8;60;38;64;61;33;59;48;35;46;53;51;22;49;5;45;27;2;29;62;52;37;25;24;4;54;16;9;7;17;47;40;26;39;58;30;44;1;41;50;15;57;14;13;43;32;28;6;18;31;42;21;10;11;55;34;56;36
19;12;23;63;3;20;8;60;38;64;61;33;59;48;35;46;50;51;22;49;5;45;27;2;29;62;52;37;25;24;4;54;16;9;7;17;47;40;26;39;58;30;44;1;41;53;15;57;14;13;43;32;28;6;18;31;42;21;10;11;55;34;56;36;9;274
9;274;19;12;23;63;3;20;8;60;38;64;61;33;59;48;35;46;50;51;22;49;5;45;27;2;29;62;52;37;25;24;4;54;16;9;7;17;47;40;26;39;58;30;44;1;41;53;15;57;14;13;43;32;28;6;18;31;42;21;10;11;55;34;56;36
19;12;23;63;3;20;8;60;38;64;61;33;59;48;35;46;50;34;22;49;5;45;27;2;29;62;52;37;25;24;4;54;16;9;7;17;47;40;26;39;58;30;44;1;41;53;15;57;14;13;43;32;28;6;18;31;42;21;10;11;55;51;56;36;9;274
9;274;19;12;23;63;3;20;8;60;38;64;61;33;59;48;35;46;50;34;22;49;5;45;27;2;29;62;52;37;25;24;4;54;16;9;7;17;47;40;26;39;58;30;44;1;41;53;15;57;14;13;43;32;28;6;18;31;42;21;10;11;55;51;56;36
19;12;23;63;3;20;8;60;38;39;61;33;59;48;35;46;50;34;22;49;5;45;27;2;29;62;52;37;25;24;4;54;16;9;7;17;47;40;26;64;58;30;44;1;41;53;15;57;14;13;43;32;28;6;18;31;42;21;10;11;55;51;56;36;9;274
9;274;19;12;23;63;3;20;8;60;38;39;61;33;59;48;35;46;50;34;22;49;5;45;27;2;29;62;52;37;25;24;4;54;16;9;7;17;47;40;26;64;58;30;44;1;41;53;15;57;14;13;43;32;28;6;18;31;42;21;10;11;55;51;56;36
19;12;23;63;3;20;8;60;38;39;61;33;59;48;35;46;17;34;22;49;5;45;27;2;29;62;52;37;25;24;4;54;16;9;7;50;47;40;26;64;58;30;44;1;41;53;15;57;14;13;43;32;28;6;18;31;42;21;10;11;55;51;56;36;9;278
9;278;19;12;23;63;3;20;8;60;38;39;61;33;59;48;35;46;17;34;22;49;5;45;27;2;29;62;52;37;25;24;4;54;16;9;7;50;47;40;26;64;58;30;44;1;41;53;15;57;14;13;43;32;28;6;18;31;42;21;10;11;55;51;56;36
19;12;23;63;3;20;8;60;38;39;61;33;59;48;35;46;17;34;22;49;5;45;27;2;13;62;52;37;25;24;4;54;16;9;7;50;47;40;26;64;58;30;44;1;41;53;15;57;14;29;43;32;28;6;18;31;42;21;10;11;55;51;56;36;9;278
9;278;19;12;23;63;3;20;8;60;38;39;61;33;59;48;35;46;17;34;22;49;5;45;27;2;13;62;52;37;25;24;4;54;16;9;7;50;47;40;26;64;58;30;44;1;41;53;15;57;14;29;43;32;28;6;18;31;42;21;10;11;55;51;56;36
19;12;23;63;3;20;8;60;38;39;61;33;59;48;35;46;17;34;22;49;5;45;27;2;13;62;52;37;25;24;4;54;16;9;7;50;47;6;26;64;58;30;44;1;41;53;15;57;14;29;43;32;28;40;18;31;42;21;10;11;55;51;56;36;9;278
9;278;19;12;23;63;3;20;8;60;38;39;61;33;59;48;35;46;17;34;22;49;5;45;27;2;13;62;52;37;25;24;4;54;16;9;7;50;47;6;26;64;58;30;44;1;41;53;15;57;14;29;43;32;28;40;18;31;42;21;10;11;55;51;56;36
19;12;23;63;3;20;8;60;38;39;61;33;59;48;35;46;17;11;22;49;5;45;27;2;13;62;52;37;25;24;4;54;16;9;7;50;47;6;26;64;58;30;44;1;41;53;15;57;14;29;43;32;28;40;18;31;42;21;10;34;55;51;56;36;9;278
9;278;19;12;23;63;3;20;8;60;38;39;61;33;59;48;35;46;17;11;22;49;5;45;27;2;13;62;52;37;25;24;4;54;16;9;7;50;47;6;26;64;58;30;44;1;41;53;15;57;14;29;43;32;28;40;18;31;42;21;10;34;55;51;56;36
19;12;23;63;8;20;3;60;38;39;61;33;59;48;35;46;17;11;22;49;5;45;27;2;13;62;52;37;25;24;4;54;16;9;7;50;47;6;26;64;58;30;44;1;41;53;15;57;14;29;43;32;28;40;18;31;42;21;10;34;55;51;56;36;9;278
9;278;19;12;23;63;8;20;3;60;38;39;61;33;59;48;35;46;17;11;22;49;5;45;27;2;13;62;52;37;25;24;4;54;16;9;7;50;47;6;26;64;58;30;44;1;41;53;15;57;14;29;43;32;28;40;18;31;42;21;10;34;55;51;56;36
19;12;23;63;8;20;3;60;38;39;61;33;59;48;35;46;17;11;22;49;5;45;27;2;13;62;52;37;25;24;4;54;16;9;47;50;7;6;26;64;58;30;44;1;41;53;15;57;14;29;43;32;28;40;18;31;42;21;10;34;55;51;56;36;9;274
9;274;19;12;23;63;8;20;3;60;38;39;61;33;59;48;35;46;17;11;22;49;5;45;27;2;13;62;52;37;25;24;4;54;16;9;47;50;7;6;26;64;58;30;44;1;41;53;15;57;14;29;43;32;28;40;18;31;42;21;10;34;55;51;56;36
