"X1";"X294";"X50";"X62";"X49";"X55";"X20";"X32";"X53";"X41";"X1.1";"X48";"X54";"X57";"X40";"X27";"X63";"X51";"X2";"X34";"X23";"X43";"X33";"X19";"X26";"X29";"X61";"X22";"X44";"X58";"X64";"X14";"X30";"X16";"X18";"X31";"X56";"X21";"X37";"X10";"X6";"X17";"X15";"X28";"X60";"X11";"X8";"X46";"X5";"X24";"X13";"X42";"X47";"X45";"X35";"X39";"X25";"X59";"X12";"X7";"X52";"X9";"X4";"X3";"X36";"X38"
15;300;42;47;43;60;37;40;18;23;36;9;55;27;32;51;38;11;45;15;20;6;33;24;10;64;13;30;22;7;62;50;29;12;53;25;16;2;46;4;34;41;63;35;59;17;48;8;5;44;49;52;19;26;14;28;57;54;58;1;39;3;31;61;56;21
42;47;43;60;37;4;18;23;36;9;55;27;32;51;38;11;45;15;20;6;33;24;10;64;13;30;22;7;62;50;29;12;53;25;16;2;46;40;34;41;63;35;59;17;48;8;5;44;49;52;19;26;14;28;57;54;58;1;39;3;31;61;56;21;15;304
15;304;42;47;43;60;37;4;18;23;36;9;55;27;32;51;38;11;45;15;20;6;33;24;10;64;13;30;22;7;62;50;29;12;53;25;16;2;46;40;34;41;63;35;59;17;48;8;5;44;49;52;19;26;14;28;57;54;58;1;39;3;31;61;56;21
42;47;43;60;37;4;18;23;36;9;55;27;32;51;38;11;45;15;20;6;33;24;10;64;13;30;22;7;62;50;29;12;53;25;16;2;46;40;34;57;63;35;59;17;48;8;5;44;49;52;19;26;14;28;41;54;58;1;39;3;31;61;56;21;15;304
15;304;42;47;43;60;37;4;18;23;36;9;55;27;32;51;38;11;45;15;20;6;33;24;10;64;13;30;22;7;62;50;29;12;53;25;16;2;46;40;34;57;63;35;59;17;48;8;5;44;49;52;19;26;14;28;41;54;58;1;39;3;31;61;56;21
42;47;43;60;37;62;18;23;36;9;55;27;32;51;38;11;45;15;20;6;33;24;10;64;13;30;22;7;4;50;29;12;53;25;16;2;46;40;34;57;63;35;59;17;48;8;5;44;49;52;19;26;14;28;41;54;58;1;39;3;31;61;56;21;15;308
15;308;42;47;43;60;37;62;18;23;36;9;55;27;32;51;38;11;45;15;20;6;33;24;10;64;13;30;22;7;4;50;29;12;53;25;16;2;46;40;34;57;63;35;59;17;48;8;5;44;49;52;19;26;14;28;41;54;58;1;39;3;31;61;56;21
42;47;43;60;37;62;18;23;36;9;55;27;32;33;38;11;45;15;20;6;51;24;10;64;13;30;22;7;4;50;29;12;53;25;16;2;46;40;34;57;63;35;59;17;48;8;5;44;49;52;19;26;14;28;41;54;58;1;39;3;31;61;56;21;15;304
15;304;42;47;43;60;37;62;18;23;36;9;55;27;32;33;38;11;45;15;20;6;51;24;10;64;13;30;22;7;4;50;29;12;53;25;16;2;46;40;34;57;63;35;59;17;48;8;5;44;49;52;19;26;14;28;41;54;58;1;39;3;31;61;56;21
42;47;43;60;37;62;18;23;36;9;55;27;32;33;38;11;45;15;20;6;51;24;10;64;13;30;22;7;63;50;29;12;53;25;16;2;46;40;34;57;4;35;59;17;48;8;5;44;49;52;19;26;14;28;41;54;58;1;39;3;31;61;56;21;15;304
15;304;42;47;43;60;37;62;18;23;36;9;55;27;32;33;38;11;45;15;20;6;51;24;10;64;13;30;22;7;63;50;29;12;53;25;16;2;46;40;34;57;4;35;59;17;48;8;5;44;49;52;19;26;14;28;41;54;58;1;39;3;31;61;56;21
42;47;43;60;37;62;18;23;36;9;55;27;32;33;16;11;45;15;20;6;51;24;10;64;13;30;22;7;63;50;29;12;53;25;38;2;46;40;34;57;4;35;59;17;48;8;5;44;49;52;19;26;14;28;41;54;58;1;39;3;31;61;56;21;15;312
15;312;42;47;43;60;37;62;18;23;36;9;55;27;32;33;16;11;45;15;20;6;51;24;10;64;13;30;22;7;63;50;29;12;53;25;38;2;46;40;34;57;4;35;59;17;48;8;5;44;49;52;19;26;14;28;41;54;58;1;39;3;31;61;56;21
42;47;43;60;37;62;18;23;36;9;55;27;32;33;16;11;45;15;20;6;51;24;4;64;13;30;22;7;63;50;29;12;53;25;38;2;46;40;34;57;10;35;59;17;48;8;5;44;49;52;19;26;14;28;41;54;58;1;39;3;31;61;56;21;15;312
15;312;42;47;43;60;37;62;18;23;36;9;55;27;32;33;16;11;45;15;20;6;51;24;4;64;13;30;22;7;63;50;29;12;53;25;38;2;46;40;34;57;10;35;59;17;48;8;5;44;49;52;19;26;14;28;41;54;58;1;39;3;31;61;56;21
42;47;43;60;37;62;18;23;36;9;55;27;32;33;16;11;8;15;20;6;51;24;4;64;13;30;22;7;63;50;29;12;53;25;38;2;46;40;34;57;10;35;59;17;48;45;5;44;49;52;19;26;14;28;41;54;58;1;39;3;31;61;56;21;15;312
15;312;42;47;43;60;37;62;18;23;36;9;55;27;32;33;16;11;8;15;20;6;51;24;4;64;13;30;22;7;63;50;29;12;53;25;38;2;46;40;34;57;10;35;59;17;48;45;5;44;49;52;19;26;14;28;41;54;58;1;39;3;31;61;56;21
42;47;43;60;37;62;18;23;36;9;55;27;32;33;16;11;8;15;20;6;51;24;4;64;13;30;22;17;63;50;29;12;53;25;38;2;46;40;34;57;10;35;59;7;48;45;5;44;49;52;19;26;14;28;41;54;58;1;39;3;31;61;56;21;15;296
15;296;42;47;43;60;37;62;18;23;36;9;55;27;32;33;16;11;8;15;20;6;51;24;4;64;13;30;22;17;63;50;29;12;53;25;38;2;46;40;34;57;10;35;59;7;48;45;5;44;49;52;19;26;14;28;41;54;58;1;39;3;31;61;56;21
42;47;43;60;37;62;54;23;36;9;55;27;32;33;16;11;8;15;20;6;51;24;4;64;13;30;22;17;63;50;29;12;53;25;38;2;46;40;34;57;10;35;59;7;48;45;5;44;49;52;19;26;14;28;41;18;58;1;39;3;31;61;56;21;15;296
15;296;42;47;43;60;37;62;54;23;36;9;55;27;32;33;16;11;8;15;20;6;51;24;4;64;13;30;22;17;63;50;29;12;53;25;38;2;46;40;34;57;10;35;59;7;48;45;5;44;49;52;19;26;14;28;41;18;58;1;39;3;31;61;56;21
42;47;43;60;37;62;54;23;36;9;55;27;32;33;46;11;8;15;20;6;51;24;4;64;13;30;22;17;63;50;29;12;53;25;38;2;16;40;34;57;10;35;59;7;48;45;5;44;49;52;19;26;14;28;41;18;58;1;39;3;31;61;56;21;15;292
15;292;42;47;43;60;37;62;54;23;36;9;55;27;32;33;46;11;8;15;20;6;51;24;4;64;13;30;22;17;63;50;29;12;53;25;38;2;16;40;34;57;10;35;59;7;48;45;5;44;49;52;19;26;14;28;41;18;58;1;39;3;31;61;56;21
42;47;43;60;37;62;54;23;36;9;52;27;32;33;46;11;8;15;20;6;51;24;4;64;13;30;22;17;63;50;29;12;53;25;38;2;16;40;34;57;10;35;59;7;48;45;5;44;49;55;19;26;14;28;41;18;58;1;39;3;31;61;56;21;15;300
15;300;42;47;43;60;37;62;54;23;36;9;52;27;32;33;46;11;8;15;20;6;51;24;4;64;13;30;22;17;63;50;29;12;53;25;38;2;16;40;34;57;10;35;59;7;48;45;5;44;49;55;19;26;14;28;41;18;58;1;39;3;31;61;56;21
42;47;43;60;37;62;54;23;36;9;52;27;32;33;46;11;8;15;20;6;51;48;4;64;13;30;22;17;63;50;29;12;53;25;38;2;16;40;34;57;10;35;59;7;24;45;5;44;49;55;19;26;14;28;41;18;58;1;39;3;31;61;56;21;15;298
15;298;42;47;43;60;37;62;54;23;36;9;52;27;32;33;46;11;8;15;20;6;51;48;4;64;13;30;22;17;63;50;29;12;53;25;38;2;16;40;34;57;10;35;59;7;24;45;5;44;49;55;19;26;14;28;41;18;58;1;39;3;31;61;56;21
42;47;43;60;37;62;54;11;36;9;52;27;32;33;46;23;8;15;20;6;51;48;4;64;13;30;22;17;63;50;29;12;53;25;38;2;16;40;34;57;10;35;59;7;24;45;5;44;49;55;19;26;14;28;41;18;58;1;39;3;31;61;56;21;15;294
15;294;42;47;43;60;37;62;54;11;36;9;52;27;32;33;46;23;8;15;20;6;51;48;4;64;13;30;22;17;63;50;29;12;53;25;38;2;16;40;34;57;10;35;59;7;24;45;5;44;49;55;19;26;14;28;41;18;58;1;39;3;31;61;56;21
42;47;43;60;37;62;54;11;36;9;52;27;41;33;46;23;8;15;20;6;51;48;4;64;13;30;22;17;63;50;29;12;53;25;38;2;16;40;34;57;10;35;59;7;24;45;5;44;49;55;19;26;14;28;32;18;58;1;39;3;31;61;56;21;15;294
16;294;42;47;43;60;37;62;54;11;36;9;52;27;41;33;46;23;8;15;20;6;51;48;4;64;13;30;22;17;63;50;29;12;53;25;38;2;16;40;34;57;10;35;59;7;24;45;5;44;49;55;19;26;14;28;32;18;58;1;39;3;31;61;56;21
42;47;43;60;37;62;54;11;36;9;52;27;41;33;46;23;8;15;20;6;51;48;4;64;13;30;22;17;63;50;29;12;28;25;38;2;16;40;34;57;10;35;59;7;24;45;5;44;49;55;19;26;14;53;32;18;58;1;39;3;31;61;56;21;16;300
16;300;42;47;43;60;37;62;54;11;36;9;52;27;41;33;46;23;8;15;20;6;51;48;4;64;13;30;22;17;63;50;29;12;28;25;38;2;16;40;34;57;10;35;59;7;24;45;5;44;49;55;19;26;14;53;32;18;58;1;39;3;31;61;56;21
42;47;43;60;37;62;54;11;36;9;52;27;41;33;46;23;8;15;20;6;51;48;4;64;13;30;22;17;63;50;29;12;28;19;38;2;16;40;34;57;10;35;59;7;24;45;5;44;49;55;25;26;14;53;32;18;58;1;39;3;31;61;56;21;16;300
16;300;42;47;43;60;37;62;54;11;36;9;52;27;41;33;46;23;8;15;20;6;51;48;4;64;13;30;22;17;63;50;29;12;28;19;38;2;16;40;34;57;10;35;59;7;24;45;5;44;49;55;25;26;14;53;32;18;58;1;39;3;31;61;56;21
42;47;43;60;37;62;54;15;36;9;52;27;41;33;46;23;8;11;20;6;51;48;4;64;13;30;22;17;63;50;29;12;28;19;38;2;16;40;34;57;10;35;59;7;24;45;5;44;49;55;25;26;14;53;32;18;58;1;39;3;31;61;56;21;16;296
16;296;42;47;43;60;37;62;54;15;36;9;52;27;41;33;46;23;8;11;20;6;51;48;4;64;13;30;22;17;63;50;29;12;28;19;38;2;16;40;34;57;10;35;59;7;24;45;5;44;49;55;25;26;14;53;32;18;58;1;39;3;31;61;56;21
42;47;43;60;37;62;54;15;36;9;63;27;41;33;46;23;8;11;20;6;51;48;4;64;13;30;22;17;52;50;29;12;28;19;38;2;16;40;34;57;10;35;59;7;24;45;5;44;49;55;25;26;14;53;32;18;58;1;39;3;31;61;56;21;16;284
16;284;42;47;43;60;37;62;54;15;36;9;63;27;41;33;46;23;8;11;20;6;51;48;4;64;13;30;22;17;52;50;29;12;28;19;38;2;16;40;34;57;10;35;59;7;24;45;5;44;49;55;25;26;14;53;32;18;58;1;39;3;31;61;56;21
42;47;43;60;37;62;54;15;36;9;63;27;41;33;46;23;8;11;20;6;51;48;4;64;13;30;22;17;52;50;29;12;28;19;38;2;16;40;34;57;10;35;59;7;24;45;61;44;49;55;25;26;14;53;32;18;58;1;39;3;31;5;56;21;16;284
16;284;42;47;43;60;37;62;54;15;36;9;63;27;41;33;46;23;8;11;20;6;51;48;4;64;13;30;22;17;52;50;29;12;28;19;38;2;16;40;34;57;10;35;59;7;24;45;61;44;49;55;25;26;14;53;32;18;58;1;39;3;31;5;56;21
42;8;43;60;37;62;54;15;36;9;63;27;41;33;46;23;47;11;20;6;51;48;4;64;13;30;22;17;52;50;29;12;28;19;38;2;16;40;34;57;10;35;59;7;24;45;61;44;49;55;25;26;14;53;32;18;58;1;39;3;31;5;56;21;16;272
16;272;42;8;43;60;37;62;54;15;36;9;63;27;41;33;46;23;47;11;20;6;51;48;4;64;13;30;22;17;52;50;29;12;28;19;38;2;16;40;34;57;10;35;59;7;24;45;61;44;49;55;25;26;14;53;32;18;58;1;39;3;31;5;56;21
42;8;43;60;37;62;54;15;36;9;63;27;41;33;46;23;47;12;20;6;51;48;4;64;13;30;22;17;52;50;29;11;28;19;38;2;16;40;34;57;10;35;59;7;24;45;61;44;49;55;25;26;14;53;32;18;58;1;39;3;31;5;56;21;16;270
16;270;42;8;43;60;37;62;54;15;36;9;63;27;41;33;46;23;47;12;20;6;51;48;4;64;13;30;22;17;52;50;29;11;28;19;38;2;16;40;34;57;10;35;59;7;24;45;61;44;49;55;25;26;14;53;32;18;58;1;39;3;31;5;56;21
42;8;43;60;37;62;54;15;36;9;63;27;41;33;46;23;47;12;20;6;51;48;4;64;13;30;22;17;52;50;29;56;28;19;38;2;16;40;34;57;10;35;59;7;24;45;61;44;49;55;25;26;14;53;32;18;58;1;39;3;31;5;11;21;16;272
16;272;42;8;43;60;37;62;54;15;36;9;63;27;41;33;46;23;47;12;20;6;51;48;4;64;13;30;22;17;52;50;29;56;28;19;38;2;16;40;34;57;10;35;59;7;24;45;61;44;49;55;25;26;14;53;32;18;58;1;39;3;31;5;11;21
42;8;43;60;37;62;54;15;36;9;63;27;41;33;46;23;47;12;20;6;51;48;4;64;13;30;22;17;52;50;29;56;28;19;38;2;16;40;34;57;10;35;59;7;24;45;61;44;49;55;25;26;14;53;32;3;58;1;39;18;31;5;11;21;16;272
16;272;42;8;43;60;37;62;54;15;36;9;63;27;41;33;46;23;47;12;20;6;51;48;4;64;13;30;22;17;52;50;29;56;28;19;38;2;16;40;34;57;10;35;59;7;24;45;61;44;49;55;25;26;14;53;32;3;58;1;39;18;31;5;11;21
42;8;43;60;37;62;54;15;36;9;63;27;41;33;46;23;47;12;20;6;51;48;4;64;13;30;22;17;52;55;29;56;28;19;38;2;16;40;34;57;10;35;59;7;24;45;61;44;49;50;25;26;14;53;32;3;58;1;39;18;31;5;11;21;16;272
16;272;42;8;43;60;37;62;54;15;36;9;63;27;41;33;46;23;47;12;20;6;51;48;4;64;13;30;22;17;52;55;29;56;28;19;38;2;16;40;34;57;10;35;59;7;24;45;61;44;49;50;25;26;14;53;32;3;58;1;39;18;31;5;11;21
42;8;43;60;37;62;54;15;36;9;28;27;41;33;46;23;47;12;20;6;51;48;4;64;13;30;22;17;52;55;29;56;63;19;38;2;16;40;34;57;10;35;59;7;24;45;61;44;49;50;25;26;14;53;32;3;58;1;39;18;31;5;11;21;16;282
16;282;42;8;43;60;37;62;54;15;36;9;28;27;41;33;46;23;47;12;20;6;51;48;4;64;13;30;22;17;52;55;29;56;63;19;38;2;16;40;34;57;10;35;59;7;24;45;61;44;49;50;25;26;14;53;32;3;58;1;39;18;31;5;11;21
42;8;43;60;37;62;54;15;36;9;28;17;41;33;46;23;47;12;20;6;51;48;4;64;13;30;22;27;52;55;29;56;63;19;38;2;16;40;34;57;10;35;59;7;24;45;61;44;49;50;25;26;14;53;32;3;58;1;39;18;31;5;11;21;16;282
16;282;42;8;43;60;37;62;54;15;36;9;28;17;41;33;46;23;47;12;20;6;51;48;4;64;13;30;22;27;52;55;29;56;63;19;38;2;16;40;34;57;10;35;59;7;24;45;61;44;49;50;25;26;14;53;32;3;58;1;39;18;31;5;11;21
42;8;43;60;37;51;54;15;36;9;28;17;41;33;46;23;47;12;20;6;62;48;4;64;13;30;22;27;52;55;29;56;63;19;38;2;16;40;34;57;10;35;59;7;24;45;61;44;49;50;25;26;14;53;32;3;58;1;39;18;31;5;11;21;16;286
16;286;42;8;43;60;37;51;54;15;36;9;28;17;41;33;46;23;47;12;20;6;62;48;4;64;13;30;22;27;52;55;29;56;63;19;38;2;16;40;34;57;10;35;59;7;24;45;61;44;49;50;25;26;14;53;32;3;58;1;39;18;31;5;11;21
42;8;29;60;37;51;54;15;36;9;28;17;41;33;46;23;47;12;20;6;62;48;4;64;13;30;22;27;52;55;43;56;63;19;38;2;16;40;34;57;10;35;59;7;24;45;61;44;49;50;25;26;14;53;32;3;58;1;39;18;31;5;11;21;16;286
16;286;42;8;29;60;37;51;54;15;36;9;28;17;41;33;46;23;47;12;20;6;62;48;4;64;13;30;22;27;52;55;43;56;63;19;38;2;16;40;34;57;10;35;59;7;24;45;61;44;49;50;25;26;14;53;32;3;58;1;39;18;31;5;11;21
42;8;29;60;37;51;54;15;36;9;28;17;41;25;46;23;47;12;20;6;62;48;4;64;13;30;22;27;52;55;43;56;63;19;38;2;16;40;34;57;10;35;59;7;24;45;61;44;49;50;33;26;14;53;32;3;58;1;39;18;31;5;11;21;16;286
16;286;42;8;29;60;37;51;54;15;36;9;28;17;41;25;46;23;47;12;20;6;62;48;4;64;13;30;22;27;52;55;43;56;63;19;38;2;16;40;34;57;10;35;59;7;24;45;61;44;49;50;33;26;14;53;32;3;58;1;39;18;31;5;11;21
42;8;29;60;37;51;54;15;36;9;28;17;41;25;46;23;47;12;20;6;62;48;4;64;13;30;22;27;52;55;43;56;63;19;38;2;16;40;34;57;10;35;59;7;24;45;61;44;49;50;53;26;14;33;32;3;58;1;39;18;31;5;11;21;16;286
16;286;42;8;29;60;37;51;54;15;36;9;28;17;41;25;46;23;47;12;20;6;62;48;4;64;13;30;22;27;52;55;43;56;63;19;38;2;16;40;34;57;10;35;59;7;24;45;61;44;49;50;53;26;14;33;32;3;58;1;39;18;31;5;11;21
42;8;29;60;37;51;54;15;36;9;28;17;41;25;46;23;47;12;20;6;62;48;4;64;13;30;22;27;52;55;43;56;63;19;38;2;16;53;34;57;10;35;59;7;24;45;61;44;49;50;40;26;14;33;32;3;58;1;39;18;31;5;11;21;16;286
16;286;42;8;29;60;37;51;54;15;36;9;28;17;41;25;46;23;47;12;20;6;62;48;4;64;13;30;22;27;52;55;43;56;63;19;38;2;16;53;34;57;10;35;59;7;24;45;61;44;49;50;40;26;14;33;32;3;58;1;39;18;31;5;11;21
42;8;29;60;37;51;54;15;36;9;28;17;41;25;46;23;47;12;20;6;62;48;4;10;13;30;22;27;52;55;43;56;63;19;38;2;16;53;34;57;64;35;59;7;24;45;61;44;49;50;40;26;14;33;32;3;58;1;39;18;31;5;11;21;16;286
16;286;42;8;29;60;37;51;54;15;36;9;28;17;41;25;46;23;47;12;20;6;62;48;4;10;13;30;22;27;52;55;43;56;63;19;38;2;16;53;34;57;64;35;59;7;24;45;61;44;49;50;40;26;14;33;32;3;58;1;39;18;31;5;11;21
42;8;29;60;37;51;54;15;36;9;28;17;41;25;46;23;47;12;20;6;62;48;4;10;13;30;22;27;52;55;43;56;63;19;38;2;16;53;34;57;64;35;59;7;5;45;61;44;49;50;40;26;14;33;32;3;58;1;39;18;31;24;11;21;16;286
16;286;42;8;29;60;37;51;54;15;36;9;28;17;41;25;46;23;47;12;20;6;62;48;4;10;13;30;22;27;52;55;43;56;63;19;38;2;16;53;34;57;64;35;59;7;5;45;61;44;49;50;40;26;14;33;32;3;58;1;39;18;31;24;11;21
42;8;29;60;37;51;40;15;36;9;28;17;41;25;46;23;47;12;20;6;62;48;4;10;13;30;22;27;52;55;43;56;63;19;38;2;16;53;34;57;64;35;59;7;5;45;61;44;49;50;54;26;14;33;32;3;58;1;39;18;31;24;11;21;16;286
17;286;42;8;29;60;37;51;40;15;36;9;28;17;41;25;46;23;47;12;20;6;62;48;4;10;13;30;22;27;52;55;43;56;63;19;38;2;16;53;34;57;64;35;59;7;5;45;61;44;49;50;54;26;14;33;32;3;58;1;39;18;31;24;11;21
42;8;45;60;37;51;40;15;36;9;28;17;41;25;46;23;47;12;20;6;62;48;4;10;13;30;22;27;52;55;43;56;63;19;38;2;16;53;34;57;64;35;59;7;5;29;61;44;49;50;54;26;14;33;32;3;58;1;39;18;31;24;11;21;17;282
17;282;42;8;45;60;37;51;40;15;36;9;28;17;41;25;46;23;47;12;20;6;62;48;4;10;13;30;22;27;52;55;43;56;63;19;38;2;16;53;34;57;64;35;59;7;5;29;61;44;49;50;54;26;14;33;32;3;58;1;39;18;31;24;11;21
42;8;45;60;37;51;40;15;36;9;28;17;41;25;46;23;47;12;20;6;29;48;4;10;13;30;22;27;52;55;43;56;63;19;38;2;16;53;34;57;64;35;59;7;5;62;61;44;49;50;54;26;14;33;32;3;58;1;39;18;31;24;11;21;17;294
17;294;42;8;45;60;37;51;40;15;36;9;28;17;41;25;46;23;47;12;20;6;29;48;4;10;13;30;22;27;52;55;43;56;63;19;38;2;16;53;34;57;64;35;59;7;5;62;61;44;49;50;54;26;14;33;32;3;58;1;39;18;31;24;11;21
42;8;45;60;37;51;40;15;46;9;28;17;41;25;36;23;47;12;20;6;29;48;4;10;13;30;22;27;52;55;43;56;63;19;38;2;16;53;34;57;64;35;59;7;5;62;61;44;49;50;54;26;14;33;32;3;58;1;39;18;31;24;11;21;17;296
17;296;42;8;45;60;37;51;40;15;46;9;28;17;41;25;36;23;47;12;20;6;29;48;4;10;13;30;22;27;52;55;43;56;63;19;38;2;16;53;34;57;64;35;59;7;5;62;61;44;49;50;54;26;14;33;32;3;58;1;39;18;31;24;11;21
42;8;45;60;37;51;40;15;46;9;28;17;41;25;36;23;47;12;20;6;29;48;4;10;13;30;5;27;52;55;43;56;63;19;38;2;16;53;34;57;64;35;59;7;22;62;61;44;49;50;54;26;14;33;32;3;58;1;39;18;31;24;11;21;17;296
17;296;42;8;45;60;37;51;40;15;46;9;28;17;41;25;36;23;47;12;20;6;29;48;4;10;13;30;5;27;52;55;43;56;63;19;38;2;16;53;34;57;64;35;59;7;22;62;61;44;49;50;54;26;14;33;32;3;58;1;39;18;31;24;11;21
42;8;45;60;9;51;40;15;46;37;28;17;41;25;36;23;47;12;20;6;29;48;4;10;13;30;5;27;52;55;43;56;63;19;38;2;16;53;34;57;64;35;59;7;22;62;61;44;49;50;54;26;14;33;32;3;58;1;39;18;31;24;11;21;17;304
17;304;42;8;45;60;9;51;40;15;46;37;28;17;41;25;36;23;47;12;20;6;29;48;4;10;13;30;5;27;52;55;43;56;63;19;38;2;16;53;34;57;64;35;59;7;22;62;61;44;49;50;54;26;14;33;32;3;58;1;39;18;31;24;11;21
42;8;45;60;9;51;40;15;46;37;28;17;41;25;36;23;47;12;55;6;29;48;4;10;13;30;5;27;52;20;43;56;63;19;38;2;16;53;34;57;64;35;59;7;22;62;61;44;49;50;54;26;14;33;32;3;58;1;39;18;31;24;11;21;17;300
17;300;42;8;45;60;9;51;40;15;46;37;28;17;41;25;36;23;47;12;55;6;29;48;4;10;13;30;5;27;52;20;43;56;63;19;38;2;16;53;34;57;64;35;59;7;22;62;61;44;49;50;54;26;14;33;32;3;58;1;39;18;31;24;11;21
42;8;45;60;9;51;40;15;46;37;28;17;41;25;36;23;47;12;55;6;29;48;4;10;13;35;5;27;52;20;43;56;63;19;38;2;16;53;34;57;64;30;59;7;22;62;61;44;49;50;54;26;14;33;32;3;58;1;39;18;31;24;11;21;17;300
17;300;42;8;45;60;9;51;40;15;46;37;28;17;41;25;36;23;47;12;55;6;29;48;4;10;13;35;5;27;52;20;43;56;63;19;38;2;16;53;34;57;64;30;59;7;22;62;61;44;49;50;54;26;14;33;32;3;58;1;39;18;31;24;11;21
42;8;45;60;9;51;3;15;46;37;28;17;41;25;36;23;47;12;55;6;29;48;4;10;13;35;5;27;52;20;43;56;63;19;38;2;16;53;34;57;64;30;59;7;22;62;61;44;49;50;54;26;14;33;32;40;58;1;39;18;31;24;11;21;17;300
17;300;42;8;45;60;9;51;3;15;46;37;28;17;41;25;36;23;47;12;55;6;29;48;4;10;13;35;5;27;52;20;43;56;63;19;38;2;16;53;34;57;64;30;59;7;22;62;61;44;49;50;54;26;14;33;32;40;58;1;39;18;31;24;11;21
42;8;45;60;9;51;3;15;46;37;28;17;41;25;36;23;47;12;61;6;29;48;4;10;13;35;5;27;52;20;43;56;63;19;38;2;16;53;34;57;64;30;59;7;22;62;55;44;49;50;54;26;14;33;32;40;58;1;39;18;31;24;11;21;17;304
17;304;42;8;45;60;9;51;3;15;46;37;28;17;41;25;36;23;47;12;61;6;29;48;4;10;13;35;5;27;52;20;43;56;63;19;38;2;16;53;34;57;64;30;59;7;22;62;55;44;49;50;54;26;14;33;32;40;58;1;39;18;31;24;11;21
42;8;45;60;9;51;3;15;46;37;28;17;41;25;36;23;47;12;61;6;29;48;4;16;13;35;5;27;52;20;43;56;63;19;38;2;10;53;34;57;64;30;59;7;22;62;55;44;49;50;54;26;14;33;32;40;58;1;39;18;31;24;11;21;17;312
17;304;42;8;45;60;9;51;3;15;46;37;28;17;41;25;36;23;47;12;61;6;29;48;4;10;13;35;5;27;52;20;43;56;63;19;38;2;16;53;34;57;64;30;59;7;22;62;55;44;49;50;54;26;14;33;32;40;58;1;39;18;31;24;11;21
42;8;45;60;9;51;3;15;46;37;28;17;41;25;36;23;47;12;61;6;29;48;4;10;13;35;5;27;53;20;43;56;63;19;38;2;16;52;34;57;64;30;59;7;22;62;55;44;49;50;54;26;14;33;32;40;58;1;39;18;31;24;11;21;17;304
17;304;42;8;45;60;9;51;3;15;46;37;28;17;41;25;36;23;47;12;61;6;29;48;4;10;13;35;5;27;53;20;43;56;63;19;38;2;16;52;34;57;64;30;59;7;22;62;55;44;49;50;54;26;14;33;32;40;58;1;39;18;31;24;11;21
42;8;45;60;9;51;3;5;46;37;28;17;41;25;36;23;47;12;61;6;29;48;4;10;13;35;15;27;53;20;43;56;63;19;38;2;16;52;34;57;64;30;59;7;22;62;55;44;49;50;54;26;14;33;32;40;58;1;39;18;31;24;11;21;17;328
17;328;42;8;45;60;9;51;3;5;46;37;28;17;41;25;36;23;47;12;61;6;29;48;4;10;13;35;15;27;53;20;43;56;63;19;38;2;16;52;34;57;64;30;59;7;22;62;55;44;49;50;54;26;14;33;32;40;58;1;39;18;31;24;11;21
42;8;45;60;5;51;3;9;46;37;28;17;41;25;36;23;47;12;61;6;29;48;4;10;13;35;15;27;53;20;43;56;63;19;38;2;16;52;34;57;64;30;59;7;22;62;55;44;49;50;54;26;14;33;32;40;58;1;39;18;31;24;11;21;17;328
17;328;42;8;45;60;5;51;3;9;46;37;28;17;41;25;36;23;47;12;61;6;29;48;4;10;13;35;15;27;53;20;43;56;63;19;38;2;16;52;34;57;64;30;59;7;22;62;55;44;49;50;54;26;14;33;32;40;58;1;39;18;31;24;11;21
42;41;45;60;5;51;3;9;46;37;28;17;8;25;36;23;47;12;61;6;29;48;4;10;13;35;15;27;53;20;43;56;63;19;38;2;16;52;34;57;64;30;59;7;22;62;55;44;49;50;54;26;14;33;32;40;58;1;39;18;31;24;11;21;17;328
17;328;42;41;45;60;5;51;3;9;46;37;28;17;8;25;36;23;47;12;61;6;29;48;4;10;13;35;15;27;53;20;43;56;63;19;38;2;16;52;34;57;64;30;59;7;22;62;55;44;49;50;54;26;14;33;32;40;58;1;39;18;31;24;11;21
42;41;45;60;5;51;3;9;46;37;28;17;8;25;36;23;47;12;61;6;29;48;4;30;13;35;15;27;53;20;43;56;63;19;38;2;16;52;34;57;64;10;59;7;22;62;55;44;49;50;54;26;14;33;32;40;58;1;39;18;31;24;11;21;17;328
17;328;42;41;45;60;5;51;3;9;46;37;28;17;8;25;36;23;47;12;61;6;29;48;4;30;13;35;15;27;53;20;43;56;63;19;38;2;16;52;34;57;64;10;59;7;22;62;55;44;49;50;54;26;14;33;32;40;58;1;39;18;31;24;11;21
42;41;45;60;5;51;3;9;46;37;28;17;8;25;36;23;47;12;61;6;29;48;4;30;13;35;15;27;53;20;43;56;62;19;38;2;16;52;34;57;64;10;59;7;22;63;55;44;49;50;54;26;14;33;32;40;58;1;39;18;31;24;11;21;17;312
17;312;42;41;45;60;5;51;3;9;46;37;28;17;8;25;36;23;47;12;61;6;29;48;4;30;13;35;15;27;53;20;43;56;62;19;38;2;16;52;34;57;64;10;59;7;22;63;55;44;49;50;54;26;14;33;32;40;58;1;39;18;31;24;11;21
42;41;45;60;5;51;3;9;46;37;28;17;8;25;36;23;47;12;61;6;29;48;4;30;13;35;15;27;53;20;43;56;62;19;1;2;16;52;34;57;64;10;59;7;22;63;55;44;49;50;54;26;14;33;32;40;58;38;39;18;31;24;11;21;17;318
