"X1";"X28320";"X21";"X5";"X12";"X13";"X14";"X17";"X25";"X28";"X32";"X7";"X27";"X4";"X20";"X11";"X22";"X31";"X19";"X3";"X23";"X18";"X1.1";"X6";"X26";"X10";"X9";"X16";"X30";"X2";"X29";"X24";"X8";"X15"
24;7;13;6;16;1;17;2;15;12;9;21;29;19;5;8;14;23;31;32;10;30;3;22;26;25;4;18;11;20;27;28;35;27974
35;27974;24;7;13;6;16;1;17;2;15;12;9;21;29;19;5;8;14;23;31;32;10;30;3;22;26;25;4;18;11;20;27;28
24;7;13;6;11;1;17;2;15;12;9;21;29;19;5;8;14;23;31;32;10;30;3;22;26;25;4;18;16;20;27;28;35;27494
35;27494;24;7;13;6;11;1;17;2;15;12;9;21;29;19;5;8;14;23;31;32;10;30;3;22;26;25;4;18;16;20;27;28
24;3;13;6;11;1;17;2;15;12;9;21;29;19;5;8;14;23;31;32;10;30;7;22;26;25;4;18;16;20;27;28;35;27654
35;27654;24;3;13;6;11;1;17;2;15;12;9;21;29;19;5;8;14;23;31;32;10;30;7;22;26;25;4;18;16;20;27;28
24;3;13;6;11;1;17;2;15;12;9;21;29;19;14;8;5;23;31;32;10;30;7;22;26;25;4;18;16;20;27;28;35;27354
35;27354;24;3;13;6;11;1;17;2;15;12;9;21;29;19;14;8;5;23;31;32;10;30;7;22;26;25;4;18;16;20;27;28
24;3;13;6;11;1;17;2;15;12;9;21;29;19;14;31;5;23;8;32;10;30;7;22;26;25;4;18;16;20;27;28;35;27786
35;27786;24;3;13;6;11;1;17;2;15;12;9;21;29;19;14;31;5;23;8;32;10;30;7;22;26;25;4;18;16;20;27;28
24;3;13;6;11;1;17;2;15;12;9;21;29;19;14;31;5;23;8;32;10;22;7;30;26;25;4;18;16;20;27;28;35;27386
35;27386;24;3;13;6;11;1;17;2;15;12;9;21;29;19;14;31;5;23;8;32;10;22;7;30;26;25;4;18;16;20;27;28
24;3;13;6;11;1;17;2;15;12;9;21;29;19;7;31;5;23;8;32;10;22;14;30;26;25;4;18;16;20;27;28;35;27226
35;27226;24;3;13;6;11;1;17;2;15;12;9;21;29;19;7;31;5;23;8;32;10;22;14;30;26;25;4;18;16;20;27;28
24;3;13;6;11;1;17;2;20;12;9;21;29;19;7;31;5;23;8;32;10;22;14;30;26;25;4;18;16;15;27;28;35;26840
35;26840;24;3;13;6;11;1;17;2;20;12;9;21;29;19;7;31;5;23;8;32;10;22;14;30;26;25;4;18;16;15;27;28
24;3;13;2;11;1;17;6;20;12;9;21;29;19;7;31;5;23;8;32;10;22;14;30;26;25;4;18;16;15;27;28;35;27060
36;27060;24;3;13;2;11;1;17;6;20;12;9;21;29;19;7;31;5;23;8;32;10;22;14;30;26;25;4;18;16;15;27;28
24;3;22;2;11;1;17;6;20;12;9;21;29;19;7;31;5;23;8;32;10;13;14;30;26;25;4;18;16;15;27;28;36;27288
36;27288;24;3;22;2;11;1;17;6;20;12;9;21;29;19;7;31;5;23;8;32;10;13;14;30;26;25;4;18;16;15;27;28
24;3;22;2;11;1;17;6;20;12;16;21;29;19;7;31;5;23;8;32;10;13;14;30;26;25;4;18;9;15;27;28;36;28688
36;28688;24;3;22;2;11;1;17;6;20;12;16;21;29;19;7;31;5;23;8;32;10;13;14;30;26;25;4;18;9;15;27;28
24;3;22;2;11;1;17;6;20;12;16;21;29;19;7;31;5;32;8;23;10;13;14;30;26;25;4;18;9;15;27;28;36;28188
36;28188;24;3;22;2;11;1;17;6;20;12;16;21;29;19;7;31;5;32;8;23;10;13;14;30;26;25;4;18;9;15;27;28
24;8;22;2;11;1;17;6;20;12;16;21;29;19;7;31;5;32;3;23;10;13;14;30;26;25;4;18;9;15;27;28;36;28308
36;28308;24;8;22;2;11;1;17;6;20;12;16;21;29;19;7;31;5;32;3;23;10;13;14;30;26;25;4;18;9;15;27;28
10;8;22;2;11;1;17;6;20;12;16;21;29;19;7;31;5;32;3;23;24;13;14;30;26;25;4;18;9;15;27;28;36;28678
36;28678;10;8;22;2;11;1;17;6;20;12;16;21;29;19;7;31;5;32;3;23;24;13;14;30;26;25;4;18;9;15;27;28
10;8;22;2;11;1;17;6;20;12;16;21;29;19;7;31;5;32;27;23;24;13;14;30;26;25;4;18;9;15;3;28;36;28690
36;28690;10;8;22;2;11;1;17;6;20;12;16;21;29;19;7;31;5;32;27;23;24;13;14;30;26;25;4;18;9;15;3;28
10;8;22;2;19;1;17;6;20;12;16;21;29;11;7;31;5;32;27;23;24;13;14;30;26;25;4;18;9;15;3;28;36;29180
36;29180;10;8;22;2;19;1;17;6;20;12;16;21;29;11;7;31;5;32;27;23;24;13;14;30;26;25;4;18;9;15;3;28
10;8;22;2;19;1;17;6;20;12;16;23;29;11;7;31;5;32;27;21;24;13;14;30;26;25;4;18;9;15;3;28;36;29100
36;29100;10;8;22;2;19;1;17;6;20;12;16;23;29;11;7;31;5;32;27;21;24;13;14;30;26;25;4;18;9;15;3;28
10;8;11;2;19;1;17;6;20;12;16;23;29;22;7;31;5;32;27;21;24;13;14;30;26;25;4;18;9;15;3;28;36;28770
36;28770;10;8;11;2;19;1;17;6;20;12;16;23;29;22;7;31;5;32;27;21;24;13;14;30;26;25;4;18;9;15;3;28
10;8;11;2;19;1;17;6;20;12;16;23;29;22;7;31;5;32;27;21;24;13;14;30;28;25;4;18;9;15;3;26;36;28930
36;28930;10;8;11;2;19;1;17;6;20;12;16;23;29;22;7;31;5;32;27;21;24;13;14;30;28;25;4;18;9;15;3;26
10;8;11;2;19;1;17;6;20;12;16;23;22;29;7;31;5;32;27;21;24;13;14;30;28;25;4;18;9;15;3;26;36;28050
36;28050;10;8;11;2;19;1;17;6;20;12;16;23;22;29;7;31;5;32;27;21;24;13;14;30;28;25;4;18;9;15;3;26
10;8;11;2;19;1;17;6;20;12;16;23;22;29;7;31;5;32;27;21;24;13;26;30;28;25;4;18;9;15;3;14;36;27980
36;27980;10;8;11;2;19;1;17;6;20;12;16;23;22;29;7;31;5;32;27;21;24;13;26;30;28;25;4;18;9;15;3;14
10;8;11;2;19;1;17;6;20;30;16;23;22;29;7;31;5;32;27;21;24;13;26;12;28;25;4;18;9;15;3;14;36;27082
36;27082;10;8;11;2;19;1;17;6;20;30;16;23;22;29;7;31;5;32;27;21;24;13;26;12;28;25;4;18;9;15;3;14
10;8;11;2;19;17;1;6;20;30;16;23;22;29;7;31;5;32;27;21;24;13;26;12;28;25;4;18;9;15;3;14;36;27542
36;27542;10;8;11;2;19;17;1;6;20;30;16;23;22;29;7;31;5;32;27;21;24;13;26;12;28;25;4;18;9;15;3;14
10;8;11;2;19;17;1;6;20;30;16;23;22;29;15;31;5;32;27;21;24;13;26;12;28;25;4;18;9;7;3;14;36;27942
36;27942;10;8;11;2;19;17;1;6;20;30;16;23;22;29;15;31;5;32;27;21;24;13;26;12;28;25;4;18;9;7;3;14
10;8;11;24;19;17;1;6;20;30;16;23;22;29;15;31;5;32;27;21;2;13;26;12;28;25;4;18;9;7;3;14;36;27662
36;27662;10;8;11;24;19;17;1;6;20;30;16;23;22;29;15;31;5;32;27;21;2;13;26;12;28;25;4;18;9;7;3;14
16;8;11;24;19;17;1;6;20;30;10;23;22;29;15;31;5;32;27;21;2;13;26;12;28;25;4;18;9;7;3;14;36;27622
36;27622;16;8;11;24;19;17;1;6;20;30;10;23;22;29;15;31;5;32;27;21;2;13;26;12;28;25;4;18;9;7;3;14
16;8;11;24;19;17;1;25;20;30;10;23;22;29;15;31;5;32;27;21;2;13;26;12;28;6;4;18;9;7;3;14;36;27686
36;27686;16;8;11;24;19;17;1;25;20;30;10;23;22;29;15;31;5;32;27;21;2;13;26;12;28;6;4;18;9;7;3;14
16;8;11;24;25;17;1;19;20;30;10;23;22;29;15;31;5;32;27;21;2;13;26;12;28;6;4;18;9;7;3;14;36;27566
36;27566;16;8;11;24;25;17;1;19;20;30;10;23;22;29;15;31;5;32;27;21;2;13;26;12;28;6;4;18;9;7;3;14
16;8;11;24;25;17;1;28;20;30;10;23;22;29;15;31;5;32;27;21;2;13;26;12;19;6;4;18;9;7;3;14;36;27886
37;27886;16;8;11;24;25;17;1;28;20;30;10;23;22;29;15;31;5;32;27;21;2;13;26;12;19;6;4;18;9;7;3;14
16;8;20;24;25;17;1;28;11;30;10;23;22;29;15;31;5;32;27;21;2;13;26;12;19;6;4;18;9;7;3;14;37;28458
37;28458;16;8;20;24;25;17;1;28;11;30;10;23;22;29;15;31;5;32;27;21;2;13;26;12;19;6;4;18;9;7;3;14
16;8;20;24;25;17;1;28;11;30;10;29;22;23;15;31;5;32;27;21;2;13;26;12;19;6;4;18;9;7;3;14;37;28618
37;28618;16;8;20;24;25;17;1;28;11;30;10;29;22;23;15;31;5;32;27;21;2;13;26;12;19;6;4;18;9;7;3;14
16;8;20;24;25;17;10;28;11;30;1;29;22;23;15;31;5;32;27;21;2;13;26;12;19;6;4;18;9;7;3;14;37;28078
37;28078;16;8;20;24;25;17;10;28;11;30;1;29;22;23;15;31;5;32;27;21;2;13;26;12;19;6;4;18;9;7;3;14
16;8;20;24;25;17;10;28;11;30;1;29;22;23;15;31;5;32;27;21;2;3;26;12;19;6;4;18;9;7;13;14;37;27938
37;27938;16;8;20;24;25;17;10;28;11;30;1;29;22;23;15;31;5;32;27;21;2;3;26;12;19;6;4;18;9;7;13;14
16;8;20;24;25;17;10;28;11;30;1;29;22;23;15;31;5;32;27;21;2;3;26;19;12;6;4;18;9;7;13;14;37;28018
37;28018;16;8;20;24;25;17;10;28;11;30;1;29;22;23;15;31;5;32;27;21;2;3;26;19;12;6;4;18;9;7;13;14
16;8;20;24;25;22;10;28;11;30;1;29;17;23;15;31;5;32;27;21;2;3;26;19;12;6;4;18;9;7;13;14;37;27978
37;27978;16;8;20;24;25;22;10;28;11;30;1;29;17;23;15;31;5;32;27;21;2;3;26;19;12;6;4;18;9;7;13;14
16;8;20;24;25;22;10;28;11;30;1;9;17;23;15;31;5;32;27;21;2;3;26;19;12;6;4;18;29;7;13;14;37;27728
37;27728;16;8;20;24;25;22;10;28;11;30;1;9;17;23;15;31;5;32;27;21;2;3;26;19;12;6;4;18;29;7;13;14
16;8;20;24;25;22;10;27;11;30;1;9;17;23;15;31;5;32;28;21;2;3;26;19;12;6;4;18;29;7;13;14;37;27488
37;27488;16;8;20;24;25;22;10;27;11;30;1;9;17;23;15;31;5;32;28;21;2;3;26;19;12;6;4;18;29;7;13;14
16;8;20;24;25;22;10;27;11;30;1;2;17;23;15;31;5;32;28;21;9;3;26;19;12;6;4;18;29;7;13;14;37;27028
37;27028;16;8;20;24;25;22;10;27;11;30;1;2;17;23;15;31;5;32;28;21;9;3;26;19;12;6;4;18;29;7;13;14
16;8;20;24;25;22;10;27;11;19;1;2;17;23;15;31;5;32;28;21;9;3;26;30;12;6;4;18;29;7;13;14;37;26708
37;26708;16;8;20;24;25;22;10;27;11;19;1;2;17;23;15;31;5;32;28;21;9;3;26;30;12;6;4;18;29;7;13;14
16;8;20;24;25;22;10;27;11;19;1;2;17;5;15;31;23;32;28;21;9;3;26;30;12;6;4;18;29;7;13;14;37;26016
37;26016;16;8;20;24;25;22;10;27;11;19;1;2;17;5;15;31;23;32;28;21;9;3;26;30;12;6;4;18;29;7;13;14
16;8;20;24;25;22;10;27;11;19;1;2;17;5;15;31;23;9;28;21;32;3;26;30;12;6;4;18;29;7;13;14;37;25680
37;25680;16;8;20;24;25;22;10;27;11;19;1;2;17;5;15;31;23;9;28;21;32;3;26;30;12;6;4;18;29;7;13;14
16;8;20;24;25;22;10;27;11;19;1;2;17;5;15;12;23;9;28;21;32;3;26;30;31;6;4;18;29;7;13;14;37;25556
37;25556;16;8;20;24;25;22;10;27;11;19;1;2;17;5;15;12;23;9;28;21;32;3;26;30;31;6;4;18;29;7;13;14
4;8;20;24;25;22;10;27;11;19;1;2;17;5;15;12;23;9;28;21;32;3;26;30;31;6;16;18;29;7;13;14;37;25036
37;25036;4;8;20;24;25;22;10;27;11;19;1;2;17;5;15;12;23;9;28;21;32;3;26;30;31;6;16;18;29;7;13;14
4;8;20;24;25;22;10;27;11;19;1;2;17;5;15;9;23;12;28;21;32;3;26;30;31;6;16;18;29;7;13;14;37;25256
37;25256;4;8;20;24;25;22;10;27;11;19;1;2;17;5;15;9;23;12;28;21;32;3;26;30;31;6;16;18;29;7;13;14
4;8;20;24;25;22;10;27;11;19;1;2;17;5;15;9;23;31;28;21;32;3;26;30;12;6;16;18;29;7;13;14;37;25842
37;25842;4;8;20;24;25;22;10;27;11;19;1;2;17;5;15;9;23;31;28;21;32;3;26;30;12;6;16;18;29;7;13;14
2;8;20;24;25;22;10;27;11;19;1;4;17;5;15;9;23;31;28;21;32;3;26;30;12;6;16;18;29;7;13;14;37;25682
37;25682;2;8;20;24;25;22;10;27;11;19;1;4;17;5;15;9;23;31;28;21;32;3;26;30;12;6;16;18;29;7;13;14
2;8;20;24;25;22;10;27;11;19;1;4;17;5;15;9;23;31;28;21;32;3;26;30;12;6;16;18;29;7;14;13;37;25682
37;25682;2;8;20;24;25;22;10;27;11;19;1;4;17;5;15;9;23;31;28;21;32;3;26;30;12;6;16;18;29;7;14;13
2;8;20;24;25;22;10;27;11;19;1;4;17;5;15;9;23;31;28;21;32;3;26;30;16;6;12;18;29;7;14;13;37;25762
37;25762;2;8;20;24;25;22;10;27;11;19;1;4;17;5;15;9;23;31;28;21;32;3;26;30;16;6;12;18;29;7;14;13
2;8;20;1;25;22;10;27;11;19;24;4;17;5;15;9;23;31;28;21;32;3;26;30;16;6;12;18;29;7;14;13;37;26116
38;26116;2;8;20;1;25;22;10;27;11;19;24;4;17;5;15;9;23;31;28;21;32;3;26;30;16;6;12;18;29;7;14;13
2;8;20;1;25;18;10;27;11;19;24;4;17;5;15;9;23;31;28;21;32;3;26;30;16;6;12;22;29;7;14;13;38;26456
38;26116;2;8;20;1;25;22;10;27;11;19;24;4;17;5;15;9;23;31;28;21;32;3;26;30;16;6;12;18;29;7;14;13
2;8;20;1;25;22;21;27;11;19;24;4;17;5;15;9;23;31;28;10;32;3;26;30;16;6;12;18;29;7;14;13;38;26190
38;26190;2;8;20;1;25;22;21;27;11;19;24;4;17;5;15;9;23;31;28;10;32;3;26;30;16;6;12;18;29;7;14;13
2;8;20;1;25;28;21;27;11;19;24;4;17;5;15;9;23;31;22;10;32;3;26;30;16;6;12;18;29;7;14;13;38;26570
38;26190;2;8;20;1;25;22;21;27;11;19;24;4;17;5;15;9;23;31;28;10;32;3;26;30;16;6;12;18;29;7;14;13
2;8;20;1;25;22;21;27;11;19;24;4;17;5;15;9;23;31;28;10;32;3;26;30;16;6;12;18;7;29;14;13;38;27120
38;27120;2;8;20;1;25;22;21;27;11;19;24;4;17;5;15;9;23;31;28;10;32;3;26;30;16;6;12;18;7;29;14;13
2;8;20;1;25;22;21;27;11;19;24;4;17;5;18;9;23;31;28;10;32;3;26;30;16;6;12;15;7;29;14;13;38;27518
38;27518;2;8;20;1;25;22;21;27;11;19;24;4;17;5;18;9;23;31;28;10;32;3;26;30;16;6;12;15;7;29;14;13
2;8;20;1;25;22;21;27;11;19;24;4;17;5;18;9;23;31;28;12;32;3;26;30;16;6;10;15;7;29;14;13;38;27838
38;27838;2;8;20;1;25;22;21;27;11;19;24;4;17;5;18;9;23;31;28;12;32;3;26;30;16;6;10;15;7;29;14;13
2;8;20;26;25;22;21;27;11;19;24;4;17;5;18;9;23;31;28;12;32;3;1;30;16;6;10;15;7;29;14;13;38;27190
38;27190;2;8;20;26;25;22;21;27;11;19;24;4;17;5;18;9;23;31;28;12;32;3;1;30;16;6;10;15;7;29;14;13
2;8;20;26;25;22;3;27;11;19;24;4;17;5;18;9;23;31;28;12;32;21;1;30;16;6;10;15;7;29;14;13;38;27334
38;27334;2;8;20;26;25;22;3;27;11;19;24;4;17;5;18;9;23;31;28;12;32;21;1;30;16;6;10;15;7;29;14;13
2;9;20;26;25;22;3;27;11;19;24;4;17;5;18;8;23;31;28;12;32;21;1;30;16;6;10;15;7;29;14;13;38;27334
38;27334;2;9;20;26;25;22;3;27;11;19;24;4;17;5;18;8;23;31;28;12;32;21;1;30;16;6;10;15;7;29;14;13
2;9;20;26;25;22;3;27;11;19;24;4;17;5;18;8;23;14;28;12;32;21;1;30;16;6;10;15;7;29;31;13;38;26596
38;26596;2;9;20;26;25;22;3;27;11;19;24;4;17;5;18;8;23;14;28;12;32;21;1;30;16;6;10;15;7;29;31;13
2;9;20;26;25;14;3;27;11;19;24;4;17;5;18;8;23;22;28;12;32;21;1;30;16;6;10;15;7;29;31;13;38;27732
38;27732;2;9;20;26;25;14;3;27;11;19;24;4;17;5;18;8;23;22;28;12;32;21;1;30;16;6;10;15;7;29;31;13
2;9;20;26;25;14;3;27;11;19;24;4;17;5;18;8;15;22;28;12;32;21;1;30;16;6;10;23;7;29;31;13;38;27844
38;27844;2;9;20;26;25;14;3;27;11;19;24;4;17;5;18;8;15;22;28;12;32;21;1;30;16;6;10;23;7;29;31;13
2;9;20;26;25;14;3;27;11;19;24;8;17;5;18;4;15;22;28;12;32;21;1;30;16;6;10;23;7;29;31;13;38;28084
38;28084;2;9;20;26;25;14;3;27;11;19;24;8;17;5;18;4;15;22;28;12;32;21;1;30;16;6;10;23;7;29;31;13
2;9;20;14;25;26;3;27;11;19;24;8;17;5;18;4;15;22;28;12;32;21;1;30;16;6;10;23;7;29;31;13;38;28164
38;28164;2;9;20;14;25;26;3;27;11;19;24;8;17;5;18;4;15;22;28;12;32;21;1;30;16;6;10;23;7;29;31;13
2;9;20;14;25;26;3;27;11;19;24;8;23;5;18;4;15;22;28;12;32;21;1;30;16;6;10;17;7;29;31;13;38;27204
38;27204;2;9;20;14;25;26;3;27;11;19;24;8;23;5;18;4;15;22;28;12;32;21;1;30;16;6;10;17;7;29;31;13
2;9;20;14;25;26;3;27;11;19;24;8;23;5;18;4;15;22;28;12;32;21;1;30;6;16;10;17;7;29;31;13;38;28364
38;28364;2;9;20;14;25;26;3;27;11;19;24;8;23;5;18;4;15;22;28;12;32;21;1;30;6;16;10;17;7;29;31;13
2;26;20;14;25;9;3;27;11;19;24;8;23;5;18;4;15;22;28;12;32;21;1;30;6;16;10;17;7;29;31;13;38;28324
38;28324;2;26;20;14;25;9;3;27;11;19;24;8;23;5;18;4;15;22;28;12;32;21;1;30;6;16;10;17;7;29;31;13
2;10;20;14;25;9;3;27;11;19;24;8;23;5;18;4;15;22;28;12;32;21;1;30;6;16;26;17;7;29;31;13;38;27818
38;27818;2;10;20;14;25;9;3;27;11;19;24;8;23;5;18;4;15;22;28;12;32;21;1;30;6;16;26;17;7;29;31;13
2;10;19;14;25;9;3;27;11;20;24;8;23;5;18;4;15;22;28;12;32;21;1;30;6;16;26;17;7;29;31;13;38;27858
38;27858;2;10;19;14;25;9;3;27;11;20;24;8;23;5;18;4;15;22;28;12;32;21;1;30;6;16;26;17;7;29;31;13
2;10;19;14;25;9;3;27;11;4;24;8;23;5;18;20;15;22;28;12;32;21;1;30;6;16;26;17;7;29;31;13;38;28088
39;28088;2;10;19;14;25;9;3;27;11;4;24;8;23;5;18;20;15;22;28;12;32;21;1;30;6;16;26;17;7;29;31;13
2;10;19;14;25;12;3;27;11;4;24;8;23;5;18;20;15;22;28;9;32;21;1;30;6;16;26;17;7;29;31;13;39;27908
39;27908;2;10;19;14;25;12;3;27;11;4;24;8;23;5;18;20;15;22;28;9;32;21;1;30;6;16;26;17;7;29;31;13
2;10;29;14;25;12;3;27;11;4;24;8;23;5;18;20;15;22;28;9;32;21;1;30;6;16;26;17;7;19;31;13;39;28208
39;28208;2;10;29;14;25;12;3;27;11;4;24;8;23;5;18;20;15;22;28;9;32;21;1;30;6;16;26;17;7;19;31;13
2;10;29;14;11;12;3;27;25;4;24;8;23;5;18;20;15;22;28;9;32;21;1;30;6;16;26;17;7;19;31;13;39;27996
39;27996;2;10;29;14;11;12;3;27;25;4;24;8;23;5;18;20;15;22;28;9;32;21;1;30;6;16;26;17;7;19;31;13
2;10;29;14;11;12;3;27;25;5;24;8;23;4;18;20;15;22;28;9;32;21;1;30;6;16;26;17;7;19;31;13;39;27956
39;27956;2;10;29;14;11;12;3;27;25;5;24;8;23;4;18;20;15;22;28;9;32;21;1;30;6;16;26;17;7;19;31;13
2;10;29;14;11;12;3;27;25;5;24;8;19;4;18;20;15;22;28;9;32;21;1;30;6;16;26;17;7;23;31;13;39;27916
39;27916;2;10;29;14;11;12;3;27;25;5;24;8;19;4;18;20;15;22;28;9;32;21;1;30;6;16;26;17;7;23;31;13
2;10;29;9;11;12;3;27;25;5;24;8;19;4;18;20;15;22;28;14;32;21;1;30;6;16;26;17;7;23;31;13;39;28156
39;28156;2;10;29;9;11;12;3;27;25;5;24;8;19;4;18;20;15;22;28;14;32;21;1;30;6;16;26;17;7;23;31;13
2;10;29;1;11;12;3;27;25;5;24;8;19;4;18;20;15;22;28;14;32;21;9;30;6;16;26;17;7;23;31;13;39;28276
39;28276;2;10;29;1;11;12;3;27;25;5;24;8;19;4;18;20;15;22;28;14;32;21;9;30;6;16;26;17;7;23;31;13
2;10;25;1;11;12;3;27;29;5;24;8;19;4;18;20;15;22;28;14;32;21;9;30;6;16;26;17;7;23;31;13;39;28236
39;28236;2;10;25;1;11;12;3;27;29;5;24;8;19;4;18;20;15;22;28;14;32;21;9;30;6;16;26;17;7;23;31;13
2;10;25;1;11;12;3;27;29;5;4;8;19;24;18;20;15;22;28;14;32;21;9;30;6;16;26;17;7;23;31;13;39;27500
39;27500;2;10;25;1;11;12;3;27;29;5;4;8;19;24;18;20;15;22;28;14;32;21;9;30;6;16;26;17;7;23;31;13
2;10;25;1;11;12;3;27;28;5;4;8;19;24;18;20;15;22;29;14;32;21;9;30;6;16;26;17;7;23;31;13;39;27140
39;27140;2;10;25;1;11;12;3;27;28;5;4;8;19;24;18;20;15;22;29;14;32;21;9;30;6;16;26;17;7;23;31;13
2;10;25;1;11;12;3;27;28;5;4;23;19;24;18;20;15;22;29;14;32;21;9;30;6;16;26;17;7;8;31;13;39;26768
39;26768;2;10;25;1;11;12;3;27;28;5;4;23;19;24;18;20;15;22;29;14;32;21;9;30;6;16;26;17;7;8;31;13
2;10;25;1;11;12;3;27;28;5;4;23;19;24;18;20;15;22;29;14;32;21;9;13;6;16;26;17;7;8;31;30;39;26468
39;26468;2;10;25;1;11;12;3;27;28;5;4;23;19;24;18;20;15;22;29;14;32;21;9;13;6;16;26;17;7;8;31;30
2;10;25;1;11;12;3;27;28;5;4;23;19;24;31;20;15;22;29;14;32;21;9;13;6;16;26;17;7;8;18;30;39;26588
39;26588;2;10;25;1;11;12;3;27;28;5;4;23;19;24;31;20;15;22;29;14;32;21;9;13;6;16;26;17;7;8;18;30
2;10;7;1;11;12;3;27;28;5;4;23;19;24;31;20;15;22;29;14;32;21;9;13;6;16;26;17;25;8;18;30;39;25180
39;25180;2;10;7;1;11;12;3;27;28;5;4;23;19;24;31;20;15;22;29;14;32;21;9;13;6;16;26;17;25;8;18;30
2;10;7;5;11;12;3;27;28;1;4;23;19;24;31;20;15;22;29;14;32;21;9;13;6;16;26;17;25;8;18;30;39;24740
39;24740;2;10;7;5;11;12;3;27;28;1;4;23;19;24;31;20;15;22;29;14;32;21;9;13;6;16;26;17;25;8;18;30
2;10;7;5;11;12;3;27;28;1;4;13;19;24;31;20;15;22;29;14;32;21;9;23;6;16;26;17;25;8;18;30;39;25488
39;25488;2;10;7;5;11;12;3;27;28;1;4;13;19;24;31;20;15;22;29;14;32;21;9;23;6;16;26;17;25;8;18;30
2;10;7;5;11;12;3;27;28;1;4;13;19;8;31;20;15;22;29;14;32;21;9;23;6;16;26;17;25;24;18;30;39;25948
39;25948;2;10;7;5;11;12;3;27;28;1;4;13;19;8;31;20;15;22;29;14;32;21;9;23;6;16;26;17;25;24;18;30
2;10;7;5;11;12;3;27;28;1;31;13;19;8;4;20;15;22;29;14;32;21;9;23;6;16;26;17;25;24;18;30;39;26166
39;26166;2;10;7;5;11;12;3;27;28;1;31;13;19;8;4;20;15;22;29;14;32;21;9;23;6;16;26;17;25;24;18;30
2;10;7;5;1;12;3;27;28;11;31;13;19;8;4;20;15;22;29;14;32;21;9;23;6;16;26;17;25;24;18;30;39;27646
39;27646;2;10;7;5;1;12;3;27;28;11;31;13;19;8;4;20;15;22;29;14;32;21;9;23;6;16;26;17;25;24;18;30
2;21;7;5;1;12;3;27;28;11;31;13;19;8;4;20;15;22;29;14;32;10;9;23;6;16;26;17;25;24;18;30;39;28122
40;28122;2;21;7;5;1;12;3;27;28;11;31;13;19;8;4;20;15;22;29;14;32;10;9;23;6;16;26;17;25;24;18;30
2;21;7;5;1;12;3;27;28;11;19;13;31;8;4;20;15;22;29;14;32;10;9;23;6;16;26;17;25;24;18;30;40;28042
40;28042;2;21;7;5;1;12;3;27;28;11;19;13;31;8;4;20;15;22;29;14;32;10;9;23;6;16;26;17;25;24;18;30
2;21;7;5;1;12;3;27;28;11;19;13;31;8;4;20;15;22;29;32;14;10;9;23;6;16;26;17;25;24;18;30;40;27784
40;27784;2;21;7;5;1;12;3;27;28;11;19;13;31;8;4;20;15;22;29;32;14;10;9;23;6;16;26;17;25;24;18;30
2;21;32;5;1;12;3;27;28;11;19;13;31;8;4;20;15;22;29;7;14;10;9;23;6;16;26;17;25;24;18;30;40;28294
40;28294;2;21;32;5;1;12;3;27;28;11;19;13;31;8;4;20;15;22;29;7;14;10;9;23;6;16;26;17;25;24;18;30
2;21;32;5;1;12;3;27;28;11;19;13;31;8;10;20;15;22;29;7;14;4;9;23;6;16;26;17;25;24;18;30;40;28534
40;28534;2;21;32;5;1;12;3;27;28;11;19;13;31;8;10;20;15;22;29;7;14;4;9;23;6;16;26;17;25;24;18;30
2;21;32;5;1;12;3;27;28;11;19;13;31;22;10;20;15;8;29;7;14;4;9;23;6;16;26;17;25;24;18;30;40;28516
40;28516;2;21;32;5;1;12;3;27;28;11;19;13;31;22;10;20;15;8;29;7;14;4;9;23;6;16;26;17;25;24;18;30
2;21;32;5;11;12;3;27;28;1;19;13;31;22;10;20;15;8;29;7;14;4;9;23;6;16;26;17;25;24;18;30;40;27276
40;27276;2;21;32;5;11;12;3;27;28;1;19;13;31;22;10;20;15;8;29;7;14;4;9;23;6;16;26;17;25;24;18;30
2;21;32;5;15;12;3;27;28;1;19;13;31;22;10;20;11;8;29;7;14;4;9;23;6;16;26;17;25;24;18;30;40;27256
40;27256;2;21;32;5;15;12;3;27;28;1;19;13;31;22;10;20;11;8;29;7;14;4;9;23;6;16;26;17;25;24;18;30
2;32;21;5;15;12;3;27;28;1;19;13;31;22;10;20;11;8;29;7;14;4;9;23;6;16;26;17;25;24;18;30;40;27256
40;27256;2;32;21;5;15;12;3;27;28;1;19;13;31;22;10;20;11;8;29;7;14;4;9;23;6;16;26;17;25;24;18;30
2;32;21;5;19;12;3;27;28;1;15;13;31;22;10;20;11;8;29;7;14;4;9;23;6;16;26;17;25;24;18;30;40;27254
40;27254;2;32;21;5;19;12;3;27;28;1;15;13;31;22;10;20;11;8;29;7;14;4;9;23;6;16;26;17;25;24;18;30
2;32;21;5;19;12;3;27;28;1;15;13;31;18;10;20;11;8;29;7;14;4;9;23;6;16;26;17;25;24;22;30;40;27454
40;27454;2;32;21;5;19;12;3;27;28;1;15;13;31;18;10;20;11;8;29;7;14;4;9;23;6;16;26;17;25;24;22;30
2;32;21;5;19;12;3;27;28;1;7;13;31;18;10;20;11;8;29;15;14;4;9;23;6;16;26;17;25;24;22;30;40;27494
40;27494;2;32;21;5;19;12;3;27;28;1;7;13;31;18;10;20;11;8;29;15;14;4;9;23;6;16;26;17;25;24;22;30
