"X1";"X274";"X38";"X21";"X48";"X30";"X22";"X8";"X35";"X46";"X63";"X14";"X57";"X58";"X18";"X62";"X59";"X24";"X52";"X49";"X32";"X5";"X31";"X50";"X34";"X9";"X11";"X55";"X16";"X1.1";"X53";"X26";"X3";"X23";"X33";"X37";"X6";"X44";"X41";"X64";"X40";"X20";"X45";"X61";"X7";"X4";"X12";"X15";"X19";"X13";"X43";"X17";"X54";"X28";"X10";"X2";"X56";"X36";"X47";"X27";"X51";"X60";"X25";"X42";"X29";"X39"
23;54;33;5;18;2;64;21;58;32;55;36;57;49;41;35;53;31;38;42;9;1;6;61;12;24;14;11;59;10;43;30;63;47;15;45;48;39;50;13;7;34;52;26;28;46;62;37;51;20;4;60;56;16;27;3;29;8;40;19;25;17;22;44;12;286
12;286;23;54;33;5;18;2;64;21;58;32;55;36;57;49;41;35;53;31;38;42;9;1;6;61;12;24;14;11;59;10;43;30;63;47;15;45;48;39;50;13;7;34;52;26;28;46;62;37;51;20;4;60;56;16;27;3;29;8;40;19;25;17;22;44
23;54;33;5;18;2;64;21;58;32;55;36;57;49;41;35;53;31;38;42;9;1;6;61;12;24;14;11;59;10;43;30;63;47;15;45;48;39;50;13;7;34;17;26;28;46;62;37;51;20;4;60;56;16;27;3;29;8;40;19;25;52;22;44;12;286
12;286;23;54;33;5;18;2;64;21;58;32;55;36;57;49;41;35;53;31;38;42;9;1;6;61;12;24;14;11;59;10;43;30;63;47;15;45;48;39;50;13;7;34;17;26;28;46;62;37;51;20;4;60;56;16;27;3;29;8;40;19;25;52;22;44
23;54;33;5;18;2;64;21;58;32;55;36;57;49;41;35;53;31;38;42;9;1;6;61;12;24;14;11;59;10;43;30;63;47;15;37;48;39;50;13;7;34;17;26;28;46;62;45;51;20;4;60;56;16;27;3;29;8;40;19;25;52;22;44;12;286
12;286;23;54;33;5;18;2;64;21;58;32;55;36;57;49;41;35;53;31;38;42;9;1;6;61;12;24;14;11;59;10;43;30;63;47;15;37;48;39;50;13;7;34;17;26;28;46;62;45;51;20;4;60;56;16;27;3;29;8;40;19;25;52;22;44
23;54;33;5;18;2;64;21;58;32;55;36;57;49;41;35;53;31;38;42;46;1;6;61;12;24;14;11;59;10;43;30;63;47;15;37;48;39;50;13;7;34;17;26;28;9;62;45;51;20;4;60;56;16;27;3;29;8;40;19;25;52;22;44;12;294
12;294;23;54;33;5;18;2;64;21;58;32;55;36;57;49;41;35;53;31;38;42;46;1;6;61;12;24;14;11;59;10;43;30;63;47;15;37;48;39;50;13;7;34;17;26;28;9;62;45;51;20;4;60;56;16;27;3;29;8;40;19;25;52;22;44
23;54;33;5;18;2;64;21;58;32;55;36;57;49;41;35;53;31;38;42;46;1;6;61;12;24;14;11;59;10;43;30;63;47;15;37;48;39;50;13;7;34;17;26;28;9;62;45;51;20;4;60;52;16;27;3;29;8;40;19;25;56;22;44;12;294
12;294;23;54;33;5;18;2;64;21;58;32;55;36;57;49;41;35;53;31;38;42;46;1;6;61;12;24;14;11;59;10;43;30;63;47;15;37;48;39;50;13;7;34;17;26;28;9;62;45;51;20;4;60;52;16;27;3;29;8;40;19;25;56;22;44
23;54;33;5;18;2;64;21;58;32;55;36;57;49;41;35;53;31;38;6;46;1;42;61;12;24;14;11;59;10;43;30;63;47;15;37;48;39;50;13;7;34;17;26;28;9;62;45;51;20;4;60;52;16;27;3;29;8;40;19;25;56;22;44;12;284
12;284;23;54;33;5;18;2;64;21;58;32;55;36;57;49;41;35;53;31;38;6;46;1;42;61;12;24;14;11;59;10;43;30;63;47;15;37;48;39;50;13;7;34;17;26;28;9;62;45;51;20;4;60;52;16;27;3;29;8;40;19;25;56;22;44
23;54;33;5;18;2;64;21;58;32;55;36;57;49;41;35;53;31;38;16;46;1;42;61;12;24;14;11;59;10;43;30;63;47;15;37;48;39;50;13;7;34;17;26;28;9;62;45;51;20;4;60;52;6;27;3;29;8;40;19;25;56;22;44;12;284
12;284;23;54;33;5;18;2;64;21;58;32;55;36;57;49;41;35;53;31;38;16;46;1;42;61;12;24;14;11;59;10;43;30;63;47;15;37;48;39;50;13;7;34;17;26;28;9;62;45;51;20;4;60;52;6;27;3;29;8;40;19;25;56;22;44
23;54;33;5;18;2;64;21;58;32;55;36;57;49;41;35;53;31;38;16;46;1;42;61;12;24;14;11;59;10;43;30;63;47;34;37;48;39;50;13;7;15;17;26;28;9;62;45;51;20;4;60;52;6;27;3;29;8;40;19;25;56;22;44;12;290
12;290;23;54;33;5;18;2;64;21;58;32;55;36;57;49;41;35;53;31;38;16;46;1;42;61;12;24;14;11;59;10;43;30;63;47;34;37;48;39;50;13;7;15;17;26;28;9;62;45;51;20;4;60;52;6;27;3;29;8;40;19;25;56;22;44
23;54;33;5;18;2;64;21;58;32;55;36;57;49;30;35;53;31;38;16;46;1;42;61;12;24;14;11;59;10;43;41;63;47;34;37;48;39;50;13;7;15;17;26;28;9;62;45;51;20;4;60;52;6;27;3;29;8;40;19;25;56;22;44;12;282
12;282;23;54;33;5;18;2;64;21;58;32;55;36;57;49;30;35;53;31;38;16;46;1;42;61;12;24;14;11;59;10;43;41;63;47;34;37;48;39;50;13;7;15;17;26;28;9;62;45;51;20;4;60;52;6;27;3;29;8;40;19;25;56;22;44
23;54;33;5;18;2;64;21;58;32;55;36;57;49;30;35;4;31;38;16;46;1;42;61;12;24;14;11;59;10;43;41;63;47;34;37;48;39;50;13;7;15;17;26;28;9;62;45;51;20;53;60;52;6;27;3;29;8;40;19;25;56;22;44;12;290
12;290;23;54;33;5;18;2;64;21;58;32;55;36;57;49;30;35;4;31;38;16;46;1;42;61;12;24;14;11;59;10;43;41;63;47;34;37;48;39;50;13;7;15;17;26;28;9;62;45;51;20;53;60;52;6;27;3;29;8;40;19;25;56;22;44
23;54;33;5;18;2;64;21;58;32;55;36;57;49;30;35;4;31;38;25;46;1;42;61;12;24;14;11;59;10;43;41;63;47;34;37;48;39;50;13;7;15;17;26;28;9;62;45;51;20;53;60;52;6;27;3;29;8;40;19;16;56;22;44;12;298
12;298;23;54;33;5;18;2;64;21;58;32;55;36;57;49;30;35;4;31;38;25;46;1;42;61;12;24;14;11;59;10;43;41;63;47;34;37;48;39;50;13;7;15;17;26;28;9;62;45;51;20;53;60;52;6;27;3;29;8;40;19;16;56;22;44
23;54;33;5;9;2;64;21;58;32;55;36;57;49;30;35;4;31;38;25;46;1;42;61;12;24;14;11;59;10;43;41;63;47;34;37;48;39;50;13;7;15;17;26;28;18;62;45;51;20;53;60;52;6;27;3;29;8;40;19;16;56;22;44;12;282
12;282;23;54;33;5;9;2;64;21;58;32;55;36;57;49;30;35;4;31;38;25;46;1;42;61;12;24;14;11;59;10;43;41;63;47;34;37;48;39;50;13;7;15;17;26;28;18;62;45;51;20;53;60;52;6;27;3;29;8;40;19;16;56;22;44
23;54;33;5;9;2;64;21;58;32;55;36;57;49;30;35;60;31;38;25;46;1;42;61;12;24;14;11;59;10;43;41;63;47;34;37;48;39;50;13;7;15;17;26;28;18;62;45;51;20;53;4;52;6;27;3;29;8;40;19;16;56;22;44;12;282
12;282;23;54;33;5;9;2;64;21;58;32;55;36;57;49;30;35;60;31;38;25;46;1;42;61;12;24;14;11;59;10;43;41;63;47;34;37;48;39;50;13;7;15;17;26;28;18;62;45;51;20;53;4;52;6;27;3;29;8;40;19;16;56;22;44
23;54;33;5;9;2;64;21;58;32;55;36;57;49;30;35;60;31;38;25;46;1;42;61;12;24;39;11;59;10;43;41;63;47;34;37;48;14;50;13;7;15;17;26;28;18;62;45;51;20;53;4;52;6;27;3;29;8;40;19;16;56;22;44;12;286
12;286;23;54;33;5;9;2;64;21;58;32;55;36;57;49;30;35;60;31;38;25;46;1;42;61;12;24;39;11;59;10;43;41;63;47;34;37;48;14;50;13;7;15;17;26;28;18;62;45;51;20;53;4;52;6;27;3;29;8;40;19;16;56;22;44
23;54;33;5;9;2;64;21;58;32;55;36;57;49;30;35;60;31;38;25;46;1;42;6;12;24;39;11;59;10;43;41;63;47;34;37;48;14;50;13;7;15;17;26;28;18;62;45;51;20;53;4;52;61;27;3;29;8;40;19;16;56;22;44;12;286
12;286;23;54;33;5;9;2;64;21;58;32;55;36;57;49;30;35;60;31;38;25;46;1;42;6;12;24;39;11;59;10;43;41;63;47;34;37;48;14;50;13;7;15;17;26;28;18;62;45;51;20;53;4;52;61;27;3;29;8;40;19;16;56;22;44
23;54;33;5;9;2;64;21;58;32;55;36;57;49;30;35;60;31;38;25;46;1;42;6;12;24;39;11;59;10;43;47;63;41;34;37;48;14;50;13;7;15;17;26;28;18;62;45;51;20;53;4;52;61;27;3;29;8;40;19;16;56;22;44;12;286
12;286;23;54;33;5;9;2;64;21;58;32;55;36;57;49;30;35;60;31;38;25;46;1;42;6;12;24;39;11;59;10;43;47;63;41;34;37;48;14;50;13;7;15;17;26;28;18;62;45;51;20;53;4;52;61;27;3;29;8;40;19;16;56;22;44
23;54;33;5;35;2;64;21;58;32;55;36;57;49;30;9;60;31;38;25;46;1;42;6;12;24;39;11;59;10;43;47;63;41;34;37;48;14;50;13;7;15;17;26;28;18;62;45;51;20;53;4;52;61;27;3;29;8;40;19;16;56;22;44;12;286
13;286;23;54;33;5;35;2;64;21;58;32;55;36;57;49;30;9;60;31;38;25;46;1;42;6;12;24;39;11;59;10;43;47;63;41;34;37;48;14;50;13;7;15;17;26;28;18;62;45;51;20;53;4;52;61;27;3;29;8;40;19;16;56;22;44
23;54;33;5;35;2;64;21;58;63;55;36;57;49;30;9;60;31;38;25;46;1;42;6;12;24;39;11;59;10;43;47;32;41;34;37;48;14;50;13;7;15;17;26;28;18;62;45;51;20;53;4;52;61;27;3;29;8;40;19;16;56;22;44;13;294
13;294;23;54;33;5;35;2;64;21;58;63;55;36;57;49;30;9;60;31;38;25;46;1;42;6;12;24;39;11;59;10;43;47;32;41;34;37;48;14;50;13;7;15;17;26;28;18;62;45;51;20;53;4;52;61;27;3;29;8;40;19;16;56;22;44
23;54;45;5;35;2;64;21;58;63;55;36;57;49;30;9;60;31;38;25;46;1;42;6;12;24;39;11;59;10;43;47;32;41;34;37;48;14;50;13;7;15;17;26;28;18;62;33;51;20;53;4;52;61;27;3;29;8;40;19;16;56;22;44;13;294
13;294;23;54;45;5;35;2;64;21;58;63;55;36;57;49;30;9;60;31;38;25;46;1;42;6;12;24;39;11;59;10;43;47;32;41;34;37;48;14;50;13;7;15;17;26;28;18;62;33;51;20;53;4;52;61;27;3;29;8;40;19;16;56;22;44
23;54;45;5;35;2;64;21;58;63;55;36;57;49;30;9;60;31;38;25;46;1;42;6;12;24;39;11;59;10;43;47;32;41;34;37;48;14;50;13;7;15;26;17;28;18;62;33;51;20;53;4;52;61;27;3;29;8;40;19;16;56;22;44;13;294
13;294;23;54;45;5;35;2;64;21;58;63;55;36;57;49;30;9;60;31;38;25;46;1;42;6;12;24;39;11;59;10;43;47;32;41;34;37;48;14;50;13;7;15;26;17;28;18;62;33;51;20;53;4;52;61;27;3;29;8;40;19;16;56;22;44
23;54;45;5;35;2;64;21;58;63;55;36;57;49;30;9;60;31;38;25;46;1;42;6;12;24;39;11;59;10;43;47;32;41;34;37;48;14;50;13;7;15;26;17;28;18;62;33;51;20;53;22;52;61;27;3;29;8;40;19;16;56;4;44;13;294
13;294;23;54;45;5;35;2;64;21;58;63;55;36;57;49;30;9;60;31;38;25;46;1;42;6;12;24;39;11;59;10;43;47;32;41;34;37;48;14;50;13;7;15;26;17;28;18;62;33;51;20;53;22;52;61;27;3;29;8;40;19;16;56;4;44
23;54;45;5;35;2;64;21;58;63;55;36;57;49;30;9;60;31;15;25;46;1;42;6;12;24;39;11;59;10;43;47;32;41;34;37;48;14;50;13;7;38;26;17;28;18;62;33;51;20;53;22;52;61;27;3;29;8;40;19;16;56;4;44;13;302
13;302;23;54;45;5;35;2;64;21;58;63;55;36;57;49;30;9;60;31;15;25;46;1;42;6;12;24;39;11;59;10;43;47;32;41;34;37;48;14;50;13;7;38;26;17;28;18;62;33;51;20;53;22;52;61;27;3;29;8;40;19;16;56;4;44
23;54;45;5;35;2;64;21;58;63;55;36;57;49;30;9;60;31;15;25;46;1;42;6;12;24;39;11;59;33;43;47;32;41;34;37;48;14;50;13;7;38;26;17;28;18;62;10;51;20;53;22;52;61;27;3;29;8;40;19;16;56;4;44;13;302
13;302;23;54;45;5;35;2;64;21;58;63;55;36;57;49;30;9;60;31;15;25;46;1;42;6;12;24;39;11;59;33;43;47;32;41;34;37;48;14;50;13;7;38;26;17;28;18;62;10;51;20;53;22;52;61;27;3;29;8;40;19;16;56;4;44
23;54;45;5;35;58;64;21;2;63;55;36;57;49;30;9;60;31;15;25;46;1;42;6;12;24;39;11;59;33;43;47;32;41;34;37;48;14;50;13;7;38;26;17;28;18;62;10;51;20;53;22;52;61;27;3;29;8;40;19;16;56;4;44;13;290
13;290;23;54;45;5;35;58;64;21;2;63;55;36;57;49;30;9;60;31;15;25;46;1;42;6;12;24;39;11;59;33;43;47;32;41;34;37;48;14;50;13;7;38;26;17;28;18;62;10;51;20;53;22;52;61;27;3;29;8;40;19;16;56;4;44
23;54;45;5;35;58;64;21;2;63;55;36;57;49;30;9;60;31;15;25;4;1;42;6;12;24;39;11;59;33;43;47;32;41;34;37;48;14;50;13;7;38;26;17;28;18;62;10;51;20;53;22;52;61;27;3;29;8;40;19;16;56;46;44;13;290
13;290;23;54;45;5;35;58;64;21;2;63;55;36;57;49;30;9;60;31;15;25;4;1;42;6;12;24;39;11;59;33;43;47;32;41;34;37;48;14;50;13;7;38;26;17;28;18;62;10;51;20;53;22;52;61;27;3;29;8;40;19;16;56;46;44
23;54;45;5;35;58;64;21;2;63;55;36;57;49;30;9;60;31;15;25;4;1;42;6;12;24;39;11;59;33;32;47;43;41;34;37;48;14;50;13;7;38;26;17;28;18;62;10;51;20;53;22;52;61;27;3;29;8;40;19;16;56;46;44;13;286
13;286;23;54;45;5;35;58;64;21;2;63;55;36;57;49;30;9;60;31;15;25;4;1;42;6;12;24;39;11;59;33;32;47;43;41;34;37;48;14;50;13;7;38;26;17;28;18;62;10;51;20;53;22;52;61;27;3;29;8;40;19;16;56;46;44
23;54;45;5;35;58;64;21;2;63;55;36;57;49;30;9;60;31;15;25;4;1;42;6;12;24;39;11;59;33;32;47;43;41;34;37;48;14;50;13;7;17;26;38;28;18;62;10;51;20;53;22;52;61;27;3;29;8;40;19;16;56;46;44;13;290
13;290;23;54;45;5;35;58;64;21;2;63;55;36;57;49;30;9;60;31;15;25;4;1;42;6;12;24;39;11;59;33;32;47;43;41;34;37;48;14;50;13;7;17;26;38;28;18;62;10;51;20;53;22;52;61;27;3;29;8;40;19;16;56;46;44
23;54;45;5;35;58;64;21;2;63;55;36;57;49;30;9;60;31;15;25;4;1;42;6;12;24;39;48;59;33;32;47;43;41;34;37;11;14;50;13;7;17;26;38;28;18;62;10;51;20;53;22;52;61;27;3;29;8;40;19;16;56;46;44;13;298
13;298;23;54;45;5;35;58;64;21;2;63;55;36;57;49;30;9;60;31;15;25;4;1;42;6;12;24;39;48;59;33;32;47;43;41;34;37;11;14;50;13;7;17;26;38;28;18;62;10;51;20;53;22;52;61;27;3;29;8;40;19;16;56;46;44
23;54;45;5;35;58;64;21;2;63;55;36;57;49;30;9;60;31;15;25;4;1;42;6;12;20;39;48;59;33;32;47;43;41;34;37;11;14;50;13;7;17;26;38;28;18;62;10;51;24;53;22;52;61;27;3;29;8;40;19;16;56;46;44;13;298
13;298;23;54;45;5;35;58;64;21;2;63;55;36;57;49;30;9;60;31;15;25;4;1;42;6;12;20;39;48;59;33;32;47;43;41;34;37;11;14;50;13;7;17;26;38;28;18;62;10;51;24;53;22;52;61;27;3;29;8;40;19;16;56;46;44
23;54;45;5;35;58;64;21;2;63;55;36;57;49;30;9;60;31;59;25;4;1;42;6;12;20;39;48;15;33;32;47;43;41;34;37;11;14;50;13;7;17;26;38;28;18;62;10;51;24;53;22;52;61;27;3;29;8;40;19;16;56;46;44;13;282
13;282;23;54;45;5;35;58;64;21;2;63;55;36;57;49;30;9;60;31;59;25;4;1;42;6;12;20;39;48;15;33;32;47;43;41;34;37;11;14;50;13;7;17;26;38;28;18;62;10;51;24;53;22;52;61;27;3;29;8;40;19;16;56;46;44
23;54;45;5;35;58;64;22;2;63;55;36;57;49;30;9;60;31;59;25;4;1;42;6;12;20;39;48;15;33;32;47;43;41;34;37;11;14;50;13;7;17;26;38;28;18;62;10;51;24;53;21;52;61;27;3;29;8;40;19;16;56;46;44;13;282
13;282;23;54;45;5;35;58;64;22;2;63;55;36;57;49;30;9;60;31;59;25;4;1;42;6;12;20;39;48;15;33;32;47;43;41;34;37;11;14;50;13;7;17;26;38;28;18;62;10;51;24;53;21;52;61;27;3;29;8;40;19;16;56;46;44
23;54;45;5;35;58;64;22;2;63;55;36;57;49;30;9;60;31;59;25;33;1;42;6;12;20;39;48;15;4;32;47;43;41;34;37;11;14;50;13;7;17;26;38;28;18;62;10;51;24;53;21;52;61;27;3;29;8;40;19;16;56;46;44;13;286
13;286;23;54;45;5;35;58;64;22;2;63;55;36;57;49;30;9;60;31;59;25;33;1;42;6;12;20;39;48;15;4;32;47;43;41;34;37;11;14;50;13;7;17;26;38;28;18;62;10;51;24;53;21;52;61;27;3;29;8;40;19;16;56;46;44
23;54;45;5;35;58;64;22;2;63;55;36;57;49;30;9;60;31;59;25;33;1;42;6;12;20;39;48;15;4;32;47;43;41;34;53;11;14;50;13;7;17;26;38;28;18;62;10;51;24;37;21;52;61;27;3;29;8;40;19;16;56;46;44;13;286
13;286;23;54;45;5;35;58;64;22;2;63;55;36;57;49;30;9;60;31;59;25;33;1;42;6;12;20;39;48;15;4;32;47;43;41;34;53;11;14;50;13;7;17;26;38;28;18;62;10;51;24;37;21;52;61;27;3;29;8;40;19;16;56;46;44
23;54;25;5;35;58;64;22;2;63;55;36;57;49;30;9;60;31;59;45;33;1;42;6;12;20;39;48;15;4;32;47;43;41;34;53;11;14;50;13;7;17;26;38;28;18;62;10;51;24;37;21;52;61;27;3;29;8;40;19;16;56;46;44;13;274
13;274;23;54;25;5;35;58;64;22;2;63;55;36;57;49;30;9;60;31;59;45;33;1;42;6;12;20;39;48;15;4;32;47;43;41;34;53;11;14;50;13;7;17;26;38;28;18;62;10;51;24;37;21;52;61;27;3;29;8;40;19;16;56;46;44
23;54;25;5;35;58;64;22;39;63;55;36;57;49;30;9;60;31;59;45;33;1;42;6;12;20;2;48;15;4;32;47;43;41;34;53;11;14;50;13;7;17;26;38;28;18;62;10;51;24;37;21;52;61;27;3;29;8;40;19;16;56;46;44;13;266
13;266;23;54;25;5;35;58;64;22;39;63;55;36;57;49;30;9;60;31;59;45;33;1;42;6;12;20;2;48;15;4;32;47;43;41;34;53;11;14;50;13;7;17;26;38;28;18;62;10;51;24;37;21;52;61;27;3;29;8;40;19;16;56;46;44
23;54;25;5;35;58;64;22;39;63;55;36;57;49;30;9;60;31;59;45;33;1;42;6;12;20;2;48;15;4;32;47;43;41;10;53;11;14;50;13;7;17;26;38;28;18;62;34;51;24;37;21;52;61;27;3;29;8;40;19;16;56;46;44;13;266
13;266;23;54;25;5;35;58;64;22;39;63;55;36;57;49;30;9;60;31;59;45;33;1;42;6;12;20;2;48;15;4;32;47;43;41;10;53;11;14;50;13;7;17;26;38;28;18;62;34;51;24;37;21;52;61;27;3;29;8;40;19;16;56;46;44
23;54;25;5;35;58;64;22;39;63;55;36;57;49;30;34;60;31;59;45;33;1;42;6;12;20;2;48;15;4;32;47;43;41;10;53;11;14;50;13;7;17;26;38;28;18;62;9;51;24;37;21;52;61;27;3;29;8;40;19;16;56;46;44;13;266
14;266;23;54;25;5;35;58;64;22;39;63;55;36;57;49;30;34;60;31;59;45;33;1;42;6;12;20;2;48;15;4;32;47;43;41;10;53;11;14;50;13;7;17;26;38;28;18;62;9;51;24;37;21;52;61;27;3;29;8;40;19;16;56;46;44
23;54;25;5;35;58;64;22;39;63;55;36;57;49;30;34;60;31;59;45;21;1;42;6;12;20;2;48;15;4;32;47;43;41;10;53;11;14;50;13;7;17;26;38;28;18;62;9;51;24;37;33;52;61;27;3;29;8;40;19;16;56;46;44;14;266
14;266;23;54;25;5;35;58;64;22;39;63;55;36;57;49;30;34;60;31;59;45;21;1;42;6;12;20;2;48;15;4;32;47;43;41;10;53;11;14;50;13;7;17;26;38;28;18;62;9;51;24;37;33;52;61;27;3;29;8;40;19;16;56;46;44
23;54;25;5;35;58;64;22;39;63;55;36;57;49;30;34;60;31;59;45;21;1;42;11;12;20;2;48;15;4;32;47;43;41;10;53;6;14;50;13;7;17;26;38;28;18;62;9;51;24;37;33;52;61;27;3;29;8;40;19;16;56;46;44;14;258
14;258;23;54;25;5;35;58;64;22;39;63;55;36;57;49;30;34;60;31;59;45;21;1;42;11;12;20;2;48;15;4;32;47;43;41;10;53;6;14;50;13;7;17;26;38;28;18;62;9;51;24;37;33;52;61;27;3;29;8;40;19;16;56;46;44
23;54;25;5;35;58;64;22;39;63;55;36;57;49;30;34;60;31;59;45;21;42;1;11;12;20;2;48;15;4;32;47;43;41;10;53;6;14;50;13;7;17;26;38;28;18;62;9;51;24;37;33;52;61;27;3;29;8;40;19;16;56;46;44;14;260
14;260;23;54;25;5;35;58;64;22;39;63;55;36;57;49;30;34;60;31;59;45;21;42;1;11;12;20;2;48;15;4;32;47;43;41;10;53;6;14;50;13;7;17;26;38;28;18;62;9;51;24;37;33;52;61;27;3;29;8;40;19;16;56;46;44
23;54;25;5;35;58;64;22;39;63;55;36;57;49;30;34;60;31;3;45;21;42;1;11;12;20;2;48;15;4;32;47;43;41;10;53;6;14;50;13;7;17;26;38;28;18;62;9;51;24;37;33;52;61;27;59;29;8;40;19;16;56;46;44;14;272
14;272;23;54;25;5;35;58;64;22;39;63;55;36;57;49;30;34;60;31;3;45;21;42;1;11;12;20;2;48;15;4;32;47;43;41;10;53;6;14;50;13;7;17;26;38;28;18;62;9;51;24;37;33;52;61;27;59;29;8;40;19;16;56;46;44
23;54;25;5;35;55;64;22;39;63;58;36;57;49;30;34;60;31;3;45;21;42;1;11;12;20;2;48;15;4;32;47;43;41;10;53;6;14;50;13;7;17;26;38;28;18;62;9;51;24;37;33;52;61;27;59;29;8;40;19;16;56;46;44;14;272
14;272;23;54;25;5;35;55;64;22;39;63;58;36;57;49;30;34;60;31;3;45;21;42;1;11;12;20;2;48;15;4;32;47;43;41;10;53;6;14;50;13;7;17;26;38;28;18;62;9;51;24;37;33;52;61;27;59;29;8;40;19;16;56;46;44
23;54;25;5;35;55;64;22;39;33;58;36;57;49;30;34;60;31;3;45;21;42;1;11;12;20;2;48;15;4;32;47;43;41;10;53;6;14;50;13;7;17;26;38;28;18;62;9;51;24;37;63;52;61;27;59;29;8;40;19;16;56;46;44;14;260
14;260;23;54;25;5;35;55;64;22;39;33;58;36;57;49;30;34;60;31;3;45;21;42;1;11;12;20;2;48;15;4;32;47;43;41;10;53;6;14;50;13;7;17;26;38;28;18;62;9;51;24;37;63;52;61;27;59;29;8;40;19;16;56;46;44
23;54;25;5;35;55;64;22;39;33;58;36;57;49;30;34;60;31;3;45;21;42;1;11;12;20;2;48;15;4;63;47;43;41;10;53;6;14;50;13;7;17;26;38;28;18;62;9;51;24;37;32;52;61;27;59;29;8;40;19;16;56;46;44;14;260
14;260;23;54;25;5;35;55;64;22;39;33;58;36;57;49;30;34;60;31;3;45;21;42;1;11;12;20;2;48;15;4;63;47;43;41;10;53;6;14;50;13;7;17;26;38;28;18;62;9;51;24;37;32;52;61;27;59;29;8;40;19;16;56;46;44
23;54;25;5;35;55;64;22;39;33;58;36;59;49;30;34;60;31;3;45;21;42;1;11;12;20;2;48;15;4;63;47;43;41;10;53;6;14;50;13;7;17;26;38;28;18;62;9;51;24;37;32;52;61;27;57;29;8;40;19;16;56;46;44;14;260
14;260;23;54;25;5;35;55;64;22;39;33;58;36;59;49;30;34;60;31;3;45;21;42;1;11;12;20;2;48;15;4;63;47;43;41;10;53;6;14;50;13;7;17;26;38;28;18;62;9;51;24;37;32;52;61;27;57;29;8;40;19;16;56;46;44
23;54;25;5;41;55;64;22;39;33;58;36;59;49;30;34;60;31;3;45;21;42;1;11;12;20;2;48;15;4;63;47;43;35;10;53;6;14;50;13;7;17;26;38;28;18;62;9;51;24;37;32;52;61;27;57;29;8;40;19;16;56;46;44;14;260
14;260;23;54;25;5;41;55;64;22;39;33;58;36;59;49;30;34;60;31;3;45;21;42;1;11;12;20;2;48;15;4;63;47;43;35;10;53;6;14;50;13;7;17;26;38;28;18;62;9;51;24;37;32;52;61;27;57;29;8;40;19;16;56;46;44
23;54;25;5;41;55;64;22;39;33;58;36;59;49;30;34;60;31;3;45;21;42;1;11;12;20;2;48;15;4;61;47;43;35;10;53;6;14;50;13;7;17;26;38;28;18;62;9;51;24;37;32;52;63;27;57;29;8;40;19;16;56;46;44;14;260
14;260;23;54;25;5;41;55;64;22;39;33;58;36;59;49;30;34;60;31;3;45;21;42;1;11;12;20;2;48;15;4;61;47;43;35;10;53;6;14;50;13;7;17;26;38;28;18;62;9;51;24;37;32;52;63;27;57;29;8;40;19;16;56;46;44
23;54;25;5;41;55;64;22;39;33;58;36;59;49;30;34;60;31;3;45;21;19;1;11;12;20;2;48;15;4;61;47;43;35;10;53;6;14;50;13;7;17;26;38;28;18;62;9;51;24;37;32;52;63;27;57;29;8;40;42;16;56;46;44;14;258
14;258;23;54;25;5;41;55;64;22;39;33;58;36;59;49;30;34;60;31;3;45;21;19;1;11;12;20;2;48;15;4;61;47;43;35;10;53;6;14;50;13;7;17;26;38;28;18;62;9;51;24;37;32;52;63;27;57;29;8;40;42;16;56;46;44
23;54;25;5;41;55;64;22;39;33;58;36;59;49;30;34;60;31;3;45;21;19;1;11;12;20;2;48;15;4;61;47;43;35;10;53;6;14;50;13;7;17;26;38;28;18;62;9;51;32;37;24;52;63;27;57;29;8;40;42;16;56;46;44;14;258
14;258;23;54;25;5;41;55;64;22;39;33;58;36;59;49;30;34;60;31;3;45;21;19;1;11;12;20;2;48;15;4;61;47;43;35;10;53;6;14;50;13;7;17;26;38;28;18;62;9;51;32;37;24;52;63;27;57;29;8;40;42;16;56;46;44
23;54;25;5;41;55;64;22;39;11;58;36;59;49;30;34;60;31;3;45;21;19;1;33;12;20;2;48;15;4;61;47;43;35;10;53;6;14;50;13;7;17;26;38;28;18;62;9;51;32;37;24;52;63;27;57;29;8;40;42;16;56;46;44;14;278
14;258;23;54;25;5;41;55;64;22;39;33;58;36;59;49;30;34;60;31;3;45;21;19;1;11;12;20;2;48;15;4;61;47;43;35;10;53;6;14;50;13;7;17;26;38;28;18;62;9;51;32;37;24;52;63;27;57;29;8;40;42;16;56;46;44
23;54;25;5;41;55;64;22;39;33;58;36;59;49;30;34;14;31;3;45;21;19;1;11;12;20;2;48;15;4;61;47;43;35;10;53;6;60;50;13;7;17;26;38;28;18;62;9;51;32;37;24;52;63;27;57;29;8;40;42;16;56;46;44;14;250
14;250;23;54;25;5;41;55;64;22;39;33;58;36;59;49;30;34;14;31;3;45;21;19;1;11;12;20;2;48;15;4;61;47;43;35;10;53;6;60;50;13;7;17;26;38;28;18;62;9;51;32;37;24;52;63;27;57;29;8;40;42;16;56;46;44
23;54;25;5;41;55;64;22;39;33;58;36;59;49;30;34;14;31;3;45;21;19;1;11;12;20;2;48;15;4;61;47;43;35;10;40;6;60;50;13;7;17;26;38;28;18;62;9;51;32;37;24;52;63;27;57;29;8;53;42;16;56;46;44;14;250
14;250;23;54;25;5;41;55;64;22;39;33;58;36;59;49;30;34;14;31;3;45;21;19;1;11;12;20;2;48;15;4;61;47;43;35;10;40;6;60;50;13;7;17;26;38;28;18;62;9;51;32;37;24;52;63;27;57;29;8;53;42;16;56;46;44
