"X1";"X298";"X44";"X3";"X53";"X46";"X13";"X24";"X62";"X20";"X37";"X49";"X40";"X16";"X63";"X45";"X10";"X34";"X39";"X48";"X30";"X57";"X58";"X28";"X6";"X43";"X59";"X15";"X9";"X7";"X51";"X25";"X5";"X42";"X21";"X32";"X50";"X55";"X19";"X33";"X8";"X11";"X36";"X61";"X54";"X17";"X23";"X52";"X22";"X47";"X14";"X2";"X4";"X29";"X18";"X60";"X31";"X41";"X27";"X1.1";"X38";"X64";"X26";"X35";"X12";"X56"
15;298;59;11;4;7;33;43;61;47;2;14;19;55;3;44;49;52;62;9;6;40;36;64;25;32;13;10;41;53;37;57;42;45;29;21;58;26;38;23;48;27;39;56;46;18;34;51;1;16;30;24;31;35;60;8;5;50;20;17;63;15;22;54;12;28
59;11;4;7;33;43;61;47;2;14;19;55;3;44;49;52;62;9;6;40;36;64;25;32;13;10;41;53;37;57;42;45;29;21;58;26;38;23;48;27;39;56;46;18;34;51;1;16;30;24;31;35;60;8;63;50;20;17;5;15;22;54;12;28;15;298
15;298;59;11;4;7;33;43;61;47;2;14;19;55;3;44;49;52;62;9;6;40;36;64;25;32;13;10;41;53;37;57;42;45;29;21;58;26;38;23;48;27;39;56;46;18;34;51;1;16;30;24;31;35;60;8;63;50;20;17;5;15;22;54;12;28
59;11;4;7;33;43;61;47;2;14;19;55;3;44;26;52;62;9;6;40;36;64;25;32;13;10;41;53;37;57;42;45;29;21;58;49;38;23;48;27;39;56;46;18;34;51;1;16;30;24;31;35;60;8;63;50;20;17;5;15;22;54;12;28;15;296
15;296;59;11;4;7;33;43;61;47;2;14;19;55;3;44;26;52;62;9;6;40;36;64;25;32;13;10;41;53;37;57;42;45;29;21;58;49;38;23;48;27;39;56;46;18;34;51;1;16;30;24;31;35;60;8;63;50;20;17;5;15;22;54;12;28
59;11;4;7;33;43;61;47;2;14;19;55;3;44;26;52;62;9;6;40;36;64;25;32;13;60;41;53;37;57;42;45;29;21;58;49;38;23;48;27;39;56;46;18;34;51;1;16;30;24;31;35;10;8;63;50;20;17;5;15;22;54;12;28;15;296
15;296;59;11;4;7;33;43;61;47;2;14;19;55;3;44;26;52;62;9;6;40;36;64;25;32;13;60;41;53;37;57;42;45;29;21;58;49;38;23;48;27;39;56;46;18;34;51;1;16;30;24;31;35;10;8;63;50;20;17;5;15;22;54;12;28
59;11;4;7;33;43;61;47;2;14;19;55;3;44;26;52;62;9;6;40;36;64;25;32;49;60;41;53;37;57;42;45;29;21;58;13;38;23;48;27;39;56;46;18;34;51;1;16;30;24;31;35;10;8;63;50;20;17;5;15;22;54;12;28;15;296
15;296;59;11;4;7;33;43;61;47;2;14;19;55;3;44;26;52;62;9;6;40;36;64;25;32;49;60;41;53;37;57;42;45;29;21;58;13;38;23;48;27;39;56;46;18;34;51;1;16;30;24;31;35;10;8;63;50;20;17;5;15;22;54;12;28
59;11;4;7;33;43;61;47;2;14;19;55;3;44;26;52;1;9;6;40;36;64;25;32;49;60;41;53;37;57;42;45;29;21;58;13;38;23;48;27;39;56;46;18;34;51;62;16;30;24;31;35;10;8;63;50;20;17;5;15;22;54;12;28;15;292
15;292;59;11;4;7;33;43;61;47;2;14;19;55;3;44;26;52;1;9;6;40;36;64;25;32;49;60;41;53;37;57;42;45;29;21;58;13;38;23;48;27;39;56;46;18;34;51;62;16;30;24;31;35;10;8;63;50;20;17;5;15;22;54;12;28
59;46;4;7;33;43;61;47;2;14;19;55;3;44;26;52;1;9;6;40;36;64;25;32;49;60;41;53;37;57;42;45;29;21;58;13;38;23;48;27;39;56;11;18;34;51;62;16;30;24;31;35;10;8;63;50;20;17;5;15;22;54;12;28;15;292
15;292;59;46;4;7;33;43;61;47;2;14;19;55;3;44;26;52;1;9;6;40;36;64;25;32;49;60;41;53;37;57;42;45;29;21;58;13;38;23;48;27;39;56;11;18;34;51;62;16;30;24;31;35;10;8;63;50;20;17;5;15;22;54;12;28
59;46;4;7;33;43;61;47;2;14;19;55;3;44;26;52;1;9;6;40;36;64;25;32;49;60;41;53;37;57;42;45;29;21;58;13;38;34;48;27;39;56;11;18;23;51;62;16;30;24;31;35;10;8;63;50;20;17;5;15;22;54;12;28;15;292
15;292;59;46;4;7;33;43;61;47;2;14;19;55;3;44;26;52;1;9;6;40;36;64;25;32;49;60;41;53;37;57;42;45;29;21;58;13;38;34;48;27;39;56;11;18;23;51;62;16;30;24;31;35;10;8;63;50;20;17;5;15;22;54;12;28
59;46;4;7;33;62;61;47;2;14;19;55;3;44;26;52;1;9;6;40;36;64;25;32;49;60;41;53;37;57;42;45;29;21;58;13;38;34;48;27;39;56;11;18;23;51;43;16;30;24;31;35;10;8;63;50;20;17;5;15;22;54;12;28;15;292
15;292;59;46;4;7;33;62;61;47;2;14;19;55;3;44;26;52;1;9;6;40;36;64;25;32;49;60;41;53;37;57;42;45;29;21;58;13;38;34;48;27;39;56;11;18;23;51;43;16;30;24;31;35;10;8;63;50;20;17;5;15;22;54;12;28
59;46;4;7;33;62;61;47;2;14;19;55;3;44;26;52;1;9;6;40;36;64;25;32;49;60;41;53;37;57;42;45;29;21;58;13;38;34;48;27;39;56;11;35;23;51;43;16;30;24;31;18;10;8;63;50;20;17;5;15;22;54;12;28;15;296
16;296;59;46;4;7;33;62;61;47;2;14;19;55;3;44;26;52;1;9;6;40;36;64;25;32;49;60;41;53;37;57;42;45;29;21;58;13;38;34;48;27;39;56;11;35;23;51;43;16;30;24;31;18;10;8;63;50;20;17;5;15;22;54;12;28
59;46;4;7;33;62;61;47;2;14;19;55;3;44;26;52;1;9;6;40;36;38;25;32;49;60;41;53;37;57;42;45;29;21;58;13;64;34;48;27;39;56;11;35;23;51;43;16;30;24;31;18;10;8;63;50;20;17;5;15;22;54;12;28;16;302
16;302;59;46;4;7;33;62;61;47;2;14;19;55;3;44;26;52;1;9;6;40;36;38;25;32;49;60;41;53;37;57;42;45;29;21;58;13;64;34;48;27;39;56;11;35;23;51;43;16;30;24;31;18;10;8;63;50;20;17;5;15;22;54;12;28
59;46;4;7;33;62;61;47;2;14;19;55;3;44;26;52;1;9;6;40;36;38;25;32;49;60;41;53;37;16;42;45;29;21;58;13;64;34;48;27;39;56;11;35;23;51;43;57;30;24;31;18;10;8;63;50;20;17;5;15;22;54;12;28;16;302
16;302;59;46;4;7;33;62;61;47;2;14;19;55;3;44;26;52;1;9;6;40;36;38;25;32;49;60;41;53;37;16;42;45;29;21;58;13;64;34;48;27;39;56;11;35;23;51;43;57;30;24;31;18;10;8;63;50;20;17;5;15;22;54;12;28
59;46;4;7;33;62;61;47;2;14;19;55;3;44;26;52;1;9;6;40;29;38;25;32;49;60;41;53;37;16;42;45;36;21;58;13;64;34;48;27;39;56;11;35;23;51;43;57;30;24;31;18;10;8;63;50;20;17;5;15;22;54;12;28;16;302
16;302;59;46;4;7;33;62;61;47;2;14;19;55;3;44;26;52;1;9;6;40;29;38;25;32;49;60;41;53;37;16;42;45;36;21;58;13;64;34;48;27;39;56;11;35;23;51;43;57;30;24;31;18;10;8;63;50;20;17;5;15;22;54;12;28
59;46;44;7;33;62;61;47;2;14;19;55;3;4;26;52;1;9;6;40;29;38;25;32;49;60;41;53;37;16;42;45;36;21;58;13;64;34;48;27;39;56;11;35;23;51;43;57;30;24;31;18;10;8;63;50;20;17;5;15;22;54;12;28;16;302
16;302;59;46;44;7;33;62;61;47;2;14;19;55;3;4;26;52;1;9;6;40;29;38;25;32;49;60;41;53;37;16;42;45;36;21;58;13;64;34;48;27;39;56;11;35;23;51;43;57;30;24;31;18;10;8;63;50;20;17;5;15;22;54;12;28
59;46;39;7;33;62;61;47;2;14;19;55;3;4;26;52;1;9;6;40;29;38;25;32;49;60;41;53;37;16;42;45;36;21;58;13;64;34;48;27;44;56;11;35;23;51;43;57;30;24;31;18;10;8;63;50;20;17;5;15;22;54;12;28;16;304
16;304;59;46;39;7;33;62;61;47;2;14;19;55;3;4;26;52;1;9;6;40;29;38;25;32;49;60;41;53;37;16;42;45;36;21;58;13;64;34;48;27;44;56;11;35;23;51;43;57;30;24;31;18;10;8;63;50;20;17;5;15;22;54;12;28
59;46;39;7;33;62;61;47;2;14;19;55;3;4;26;52;1;9;6;40;29;38;25;32;49;60;41;53;21;16;42;45;36;37;58;13;64;34;48;27;44;56;11;35;23;51;43;57;30;24;31;18;10;8;63;50;20;17;5;15;22;54;12;28;16;304
16;304;59;46;39;7;33;62;61;47;2;14;19;55;3;4;26;52;1;9;6;40;29;38;25;32;49;60;41;53;21;16;42;45;36;37;58;13;64;34;48;27;44;56;11;35;23;51;43;57;30;24;31;18;10;8;63;50;20;17;5;15;22;54;12;28
59;46;39;7;33;62;61;47;2;14;19;55;3;4;26;52;1;9;6;40;29;21;25;32;49;60;41;53;38;16;42;45;36;37;58;13;64;34;48;27;44;56;11;35;23;51;43;57;30;24;31;18;10;8;63;50;20;17;5;15;22;54;12;28;16;306
16;306;59;46;39;7;33;62;61;47;2;14;19;55;3;4;26;52;1;9;6;40;29;21;25;32;49;60;41;53;38;16;42;45;36;37;58;13;64;34;48;27;44;56;11;35;23;51;43;57;30;24;31;18;10;8;63;50;20;17;5;15;22;54;12;28
59;46;39;7;33;62;61;47;2;14;19;55;3;4;26;52;1;9;6;40;29;21;25;32;49;56;41;53;38;16;42;45;36;37;58;13;64;34;48;27;44;60;11;35;23;51;43;57;30;24;31;18;10;8;63;50;20;17;5;15;22;54;12;28;16;306
16;306;59;46;39;7;33;62;61;47;2;14;19;55;3;4;26;52;1;9;6;40;29;21;25;32;49;56;41;53;38;16;42;45;36;37;58;13;64;34;48;27;44;60;11;35;23;51;43;57;30;24;31;18;10;8;63;50;20;17;5;15;22;54;12;28
59;46;39;7;33;62;61;47;2;14;19;55;3;4;26;52;1;9;6;40;29;21;25;32;49;56;41;53;38;16;42;45;36;37;58;43;64;34;48;27;44;60;11;35;23;51;13;57;30;24;31;18;10;8;63;50;20;17;5;15;22;54;12;28;16;306
16;306;59;46;39;7;33;62;61;47;2;14;19;55;3;4;26;52;1;9;6;40;29;21;25;32;49;56;41;53;38;16;42;45;36;37;58;43;64;34;48;27;44;60;11;35;23;51;13;57;30;24;31;18;10;8;63;50;20;17;5;15;22;54;12;28
59;46;34;7;33;62;61;47;2;14;19;55;3;4;26;52;1;9;6;40;29;21;25;32;49;56;41;53;38;16;42;45;36;37;58;43;64;39;48;27;44;60;11;35;23;51;13;57;30;24;31;18;10;8;63;50;20;17;5;15;22;54;12;28;16;308
16;308;59;46;34;7;33;62;61;47;2;14;19;55;3;4;26;52;1;9;6;40;29;21;25;32;49;56;41;53;38;16;42;45;36;37;58;43;64;39;48;27;44;60;11;35;23;51;13;57;30;24;31;18;10;8;63;50;20;17;5;15;22;54;12;28
59;46;34;7;33;62;61;47;2;14;19;55;3;4;26;52;1;9;63;40;29;21;25;32;49;56;41;53;38;16;42;45;36;37;58;43;64;39;48;27;44;60;11;35;23;51;13;57;30;24;31;18;10;8;6;50;20;17;5;15;22;54;12;28;16;304
16;304;59;46;34;7;33;62;61;47;2;14;19;55;3;4;26;52;1;9;63;40;29;21;25;32;49;56;41;53;38;16;42;45;36;37;58;43;64;39;48;27;44;60;11;35;23;51;13;57;30;24;31;18;10;8;6;50;20;17;5;15;22;54;12;28
59;46;34;7;33;62;61;47;2;14;19;55;3;53;26;52;1;9;63;40;29;21;25;32;49;56;41;4;38;16;42;45;36;37;58;43;64;39;48;27;44;60;11;35;23;51;13;57;30;24;31;18;10;8;6;50;20;17;5;15;22;54;12;28;16;292
16;292;59;46;34;7;33;62;61;47;2;14;19;55;3;53;26;52;1;9;63;40;29;21;25;32;49;56;41;4;38;16;42;45;36;37;58;43;64;39;48;27;44;60;11;35;23;51;13;57;30;24;31;18;10;8;6;50;20;17;5;15;22;54;12;28
59;46;34;7;33;62;61;47;32;14;19;55;3;53;26;52;1;9;63;40;29;21;25;2;49;56;41;4;38;16;42;45;36;37;58;43;64;39;48;27;44;60;11;35;23;51;13;57;30;24;31;18;10;8;6;50;20;17;5;15;22;54;12;28;16;292
16;292;59;46;34;7;33;62;61;47;32;14;19;55;3;53;26;52;1;9;63;40;29;21;25;2;49;56;41;4;38;16;42;45;36;37;58;43;64;39;48;27;44;60;11;35;23;51;13;57;30;24;31;18;10;8;6;50;20;17;5;15;22;54;12;28
59;46;34;7;58;62;61;47;32;14;19;55;3;53;26;52;1;9;63;40;29;21;25;2;49;56;41;4;38;16;42;45;36;37;33;43;64;39;48;27;44;60;11;35;23;51;13;57;30;24;31;18;10;8;6;50;20;17;5;15;22;54;12;28;16;290
16;290;59;46;34;7;58;62;61;47;32;14;19;55;3;53;26;52;1;9;63;40;29;21;25;2;49;56;41;4;38;16;42;45;36;37;33;43;64;39;48;27;44;60;11;35;23;51;13;57;30;24;31;18;10;8;6;50;20;17;5;15;22;54;12;28
59;46;15;7;58;62;61;47;32;14;19;55;3;53;26;52;1;9;63;40;29;21;25;2;49;56;41;4;38;16;42;45;36;37;33;43;64;39;48;27;44;60;11;35;23;51;13;57;30;24;31;18;10;8;6;50;20;17;5;34;22;54;12;28;16;284
16;284;59;46;15;7;58;62;61;47;32;14;19;55;3;53;26;52;1;9;63;40;29;21;25;2;49;56;41;4;38;16;42;45;36;37;33;43;64;39;48;27;44;60;11;35;23;51;13;57;30;24;31;18;10;8;6;50;20;17;5;34;22;54;12;28
59;46;15;7;58;62;61;47;32;14;57;55;3;53;26;52;1;9;63;40;29;21;25;2;49;56;41;4;38;16;42;45;36;37;33;43;64;39;48;27;44;60;11;35;23;51;13;19;30;24;31;18;10;8;6;50;20;17;5;34;22;54;12;28;16;272
16;272;59;46;15;7;58;62;61;47;32;14;57;55;3;53;26;52;1;9;63;40;29;21;25;2;49;56;41;4;38;16;42;45;36;37;33;43;64;39;48;27;44;60;11;35;23;51;13;19;30;24;31;18;10;8;6;50;20;17;5;34;22;54;12;28
59;46;15;7;58;62;61;47;32;14;57;55;3;53;26;52;1;9;63;40;29;21;25;2;49;56;41;4;38;16;42;45;36;37;33;43;64;39;48;27;44;60;11;35;23;51;13;19;20;24;31;18;10;8;6;50;30;17;5;34;22;54;12;28;16;272
16;272;59;46;15;7;58;62;61;47;32;14;57;55;3;53;26;52;1;9;63;40;29;21;25;2;49;56;41;4;38;16;42;45;36;37;33;43;64;39;48;27;44;60;11;35;23;51;13;19;20;24;31;18;10;8;6;50;30;17;5;34;22;54;12;28
59;46;15;7;58;62;61;47;32;14;57;55;3;53;26;52;1;9;17;40;29;21;25;2;49;56;41;4;38;16;42;45;36;37;33;43;64;39;48;27;44;60;11;35;23;51;13;19;20;24;31;18;10;8;6;50;30;63;5;34;22;54;12;28;16;280
16;280;59;46;15;7;58;62;61;47;32;14;57;55;3;53;26;52;1;9;17;40;29;21;25;2;49;56;41;4;38;16;42;45;36;37;33;43;64;39;48;27;44;60;11;35;23;51;13;19;20;24;31;18;10;8;6;50;30;63;5;34;22;54;12;28
59;46;15;7;1;62;61;47;32;14;57;55;3;53;26;52;58;9;17;40;29;21;25;2;49;56;41;4;38;16;42;45;36;37;33;43;64;39;48;27;44;60;11;35;23;51;13;19;20;24;31;18;10;8;6;50;30;63;5;34;22;54;12;28;16;264
16;264;59;46;15;7;1;62;61;47;32;14;57;55;3;53;26;52;58;9;17;40;29;21;25;2;49;56;41;4;38;16;42;45;36;37;33;43;64;39;48;27;44;60;11;35;23;51;13;19;20;24;31;18;10;8;6;50;30;63;5;34;22;54;12;28
59;46;15;7;1;62;61;47;32;14;57;55;3;53;26;52;58;9;17;40;29;21;25;2;49;56;41;4;38;16;42;45;36;37;33;43;64;39;48;27;44;60;11;35;23;63;13;19;20;24;31;18;10;8;6;50;30;51;5;34;22;54;12;28;16;256
17;256;59;46;15;7;1;62;61;47;32;14;57;55;3;53;26;52;58;9;17;40;29;21;25;2;49;56;41;4;38;16;42;45;36;37;33;43;64;39;48;27;44;60;11;35;23;63;13;19;20;24;31;18;10;8;6;50;30;51;5;34;22;54;12;28
59;46;15;7;1;62;61;47;32;14;57;55;3;53;26;52;58;9;17;40;29;21;25;2;49;56;44;4;38;16;42;45;36;37;33;43;64;39;48;27;41;60;11;35;23;63;13;19;20;24;31;18;10;8;6;50;30;51;5;34;22;54;12;28;17;240
17;240;59;46;15;7;1;62;61;47;32;14;57;55;3;53;26;52;58;9;17;40;29;21;25;2;49;56;44;4;38;16;42;45;36;37;33;43;64;39;48;27;41;60;11;35;23;63;13;19;20;24;31;18;10;8;6;50;30;51;5;34;22;54;12;28
59;46;15;7;1;62;61;47;12;14;57;55;3;53;26;52;58;9;17;40;29;21;25;2;49;56;44;4;38;16;42;45;36;37;33;43;64;39;48;27;41;60;11;35;23;63;13;19;20;24;31;18;10;8;6;50;30;51;5;34;22;54;32;28;17;240
17;240;59;46;15;7;1;62;61;47;12;14;57;55;3;53;26;52;58;9;17;40;29;21;25;2;49;56;44;4;38;16;42;45;36;37;33;43;64;39;48;27;41;60;11;35;23;63;13;19;20;24;31;18;10;8;6;50;30;51;5;34;22;54;32;28
59;46;15;7;1;62;61;47;12;14;57;55;3;53;26;52;58;9;17;40;29;21;25;2;49;56;44;4;38;16;42;45;36;37;33;43;64;39;18;27;41;60;11;35;23;63;13;19;20;24;31;48;10;8;6;50;30;51;5;34;22;54;32;28;17;258
17;258;59;46;15;7;1;62;61;47;12;14;57;55;3;53;26;52;58;9;17;40;29;21;25;2;49;56;44;4;38;16;42;45;36;37;33;43;64;39;18;27;41;60;11;35;23;63;13;19;20;24;31;48;10;8;6;50;30;51;5;34;22;54;32;28
59;46;15;7;1;62;61;47;12;14;57;55;3;53;26;52;58;9;17;40;29;21;25;2;34;56;44;4;38;16;42;45;36;37;33;43;64;39;18;27;41;60;11;35;23;63;13;19;20;24;31;48;10;8;6;50;30;51;5;49;22;54;32;28;17;258
17;258;59;46;15;7;1;62;61;47;12;14;57;55;3;53;26;52;58;9;17;40;29;21;25;2;34;56;44;4;38;16;42;45;36;37;33;43;64;39;18;27;41;60;11;35;23;63;13;19;20;24;31;48;10;8;6;50;30;51;5;49;22;54;32;28
59;46;15;7;1;62;61;47;12;14;23;55;3;53;26;52;58;9;17;40;29;21;25;2;34;56;44;4;38;16;42;45;36;37;33;43;64;39;18;27;41;60;11;35;57;63;13;19;20;24;31;48;10;8;6;50;30;51;5;49;22;54;32;28;17;274
17;274;59;46;15;7;1;62;61;47;12;14;23;55;3;53;26;52;58;9;17;40;29;21;25;2;34;56;44;4;38;16;42;45;36;37;33;43;64;39;18;27;41;60;11;35;57;63;13;19;20;24;31;48;10;8;6;50;30;51;5;49;22;54;32;28
59;46;15;7;1;62;61;47;12;14;23;55;3;53;26;52;58;9;17;40;29;21;25;2;34;56;44;13;38;16;42;45;36;37;33;43;64;39;18;27;41;60;11;35;57;63;4;19;20;24;31;48;10;8;6;50;30;51;5;49;22;54;32;28;17;266
17;266;59;46;15;7;1;62;61;47;12;14;23;55;3;53;26;52;58;9;17;40;29;21;25;2;34;56;44;13;38;16;42;45;36;37;33;43;64;39;18;27;41;60;11;35;57;63;4;19;20;24;31;48;10;8;6;50;30;51;5;49;22;54;32;28
59;46;15;7;1;62;61;47;12;14;23;55;3;53;26;52;58;9;17;40;29;21;25;2;34;56;44;13;38;16;42;45;35;37;33;43;64;39;18;27;41;60;11;36;57;63;4;19;20;24;31;48;10;8;6;50;30;51;5;49;22;54;32;28;17;264
17;264;59;46;15;7;1;62;61;47;12;14;23;55;3;53;26;52;58;9;17;40;29;21;25;2;34;56;44;13;38;16;42;45;35;37;33;43;64;39;18;27;41;60;11;36;57;63;4;19;20;24;31;48;10;8;6;50;30;51;5;49;22;54;32;28
59;46;15;7;1;62;61;47;12;14;23;55;3;53;26;52;58;9;17;40;29;35;25;2;34;56;44;13;38;16;42;45;21;37;33;43;64;39;18;27;41;60;11;36;57;63;4;19;20;24;31;48;10;8;6;50;30;51;5;49;22;54;32;28;17;272
17;272;59;46;15;7;1;62;61;47;12;14;23;55;3;53;26;52;58;9;17;40;29;35;25;2;34;56;44;13;38;16;42;45;21;37;33;43;64;39;18;27;41;60;11;36;57;63;4;19;20;24;31;48;10;8;6;50;30;51;5;49;22;54;32;28
59;46;15;7;38;62;61;47;12;14;23;55;3;53;26;52;58;9;17;40;29;35;25;2;34;56;44;13;1;16;42;45;21;37;33;43;64;39;18;27;41;60;11;36;57;63;4;19;20;24;31;48;10;8;6;50;30;51;5;49;22;54;32;28;17;272
17;272;59;46;15;7;38;62;61;47;12;14;23;55;3;53;26;52;58;9;17;40;29;35;25;2;34;56;44;13;1;16;42;45;21;37;33;43;64;39;18;27;41;60;11;36;57;63;4;19;20;24;31;48;10;8;6;50;30;51;5;49;22;54;32;28
59;46;15;7;38;62;61;47;12;14;23;52;3;53;26;55;58;9;17;40;29;35;25;2;34;56;44;13;1;16;42;45;21;37;33;43;64;39;18;27;41;60;11;36;57;63;4;19;20;24;31;48;10;8;6;50;30;51;5;49;22;54;32;28;17;272
17;272;59;46;15;7;38;62;61;47;12;14;23;52;3;53;26;55;58;9;17;40;29;35;25;2;34;56;44;13;1;16;42;45;21;37;33;43;64;39;18;27;41;60;11;36;57;63;4;19;20;24;31;48;10;8;6;50;30;51;5;49;22;54;32;28
59;46;15;7;38;62;61;47;12;14;23;52;3;53;26;55;58;9;17;40;29;35;25;2;34;56;44;13;1;64;42;45;21;37;33;43;16;39;18;27;41;60;11;36;57;63;4;19;20;24;31;48;10;8;6;50;30;51;5;49;22;54;32;28;17;292
17;272;59;46;15;7;38;62;61;47;12;14;23;52;3;53;26;55;58;9;17;40;29;35;25;2;34;56;44;13;1;16;42;45;21;37;33;43;64;39;18;27;41;60;11;36;57;63;4;19;20;24;31;48;10;8;6;50;30;51;5;49;22;54;32;28
59;46;15;7;38;62;61;47;30;14;23;52;3;53;26;55;58;9;17;40;29;35;25;2;34;56;44;13;1;16;42;45;21;37;33;43;64;39;18;27;41;60;11;36;57;63;4;19;20;24;31;48;10;8;6;50;12;51;5;49;22;54;32;28;17;272
17;272;59;46;15;7;38;62;61;47;30;14;23;52;3;53;26;55;58;9;17;40;29;35;25;2;34;56;44;13;1;16;42;45;21;37;33;43;64;39;18;27;41;60;11;36;57;63;4;19;20;24;31;48;10;8;6;50;12;51;5;49;22;54;32;28
59;46;15;7;38;62;61;47;30;14;23;52;3;53;26;55;58;9;17;40;29;35;25;2;34;56;44;13;1;16;42;45;21;37;33;43;64;39;18;27;41;60;11;36;57;63;4;19;20;50;31;48;10;8;6;24;12;51;5;49;22;54;32;28;17;272
17;272;59;46;15;7;38;62;61;47;30;14;23;52;3;53;26;55;58;9;17;40;29;35;25;2;34;56;44;13;1;16;42;45;21;37;33;43;64;39;18;27;41;60;11;36;57;63;4;19;20;50;31;48;10;8;6;24;12;51;5;49;22;54;32;28
59;46;15;7;38;62;61;47;30;14;23;52;3;53;26;55;58;9;17;40;29;35;25;2;34;56;44;13;1;16;42;45;21;37;33;43;64;24;18;27;41;60;11;36;57;63;4;19;20;50;31;48;10;8;6;39;12;51;5;49;22;54;32;28;17;272
17;272;59;46;15;7;38;62;61;47;30;14;23;52;3;53;26;55;58;9;17;40;29;35;25;2;34;56;44;13;1;16;42;45;21;37;33;43;64;24;18;27;41;60;11;36;57;63;4;19;20;50;31;48;10;8;6;39;12;51;5;49;22;54;32;28
59;46;15;7;38;62;61;47;30;14;23;52;51;53;26;55;58;9;17;40;29;35;25;2;34;56;44;13;1;16;42;45;21;37;33;43;64;24;18;27;41;60;11;36;57;63;4;19;20;50;31;48;10;8;6;39;12;3;5;49;22;54;32;28;17;272
17;272;59;46;15;7;38;62;61;47;30;14;23;52;51;53;26;55;58;9;17;40;29;35;25;2;34;56;44;13;1;16;42;45;21;37;33;43;64;24;18;27;41;60;11;36;57;63;4;19;20;50;31;48;10;8;6;39;12;3;5;49;22;54;32;28
59;46;15;7;38;62;61;47;30;14;11;52;51;53;26;55;58;9;17;40;29;35;25;2;34;56;44;13;1;16;42;45;21;37;33;43;64;24;18;27;41;60;23;36;57;63;4;19;20;50;31;48;10;8;6;39;12;3;5;49;22;54;32;28;17;276
17;276;59;46;15;7;38;62;61;47;30;14;11;52;51;53;26;55;58;9;17;40;29;35;25;2;34;56;44;13;1;16;42;45;21;37;33;43;64;24;18;27;41;60;23;36;57;63;4;19;20;50;31;48;10;8;6;39;12;3;5;49;22;54;32;28
59;46;15;7;38;62;61;47;30;14;11;52;51;53;26;55;58;9;17;40;29;35;25;2;34;56;44;13;1;16;42;45;21;37;33;43;64;12;18;27;41;60;23;36;57;63;4;19;20;50;31;48;10;8;6;39;24;3;5;49;22;54;32;28;17;276
17;276;59;46;15;7;38;62;61;47;30;14;11;52;51;53;26;55;58;9;17;40;29;35;25;2;34;56;44;13;1;16;42;45;21;37;33;43;64;12;18;27;41;60;23;36;57;63;4;19;20;50;31;48;10;8;6;39;24;3;5;49;22;54;32;28
59;46;15;7;38;62;61;47;30;24;11;52;51;53;26;55;58;9;17;40;29;35;25;2;34;56;44;13;1;16;42;45;21;37;33;43;64;12;18;27;41;60;23;36;57;63;4;19;20;50;31;48;10;8;6;39;14;3;5;49;22;54;32;28;17;272
17;272;59;46;15;7;38;62;61;47;30;24;11;52;51;53;26;55;58;9;17;40;29;35;25;2;34;56;44;13;1;16;42;45;21;37;33;43;64;12;18;27;41;60;23;36;57;63;4;19;20;50;31;48;10;8;6;39;14;3;5;49;22;54;32;28
59;46;15;7;38;62;61;47;30;24;11;52;51;53;26;55;58;9;17;40;29;35;25;2;22;56;44;13;1;16;42;45;21;37;33;43;64;12;18;27;41;60;23;36;57;63;4;19;20;50;31;48;10;8;6;39;14;3;5;49;34;54;32;28;17;272
17;272;59;46;15;7;38;62;61;47;30;24;11;52;51;53;26;55;58;9;17;40;29;35;25;2;22;56;44;13;1;16;42;45;21;37;33;43;64;12;18;27;41;60;23;36;57;63;4;19;20;50;31;48;10;8;6;39;14;3;5;49;34;54;32;28
59;46;12;7;38;62;61;47;30;24;11;52;51;53;26;55;58;9;17;40;29;35;25;2;22;56;44;13;1;16;42;45;21;37;33;43;64;15;18;27;41;60;23;36;57;63;4;19;20;50;31;48;10;8;6;39;14;3;5;49;34;54;32;28;17;272
18;272;59;46;12;7;38;62;61;47;30;24;11;52;51;53;26;55;58;9;17;40;29;35;25;2;22;56;44;13;1;16;42;45;21;37;33;43;64;15;18;27;41;60;23;36;57;63;4;19;20;50;31;48;10;8;6;39;14;3;5;49;34;54;32;28
59;46;12;7;38;62;61;47;30;24;11;52;51;53;26;55;58;9;17;40;29;35;25;2;22;56;44;13;1;16;42;45;21;37;6;43;64;15;18;27;41;60;23;36;57;63;4;19;20;50;31;48;10;8;33;39;14;3;5;49;34;54;32;28;18;270
18;270;59;46;12;7;38;62;61;47;30;24;11;52;51;53;26;55;58;9;17;40;29;35;25;2;22;56;44;13;1;16;42;45;21;37;6;43;64;15;18;27;41;60;23;36;57;63;4;19;20;50;31;48;10;8;33;39;14;3;5;49;34;54;32;28
59;25;12;7;38;62;61;47;30;24;11;52;51;53;26;55;58;9;17;40;29;35;46;2;22;56;44;13;1;16;42;45;21;37;6;43;64;15;18;27;41;60;23;36;57;63;4;19;20;50;31;48;10;8;33;39;14;3;5;49;34;54;32;28;18;270
18;270;59;25;12;7;38;62;61;47;30;24;11;52;51;53;26;55;58;9;17;40;29;35;46;2;22;56;44;13;1;16;42;45;21;37;6;43;64;15;18;27;41;60;23;36;57;63;4;19;20;50;31;48;10;8;33;39;14;3;5;49;34;54;32;28
59;31;12;7;38;62;61;47;30;24;11;52;51;53;26;55;58;9;17;40;29;35;46;2;22;56;44;13;1;16;42;45;21;37;6;43;64;15;18;27;41;60;23;36;57;63;4;19;20;50;25;48;10;8;33;39;14;3;5;49;34;54;32;28;18;270
