"X7L";"X8L";"X26L";"X12L";"X11L";"X21L";"X18L";"X22L";"X25L";"X16L";"X23L";"X10L";"X9L";"X15L";"X3L";"X1L";"X19L";"X4L";"X6L";"X20L";"X2L";"X5L";"X24L";"X17L";"X13L";"X14L"
7;13;16;19;6;4;3;21;5;26;24;15;22;14;8;18;25;2;9;23;17;11;10;20;12;1
7;13;16;19;6;4;3;21;5;26;24;15;22;14;8;18;25;1;9;23;17;11;10;20;12;2
7;13;16;19;6;4;3;21;5;26;24;15;22;14;8;18;25;1;9;23;17;11;10;20;12;2
7;13;16;19;6;4;3;21;5;26;24;17;22;14;8;18;25;1;9;23;15;11;10;20;12;2
7;13;16;19;6;4;3;21;5;26;24;15;22;14;8;18;25;1;9;23;17;11;10;20;12;2
7;15;16;19;6;4;3;21;5;26;24;13;22;14;8;18;25;1;9;23;17;11;10;20;12;2
7;15;16;19;6;4;3;21;5;26;24;13;22;14;8;18;25;1;9;23;17;11;10;20;12;2
7;15;16;19;6;4;3;21;5;26;24;1;22;14;8;18;25;13;9;23;17;11;10;20;12;2
7;15;16;19;6;4;3;21;5;26;24;1;22;14;8;18;25;13;9;23;17;11;10;20;12;2
7;15;16;19;6;4;3;21;5;26;24;1;22;14;9;18;25;13;8;23;17;11;10;20;12;2
7;15;16;19;6;4;3;21;5;26;24;1;22;14;9;18;25;13;8;23;17;11;10;20;12;2
7;8;16;19;6;4;3;21;5;26;24;1;22;14;9;18;25;13;15;23;17;11;10;20;12;2
7;8;16;19;6;4;3;21;5;26;24;1;22;14;9;18;25;13;15;23;17;11;10;20;12;2
7;8;16;19;6;4;3;21;5;26;20;1;22;14;9;18;25;13;15;23;17;11;10;24;12;2
7;8;16;19;6;4;3;21;5;26;20;1;22;14;9;18;25;13;15;23;17;11;10;24;12;2
7;8;16;19;6;4;3;21;5;26;20;1;22;14;9;18;10;13;15;23;17;11;25;24;12;2
7;8;16;19;6;4;3;21;5;26;20;1;22;14;9;18;10;13;15;23;17;11;25;24;12;2
7;8;19;16;6;4;3;21;5;26;20;1;22;14;9;18;10;13;15;23;17;11;25;24;12;2
7;8;19;16;6;4;3;21;5;26;20;1;22;14;9;18;10;13;15;23;17;11;25;24;12;2
7;14;19;16;6;4;3;21;5;26;20;1;22;8;9;18;10;13;15;23;17;11;25;24;12;2
7;8;19;16;6;4;3;21;5;26;20;1;22;14;9;18;10;13;15;23;17;11;25;24;12;2
7;8;19;16;6;4;3;21;24;26;20;1;22;14;9;18;10;13;15;23;17;11;25;5;12;2
7;8;19;16;6;4;3;21;5;26;20;1;22;14;9;18;10;13;15;23;17;11;25;24;12;2
7;8;19;16;6;4;3;21;5;26;20;1;22;2;9;18;10;13;15;23;17;11;25;24;12;14
7;8;19;16;6;4;3;21;5;26;20;1;22;2;9;18;10;13;15;23;17;11;25;24;12;14
7;8;19;16;6;4;2;21;5;26;20;1;22;3;9;18;10;13;15;23;17;11;25;24;12;14
7;8;19;16;6;4;3;21;5;26;20;1;22;2;9;18;10;13;15;23;17;11;25;24;12;14
7;8;19;16;6;4;3;21;5;26;20;1;10;2;9;18;22;13;15;23;17;11;25;24;12;14
7;8;19;16;6;4;3;21;5;26;20;1;10;2;9;18;22;13;15;23;17;11;25;24;12;14
7;8;19;16;6;4;2;21;5;26;20;1;10;3;9;18;22;13;15;23;17;11;25;24;12;14
7;8;19;16;6;4;2;21;5;26;20;1;10;3;9;18;22;13;15;23;17;11;25;24;12;14
7;8;19;16;6;4;2;21;5;26;22;1;10;3;9;18;20;13;15;23;17;11;25;24;12;14
7;8;19;16;6;4;2;21;5;26;22;1;10;3;9;18;20;13;15;23;17;11;25;24;12;14
7;8;19;16;6;4;2;21;22;26;5;1;10;3;9;18;20;13;15;23;17;11;25;24;12;14
7;8;19;16;6;4;2;21;22;26;5;1;10;3;9;18;20;13;15;23;17;11;25;24;12;14
7;8;19;16;6;4;2;21;22;26;5;1;10;3;25;18;20;13;15;23;17;11;9;24;12;14
7;8;19;16;6;4;2;21;22;26;5;1;10;3;9;18;20;13;15;23;17;11;25;24;12;14
7;8;19;16;6;4;2;21;22;26;5;1;10;3;9;18;20;17;15;23;13;11;25;24;12;14
7;8;19;16;6;4;2;21;22;26;5;1;10;3;9;18;20;17;15;23;13;11;25;24;12;14
7;8;19;16;6;4;2;21;22;26;5;1;10;17;9;18;20;3;15;23;13;11;25;24;12;14
7;8;19;16;6;4;2;21;22;26;5;1;10;17;9;18;20;3;15;23;13;11;25;24;12;14
7;8;19;16;6;4;2;21;22;26;5;1;10;17;11;18;20;3;15;23;13;9;25;24;12;14
7;8;19;16;6;4;2;21;22;26;5;1;10;17;11;18;20;3;15;23;13;9;25;24;12;14
7;8;19;16;6;4;26;21;22;2;5;1;10;17;11;18;20;3;15;23;13;9;25;24;12;14
7;8;19;16;6;4;26;21;22;2;5;1;10;17;11;18;20;3;15;23;13;9;25;24;12;14
7;21;19;16;6;4;26;8;22;2;5;1;10;17;11;18;20;3;15;23;13;9;25;24;12;14
7;21;19;16;6;4;26;8;22;2;5;1;10;17;11;18;20;3;15;23;13;9;25;24;12;14
7;21;19;16;6;4;26;8;22;2;5;1;10;17;12;18;20;3;15;23;13;9;25;24;11;14
7;21;19;16;6;4;26;8;22;2;5;1;10;17;12;18;20;3;15;23;13;9;25;24;11;14
7;6;19;16;21;4;26;8;22;2;5;1;10;17;12;18;20;3;15;23;13;9;25;24;11;14
7;6;19;16;21;4;26;8;22;2;5;1;10;17;12;18;20;3;15;23;13;9;25;24;11;14
7;14;19;16;21;4;26;8;22;2;5;1;10;17;12;18;20;3;15;23;13;9;25;24;11;6
7;14;19;16;21;4;26;8;22;2;5;1;10;17;12;18;20;3;15;23;13;9;25;24;11;6
7;14;19;16;21;4;9;8;22;2;5;1;10;17;12;18;20;3;15;23;13;26;25;24;11;6
7;14;19;16;21;4;9;8;22;2;5;1;10;17;12;18;20;3;15;23;13;26;25;24;11;6
13;14;19;16;21;4;9;8;22;2;5;1;10;17;12;18;20;3;15;23;7;26;25;24;11;6
13;14;19;16;21;4;9;8;22;2;5;1;10;17;12;18;20;3;15;23;7;26;25;24;11;6
13;14;19;16;21;4;9;8;22;2;5;1;10;17;12;18;20;3;15;23;6;26;25;24;11;7
13;14;19;16;21;4;9;8;22;2;5;1;10;17;12;18;20;3;15;23;6;26;25;24;11;7
13;14;19;16;21;4;9;8;24;2;5;1;10;17;12;18;20;3;15;23;6;26;25;22;11;7
13;14;19;16;21;4;9;8;24;2;5;1;10;17;12;18;20;3;15;23;6;26;25;22;11;7
13;14;19;16;21;4;9;8;24;2;5;1;10;17;20;18;12;3;15;23;6;26;25;22;11;7
13;14;19;16;21;4;9;8;24;2;5;1;10;17;20;18;12;3;15;23;6;26;25;22;11;7
13;14;19;16;21;4;9;8;24;2;5;1;10;17;20;18;12;3;15;22;6;26;25;23;11;7
13;14;19;16;21;4;9;8;24;2;5;1;10;17;20;18;12;3;15;22;6;26;25;23;11;7
13;14;19;16;21;4;9;8;24;2;5;1;10;17;20;18;12;3;15;22;6;26;25;23;7;11
13;14;19;16;21;4;9;8;24;2;5;1;10;17;20;18;12;3;15;22;6;26;25;23;7;11
13;14;26;16;21;4;9;8;24;2;5;1;10;17;20;18;12;3;15;22;6;19;25;23;7;11
13;14;26;16;21;4;9;8;24;2;5;1;10;17;20;18;12;3;15;22;6;19;25;23;7;11
13;14;26;16;21;4;9;8;24;2;5;25;10;17;20;18;12;3;15;22;6;19;1;23;7;11
13;14;26;16;21;4;9;8;24;2;5;25;10;17;20;18;12;3;15;22;6;19;1;23;7;11
13;14;26;16;21;4;9;11;24;2;5;25;10;17;20;18;12;3;15;22;6;19;1;23;7;8
13;14;26;16;21;4;9;11;24;2;5;25;10;17;20;18;12;3;15;22;6;19;1;23;7;8
13;14;26;16;21;4;9;11;22;2;5;25;10;17;20;18;12;3;15;24;6;19;1;23;7;8
13;14;26;16;21;4;9;11;22;2;5;25;10;17;20;18;12;3;15;24;6;19;1;23;7;8
13;14;26;16;21;4;9;6;22;2;5;25;10;17;20;18;12;3;15;24;11;19;1;23;7;8
13;14;26;16;21;4;9;6;22;2;5;25;10;17;20;18;12;3;15;24;11;19;1;23;7;8
13;14;26;16;21;4;9;6;22;2;15;25;10;17;20;18;12;3;5;24;11;19;1;23;7;8
13;14;26;16;21;4;9;6;22;2;15;25;10;17;20;18;12;3;5;24;11;19;1;23;7;8
13;14;2;16;21;4;9;6;22;26;15;25;10;17;20;18;12;3;5;24;11;19;1;23;7;8
13;14;2;16;21;4;9;6;22;26;15;25;10;17;20;18;12;3;5;24;11;19;1;23;7;8
13;14;2;16;21;4;9;6;22;26;15;25;10;17;12;18;20;3;5;24;11;19;1;23;7;8
13;14;2;16;21;4;9;6;22;26;15;25;10;17;12;18;20;3;5;24;11;19;1;23;7;8
13;14;2;3;21;4;9;6;22;26;15;25;10;17;12;18;20;16;5;24;11;19;1;23;7;8
13;14;2;3;21;4;9;6;22;26;15;25;10;17;12;18;20;16;5;24;11;19;1;23;7;8
13;14;2;3;21;4;9;6;22;26;15;25;10;17;12;18;20;16;5;7;11;19;1;23;24;8
13;14;2;3;21;4;9;6;22;26;15;25;10;17;12;18;20;16;5;7;11;19;1;23;24;8
13;14;2;3;21;4;9;6;22;20;15;25;10;17;12;18;26;16;5;7;11;19;1;23;24;8
13;14;2;3;21;4;9;6;22;20;15;25;10;17;12;18;26;16;5;7;11;19;1;23;24;8
1;14;2;3;21;4;9;6;22;20;15;25;10;17;12;18;26;16;5;7;11;19;13;23;24;8
1;14;2;3;21;4;9;6;22;20;15;25;10;17;12;18;26;16;5;7;11;19;13;23;24;8
1;14;2;3;21;4;9;17;22;20;15;25;10;6;12;18;26;16;5;7;11;19;13;23;24;8
1;14;2;3;21;4;9;17;22;20;15;25;10;6;12;18;26;16;5;7;11;19;13;23;24;8
1;14;2;3;21;4;9;17;22;20;15;25;10;6;12;5;26;16;18;7;11;19;13;23;24;8
1;14;2;3;21;4;9;17;22;20;15;25;10;6;12;5;26;16;18;7;11;19;13;23;24;8
1;14;2;3;21;4;9;17;22;20;15;25;10;6;12;5;11;16;18;7;26;19;13;23;24;8
1;14;2;3;21;4;9;17;22;20;15;25;10;6;12;5;11;16;18;7;26;19;13;23;24;8
1;14;2;3;7;4;9;17;22;20;15;25;10;6;12;5;11;16;18;21;26;19;13;23;24;8
1;14;2;3;7;4;9;17;22;20;15;25;10;6;12;5;11;16;18;21;26;19;13;23;24;8
1;14;2;9;7;4;3;17;22;20;15;25;10;6;12;5;11;16;18;21;26;19;13;23;24;8
1;14;2;3;7;4;9;17;22;20;15;25;10;6;12;5;11;16;18;21;26;19;13;23;24;8
1;14;2;3;7;4;9;13;22;20;15;25;10;6;12;5;11;16;18;21;26;19;17;23;24;8
1;14;2;3;7;4;9;13;22;20;15;25;10;6;12;5;11;16;18;21;26;19;17;23;24;8
1;14;2;3;7;4;9;13;22;20;15;26;10;6;12;5;11;16;18;21;25;19;17;23;24;8
1;14;2;3;7;4;9;13;22;20;15;26;10;6;12;5;11;16;18;21;25;19;17;23;24;8
1;14;2;3;7;4;9;13;15;20;22;26;10;6;12;5;11;16;18;21;25;19;17;23;24;8
1;14;2;3;7;4;9;13;15;20;22;26;10;6;12;5;11;16;18;21;25;19;17;23;24;8
26;14;2;3;7;4;9;13;15;20;22;1;10;6;12;5;11;16;18;21;25;19;17;23;24;8
26;14;2;3;7;4;9;13;15;20;22;1;10;6;12;5;11;16;18;21;25;19;17;23;24;8
26;1;2;3;7;4;9;13;15;20;22;14;10;6;12;5;11;16;18;21;25;19;17;23;24;8
26;1;2;3;7;4;9;13;15;20;22;14;10;6;12;5;11;16;18;21;25;19;17;23;24;8
8;1;2;3;7;4;9;13;15;20;22;14;10;6;12;5;11;16;18;21;25;19;17;23;24;26
8;1;2;3;7;4;9;13;15;20;22;14;10;6;12;5;11;16;18;21;25;19;17;23;24;26
8;1;2;3;7;4;9;11;15;20;22;14;10;6;12;5;13;16;18;21;25;19;17;23;24;26
8;1;2;3;7;4;9;11;15;20;22;14;10;6;12;5;13;16;18;21;25;19;17;23;24;26
8;1;2;3;7;4;9;11;15;20;22;14;10;6;12;5;25;16;18;21;13;19;17;23;24;26
8;1;2;3;7;4;9;11;15;20;22;14;10;6;12;5;25;16;18;21;13;19;17;23;24;26
8;1;2;3;7;4;11;9;15;20;22;14;10;6;12;5;25;16;18;21;13;19;17;23;24;26
8;1;2;3;7;4;11;9;15;20;22;14;10;6;12;5;25;16;18;21;13;19;17;23;24;26
8;1;2;3;7;4;11;9;15;20;22;14;10;6;12;21;25;16;18;5;13;19;17;23;24;26
8;1;2;3;7;4;11;9;15;20;22;14;10;6;12;21;25;16;18;5;13;19;17;23;24;26
8;1;2;3;4;7;11;9;15;20;22;14;10;6;12;21;25;16;18;5;13;19;17;23;24;26
8;1;2;3;4;7;11;9;15;20;22;14;10;6;12;21;25;16;18;5;13;19;17;23;24;26
16;1;2;3;4;7;11;9;15;20;22;14;10;6;12;21;25;8;18;5;13;19;17;23;24;26
16;1;2;3;4;7;11;9;15;20;22;14;10;6;12;21;25;8;18;5;13;19;17;23;24;26
16;1;2;3;4;7;11;9;15;20;22;14;10;6;12;21;25;8;18;5;19;13;17;23;24;26
16;1;2;3;4;7;11;9;15;20;22;14;10;6;12;21;25;8;18;5;19;13;17;23;24;26
16;1;2;3;4;7;11;9;15;20;22;14;10;6;12;21;25;8;18;5;23;13;17;19;24;26
16;1;2;3;4;7;11;9;15;20;22;14;10;6;12;21;25;8;18;5;23;13;17;19;24;26
16;1;2;3;4;7;11;9;15;20;22;14;10;12;6;21;25;8;18;5;23;13;17;19;24;26
16;1;2;3;4;7;11;9;15;20;22;14;10;12;6;21;25;8;18;5;23;13;17;19;24;26
16;1;20;3;4;7;11;9;15;2;22;14;10;12;6;21;25;8;18;5;23;13;17;19;24;26
16;1;2;3;4;7;11;9;15;20;22;14;10;12;6;21;25;8;18;5;23;13;17;19;24;26
16;1;2;3;4;7;11;14;15;20;22;9;10;12;6;21;25;8;18;5;23;13;17;19;24;26
16;1;2;3;4;7;11;9;15;20;22;14;10;12;6;21;25;8;18;5;23;13;17;19;24;26
16;1;2;3;4;7;11;9;15;20;22;14;10;12;6;5;25;8;18;21;23;13;17;19;24;26
16;1;2;3;4;7;11;9;15;20;22;14;10;12;6;5;25;8;18;21;23;13;17;19;24;26
16;1;2;3;4;7;11;9;15;20;24;14;10;12;6;5;25;8;18;21;23;13;17;19;22;26
16;1;2;3;4;7;11;9;15;20;24;14;10;12;6;5;25;8;18;21;23;13;17;19;22;26
16;1;2;3;4;7;11;10;15;20;24;14;9;12;6;5;25;8;18;21;23;13;17;19;22;26
16;1;2;3;4;7;11;10;15;20;24;14;9;12;6;5;25;8;18;21;23;13;17;19;22;26
16;1;2;3;4;7;18;10;15;20;24;14;9;12;6;5;25;8;11;21;23;13;17;19;22;26
16;1;2;3;4;7;11;10;15;20;24;14;9;12;6;5;25;8;18;21;23;13;17;19;22;26
16;1;2;3;4;7;11;10;24;20;15;14;9;12;6;5;25;8;18;21;23;13;17;19;22;26
16;1;2;3;4;7;11;10;24;20;15;14;9;12;6;5;25;8;18;21;23;13;17;19;22;26
16;1;2;3;4;7;11;26;24;20;15;14;9;12;6;5;25;8;18;21;23;13;17;19;22;10
16;1;2;3;4;7;11;26;24;20;15;14;9;12;6;5;25;8;18;21;23;13;17;19;22;10
16;1;2;3;14;7;11;26;24;20;15;4;9;12;6;5;25;8;18;21;23;13;17;19;22;10
16;1;2;3;14;7;11;26;24;20;15;4;9;12;6;5;25;8;18;21;23;13;17;19;22;10
16;1;2;3;14;7;11;18;24;20;15;4;9;12;6;5;25;8;26;21;23;13;17;19;22;10
16;1;2;3;14;7;11;26;24;20;15;4;9;12;6;5;25;8;18;21;23;13;17;19;22;10
16;1;2;3;14;7;11;26;24;20;15;4;10;12;6;5;25;8;18;21;23;13;17;19;22;9
16;1;2;3;14;7;11;26;24;20;15;4;10;12;6;5;25;8;18;21;23;13;17;19;22;9
16;1;2;3;5;7;11;26;24;20;15;4;10;12;6;14;25;8;18;21;23;13;17;19;22;9
16;1;2;3;5;7;11;26;24;20;15;4;10;12;6;14;25;8;18;21;23;13;17;19;22;9
16;1;2;10;5;7;11;26;24;20;15;4;3;12;6;14;25;8;18;21;23;13;17;19;22;9
16;1;2;10;5;7;11;26;24;20;15;4;3;12;6;14;25;8;18;21;23;13;17;19;22;9
16;1;2;25;5;7;11;26;24;20;15;4;3;12;6;14;10;8;18;21;23;13;17;19;22;9
16;1;2;25;5;7;11;26;24;20;15;4;3;12;6;14;10;8;18;21;23;13;17;19;22;9
16;1;2;25;26;7;11;5;24;20;15;4;3;12;6;14;10;8;18;21;23;13;17;19;22;9
16;1;2;25;5;7;11;26;24;20;15;4;3;12;6;14;10;8;18;21;23;13;17;19;22;9
16;1;2;25;5;7;13;26;24;20;15;4;3;12;6;14;10;8;18;21;23;11;17;19;22;9
16;1;2;25;5;7;13;26;24;20;15;4;3;12;6;14;10;8;18;21;23;11;17;19;22;9
16;1;2;25;5;7;13;26;24;20;15;4;3;12;6;14;10;8;23;21;18;11;17;19;22;9
16;1;2;25;5;7;13;26;24;20;15;4;3;12;6;14;10;8;18;21;23;11;17;19;22;9
16;1;2;25;18;7;13;26;24;20;15;4;3;12;6;14;10;8;5;21;23;11;17;19;22;9
16;1;2;25;18;7;13;26;24;20;15;4;3;12;6;14;10;8;5;21;23;11;17;19;22;9
16;1;2;25;18;7;13;26;24;20;15;4;3;12;17;14;10;8;5;21;23;11;6;19;22;9
16;1;2;25;18;7;13;26;24;20;15;4;3;12;6;14;10;8;5;21;23;11;17;19;22;9
16;1;2;25;18;10;13;26;24;20;15;4;3;12;6;14;7;8;5;21;23;11;17;19;22;9
16;1;2;25;18;10;13;26;24;20;15;4;3;12;6;14;7;8;5;21;23;11;17;19;22;9
16;1;24;25;18;10;13;26;2;20;15;4;3;12;6;14;7;8;5;21;23;11;17;19;22;9
16;1;24;25;18;10;13;26;2;20;15;4;3;12;6;14;7;8;5;21;23;11;17;19;22;9
16;15;24;25;18;10;13;26;2;20;1;4;3;12;6;14;7;8;5;21;23;11;17;19;22;9
16;15;24;25;18;10;13;26;2;20;1;4;3;12;6;14;7;8;5;21;23;11;17;19;22;9
16;15;24;14;18;10;13;26;2;20;1;4;3;12;6;25;7;8;5;21;23;11;17;19;22;9
16;15;24;14;18;10;13;26;2;20;1;4;3;12;6;25;7;8;5;21;23;11;17;19;22;9
16;15;24;14;18;10;13;26;2;20;1;4;3;12;6;25;7;8;5;19;23;11;17;21;22;9
16;15;24;14;18;10;13;26;2;20;1;4;3;12;6;25;7;8;5;19;23;11;17;21;22;9
16;15;24;14;18;10;13;26;2;20;1;25;3;12;6;4;7;8;5;19;23;11;17;21;22;9
16;15;24;14;18;10;13;26;2;20;1;25;3;12;6;4;7;8;5;19;23;11;17;21;22;9
16;15;24;4;18;10;13;26;2;20;1;25;3;12;6;14;7;8;5;19;23;11;17;21;22;9
16;15;24;4;18;10;13;26;2;20;1;25;3;12;6;14;7;8;5;19;23;11;17;21;22;9
16;15;24;4;18;10;13;26;2;20;1;25;3;12;6;14;7;8;5;19;23;17;11;21;22;9
16;15;24;4;18;10;13;26;2;20;1;25;3;12;6;14;7;8;5;19;23;17;11;21;22;9
16;15;24;4;3;10;13;26;2;20;1;25;18;12;6;14;7;8;5;19;23;17;11;21;22;9
16;15;24;4;3;10;13;26;2;20;1;25;18;12;6;14;7;8;5;19;23;17;11;21;22;9
16;15;24;4;3;10;13;26;2;20;1;25;18;12;6;14;7;8;5;21;23;17;11;19;22;9
16;15;24;4;3;10;13;26;2;20;1;25;18;12;6;14;7;8;5;21;23;17;11;19;22;9
16;15;24;4;3;10;2;26;13;20;1;25;18;12;6;14;7;8;5;21;23;17;11;19;22;9
16;15;24;4;3;10;2;26;13;20;1;25;18;12;6;14;7;8;5;21;23;17;11;19;22;9
16;15;24;4;3;8;2;26;13;20;1;25;18;12;6;14;7;10;5;21;23;17;11;19;22;9
16;15;24;4;3;8;2;26;13;20;1;25;18;12;6;14;7;10;5;21;23;17;11;19;22;9
13;15;24;4;3;8;2;26;16;20;1;25;18;12;6;14;7;10;5;21;23;17;11;19;22;9
13;15;24;4;3;8;2;26;16;20;1;25;18;12;6;14;7;10;5;21;23;17;11;19;22;9
13;15;24;4;3;8;2;26;16;20;1;25;17;12;6;14;7;10;5;21;23;18;11;19;22;9
13;15;24;4;3;8;2;26;16;20;1;25;17;12;6;14;7;10;5;21;23;18;11;19;22;9
13;15;24;4;3;8;2;26;16;20;1;25;17;22;6;14;7;10;5;21;23;18;11;19;12;9
13;15;24;4;3;8;2;26;16;20;1;25;17;12;6;14;7;10;5;21;23;18;11;19;22;9
13;15;24;4;3;8;20;26;16;2;1;25;17;12;6;14;7;10;5;21;23;18;11;19;22;9
13;15;24;4;3;8;20;26;16;2;1;25;17;12;6;14;7;10;5;21;23;18;11;19;22;9
13;15;24;4;5;8;20;26;16;2;1;25;17;12;6;14;7;10;3;21;23;18;11;19;22;9
13;15;24;4;3;8;20;26;16;2;1;25;17;12;6;14;7;10;5;21;23;18;11;19;22;9
13;15;24;4;3;8;20;26;16;2;1;25;17;12;23;14;7;10;5;21;6;18;11;19;22;9
13;15;24;4;3;8;20;26;16;2;1;25;17;12;23;14;7;10;5;21;6;18;11;19;22;9
13;15;24;4;3;8;20;26;16;2;1;25;18;12;23;14;7;10;5;21;6;17;11;19;22;9
13;15;24;4;3;8;20;26;16;2;1;25;18;12;23;14;7;10;5;21;6;17;11;19;22;9
13;23;24;4;3;8;20;26;16;2;1;25;18;12;15;14;7;10;5;21;6;17;11;19;22;9
13;23;24;4;3;8;20;26;16;2;1;25;18;12;15;14;7;10;5;21;6;17;11;19;22;9
13;14;24;4;3;8;20;26;16;2;1;25;18;12;15;23;7;10;5;21;6;17;11;19;22;9
13;14;24;4;3;8;20;26;16;2;1;25;18;12;15;23;7;10;5;21;6;17;11;19;22;9
13;14;24;4;3;8;20;26;16;2;1;19;18;12;15;23;7;10;5;21;6;17;11;25;22;9
13;14;24;4;3;8;20;26;16;2;1;19;18;12;15;23;7;10;5;21;6;17;11;25;22;9
13;14;24;4;3;8;20;26;16;2;1;19;18;12;5;23;7;10;15;21;6;17;11;25;22;9
13;14;24;4;3;8;20;26;16;2;1;19;18;12;15;23;7;10;5;21;6;17;11;25;22;9
13;14;24;4;3;8;20;26;16;6;1;19;18;12;15;23;7;10;5;21;2;17;11;25;22;9
13;14;24;4;3;8;20;26;16;6;1;19;18;12;15;23;7;10;5;21;2;17;11;25;22;9
2;14;24;4;3;8;20;26;16;6;1;19;18;12;15;23;7;10;5;21;13;17;11;25;22;9
2;14;24;4;3;8;20;26;16;6;1;19;18;12;15;23;7;10;5;21;13;17;11;25;22;9
2;14;18;4;3;8;20;26;16;6;1;19;24;12;15;23;7;10;5;21;13;17;11;25;22;9
2;14;18;4;3;8;20;26;16;6;1;19;24;12;15;23;7;10;5;21;13;17;11;25;22;9
2;10;18;4;3;8;20;26;16;6;1;19;24;12;15;23;7;14;5;21;13;17;11;25;22;9
2;10;18;4;3;8;20;26;16;6;1;19;24;12;15;23;7;14;5;21;13;17;11;25;22;9
2;10;18;4;3;8;20;26;6;16;1;19;24;12;15;23;7;14;5;21;13;17;11;25;22;9
2;10;18;4;3;8;20;26;6;16;1;19;24;12;15;23;7;14;5;21;13;17;11;25;22;9
2;10;18;4;3;8;20;26;6;16;1;19;24;12;15;23;7;14;5;21;25;17;11;13;22;9
2;10;18;4;3;8;20;26;6;16;1;19;24;12;15;23;7;14;5;21;25;17;11;13;22;9
21;10;18;4;3;8;20;26;6;16;1;19;24;12;15;23;7;14;5;2;25;17;11;13;22;9
21;10;18;4;3;8;20;26;6;16;1;19;24;12;15;23;7;14;5;2;25;17;11;13;22;9
21;10;18;4;3;8;20;26;6;16;5;19;24;12;15;23;7;14;1;2;25;17;11;13;22;9
21;10;18;4;3;8;20;26;6;16;1;19;24;12;15;23;7;14;5;2;25;17;11;13;22;9
13;10;18;4;3;8;20;26;6;16;1;19;24;12;15;23;7;14;5;2;25;17;11;21;22;9
13;10;18;4;3;8;20;26;6;16;1;19;24;12;15;23;7;14;5;2;25;17;11;21;22;9
13;20;18;4;3;8;10;26;6;16;1;19;24;12;15;23;7;14;5;2;25;17;11;21;22;9
13;20;18;4;3;8;10;26;6;16;1;19;24;12;15;23;7;14;5;2;25;17;11;21;22;9
13;20;18;2;3;8;10;26;6;16;1;19;24;12;15;23;7;14;5;4;25;17;11;21;22;9
13;20;18;2;3;8;10;26;6;16;1;19;24;12;15;23;7;14;5;4;25;17;11;21;22;9
13;20;18;2;16;8;10;26;6;3;1;19;24;12;15;23;7;14;5;4;25;17;11;21;22;9
13;20;18;2;3;8;10;26;6;16;1;19;24;12;15;23;7;14;5;4;25;17;11;21;22;9
13;20;18;2;3;24;10;26;6;16;1;19;8;12;15;23;7;14;5;4;25;17;11;21;22;9
13;20;18;2;3;24;10;26;6;16;1;19;8;12;15;23;7;14;5;4;25;17;11;21;22;9
14;20;18;2;3;24;10;26;6;16;1;19;8;12;15;23;7;13;5;4;25;17;11;21;22;9
13;20;18;2;3;24;10;26;6;16;1;19;8;12;15;23;7;14;5;4;25;17;11;21;22;9
13;20;18;2;3;24;10;26;6;16;1;19;8;12;15;23;7;14;5;4;25;9;11;21;22;17
13;20;18;2;3;24;10;26;6;16;1;19;8;12;15;23;7;14;5;4;25;9;11;21;22;17
13;20;18;2;3;24;10;26;6;25;1;19;8;12;15;23;7;14;5;4;16;9;11;21;22;17
13;20;18;2;3;24;10;26;6;25;1;19;8;12;15;23;7;14;5;4;16;9;11;21;22;17
13;20;18;2;3;24;10;26;6;25;1;19;12;8;15;23;7;14;5;4;16;9;11;21;22;17
13;20;18;2;3;24;10;26;6;25;1;19;12;8;15;23;7;14;5;4;16;9;11;21;22;17
13;20;18;2;3;24;6;26;10;25;1;19;12;8;15;23;7;14;5;4;16;9;11;21;22;17
13;20;18;2;3;24;6;26;10;25;1;19;12;8;15;23;7;14;5;4;16;9;11;21;22;17
13;20;18;2;3;24;6;26;10;7;1;19;12;8;15;23;25;14;5;4;16;9;11;21;22;17
13;20;18;2;3;24;6;26;10;7;1;19;12;8;15;23;25;14;5;4;16;9;11;21;22;17
13;20;18;2;3;24;6;26;10;7;1;19;12;8;15;23;25;14;5;4;9;16;11;21;22;17
13;20;18;2;3;24;6;26;10;7;1;19;12;8;15;23;25;14;5;4;9;16;11;21;22;17
13;20;18;2;3;24;6;26;10;7;1;12;19;8;15;23;25;14;5;4;9;16;11;21;22;17
13;20;18;2;3;24;6;26;10;7;1;12;19;8;15;23;25;14;5;4;9;16;11;21;22;17
26;20;18;2;3;24;6;13;10;7;1;12;19;8;15;23;25;14;5;4;9;16;11;21;22;17
26;20;18;2;3;24;6;13;10;7;1;12;19;8;15;23;25;14;5;4;9;16;11;21;22;17
26;20;18;2;3;24;1;13;10;7;6;12;19;8;15;23;25;14;5;4;9;16;11;21;22;17
26;20;18;2;3;24;1;13;10;7;6;12;19;8;15;23;25;14;5;4;9;16;11;21;22;17
26;20;18;2;3;24;1;13;10;7;6;12;17;8;15;23;25;14;5;4;9;16;11;21;22;19
26;20;18;2;3;24;1;13;10;7;6;12;17;8;15;23;25;14;5;4;9;16;11;21;22;19
26;20;18;2;3;24;1;13;10;7;6;12;17;23;15;8;25;14;5;4;9;16;11;21;22;19
26;20;18;2;3;24;1;13;10;7;6;12;17;23;15;8;25;14;5;4;9;16;11;21;22;19
26;20;18;2;3;24;1;13;10;14;6;12;17;23;15;8;25;7;5;4;9;16;11;21;22;19
