"X1";"X28028";"X13";"X30";"X14";"X3";"X20";"X29";"X7";"X17";"X27";"X23";"X28";"X26";"X11";"X5";"X9";"X21";"X4";"X22";"X1.1";"X16";"X15";"X32";"X12";"X24";"X19";"X6";"X18";"X8";"X25";"X31";"X10";"X2"
47;26812;11;22;16;24;27;14;8;5;25;32;4;30;21;29;23;19;9;6;31;26;12;1;7;17;18;3;2;10;15;20;28;13
11;22;16;24;27;14;8;7;25;32;4;30;21;29;23;19;9;6;31;26;12;1;5;17;18;3;2;10;15;20;28;13;47;26812
47;26812;11;22;16;24;27;14;8;7;25;32;4;30;21;29;23;19;9;6;31;26;12;1;5;17;18;3;2;10;15;20;28;13
11;22;16;24;27;14;8;7;25;28;4;30;21;29;23;19;9;6;31;26;12;1;5;17;18;3;2;10;15;20;32;13;47;26632
47;26632;11;22;16;24;27;14;8;7;25;28;4;30;21;29;23;19;9;6;31;26;12;1;5;17;18;3;2;10;15;20;32;13
11;22;32;24;27;14;8;7;25;28;4;30;21;29;23;19;9;6;31;26;12;1;5;17;18;3;2;10;15;20;16;13;47;26678
48;26678;11;22;32;24;27;14;8;7;25;28;4;30;21;29;23;19;9;6;31;26;12;1;5;17;18;3;2;10;15;20;16;13
11;6;32;24;27;14;8;7;25;28;4;30;21;29;23;19;9;22;31;26;12;1;5;17;18;3;2;10;15;20;16;13;48;26586
48;26586;11;6;32;24;27;14;8;7;25;28;4;30;21;29;23;19;9;22;31;26;12;1;5;17;18;3;2;10;15;20;16;13
11;6;32;24;20;14;8;7;25;28;4;30;21;29;23;19;9;22;31;26;12;1;5;17;18;3;2;10;15;27;16;13;48;27086
48;27086;11;6;32;24;20;14;8;7;25;28;4;30;21;29;23;19;9;22;31;26;12;1;5;17;18;3;2;10;15;27;16;13
11;6;18;24;20;14;8;7;25;28;4;30;21;29;23;19;9;22;31;26;12;1;5;17;32;3;2;10;15;27;16;13;48;26826
48;26826;11;6;18;24;20;14;8;7;25;28;4;30;21;29;23;19;9;22;31;26;12;1;5;17;32;3;2;10;15;27;16;13
11;6;18;30;20;14;8;7;25;28;4;24;21;29;23;19;9;22;31;26;12;1;5;17;32;3;2;10;15;27;16;13;48;27306
48;27306;11;6;18;30;20;14;8;7;25;28;4;24;21;29;23;19;9;22;31;26;12;1;5;17;32;3;2;10;15;27;16;13
11;6;18;30;20;14;8;7;25;28;4;24;21;27;23;19;9;22;31;26;12;1;5;17;32;3;2;10;15;29;16;13;48;27386
48;27386;11;6;18;30;20;14;8;7;25;28;4;24;21;27;23;19;9;22;31;26;12;1;5;17;32;3;2;10;15;29;16;13
11;6;18;30;10;14;8;7;25;28;4;24;21;27;23;19;9;22;31;26;12;1;5;17;32;3;2;20;15;29;16;13;48;26180
48;26180;11;6;18;30;10;14;8;7;25;28;4;24;21;27;23;19;9;22;31;26;12;1;5;17;32;3;2;20;15;29;16;13
11;6;18;30;10;14;8;7;25;28;4;24;21;27;23;19;9;22;31;26;12;1;5;17;16;3;2;20;15;29;32;13;48;26180
48;26180;11;6;18;30;10;14;8;7;25;28;4;24;21;27;23;19;9;22;31;26;12;1;5;17;16;3;2;20;15;29;32;13
11;6;18;30;10;14;8;7;5;28;4;24;21;27;23;19;9;22;31;26;12;1;25;17;16;3;2;20;15;29;32;13;48;26164
48;26164;11;6;18;30;10;14;8;7;5;28;4;24;21;27;23;19;9;22;31;26;12;1;25;17;16;3;2;20;15;29;32;13
11;6;18;30;10;14;8;7;5;1;4;24;21;27;23;19;9;22;31;26;12;28;25;17;16;3;2;20;15;29;32;13;48;26268
48;26268;11;6;18;30;10;14;8;7;5;1;4;24;21;27;23;19;9;22;31;26;12;28;25;17;16;3;2;20;15;29;32;13
11;6;18;30;10;14;8;7;5;1;4;24;21;27;23;19;9;22;3;26;12;28;25;17;16;31;2;20;15;29;32;13;48;25764
48;25764;11;6;18;30;10;14;8;7;5;1;4;24;21;27;23;19;9;22;3;26;12;28;25;17;16;31;2;20;15;29;32;13
30;6;18;11;10;14;8;7;5;1;4;24;21;27;23;19;9;22;3;26;12;28;25;17;16;31;2;20;15;29;32;13;48;26006
48;26006;30;6;18;11;10;14;8;7;5;1;4;24;21;27;23;19;9;22;3;26;12;28;25;17;16;31;2;20;15;29;32;13
30;6;18;11;4;14;8;7;5;1;10;24;21;27;23;19;9;22;3;26;12;28;25;17;16;31;2;20;15;29;32;13;48;26166
48;26166;30;6;18;11;4;14;8;7;5;1;10;24;21;27;23;19;9;22;3;26;12;28;25;17;16;31;2;20;15;29;32;13
30;28;18;11;4;14;8;7;5;1;10;24;21;27;23;19;9;22;3;26;12;6;25;17;16;31;2;20;15;29;32;13;48;26046
48;26046;30;28;18;11;4;14;8;7;5;1;10;24;21;27;23;19;9;22;3;26;12;6;25;17;16;31;2;20;15;29;32;13
30;28;18;11;7;14;8;4;5;1;10;24;21;27;23;19;9;22;3;26;12;6;25;17;16;31;2;20;15;29;32;13;48;25606
48;25606;30;28;18;11;7;14;8;4;5;1;10;24;21;27;23;19;9;22;3;26;12;6;25;17;16;31;2;20;15;29;32;13
30;28;18;11;7;14;8;4;5;13;10;24;21;27;23;19;9;22;3;26;12;6;25;17;16;31;2;20;15;29;32;1;48;25906
48;25906;30;28;18;11;7;14;8;4;5;13;10;24;21;27;23;19;9;22;3;26;12;6;25;17;16;31;2;20;15;29;32;1
30;28;18;16;7;14;8;4;5;13;10;24;21;27;23;19;9;22;3;26;12;6;25;17;11;31;2;20;15;29;32;1;48;26626
48;25906;30;28;18;11;7;14;8;4;5;13;10;24;21;27;23;19;9;22;3;26;12;6;25;17;16;31;2;20;15;29;32;1
30;28;18;11;15;14;8;4;5;13;10;24;21;27;23;19;9;22;3;26;12;6;25;17;16;31;2;20;7;29;32;1;48;26026
48;26026;30;28;18;11;15;14;8;4;5;13;10;24;21;27;23;19;9;22;3;26;12;6;25;17;16;31;2;20;7;29;32;1
30;12;18;11;15;14;8;4;5;13;10;24;21;27;23;19;9;22;3;26;28;6;25;17;16;31;2;20;7;29;32;1;48;26302
48;26302;30;12;18;11;15;14;8;4;5;13;10;24;21;27;23;19;9;22;3;26;28;6;25;17;16;31;2;20;7;29;32;1
30;12;18;11;15;14;8;4;5;13;10;24;21;27;23;19;9;22;3;26;28;6;25;17;16;29;2;20;7;31;32;1;48;27062
48;27062;30;12;18;11;15;14;8;4;5;13;10;24;21;27;23;19;9;22;3;26;28;6;25;17;16;29;2;20;7;31;32;1
30;12;18;11;15;14;8;4;5;13;10;24;21;27;23;19;9;22;3;26;28;17;25;6;16;29;2;20;7;31;32;1;48;27100
49;27100;30;12;18;11;15;14;8;4;5;13;10;24;21;27;23;19;9;22;3;26;28;17;25;6;16;29;2;20;7;31;32;1
30;12;18;11;15;19;8;4;5;13;10;24;21;27;23;14;9;22;3;26;28;17;25;6;16;29;2;20;7;31;32;1;49;26702
49;26702;30;12;18;11;15;19;8;4;5;13;10;24;21;27;23;14;9;22;3;26;28;17;25;6;16;29;2;20;7;31;32;1
30;12;18;11;15;19;8;4;5;13;10;24;20;27;23;14;9;22;3;26;28;17;25;6;16;29;2;21;7;31;32;1;49;27102
49;27102;30;12;18;11;15;19;8;4;5;13;10;24;20;27;23;14;9;22;3;26;28;17;25;6;16;29;2;21;7;31;32;1
30;12;18;11;15;19;8;4;5;13;10;24;20;27;23;14;9;29;3;26;28;17;25;6;16;22;2;21;7;31;32;1;49;26922
49;26922;30;12;18;11;15;19;8;4;5;13;10;24;20;27;23;14;9;29;3;26;28;17;25;6;16;22;2;21;7;31;32;1
30;12;18;11;15;19;8;25;5;13;10;24;20;27;23;14;9;29;3;26;28;17;4;6;16;22;2;21;7;31;32;1;49;26584
49;26584;30;12;18;11;15;19;8;25;5;13;10;24;20;27;23;14;9;29;3;26;28;17;4;6;16;22;2;21;7;31;32;1
30;12;18;11;15;19;8;25;5;13;10;24;20;27;23;14;9;29;3;26;28;17;4;6;16;22;21;2;7;31;32;1;49;26332
49;26332;30;12;18;11;15;19;8;25;5;13;10;24;20;27;23;14;9;29;3;26;28;17;4;6;16;22;21;2;7;31;32;1
30;12;18;21;15;19;8;25;5;13;10;24;20;27;23;14;9;29;3;26;28;17;4;6;16;22;11;2;7;31;32;1;49;26838
49;26332;30;12;18;11;15;19;8;25;5;13;10;24;20;27;23;14;9;29;3;26;28;17;4;6;16;22;21;2;7;31;32;1
30;12;18;11;15;19;8;25;5;13;10;14;20;27;23;24;9;29;3;26;28;17;4;6;16;22;21;2;7;31;32;1;49;26744
49;26744;30;12;18;11;15;19;8;25;5;13;10;14;20;27;23;24;9;29;3;26;28;17;4;6;16;22;21;2;7;31;32;1
30;12;18;11;15;19;8;25;5;13;21;14;20;27;23;24;9;29;3;26;28;17;4;6;16;22;10;2;7;31;32;1;49;27184
49;26744;30;12;18;11;15;19;8;25;5;13;10;14;20;27;23;24;9;29;3;26;28;17;4;6;16;22;21;2;7;31;32;1
30;12;18;11;15;19;8;25;26;13;10;14;20;27;23;24;9;29;3;5;28;17;4;6;16;22;21;2;7;31;32;1;49;26846
49;26846;30;12;18;11;15;19;8;25;26;13;10;14;20;27;23;24;9;29;3;5;28;17;4;6;16;22;21;2;7;31;32;1
30;12;18;11;15;19;8;25;26;13;10;14;20;27;21;24;9;29;3;5;28;17;4;6;16;22;23;2;7;31;32;1;49;27326
49;27326;30;12;18;11;15;19;8;25;26;13;10;14;20;27;21;24;9;29;3;5;28;17;4;6;16;22;23;2;7;31;32;1
30;12;18;9;15;19;8;25;26;13;10;14;20;27;21;24;11;29;3;5;28;17;4;6;16;22;23;2;7;31;32;1;49;27086
49;27086;30;12;18;9;15;19;8;25;26;13;10;14;20;27;21;24;11;29;3;5;28;17;4;6;16;22;23;2;7;31;32;1
30;12;18;9;15;19;8;25;20;13;10;14;26;27;21;24;11;29;3;5;28;17;4;6;16;22;23;2;7;31;32;1;49;26766
49;26766;30;12;18;9;15;19;8;25;20;13;10;14;26;27;21;24;11;29;3;5;28;17;4;6;16;22;23;2;7;31;32;1
30;12;18;9;15;4;8;25;20;13;10;14;26;27;21;24;11;29;3;5;28;17;19;6;16;22;23;2;7;31;32;1;49;27150
49;27150;30;12;18;9;15;4;8;25;20;13;10;14;26;27;21;24;11;29;3;5;28;17;19;6;16;22;23;2;7;31;32;1
30;12;18;9;15;4;8;25;20;13;10;14;26;27;19;24;11;29;3;5;28;17;21;6;16;22;23;2;7;31;32;1;49;27190
49;27190;30;12;18;9;15;4;8;25;20;13;10;14;26;27;19;24;11;29;3;5;28;17;21;6;16;22;23;2;7;31;32;1
30;12;18;9;15;4;13;25;20;8;10;14;26;27;19;24;11;29;3;5;28;17;21;6;16;22;23;2;7;31;32;1;49;27390
49;27390;30;12;18;9;15;4;13;25;20;8;10;14;26;27;19;24;11;29;3;5;28;17;21;6;16;22;23;2;7;31;32;1
30;24;18;9;15;4;13;25;20;8;10;14;26;27;19;12;11;29;3;5;28;17;21;6;16;22;23;2;7;31;32;1;49;27400
49;27400;30;24;18;9;15;4;13;25;20;8;10;14;26;27;19;12;11;29;3;5;28;17;21;6;16;22;23;2;7;31;32;1
30;24;18;1;15;4;13;25;20;8;10;14;26;27;19;12;11;29;3;5;28;17;21;6;16;22;23;2;7;31;32;9;49;27720
49;27720;30;24;18;1;15;4;13;25;20;8;10;14;26;27;19;12;11;29;3;5;28;17;21;6;16;22;23;2;7;31;32;9
30;24;18;1;15;4;13;25;20;8;10;14;26;12;19;27;11;29;3;5;28;17;21;6;16;22;23;2;7;31;32;9;49;27808
49;27808;30;24;18;1;15;4;13;25;20;8;10;14;26;12;19;27;11;29;3;5;28;17;21;6;16;22;23;2;7;31;32;9
30;24;18;1;6;4;13;25;20;8;10;14;26;12;19;27;11;29;3;5;28;17;21;15;16;22;23;2;7;31;32;9;49;27228
49;27228;30;24;18;1;6;4;13;25;20;8;10;14;26;12;19;27;11;29;3;5;28;17;21;15;16;22;23;2;7;31;32;9
30;24;18;1;6;4;13;25;20;8;10;28;26;12;19;27;11;29;3;5;14;17;21;15;16;22;23;2;7;31;32;9;49;26490
50;26490;30;24;18;1;6;4;13;25;20;8;10;28;26;12;19;27;11;29;3;5;14;17;21;15;16;22;23;2;7;31;32;9
30;24;18;1;6;4;13;25;20;8;10;28;15;12;19;27;11;29;3;5;14;17;21;26;16;22;23;2;7;31;32;9;50;26746
50;26746;30;24;18;1;6;4;13;25;20;8;10;28;15;12;19;27;11;29;3;5;14;17;21;26;16;22;23;2;7;31;32;9
30;24;18;1;6;4;13;25;20;8;10;32;15;12;19;27;11;29;3;5;14;17;21;26;16;22;23;2;7;31;28;9;50;27026
50;27026;30;24;18;1;6;4;13;25;20;8;10;32;15;12;19;27;11;29;3;5;14;17;21;26;16;22;23;2;7;31;28;9
30;24;18;1;6;4;13;25;20;8;10;32;15;12;19;27;11;29;3;5;14;17;28;26;16;22;23;2;7;31;21;9;50;26946
50;26946;30;24;18;1;6;4;13;25;20;8;10;32;15;12;19;27;11;29;3;5;14;17;28;26;16;22;23;2;7;31;21;9
30;24;18;1;6;4;13;16;20;8;10;32;15;12;19;27;11;29;3;5;14;17;28;26;25;22;23;2;7;31;21;9;50;26474
50;26474;30;24;18;1;6;4;13;16;20;8;10;32;15;12;19;27;11;29;3;5;14;17;28;26;25;22;23;2;7;31;21;9
30;24;18;1;6;4;17;16;20;8;10;32;15;12;19;27;11;29;3;5;14;13;28;26;25;22;23;2;7;31;21;9;50;27662
50;27662;30;24;18;1;6;4;17;16;20;8;10;32;15;12;19;27;11;29;3;5;14;13;28;26;25;22;23;2;7;31;21;9
30;24;18;11;6;4;17;16;20;8;10;32;15;12;19;27;1;29;3;5;14;13;28;26;25;22;23;2;7;31;21;9;50;28222
50;28222;30;24;18;11;6;4;17;16;20;8;10;32;15;12;19;27;1;29;3;5;14;13;28;26;25;22;23;2;7;31;21;9
30;24;18;11;12;4;17;16;20;8;10;32;15;6;19;27;1;29;3;5;14;13;28;26;25;22;23;2;7;31;21;9;50;28562
50;28562;30;24;18;11;12;4;17;16;20;8;10;32;15;6;19;27;1;29;3;5;14;13;28;26;25;22;23;2;7;31;21;9
30;24;18;11;12;4;17;16;20;8;10;32;15;6;19;27;25;29;3;5;14;13;28;26;1;22;23;2;7;31;21;9;50;28306
50;28306;30;24;18;11;12;4;17;16;20;8;10;32;15;6;19;27;25;29;3;5;14;13;28;26;1;22;23;2;7;31;21;9
30;24;18;11;12;4;17;2;20;8;10;32;15;6;19;27;25;29;3;5;14;13;28;26;1;22;23;16;7;31;21;9;50;27986
50;27986;30;24;18;11;12;4;17;2;20;8;10;32;15;6;19;27;25;29;3;5;14;13;28;26;1;22;23;16;7;31;21;9
30;24;18;19;12;4;17;2;20;8;10;32;15;6;11;27;25;29;3;5;14;13;28;26;1;22;23;16;7;31;21;9;50;27858
50;27858;30;24;18;19;12;4;17;2;20;8;10;32;15;6;11;27;25;29;3;5;14;13;28;26;1;22;23;16;7;31;21;9
30;24;18;19;12;4;17;2;20;8;10;32;15;6;11;27;25;29;7;5;14;13;28;26;1;22;23;16;3;31;21;9;50;28158
50;28158;30;24;18;19;12;4;17;2;20;8;10;32;15;6;11;27;25;29;7;5;14;13;28;26;1;22;23;16;3;31;21;9
30;24;18;19;12;4;17;2;20;8;31;32;15;6;11;27;25;29;7;5;14;13;28;26;1;22;23;16;3;10;21;9;50;27750
50;27750;30;24;18;19;12;4;17;2;20;8;31;32;15;6;11;27;25;29;7;5;14;13;28;26;1;22;23;16;3;10;21;9
30;24;18;19;12;4;17;22;20;8;31;32;15;6;11;27;25;29;7;5;14;13;28;26;1;2;23;16;3;10;21;9;50;27422
50;27422;30;24;18;19;12;4;17;22;20;8;31;32;15;6;11;27;25;29;7;5;14;13;28;26;1;2;23;16;3;10;21;9
30;24;3;19;12;4;17;22;20;8;31;32;15;6;11;27;25;29;7;5;14;13;28;26;1;2;23;16;18;10;21;9;50;27406
50;27406;30;24;3;19;12;4;17;22;20;8;31;32;15;6;11;27;25;29;7;5;14;13;28;26;1;2;23;16;18;10;21;9
30;24;3;19;12;4;17;22;20;8;18;32;15;6;11;27;25;29;7;5;14;13;28;26;1;2;23;16;31;10;21;9;50;27566
50;27566;30;24;3;19;12;4;17;22;20;8;18;32;15;6;11;27;25;29;7;5;14;13;28;26;1;2;23;16;31;10;21;9
5;24;3;19;12;4;17;22;20;8;18;32;15;6;11;27;25;29;7;30;14;13;28;26;1;2;23;16;31;10;21;9;50;27682
50;27682;5;24;3;19;12;4;17;22;20;8;18;32;15;6;11;27;25;29;7;30;14;13;28;26;1;2;23;16;31;10;21;9
5;24;29;19;12;4;17;22;20;8;18;32;15;6;11;27;25;3;7;30;14;13;28;26;1;2;23;16;31;10;21;9;50;27406
50;27406;5;24;29;19;12;4;17;22;20;8;18;32;15;6;11;27;25;3;7;30;14;13;28;26;1;2;23;16;31;10;21;9
5;24;29;19;12;4;3;22;20;8;18;32;15;6;11;27;25;17;7;30;14;13;28;26;1;2;23;16;31;10;21;9;50;27226
50;27226;5;24;29;19;12;4;3;22;20;8;18;32;15;6;11;27;25;17;7;30;14;13;28;26;1;2;23;16;31;10;21;9
5;24;29;19;12;4;3;16;20;8;18;32;15;6;11;27;25;17;7;30;14;13;28;26;1;2;23;22;31;10;21;9;50;28270
50;27226;5;24;29;19;12;4;3;22;20;8;18;32;15;6;11;27;25;17;7;30;14;13;28;26;1;2;23;16;31;10;21;9
5;24;29;19;12;4;20;22;3;8;18;32;15;6;11;27;25;17;7;30;14;13;28;26;1;2;23;16;31;10;21;9;50;27162
51;27162;5;24;29;19;12;4;20;22;3;8;18;32;15;6;11;27;25;17;7;30;14;13;28;26;1;2;23;16;31;10;21;9
24;5;29;19;12;4;20;22;3;8;18;32;15;6;11;27;25;17;7;30;14;13;28;26;1;2;23;16;31;10;21;9;51;27176
51;27176;24;5;29;19;12;4;20;22;3;8;18;32;15;6;11;27;25;17;7;30;14;13;28;26;1;2;23;16;31;10;21;9
24;5;29;19;12;4;20;22;3;8;18;32;15;6;11;27;25;17;7;30;14;26;28;13;1;2;23;16;31;10;21;9;51;26570
51;26570;24;5;29;19;12;4;20;22;3;8;18;32;15;6;11;27;25;17;7;30;14;26;28;13;1;2;23;16;31;10;21;9
24;5;29;19;12;7;20;22;3;8;18;32;15;6;11;27;25;17;4;30;14;26;28;13;1;2;23;16;31;10;21;9;51;25890
51;25890;24;5;29;19;12;7;20;22;3;8;18;32;15;6;11;27;25;17;4;30;14;26;28;13;1;2;23;16;31;10;21;9
24;5;29;19;12;10;20;22;3;8;18;32;15;6;11;27;25;17;4;30;14;26;28;13;1;2;23;16;31;7;21;9;51;25570
51;25570;24;5;29;19;12;10;20;22;3;8;18;32;15;6;11;27;25;17;4;30;14;26;28;13;1;2;23;16;31;7;21;9
24;5;29;19;12;10;20;22;3;8;18;32;15;13;11;27;25;17;4;30;14;26;28;6;1;2;23;16;31;7;21;9;51;25690
51;25690;24;5;29;19;12;10;20;22;3;8;18;32;15;13;11;27;25;17;4;30;14;26;28;6;1;2;23;16;31;7;21;9
24;5;29;19;12;10;20;22;3;23;18;32;15;13;11;27;25;17;4;30;14;26;28;6;1;2;8;16;31;7;21;9;51;26048
51;26048;24;5;29;19;12;10;20;22;3;23;18;32;15;13;11;27;25;17;4;30;14;26;28;6;1;2;8;16;31;7;21;9
24;5;29;19;12;10;20;22;3;23;18;32;4;13;11;27;25;17;15;30;14;26;28;6;1;2;8;16;31;7;21;9;51;26368
51;26368;24;5;29;19;12;10;20;22;3;23;18;32;4;13;11;27;25;17;15;30;14;26;28;6;1;2;8;16;31;7;21;9
24;5;29;19;4;10;20;22;3;23;18;32;12;13;11;27;25;17;15;30;14;26;28;6;1;2;8;16;31;7;21;9;51;26328
51;26328;24;5;29;19;4;10;20;22;3;23;18;32;12;13;11;27;25;17;15;30;14;26;28;6;1;2;8;16;31;7;21;9
24;5;29;19;4;10;20;22;3;23;18;32;12;13;11;27;25;16;15;30;14;26;28;6;1;2;8;17;31;7;21;9;51;26806
51;26806;24;5;29;19;4;10;20;22;3;23;18;32;12;13;11;27;25;16;15;30;14;26;28;6;1;2;8;17;31;7;21;9
24;5;19;29;4;10;20;22;3;23;18;32;12;13;11;27;25;16;15;30;14;26;28;6;1;2;8;17;31;7;21;9;51;27206
51;27206;24;5;19;29;4;10;20;22;3;23;18;32;12;13;11;27;25;16;15;30;14;26;28;6;1;2;8;17;31;7;21;9
24;5;19;29;4;10;20;22;3;23;18;32;12;13;11;27;25;16;15;30;14;9;28;6;1;2;8;17;31;7;21;26;51;27684
51;27684;24;5;19;29;4;10;20;22;3;23;18;32;12;13;11;27;25;16;15;30;14;9;28;6;1;2;8;17;31;7;21;26
24;5;19;29;4;10;20;32;3;23;18;22;12;13;11;27;25;16;15;30;14;9;28;6;1;2;8;17;31;7;21;26;51;27564
51;27564;24;5;19;29;4;10;20;32;3;23;18;22;12;13;11;27;25;16;15;30;14;9;28;6;1;2;8;17;31;7;21;26
24;5;32;29;4;10;20;19;3;23;18;22;12;13;11;27;25;16;15;30;14;9;28;6;1;2;8;17;31;7;21;26;51;27804
51;27804;24;5;32;29;4;10;20;19;3;23;18;22;12;13;11;27;25;16;15;30;14;9;28;6;1;2;8;17;31;7;21;26
24;5;32;29;4;10;20;9;3;23;18;22;12;13;11;27;25;16;15;30;14;19;28;6;1;2;8;17;31;7;21;26;51;28310
51;28310;24;5;32;29;4;10;20;9;3;23;18;22;12;13;11;27;25;16;15;30;14;19;28;6;1;2;8;17;31;7;21;26
24;5;32;29;4;16;20;9;3;23;18;22;12;13;11;27;25;10;15;30;14;19;28;6;1;2;8;17;31;7;21;26;51;28510
51;28510;24;5;32;29;4;16;20;9;3;23;18;22;12;13;11;27;25;10;15;30;14;19;28;6;1;2;8;17;31;7;21;26
24;5;32;29;4;16;20;9;3;23;18;22;12;13;11;27;21;10;15;30;14;19;28;6;1;2;8;17;31;7;25;26;51;28550
51;28550;24;5;32;29;4;16;20;9;3;23;18;22;12;13;11;27;21;10;15;30;14;19;28;6;1;2;8;17;31;7;25;26
24;5;32;29;4;16;20;9;3;23;18;22;12;13;11;27;21;10;15;30;14;19;28;6;1;8;2;17;31;7;25;26;51;28350
51;28350;24;5;32;29;4;16;20;9;3;23;18;22;12;13;11;27;21;10;15;30;14;19;28;6;1;8;2;17;31;7;25;26
24;5;32;29;4;16;20;9;3;8;18;22;12;13;11;27;21;10;15;30;14;19;28;6;1;23;2;17;31;7;25;26;51;28976
51;28976;24;5;32;29;4;16;20;9;3;8;18;22;12;13;11;27;21;10;15;30;14;19;28;6;1;23;2;17;31;7;25;26
24;32;5;29;4;16;20;9;3;8;18;22;12;13;11;27;21;10;15;30;14;19;28;6;1;23;2;17;31;7;25;26;51;29056
51;29056;24;32;5;29;4;16;20;9;3;8;18;22;12;13;11;27;21;10;15;30;14;19;28;6;1;23;2;17;31;7;25;26
24;32;5;29;4;16;20;9;3;8;25;22;12;13;11;27;21;10;15;30;14;19;28;6;1;23;2;17;31;7;18;26;51;29176
52;29176;24;32;5;29;4;16;20;9;3;8;25;22;12;13;11;27;21;10;15;30;14;19;28;6;1;23;2;17;31;7;18;26
24;32;5;29;17;16;20;9;3;8;25;22;12;13;11;27;21;10;15;30;14;19;28;6;1;23;2;4;31;7;18;26;52;27514
52;27514;24;32;5;29;17;16;20;9;3;8;25;22;12;13;11;27;21;10;15;30;14;19;28;6;1;23;2;4;31;7;18;26
24;32;5;29;17;13;20;9;3;8;25;22;12;16;11;27;21;10;15;30;14;19;28;6;1;23;2;4;31;7;18;26;52;26934
52;26934;24;32;5;29;17;13;20;9;3;8;25;22;12;16;11;27;21;10;15;30;14;19;28;6;1;23;2;4;31;7;18;26
24;32;5;29;17;25;20;9;3;8;13;22;12;16;11;27;21;10;15;30;14;19;28;6;1;23;2;4;31;7;18;26;52;27080
52;27080;24;32;5;29;17;25;20;9;3;8;13;22;12;16;11;27;21;10;15;30;14;19;28;6;1;23;2;4;31;7;18;26
24;32;5;29;17;25;20;9;3;8;13;22;12;16;11;27;21;10;15;26;14;19;28;6;1;23;2;4;31;7;18;30;52;26880
52;26880;24;32;5;29;17;25;20;9;3;8;13;22;12;16;11;27;21;10;15;26;14;19;28;6;1;23;2;4;31;7;18;30
24;16;5;29;17;25;20;9;3;8;13;22;12;32;11;27;21;10;15;26;14;19;28;6;1;23;2;4;31;7;18;30;52;27846
52;27846;24;16;5;29;17;25;20;9;3;8;13;22;12;32;11;27;21;10;15;26;14;19;28;6;1;23;2;4;31;7;18;30
24;10;5;29;17;25;20;9;3;8;13;22;12;32;11;27;21;16;15;26;14;19;28;6;1;23;2;4;31;7;18;30;52;27086
52;27086;24;10;5;29;17;25;20;9;3;8;13;22;12;32;11;27;21;16;15;26;14;19;28;6;1;23;2;4;31;7;18;30
24;26;5;29;17;25;20;9;3;8;13;22;12;32;11;27;21;16;15;10;14;19;28;6;1;23;2;4;31;7;18;30;52;26580
52;26580;24;26;5;29;17;25;20;9;3;8;13;22;12;32;11;27;21;16;15;10;14;19;28;6;1;23;2;4;31;7;18;30
24;26;5;29;17;25;20;9;3;8;13;22;12;21;11;27;32;16;15;10;14;19;28;6;1;23;2;4;31;7;18;30;52;27860
52;26580;24;26;5;29;17;25;20;9;3;8;13;22;12;32;11;27;21;16;15;10;14;19;28;6;1;23;2;4;31;7;18;30
24;26;5;29;19;25;20;9;3;8;13;22;12;32;11;27;21;16;15;10;14;17;28;6;1;23;2;4;31;7;18;30;52;26620
52;26620;24;26;5;29;19;25;20;9;3;8;13;22;12;32;11;27;21;16;15;10;14;17;28;6;1;23;2;4;31;7;18;30
24;26;5;29;19;30;20;9;3;8;13;22;12;32;11;27;21;16;15;10;14;17;28;6;1;23;2;4;31;7;18;25;52;26900
52;26900;24;26;5;29;19;30;20;9;3;8;13;22;12;32;11;27;21;16;15;10;14;17;28;6;1;23;2;4;31;7;18;25
24;26;5;29;19;30;20;9;3;8;13;22;12;32;11;27;21;16;15;10;14;17;28;6;1;23;2;4;31;7;25;18;52;26900
52;26900;24;26;5;29;19;30;20;9;3;8;13;22;12;32;11;27;21;16;15;10;14;17;28;6;1;23;2;4;31;7;25;18
24;26;5;29;19;30;20;9;3;8;13;22;12;32;11;27;21;16;15;10;6;17;28;14;1;23;2;4;31;7;25;18;52;26820
52;26820;24;26;5;29;19;30;20;9;3;8;13;22;12;32;11;27;21;16;15;10;6;17;28;14;1;23;2;4;31;7;25;18
24;26;5;29;19;30;20;13;3;8;9;22;12;32;11;27;21;16;15;10;6;17;28;14;1;23;2;4;31;7;25;18;52;26740
52;26740;24;26;5;29;19;30;20;13;3;8;9;22;12;32;11;27;21;16;15;10;6;17;28;14;1;23;2;4;31;7;25;18
24;26;5;29;19;30;20;13;3;8;9;25;12;32;11;27;21;16;15;10;6;17;28;14;1;23;2;4;31;7;22;18;52;26660
52;26660;24;26;5;29;19;30;20;13;3;8;9;25;12;32;11;27;21;16;15;10;6;17;28;14;1;23;2;4;31;7;22;18
24;26;7;29;19;30;20;13;3;8;9;25;12;32;11;27;21;16;15;10;6;17;28;14;1;23;2;4;31;5;22;18;52;26740
52;26740;24;26;7;29;19;30;20;13;3;8;9;25;12;32;11;27;21;16;15;10;6;17;28;14;1;23;2;4;31;5;22;18
24;26;7;29;19;30;20;13;3;8;12;25;9;32;11;27;21;16;15;10;6;17;28;14;1;23;2;4;31;5;22;18;52;27340
52;27340;24;26;7;29;19;30;20;13;3;8;12;25;9;32;11;27;21;16;15;10;6;17;28;14;1;23;2;4;31;5;22;18
24;3;7;29;19;30;20;13;26;8;12;25;9;32;11;27;21;16;15;10;6;17;28;14;1;23;2;4;31;5;22;18;52;27736
