"X1";"X27316";"X11";"X12";"X13";"X29";"X18";"X21";"X16";"X17";"X5";"X1.1";"X7";"X8";"X15";"X30";"X22";"X2";"X6";"X9";"X26";"X27";"X28";"X3";"X20";"X4";"X14";"X31";"X19";"X25";"X10";"X32";"X23";"X24"
24;27996;31;11;3;4;19;24;22;27;21;9;12;7;18;25;1;16;13;23;28;32;5;20;30;6;2;14;15;26;29;17;8;10
31;11;3;4;19;24;22;27;21;9;12;7;18;5;1;16;13;23;28;32;25;20;30;6;2;14;15;26;29;17;8;10;24;27534
24;27534;31;11;3;4;19;24;22;27;21;9;12;7;18;5;1;16;13;23;28;32;25;20;30;6;2;14;15;26;29;17;8;10
31;30;3;4;19;24;22;27;21;9;12;7;18;5;1;16;13;23;28;32;25;20;11;6;2;14;15;26;29;17;8;10;24;28182
24;28182;31;30;3;4;19;24;22;27;21;9;12;7;18;5;1;16;13;23;28;32;25;20;11;6;2;14;15;26;29;17;8;10
31;15;3;4;19;24;22;27;21;9;12;7;18;5;1;16;13;23;28;32;25;20;11;6;2;14;30;26;29;17;8;10;24;27720
24;27720;31;15;3;4;19;24;22;27;21;9;12;7;18;5;1;16;13;23;28;32;25;20;11;6;2;14;30;26;29;17;8;10
31;15;3;4;19;24;22;27;21;9;12;7;18;5;1;16;13;23;28;26;25;20;11;6;2;14;30;32;29;17;8;10;24;27800
24;27800;31;15;3;4;19;24;22;27;21;9;12;7;18;5;1;16;13;23;28;26;25;20;11;6;2;14;30;32;29;17;8;10
31;15;3;4;19;24;22;27;21;9;12;7;18;5;1;16;23;13;28;26;25;20;11;6;2;14;30;32;29;17;8;10;24;25838
24;25838;31;15;3;4;19;24;22;27;21;9;12;7;18;5;1;16;23;13;28;26;25;20;11;6;2;14;30;32;29;17;8;10
31;15;3;4;29;24;22;27;21;9;12;7;18;5;1;16;23;13;28;26;25;20;11;6;2;14;30;32;19;17;8;10;24;26678
24;26678;31;15;3;4;29;24;22;27;21;9;12;7;18;5;1;16;23;13;28;26;25;20;11;6;2;14;30;32;19;17;8;10
31;15;3;4;29;10;22;27;21;9;12;7;18;5;1;16;23;13;28;26;25;20;11;6;2;14;30;32;19;17;8;24;24;26124
24;26124;31;15;3;4;29;10;22;27;21;9;12;7;18;5;1;16;23;13;28;26;25;20;11;6;2;14;30;32;19;17;8;24
31;15;3;4;29;10;30;27;21;9;12;7;18;5;1;16;23;13;28;26;25;20;11;6;2;14;22;32;19;17;8;24;24;26444
24;26444;31;15;3;4;29;10;30;27;21;9;12;7;18;5;1;16;23;13;28;26;25;20;11;6;2;14;22;32;19;17;8;24
31;15;3;4;29;10;30;27;21;9;12;7;18;5;1;16;23;13;28;26;25;20;11;6;2;14;22;32;17;19;8;24;24;26524
24;26524;31;15;3;4;29;10;30;27;21;9;12;7;18;5;1;16;23;13;28;26;25;20;11;6;2;14;22;32;17;19;8;24
31;15;3;4;29;10;30;27;21;32;12;7;18;5;1;16;23;13;28;26;25;20;11;6;2;14;22;9;17;19;8;24;24;26118
24;26118;31;15;3;4;29;10;30;27;21;32;12;7;18;5;1;16;23;13;28;26;25;20;11;6;2;14;22;9;17;19;8;24
31;15;3;4;29;10;30;28;21;32;12;7;18;5;1;16;23;13;27;26;25;20;11;6;2;14;22;9;17;19;8;24;24;26358
25;26358;31;15;3;4;29;10;30;28;21;32;12;7;18;5;1;16;23;13;27;26;25;20;11;6;2;14;22;9;17;19;8;24
31;15;3;4;8;10;30;28;21;32;12;7;18;5;1;16;23;13;27;26;25;20;11;6;2;14;22;9;17;19;29;24;25;25576
25;25576;31;15;3;4;8;10;30;28;21;32;12;7;18;5;1;16;23;13;27;26;25;20;11;6;2;14;22;9;17;19;29;24
31;15;3;4;8;22;30;28;21;32;12;7;18;5;1;16;23;13;27;26;25;20;11;6;2;14;10;9;17;19;29;24;25;25890
25;25890;31;15;3;4;8;22;30;28;21;32;12;7;18;5;1;16;23;13;27;26;25;20;11;6;2;14;10;9;17;19;29;24
27;15;3;4;8;22;30;28;21;32;12;7;18;5;1;16;23;13;31;26;25;20;11;6;2;14;10;9;17;19;29;24;25;25570
25;25570;27;15;3;4;8;22;30;28;21;32;12;7;18;5;1;16;23;13;31;26;25;20;11;6;2;14;10;9;17;19;29;24
27;15;3;4;8;22;30;28;21;32;12;7;18;5;1;16;23;13;31;26;6;20;11;25;2;14;10;9;17;19;29;24;25;25892
25;25892;27;15;3;4;8;22;30;28;21;32;12;7;18;5;1;16;23;13;31;26;6;20;11;25;2;14;10;9;17;19;29;24
27;15;3;4;8;22;30;28;21;32;9;7;18;5;1;16;23;13;31;26;6;20;11;25;2;14;10;12;17;19;29;24;25;26412
25;26412;27;15;3;4;8;22;30;28;21;32;9;7;18;5;1;16;23;13;31;26;6;20;11;25;2;14;10;12;17;19;29;24
27;15;3;4;8;1;30;28;21;32;9;7;18;5;22;16;23;13;31;26;6;20;11;25;2;14;10;12;17;19;29;24;25;26904
25;26904;27;15;3;4;8;1;30;28;21;32;9;7;18;5;22;16;23;13;31;26;6;20;11;25;2;14;10;12;17;19;29;24
27;15;3;4;26;1;30;28;21;32;9;7;18;5;22;16;23;13;31;8;6;20;11;25;2;14;10;12;17;19;29;24;25;27350
25;27350;27;15;3;4;26;1;30;28;21;32;9;7;18;5;22;16;23;13;31;8;6;20;11;25;2;14;10;12;17;19;29;24
27;15;3;4;2;1;30;28;21;32;9;7;18;5;22;16;23;13;31;8;6;20;11;25;26;14;10;12;17;19;29;24;25;27372
25;27372;27;15;3;4;2;1;30;28;21;32;9;7;18;5;22;16;23;13;31;8;6;20;11;25;26;14;10;12;17;19;29;24
27;15;3;4;2;1;30;28;7;32;9;21;18;5;22;16;23;13;31;8;6;20;11;25;26;14;10;12;17;19;29;24;25;27930
25;27930;27;15;3;4;2;1;30;28;7;32;9;21;18;5;22;16;23;13;31;8;6;20;11;25;26;14;10;12;17;19;29;24
27;32;3;4;2;1;30;28;7;15;9;21;18;5;22;16;23;13;31;8;6;20;11;25;26;14;10;12;17;19;29;24;25;28434
25;27930;27;15;3;4;2;1;30;28;7;32;9;21;18;5;22;16;23;13;31;8;6;20;11;25;26;14;10;12;17;19;29;24
27;15;3;4;2;1;30;28;7;32;9;23;18;5;22;16;21;13;31;8;6;20;11;25;26;14;10;12;17;19;29;24;25;28130
25;28130;27;15;3;4;2;1;30;28;7;32;9;23;18;5;22;16;21;13;31;8;6;20;11;25;26;14;10;12;17;19;29;24
27;15;3;4;2;1;30;28;7;32;9;23;18;5;22;16;21;13;31;8;6;20;10;25;26;14;11;12;17;19;29;24;25;28190
25;28190;27;15;3;4;2;1;30;28;7;32;9;23;18;5;22;16;21;13;31;8;6;20;10;25;26;14;11;12;17;19;29;24
27;15;4;3;2;1;30;28;7;32;9;23;18;5;22;16;21;13;31;8;6;20;10;25;26;14;11;12;17;19;29;24;25;28150
25;28150;27;15;4;3;2;1;30;28;7;32;9;23;18;5;22;16;21;13;31;8;6;20;10;25;26;14;11;12;17;19;29;24
27;15;4;3;2;1;30;28;7;32;9;23;18;5;22;16;21;13;31;8;6;24;10;25;26;14;11;12;17;19;29;20;25;27930
25;27930;27;15;4;3;2;1;30;28;7;32;9;23;18;5;22;16;21;13;31;8;6;24;10;25;26;14;11;12;17;19;29;20
27;15;4;3;2;1;30;28;7;32;25;23;18;5;22;16;21;13;31;8;6;24;10;9;26;14;11;12;17;19;29;20;25;27930
25;27930;27;15;4;3;2;1;30;28;7;32;25;23;18;5;22;16;21;13;31;8;6;24;10;9;26;14;11;12;17;19;29;20
27;15;4;3;2;1;30;16;7;32;25;23;18;5;22;28;21;13;31;8;6;24;10;9;26;14;11;12;17;19;29;20;25;27966
25;27966;27;15;4;3;2;1;30;16;7;32;25;23;18;5;22;28;21;13;31;8;6;24;10;9;26;14;11;12;17;19;29;20
27;19;4;3;2;1;30;16;7;32;25;23;18;5;22;28;21;13;31;8;6;24;10;9;26;14;11;12;17;15;29;20;25;27488
25;27488;27;19;4;3;2;1;30;16;7;32;25;23;18;5;22;28;21;13;31;8;6;24;10;9;26;14;11;12;17;15;29;20
27;19;4;3;5;1;30;16;7;32;25;23;18;2;22;28;21;13;31;8;6;24;10;9;26;14;11;12;17;15;29;20;25;27528
25;27528;27;19;4;3;5;1;30;16;7;32;25;23;18;2;22;28;21;13;31;8;6;24;10;9;26;14;11;12;17;15;29;20
27;19;4;3;5;1;30;16;7;32;25;23;28;2;22;18;21;13;31;8;6;24;10;9;26;14;11;12;17;15;29;20;25;27168
25;27168;27;19;4;3;5;1;30;16;7;32;25;23;28;2;22;18;21;13;31;8;6;24;10;9;26;14;11;12;17;15;29;20
27;19;4;3;32;1;30;16;7;5;25;23;28;2;22;18;21;13;31;8;6;24;10;9;26;14;11;12;17;15;29;20;25;27892
26;27892;27;19;4;3;32;1;30;16;7;5;25;23;28;2;22;18;21;13;31;8;6;24;10;9;26;14;11;12;17;15;29;20
27;31;4;3;32;1;30;16;7;5;25;23;28;2;22;18;21;13;19;8;6;24;10;9;26;14;11;12;17;15;29;20;26;27752
26;27752;27;31;4;3;32;1;30;16;7;5;25;23;28;2;22;18;21;13;19;8;6;24;10;9;26;14;11;12;17;15;29;20
27;31;12;3;32;1;30;16;7;5;25;23;28;2;22;18;21;13;19;8;6;24;10;9;26;14;11;4;17;15;29;20;26;27712
26;27712;27;31;12;3;32;1;30;16;7;5;25;23;28;2;22;18;21;13;19;8;6;24;10;9;26;14;11;4;17;15;29;20
27;31;12;3;32;1;30;16;7;5;25;23;28;14;22;18;21;13;19;8;6;24;10;9;26;2;11;4;17;15;29;20;26;27912
26;27912;27;31;12;3;32;1;30;16;7;5;25;23;28;14;22;18;21;13;19;8;6;24;10;9;26;2;11;4;17;15;29;20
27;31;12;3;2;1;30;16;7;5;25;23;28;14;22;18;21;13;19;8;6;24;10;9;26;32;11;4;17;15;29;20;26;28226
26;28226;27;31;12;3;2;1;30;16;7;5;25;23;28;14;22;18;21;13;19;8;6;24;10;9;26;32;11;4;17;15;29;20
27;31;12;3;2;1;30;16;7;5;25;23;28;14;22;18;10;13;19;8;6;24;21;9;26;32;11;4;17;15;29;20;26;27552
26;27552;27;31;12;3;2;1;30;16;7;5;25;23;28;14;22;18;10;13;19;8;6;24;21;9;26;32;11;4;17;15;29;20
27;31;32;3;2;1;30;16;7;5;25;23;28;14;22;18;10;13;19;8;6;24;21;9;26;12;11;4;17;15;29;20;26;27530
26;27530;27;31;32;3;2;1;30;16;7;5;25;23;28;14;22;18;10;13;19;8;6;24;21;9;26;12;11;4;17;15;29;20
27;31;32;3;2;1;30;16;7;5;25;23;28;14;22;18;10;13;19;8;6;24;4;9;26;12;11;21;17;15;29;20;26;27628
26;27628;27;31;32;3;2;1;30;16;7;5;25;23;28;14;22;18;10;13;19;8;6;24;4;9;26;12;11;21;17;15;29;20
27;31;32;3;2;1;30;4;7;5;25;23;28;14;22;18;10;13;19;8;6;24;16;9;26;12;11;21;17;15;29;20;26;27968
26;27968;27;31;32;3;2;1;30;4;7;5;25;23;28;14;22;18;10;13;19;8;6;24;16;9;26;12;11;21;17;15;29;20
27;31;32;3;2;1;30;4;7;5;25;29;28;14;22;18;10;13;19;8;6;24;16;9;26;12;11;21;17;15;23;20;26;28608
26;28608;27;31;32;3;2;1;30;4;7;5;25;29;28;14;22;18;10;13;19;8;6;24;16;9;26;12;11;21;17;15;23;20
27;31;32;3;2;1;30;4;7;19;25;29;28;14;22;18;10;13;5;8;6;24;16;9;26;12;11;21;17;15;23;20;26;28598
26;28598;27;31;32;3;2;1;30;4;7;19;25;29;28;14;22;18;10;13;5;8;6;24;16;9;26;12;11;21;17;15;23;20
27;31;20;3;2;1;30;4;7;19;25;29;28;14;22;18;10;13;5;8;6;24;16;9;26;12;11;21;17;15;23;32;26;28378
26;28378;27;31;20;3;2;1;30;4;7;19;25;29;28;14;22;18;10;13;5;8;6;24;16;9;26;12;11;21;17;15;23;32
27;31;20;3;2;1;30;4;7;19;25;24;28;14;22;18;10;13;5;8;6;29;16;9;26;12;11;21;17;15;23;32;26;28158
26;28158;27;31;20;3;2;1;30;4;7;19;25;24;28;14;22;18;10;13;5;8;6;29;16;9;26;12;11;21;17;15;23;32
27;31;20;3;24;1;30;4;7;19;25;2;28;14;22;18;10;13;5;8;6;29;16;9;26;12;11;21;17;15;23;32;26;28516
26;28516;27;31;20;3;24;1;30;4;7;19;25;2;28;14;22;18;10;13;5;8;6;29;16;9;26;12;11;21;17;15;23;32
27;31;30;3;24;1;20;4;7;19;25;2;28;14;22;18;10;13;5;8;6;29;16;9;26;12;11;21;17;15;23;32;26;27676
26;27676;27;31;30;3;24;1;20;4;7;19;25;2;28;14;22;18;10;13;5;8;6;29;16;9;26;12;11;21;17;15;23;32
27;31;30;3;24;1;20;4;7;19;25;2;28;14;22;6;10;13;5;8;18;29;16;9;26;12;11;21;17;15;23;32;26;26974
26;26974;27;31;30;3;24;1;20;4;7;19;25;2;28;14;22;6;10;13;5;8;18;29;16;9;26;12;11;21;17;15;23;32
27;31;30;3;32;1;20;4;7;19;25;2;28;14;22;6;10;13;5;8;18;29;16;9;26;12;11;21;17;15;23;24;26;27374
26;27374;27;31;30;3;32;1;20;4;7;19;25;2;28;14;22;6;10;13;5;8;18;29;16;9;26;12;11;21;17;15;23;24
27;31;30;3;32;1;20;4;7;19;25;2;28;14;22;6;10;13;5;8;18;29;16;9;26;17;11;21;12;15;23;24;26;27380
26;27380;27;31;30;3;32;1;20;4;7;19;25;2;28;14;22;6;10;13;5;8;18;29;16;9;26;17;11;21;12;15;23;24
27;31;30;3;32;1;25;4;7;19;20;2;28;14;22;6;10;13;5;8;18;29;16;9;26;17;11;21;12;15;23;24;26;28680
26;28680;27;31;30;3;32;1;25;4;7;19;20;2;28;14;22;6;10;13;5;8;18;29;16;9;26;17;11;21;12;15;23;24
27;31;30;3;32;1;25;4;7;19;20;2;28;14;22;6;10;13;5;8;18;16;29;9;26;17;11;21;12;15;23;24;26;29064
26;29064;27;31;30;3;32;1;25;4;7;19;20;2;28;14;22;6;10;13;5;8;18;16;29;9;26;17;11;21;12;15;23;24
27;31;30;3;32;1;25;4;7;19;23;2;28;14;22;6;10;13;5;8;18;16;29;9;26;17;11;21;12;15;20;24;26;28424
27;28424;27;31;30;3;32;1;25;4;7;19;23;2;28;14;22;6;10;13;5;8;18;16;29;9;26;17;11;21;12;15;20;24
13;31;30;3;32;1;25;4;7;19;23;2;28;14;22;6;10;27;5;8;18;16;29;9;26;17;11;21;12;15;20;24;27;29010
27;29010;13;31;30;3;32;1;25;4;7;19;23;2;28;14;22;6;10;27;5;8;18;16;29;9;26;17;11;21;12;15;20;24
13;31;18;3;32;1;25;4;7;19;23;2;28;14;22;6;10;27;5;8;30;16;29;9;26;17;11;21;12;15;20;24;27;28530
27;28530;13;31;18;3;32;1;25;4;7;19;23;2;28;14;22;6;10;27;5;8;30;16;29;9;26;17;11;21;12;15;20;24
13;31;18;3;32;1;29;4;7;19;23;2;28;14;22;6;10;27;5;8;30;16;25;9;26;17;11;21;12;15;20;24;27;28730
27;28730;13;31;18;3;32;1;29;4;7;19;23;2;28;14;22;6;10;27;5;8;30;16;25;9;26;17;11;21;12;15;20;24
13;31;18;15;32;1;29;4;7;19;23;2;28;14;22;6;10;27;5;8;30;16;25;9;26;17;11;21;12;3;20;24;27;28430
27;28430;13;31;18;15;32;1;29;4;7;19;23;2;28;14;22;6;10;27;5;8;30;16;25;9;26;17;11;21;12;3;20;24
13;31;18;15;32;14;29;4;7;19;23;2;28;1;22;6;10;27;5;8;30;16;25;9;26;17;11;21;12;3;20;24;27;28110
27;28110;13;31;18;15;32;14;29;4;7;19;23;2;28;1;22;6;10;27;5;8;30;16;25;9;26;17;11;21;12;3;20;24
13;31;18;15;32;14;29;4;7;19;23;10;28;1;22;6;2;27;5;8;30;16;25;9;26;17;11;21;12;3;20;24;27;28310
27;28310;13;31;18;15;32;14;29;4;7;19;23;10;28;1;22;6;2;27;5;8;30;16;25;9;26;17;11;21;12;3;20;24
13;31;18;15;32;14;29;4;7;19;23;10;28;1;22;6;2;26;5;8;30;16;25;9;27;17;11;21;12;3;20;24;27;28290
27;28290;13;31;18;15;32;14;29;4;7;19;23;10;28;1;22;6;2;26;5;8;30;16;25;9;27;17;11;21;12;3;20;24
13;31;18;15;32;14;29;4;7;19;23;10;28;1;16;6;2;26;5;8;30;22;25;9;27;17;11;21;12;3;20;24;27;28342
27;28342;13;31;18;15;32;14;29;4;7;19;23;10;28;1;16;6;2;26;5;8;30;22;25;9;27;17;11;21;12;3;20;24
13;31;18;15;32;14;29;4;7;19;23;17;28;1;16;6;2;26;5;8;30;22;25;9;27;10;11;21;12;3;20;24;27;27414
27;27414;13;31;18;15;32;14;29;4;7;19;23;17;28;1;16;6;2;26;5;8;30;22;25;9;27;10;11;21;12;3;20;24
13;31;18;15;32;14;29;4;7;19;23;17;28;1;16;6;2;26;5;8;30;22;25;20;27;10;11;21;12;3;9;24;27;27626
27;27626;13;31;18;15;32;14;29;4;7;19;23;17;28;1;16;6;2;26;5;8;30;22;25;20;27;10;11;21;12;3;9;24
13;31;18;15;32;23;29;4;7;19;14;17;28;1;16;6;2;26;5;8;30;22;25;20;27;10;11;21;12;3;9;24;27;27780
27;27780;13;31;18;15;32;23;29;4;7;19;14;17;28;1;16;6;2;26;5;8;30;22;25;20;27;10;11;21;12;3;9;24
13;31;18;15;32;23;29;4;7;19;14;17;28;1;16;6;2;26;5;8;30;22;25;20;27;10;11;12;21;3;9;24;27;27214
27;27214;13;31;18;15;32;23;29;4;7;19;14;17;28;1;16;6;2;26;5;8;30;22;25;20;27;10;11;12;21;3;9;24
13;31;18;15;32;23;29;17;7;19;14;4;28;1;16;6;2;26;5;8;30;22;25;20;27;10;11;12;21;3;9;24;27;27410
27;27410;13;31;18;15;32;23;29;17;7;19;14;4;28;1;16;6;2;26;5;8;30;22;25;20;27;10;11;12;21;3;9;24
13;31;18;15;8;23;29;17;7;19;14;4;28;1;16;6;2;26;5;32;30;22;25;20;27;10;11;12;21;3;9;24;27;26852
27;26852;13;31;18;15;8;23;29;17;7;19;14;4;28;1;16;6;2;26;5;32;30;22;25;20;27;10;11;12;21;3;9;24
13;28;18;15;8;23;29;17;7;19;14;4;31;1;16;6;2;26;5;32;30;22;25;20;27;10;11;12;21;3;9;24;27;26972
27;26972;13;28;18;15;8;23;29;17;7;19;14;4;31;1;16;6;2;26;5;32;30;22;25;20;27;10;11;12;21;3;9;24
13;28;2;15;8;23;29;17;7;19;14;4;31;1;16;6;18;26;5;32;30;22;25;20;27;10;11;12;21;3;9;24;27;26926
27;26926;13;28;2;15;8;23;29;17;7;19;14;4;31;1;16;6;18;26;5;32;30;22;25;20;27;10;11;12;21;3;9;24
13;28;2;15;8;23;29;17;19;7;14;4;31;1;16;6;18;26;5;32;30;22;25;20;27;10;11;12;21;3;9;24;27;26730
27;26730;13;28;2;15;8;23;29;17;19;7;14;4;31;1;16;6;18;26;5;32;30;22;25;20;27;10;11;12;21;3;9;24
13;28;2;15;8;23;29;17;19;7;14;4;31;22;16;6;18;26;5;32;30;1;25;20;27;10;11;12;21;3;9;24;27;26516
27;26516;13;28;2;15;8;23;29;17;19;7;14;4;31;22;16;6;18;26;5;32;30;1;25;20;27;10;11;12;21;3;9;24
13;28;2;15;8;23;29;17;19;7;14;4;31;22;16;6;18;26;5;32;30;1;25;20;24;10;11;12;21;3;9;27;27;26676
27;26676;13;28;2;15;8;23;29;17;19;7;14;4;31;22;16;6;18;26;5;32;30;1;25;20;24;10;11;12;21;3;9;27
8;28;2;15;13;23;29;17;19;7;14;4;31;22;16;6;18;26;5;32;30;1;25;20;24;10;11;12;21;3;9;27;27;26456
28;26456;8;28;2;15;13;23;29;17;19;7;14;4;31;22;16;6;18;26;5;32;30;1;25;20;24;10;11;12;21;3;9;27
8;28;2;15;13;23;29;17;19;7;14;4;31;22;16;6;18;26;5;11;30;1;25;20;24;10;32;12;21;3;9;27;28;26412
28;26412;8;28;2;15;13;23;29;17;19;7;14;4;31;22;16;6;18;26;5;11;30;1;25;20;24;10;32;12;21;3;9;27
16;28;2;15;13;23;29;17;19;7;14;4;31;22;8;6;18;26;5;11;30;1;25;20;24;10;32;12;21;3;9;27;28;26732
28;26732;16;28;2;15;13;23;29;17;19;7;14;4;31;22;8;6;18;26;5;11;30;1;25;20;24;10;32;12;21;3;9;27
16;28;2;15;13;23;25;17;19;7;14;4;31;22;8;6;18;26;5;11;30;1;29;20;24;10;32;12;21;3;9;27;28;26772
28;26772;16;28;2;15;13;23;25;17;19;7;14;4;31;22;8;6;18;26;5;11;30;1;29;20;24;10;32;12;21;3;9;27
16;23;2;15;13;28;25;17;19;7;14;4;31;22;8;6;18;26;5;11;30;1;29;20;24;10;32;12;21;3;9;27;28;26732
28;26732;16;23;2;15;13;28;25;17;19;7;14;4;31;22;8;6;18;26;5;11;30;1;29;20;24;10;32;12;21;3;9;27
16;23;2;15;13;28;9;17;19;7;14;4;31;22;8;6;18;26;5;11;30;1;29;20;24;10;32;12;21;3;25;27;28;26778
28;26778;16;23;2;15;13;28;9;17;19;7;14;4;31;22;8;6;18;26;5;11;30;1;29;20;24;10;32;12;21;3;25;27
16;23;2;15;13;28;9;17;1;7;14;4;31;22;8;6;18;26;5;11;30;19;29;20;24;10;32;12;21;3;25;27;28;26658
28;26658;16;23;2;15;13;28;9;17;1;7;14;4;31;22;8;6;18;26;5;11;30;19;29;20;24;10;32;12;21;3;25;27
16;23;2;15;13;28;9;17;1;7;14;4;31;22;8;6;18;26;5;12;30;19;29;20;24;10;32;11;21;3;25;27;28;26898
28;26898;16;23;2;15;13;28;9;17;1;7;14;4;31;22;8;6;18;26;5;12;30;19;29;20;24;10;32;11;21;3;25;27
16;23;2;15;13;28;9;17;1;7;14;4;31;22;12;6;18;26;5;8;30;19;29;20;24;10;32;11;21;3;25;27;28;26838
28;26838;16;23;2;15;13;28;9;17;1;7;14;4;31;22;12;6;18;26;5;8;30;19;29;20;24;10;32;11;21;3;25;27
16;23;2;15;13;28;9;17;5;7;14;4;31;22;12;6;18;26;1;8;30;19;29;20;24;10;32;11;21;3;25;27;28;26658
28;26658;16;23;2;15;13;28;9;17;5;7;14;4;31;22;12;6;18;26;1;8;30;19;29;20;24;10;32;11;21;3;25;27
16;23;2;15;13;28;9;17;5;7;14;4;31;22;12;6;18;26;1;8;30;19;27;20;24;10;32;11;21;3;25;29;28;26398
28;26398;16;23;2;15;13;28;9;17;5;7;14;4;31;22;12;6;18;26;1;8;30;19;27;20;24;10;32;11;21;3;25;29
16;23;2;15;13;28;9;17;14;7;5;4;31;22;12;6;18;26;1;8;30;19;27;20;24;10;32;11;21;3;25;29;28;26578
28;26578;16;23;2;15;13;28;9;17;14;7;5;4;31;22;12;6;18;26;1;8;30;19;27;20;24;10;32;11;21;3;25;29
16;23;2;15;13;28;9;30;14;7;5;4;31;22;12;6;18;26;1;8;17;19;27;20;24;10;32;11;21;3;25;29;28;26618
28;26618;16;23;2;15;13;28;9;30;14;7;5;4;31;22;12;6;18;26;1;8;17;19;27;20;24;10;32;11;21;3;25;29
16;23;2;15;13;28;18;30;14;7;5;4;31;22;12;6;9;26;1;8;17;19;27;20;24;10;32;11;21;3;25;29;28;26460
28;26460;16;23;2;15;13;28;18;30;14;7;5;4;31;22;12;6;9;26;1;8;17;19;27;20;24;10;32;11;21;3;25;29
16;23;2;15;13;28;18;30;14;4;5;7;31;22;12;6;9;26;1;8;17;19;27;20;24;10;32;11;21;3;25;29;28;26020
28;26020;16;23;2;15;13;28;18;30;14;4;5;7;31;22;12;6;9;26;1;8;17;19;27;20;24;10;32;11;21;3;25;29
16;23;2;15;13;28;18;30;14;4;5;7;31;22;12;6;8;26;1;9;17;19;27;20;24;10;32;11;21;3;25;29;28;25980
28;25980;16;23;2;15;13;28;18;30;14;4;5;7;31;22;12;6;8;26;1;9;17;19;27;20;24;10;32;11;21;3;25;29
16;23;2;15;13;28;18;30;14;4;5;7;31;22;12;6;8;26;1;9;17;19;29;20;24;10;32;11;21;3;25;27;28;26240
28;26240;16;23;2;15;13;28;18;30;14;4;5;7;31;22;12;6;8;26;1;9;17;19;29;20;24;10;32;11;21;3;25;27
16;23;2;15;13;28;18;30;14;4;5;7;31;22;12;6;8;26;1;9;17;19;29;20;24;10;27;11;21;3;25;32;28;26080
28;26080;16;23;2;15;13;28;18;30;14;4;5;7;31;22;12;6;8;26;1;9;17;19;29;20;24;10;27;11;21;3;25;32
16;32;2;15;13;28;18;30;14;4;5;7;31;22;12;6;8;26;1;9;17;19;29;20;24;10;27;11;21;3;25;23;28;26740
28;26740;16;32;2;15;13;28;18;30;14;4;5;7;31;22;12;6;8;26;1;9;17;19;29;20;24;10;27;11;21;3;25;23
16;32;2;15;13;28;11;30;14;4;5;7;31;22;12;6;8;26;1;9;17;19;29;20;24;10;27;18;21;3;25;23;28;26078
28;26078;16;32;2;15;13;28;11;30;14;4;5;7;31;22;12;6;8;26;1;9;17;19;29;20;24;10;27;18;21;3;25;23
16;32;14;15;13;28;11;30;2;4;5;7;31;22;12;6;8;26;1;9;17;19;29;20;24;10;27;18;21;3;25;23;28;26158
29;26158;16;32;14;15;13;28;11;30;2;4;5;7;31;22;12;6;8;26;1;9;17;19;29;20;24;10;27;18;21;3;25;23
16;32;14;15;13;28;11;30;2;4;5;7;31;22;26;6;8;12;1;9;17;19;29;20;24;10;27;18;21;3;25;23;29;26566
29;26566;16;32;14;15;13;28;11;30;2;4;5;7;31;22;26;6;8;12;1;9;17;19;29;20;24;10;27;18;21;3;25;23
16;32;14;15;13;22;11;30;2;4;5;7;31;28;26;6;8;12;1;9;17;19;29;20;24;10;27;18;21;3;25;23;29;25986
29;25986;16;32;14;15;13;22;11;30;2;4;5;7;31;28;26;6;8;12;1;9;17;19;29;20;24;10;27;18;21;3;25;23
16;32;14;15;13;22;11;30;2;4;5;7;31;28;26;6;20;12;1;9;17;19;29;8;24;10;27;18;21;3;25;23;29;27294
29;27294;16;32;14;15;13;22;11;30;2;4;5;7;31;28;26;6;20;12;1;9;17;19;29;8;24;10;27;18;21;3;25;23
16;32;14;15;13;22;11;30;2;4;5;7;31;28;26;6;20;12;1;9;17;19;29;24;8;10;27;18;21;3;25;23;29;26926
29;26926;16;32;14;15;13;22;11;30;2;4;5;7;31;28;26;6;20;12;1;9;17;19;29;24;8;10;27;18;21;3;25;23
16;4;14;15;13;22;11;30;2;32;5;7;31;28;26;6;20;12;1;9;17;19;29;24;8;10;27;18;21;3;25;23;29;26934
29;26934;16;4;14;15;13;22;11;30;2;32;5;7;31;28;26;6;20;12;1;9;17;19;29;24;8;10;27;18;21;3;25;23
16;4;14;15;13;28;11;30;2;32;5;7;31;22;26;6;20;12;1;9;17;19;29;24;8;10;27;18;21;3;25;23;29;27594
29;27594;16;4;14;15;13;28;11;30;2;32;5;7;31;22;26;6;20;12;1;9;17;19;29;24;8;10;27;18;21;3;25;23
16;4;14;15;13;28;11;30;2;32;5;7;31;22;26;6;23;12;1;9;17;19;29;24;8;10;27;18;21;3;25;20;29;26594
29;26594;16;4;14;15;13;28;11;30;2;32;5;7;31;22;26;6;23;12;1;9;17;19;29;24;8;10;27;18;21;3;25;20
16;4;14;15;13;28;11;30;29;32;5;7;31;22;26;6;23;12;1;9;17;19;2;24;8;10;27;18;21;3;25;20;29;26842
29;26842;16;4;14;15;13;28;11;30;29;32;5;7;31;22;26;6;23;12;1;9;17;19;2;24;8;10;27;18;21;3;25;20
16;4;14;15;13;28;11;30;29;32;3;7;31;22;26;6;23;12;1;9;17;19;2;24;8;10;27;18;21;5;25;20;29;26402
