"X1";"X304";"X47";"X9";"X32";"X28";"X10";"X64";"X17";"X11";"X23";"X26";"X4";"X33";"X59";"X29";"X49";"X12";"X34";"X48";"X44";"X45";"X3";"X2";"X22";"X61";"X16";"X37";"X15";"X8";"X14";"X53";"X50";"X6";"X60";"X39";"X24";"X30";"X58";"X13";"X54";"X63";"X20";"X19";"X18";"X55";"X42";"X38";"X43";"X46";"X25";"X27";"X21";"X62";"X57";"X36";"X40";"X5";"X41";"X51";"X7";"X52";"X35";"X56";"X31";"X1.1"
19;268;48;58;50;35;43;23;49;36;54;63;51;20;61;4;55;34;16;57;19;53;29;39;15;10;5;62;21;32;38;3;2;40;56;33;59;9;1;14;41;12;17;11;28;64;45;18;13;44;7;25;8;46;24;42;37;30;27;6;52;22;31;47;60;26
48;58;50;35;43;23;49;36;54;63;51;20;61;4;55;34;16;57;19;53;29;39;15;10;5;62;21;32;38;3;42;40;56;33;59;9;1;14;41;12;17;11;28;64;45;18;13;44;7;25;8;46;24;2;37;30;27;6;52;22;31;47;60;26;19;268
19;268;48;58;50;35;43;23;49;36;54;63;51;20;61;4;55;34;16;57;19;53;29;39;15;10;5;62;21;32;38;3;42;40;56;33;59;9;1;14;41;12;17;11;28;64;45;18;13;44;7;25;8;46;24;2;37;30;27;6;52;22;31;47;60;26
48;58;50;35;43;23;49;36;54;63;51;20;61;4;55;34;16;57;19;53;29;39;15;2;5;62;21;32;38;3;42;40;56;33;59;9;1;14;41;12;17;11;28;64;45;18;13;44;7;25;8;46;24;10;37;30;27;6;52;22;31;47;60;26;19;268
19;268;48;58;50;35;43;23;49;36;54;63;51;20;61;4;55;34;16;57;19;53;29;39;15;2;5;62;21;32;38;3;42;40;56;33;59;9;1;14;41;12;17;11;28;64;45;18;13;44;7;25;8;46;24;10;37;30;27;6;52;22;31;47;60;26
48;58;50;35;43;23;49;36;54;63;51;20;61;4;55;34;16;57;19;53;29;39;15;2;5;62;21;32;38;3;42;40;56;33;59;9;1;14;41;12;17;11;28;64;45;18;13;44;27;25;8;46;24;10;37;30;7;6;52;22;31;47;60;26;19;268
19;268;48;58;50;35;43;23;49;36;54;63;51;20;61;4;55;34;16;57;19;53;29;39;15;2;5;62;21;32;38;3;42;40;56;33;59;9;1;14;41;12;17;11;28;64;45;18;13;44;27;25;8;46;24;10;37;30;7;6;52;22;31;47;60;26
48;58;50;35;43;23;49;36;54;63;51;20;61;4;55;8;16;57;19;53;29;39;15;2;5;62;21;32;38;3;42;40;56;33;59;9;1;14;41;12;17;11;28;64;45;18;13;44;27;25;34;46;24;10;37;30;7;6;52;22;31;47;60;26;19;268
19;268;48;58;50;35;43;23;49;36;54;63;51;20;61;4;55;8;16;57;19;53;29;39;15;2;5;62;21;32;38;3;42;40;56;33;59;9;1;14;41;12;17;11;28;64;45;18;13;44;27;25;34;46;24;10;37;30;7;6;52;22;31;47;60;26
48;58;50;35;43;23;49;36;54;63;51;20;61;4;55;8;16;57;19;53;29;39;15;2;5;62;21;32;38;3;42;40;56;33;45;9;1;14;41;12;17;11;28;64;59;18;13;44;27;25;34;46;24;10;37;30;7;6;52;22;31;47;60;26;19;270
19;270;48;58;50;35;43;23;49;36;54;63;51;20;61;4;55;8;16;57;19;53;29;39;15;2;5;62;21;32;38;3;42;40;56;33;45;9;1;14;41;12;17;11;28;64;59;18;13;44;27;25;34;46;24;10;37;30;7;6;52;22;31;47;60;26
48;58;50;35;43;23;49;36;54;63;51;20;61;4;55;8;16;57;19;53;29;39;5;2;15;62;21;32;38;3;42;40;56;33;45;9;1;14;41;12;17;11;28;64;59;18;13;44;27;25;34;46;24;10;37;30;7;6;52;22;31;47;60;26;19;270
19;270;48;58;50;35;43;23;49;36;54;63;51;20;61;4;55;8;16;57;19;53;29;39;5;2;15;62;21;32;38;3;42;40;56;33;45;9;1;14;41;12;17;11;28;64;59;18;13;44;27;25;34;46;24;10;37;30;7;6;52;22;31;47;60;26
48;58;50;35;43;23;49;36;54;63;51;20;61;4;55;8;16;57;19;53;29;39;7;2;15;62;21;32;38;3;42;40;56;33;45;9;1;14;41;12;17;11;28;64;59;18;13;44;27;25;34;46;24;10;37;30;5;6;52;22;31;47;60;26;19;270
19;270;48;58;50;35;43;23;49;36;54;63;51;20;61;4;55;8;16;57;19;53;29;39;7;2;15;62;21;32;38;3;42;40;56;33;45;9;1;14;41;12;17;11;28;64;59;18;13;44;27;25;34;46;24;10;37;30;5;6;52;22;31;47;60;26
48;58;50;35;43;23;24;36;54;63;51;20;61;4;55;8;16;57;19;53;29;39;7;2;15;62;21;32;38;3;42;40;56;33;45;9;1;14;41;12;17;11;28;64;59;18;13;44;27;25;34;46;49;10;37;30;5;6;52;22;31;47;60;26;19;270
19;270;48;58;50;35;43;23;24;36;54;63;51;20;61;4;55;8;16;57;19;53;29;39;7;2;15;62;21;32;38;3;42;40;56;33;45;9;1;14;41;12;17;11;28;64;59;18;13;44;27;25;34;46;49;10;37;30;5;6;52;22;31;47;60;26
48;58;50;35;43;23;24;36;54;63;51;20;11;4;55;8;16;57;19;53;29;39;7;2;15;62;21;32;38;3;42;40;56;33;45;9;1;14;41;12;17;61;28;64;59;18;13;44;27;25;34;46;49;10;37;30;5;6;52;22;31;47;60;26;19;270
20;270;48;58;50;35;43;23;24;36;54;63;51;20;11;4;55;8;16;57;19;53;29;39;7;2;15;62;21;32;38;3;42;40;56;33;45;9;1;14;41;12;17;61;28;64;59;18;13;44;27;25;34;46;49;10;37;30;5;6;52;22;31;47;60;26
48;59;50;35;43;23;24;36;54;63;51;20;11;4;55;8;16;57;19;53;29;39;7;2;15;62;21;32;38;3;42;40;56;33;45;9;1;14;41;12;17;61;28;64;58;18;13;44;27;25;34;46;49;10;37;30;5;6;52;22;31;47;60;26;20;270
20;270;48;59;50;35;43;23;24;36;54;63;51;20;11;4;55;8;16;57;19;53;29;39;7;2;15;62;21;32;38;3;42;40;56;33;45;9;1;14;41;12;17;61;28;64;58;18;13;44;27;25;34;46;49;10;37;30;5;6;52;22;31;47;60;26
48;59;50;35;43;27;24;36;54;63;51;20;11;4;55;8;16;57;19;53;29;39;7;2;15;62;21;32;38;3;42;40;56;33;45;9;1;14;41;12;17;61;28;64;58;18;13;44;23;25;34;46;49;10;37;30;5;6;52;22;31;47;60;26;20;274
20;274;48;59;50;35;43;27;24;36;54;63;51;20;11;4;55;8;16;57;19;53;29;39;7;2;15;62;21;32;38;3;42;40;56;33;45;9;1;14;41;12;17;61;28;64;58;18;13;44;23;25;34;46;49;10;37;30;5;6;52;22;31;47;60;26
48;59;50;35;43;27;56;36;54;63;51;20;11;4;55;8;16;57;19;53;29;39;7;2;15;62;21;32;38;3;42;40;24;33;45;9;1;14;41;12;17;61;28;64;58;18;13;44;23;25;34;46;49;10;37;30;5;6;52;22;31;47;60;26;20;276
20;276;48;59;50;35;43;27;56;36;54;63;51;20;11;4;55;8;16;57;19;53;29;39;7;2;15;62;21;32;38;3;42;40;24;33;45;9;1;14;41;12;17;61;28;64;58;18;13;44;23;25;34;46;49;10;37;30;5;6;52;22;31;47;60;26
48;18;50;35;43;27;56;36;54;63;51;20;11;4;55;8;16;57;19;53;29;39;7;2;15;62;21;32;38;3;42;40;24;33;45;9;1;14;41;12;17;61;28;64;58;59;13;44;23;25;34;46;49;10;37;30;5;6;52;22;31;47;60;26;20;260
20;260;48;18;50;35;43;27;56;36;54;63;51;20;11;4;55;8;16;57;19;53;29;39;7;2;15;62;21;32;38;3;42;40;24;33;45;9;1;14;41;12;17;61;28;64;58;59;13;44;23;25;34;46;49;10;37;30;5;6;52;22;31;47;60;26
48;18;50;35;43;27;56;36;54;63;51;20;11;4;55;8;44;57;19;53;29;39;7;2;15;62;21;32;38;3;42;40;24;33;45;9;1;14;41;12;17;61;28;64;58;59;13;16;23;25;34;46;49;10;37;30;5;6;52;22;31;47;60;26;20;248
20;248;48;18;50;35;43;27;56;36;54;63;51;20;11;4;55;8;44;57;19;53;29;39;7;2;15;62;21;32;38;3;42;40;24;33;45;9;1;14;41;12;17;61;28;64;58;59;13;16;23;25;34;46;49;10;37;30;5;6;52;22;31;47;60;26
48;18;50;35;43;27;56;36;54;63;51;20;11;4;55;8;44;57;19;53;29;39;7;2;15;62;21;32;38;3;42;10;24;33;45;9;1;14;41;12;17;61;28;64;58;59;13;16;23;25;34;46;49;40;37;30;5;6;52;22;31;47;60;26;20;248
20;248;48;18;50;35;43;27;56;36;54;63;51;20;11;4;55;8;44;57;19;53;29;39;7;2;15;62;21;32;38;3;42;10;24;33;45;9;1;14;41;12;17;61;28;64;58;59;13;16;23;25;34;46;49;40;37;30;5;6;52;22;31;47;60;26
48;18;50;35;43;27;56;36;39;63;51;20;11;4;55;8;44;57;19;53;29;54;7;2;15;62;21;32;38;3;42;10;24;33;45;9;1;14;41;12;17;61;28;64;58;59;13;16;23;25;34;46;49;40;37;30;5;6;52;22;31;47;60;26;20;250
20;250;48;18;50;35;43;27;56;36;39;63;51;20;11;4;55;8;44;57;19;53;29;54;7;2;15;62;21;32;38;3;42;10;24;33;45;9;1;14;41;12;17;61;28;64;58;59;13;16;23;25;34;46;49;40;37;30;5;6;52;22;31;47;60;26
48;18;50;35;43;42;56;36;39;63;51;20;11;4;55;8;44;57;19;53;29;54;7;2;15;62;21;32;38;3;27;10;24;33;45;9;1;14;41;12;17;61;28;64;58;59;13;16;23;25;34;46;49;40;37;30;5;6;52;22;31;47;60;26;20;266
20;266;48;18;50;35;43;42;56;36;39;63;51;20;11;4;55;8;44;57;19;53;29;54;7;2;15;62;21;32;38;3;27;10;24;33;45;9;1;14;41;12;17;61;28;64;58;59;13;16;23;25;34;46;49;40;37;30;5;6;52;22;31;47;60;26
48;18;50;35;43;42;56;36;39;63;51;20;11;4;55;8;44;57;19;53;29;54;7;2;15;62;21;32;38;3;27;10;24;33;45;9;1;14;41;12;17;61;28;64;58;59;13;16;23;25;34;46;49;40;37;30;5;6;47;22;31;52;60;26;20;266
20;266;48;18;50;35;43;42;56;36;39;63;51;20;11;4;55;8;44;57;19;53;29;54;7;2;15;62;21;32;38;3;27;10;24;33;45;9;1;14;41;12;17;61;28;64;58;59;13;16;23;25;34;46;49;40;37;30;5;6;47;22;31;52;60;26
48;18;50;35;43;42;56;36;39;17;51;20;11;4;55;8;44;57;19;53;29;54;7;2;15;62;21;32;38;3;27;10;24;33;45;9;1;14;41;12;63;61;28;64;58;59;13;16;23;25;34;46;49;40;37;30;5;6;47;22;31;52;60;26;20;270
20;270;48;18;50;35;43;42;56;36;39;17;51;20;11;4;55;8;44;57;19;53;29;54;7;2;15;62;21;32;38;3;27;10;24;33;45;9;1;14;41;12;63;61;28;64;58;59;13;16;23;25;34;46;49;40;37;30;5;6;47;22;31;52;60;26
48;18;50;35;43;42;56;36;39;17;51;20;30;4;55;8;44;57;19;53;29;54;7;2;15;62;21;32;38;3;27;10;24;33;45;9;1;14;41;12;63;61;28;64;58;59;13;16;23;25;34;46;49;40;37;11;5;6;47;22;31;52;60;26;20;270
20;270;48;18;50;35;43;42;56;36;39;17;51;20;30;4;55;8;44;57;19;53;29;54;7;2;15;62;21;32;38;3;27;10;24;33;45;9;1;14;41;12;63;61;28;64;58;59;13;16;23;25;34;46;49;40;37;11;5;6;47;22;31;52;60;26
48;18;50;35;43;42;56;36;32;17;51;20;30;4;55;8;44;57;19;53;29;54;7;2;15;62;21;39;38;3;27;10;24;33;45;9;1;14;41;12;63;61;28;64;58;59;13;16;23;25;34;46;49;40;37;11;5;6;47;22;31;52;60;26;20;270
20;270;48;18;50;35;43;42;56;36;32;17;51;20;30;4;55;8;44;57;19;53;29;54;7;2;15;62;21;39;38;3;27;10;24;33;45;9;1;14;41;12;63;61;28;64;58;59;13;16;23;25;34;46;49;40;37;11;5;6;47;22;31;52;60;26
48;18;30;35;43;42;56;36;32;17;51;20;50;4;55;8;44;57;19;53;29;54;7;2;15;62;21;39;38;3;27;10;24;33;45;9;1;14;41;12;63;61;28;64;58;59;13;16;23;25;34;46;49;40;37;11;5;6;47;22;31;52;60;26;20;272
20;272;48;18;30;35;43;42;56;36;32;17;51;20;50;4;55;8;44;57;19;53;29;54;7;2;15;62;21;39;38;3;27;10;24;33;45;9;1;14;41;12;63;61;28;64;58;59;13;16;23;25;34;46;49;40;37;11;5;6;47;22;31;52;60;26
48;18;30;35;43;42;19;36;32;17;51;20;50;4;55;8;44;57;56;53;29;54;7;2;15;62;21;39;38;3;27;10;24;33;45;9;1;14;41;12;63;61;28;64;58;59;13;16;23;25;34;46;49;40;37;11;5;6;47;22;31;52;60;26;20;276
20;276;48;18;30;35;43;42;19;36;32;17;51;20;50;4;55;8;44;57;56;53;29;54;7;2;15;62;21;39;38;3;27;10;24;33;45;9;1;14;41;12;63;61;28;64;58;59;13;16;23;25;34;46;49;40;37;11;5;6;47;22;31;52;60;26
48;18;30;35;43;42;19;36;32;17;51;20;50;4;55;8;64;57;56;53;29;54;7;2;15;62;21;39;38;3;27;10;24;33;45;9;1;14;41;12;63;61;28;44;58;59;13;16;23;25;34;46;49;40;37;11;5;6;47;22;31;52;60;26;20;276
20;276;48;18;30;35;43;42;19;36;32;17;51;20;50;4;55;8;64;57;56;53;29;54;7;2;15;62;21;39;38;3;27;10;24;33;45;9;1;14;41;12;63;61;28;44;58;59;13;16;23;25;34;46;49;40;37;11;5;6;47;22;31;52;60;26
48;18;30;40;43;42;19;36;32;17;51;20;50;4;55;8;64;57;56;53;29;54;7;2;15;62;21;39;38;3;27;10;24;33;45;9;1;14;41;12;63;61;28;44;58;59;13;16;23;25;34;46;49;35;37;11;5;6;47;22;31;52;60;26;20;280
20;280;48;18;30;40;43;42;19;36;32;17;51;20;50;4;55;8;64;57;56;53;29;54;7;2;15;62;21;39;38;3;27;10;24;33;45;9;1;14;41;12;63;61;28;44;58;59;13;16;23;25;34;46;49;35;37;11;5;6;47;22;31;52;60;26
48;18;30;40;43;42;19;36;32;17;51;20;50;4;55;8;64;57;56;53;29;54;58;2;15;62;21;39;38;3;27;10;24;33;45;9;1;14;41;12;63;61;28;44;7;59;13;16;23;25;34;46;49;35;37;11;5;6;47;22;31;52;60;26;20;280
20;280;48;18;30;40;43;42;19;36;32;17;51;20;50;4;55;8;64;57;56;53;29;54;58;2;15;62;21;39;38;3;27;10;24;33;45;9;1;14;41;12;63;61;28;44;7;59;13;16;23;25;34;46;49;35;37;11;5;6;47;22;31;52;60;26
48;18;30;40;43;42;19;36;32;17;51;13;50;4;55;8;64;57;56;53;29;54;58;2;15;62;21;39;38;3;27;10;24;33;45;9;1;14;41;12;63;61;28;44;7;59;20;16;23;25;34;46;49;35;37;11;5;6;47;22;31;52;60;26;20;280
20;280;48;18;30;40;43;42;19;36;32;17;51;13;50;4;55;8;64;57;56;53;29;54;58;2;15;62;21;39;38;3;27;10;24;33;45;9;1;14;41;12;63;61;28;44;7;59;20;16;23;25;34;46;49;35;37;11;5;6;47;22;31;52;60;26
48;18;30;40;41;42;19;36;32;17;51;13;50;4;55;8;64;57;56;53;29;54;58;2;15;62;21;39;38;3;27;10;24;33;45;9;1;14;43;12;63;61;28;44;7;59;20;16;23;25;34;46;49;35;37;11;5;6;47;22;31;52;60;26;20;286
20;286;48;18;30;40;41;42;19;36;32;17;51;13;50;4;55;8;64;57;56;53;29;54;58;2;15;62;21;39;38;3;27;10;24;33;45;9;1;14;43;12;63;61;28;44;7;59;20;16;23;25;34;46;49;35;37;11;5;6;47;22;31;52;60;26
48;18;30;40;41;42;19;36;32;17;51;13;50;4;55;8;64;57;56;53;29;54;58;2;15;62;21;39;38;3;27;10;24;33;45;9;1;14;43;12;63;61;28;44;7;59;20;16;6;25;34;46;49;35;37;11;5;23;47;22;31;52;60;26;20;286
21;286;48;18;30;40;41;42;19;36;32;17;51;13;50;4;55;8;64;57;56;53;29;54;58;2;15;62;21;39;38;3;27;10;24;33;45;9;1;14;43;12;63;61;28;44;7;59;20;16;6;25;34;46;49;35;37;11;5;23;47;22;31;52;60;26
37;18;30;40;41;42;19;36;32;17;51;13;50;4;55;8;64;57;56;53;29;54;58;2;15;62;21;39;38;3;27;10;24;33;45;9;1;14;43;12;63;61;28;44;7;59;20;16;6;25;34;46;49;35;48;11;5;23;47;22;31;52;60;26;21;286
21;286;37;18;30;40;41;42;19;36;32;17;51;13;50;4;55;8;64;57;56;53;29;54;58;2;15;62;21;39;38;3;27;10;24;33;45;9;1;14;43;12;63;61;28;44;7;59;20;16;6;25;34;46;49;35;48;11;5;23;47;22;31;52;60;26
37;18;30;40;41;42;19;36;32;17;51;13;50;4;55;8;64;57;56;53;29;54;58;2;15;62;21;39;38;22;27;10;24;33;45;9;1;14;43;12;63;61;28;44;7;59;20;16;6;25;34;46;49;35;48;11;5;23;47;3;31;52;60;26;21;282
21;282;37;18;30;40;41;42;19;36;32;17;51;13;50;4;55;8;64;57;56;53;29;54;58;2;15;62;21;39;38;22;27;10;24;33;45;9;1;14;43;12;63;61;28;44;7;59;20;16;6;25;34;46;49;35;48;11;5;23;47;3;31;52;60;26
37;18;30;40;41;42;19;36;32;17;51;13;50;4;55;8;24;57;56;53;29;54;58;2;15;62;21;39;38;22;27;10;64;33;45;9;1;14;43;12;63;61;28;44;7;59;20;16;6;25;34;46;49;35;48;11;5;23;47;3;31;52;60;26;21;278
21;278;37;18;30;40;41;42;19;36;32;17;51;13;50;4;55;8;24;57;56;53;29;54;58;2;15;62;21;39;38;22;27;10;64;33;45;9;1;14;43;12;63;61;28;44;7;59;20;16;6;25;34;46;49;35;48;11;5;23;47;3;31;52;60;26
37;18;30;40;41;42;19;36;32;17;51;13;50;4;55;8;24;57;56;53;29;54;58;2;15;62;21;39;38;35;27;10;64;33;45;9;1;14;43;12;63;61;28;44;7;59;20;16;6;25;34;46;49;22;48;11;5;23;47;3;31;52;60;26;21;282
21;282;37;18;30;40;41;42;19;36;32;17;51;13;50;4;55;8;24;57;56;53;29;54;58;2;15;62;21;39;38;35;27;10;64;33;45;9;1;14;43;12;63;61;28;44;7;59;20;16;6;25;34;46;49;22;48;11;5;23;47;3;31;52;60;26
37;18;30;40;41;42;19;36;32;26;51;13;50;4;55;8;24;57;56;53;29;54;58;2;15;62;21;39;38;35;27;10;64;33;45;9;1;14;43;12;63;61;28;44;7;59;20;16;6;25;34;46;49;22;48;11;5;23;47;3;31;52;60;17;21;290
21;290;37;18;30;40;41;42;19;36;32;26;51;13;50;4;55;8;24;57;56;53;29;54;58;2;15;62;21;39;38;35;27;10;64;33;45;9;1;14;43;12;63;61;28;44;7;59;20;16;6;25;34;46;49;22;48;11;5;23;47;3;31;52;60;17
37;18;30;40;41;42;19;36;32;26;51;13;50;4;55;8;24;57;56;53;29;54;58;2;15;62;21;39;38;35;27;10;64;33;45;9;1;14;43;12;63;61;28;3;7;59;20;16;6;25;34;46;49;22;48;11;5;23;47;44;31;52;60;17;21;290
21;290;37;18;30;40;41;42;19;36;32;26;51;13;50;4;55;8;24;57;56;53;29;54;58;2;15;62;21;39;38;35;27;10;64;33;45;9;1;14;43;12;63;61;28;3;7;59;20;16;6;25;34;46;49;22;48;11;5;23;47;44;31;52;60;17
37;18;30;40;41;42;19;36;32;26;51;13;50;4;55;8;24;57;56;53;29;39;58;2;15;62;21;54;38;35;27;10;64;33;45;9;1;14;43;12;63;61;28;3;7;59;20;16;6;25;34;46;49;22;48;11;5;23;47;44;31;52;60;17;21;292
21;292;37;18;30;40;41;42;19;36;32;26;51;13;50;4;55;8;24;57;56;53;29;39;58;2;15;62;21;54;38;35;27;10;64;33;45;9;1;14;43;12;63;61;28;3;7;59;20;16;6;25;34;46;49;22;48;11;5;23;47;44;31;52;60;17
37;18;30;40;41;42;19;36;32;26;51;13;50;4;55;15;24;57;56;53;29;39;58;2;8;62;21;54;38;35;27;10;64;33;45;9;1;14;43;12;63;61;28;3;7;59;20;16;6;25;34;46;49;22;48;11;5;23;47;44;31;52;60;17;21;292
21;292;37;18;30;40;41;42;19;36;32;26;51;13;50;4;55;15;24;57;56;53;29;39;58;2;8;62;21;54;38;35;27;10;64;33;45;9;1;14;43;12;63;61;28;3;7;59;20;16;6;25;34;46;49;22;48;11;5;23;47;44;31;52;60;17
37;18;30;40;41;42;19;36;32;26;51;13;50;4;55;15;24;57;56;53;29;8;58;2;39;62;21;54;38;35;27;10;64;33;45;9;1;14;43;12;63;61;28;3;7;59;20;16;6;25;34;46;49;22;48;11;5;23;47;44;31;52;60;17;21;288
21;288;37;18;30;40;41;42;19;36;32;26;51;13;50;4;55;15;24;57;56;53;29;8;58;2;39;62;21;54;38;35;27;10;64;33;45;9;1;14;43;12;63;61;28;3;7;59;20;16;6;25;34;46;49;22;48;11;5;23;47;44;31;52;60;17
37;18;30;40;41;42;19;36;32;26;51;13;50;4;55;15;24;57;56;53;29;8;58;2;28;62;21;54;38;35;27;10;64;33;45;9;1;14;43;12;63;61;39;3;7;59;20;16;6;25;34;46;49;22;48;11;5;23;47;44;31;52;60;17;21;288
21;288;37;18;30;40;41;42;19;36;32;26;51;13;50;4;55;15;24;57;56;53;29;8;58;2;28;62;21;54;38;35;27;10;64;33;45;9;1;14;43;12;63;61;39;3;7;59;20;16;6;25;34;46;49;22;48;11;5;23;47;44;31;52;60;17
37;18;30;29;41;42;19;36;32;26;51;13;50;4;55;15;24;57;56;53;40;8;58;2;28;62;21;54;38;35;27;10;64;33;45;9;1;14;43;12;63;61;39;3;7;59;20;16;6;25;34;46;49;22;48;11;5;23;47;44;31;52;60;17;21;280
21;280;37;18;30;29;41;42;19;36;32;26;51;13;50;4;55;15;24;57;56;53;40;8;58;2;28;62;21;54;38;35;27;10;64;33;45;9;1;14;43;12;63;61;39;3;7;59;20;16;6;25;34;46;49;22;48;11;5;23;47;44;31;52;60;17
37;18;30;29;41;42;19;36;32;26;51;60;50;4;55;15;24;57;56;53;40;8;58;2;28;62;21;54;38;35;27;10;64;33;45;9;1;14;43;12;63;61;39;3;7;59;20;16;6;25;34;46;49;22;48;11;5;23;47;44;31;52;13;17;21;280
21;280;37;18;30;29;41;42;19;36;32;26;51;60;50;4;55;15;24;57;56;53;40;8;58;2;28;62;21;54;38;35;27;10;64;33;45;9;1;14;43;12;63;61;39;3;7;59;20;16;6;25;34;46;49;22;48;11;5;23;47;44;31;52;13;17
37;18;30;29;32;42;19;36;41;26;51;60;50;4;55;15;24;57;56;53;40;8;58;2;28;62;21;54;38;35;27;10;64;33;45;9;1;14;43;12;63;61;39;3;7;59;20;16;6;25;34;46;49;22;48;11;5;23;47;44;31;52;13;17;21;280
21;280;37;18;30;29;32;42;19;36;41;26;51;60;50;4;55;15;24;57;56;53;40;8;58;2;28;62;21;54;38;35;27;10;64;33;45;9;1;14;43;12;63;61;39;3;7;59;20;16;6;25;34;46;49;22;48;11;5;23;47;44;31;52;13;17
37;18;50;29;32;42;19;36;41;26;51;60;30;4;55;15;24;57;56;53;40;8;58;2;28;62;21;54;38;35;27;10;64;33;45;9;1;14;43;12;63;61;39;3;7;59;20;16;6;25;34;46;49;22;48;11;5;23;47;44;31;52;13;17;21;274
21;274;37;18;50;29;32;42;19;36;41;26;51;60;30;4;55;15;24;57;56;53;40;8;58;2;28;62;21;54;38;35;27;10;64;33;45;9;1;14;43;12;63;61;39;3;7;59;20;16;6;25;34;46;49;22;48;11;5;23;47;44;31;52;13;17
37;18;19;29;32;42;50;36;41;26;51;60;30;4;55;15;24;57;56;53;40;8;58;2;28;62;21;54;38;35;27;10;64;33;45;9;1;14;43;12;63;61;39;3;7;59;20;16;6;25;34;46;49;22;48;11;5;23;47;44;31;52;13;17;21;272
21;272;37;18;19;29;32;42;50;36;41;26;51;60;30;4;55;15;24;57;56;53;40;8;58;2;28;62;21;54;38;35;27;10;64;33;45;9;1;14;43;12;63;61;39;3;7;59;20;16;6;25;34;46;49;22;48;11;5;23;47;44;31;52;13;17
37;18;19;29;32;31;50;36;41;26;51;60;30;4;55;15;24;57;56;53;40;8;58;2;28;62;21;54;38;35;27;10;64;33;45;9;1;14;43;12;63;61;39;3;7;59;20;16;6;25;34;46;49;22;48;11;5;23;47;44;42;52;13;17;21;264
21;264;37;18;19;29;32;31;50;36;41;26;51;60;30;4;55;15;24;57;56;53;40;8;58;2;28;62;21;54;38;35;27;10;64;33;45;9;1;14;43;12;63;61;39;3;7;59;20;16;6;25;34;46;49;22;48;11;5;23;47;44;42;52;13;17
37;18;19;29;32;31;50;36;27;26;51;60;30;4;55;15;24;57;56;53;40;8;58;2;28;62;21;54;38;35;41;10;64;33;45;9;1;14;43;12;63;61;39;3;7;59;20;16;6;25;34;46;49;22;48;11;5;23;47;44;42;52;13;17;21;264
21;264;37;18;19;29;32;31;50;36;27;26;51;60;30;4;55;15;24;57;56;53;40;8;58;2;28;62;21;54;38;35;41;10;64;33;45;9;1;14;43;12;63;61;39;3;7;59;20;16;6;25;34;46;49;22;48;11;5;23;47;44;42;52;13;17
37;18;19;29;32;22;50;36;27;26;51;60;30;4;55;15;24;57;56;53;40;8;58;2;28;62;21;54;38;35;41;10;64;33;45;9;1;14;43;12;63;61;39;3;7;59;20;16;6;25;34;46;49;31;48;11;5;23;47;44;42;52;13;17;21;264
21;264;37;18;19;29;32;22;50;36;27;26;51;60;30;4;55;15;24;57;56;53;40;8;58;2;28;62;21;54;38;35;41;10;64;33;45;9;1;14;43;12;63;61;39;3;7;59;20;16;6;25;34;46;49;31;48;11;5;23;47;44;42;52;13;17
37;18;19;29;32;22;50;36;27;26;51;60;30;4;55;15;24;57;56;53;40;8;58;2;28;62;21;54;38;35;41;10;64;33;45;9;1;14;43;12;63;61;39;7;3;59;20;16;6;25;34;46;49;31;48;11;5;23;47;44;42;52;13;17;21;268
21;268;37;18;19;29;32;22;50;36;27;26;51;60;30;4;55;15;24;57;56;53;40;8;58;2;28;62;21;54;38;35;41;10;64;33;45;9;1;14;43;12;63;61;39;7;3;59;20;16;6;25;34;46;49;31;48;11;5;23;47;44;42;52;13;17
37;18;19;29;32;22;50;36;27;26;51;60;30;4;55;15;24;57;56;53;40;8;58;2;28;62;21;54;38;35;41;10;64;9;45;33;1;14;43;12;63;61;39;7;3;59;20;16;6;25;34;46;49;31;48;11;5;23;47;44;42;52;13;17;21;268
22;268;37;18;19;29;32;22;50;36;27;26;51;60;30;4;55;15;24;57;56;53;40;8;58;2;28;62;21;54;38;35;41;10;64;9;45;33;1;14;43;12;63;61;39;7;3;59;20;16;6;25;34;46;49;31;48;11;5;23;47;44;42;52;13;17
37;18;19;29;32;22;50;36;27;26;51;60;30;4;55;15;24;57;56;53;40;8;58;2;28;62;16;54;38;35;41;10;64;9;45;33;1;14;43;12;63;61;39;7;3;59;20;21;6;25;34;46;49;31;48;11;5;23;47;44;42;52;13;17;22;264
22;264;37;18;19;29;32;22;50;36;27;26;51;60;30;4;55;15;24;57;56;53;40;8;58;2;28;62;16;54;38;35;41;10;64;9;45;33;1;14;43;12;63;61;39;7;3;59;20;21;6;25;34;46;49;31;48;11;5;23;47;44;42;52;13;17
37;18;19;29;32;22;50;36;27;26;51;60;30;4;55;15;24;57;56;20;40;8;58;2;28;62;16;54;38;35;41;10;64;9;45;33;1;14;43;12;63;61;39;7;3;59;53;21;6;25;34;46;49;31;48;11;5;23;47;44;42;52;13;17;22;260
22;260;37;18;19;29;32;22;50;36;27;26;51;60;30;4;55;15;24;57;56;20;40;8;58;2;28;62;16;54;38;35;41;10;64;9;45;33;1;14;43;12;63;61;39;7;3;59;53;21;6;25;34;46;49;31;48;11;5;23;47;44;42;52;13;17
37;18;19;29;32;22;50;36;27;26;51;60;30;4;55;15;24;57;56;20;40;8;58;2;28;62;16;54;38;35;41;10;64;9;45;33;1;14;43;12;63;6;39;7;3;59;53;21;61;25;34;46;49;31;48;11;5;23;47;44;42;52;13;17;22;260
