"X1";"X26580";"X11";"X14";"X32";"X28";"X30";"X3";"X25";"X15";"X27";"X19";"X1.1";"X20";"X26";"X4";"X24";"X12";"X23";"X18";"X13";"X8";"X17";"X6";"X29";"X5";"X2";"X7";"X22";"X21";"X16";"X9";"X31";"X10"
40;27672;4;7;21;23;6;25;13;32;20;24;10;17;31;5;1;16;11;12;26;9;3;30;14;27;28;8;19;18;2;15;22;29
4;7;21;23;6;25;13;32;20;24;10;17;31;5;1;16;11;12;26;9;3;22;14;27;28;8;19;18;2;15;30;29;40;27152
40;27152;4;7;21;23;6;25;13;32;20;24;10;17;31;5;1;16;11;12;26;9;3;22;14;27;28;8;19;18;2;15;30;29
4;7;21;23;6;25;13;32;20;24;10;17;31;5;1;16;11;12;8;9;3;22;14;27;28;26;19;18;2;15;30;29;40;27676
40;27676;4;7;21;23;6;25;13;32;20;24;10;17;31;5;1;16;11;12;8;9;3;22;14;27;28;26;19;18;2;15;30;29
4;7;21;23;6;25;13;32;20;24;10;17;31;5;1;16;11;12;8;9;3;22;14;27;28;26;15;18;2;19;30;29;40;27308
40;27308;4;7;21;23;6;25;13;32;20;24;10;17;31;5;1;16;11;12;8;9;3;22;14;27;28;26;15;18;2;19;30;29
4;7;21;23;6;25;32;13;20;24;10;17;31;5;1;16;11;12;8;9;3;22;14;27;28;26;15;18;2;19;30;29;40;26498
40;26498;4;7;21;23;6;25;32;13;20;24;10;17;31;5;1;16;11;12;8;9;3;22;14;27;28;26;15;18;2;19;30;29
4;7;21;23;6;25;32;13;14;24;10;17;31;5;1;16;11;12;8;9;3;22;20;27;28;26;15;18;2;19;30;29;40;26110
40;26110;4;7;21;23;6;25;32;13;14;24;10;17;31;5;1;16;11;12;8;9;3;22;20;27;28;26;15;18;2;19;30;29
4;7;21;23;6;25;32;13;14;30;10;17;31;5;1;16;11;12;8;9;3;22;20;27;28;26;15;18;2;19;24;29;40;26190
40;26190;4;7;21;23;6;25;32;13;14;30;10;17;31;5;1;16;11;12;8;9;3;22;20;27;28;26;15;18;2;19;24;29
4;7;21;23;6;25;32;13;14;9;10;17;31;5;1;16;11;12;8;30;3;22;20;27;28;26;15;18;2;19;24;29;40;26788
41;26788;4;7;21;23;6;25;32;13;14;9;10;17;31;5;1;16;11;12;8;30;3;22;20;27;28;26;15;18;2;19;24;29
4;32;21;23;6;25;7;13;14;9;10;17;31;5;1;16;11;12;8;30;3;22;20;27;28;26;15;18;2;19;24;29;41;26504
41;26504;4;32;21;23;6;25;7;13;14;9;10;17;31;5;1;16;11;12;8;30;3;22;20;27;28;26;15;18;2;19;24;29
4;32;21;12;6;25;7;13;14;9;10;17;31;5;1;16;11;23;8;30;3;22;20;27;28;26;15;18;2;19;24;29;41;26864
41;26864;4;32;21;12;6;25;7;13;14;9;10;17;31;5;1;16;11;23;8;30;3;22;20;27;28;26;15;18;2;19;24;29
4;32;21;12;6;25;7;13;14;9;10;17;31;5;1;16;11;24;8;30;3;22;20;27;28;26;15;18;2;19;23;29;41;27084
41;27084;4;32;21;12;6;25;7;13;14;9;10;17;31;5;1;16;11;24;8;30;3;22;20;27;28;26;15;18;2;19;23;29
4;32;21;12;6;25;7;13;14;9;10;17;31;5;1;16;11;23;8;30;3;22;20;27;28;26;15;18;2;19;24;29;41;26864
41;26864;4;32;21;12;6;25;7;13;14;9;10;17;31;5;1;16;11;23;8;30;3;22;20;27;28;26;15;18;2;19;24;29
4;32;21;12;6;25;7;13;14;9;10;17;8;5;1;16;11;23;31;30;3;22;20;27;28;26;15;18;2;19;24;29;41;26604
41;26604;4;32;21;12;6;25;7;13;14;9;10;17;8;5;1;16;11;23;31;30;3;22;20;27;28;26;15;18;2;19;24;29
18;32;21;12;6;25;7;13;14;9;10;17;8;5;1;16;11;23;31;30;3;22;20;27;28;26;15;4;2;19;24;29;41;25808
41;25808;18;32;21;12;6;25;7;13;14;9;10;17;8;5;1;16;11;23;31;30;3;22;20;27;28;26;15;4;2;19;24;29
18;32;21;12;6;25;11;13;14;9;10;17;8;5;1;16;7;23;31;30;3;22;20;27;28;26;15;4;2;19;24;29;41;25708
41;25708;18;32;21;12;6;25;11;13;14;9;10;17;8;5;1;16;7;23;31;30;3;22;20;27;28;26;15;4;2;19;24;29
18;32;21;12;6;22;11;13;14;9;10;17;8;5;1;16;7;23;31;30;3;25;20;27;28;26;15;4;2;19;24;29;41;25628
41;25628;18;32;21;12;6;22;11;13;14;9;10;17;8;5;1;16;7;23;31;30;3;25;20;27;28;26;15;4;2;19;24;29
18;32;21;12;6;22;11;13;14;9;10;17;8;5;1;16;7;23;31;30;2;25;20;27;28;26;15;4;3;19;24;29;41;25508
41;25508;18;32;21;12;6;22;11;13;14;9;10;17;8;5;1;16;7;23;31;30;2;25;20;27;28;26;15;4;3;19;24;29
18;32;21;12;6;22;11;13;14;9;10;17;5;8;1;16;7;23;31;30;2;25;20;27;28;26;15;4;3;19;24;29;41;25708
41;25708;18;32;21;12;6;22;11;13;14;9;10;17;5;8;1;16;7;23;31;30;2;25;20;27;28;26;15;4;3;19;24;29
18;32;21;12;6;22;11;13;14;9;10;16;5;8;1;17;7;23;31;30;2;25;20;27;28;26;15;4;3;19;24;29;41;26144
41;26144;18;32;21;12;6;22;11;13;14;9;10;16;5;8;1;17;7;23;31;30;2;25;20;27;28;26;15;4;3;19;24;29
18;32;21;12;6;22;19;13;14;9;10;16;5;8;1;17;7;23;31;30;2;25;20;27;28;26;15;4;3;11;24;29;41;27682
41;27682;18;32;21;12;6;22;19;13;14;9;10;16;5;8;1;17;7;23;31;30;2;25;20;27;28;26;15;4;3;11;24;29
18;32;21;12;6;22;19;13;14;9;10;16;5;8;1;17;7;26;31;30;2;25;20;27;28;23;15;4;3;11;24;29;41;27762
41;27762;18;32;21;12;6;22;19;13;14;9;10;16;5;8;1;17;7;26;31;30;2;25;20;27;28;23;15;4;3;11;24;29
18;32;21;12;6;22;19;13;14;9;10;16;5;8;1;17;7;26;25;30;2;31;20;27;28;23;15;4;3;11;24;29;41;28062
41;28062;18;32;21;12;6;22;19;13;14;9;10;16;5;8;1;17;7;26;25;30;2;31;20;27;28;23;15;4;3;11;24;29
18;32;21;12;23;22;19;13;14;9;10;16;5;8;1;17;7;26;25;30;2;31;20;27;28;6;15;4;3;11;24;29;41;27944
41;27944;18;32;21;12;23;22;19;13;14;9;10;16;5;8;1;17;7;26;25;30;2;31;20;27;28;6;15;4;3;11;24;29
18;32;21;12;23;13;19;22;14;9;10;16;5;8;1;17;7;26;25;30;2;31;20;27;28;6;15;4;3;11;24;29;41;27802
41;27802;18;32;21;12;23;13;19;22;14;9;10;16;5;8;1;17;7;26;25;30;2;31;20;27;28;6;15;4;3;11;24;29
18;32;21;12;23;13;19;22;14;9;10;11;5;8;1;17;7;26;25;30;2;31;20;27;28;6;15;4;3;16;24;29;41;27402
41;27402;18;32;21;12;23;13;19;22;14;9;10;11;5;8;1;17;7;26;25;30;2;31;20;27;28;6;15;4;3;16;24;29
18;32;21;12;23;13;19;22;7;9;10;11;5;8;1;17;14;26;25;30;2;31;20;27;28;6;15;4;3;16;24;29;41;27502
41;27502;18;32;21;12;23;13;19;22;7;9;10;11;5;8;1;17;14;26;25;30;2;31;20;27;28;6;15;4;3;16;24;29
18;32;21;12;23;13;19;22;7;9;10;11;5;8;1;17;14;26;25;30;31;2;20;27;28;6;15;4;3;16;24;29;41;27426
41;27426;18;32;21;12;23;13;19;22;7;9;10;11;5;8;1;17;14;26;25;30;31;2;20;27;28;6;15;4;3;16;24;29
18;32;21;12;23;13;19;22;7;9;10;28;5;8;1;17;14;26;25;30;31;2;20;27;11;6;15;4;3;16;24;29;41;27678
42;27678;18;32;21;12;23;13;19;22;7;9;10;28;5;8;1;17;14;26;25;30;31;2;20;27;11;6;15;4;3;16;24;29
18;32;21;12;23;13;19;22;7;9;10;28;5;8;1;17;14;26;25;30;31;2;20;11;27;6;15;4;3;16;24;29;42;27678
42;27678;18;32;21;12;23;13;19;22;7;9;10;28;5;8;1;17;14;26;25;30;31;2;20;11;27;6;15;4;3;16;24;29
18;32;21;12;23;13;19;22;7;9;10;28;5;8;1;17;29;26;25;30;31;2;20;11;27;6;15;4;3;16;24;14;42;27682
42;27682;18;32;21;12;23;13;19;22;7;9;10;28;5;8;1;17;29;26;25;30;31;2;20;11;27;6;15;4;3;16;24;14
18;32;21;12;17;13;19;22;7;9;10;28;5;8;1;23;29;26;25;30;31;2;20;11;27;6;15;4;3;16;24;14;42;27702
42;27682;18;32;21;12;23;13;19;22;7;9;10;28;5;8;1;17;29;26;25;30;31;2;20;11;27;6;15;4;3;16;24;14
18;32;21;12;23;20;19;22;7;9;10;28;5;8;1;17;29;26;25;30;31;2;13;11;27;6;15;4;3;16;24;14;42;27994
42;27994;18;32;21;12;23;20;19;22;7;9;10;28;5;8;1;17;29;26;25;30;31;2;13;11;27;6;15;4;3;16;24;14
18;32;21;12;23;8;19;22;7;9;10;28;5;20;1;17;29;26;25;30;31;2;13;11;27;6;15;4;3;16;24;14;42;28400
42;28400;18;32;21;12;23;8;19;22;7;9;10;28;5;20;1;17;29;26;25;30;31;2;13;11;27;6;15;4;3;16;24;14
18;32;21;19;23;8;12;22;7;9;10;28;5;20;1;17;29;26;25;30;31;2;13;11;27;6;15;4;3;16;24;14;42;28304
42;28304;18;32;21;19;23;8;12;22;7;9;10;28;5;20;1;17;29;26;25;30;31;2;13;11;27;6;15;4;3;16;24;14
18;32;21;19;23;8;12;22;7;9;10;28;5;20;2;17;29;26;25;30;31;1;13;11;27;6;15;4;3;16;24;14;42;28344
42;28344;18;32;21;19;23;8;12;22;7;9;10;28;5;20;2;17;29;26;25;30;31;1;13;11;27;6;15;4;3;16;24;14
18;32;21;19;23;8;12;22;7;9;10;28;5;20;2;17;16;26;25;30;31;1;13;11;27;6;15;4;3;29;24;14;42;29056
42;29056;18;32;21;19;23;8;12;22;7;9;10;28;5;20;2;17;16;26;25;30;31;1;13;11;27;6;15;4;3;29;24;14
18;32;21;19;31;8;12;22;7;9;10;28;5;20;2;17;16;26;25;30;23;1;13;11;27;6;15;4;3;29;24;14;42;29216
42;29216;18;32;21;19;31;8;12;22;7;9;10;28;5;20;2;17;16;26;25;30;23;1;13;11;27;6;15;4;3;29;24;14
18;32;21;19;31;8;20;22;7;9;10;28;5;12;2;17;16;26;25;30;23;1;13;11;27;6;15;4;3;29;24;14;42;28950
42;28950;18;32;21;19;31;8;20;22;7;9;10;28;5;12;2;17;16;26;25;30;23;1;13;11;27;6;15;4;3;29;24;14
18;25;21;19;31;8;20;22;7;9;10;28;5;12;2;17;16;26;32;30;23;1;13;11;27;6;15;4;3;29;24;14;42;28510
42;28510;18;25;21;19;31;8;20;22;7;9;10;28;5;12;2;17;16;26;32;30;23;1;13;11;27;6;15;4;3;29;24;14
18;7;21;19;31;8;20;22;25;9;10;28;5;12;2;17;16;26;32;30;23;1;13;11;27;6;15;4;3;29;24;14;42;28150
42;28150;18;7;21;19;31;8;20;22;25;9;10;28;5;12;2;17;16;26;32;30;23;1;13;11;27;6;15;4;3;29;24;14
18;7;21;20;31;8;19;22;25;9;10;28;5;12;2;17;16;26;32;30;23;1;13;11;27;6;15;4;3;29;24;14;42;27910
42;27910;18;7;21;20;31;8;19;22;25;9;10;28;5;12;2;17;16;26;32;30;23;1;13;11;27;6;15;4;3;29;24;14
18;7;21;20;31;8;19;22;25;9;10;28;5;12;2;17;16;26;32;30;23;1;13;11;14;6;15;4;3;29;24;27;42;27806
42;27806;18;7;21;20;31;8;19;22;25;9;10;28;5;12;2;17;16;26;32;30;23;1;13;11;14;6;15;4;3;29;24;27
18;7;21;20;31;8;19;22;25;9;10;28;6;12;2;17;16;26;32;30;23;1;13;11;14;5;15;4;3;29;24;27;42;27966
42;27966;18;7;21;20;31;8;19;22;25;9;10;28;6;12;2;17;16;26;32;30;23;1;13;11;14;5;15;4;3;29;24;27
18;7;21;20;31;8;19;22;25;9;10;28;6;12;2;17;16;26;32;30;23;15;13;11;14;5;1;4;3;29;24;27;42;27986
42;27986;18;7;21;20;31;8;19;22;25;9;10;28;6;12;2;17;16;26;32;30;23;15;13;11;14;5;1;4;3;29;24;27
18;7;21;20;31;8;19;22;25;9;10;28;6;12;2;27;16;26;32;30;23;15;13;11;14;5;1;4;3;29;24;17;42;27186
42;27186;18;7;21;20;31;8;19;22;25;9;10;28;6;12;2;27;16;26;32;30;23;15;13;11;14;5;1;4;3;29;24;17
18;7;21;20;31;8;19;3;25;9;10;28;6;12;2;27;16;26;32;30;23;15;13;11;14;5;1;4;22;29;24;17;42;27332
42;27332;18;7;21;20;31;8;19;3;25;9;10;28;6;12;2;27;16;26;32;30;23;15;13;11;14;5;1;4;22;29;24;17
18;16;21;20;31;8;19;3;25;9;10;28;6;12;2;27;7;26;32;30;23;15;13;11;14;5;1;4;22;29;24;17;42;26992
42;26992;18;16;21;20;31;8;19;3;25;9;10;28;6;12;2;27;7;26;32;30;23;15;13;11;14;5;1;4;22;29;24;17
18;16;21;20;31;8;19;3;25;9;10;28;6;12;2;27;7;26;32;30;23;15;13;11;14;5;1;4;22;29;17;24;42;26992
43;26992;18;16;21;20;31;8;19;3;25;9;10;28;6;12;2;27;7;26;32;30;23;15;13;11;14;5;1;4;22;29;17;24
18;16;21;20;31;8;19;3;25;9;10;28;6;12;2;27;7;26;32;30;23;15;13;29;14;5;1;4;22;11;17;24;43;26904
43;26904;18;16;21;20;31;8;19;3;25;9;10;28;6;12;2;27;7;26;32;30;23;15;13;29;14;5;1;4;22;11;17;24
18;16;21;20;31;8;19;3;25;9;10;28;6;12;2;27;7;26;32;30;23;4;13;29;14;5;1;15;22;11;17;24;43;26904
43;26904;18;16;21;20;31;8;19;3;25;9;10;28;6;12;2;27;7;26;32;30;23;4;13;29;14;5;1;15;22;11;17;24
18;16;21;20;31;19;8;3;25;9;10;28;6;12;2;27;7;26;32;30;23;4;13;29;14;5;1;15;22;11;17;24;43;26932
43;26932;18;16;21;20;31;19;8;3;25;9;10;28;6;12;2;27;7;26;32;30;23;4;13;29;14;5;1;15;22;11;17;24
18;16;21;20;31;19;8;3;25;9;15;28;6;12;2;27;7;26;32;30;23;4;13;29;14;5;1;10;22;11;17;24;43;26812
43;26812;18;16;21;20;31;19;8;3;25;9;15;28;6;12;2;27;7;26;32;30;23;4;13;29;14;5;1;10;22;11;17;24
18;9;21;20;31;19;8;3;25;16;15;28;6;12;2;27;7;26;32;30;23;4;13;29;14;5;1;10;22;11;17;24;43;26732
43;26732;18;9;21;20;31;19;8;3;25;16;15;28;6;12;2;27;7;26;32;30;23;4;13;29;14;5;1;10;22;11;17;24
18;9;21;20;27;19;8;3;25;16;15;28;6;12;2;31;7;26;32;30;23;4;13;29;14;5;1;10;22;11;17;24;43;26952
43;26732;18;9;21;20;31;19;8;3;25;16;15;28;6;12;2;27;7;26;32;30;23;4;13;29;14;5;1;10;22;11;17;24
18;9;21;20;31;19;8;3;25;16;15;28;6;12;2;27;7;22;32;30;23;4;13;29;14;5;1;10;26;11;17;24;43;26492
43;26492;18;9;21;20;31;19;8;3;25;16;15;28;6;12;2;27;7;22;32;30;23;4;13;29;14;5;1;10;26;11;17;24
18;9;21;20;31;19;8;3;25;16;15;28;6;12;2;23;7;22;32;30;27;4;13;29;14;5;1;10;26;11;17;24;43;26152
43;26152;18;9;21;20;31;19;8;3;25;16;15;28;6;12;2;23;7;22;32;30;27;4;13;29;14;5;1;10;26;11;17;24
18;9;21;20;17;19;8;3;25;16;15;28;6;12;2;23;7;22;32;30;27;4;13;29;14;5;1;10;26;11;31;24;43;26052
43;26052;18;9;21;20;17;19;8;3;25;16;15;28;6;12;2;23;7;22;32;30;27;4;13;29;14;5;1;10;26;11;31;24
18;9;21;20;17;19;8;3;25;16;15;28;6;12;2;23;7;22;32;11;27;4;13;29;14;5;1;10;26;30;31;24;43;26072
43;26072;18;9;21;20;17;19;8;3;25;16;15;28;6;12;2;23;7;22;32;11;27;4;13;29;14;5;1;10;26;30;31;24
18;9;21;20;17;19;8;3;25;16;15;28;6;12;2;23;7;14;32;11;27;4;13;29;22;5;1;10;26;30;31;24;43;26006
43;26006;18;9;21;20;17;19;8;3;25;16;15;28;6;12;2;23;7;14;32;11;27;4;13;29;22;5;1;10;26;30;31;24
18;9;21;20;19;17;8;3;25;16;15;28;6;12;2;23;7;14;32;11;27;4;13;29;22;5;1;10;26;30;31;24;43;25846
43;25846;18;9;21;20;19;17;8;3;25;16;15;28;6;12;2;23;7;14;32;11;27;4;13;29;22;5;1;10;26;30;31;24
18;9;21;20;19;17;8;3;25;4;15;28;6;12;2;23;7;14;32;11;27;16;13;29;22;5;1;10;26;30;31;24;43;26326
43;26326;18;9;21;20;19;17;8;3;25;4;15;28;6;12;2;23;7;14;32;11;27;16;13;29;22;5;1;10;26;30;31;24
18;9;21;20;19;17;22;3;25;4;15;28;6;12;2;23;7;14;32;11;27;16;13;29;8;5;1;10;26;30;31;24;43;26452
43;26452;18;9;21;20;19;17;22;3;25;4;15;28;6;12;2;23;7;14;32;11;27;16;13;29;8;5;1;10;26;30;31;24
18;9;13;20;19;17;22;3;25;4;15;28;6;12;2;23;7;14;32;11;27;16;21;29;8;5;1;10;26;30;31;24;43;26484
43;26484;18;9;13;20;19;17;22;3;25;4;15;28;6;12;2;23;7;14;32;11;27;16;21;29;8;5;1;10;26;30;31;24
18;9;13;20;19;17;22;3;25;4;15;28;6;12;2;23;7;14;32;21;27;16;11;29;8;5;1;10;26;30;31;24;43;26018
43;26018;18;9;13;20;19;17;22;3;25;4;15;28;6;12;2;23;7;14;32;21;27;16;11;29;8;5;1;10;26;30;31;24
18;9;13;20;19;17;22;3;25;4;15;28;6;12;2;23;7;14;32;21;27;30;11;29;8;5;1;10;26;16;31;24;43;25720
43;25720;18;9;13;20;19;17;22;3;25;4;15;28;6;12;2;23;7;14;32;21;27;30;11;29;8;5;1;10;26;16;31;24
18;9;13;20;19;17;22;3;25;4;15;28;6;12;2;23;7;14;32;21;27;30;11;29;8;5;10;1;26;16;31;24;43;25440
43;25440;18;9;13;20;19;17;22;3;25;4;15;28;6;12;2;23;7;14;32;21;27;30;11;29;8;5;10;1;26;16;31;24
26;9;13;20;19;17;22;3;25;4;15;28;6;12;2;23;7;14;32;21;27;30;11;29;8;5;10;1;18;16;31;24;43;25640
43;25640;26;9;13;20;19;17;22;3;25;4;15;28;6;12;2;23;7;14;32;21;27;30;11;29;8;5;10;1;18;16;31;24
26;9;13;20;19;17;22;18;25;4;15;28;6;12;2;23;7;14;32;21;27;30;11;29;8;5;10;1;3;16;31;24;43;25350
44;25350;26;9;13;20;19;17;22;18;25;4;15;28;6;12;2;23;7;14;32;21;27;30;11;29;8;5;10;1;3;16;31;24
26;9;13;20;19;17;22;10;25;4;15;28;6;12;2;23;7;14;32;21;27;30;11;29;8;5;18;1;3;16;31;24;44;26138
44;25350;26;9;13;20;19;17;22;18;25;4;15;28;6;12;2;23;7;14;32;21;27;30;11;29;8;5;10;1;3;16;31;24
26;9;13;20;19;30;22;18;25;4;15;28;6;12;2;23;7;14;32;21;27;17;11;29;8;5;10;1;3;16;31;24;44;25510
44;25510;26;9;13;20;19;30;22;18;25;4;15;28;6;12;2;23;7;14;32;21;27;17;11;29;8;5;10;1;3;16;31;24
26;9;13;20;19;30;22;18;25;4;15;29;6;12;2;23;7;14;32;21;27;17;11;28;8;5;10;1;3;16;31;24;44;25110
44;25110;26;9;13;20;19;30;22;18;25;4;15;29;6;12;2;23;7;14;32;21;27;17;11;28;8;5;10;1;3;16;31;24
26;9;13;20;19;30;22;18;25;4;15;29;6;12;2;23;7;14;32;21;27;3;11;28;8;5;10;1;17;16;31;24;44;24982
44;24982;26;9;13;20;19;30;22;18;25;4;15;29;6;12;2;23;7;14;32;21;27;3;11;28;8;5;10;1;17;16;31;24
26;9;13;20;19;30;22;18;25;4;15;29;6;12;2;23;7;14;27;21;32;3;11;28;8;5;10;1;17;16;31;24;44;25582
44;24982;26;9;13;20;19;30;22;18;25;4;15;29;6;12;2;23;7;14;32;21;27;3;11;28;8;5;10;1;17;16;31;24
29;9;13;20;19;30;22;18;25;4;15;26;6;12;2;23;7;14;32;21;27;3;11;28;8;5;10;1;17;16;31;24;44;25222
44;25222;29;9;13;20;19;30;22;18;25;4;15;26;6;12;2;23;7;14;32;21;27;3;11;28;8;5;10;1;17;16;31;24
29;9;13;20;19;30;22;18;25;4;15;26;6;12;2;27;7;14;32;21;23;3;11;28;8;5;10;1;17;16;31;24;44;25122
44;25122;29;9;13;20;19;30;22;18;25;4;15;26;6;12;2;27;7;14;32;21;23;3;11;28;8;5;10;1;17;16;31;24
29;9;13;20;19;30;3;18;25;4;15;26;6;12;2;27;7;14;32;21;23;22;11;28;8;5;10;1;17;16;31;24;44;25542
44;25542;29;9;13;20;19;30;3;18;25;4;15;26;6;12;2;27;7;14;32;21;23;22;11;28;8;5;10;1;17;16;31;24
29;9;13;20;19;30;3;7;25;4;15;26;6;12;2;27;18;14;32;21;23;22;11;28;8;5;10;1;17;16;31;24;44;25990
44;25990;29;9;13;20;19;30;3;7;25;4;15;26;6;12;2;27;18;14;32;21;23;22;11;28;8;5;10;1;17;16;31;24
29;9;13;20;19;30;3;7;25;4;15;26;6;12;2;23;18;14;32;21;27;22;11;28;8;5;10;1;17;16;31;24;44;26090
44;26090;29;9;13;20;19;30;3;7;25;4;15;26;6;12;2;23;18;14;32;21;27;22;11;28;8;5;10;1;17;16;31;24
29;9;13;20;19;30;3;7;25;6;15;26;4;12;2;23;18;14;32;21;27;22;11;28;8;5;10;1;17;16;31;24;44;26750
44;26750;29;9;13;20;19;30;3;7;25;6;15;26;4;12;2;23;18;14;32;21;27;22;11;28;8;5;10;1;17;16;31;24
29;9;13;3;19;30;20;7;25;6;15;26;4;12;2;23;18;14;32;21;27;22;11;28;8;5;10;1;17;16;31;24;44;26710
44;26710;29;9;13;3;19;30;20;7;25;6;15;26;4;12;2;23;18;14;32;21;27;22;11;28;8;5;10;1;17;16;31;24
29;9;13;3;19;30;20;7;25;6;15;14;4;12;2;23;18;26;32;21;27;22;11;28;8;5;10;1;17;16;31;24;44;26680
44;26680;29;9;13;3;19;30;20;7;25;6;15;14;4;12;2;23;18;26;32;21;27;22;11;28;8;5;10;1;17;16;31;24
29;9;13;3;19;31;20;7;25;6;15;14;4;12;2;23;18;26;32;21;27;22;11;28;8;5;10;1;17;16;30;24;44;26860
44;26860;29;9;13;3;19;31;20;7;25;6;15;14;4;12;2;23;18;26;32;21;27;22;11;28;8;5;10;1;17;16;30;24
29;9;13;3;19;31;20;7;25;18;15;14;4;12;2;23;6;26;32;21;27;22;11;28;8;5;10;1;17;16;30;24;44;26354
44;26354;29;9;13;3;19;31;20;7;25;18;15;14;4;12;2;23;6;26;32;21;27;22;11;28;8;5;10;1;17;16;30;24
13;9;29;3;19;31;20;7;25;18;15;14;4;12;2;23;6;26;32;21;27;22;11;28;8;5;10;1;17;16;30;24;44;26492
44;26492;13;9;29;3;19;31;20;7;25;18;15;14;4;12;2;23;6;26;32;21;27;22;11;28;8;5;10;1;17;16;30;24
13;9;29;3;31;19;20;7;25;18;15;14;4;12;2;23;6;26;32;21;27;22;11;28;8;5;10;1;17;16;30;24;44;26812
44;26812;13;9;29;3;31;19;20;7;25;18;15;14;4;12;2;23;6;26;32;21;27;22;11;28;8;5;10;1;17;16;30;24
31;9;29;3;13;19;20;7;25;18;15;14;4;12;2;23;6;26;32;21;27;22;11;28;8;5;10;1;17;16;30;24;44;26754
44;26754;31;9;29;3;13;19;20;7;25;18;15;14;4;12;2;23;6;26;32;21;27;22;11;28;8;5;10;1;17;16;30;24
31;9;29;3;13;19;20;7;25;18;15;14;4;12;2;23;6;26;32;21;27;22;11;28;24;5;10;1;17;16;30;8;44;26754
44;26754;31;9;29;3;13;19;20;7;25;18;15;14;4;12;2;23;6;26;32;21;27;22;11;28;24;5;10;1;17;16;30;8
31;9;29;3;13;19;32;7;25;18;15;14;4;12;2;23;6;26;20;21;27;22;11;28;24;5;10;1;17;16;30;8;44;26774
45;26774;31;9;29;3;13;19;32;7;25;18;15;14;4;12;2;23;6;26;20;21;27;22;11;28;24;5;10;1;17;16;30;8
31;25;29;3;13;19;32;7;9;18;15;14;4;12;2;23;6;26;20;21;27;22;11;28;24;5;10;1;17;16;30;8;45;27050
45;27050;31;25;29;3;13;19;32;7;9;18;15;14;4;12;2;23;6;26;20;21;27;22;11;28;24;5;10;1;17;16;30;8
31;25;29;3;28;19;32;7;9;18;15;14;4;12;2;23;6;26;20;21;27;22;11;13;24;5;10;1;17;16;30;8;45;27200
45;27200;31;25;29;3;28;19;32;7;9;18;15;14;4;12;2;23;6;26;20;21;27;22;11;13;24;5;10;1;17;16;30;8
31;26;29;3;28;19;32;7;9;18;15;14;4;12;2;23;6;25;20;21;27;22;11;13;24;5;10;1;17;16;30;8;45;27000
45;27000;31;26;29;3;28;19;32;7;9;18;15;14;4;12;2;23;6;25;20;21;27;22;11;13;24;5;10;1;17;16;30;8
31;26;29;3;28;19;21;7;9;18;15;14;4;12;2;23;6;25;20;32;27;22;11;13;24;5;10;1;17;16;30;8;45;27140
45;27140;31;26;29;3;28;19;21;7;9;18;15;14;4;12;2;23;6;25;20;32;27;22;11;13;24;5;10;1;17;16;30;8
31;26;29;3;28;19;21;7;9;18;15;14;4;12;2;17;6;25;20;32;27;22;11;13;24;5;10;1;23;16;30;8;45;27360
45;27140;31;26;29;3;28;19;21;7;9;18;15;14;4;12;2;23;6;25;20;32;27;22;11;13;24;5;10;1;17;16;30;8
31;26;29;3;28;19;1;7;9;18;15;14;4;12;2;23;6;25;20;32;27;22;11;13;24;5;10;21;17;16;30;8;45;27898
45;27898;31;26;29;3;28;19;1;7;9;18;15;14;4;12;2;23;6;25;20;32;27;22;11;13;24;5;10;21;17;16;30;8
31;26;29;3;28;19;1;7;9;18;15;6;4;12;2;23;14;25;20;32;27;22;11;13;24;5;10;21;17;16;30;8;45;28258
45;28258;31;26;29;3;28;19;1;7;9;18;15;6;4;12;2;23;14;25;20;32;27;22;11;13;24;5;10;21;17;16;30;8
31;26;29;3;28;19;1;7;9;18;15;6;4;12;2;23;14;25;20;32;27;22;11;13;24;5;10;21;30;16;17;8;45;27618
45;27618;31;26;29;3;28;19;1;7;9;18;15;6;4;12;2;23;14;25;20;32;27;22;11;13;24;5;10;21;30;16;17;8
31;2;29;3;28;19;1;7;9;18;15;6;4;12;26;23;14;25;20;32;27;22;11;13;24;5;10;21;30;16;17;8;45;27874
45;27874;31;2;29;3;28;19;1;7;9;18;15;6;4;12;26;23;14;25;20;32;27;22;11;13;24;5;10;21;30;16;17;8
31;2;29;3;28;19;1;7;9;18;15;6;4;23;26;12;14;25;20;32;27;22;11;13;24;5;10;21;30;16;17;8;45;27946
45;27946;31;2;29;3;28;19;1;7;9;18;15;6;4;23;26;12;14;25;20;32;27;22;11;13;24;5;10;21;30;16;17;8
31;2;29;3;28;19;1;7;9;18;15;6;4;23;26;12;14;25;20;32;27;22;13;11;24;5;10;21;30;16;17;8;45;28086
45;28086;31;2;29;3;28;19;1;7;9;18;15;6;4;23;26;12;14;25;20;32;27;22;13;11;24;5;10;21;30;16;17;8
31;2;29;3;28;19;1;7;9;18;15;6;4;23;26;12;14;30;20;32;27;22;13;11;24;5;10;21;25;16;17;8;45;28286
45;28286;31;2;29;3;28;19;1;7;9;18;15;6;4;23;26;12;14;30;20;32;27;22;13;11;24;5;10;21;25;16;17;8
31;2;29;3;28;19;1;7;18;9;15;6;4;23;26;12;14;30;20;32;27;22;13;11;24;5;10;21;25;16;17;8;45;28414
