"X1";"X302";"X51";"X57";"X49";"X33";"X34";"X25";"X28";"X46";"X60";"X64";"X17";"X55";"X8";"X59";"X44";"X21";"X38";"X10";"X24";"X2";"X39";"X3";"X13";"X11";"X48";"X12";"X31";"X62";"X18";"X63";"X61";"X14";"X15";"X35";"X22";"X9";"X45";"X27";"X6";"X7";"X53";"X5";"X37";"X16";"X56";"X36";"X54";"X52";"X32";"X4";"X30";"X50";"X23";"X19";"X29";"X40";"X1.1";"X47";"X43";"X20";"X26";"X58";"X41";"X42"
22;16;46;24;14;48;13;56;6;29;18;44;1;43;12;21;35;39;23;41;11;42;31;8;30;19;59;60;33;45;64;20;61;58;25;63;57;17;26;50;3;34;9;4;32;36;51;37;54;49;52;53;10;15;38;47;55;28;7;2;62;40;5;27;11;280
11;280;22;16;46;24;14;48;13;56;6;29;18;44;1;43;12;21;35;39;23;41;11;42;31;8;30;19;59;60;33;45;64;20;61;58;25;63;57;17;26;50;3;34;9;4;32;36;51;37;54;49;52;53;10;15;38;47;55;28;7;2;62;40;5;27
22;16;46;24;14;48;13;56;6;29;18;44;1;43;12;21;35;39;23;41;11;42;31;8;28;19;59;60;33;45;64;20;61;58;25;63;57;17;26;50;3;34;9;4;32;36;51;37;54;49;52;53;10;15;38;47;55;30;7;2;62;40;5;27;11;280
11;280;22;16;46;24;14;48;13;56;6;29;18;44;1;43;12;21;35;39;23;41;11;42;31;8;28;19;59;60;33;45;64;20;61;58;25;63;57;17;26;50;3;34;9;4;32;36;51;37;54;49;52;53;10;15;38;47;55;30;7;2;62;40;5;27
22;16;46;24;14;48;13;56;6;29;18;44;1;43;12;21;35;39;23;41;11;42;31;8;28;19;59;60;33;45;64;20;61;58;25;63;57;17;26;50;4;34;9;3;32;36;51;37;54;49;52;53;10;15;38;47;55;30;7;2;62;40;5;27;11;280
11;280;22;16;46;24;14;48;13;56;6;29;18;44;1;43;12;21;35;39;23;41;11;42;31;8;28;19;59;60;33;45;64;20;61;58;25;63;57;17;26;50;4;34;9;3;32;36;51;37;54;49;52;53;10;15;38;47;55;30;7;2;62;40;5;27
22;16;46;24;14;48;13;56;6;29;18;44;1;43;12;21;35;39;23;41;11;42;31;9;28;19;59;60;33;45;64;20;61;58;25;63;57;17;26;50;4;34;8;3;32;36;51;37;54;49;52;53;10;15;38;47;55;30;7;2;62;40;5;27;11;280
11;280;22;16;46;24;14;48;13;56;6;29;18;44;1;43;12;21;35;39;23;41;11;42;31;9;28;19;59;60;33;45;64;20;61;58;25;63;57;17;26;50;4;34;8;3;32;36;51;37;54;49;52;53;10;15;38;47;55;30;7;2;62;40;5;27
22;16;46;24;14;48;13;56;6;29;10;44;1;43;12;21;35;39;23;41;11;42;31;9;28;19;59;60;33;45;64;20;61;58;25;63;57;17;26;50;4;34;8;3;32;36;51;37;54;49;52;53;18;15;38;47;55;30;7;2;62;40;5;27;11;276
11;276;22;16;46;24;14;48;13;56;6;29;10;44;1;43;12;21;35;39;23;41;11;42;31;9;28;19;59;60;33;45;64;20;61;58;25;63;57;17;26;50;4;34;8;3;32;36;51;37;54;49;52;53;18;15;38;47;55;30;7;2;62;40;5;27
22;16;46;24;14;48;13;56;6;29;10;44;1;43;12;42;35;39;23;41;11;21;31;9;28;19;59;60;33;45;64;20;61;58;25;63;57;17;26;50;4;34;8;3;32;36;51;37;54;49;52;53;18;15;38;47;55;30;7;2;62;40;5;27;11;282
12;282;22;16;46;24;14;48;13;56;6;29;10;44;1;43;12;42;35;39;23;41;11;21;31;9;28;19;59;60;33;45;64;20;61;58;25;63;57;17;26;50;4;34;8;3;32;36;51;37;54;49;52;53;18;15;38;47;55;30;7;2;62;40;5;27
22;16;46;24;14;48;13;12;6;29;10;44;1;43;56;42;35;39;23;41;11;21;31;9;28;19;59;60;33;45;64;20;61;58;25;63;57;17;26;50;4;34;8;3;32;36;51;37;54;49;52;53;18;15;38;47;55;30;7;2;62;40;5;27;12;286
12;286;22;16;46;24;14;48;13;12;6;29;10;44;1;43;56;42;35;39;23;41;11;21;31;9;28;19;59;60;33;45;64;20;61;58;25;63;57;17;26;50;4;34;8;3;32;36;51;37;54;49;52;53;18;15;38;47;55;30;7;2;62;40;5;27
22;16;46;24;14;48;13;12;6;29;10;44;1;43;56;42;35;39;23;41;11;21;31;18;28;19;59;60;33;45;64;20;61;58;25;63;57;17;26;50;4;34;8;3;32;36;51;37;54;49;52;53;9;15;38;47;55;30;7;2;62;40;5;27;12;286
12;286;22;16;46;24;14;48;13;12;6;29;10;44;1;43;56;42;35;39;23;41;11;21;31;18;28;19;59;60;33;45;64;20;61;58;25;63;57;17;26;50;4;34;8;3;32;36;51;37;54;49;52;53;9;15;38;47;55;30;7;2;62;40;5;27
22;16;46;35;14;48;13;12;6;29;10;44;1;43;56;42;24;39;23;41;11;21;31;18;28;19;59;60;33;45;64;20;61;58;25;63;57;17;26;50;4;34;8;3;32;36;51;37;54;49;52;53;9;15;38;47;55;30;7;2;62;40;5;27;12;290
12;290;22;16;46;35;14;48;13;12;6;29;10;44;1;43;56;42;24;39;23;41;11;21;31;18;28;19;59;60;33;45;64;20;61;58;25;63;57;17;26;50;4;34;8;3;32;36;51;37;54;49;52;53;9;15;38;47;55;30;7;2;62;40;5;27
22;16;46;35;14;48;13;12;6;29;10;44;1;43;56;42;24;39;23;41;11;21;31;18;28;19;36;60;33;45;64;20;61;58;25;63;57;17;26;50;4;34;8;3;32;59;51;37;54;49;52;53;9;15;38;47;55;30;7;2;62;40;5;27;12;294
12;294;22;16;46;35;14;48;13;12;6;29;10;44;1;43;56;42;24;39;23;41;11;21;31;18;28;19;36;60;33;45;64;20;61;58;25;63;57;17;26;50;4;34;8;3;32;59;51;37;54;49;52;53;9;15;38;47;55;30;7;2;62;40;5;27
22;16;46;35;14;48;13;12;6;29;10;44;1;43;56;42;24;39;41;23;11;21;31;18;28;19;36;60;33;45;64;20;61;58;25;63;57;17;26;50;4;34;8;3;32;59;51;37;54;49;52;53;9;15;38;47;55;30;7;2;62;40;5;27;12;292
12;292;22;16;46;35;14;48;13;12;6;29;10;44;1;43;56;42;24;39;41;23;11;21;31;18;28;19;36;60;33;45;64;20;61;58;25;63;57;17;26;50;4;34;8;3;32;59;51;37;54;49;52;53;9;15;38;47;55;30;7;2;62;40;5;27
22;16;46;35;14;48;13;12;6;29;10;44;1;43;56;42;24;39;41;23;11;21;31;18;28;19;36;60;49;45;64;20;61;58;25;63;57;17;26;50;4;34;8;3;32;59;51;37;54;33;52;53;9;15;38;47;55;30;7;2;62;40;5;27;12;292
12;292;22;16;46;35;14;48;13;12;6;29;10;44;1;43;56;42;24;39;41;23;11;21;31;18;28;19;36;60;49;45;64;20;61;58;25;63;57;17;26;50;4;34;8;3;32;59;51;37;54;33;52;53;9;15;38;47;55;30;7;2;62;40;5;27
22;16;46;35;14;48;13;12;6;29;10;44;1;43;56;42;24;39;41;23;11;21;31;18;28;19;59;60;49;45;64;20;61;58;25;63;57;17;26;50;4;34;8;3;32;36;51;37;54;33;52;53;9;15;38;47;55;30;7;2;62;40;5;27;12;288
12;288;22;16;46;35;14;48;13;12;6;29;10;44;1;43;56;42;24;39;41;23;11;21;31;18;28;19;59;60;49;45;64;20;61;58;25;63;57;17;26;50;4;34;8;3;32;36;51;37;54;33;52;53;9;15;38;47;55;30;7;2;62;40;5;27
22;16;46;35;14;48;13;12;6;29;10;44;1;43;56;42;26;39;41;23;11;21;31;18;28;19;59;60;49;45;64;20;61;58;25;63;57;17;24;50;4;34;8;3;32;36;51;37;54;33;52;53;9;15;38;47;55;30;7;2;62;40;5;27;12;282
12;282;22;16;46;35;14;48;13;12;6;29;10;44;1;43;56;42;26;39;41;23;11;21;31;18;28;19;59;60;49;45;64;20;61;58;25;63;57;17;24;50;4;34;8;3;32;36;51;37;54;33;52;53;9;15;38;47;55;30;7;2;62;40;5;27
22;16;46;35;14;48;13;12;6;29;10;44;1;43;4;42;26;39;41;23;11;21;31;18;28;19;59;60;49;45;64;20;61;58;25;63;57;17;24;50;56;34;8;3;32;36;51;37;54;33;52;53;9;15;38;47;55;30;7;2;62;40;5;27;12;260
12;260;22;16;46;35;14;48;13;12;6;29;10;44;1;43;4;42;26;39;41;23;11;21;31;18;28;19;59;60;49;45;64;20;61;58;25;63;57;17;24;50;56;34;8;3;32;36;51;37;54;33;52;53;9;15;38;47;55;30;7;2;62;40;5;27
22;16;46;35;14;48;13;12;6;29;10;44;1;43;4;42;26;39;41;23;11;21;31;18;28;19;59;60;49;45;64;20;61;58;25;63;62;17;24;50;56;34;8;3;32;36;51;37;54;33;52;53;9;15;38;47;55;30;7;2;57;40;5;27;12;268
12;268;22;16;46;35;14;48;13;12;6;29;10;44;1;43;4;42;26;39;41;23;11;21;31;18;28;19;59;60;49;45;64;20;61;58;25;63;62;17;24;50;56;34;8;3;32;36;51;37;54;33;52;53;9;15;38;47;55;30;7;2;57;40;5;27
22;16;46;35;14;48;13;12;6;29;10;44;1;43;4;42;26;39;41;23;11;21;31;18;28;19;59;60;32;45;64;20;61;58;25;63;62;17;24;50;56;34;8;3;49;36;51;37;54;33;52;53;9;15;38;47;55;30;7;2;57;40;5;27;12;268
12;268;22;16;46;35;14;48;13;12;6;29;10;44;1;43;4;42;26;39;41;23;11;21;31;18;28;19;59;60;32;45;64;20;61;58;25;63;62;17;24;50;56;34;8;3;49;36;51;37;54;33;52;53;9;15;38;47;55;30;7;2;57;40;5;27
22;16;46;35;14;48;64;12;6;29;10;44;1;43;4;42;26;39;41;23;11;21;31;18;28;19;59;60;32;45;13;20;61;58;25;63;62;17;24;50;56;34;8;3;49;36;51;37;54;33;52;53;9;15;38;47;55;30;7;2;57;40;5;27;12;268
12;268;22;16;46;35;14;48;64;12;6;29;10;44;1;43;4;42;26;39;41;23;11;21;31;18;28;19;59;60;32;45;13;20;61;58;25;63;62;17;24;50;56;34;8;3;49;36;51;37;54;33;52;53;9;15;38;47;55;30;7;2;57;40;5;27
22;16;46;35;14;48;64;12;6;29;10;44;1;43;4;42;26;39;41;23;11;21;31;18;28;19;59;60;32;45;13;51;61;58;25;63;62;17;24;50;56;34;8;3;49;36;20;37;54;33;52;53;9;15;38;47;55;30;7;2;57;40;5;27;12;268
12;268;22;16;46;35;14;48;64;12;6;29;10;44;1;43;4;42;26;39;41;23;11;21;31;18;28;19;59;60;32;45;13;51;61;58;25;63;62;17;24;50;56;34;8;3;49;36;20;37;54;33;52;53;9;15;38;47;55;30;7;2;57;40;5;27
22;16;46;35;14;48;64;12;6;29;10;44;1;2;4;42;26;39;41;23;11;21;31;18;28;19;59;60;32;45;13;51;61;58;25;63;62;17;24;50;56;34;8;3;49;36;20;37;54;33;52;53;9;15;38;47;55;30;7;43;57;40;5;27;12;256
12;256;22;16;46;35;14;48;64;12;6;29;10;44;1;2;4;42;26;39;41;23;11;21;31;18;28;19;59;60;32;45;13;51;61;58;25;63;62;17;24;50;56;34;8;3;49;36;20;37;54;33;52;53;9;15;38;47;55;30;7;43;57;40;5;27
22;16;46;35;14;48;64;12;6;29;10;63;1;2;4;42;26;39;41;23;11;21;31;18;28;19;59;60;32;45;13;51;61;58;25;44;62;17;24;50;56;34;8;3;49;36;20;37;54;33;52;53;9;15;38;47;55;30;7;43;57;40;5;27;12;256
12;256;22;16;46;35;14;48;64;12;6;29;10;63;1;2;4;42;26;39;41;23;11;21;31;18;28;19;59;60;32;45;13;51;61;58;25;44;62;17;24;50;56;34;8;3;49;36;20;37;54;33;52;53;9;15;38;47;55;30;7;43;57;40;5;27
22;16;46;35;14;48;64;12;6;29;44;63;1;2;4;42;26;39;41;23;11;21;31;18;28;19;59;60;32;45;13;51;61;58;25;10;62;17;24;50;56;34;8;3;49;36;20;37;54;33;52;53;9;15;38;47;55;30;7;43;57;40;5;27;12;260
12;260;22;16;46;35;14;48;64;12;6;29;44;63;1;2;4;42;26;39;41;23;11;21;31;18;28;19;59;60;32;45;13;51;61;58;25;10;62;17;24;50;56;34;8;3;49;36;20;37;54;33;52;53;9;15;38;47;55;30;7;43;57;40;5;27
22;16;46;35;14;62;64;12;6;29;44;63;1;2;4;42;26;39;41;23;11;21;31;18;28;19;59;60;32;45;13;51;61;58;25;10;48;17;24;50;56;34;8;3;49;36;20;37;54;33;52;53;9;15;38;47;55;30;7;43;57;40;5;27;12;260
12;260;22;16;46;35;14;62;64;12;6;29;44;63;1;2;4;42;26;39;41;23;11;21;31;18;28;19;59;60;32;45;13;51;61;58;25;10;48;17;24;50;56;34;8;3;49;36;20;37;54;33;52;53;9;15;38;47;55;30;7;43;57;40;5;27
22;16;46;35;14;62;64;12;6;29;44;63;23;2;4;42;26;39;41;1;11;21;31;18;28;19;59;60;32;45;13;51;61;58;25;10;48;17;24;50;56;34;8;3;49;36;20;37;54;33;52;53;9;15;38;47;55;30;7;43;57;40;5;27;12;262
12;262;22;16;46;35;14;62;64;12;6;29;44;63;23;2;4;42;26;39;41;1;11;21;31;18;28;19;59;60;32;45;13;51;61;58;25;10;48;17;24;50;56;34;8;3;49;36;20;37;54;33;52;53;9;15;38;47;55;30;7;43;57;40;5;27
22;16;46;35;14;62;64;12;6;29;44;63;23;2;4;42;26;39;41;1;11;21;31;18;28;19;59;60;32;45;13;51;61;58;25;10;48;56;24;50;17;34;8;3;49;36;20;37;54;33;52;53;9;15;38;47;55;30;7;43;57;40;5;27;12;262
12;262;22;16;46;35;14;62;64;12;6;29;44;63;23;2;4;42;26;39;41;1;11;21;31;18;28;19;59;60;32;45;13;51;61;58;25;10;48;56;24;50;17;34;8;3;49;36;20;37;54;33;52;53;9;15;38;47;55;30;7;43;57;40;5;27
22;16;46;35;14;62;64;12;6;29;44;63;23;2;4;42;26;39;41;1;11;21;31;18;28;19;59;60;32;45;13;51;61;58;25;10;48;56;24;50;17;34;8;3;49;36;20;37;54;33;52;53;9;15;38;47;55;30;57;43;7;40;5;27;12;262
13;262;22;16;46;35;14;62;64;12;6;29;44;63;23;2;4;42;26;39;41;1;11;21;31;18;28;19;59;60;32;45;13;51;61;58;25;10;48;56;24;50;17;34;8;3;49;36;20;37;54;33;52;53;9;15;38;47;55;30;57;43;7;40;5;27
22;16;46;35;14;62;64;12;6;29;44;63;23;2;4;42;26;39;41;1;11;21;31;18;28;19;59;60;32;45;57;51;61;58;25;10;48;56;24;50;17;34;8;3;49;36;20;37;54;33;52;53;9;15;38;47;55;30;13;43;7;40;5;27;13;262
13;262;22;16;46;35;14;62;64;12;6;29;44;63;23;2;4;42;26;39;41;1;11;21;31;18;28;19;59;60;32;45;57;51;61;58;25;10;48;56;24;50;17;34;8;3;49;36;20;37;54;33;52;53;9;15;38;47;55;30;13;43;7;40;5;27
22;16;46;35;14;3;64;12;6;29;44;63;23;2;4;42;26;39;41;1;11;21;31;18;28;19;59;60;32;45;57;51;61;58;25;10;48;56;24;50;17;34;8;62;49;36;20;37;54;33;52;53;9;15;38;47;55;30;13;43;7;40;5;27;13;262
13;262;22;16;46;35;14;3;64;12;6;29;44;63;23;2;4;42;26;39;41;1;11;21;31;18;28;19;59;60;32;45;57;51;61;58;25;10;48;56;24;50;17;34;8;62;49;36;20;37;54;33;52;53;9;15;38;47;55;30;13;43;7;40;5;27
22;16;46;35;14;3;64;12;6;29;44;63;23;2;4;61;26;39;41;1;11;21;31;18;28;19;59;60;32;45;57;51;42;58;25;10;48;56;24;50;17;34;8;62;49;36;20;37;54;33;52;53;9;15;38;47;55;30;13;43;7;40;5;27;13;264
13;264;22;16;46;35;14;3;64;12;6;29;44;63;23;2;4;61;26;39;41;1;11;21;31;18;28;19;59;60;32;45;57;51;42;58;25;10;48;56;24;50;17;34;8;62;49;36;20;37;54;33;52;53;9;15;38;47;55;30;13;43;7;40;5;27
22;16;46;35;14;3;64;12;6;29;44;63;23;2;4;61;62;39;41;1;11;21;31;18;28;19;59;60;32;45;57;51;42;58;25;10;48;56;24;50;17;34;8;26;49;36;20;37;54;33;52;53;9;15;38;47;55;30;13;43;7;40;5;27;13;264
13;264;22;16;46;35;14;3;64;12;6;29;44;63;23;2;4;61;62;39;41;1;11;21;31;18;28;19;59;60;32;45;57;51;42;58;25;10;48;56;24;50;17;34;8;26;49;36;20;37;54;33;52;53;9;15;38;47;55;30;13;43;7;40;5;27
22;16;46;35;14;3;64;12;6;29;44;63;23;2;4;61;62;39;41;1;11;21;31;18;28;19;59;60;32;45;57;51;42;58;25;10;48;56;24;50;17;34;8;26;49;15;20;37;54;33;52;53;9;36;38;47;55;30;13;43;7;40;5;27;13;268
13;268;22;16;46;35;14;3;64;12;6;29;44;63;23;2;4;61;62;39;41;1;11;21;31;18;28;19;59;60;32;45;57;51;42;58;25;10;48;56;24;50;17;34;8;26;49;15;20;37;54;33;52;53;9;36;38;47;55;30;13;43;7;40;5;27
22;16;46;35;50;3;64;12;6;29;44;63;23;2;4;61;62;39;41;1;11;21;31;18;28;19;59;60;32;45;57;51;42;58;25;10;48;56;24;14;17;34;8;26;49;15;20;37;54;33;52;53;9;36;38;47;55;30;13;43;7;40;5;27;13;268
13;268;22;16;46;35;50;3;64;12;6;29;44;63;23;2;4;61;62;39;41;1;11;21;31;18;28;19;59;60;32;45;57;51;42;58;25;10;48;56;24;14;17;34;8;26;49;15;20;37;54;33;52;53;9;36;38;47;55;30;13;43;7;40;5;27
22;16;46;35;50;3;64;12;6;29;44;63;23;2;4;61;7;39;41;1;11;21;31;18;28;19;59;60;32;45;57;51;42;58;25;10;48;56;24;14;17;34;8;26;49;15;20;37;54;33;52;53;9;36;38;47;55;30;13;43;62;40;5;27;13;256
13;256;22;16;46;35;50;3;64;12;6;29;44;63;23;2;4;61;7;39;41;1;11;21;31;18;28;19;59;60;32;45;57;51;42;58;25;10;48;56;24;14;17;34;8;26;49;15;20;37;54;33;52;53;9;36;38;47;55;30;13;43;62;40;5;27
22;16;46;35;50;3;64;12;6;29;44;63;23;2;34;61;7;39;41;1;11;21;31;18;28;19;59;60;32;45;57;51;42;58;25;10;48;56;24;14;17;4;8;26;49;15;20;37;54;33;52;53;9;36;38;47;55;30;13;43;62;40;5;27;13;268
13;268;22;16;46;35;50;3;64;12;6;29;44;63;23;2;34;61;7;39;41;1;11;21;31;18;28;19;59;60;32;45;57;51;42;58;25;10;48;56;24;14;17;4;8;26;49;15;20;37;54;33;52;53;9;36;38;47;55;30;13;43;62;40;5;27
22;16;46;35;50;3;64;12;6;29;44;63;23;2;34;61;7;39;41;1;11;21;51;18;28;19;59;60;32;45;57;31;42;58;25;10;48;56;24;14;17;4;8;26;49;15;20;37;54;33;52;53;9;36;38;47;55;30;13;43;62;40;5;27;13;270
13;270;22;16;46;35;50;3;64;12;6;29;44;63;23;2;34;61;7;39;41;1;11;21;51;18;28;19;59;60;32;45;57;31;42;58;25;10;48;56;24;14;17;4;8;26;49;15;20;37;54;33;52;53;9;36;38;47;55;30;13;43;62;40;5;27
22;16;46;35;50;3;64;12;6;29;44;63;23;2;34;61;7;39;41;1;11;21;51;18;28;19;59;60;32;45;57;31;42;58;25;10;48;56;24;14;17;4;8;26;49;15;20;36;54;33;52;53;9;37;38;47;55;30;13;43;62;40;5;27;13;270
13;270;22;16;46;35;50;3;64;12;6;29;44;63;23;2;34;61;7;39;41;1;11;21;51;18;28;19;59;60;32;45;57;31;42;58;25;10;48;56;24;14;17;4;8;26;49;15;20;36;54;33;52;53;9;37;38;47;55;30;13;43;62;40;5;27
22;16;46;35;50;3;64;12;6;29;53;63;23;2;34;61;7;39;41;1;11;21;51;18;28;19;59;60;32;45;57;31;42;58;25;10;48;56;24;14;17;4;8;26;49;15;20;36;54;33;52;44;9;37;38;47;55;30;13;43;62;40;5;27;13;290
13;290;22;16;46;35;50;3;64;12;6;29;53;63;23;2;34;61;7;39;41;1;11;21;51;18;28;19;59;60;32;45;57;31;42;58;25;10;48;56;24;14;17;4;8;26;49;15;20;36;54;33;52;44;9;37;38;47;55;30;13;43;62;40;5;27
22;16;46;35;50;3;64;12;6;29;53;63;23;2;34;61;7;39;41;1;11;21;51;18;28;19;59;60;32;45;57;31;42;58;25;10;48;56;24;14;17;4;8;26;49;15;54;36;20;33;52;44;9;37;38;47;55;30;13;43;62;40;5;27;13;290
13;290;22;16;46;35;50;3;64;12;6;29;53;63;23;2;34;61;7;39;41;1;11;21;51;18;28;19;59;60;32;45;57;31;42;58;25;10;48;56;24;14;17;4;8;26;49;15;54;36;20;33;52;44;9;37;38;47;55;30;13;43;62;40;5;27
22;16;46;35;50;3;64;12;6;29;53;63;23;2;34;61;7;39;41;1;11;21;51;18;28;19;59;60;56;45;57;31;42;58;25;10;48;32;24;14;17;4;8;26;49;15;54;36;20;33;52;44;9;37;38;47;55;30;13;43;62;40;5;27;13;290
13;290;22;16;46;35;50;3;64;12;6;29;53;63;23;2;34;61;7;39;41;1;11;21;51;18;28;19;59;60;56;45;57;31;42;58;25;10;48;32;24;14;17;4;8;26;49;15;54;36;20;33;52;44;9;37;38;47;55;30;13;43;62;40;5;27
22;16;46;35;50;3;64;12;6;29;53;63;23;2;34;61;7;39;41;1;11;21;51;18;28;19;59;60;56;45;57;31;42;58;25;10;48;32;24;14;17;4;8;26;49;15;54;36;20;33;52;44;9;37;38;47;55;30;13;43;62;40;27;5;13;290
13;290;22;16;46;35;50;3;64;12;6;29;53;63;23;2;34;61;7;39;41;1;11;21;51;18;28;19;59;60;56;45;57;31;42;58;25;10;48;32;24;14;17;4;8;26;49;15;54;36;20;33;52;44;9;37;38;47;55;30;13;43;62;40;27;5
22;16;46;35;50;3;64;12;6;58;53;63;23;2;34;61;7;39;41;1;11;21;51;18;28;19;59;60;56;45;57;31;42;29;25;10;48;32;24;14;17;4;8;26;49;15;54;36;20;33;52;44;9;37;38;47;55;30;13;43;62;40;27;5;13;290
13;290;22;16;46;35;50;3;64;12;6;58;53;63;23;2;34;61;7;39;41;1;11;21;51;18;28;19;59;60;56;45;57;31;42;29;25;10;48;32;24;14;17;4;8;26;49;15;54;36;20;33;52;44;9;37;38;47;55;30;13;43;62;40;27;5
22;16;46;35;50;3;64;12;6;58;53;63;23;2;34;61;7;39;41;1;11;21;51;18;28;19;59;60;56;45;25;31;42;29;57;10;48;32;24;14;17;4;8;26;49;15;54;36;20;33;52;44;9;37;38;47;55;30;13;43;62;40;27;5;13;288
13;288;22;16;46;35;50;3;64;12;6;58;53;63;23;2;34;61;7;39;41;1;11;21;51;18;28;19;59;60;56;45;25;31;42;29;57;10;48;32;24;14;17;4;8;26;49;15;54;36;20;33;52;44;9;37;38;47;55;30;13;43;62;40;27;5
22;16;46;35;50;3;64;12;6;58;53;63;23;2;34;61;7;39;41;1;11;21;51;18;28;19;59;60;56;45;25;31;24;29;57;10;48;32;42;14;17;4;8;26;49;15;54;36;20;33;52;44;9;37;38;47;55;30;13;43;62;40;27;5;13;288
13;288;22;16;46;35;50;3;64;12;6;58;53;63;23;2;34;61;7;39;41;1;11;21;51;18;28;19;59;60;56;45;25;31;24;29;57;10;48;32;42;14;17;4;8;26;49;15;54;36;20;33;52;44;9;37;38;47;55;30;13;43;62;40;27;5
22;16;46;35;50;3;64;12;6;58;53;63;23;2;34;61;54;39;41;1;11;21;51;18;28;19;59;60;56;45;25;31;24;29;57;10;48;32;42;14;17;4;8;26;49;15;7;36;20;33;52;44;9;37;38;47;55;30;13;43;62;40;27;5;13;288
13;288;22;16;46;35;50;3;64;12;6;58;53;63;23;2;34;61;54;39;41;1;11;21;51;18;28;19;59;60;56;45;25;31;24;29;57;10;48;32;42;14;17;4;8;26;49;15;7;36;20;33;52;44;9;37;38;47;55;30;13;43;62;40;27;5
22;16;46;35;50;3;64;12;6;58;53;63;23;2;34;61;54;39;41;1;11;21;51;18;28;19;59;60;56;45;25;31;24;29;57;10;48;32;42;14;17;4;8;26;49;15;7;36;47;33;52;44;9;37;38;20;55;30;13;43;62;40;27;5;13;288
13;288;22;16;46;35;50;3;64;12;6;58;53;63;23;2;34;61;54;39;41;1;11;21;51;18;28;19;59;60;56;45;25;31;24;29;57;10;48;32;42;14;17;4;8;26;49;15;7;36;47;33;52;44;9;37;38;20;55;30;13;43;62;40;27;5
22;58;46;35;50;3;64;12;6;16;53;63;23;2;34;61;54;39;41;1;11;21;51;18;28;19;59;60;56;45;25;31;24;29;57;10;48;32;42;14;17;4;8;26;49;15;7;36;47;33;52;44;9;37;38;20;55;30;13;43;62;40;27;5;13;288
14;288;22;58;46;35;50;3;64;12;6;16;53;63;23;2;34;61;54;39;41;1;11;21;51;18;28;19;59;60;56;45;25;31;24;29;57;10;48;32;42;14;17;4;8;26;49;15;7;36;47;33;52;44;9;37;38;20;55;30;13;43;62;40;27;5
22;20;46;35;50;3;64;12;6;16;53;63;23;2;34;61;54;39;41;1;11;21;51;18;28;19;59;60;56;45;25;31;24;29;57;10;48;32;42;14;17;4;8;26;49;15;7;36;47;33;52;44;9;37;38;58;55;30;13;43;62;40;27;5;14;288
14;288;22;20;46;35;50;3;64;12;6;16;53;63;23;2;34;61;54;39;41;1;11;21;51;18;28;19;59;60;56;45;25;31;24;29;57;10;48;32;42;14;17;4;8;26;49;15;7;36;47;33;52;44;9;37;38;58;55;30;13;43;62;40;27;5
22;20;46;23;50;3;64;12;6;16;53;63;35;2;34;61;54;39;41;1;11;21;51;18;28;19;59;60;56;45;25;31;24;29;57;10;48;32;42;14;17;4;8;26;49;15;7;36;47;33;52;44;9;37;38;58;55;30;13;43;62;40;27;5;14;288
14;288;22;20;46;23;50;3;64;12;6;16;53;63;35;2;34;61;54;39;41;1;11;21;51;18;28;19;59;60;56;45;25;31;24;29;57;10;48;32;42;14;17;4;8;26;49;15;7;36;47;33;52;44;9;37;38;58;55;30;13;43;62;40;27;5
22;20;46;23;50;3;64;12;6;16;33;63;35;2;34;61;54;39;41;1;11;21;51;18;28;19;59;60;56;45;25;31;24;29;57;10;48;32;42;14;17;4;8;26;49;15;7;36;47;53;52;44;9;37;38;58;55;30;13;43;62;40;27;5;14;272
14;272;22;20;46;23;50;3;64;12;6;16;33;63;35;2;34;61;54;39;41;1;11;21;51;18;28;19;59;60;56;45;25;31;24;29;57;10;48;32;42;14;17;4;8;26;49;15;7;36;47;53;52;44;9;37;38;58;55;30;13;43;62;40;27;5
22;20;46;23;50;3;64;12;6;16;33;54;35;2;34;61;63;39;41;1;11;21;51;18;28;19;59;60;56;45;25;31;24;29;57;10;48;32;42;14;17;4;8;26;49;15;7;36;47;53;52;44;9;37;38;58;55;30;13;43;62;40;27;5;14;272
14;272;22;20;46;23;50;3;64;12;6;16;33;54;35;2;34;61;63;39;41;1;11;21;51;18;28;19;59;60;56;45;25;31;24;29;57;10;48;32;42;14;17;4;8;26;49;15;7;36;47;53;52;44;9;37;38;58;55;30;13;43;62;40;27;5
22;20;46;23;50;3;64;12;6;16;45;54;35;2;34;61;63;39;41;1;11;21;51;18;28;19;59;60;56;33;25;31;24;29;57;10;48;32;42;14;17;4;8;26;49;15;7;36;47;53;52;44;9;37;38;58;55;30;13;43;62;40;27;5;14;272
14;272;22;20;46;23;50;3;64;12;6;16;45;54;35;2;34;61;63;39;41;1;11;21;51;18;28;19;59;60;56;33;25;31;24;29;57;10;48;32;42;14;17;4;8;26;49;15;7;36;47;53;52;44;9;37;38;58;55;30;13;43;62;40;27;5
22;20;46;40;50;3;64;12;6;16;45;54;35;2;34;61;63;39;41;1;11;21;51;18;28;19;59;60;56;33;25;31;24;29;57;10;48;32;42;14;17;4;8;26;49;15;7;36;47;53;52;44;9;37;38;58;55;30;13;43;62;23;27;5;14;272
14;272;22;20;46;40;50;3;64;12;6;16;45;54;35;2;34;61;63;39;41;1;11;21;51;18;28;19;59;60;56;33;25;31;24;29;57;10;48;32;42;14;17;4;8;26;49;15;7;36;47;53;52;44;9;37;38;58;55;30;13;43;62;23;27;5
