"X1";"X5902731";"X11";"X16";"X13";"X8";"X17";"X20";"X3";"X5";"X12";"X15";"X23";"X19";"X18";"X1.1";"X10";"X25";"X24";"X7";"X9";"X2";"X26";"X6";"X21";"X22";"X14";"X4"
23;20;21;8;3;6;13;9;12;24;11;7;5;14;25;4;16;1;17;19;18;10;15;2;22;26;52;5865300
52;5865300;23;20;21;8;3;6;13;9;12;24;11;7;5;14;25;4;16;1;17;19;18;10;15;2;22;26
23;20;21;8;3;6;13;9;12;24;11;7;5;14;25;4;18;1;17;19;16;10;15;2;22;26;52;5708101
52;5708101;23;20;21;8;3;6;13;9;12;24;11;7;5;14;25;4;18;1;17;19;16;10;15;2;22;26
23;20;21;8;3;10;13;9;12;24;11;7;5;14;25;4;18;1;17;19;16;6;15;2;22;26;52;5726136
52;5726136;23;20;21;8;3;10;13;9;12;24;11;7;5;14;25;4;18;1;17;19;16;6;15;2;22;26
23;20;21;8;3;10;13;2;12;24;11;7;5;14;25;4;18;1;17;19;16;6;15;9;22;26;52;5873007
52;5873007;23;20;21;8;3;10;13;2;12;24;11;7;5;14;25;4;18;1;17;19;16;6;15;9;22;26
23;26;21;8;3;10;13;2;12;24;11;7;5;14;25;4;18;1;17;19;16;6;15;9;22;20;52;5829886
52;5829886;23;26;21;8;3;10;13;2;12;24;11;7;5;14;25;4;18;1;17;19;16;6;15;9;22;20
1;26;21;8;3;10;13;2;12;24;11;7;5;14;25;4;18;23;17;19;16;6;15;9;22;20;52;5855353
52;5829886;23;26;21;8;3;10;13;2;12;24;11;7;5;14;25;4;18;1;17;19;16;6;15;9;22;20
23;26;21;8;3;10;13;2;12;24;11;7;5;14;25;4;18;1;17;19;16;15;6;9;22;20;52;5804093
52;5804093;23;26;21;8;3;10;13;2;12;24;11;7;5;14;25;4;18;1;17;19;16;15;6;9;22;20
23;26;25;8;3;10;13;2;12;24;11;7;5;14;21;4;18;1;17;19;16;15;6;9;22;20;52;5822812
52;5822812;23;26;25;8;3;10;13;2;12;24;11;7;5;14;21;4;18;1;17;19;16;15;6;9;22;20
23;26;25;8;3;10;13;2;12;24;16;7;5;14;21;4;18;1;17;19;11;15;6;9;22;20;52;5833044
52;5833044;23;26;25;8;3;10;13;2;12;24;16;7;5;14;21;4;18;1;17;19;11;15;6;9;22;20
23;26;25;8;3;10;13;2;12;24;16;7;5;14;21;4;18;1;17;19;11;6;15;9;22;20;52;5853706
52;5853706;23;26;25;8;3;10;13;2;12;24;16;7;5;14;21;4;18;1;17;19;11;6;15;9;22;20
23;26;25;8;3;10;13;15;12;24;16;7;5;14;21;4;18;1;17;19;11;6;2;9;22;20;52;5824358
52;5824358;23;26;25;8;3;10;13;15;12;24;16;7;5;14;21;4;18;1;17;19;11;6;2;9;22;20
23;26;25;8;3;10;13;15;12;24;16;7;5;14;21;4;18;1;17;19;20;6;2;9;22;11;52;5912084
52;5912084;23;26;25;8;3;10;13;15;12;24;16;7;5;14;21;4;18;1;17;19;20;6;2;9;22;11
23;26;25;8;3;10;13;15;4;24;16;7;5;14;21;12;18;1;17;19;20;6;2;9;22;11;52;5911022
52;5911022;23;26;25;8;3;10;13;15;4;24;16;7;5;14;21;12;18;1;17;19;20;6;2;9;22;11
23;26;25;8;3;20;13;15;4;24;16;7;5;14;21;12;18;1;17;19;10;6;2;9;22;11;52;5814822
52;5814822;23;26;25;8;3;20;13;15;4;24;16;7;5;14;21;12;18;1;17;19;10;6;2;9;22;11
23;26;25;8;3;20;13;15;4;24;16;7;5;14;21;12;22;1;17;19;10;6;2;9;18;11;52;5856883
52;5856883;23;26;25;8;3;20;13;15;4;24;16;7;5;14;21;12;22;1;17;19;10;6;2;9;18;11
23;26;25;8;3;20;13;15;4;24;6;7;5;14;21;12;22;1;17;19;10;16;2;9;18;11;52;5843650
52;5843650;23;26;25;8;3;20;13;15;4;24;6;7;5;14;21;12;22;1;17;19;10;16;2;9;18;11
23;26;25;8;3;22;13;15;4;24;6;7;5;14;21;12;20;1;17;19;10;16;2;9;18;11;52;5816211
52;5816211;23;26;25;8;3;22;13;15;4;24;6;7;5;14;21;12;20;1;17;19;10;16;2;9;18;11
11;26;25;8;3;22;13;15;4;24;6;7;5;14;21;12;20;1;17;19;10;16;2;9;18;23;52;5807031
53;5807031;11;26;25;8;3;22;13;15;4;24;6;7;5;14;21;12;20;1;17;19;10;16;2;9;18;23
11;3;25;8;26;22;13;15;4;24;6;7;5;14;21;12;20;1;17;19;10;16;2;9;18;23;53;5794102
53;5794102;11;3;25;8;26;22;13;15;4;24;6;7;5;14;21;12;20;1;17;19;10;16;2;9;18;23
11;3;25;8;26;22;13;15;4;24;6;7;5;17;21;12;20;1;14;19;10;16;2;9;18;23;53;5736263
53;5736263;11;3;25;8;26;22;13;15;4;24;6;7;5;17;21;12;20;1;14;19;10;16;2;9;18;23
11;3;25;8;26;22;13;15;4;24;6;7;5;17;21;12;16;1;14;19;10;20;2;9;18;23;53;5858135
53;5858135;11;3;25;8;26;22;13;15;4;24;6;7;5;17;21;12;16;1;14;19;10;20;2;9;18;23
11;3;25;8;26;22;13;15;4;24;6;7;5;17;21;12;19;1;14;16;10;20;2;9;18;23;53;5733176
53;5733176;11;3;25;8;26;22;13;15;4;24;6;7;5;17;21;12;19;1;14;16;10;20;2;9;18;23
11;3;25;8;26;22;13;15;4;24;6;7;5;17;23;12;19;1;14;16;10;20;2;9;18;21;53;5766694
53;5766694;11;3;25;8;26;22;13;15;4;24;6;7;5;17;23;12;19;1;14;16;10;20;2;9;18;21
1;3;25;8;26;22;13;15;4;24;6;7;5;17;23;12;19;11;14;16;10;20;2;9;18;21;53;5781512
53;5781512;1;3;25;8;26;22;13;15;4;24;6;7;5;17;23;12;19;11;14;16;10;20;2;9;18;21
1;3;25;8;7;22;13;15;4;24;6;26;5;17;23;12;19;11;14;16;10;20;2;9;18;21;53;5800870
53;5800870;1;3;25;8;7;22;13;15;4;24;6;26;5;17;23;12;19;11;14;16;10;20;2;9;18;21
1;3;25;8;7;22;13;15;4;24;6;26;5;17;23;12;19;11;14;16;10;20;21;9;18;2;53;5814831
53;5814831;1;3;25;8;7;22;13;15;4;24;6;26;5;17;23;12;19;11;14;16;10;20;21;9;18;2
1;2;25;8;7;22;13;15;4;24;6;26;5;17;23;12;19;11;14;16;10;20;21;9;18;3;53;5787431
53;5787431;1;2;25;8;7;22;13;15;4;24;6;26;5;17;23;12;19;11;14;16;10;20;21;9;18;3
1;2;25;8;7;22;13;15;4;24;6;26;5;17;23;12;19;11;14;16;10;20;21;9;3;18;53;5787431
53;5787431;1;2;25;8;7;22;13;15;4;24;6;26;5;17;23;12;19;11;14;16;10;20;21;9;3;18
1;2;25;8;7;22;13;15;4;24;6;26;5;17;23;12;19;11;18;16;10;20;21;9;3;14;53;5792579
53;5792579;1;2;25;8;7;22;13;15;4;24;6;26;5;17;23;12;19;11;18;16;10;20;21;9;3;14
1;2;25;8;7;22;13;15;4;24;11;26;5;17;23;12;19;6;18;16;10;20;21;9;3;14;53;5789342
53;5789342;1;2;25;8;7;22;13;15;4;24;11;26;5;17;23;12;19;6;18;16;10;20;21;9;3;14
1;2;25;8;7;22;13;15;4;24;11;26;5;17;23;12;20;6;18;16;10;19;21;9;3;14;53;5762665
53;5762665;1;2;25;8;7;22;13;15;4;24;11;26;5;17;23;12;20;6;18;16;10;19;21;9;3;14
1;2;25;8;7;22;13;15;4;24;11;26;5;17;23;12;20;10;18;16;6;19;21;9;3;14;53;5780003
53;5780003;1;2;25;8;7;22;13;15;4;24;11;26;5;17;23;12;20;10;18;16;6;19;21;9;3;14
6;2;25;8;7;22;13;15;4;24;11;26;5;17;23;12;20;10;18;16;1;19;21;9;3;14;53;5793881
53;5793881;6;2;25;8;7;22;13;15;4;24;11;26;5;17;23;12;20;10;18;16;1;19;21;9;3;14
6;2;25;8;7;22;13;15;4;24;11;26;5;17;23;14;20;10;18;16;1;19;21;9;3;12;53;5791337
53;5791337;6;2;25;8;7;22;13;15;4;24;11;26;5;17;23;14;20;10;18;16;1;19;21;9;3;12
6;2;25;8;7;17;13;15;4;24;11;26;5;22;23;14;20;10;18;16;1;19;21;9;3;12;53;5786392
53;5786392;6;2;25;8;7;17;13;15;4;24;11;26;5;22;23;14;20;10;18;16;1;19;21;9;3;12
6;10;25;8;7;17;13;15;4;24;11;26;5;22;23;14;20;2;18;16;1;19;21;9;3;12;53;5764634
53;5764634;6;10;25;8;7;17;13;15;4;24;11;26;5;22;23;14;20;2;18;16;1;19;21;9;3;12
6;10;25;8;7;17;13;15;9;24;11;26;5;22;23;14;20;2;18;16;1;19;21;4;3;12;53;5727303
53;5727303;6;10;25;8;7;17;13;15;9;24;11;26;5;22;23;14;20;2;18;16;1;19;21;4;3;12
6;10;25;8;7;17;13;15;9;24;11;1;5;22;23;14;20;2;18;16;26;19;21;4;3;12;53;5673159
54;5673159;6;10;25;8;7;17;13;15;9;24;11;1;5;22;23;14;20;2;18;16;26;19;21;4;3;12
6;10;25;8;7;21;13;15;9;24;11;1;5;22;23;14;20;2;18;16;26;19;17;4;3;12;54;5669564
54;5669564;6;10;25;8;7;21;13;15;9;24;11;1;5;22;23;14;20;2;18;16;26;19;17;4;3;12
6;19;25;8;7;21;13;15;9;24;11;1;5;22;23;14;20;2;18;16;26;10;17;4;3;12;54;5645760
54;5645760;6;19;25;8;7;21;13;15;9;24;11;1;5;22;23;14;20;2;18;16;26;10;17;4;3;12
6;19;25;8;7;21;13;15;9;24;11;1;18;22;23;14;20;2;5;16;26;10;17;4;3;12;54;5762287
54;5762287;6;19;25;8;7;21;13;15;9;24;11;1;18;22;23;14;20;2;5;16;26;10;17;4;3;12
6;19;1;8;7;21;13;15;9;24;11;25;18;22;23;14;20;2;5;16;26;10;17;4;3;12;54;5817235
54;5762287;6;19;25;8;7;21;13;15;9;24;11;1;18;22;23;14;20;2;5;16;26;10;17;4;3;12
6;19;16;8;7;21;13;15;9;24;11;1;18;22;23;14;20;2;5;25;26;10;17;4;3;12;54;5766527
54;5766527;6;19;16;8;7;21;13;15;9;24;11;1;18;22;23;14;20;2;5;25;26;10;17;4;3;12
6;19;16;8;7;21;13;15;9;24;14;1;18;22;23;11;20;2;5;25;26;10;17;4;3;12;54;5684329
54;5684329;6;19;16;8;7;21;13;15;9;24;14;1;18;22;23;11;20;2;5;25;26;10;17;4;3;12
2;19;16;8;7;21;13;15;9;24;14;1;18;22;23;11;20;6;5;25;26;10;17;4;3;12;54;5684305
54;5684305;2;19;16;8;7;21;13;15;9;24;14;1;18;22;23;11;20;6;5;25;26;10;17;4;3;12
2;19;26;8;7;21;13;15;9;24;14;1;18;22;23;11;20;6;5;25;16;10;17;4;3;12;54;5682491
54;5682491;2;19;26;8;7;21;13;15;9;24;14;1;18;22;23;11;20;6;5;25;16;10;17;4;3;12
2;19;11;8;7;21;13;15;9;24;14;1;18;22;23;26;20;6;5;25;16;10;17;4;3;12;54;5686274
54;5686274;2;19;11;8;7;21;13;15;9;24;14;1;18;22;23;26;20;6;5;25;16;10;17;4;3;12
2;19;11;8;7;21;13;15;9;24;3;1;18;22;23;26;20;6;5;25;16;10;17;4;14;12;54;5874917
54;5874917;2;19;11;8;7;21;13;15;9;24;3;1;18;22;23;26;20;6;5;25;16;10;17;4;14;12
2;19;11;8;7;22;13;15;9;24;3;1;18;21;23;26;20;6;5;25;16;10;17;4;14;12;54;5809698
54;5809698;2;19;11;8;7;22;13;15;9;24;3;1;18;21;23;26;20;6;5;25;16;10;17;4;14;12
2;19;11;8;7;22;13;15;9;24;3;1;18;21;23;26;20;17;5;25;16;10;6;4;14;12;54;5822873
54;5822873;2;19;11;8;7;22;13;15;9;24;3;1;18;21;23;26;20;17;5;25;16;10;6;4;14;12
2;19;11;8;7;22;13;15;9;24;3;1;18;21;23;26;20;17;5;25;16;6;10;4;14;12;54;5824243
54;5824243;2;19;11;8;7;22;13;15;9;24;3;1;18;21;23;26;20;17;5;25;16;6;10;4;14;12
2;19;11;8;7;22;18;15;9;24;3;1;13;21;23;26;20;17;5;25;16;6;10;4;14;12;54;5881677
54;5881677;2;19;11;8;7;22;18;15;9;24;3;1;13;21;23;26;20;17;5;25;16;6;10;4;14;12
4;19;11;8;7;22;18;15;9;24;3;1;13;21;23;26;20;17;5;25;16;6;10;2;14;12;54;5885315
54;5881677;2;19;11;8;7;22;18;15;9;24;3;1;13;21;23;26;20;17;5;25;16;6;10;4;14;12
2;19;11;8;7;22;18;15;9;24;20;1;13;21;23;26;3;17;5;25;16;6;10;4;14;12;54;5805421
54;5805421;2;19;11;8;7;22;18;15;9;24;20;1;13;21;23;26;3;17;5;25;16;6;10;4;14;12
2;19;11;8;7;22;18;15;9;10;20;1;13;21;23;26;3;17;5;25;16;6;24;4;14;12;54;5804476
54;5804476;2;19;11;8;7;22;18;15;9;10;20;1;13;21;23;26;3;17;5;25;16;6;24;4;14;12
2;19;11;8;7;22;18;17;9;10;20;1;13;21;23;26;3;15;5;25;16;6;24;4;14;12;54;5784963
54;5784963;2;19;11;8;7;22;18;17;9;10;20;1;13;21;23;26;3;15;5;25;16;6;24;4;14;12
2;25;11;8;7;22;18;17;9;10;20;1;13;21;23;26;3;15;5;19;16;6;24;4;14;12;54;5809965
54;5809965;2;25;11;8;7;22;18;17;9;10;20;1;13;21;23;26;3;15;5;19;16;6;24;4;14;12
2;25;11;8;7;22;18;17;6;10;20;1;13;21;23;26;3;15;5;19;16;9;24;4;14;12;54;5783839
55;5783839;2;25;11;8;7;22;18;17;6;10;20;1;13;21;23;26;3;15;5;19;16;9;24;4;14;12
2;25;11;8;7;22;18;17;6;10;20;1;13;21;23;26;3;19;5;15;16;9;24;4;14;12;55;5691439
55;5691439;2;25;11;8;7;22;18;17;6;10;20;1;13;21;23;26;3;19;5;15;16;9;24;4;14;12
2;25;11;8;7;22;18;17;6;20;10;1;13;21;23;26;3;19;5;15;16;9;24;4;14;12;55;5732428
55;5732428;2;25;11;8;7;22;18;17;6;20;10;1;13;21;23;26;3;19;5;15;16;9;24;4;14;12
2;25;11;8;7;22;18;17;6;20;10;1;13;21;23;26;9;19;5;15;16;3;24;4;14;12;55;5806630
55;5806630;2;25;11;8;7;22;18;17;6;20;10;1;13;21;23;26;9;19;5;15;16;3;24;4;14;12
2;25;11;8;7;22;18;17;6;20;10;1;13;21;23;24;9;19;5;15;16;3;26;4;14;12;55;5806809
55;5806809;2;25;11;8;7;22;18;17;6;20;10;1;13;21;23;24;9;19;5;15;16;3;26;4;14;12
1;25;11;8;7;22;18;17;6;20;10;2;13;21;23;24;9;19;5;15;16;3;26;4;14;12;55;5834087
55;5834087;1;25;11;8;7;22;18;17;6;20;10;2;13;21;23;24;9;19;5;15;16;3;26;4;14;12
1;25;11;8;7;22;18;17;6;20;10;2;13;3;23;24;9;19;5;15;16;21;26;4;14;12;55;5857087
55;5857087;1;25;11;8;7;22;18;17;6;20;10;2;13;3;23;24;9;19;5;15;16;21;26;4;14;12
1;25;11;8;7;22;18;17;6;20;10;2;13;16;23;24;9;19;5;15;3;21;26;4;14;12;55;5865674
55;5865674;1;25;11;8;7;22;18;17;6;20;10;2;13;16;23;24;9;19;5;15;3;21;26;4;14;12
1;2;11;8;7;22;18;17;6;20;10;25;13;16;23;24;9;19;5;15;3;21;26;4;14;12;55;5872841
55;5872841;1;2;11;8;7;22;18;17;6;20;10;25;13;16;23;24;9;19;5;15;3;21;26;4;14;12
1;2;11;8;7;22;18;12;6;20;10;25;13;16;23;24;9;19;5;15;3;21;26;4;14;17;55;5853957
55;5853957;1;2;11;8;7;22;18;12;6;20;10;25;13;16;23;24;9;19;5;15;3;21;26;4;14;17
1;2;11;8;7;22;18;12;10;20;6;25;13;16;23;24;9;19;5;15;3;21;26;4;14;17;55;5844554
55;5844554;1;2;11;8;7;22;18;12;10;20;6;25;13;16;23;24;9;19;5;15;3;21;26;4;14;17
1;2;11;8;7;22;18;12;10;20;15;25;13;16;23;24;9;19;5;6;3;21;26;4;14;17;55;5838600
55;5838600;1;2;11;8;7;22;18;12;10;20;15;25;13;16;23;24;9;19;5;6;3;21;26;4;14;17
23;2;11;8;7;22;18;12;10;20;15;25;13;16;1;24;9;19;5;6;3;21;26;4;14;17;55;5841548
55;5841548;23;2;11;8;7;22;18;12;10;20;15;25;13;16;1;24;9;19;5;6;3;21;26;4;14;17
23;2;11;8;7;22;18;20;10;12;15;25;13;16;1;24;9;19;5;6;3;21;26;4;14;17;55;5845148
55;5845148;23;2;11;8;7;22;18;20;10;12;15;25;13;16;1;24;9;19;5;6;3;21;26;4;14;17
21;2;11;8;7;22;18;20;10;12;15;25;13;16;1;24;9;19;5;6;3;23;26;4;14;17;55;5827054
55;5827054;21;2;11;8;7;22;18;20;10;12;15;25;13;16;1;24;9;19;5;6;3;23;26;4;14;17
21;2;18;8;7;22;11;20;10;12;15;25;13;16;1;24;9;19;5;6;3;23;26;4;14;17;55;5815500
55;5815500;21;2;18;8;7;22;11;20;10;12;15;25;13;16;1;24;9;19;5;6;3;23;26;4;14;17
19;2;18;8;7;22;11;20;10;12;15;25;13;16;1;24;9;21;5;6;3;23;26;4;14;17;55;5828115
55;5828115;19;2;18;8;7;22;11;20;10;12;15;25;13;16;1;24;9;21;5;6;3;23;26;4;14;17
19;2;18;8;7;22;11;20;10;12;15;25;13;9;1;24;16;21;5;6;3;23;26;4;14;17;55;5821754
55;5821754;19;2;18;8;7;22;11;20;10;12;15;25;13;9;1;24;16;21;5;6;3;23;26;4;14;17
19;2;18;8;7;22;11;20;10;12;15;25;13;9;24;1;16;21;5;6;3;23;26;4;14;17;55;5801178
55;5801178;19;2;18;8;7;22;11;20;10;12;15;25;13;9;24;1;16;21;5;6;3;23;26;4;14;17
19;2;18;8;7;22;11;20;10;12;15;25;13;9;24;1;16;21;5;6;3;17;26;4;14;23;55;5801940
55;5801940;19;2;18;8;7;22;11;20;10;12;15;25;13;9;24;1;16;21;5;6;3;17;26;4;14;23
19;2;18;8;23;22;11;20;10;12;15;25;13;9;24;1;16;21;5;6;3;17;26;4;14;7;55;5821803
56;5821803;19;2;18;8;23;22;11;20;10;12;15;25;13;9;24;1;16;21;5;6;3;17;26;4;14;7
19;2;18;8;23;26;11;20;10;12;15;25;13;9;24;1;16;21;5;6;3;17;22;4;14;7;56;5824330
56;5821803;19;2;18;8;23;22;11;20;10;12;15;25;13;9;24;1;16;21;5;6;3;17;26;4;14;7
18;2;19;8;23;22;11;20;10;12;15;25;13;9;24;1;16;21;5;6;3;17;26;4;14;7;56;5823743
56;5823743;18;2;19;8;23;22;11;20;10;12;15;25;13;9;24;1;16;21;5;6;3;17;26;4;14;7
18;2;19;8;23;22;11;20;10;12;15;25;13;9;24;7;16;21;5;6;3;17;26;4;14;1;56;5825114
56;5823743;18;2;19;8;23;22;11;20;10;12;15;25;13;9;24;1;16;21;5;6;3;17;26;4;14;7
18;2;19;8;23;22;11;7;10;12;15;25;13;9;24;1;16;21;5;6;3;17;26;4;14;20;56;5832101
56;5832101;18;2;19;8;23;22;11;7;10;12;15;25;13;9;24;1;16;21;5;6;3;17;26;4;14;20
18;2;19;8;23;22;11;7;15;12;10;25;13;9;24;1;16;21;5;6;3;17;26;4;14;20;56;5838664
56;5838664;18;2;19;8;23;22;11;7;15;12;10;25;13;9;24;1;16;21;5;6;3;17;26;4;14;20
18;8;19;2;23;22;11;7;15;12;10;25;13;9;24;1;16;21;5;6;3;17;26;4;14;20;56;5897162
56;5897162;18;8;19;2;23;22;11;7;15;12;10;25;13;9;24;1;16;21;5;6;3;17;26;4;14;20
18;8;19;2;23;22;11;7;15;12;25;10;13;9;24;1;16;21;5;6;3;17;26;4;14;20;56;5896942
56;5896942;18;8;19;2;23;22;11;7;15;12;25;10;13;9;24;1;16;21;5;6;3;17;26;4;14;20
18;8;19;2;23;22;11;7;15;12;25;10;13;17;24;1;16;21;5;6;3;9;26;4;14;20;56;5989474
56;5989474;18;8;19;2;23;22;11;7;15;12;25;10;13;17;24;1;16;21;5;6;3;9;26;4;14;20
18;25;19;2;23;22;11;7;15;12;8;10;13;17;24;1;16;21;5;6;3;9;26;4;14;20;56;5888197
56;5888197;18;25;19;2;23;22;11;7;15;12;8;10;13;17;24;1;16;21;5;6;3;9;26;4;14;20
18;25;19;2;13;22;11;7;15;12;8;10;23;17;24;1;16;21;5;6;3;9;26;4;14;20;56;5887603
56;5887603;18;25;19;2;13;22;11;7;15;12;8;10;23;17;24;1;16;21;5;6;3;9;26;4;14;20
18;25;11;2;13;22;19;7;15;12;8;10;23;17;24;1;16;21;5;6;3;9;26;4;14;20;56;5910827
56;5887603;18;25;19;2;13;22;11;7;15;12;8;10;23;17;24;1;16;21;5;6;3;9;26;4;14;20
7;25;19;2;13;22;11;18;15;12;8;10;23;17;24;1;16;21;5;6;3;9;26;4;14;20;56;5937774
56;5937774;7;25;19;2;13;22;11;18;15;12;8;10;23;17;24;1;16;21;5;6;3;9;26;4;14;20
7;25;19;2;22;13;11;18;15;12;8;10;23;17;24;1;16;21;5;6;3;9;26;4;14;20;56;5945349
56;5945349;7;25;19;2;22;13;11;18;15;12;8;10;23;17;24;1;16;21;5;6;3;9;26;4;14;20
7;25;19;2;22;13;11;18;15;26;8;10;23;17;24;1;16;21;5;6;3;9;12;4;14;20;56;5949044
56;5945349;7;25;19;2;22;13;11;18;15;12;8;10;23;17;24;1;16;21;5;6;3;9;26;4;14;20
7;25;19;2;22;13;11;18;1;12;8;10;23;17;24;15;16;21;5;6;3;9;26;4;14;20;56;5943283
56;5943283;7;25;19;2;22;13;11;18;1;12;8;10;23;17;24;15;16;21;5;6;3;9;26;4;14;20
7;25;19;2;22;13;11;18;1;20;8;10;23;17;24;15;16;21;5;6;3;9;26;4;14;12;56;5939792
56;5939792;7;25;19;2;22;13;11;18;1;20;8;10;23;17;24;15;16;21;5;6;3;9;26;4;14;12
7;25;19;2;22;26;11;18;1;20;8;10;23;17;24;15;16;21;5;6;3;9;13;4;14;12;56;5941722
56;5941722;7;25;19;2;22;26;11;18;1;20;8;10;23;17;24;15;16;21;5;6;3;9;13;4;14;12
7;25;19;2;22;26;11;3;1;20;8;10;23;17;24;15;16;21;5;6;18;9;13;4;14;12;56;5850322
56;5850322;7;25;19;2;22;26;11;3;1;20;8;10;23;17;24;15;16;21;5;6;18;9;13;4;14;12
7;22;19;2;25;26;11;3;1;20;8;10;23;17;24;15;16;21;5;6;18;9;13;4;14;12;56;5851016
56;5851016;7;22;19;2;25;26;11;3;1;20;8;10;23;17;24;15;16;21;5;6;18;9;13;4;14;12
7;10;19;2;25;26;11;3;1;20;8;22;23;17;24;15;16;21;5;6;18;9;13;4;14;12;56;5849800
57;5849800;7;10;19;2;25;26;11;3;1;20;8;22;23;17;24;15;16;21;5;6;18;9;13;4;14;12
7;10;19;2;25;26;11;3;1;20;8;4;23;17;24;15;16;21;5;6;18;9;13;22;14;12;57;5845498
57;5845498;7;10;19;2;25;26;11;3;1;20;8;4;23;17;24;15;16;21;5;6;18;9;13;22;14;12
7;10;1;2;25;26;11;3;19;20;8;4;23;17;24;15;16;21;5;6;18;9;13;22;14;12;57;5877274
57;5877274;7;10;1;2;25;26;11;3;19;20;8;4;23;17;24;15;16;21;5;6;18;9;13;22;14;12
7;10;1;2;25;26;11;3;19;20;8;4;23;15;24;17;16;21;5;6;18;9;13;22;14;12;57;5856604
57;5856604;7;10;1;2;25;26;11;3;19;20;8;4;23;15;24;17;16;21;5;6;18;9;13;22;14;12
7;10;1;2;25;26;11;15;19;20;8;4;23;3;24;17;16;21;5;6;18;9;13;22;14;12;57;5849203
57;5849203;7;10;1;2;25;26;11;15;19;20;8;4;23;3;24;17;16;21;5;6;18;9;13;22;14;12
7;10;1;2;25;26;11;15;19;6;8;4;23;3;24;17;16;21;5;20;18;9;13;22;14;12;57;5873673
57;5873673;7;10;1;2;25;26;11;15;19;6;8;4;23;3;24;17;16;21;5;20;18;9;13;22;14;12
7;10;9;2;25;26;11;15;19;6;8;4;23;3;24;17;16;21;5;20;18;1;13;22;14;12;57;5869039
57;5869039;7;10;9;2;25;26;11;15;19;6;8;4;23;3;24;17;16;21;5;20;18;1;13;22;14;12
7;10;9;2;25;26;11;15;19;4;8;6;23;3;24;17;16;21;5;20;18;1;13;22;14;12;57;5862271
57;5862271;7;10;9;2;25;26;11;15;19;4;8;6;23;3;24;17;16;21;5;20;18;1;13;22;14;12
7;11;9;2;25;26;10;15;19;4;8;6;23;3;24;17;16;21;5;20;18;1;13;22;14;12;57;5869372
57;5869372;7;11;9;2;25;26;10;15;19;4;8;6;23;3;24;17;16;21;5;20;18;1;13;22;14;12
7;11;26;2;25;9;10;15;19;4;8;6;23;3;24;17;16;21;5;20;18;1;13;22;14;12;57;5981686
57;5981686;7;11;26;2;25;9;10;15;19;4;8;6;23;3;24;17;16;21;5;20;18;1;13;22;14;12
7;11;26;2;25;9;10;15;19;4;8;3;23;6;24;17;16;21;5;20;18;1;13;22;14;12;57;5981239
57;5981239;7;11;26;2;25;9;10;15;19;4;8;3;23;6;24;17;16;21;5;20;18;1;13;22;14;12
7;11;26;2;25;9;10;15;19;4;3;8;23;6;24;17;16;21;5;20;18;1;13;22;14;12;57;5980961
57;5980961;7;11;26;2;25;9;10;15;19;4;3;8;23;6;24;17;16;21;5;20;18;1;13;22;14;12
7;11;26;2;25;9;10;15;19;4;3;5;23;6;24;17;16;21;8;20;18;1;13;22;14;12;57;5920641
57;5920641;7;11;26;2;25;9;10;15;19;4;3;5;23;6;24;17;16;21;8;20;18;1;13;22;14;12
7;11;26;2;25;9;10;15;19;4;3;5;23;6;24;17;16;22;8;20;18;1;13;21;14;12;57;5972503
57;5920641;7;11;26;2;25;9;10;15;19;4;3;5;23;6;24;17;16;21;8;20;18;1;13;22;14;12
7;11;26;2;25;9;10;15;13;4;3;5;23;6;24;17;16;21;8;20;18;1;19;22;14;12;57;5964754
57;5964754;7;11;26;2;25;9;10;15;13;4;3;5;23;6;24;17;16;21;8;20;18;1;19;22;14;12
7;11;15;2;25;9;10;26;13;4;3;5;23;6;24;17;16;21;8;20;18;1;19;22;14;12;57;5977953
57;5977953;7;11;15;2;25;9;10;26;13;4;3;5;23;6;24;17;16;21;8;20;18;1;19;22;14;12
7;11;15;2;25;9;10;26;13;4;3;8;23;6;24;17;16;21;5;20;18;1;19;22;14;12;57;6007917
57;6007917;7;11;15;2;25;9;10;26;13;4;3;8;23;6;24;17;16;21;5;20;18;1;19;22;14;12
7;11;15;2;25;9;10;26;8;4;3;13;23;6;24;17;16;21;5;20;18;1;19;22;14;12;57;5989387
57;5989387;7;11;15;2;25;9;10;26;8;4;3;13;23;6;24;17;16;21;5;20;18;1;19;22;14;12
7;11;18;2;25;9;10;26;8;4;3;13;23;6;24;17;16;21;5;20;15;1;19;22;14;12;57;6007568
57;6007568;7;11;18;2;25;9;10;26;8;4;3;13;23;6;24;17;16;21;5;20;15;1;19;22;14;12
7;11;18;2;25;9;10;26;8;4;3;13;5;6;24;17;16;21;23;20;15;1;19;22;14;12;57;5963758
57;5963758;7;11;18;2;25;9;10;26;8;4;3;13;5;6;24;17;16;21;23;20;15;1;19;22;14;12
7;11;18;2;25;9;10;26;8;4;3;5;13;6;24;17;16;21;23;20;15;1;19;22;14;12;57;5949282
58;5949282;7;11;18;2;25;9;10;26;8;4;3;5;13;6;24;17;16;21;23;20;15;1;19;22;14;12
7;11;18;2;25;9;10;26;8;4;3;5;13;6;24;20;16;21;23;17;15;1;19;22;14;12;58;5906652
58;5906652;7;11;18;2;25;9;10;26;8;4;3;5;13;6;24;20;16;21;23;17;15;1;19;22;14;12
7;11;18;2;25;9;10;26;8;4;14;5;13;6;24;20;16;21;23;17;15;1;19;22;3;12;58;5866351
