"X1";"X304";"X43";"X11";"X37";"X32";"X53";"X20";"X35";"X41";"X15";"X40";"X50";"X26";"X13";"X14";"X34";"X1.1";"X19";"X42";"X7";"X6";"X29";"X57";"X16";"X2";"X18";"X38";"X12";"X46";"X8";"X36";"X58";"X45";"X64";"X56";"X55";"X17";"X22";"X5";"X61";"X3";"X10";"X59";"X51";"X31";"X33";"X47";"X9";"X48";"X39";"X62";"X24";"X44";"X63";"X4";"X25";"X23";"X21";"X54";"X27";"X60";"X28";"X52";"X49";"X30"
9;290;12;24;25;62;58;51;30;22;45;63;33;39;21;41;5;42;32;4;17;3;40;48;61;60;36;46;2;43;16;7;52;10;35;31;19;55;13;50;37;15;23;29;44;47;26;56;6;57;18;27;14;59;20;53;28;34;54;8;9;49;11;38;64;1
12;24;25;62;58;51;30;22;45;63;33;39;21;41;5;42;32;4;17;3;40;48;61;60;36;46;2;43;16;7;52;10;35;31;19;55;13;50;37;15;23;29;44;47;26;56;6;57;18;27;14;59;20;53;28;34;54;8;9;49;1;38;64;11;9;290
9;290;12;24;25;62;58;51;30;22;45;63;33;39;21;41;5;42;32;4;17;3;40;48;61;60;36;46;2;43;16;7;52;10;35;31;19;55;13;50;37;15;23;29;44;47;26;56;6;57;18;27;14;59;20;53;28;34;54;8;9;49;1;38;64;11
12;24;25;62;58;51;30;22;45;63;33;39;21;41;5;42;32;4;17;3;40;48;61;60;36;46;7;43;16;2;52;10;35;31;19;55;13;50;37;15;23;29;44;47;26;56;6;57;18;27;14;59;20;53;28;34;54;8;9;49;1;38;64;11;9;282
9;282;12;24;25;62;58;51;30;22;45;63;33;39;21;41;5;42;32;4;17;3;40;48;61;60;36;46;7;43;16;2;52;10;35;31;19;55;13;50;37;15;23;29;44;47;26;56;6;57;18;27;14;59;20;53;28;34;54;8;9;49;1;38;64;11
12;24;25;62;58;51;30;22;45;63;33;39;21;41;5;42;32;4;17;3;40;48;61;60;36;46;7;43;16;2;52;10;35;31;19;55;56;50;37;15;23;29;44;47;26;13;6;57;18;27;14;59;20;53;28;34;54;8;9;49;1;38;64;11;9;282
10;282;12;24;25;62;58;51;30;22;45;63;33;39;21;41;5;42;32;4;17;3;40;48;61;60;36;46;7;43;16;2;52;10;35;31;19;55;56;50;37;15;23;29;44;47;26;13;6;57;18;27;14;59;20;53;28;34;54;8;9;49;1;38;64;11
12;24;25;62;58;51;30;22;45;63;33;39;21;41;47;42;32;4;17;3;40;48;61;60;36;46;7;43;16;2;52;10;35;31;19;55;56;50;37;15;23;29;44;5;26;13;6;57;18;27;14;59;20;53;28;34;54;8;9;49;1;38;64;11;10;280
10;280;12;24;25;62;58;51;30;22;45;63;33;39;21;41;47;42;32;4;17;3;40;48;61;60;36;46;7;43;16;2;52;10;35;31;19;55;56;50;37;15;23;29;44;5;26;13;6;57;18;27;14;59;20;53;28;34;54;8;9;49;1;38;64;11
12;24;25;62;58;51;30;22;45;63;33;54;21;41;47;42;32;4;17;3;40;48;61;60;36;46;7;43;16;2;52;10;35;31;19;55;56;50;37;15;23;29;44;5;26;13;6;57;18;27;14;59;20;53;28;34;39;8;9;49;1;38;64;11;10;280
10;280;12;24;25;62;58;51;30;22;45;63;33;54;21;41;47;42;32;4;17;3;40;48;61;60;36;46;7;43;16;2;52;10;35;31;19;55;56;50;37;15;23;29;44;5;26;13;6;57;18;27;14;59;20;53;28;34;39;8;9;49;1;38;64;11
12;49;25;62;58;51;30;22;45;63;33;54;21;41;47;42;32;4;17;3;40;48;61;60;36;46;7;43;16;2;52;10;35;31;19;55;56;50;37;15;23;29;44;5;26;13;6;57;18;27;14;59;20;53;28;34;39;8;9;24;1;38;64;11;10;280
10;280;12;49;25;62;58;51;30;22;45;63;33;54;21;41;47;42;32;4;17;3;40;48;61;60;36;46;7;43;16;2;52;10;35;31;19;55;56;50;37;15;23;29;44;5;26;13;6;57;18;27;14;59;20;53;28;34;39;8;9;24;1;38;64;11
12;49;25;62;58;51;30;22;45;63;53;54;21;41;47;42;32;4;17;3;40;48;61;60;36;46;7;43;16;2;52;10;35;31;19;55;56;50;37;15;23;29;44;5;26;13;6;57;18;27;14;59;20;33;28;34;39;8;9;24;1;38;64;11;10;268
10;268;12;49;25;62;58;51;30;22;45;63;53;54;21;41;47;42;32;4;17;3;40;48;61;60;36;46;7;43;16;2;52;10;35;31;19;55;56;50;37;15;23;29;44;5;26;13;6;57;18;27;14;59;20;33;28;34;39;8;9;24;1;38;64;11
12;49;25;62;58;51;30;22;45;63;53;54;21;41;47;42;32;4;17;3;40;48;61;60;36;46;7;43;16;9;52;10;35;31;19;55;56;50;37;15;23;29;44;5;26;13;6;57;18;27;14;59;20;33;28;34;39;8;2;24;1;38;64;11;10;260
10;260;12;49;25;62;58;51;30;22;45;63;53;54;21;41;47;42;32;4;17;3;40;48;61;60;36;46;7;43;16;9;52;10;35;31;19;55;56;50;37;15;23;29;44;5;26;13;6;57;18;27;14;59;20;33;28;34;39;8;2;24;1;38;64;11
12;49;25;62;58;51;30;22;45;63;53;54;37;41;47;42;32;4;17;3;40;48;61;60;36;46;7;43;16;9;52;10;35;31;19;55;56;50;21;15;23;29;44;5;26;13;6;57;18;27;14;59;20;33;28;34;39;8;2;24;1;38;64;11;10;260
10;260;12;49;25;62;58;51;30;22;45;63;53;54;37;41;47;42;32;4;17;3;40;48;61;60;36;46;7;43;16;9;52;10;35;31;19;55;56;50;21;15;23;29;44;5;26;13;6;57;18;27;14;59;20;33;28;34;39;8;2;24;1;38;64;11
12;49;25;62;58;51;30;22;45;63;53;54;37;41;47;42;32;4;17;3;40;55;61;60;36;46;7;43;16;9;52;10;35;31;19;48;56;50;21;15;23;29;44;5;26;13;6;57;18;27;14;59;20;33;28;34;39;8;2;24;1;38;64;11;10;262
10;262;12;49;25;62;58;51;30;22;45;63;53;54;37;41;47;42;32;4;17;3;40;55;61;60;36;46;7;43;16;9;52;10;35;31;19;48;56;50;21;15;23;29;44;5;26;13;6;57;18;27;14;59;20;33;28;34;39;8;2;24;1;38;64;11
12;49;25;62;58;51;30;22;45;63;53;54;37;41;47;42;32;4;17;3;40;55;61;60;9;46;7;43;16;36;52;10;35;31;19;48;56;50;21;15;23;29;44;5;26;13;6;57;18;27;14;59;20;33;28;34;39;8;2;24;1;38;64;11;10;270
10;270;12;49;25;62;58;51;30;22;45;63;53;54;37;41;47;42;32;4;17;3;40;55;61;60;9;46;7;43;16;36;52;10;35;31;19;48;56;50;21;15;23;29;44;5;26;13;6;57;18;27;14;59;20;33;28;34;39;8;2;24;1;38;64;11
12;49;25;62;58;51;30;22;45;63;53;54;37;41;47;42;32;4;17;3;40;55;61;60;50;46;7;43;16;36;52;10;35;31;19;48;56;9;21;15;23;29;44;5;26;13;6;57;18;27;14;59;20;33;28;34;39;8;2;24;1;38;64;11;10;270
10;270;12;49;25;62;58;51;30;22;45;63;53;54;37;41;47;42;32;4;17;3;40;55;61;60;50;46;7;43;16;36;52;10;35;31;19;48;56;9;21;15;23;29;44;5;26;13;6;57;18;27;14;59;20;33;28;34;39;8;2;24;1;38;64;11
12;49;25;62;58;51;30;22;45;63;53;54;37;41;47;42;32;4;17;3;40;55;61;60;50;46;7;43;16;36;52;10;35;31;19;48;56;9;21;15;23;29;44;5;26;13;6;57;18;27;14;59;20;33;28;34;38;8;2;24;1;39;64;11;10;270
10;270;12;49;25;62;58;51;30;22;45;63;53;54;37;41;47;42;32;4;17;3;40;55;61;60;50;46;7;43;16;36;52;10;35;31;19;48;56;9;21;15;23;29;44;5;26;13;6;57;18;27;14;59;20;33;28;34;38;8;2;24;1;39;64;11
12;49;25;62;58;51;30;22;45;63;53;54;37;41;47;42;60;4;17;3;40;55;61;32;50;46;7;43;16;36;52;10;35;31;19;48;56;9;21;15;23;29;44;5;26;13;6;57;18;27;14;59;20;33;28;34;38;8;2;24;1;39;64;11;10;274
10;274;12;49;25;62;58;51;30;22;45;63;53;54;37;41;47;42;60;4;17;3;40;55;61;32;50;46;7;43;16;36;52;10;35;31;19;48;56;9;21;15;23;29;44;5;26;13;6;57;18;27;14;59;20;33;28;34;38;8;2;24;1;39;64;11
12;49;25;62;58;51;30;22;45;63;53;54;37;41;47;42;44;4;17;3;40;55;61;32;50;46;7;43;16;36;52;10;35;31;19;48;56;9;21;15;23;29;60;5;26;13;6;57;18;27;14;59;20;33;28;34;38;8;2;24;1;39;64;11;10;278
10;278;12;49;25;62;58;51;30;22;45;63;53;54;37;41;47;42;44;4;17;3;40;55;61;32;50;46;7;43;16;36;52;10;35;31;19;48;56;9;21;15;23;29;60;5;26;13;6;57;18;27;14;59;20;33;28;34;38;8;2;24;1;39;64;11
12;49;25;62;58;51;30;22;45;63;19;54;37;41;47;42;44;4;17;3;40;55;61;32;50;46;7;43;16;36;52;10;35;31;53;48;56;9;21;15;23;29;60;5;26;13;6;57;18;27;14;59;20;33;28;34;38;8;2;24;1;39;64;11;10;288
10;288;12;49;25;62;58;51;30;22;45;63;19;54;37;41;47;42;44;4;17;3;40;55;61;32;50;46;7;43;16;36;52;10;35;31;53;48;56;9;21;15;23;29;60;5;26;13;6;57;18;27;14;59;20;33;28;34;38;8;2;24;1;39;64;11
12;49;25;62;58;51;30;22;45;63;19;54;37;41;47;42;44;4;17;3;40;55;61;32;50;46;7;43;16;36;52;10;35;31;53;48;56;9;21;15;23;29;60;5;26;13;6;57;18;27;14;59;11;33;28;34;38;8;2;24;1;39;64;20;10;288
10;288;12;49;25;62;58;51;30;22;45;63;19;54;37;41;47;42;44;4;17;3;40;55;61;32;50;46;7;43;16;36;52;10;35;31;53;48;56;9;21;15;23;29;60;5;26;13;6;57;18;27;14;59;11;33;28;34;38;8;2;24;1;39;64;20
12;49;25;62;58;51;30;22;54;63;19;45;37;41;47;42;44;4;17;3;40;55;61;32;50;46;7;43;16;36;52;10;35;31;53;48;56;9;21;15;23;29;60;5;26;13;6;57;18;27;14;59;11;33;28;34;38;8;2;24;1;39;64;20;10;288
10;288;12;49;25;62;58;51;30;22;54;63;19;45;37;41;47;42;44;4;17;3;40;55;61;32;50;46;7;43;16;36;52;10;35;31;53;48;56;9;21;15;23;29;60;5;26;13;6;57;18;27;14;59;11;33;28;34;38;8;2;24;1;39;64;20
12;49;25;62;58;51;30;22;54;63;19;45;37;41;47;42;44;4;17;3;40;7;61;32;50;46;55;43;16;36;52;10;35;31;53;48;56;9;21;15;23;29;60;5;26;13;6;57;18;27;14;59;11;33;28;34;38;8;2;24;1;39;64;20;10;292
10;292;12;49;25;62;58;51;30;22;54;63;19;45;37;41;47;42;44;4;17;3;40;7;61;32;50;46;55;43;16;36;52;10;35;31;53;48;56;9;21;15;23;29;60;5;26;13;6;57;18;27;14;59;11;33;28;34;38;8;2;24;1;39;64;20
12;49;25;62;58;51;30;22;54;63;15;45;37;41;47;42;44;4;17;3;40;7;61;32;50;46;55;43;16;36;52;10;35;31;53;48;56;9;21;19;23;29;60;5;26;13;6;57;18;27;14;59;11;33;28;34;38;8;2;24;1;39;64;20;10;288
10;288;12;49;25;62;58;51;30;22;54;63;15;45;37;41;47;42;44;4;17;3;40;7;61;32;50;46;55;43;16;36;52;10;35;31;53;48;56;9;21;19;23;29;60;5;26;13;6;57;18;27;14;59;11;33;28;34;38;8;2;24;1;39;64;20
12;49;25;62;58;51;9;22;54;63;15;45;37;41;47;42;44;4;17;3;40;7;61;32;50;46;55;43;16;36;52;10;35;31;53;48;56;30;21;19;23;29;60;5;26;13;6;57;18;27;14;59;11;33;28;34;38;8;2;24;1;39;64;20;10;288
10;288;12;49;25;62;58;51;9;22;54;63;15;45;37;41;47;42;44;4;17;3;40;7;61;32;50;46;55;43;16;36;52;10;35;31;53;48;56;30;21;19;23;29;60;5;26;13;6;57;18;27;14;59;11;33;28;34;38;8;2;24;1;39;64;20
12;49;25;62;58;51;9;22;54;63;15;45;37;41;47;42;43;4;17;3;40;7;61;32;50;46;55;44;16;36;52;10;35;31;53;48;56;30;21;19;23;29;60;5;26;13;6;57;18;27;14;59;11;33;28;34;38;8;2;24;1;39;64;20;10;272
10;272;12;49;25;62;58;51;9;22;54;63;15;45;37;41;47;42;43;4;17;3;40;7;61;32;50;46;55;44;16;36;52;10;35;31;53;48;56;30;21;19;23;29;60;5;26;13;6;57;18;27;14;59;11;33;28;34;38;8;2;24;1;39;64;20
12;49;25;62;58;51;9;22;54;63;15;45;37;41;47;42;43;4;17;3;40;7;61;32;50;46;55;44;16;36;52;10;35;31;53;48;56;30;21;19;23;18;60;5;26;13;6;57;29;27;14;59;11;33;28;34;38;8;2;24;1;39;64;20;10;272
11;272;12;49;25;62;58;51;9;22;54;63;15;45;37;41;47;42;43;4;17;3;40;7;61;32;50;46;55;44;16;36;52;10;35;31;53;48;56;30;21;19;23;18;60;5;26;13;6;57;29;27;14;59;11;33;28;34;38;8;2;24;1;39;64;20
12;49;25;62;58;51;9;22;54;63;15;45;37;41;47;42;43;4;17;3;40;7;61;32;50;46;55;44;16;36;52;10;35;31;53;48;56;30;21;19;23;60;18;5;26;13;6;57;29;27;14;59;11;33;28;34;38;8;2;24;1;39;64;20;11;272
11;272;12;49;25;62;58;51;9;22;54;63;15;45;37;41;47;42;43;4;17;3;40;7;61;32;50;46;55;44;16;36;52;10;35;31;53;48;56;30;21;19;23;60;18;5;26;13;6;57;29;27;14;59;11;33;28;34;38;8;2;24;1;39;64;20
12;49;25;62;58;51;9;22;54;63;15;45;37;41;47;42;13;4;17;3;40;7;61;32;50;46;55;44;16;36;52;10;35;31;53;48;56;30;21;19;23;60;18;5;26;43;6;57;29;27;14;59;11;33;28;34;38;8;2;24;1;39;64;20;11;272
11;272;12;49;25;62;58;51;9;22;54;63;15;45;37;41;47;42;13;4;17;3;40;7;61;32;50;46;55;44;16;36;52;10;35;31;53;48;56;30;21;19;23;60;18;5;26;43;6;57;29;27;14;59;11;33;28;34;38;8;2;24;1;39;64;20
12;49;25;62;58;51;9;22;54;63;15;45;20;41;47;42;13;4;17;3;40;7;61;32;50;46;55;44;16;36;52;10;35;31;53;48;56;30;21;19;23;60;18;5;26;43;6;57;29;27;14;59;11;33;28;34;38;8;2;24;1;39;64;37;11;272
11;272;12;49;25;62;58;51;9;22;54;63;15;45;20;41;47;42;13;4;17;3;40;7;61;32;50;46;55;44;16;36;52;10;35;31;53;48;56;30;21;19;23;60;18;5;26;43;6;57;29;27;14;59;11;33;28;34;38;8;2;24;1;39;64;37
12;49;25;62;58;51;9;22;54;63;15;45;20;41;47;42;13;4;17;3;40;7;61;32;50;46;55;44;16;36;52;10;35;31;53;48;56;30;21;5;23;60;18;19;26;43;6;57;29;27;14;59;11;33;28;34;38;8;2;24;1;39;64;37;11;272
11;272;12;49;25;62;58;51;9;22;54;63;15;45;20;41;47;42;13;4;17;3;40;7;61;32;50;46;55;44;16;36;52;10;35;31;53;48;56;30;21;5;23;60;18;19;26;43;6;57;29;27;14;59;11;33;28;34;38;8;2;24;1;39;64;37
12;49;25;62;58;51;9;22;54;63;15;45;20;41;47;42;13;4;17;3;40;7;61;32;50;46;55;44;16;36;52;10;35;31;53;48;56;30;21;5;23;60;18;19;26;43;6;57;29;27;14;59;11;33;28;64;38;8;2;24;1;39;34;37;11;272
11;272;12;49;25;62;58;51;9;22;54;63;15;45;20;41;47;42;13;4;17;3;40;7;61;32;50;46;55;44;16;36;52;10;35;31;53;48;56;30;21;5;23;60;18;19;26;43;6;57;29;27;14;59;11;33;28;64;38;8;2;24;1;39;34;37
12;49;25;62;58;51;9;22;54;63;47;45;20;41;15;42;13;4;17;3;40;7;61;32;50;46;55;44;16;36;52;10;35;31;53;48;56;30;21;5;23;60;18;19;26;43;6;57;29;27;14;59;11;33;28;64;38;8;2;24;1;39;34;37;11;274
11;274;12;49;25;62;58;51;9;22;54;63;47;45;20;41;15;42;13;4;17;3;40;7;61;32;50;46;55;44;16;36;52;10;35;31;53;48;56;30;21;5;23;60;18;19;26;43;6;57;29;27;14;59;11;33;28;64;38;8;2;24;1;39;34;37
12;49;25;62;58;51;9;22;54;63;47;45;20;41;15;42;13;4;17;3;40;29;61;32;50;46;55;44;16;36;52;10;35;31;53;48;56;30;21;5;23;60;18;19;26;43;6;57;7;27;14;59;11;33;28;64;38;8;2;24;1;39;34;37;11;272
11;272;12;49;25;62;58;51;9;22;54;63;47;45;20;41;15;42;13;4;17;3;40;29;61;32;50;46;55;44;16;36;52;10;35;31;53;48;56;30;21;5;23;60;18;19;26;43;6;57;7;27;14;59;11;33;28;64;38;8;2;24;1;39;34;37
12;49;25;62;58;46;9;22;54;63;47;45;20;41;15;42;13;4;17;3;40;29;61;32;50;51;55;44;16;36;52;10;35;31;53;48;56;30;21;5;23;60;18;19;26;43;6;57;7;27;14;59;11;33;28;64;38;8;2;24;1;39;34;37;11;280
11;280;12;49;25;62;58;46;9;22;54;63;47;45;20;41;15;42;13;4;17;3;40;29;61;32;50;51;55;44;16;36;52;10;35;31;53;48;56;30;21;5;23;60;18;19;26;43;6;57;7;27;14;59;11;33;28;64;38;8;2;24;1;39;34;37
12;44;25;62;58;46;9;22;54;63;47;45;20;41;15;42;13;4;17;3;40;29;61;32;50;51;55;49;16;36;52;10;35;31;53;48;56;30;21;5;23;60;18;19;26;43;6;57;7;27;14;59;11;33;28;64;38;8;2;24;1;39;34;37;11;288
11;288;12;44;25;62;58;46;9;22;54;63;47;45;20;41;15;42;13;4;17;3;40;29;61;32;50;51;55;49;16;36;52;10;35;31;53;48;56;30;21;5;23;60;18;19;26;43;6;57;7;27;14;59;11;33;28;64;38;8;2;24;1;39;34;37
12;44;25;62;58;46;9;22;54;63;47;45;20;41;15;42;13;4;17;3;40;50;61;32;29;51;55;49;16;36;52;10;35;31;53;48;56;30;21;5;23;60;18;19;26;43;6;57;7;27;14;59;11;33;28;64;38;8;2;24;1;39;34;37;11;288
11;288;12;44;25;62;58;46;9;22;54;63;47;45;20;41;15;42;13;4;17;3;40;50;61;32;29;51;55;49;16;36;52;10;35;31;53;48;56;30;21;5;23;60;18;19;26;43;6;57;7;27;14;59;11;33;28;64;38;8;2;24;1;39;34;37
12;44;25;62;58;46;9;22;54;63;47;45;20;41;15;42;13;4;17;3;40;50;61;14;29;51;55;49;16;36;52;10;35;31;53;48;56;30;21;5;23;60;18;19;26;43;6;57;7;27;32;59;11;33;28;64;38;8;2;24;1;39;34;37;11;288
11;288;12;44;25;62;58;46;9;22;54;63;47;45;20;41;15;42;13;4;17;3;40;50;61;14;29;51;55;49;16;36;52;10;35;31;53;48;56;30;21;5;23;60;18;19;26;43;6;57;7;27;32;59;11;33;28;64;38;8;2;24;1;39;34;37
12;44;25;62;58;46;9;22;54;63;47;45;20;41;15;42;13;4;64;3;40;50;61;14;29;51;55;49;16;36;52;10;35;31;53;48;56;30;21;5;23;60;18;19;26;43;6;57;7;27;32;59;11;33;28;17;38;8;2;24;1;39;34;37;11;272
11;272;12;44;25;62;58;46;9;22;54;63;47;45;20;41;15;42;13;4;64;3;40;50;61;14;29;51;55;49;16;36;52;10;35;31;53;48;56;30;21;5;23;60;18;19;26;43;6;57;7;27;32;59;11;33;28;17;38;8;2;24;1;39;34;37
12;44;25;62;58;46;9;22;54;63;47;45;20;41;15;42;13;4;64;3;40;50;16;14;29;51;55;49;61;36;52;10;35;31;53;48;56;30;21;5;23;60;18;19;26;43;6;57;7;27;32;59;11;33;28;17;38;8;2;24;1;39;34;37;11;272
11;272;12;44;25;62;58;46;9;22;54;63;47;45;20;41;15;42;13;4;64;3;40;50;16;14;29;51;55;49;61;36;52;10;35;31;53;48;56;30;21;5;23;60;18;19;26;43;6;57;7;27;32;59;11;33;28;17;38;8;2;24;1;39;34;37
12;19;25;62;58;46;9;22;54;63;47;45;20;41;15;42;13;4;64;3;40;50;16;14;29;51;55;49;61;36;52;10;35;31;53;48;56;30;21;5;23;60;18;44;26;43;6;57;7;27;32;59;11;33;28;17;38;8;2;24;1;39;34;37;11;252
11;252;12;19;25;62;58;46;9;22;54;63;47;45;20;41;15;42;13;4;64;3;40;50;16;14;29;51;55;49;61;36;52;10;35;31;53;48;56;30;21;5;23;60;18;44;26;43;6;57;7;27;32;59;11;33;28;17;38;8;2;24;1;39;34;37
12;19;25;62;58;46;9;22;54;63;47;45;48;41;15;42;13;4;64;3;40;50;16;14;29;51;55;49;61;36;52;10;35;31;53;20;56;30;21;5;23;60;18;44;26;43;6;57;7;27;32;59;11;33;28;17;38;8;2;24;1;39;34;37;11;252
11;252;12;19;25;62;58;46;9;22;54;63;47;45;48;41;15;42;13;4;64;3;40;50;16;14;29;51;55;49;61;36;52;10;35;31;53;20;56;30;21;5;23;60;18;44;26;43;6;57;7;27;32;59;11;33;28;17;38;8;2;24;1;39;34;37
12;19;64;62;58;46;9;22;54;63;47;45;48;41;15;42;13;4;25;3;40;50;16;14;29;51;55;49;61;36;52;10;35;31;53;20;56;30;21;5;23;60;18;44;26;43;6;57;7;27;32;59;11;33;28;17;38;8;2;24;1;39;34;37;11;264
11;264;12;19;64;62;58;46;9;22;54;63;47;45;48;41;15;42;13;4;25;3;40;50;16;14;29;51;55;49;61;36;52;10;35;31;53;20;56;30;21;5;23;60;18;44;26;43;6;57;7;27;32;59;11;33;28;17;38;8;2;24;1;39;34;37
12;19;64;62;58;46;9;22;54;63;47;45;48;41;15;42;13;4;25;3;5;50;16;14;29;51;55;49;61;36;52;10;35;31;53;20;56;30;21;40;23;60;18;44;26;43;6;57;7;27;32;59;11;33;28;17;38;8;2;24;1;39;34;37;11;264
11;264;12;19;64;62;58;46;9;22;54;63;47;45;48;41;15;42;13;4;25;3;5;50;16;14;29;51;55;49;61;36;52;10;35;31;53;20;56;30;21;40;23;60;18;44;26;43;6;57;7;27;32;59;11;33;28;17;38;8;2;24;1;39;34;37
12;19;64;62;58;46;9;22;54;18;47;45;48;41;15;42;13;4;25;3;5;50;16;14;29;51;55;49;61;36;52;10;35;31;53;20;56;30;21;40;23;60;63;44;26;43;6;57;7;27;32;59;11;33;28;17;38;8;2;24;1;39;34;37;11;288
11;288;12;19;64;62;58;46;9;22;54;18;47;45;48;41;15;42;13;4;25;3;5;50;16;14;29;51;55;49;61;36;52;10;35;31;53;20;56;30;21;40;23;60;63;44;26;43;6;57;7;27;32;59;11;33;28;17;38;8;2;24;1;39;34;37
12;19;64;62;58;46;9;22;54;18;47;45;48;41;15;42;13;4;25;3;5;50;16;14;29;32;55;49;61;36;52;10;35;31;53;20;56;30;21;40;23;60;63;44;26;43;6;57;7;27;51;59;11;33;28;17;38;8;2;24;1;39;34;37;11;288
11;288;12;19;64;62;58;46;9;22;54;18;47;45;48;41;15;42;13;4;25;3;5;50;16;14;29;32;55;49;61;36;52;10;35;31;53;20;56;30;21;40;23;60;63;44;26;43;6;57;7;27;51;59;11;33;28;17;38;8;2;24;1;39;34;37
12;33;64;62;58;46;9;22;54;18;47;45;48;41;15;42;13;4;25;3;5;50;16;14;29;32;55;49;61;36;52;10;35;31;53;20;56;30;21;40;23;60;63;44;26;43;6;57;7;27;51;59;11;19;28;17;38;8;2;24;1;39;34;37;11;288
12;288;12;33;64;62;58;46;9;22;54;18;47;45;48;41;15;42;13;4;25;3;5;50;16;14;29;32;55;49;61;36;52;10;35;31;53;20;56;30;21;40;23;60;63;44;26;43;6;57;7;27;51;59;11;19;28;17;38;8;2;24;1;39;34;37
12;33;64;62;58;11;9;22;54;18;47;45;48;41;15;42;13;4;25;3;5;50;16;14;29;32;55;49;61;36;52;10;35;31;53;20;56;30;21;40;23;60;63;44;26;43;6;57;7;27;51;59;46;19;28;17;38;8;2;24;1;39;34;37;12;284
12;284;12;33;64;62;58;11;9;22;54;18;47;45;48;41;15;42;13;4;25;3;5;50;16;14;29;32;55;49;61;36;52;10;35;31;53;20;56;30;21;40;23;60;63;44;26;43;6;57;7;27;51;59;46;19;28;17;38;8;2;24;1;39;34;37
12;33;64;62;58;11;9;22;54;18;47;45;37;41;15;42;13;4;25;3;5;50;16;14;29;32;55;49;61;36;52;10;35;31;53;20;56;30;21;40;23;60;63;44;26;43;6;57;7;27;51;59;46;19;28;17;38;8;2;24;1;39;34;48;12;284
12;284;12;33;64;62;58;11;9;22;54;18;47;45;37;41;15;42;13;4;25;3;5;50;16;14;29;32;55;49;61;36;52;10;35;31;53;20;56;30;21;40;23;60;63;44;26;43;6;57;7;27;51;59;46;19;28;17;38;8;2;24;1;39;34;48
12;33;64;62;58;11;9;22;54;18;47;45;37;41;15;42;13;4;25;3;5;50;16;14;29;32;55;49;61;36;52;10;35;31;53;20;56;48;21;40;23;60;63;44;26;43;6;57;7;27;51;59;46;19;28;17;38;8;2;24;1;39;34;30;12;284
12;284;12;33;64;62;58;11;9;22;54;18;47;45;37;41;15;42;13;4;25;3;5;50;16;14;29;32;55;49;61;36;52;10;35;31;53;20;56;48;21;40;23;60;63;44;26;43;6;57;7;27;51;59;46;19;28;17;38;8;2;24;1;39;34;30
12;33;64;62;58;11;9;22;54;18;47;45;37;41;15;42;13;4;25;3;5;50;16;14;29;32;63;49;61;36;52;10;35;31;53;20;56;48;21;40;23;60;55;44;26;43;6;57;7;27;51;59;46;19;28;17;38;8;2;24;1;39;34;30;12;292
12;284;12;33;64;62;58;11;9;22;54;18;47;45;37;41;15;42;13;4;25;3;5;50;16;14;29;32;55;49;61;36;52;10;35;31;53;20;56;48;21;40;23;60;63;44;26;43;6;57;7;27;51;59;46;19;28;17;38;8;2;24;1;39;34;30
12;33;64;62;58;11;9;22;54;18;47;45;37;41;15;42;13;4;25;3;5;50;16;14;29;32;55;49;61;36;52;10;35;31;53;20;56;48;21;40;23;60;63;44;26;43;6;57;7;27;51;59;46;19;28;17;38;8;1;24;2;39;34;30;12;284
12;284;12;33;64;62;58;11;9;22;54;18;47;45;37;41;15;42;13;4;25;3;5;50;16;14;29;32;55;49;61;36;52;10;35;31;53;20;56;48;21;40;23;60;63;44;26;43;6;57;7;27;51;59;46;19;28;17;38;8;1;24;2;39;34;30
12;33;64;62;58;11;9;22;54;18;47;45;37;41;15;42;13;4;25;3;5;50;16;38;29;32;55;49;61;36;52;10;35;31;53;20;56;48;21;40;23;60;63;44;26;43;6;57;7;27;51;59;46;19;28;17;14;8;1;24;2;39;34;30;12;284
12;284;12;33;64;62;58;11;9;22;54;18;47;45;37;41;15;42;13;4;25;3;5;50;16;38;29;32;55;49;61;36;52;10;35;31;53;20;56;48;21;40;23;60;63;44;26;43;6;57;7;27;51;59;46;19;28;17;14;8;1;24;2;39;34;30
12;33;64;62;44;11;9;22;54;18;47;45;37;41;15;42;13;4;25;3;5;50;16;38;29;32;55;49;61;36;52;10;35;31;53;20;56;48;21;40;23;60;63;58;26;43;6;57;7;27;51;59;46;19;28;17;14;8;1;24;2;39;34;30;12;288
12;288;12;33;64;62;44;11;9;22;54;18;47;45;37;41;15;42;13;4;25;3;5;50;16;38;29;32;55;49;61;36;52;10;35;31;53;20;56;48;21;40;23;60;63;58;26;43;6;57;7;27;51;59;46;19;28;17;14;8;1;24;2;39;34;30
12;33;64;62;44;11;9;22;54;18;47;45;37;41;15;42;13;60;25;3;5;50;16;38;29;32;55;49;61;36;52;10;35;31;53;20;56;48;21;40;23;4;63;58;26;43;6;57;7;27;51;59;46;19;28;17;14;8;1;24;2;39;34;30;12;288
12;288;12;33;64;62;44;11;9;22;54;18;47;45;37;41;15;42;13;60;25;3;5;50;16;38;29;32;55;49;61;36;52;10;35;31;53;20;56;48;21;40;23;4;63;58;26;43;6;57;7;27;51;59;46;19;28;17;14;8;1;24;2;39;34;30
12;33;64;62;44;11;9;22;54;18;47;45;37;41;15;42;13;60;25;3;5;50;16;38;29;32;55;49;61;36;52;21;35;31;53;20;56;48;10;40;23;4;63;58;26;43;6;57;7;27;51;59;46;19;28;17;14;8;1;24;2;39;34;30;12;308
