"X1";"X27466";"X5";"X3";"X20";"X13";"X19";"X9";"X16";"X32";"X7";"X8";"X25";"X4";"X29";"X17";"X23";"X2";"X6";"X1.1";"X15";"X31";"X27";"X26";"X21";"X18";"X30";"X11";"X14";"X10";"X28";"X12";"X24";"X22"
40;26972;16;10;18;15;6;32;5;7;3;30;12;25;23;26;29;21;13;1;20;24;31;14;8;17;27;2;11;22;28;9;4;19
16;10;18;15;6;32;5;7;3;30;12;25;23;26;29;21;13;1;20;24;31;9;8;17;27;2;11;22;28;14;4;19;40;27092
40;27092;16;10;18;15;6;32;5;7;3;30;12;25;23;26;29;21;13;1;20;24;31;9;8;17;27;2;11;22;28;14;4;19
14;10;18;15;6;32;5;7;3;30;12;25;23;26;29;21;13;1;20;24;31;9;8;17;27;2;11;22;28;16;4;19;40;26692
40;26692;14;10;18;15;6;32;5;7;3;30;12;25;23;26;29;21;13;1;20;24;31;9;8;17;27;2;11;22;28;16;4;19
14;10;18;15;6;32;5;7;3;30;12;25;23;26;29;21;13;1;20;24;31;9;8;17;27;2;11;22;28;4;16;19;40;26452
40;26452;14;10;18;15;6;32;5;7;3;30;12;25;23;26;29;21;13;1;20;24;31;9;8;17;27;2;11;22;28;4;16;19
14;10;18;15;6;32;5;7;3;30;12;25;23;26;20;21;13;1;29;24;31;9;8;17;27;2;11;22;28;4;16;19;40;26892
40;26892;14;10;18;15;6;32;5;7;3;30;12;25;23;26;20;21;13;1;29;24;31;9;8;17;27;2;11;22;28;4;16;19
14;10;18;25;6;32;5;7;3;30;12;15;23;26;20;21;13;1;29;24;31;9;8;17;27;2;11;22;28;4;16;19;40;26386
40;26386;14;10;18;25;6;32;5;7;3;30;12;15;23;26;20;21;13;1;29;24;31;9;8;17;27;2;11;22;28;4;16;19
14;10;18;25;6;32;5;7;3;30;12;15;23;26;20;21;29;1;13;24;31;9;8;17;27;2;11;22;28;4;16;19;40;26846
40;26846;14;10;18;25;6;32;5;7;3;30;12;15;23;26;20;21;29;1;13;24;31;9;8;17;27;2;11;22;28;4;16;19
14;10;7;25;6;32;5;18;3;30;12;15;23;26;20;21;29;1;13;24;31;9;8;17;27;2;11;22;28;4;16;19;40;26944
40;26944;14;10;7;25;6;32;5;18;3;30;12;15;23;26;20;21;29;1;13;24;31;9;8;17;27;2;11;22;28;4;16;19
14;10;7;25;6;32;5;18;3;30;12;15;23;24;20;21;29;1;13;26;31;9;8;17;27;2;11;22;28;4;16;19;40;26744
40;26744;14;10;7;25;6;32;5;18;3;30;12;15;23;24;20;21;29;1;13;26;31;9;8;17;27;2;11;22;28;4;16;19
14;10;7;25;6;32;5;18;3;30;1;15;23;24;20;21;29;12;13;26;31;9;8;17;27;2;11;22;28;4;16;19;40;26564
40;26564;14;10;7;25;6;32;5;18;3;30;1;15;23;24;20;21;29;12;13;26;31;9;8;17;27;2;11;22;28;4;16;19
14;10;7;25;6;32;5;12;3;30;1;15;23;24;20;21;29;18;13;26;31;9;8;17;27;2;11;22;28;4;16;19;40;26666
40;26666;14;10;7;25;6;32;5;12;3;30;1;15;23;24;20;21;29;18;13;26;31;9;8;17;27;2;11;22;28;4;16;19
14;10;7;25;6;32;5;26;3;30;1;15;23;24;20;21;29;18;13;12;31;9;8;17;27;2;11;22;28;4;16;19;40;26278
40;26278;14;10;7;25;6;32;5;26;3;30;1;15;23;24;20;21;29;18;13;12;31;9;8;17;27;2;11;22;28;4;16;19
14;10;6;25;7;32;5;26;3;30;1;15;23;24;20;21;29;18;13;12;31;9;8;17;27;2;11;22;28;4;16;19;40;26438
40;26438;14;10;6;25;7;32;5;26;3;30;1;15;23;24;20;21;29;18;13;12;31;9;8;17;27;2;11;22;28;4;16;19
14;10;6;25;7;32;5;26;3;30;1;15;23;24;20;21;29;18;13;12;31;22;8;17;27;2;11;9;28;4;16;19;40;26864
40;26864;14;10;6;25;7;32;5;26;3;30;1;15;23;24;20;21;29;18;13;12;31;22;8;17;27;2;11;9;28;4;16;19
14;10;6;25;7;17;5;26;3;30;1;15;23;24;20;21;29;18;13;12;31;22;8;32;27;2;11;9;28;4;16;19;40;26024
40;26024;14;10;6;25;7;17;5;26;3;30;1;15;23;24;20;21;29;18;13;12;31;22;8;32;27;2;11;9;28;4;16;19
14;10;6;25;7;16;5;26;3;30;1;15;23;24;20;21;29;18;13;12;31;22;8;32;27;2;11;9;28;4;17;19;40;26154
41;26154;14;10;6;25;7;16;5;26;3;30;1;15;23;24;20;21;29;18;13;12;31;22;8;32;27;2;11;9;28;4;17;19
14;23;6;25;7;16;5;26;3;30;1;15;10;24;20;21;29;18;13;12;31;22;8;32;27;2;11;9;28;4;17;19;41;26124
41;26124;14;23;6;25;7;16;5;26;3;30;1;15;10;24;20;21;29;18;13;12;31;22;8;32;27;2;11;9;28;4;17;19
14;23;6;25;7;16;5;26;3;30;1;15;10;24;20;21;27;18;13;12;31;22;8;32;29;2;11;9;28;4;17;19;41;25684
41;25684;14;23;6;25;7;16;5;26;3;30;1;15;10;24;20;21;27;18;13;12;31;22;8;32;29;2;11;9;28;4;17;19
14;23;6;25;7;4;5;26;3;30;1;15;10;24;20;21;27;18;13;12;31;22;8;32;29;2;11;9;28;16;17;19;41;25744
41;25744;14;23;6;25;7;4;5;26;3;30;1;15;10;24;20;21;27;18;13;12;31;22;8;32;29;2;11;9;28;16;17;19
14;23;26;25;7;4;5;6;3;30;1;15;10;24;20;21;27;18;13;12;31;22;8;32;29;2;11;9;28;16;17;19;41;25838
41;25838;14;23;26;25;7;4;5;6;3;30;1;15;10;24;20;21;27;18;13;12;31;22;8;32;29;2;11;9;28;16;17;19
14;23;25;26;7;4;5;6;3;30;1;15;10;24;20;21;27;18;13;12;31;22;8;32;29;2;11;9;28;16;17;19;41;25878
41;25878;14;23;25;26;7;4;5;6;3;30;1;15;10;24;20;21;27;18;13;12;31;22;8;32;29;2;11;9;28;16;17;19
14;23;25;26;7;4;17;6;3;30;1;15;10;24;20;21;27;18;13;12;31;22;8;32;29;2;11;9;28;16;5;19;41;26648
41;25878;14;23;25;26;7;4;5;6;3;30;1;15;10;24;20;21;27;18;13;12;31;22;8;32;29;2;11;9;28;16;17;19
14;23;25;17;7;4;5;6;3;30;1;15;10;24;20;21;27;18;13;12;31;22;8;32;29;2;11;9;28;16;26;19;41;26258
41;26258;14;23;25;17;7;4;5;6;3;30;1;15;10;24;20;21;27;18;13;12;31;22;8;32;29;2;11;9;28;16;26;19
14;23;25;17;7;4;5;6;3;19;1;15;10;24;20;21;27;18;13;12;31;22;8;32;29;2;11;9;28;16;26;30;41;26378
41;26378;14;23;25;17;7;4;5;6;3;19;1;15;10;24;20;21;27;18;13;12;31;22;8;32;29;2;11;9;28;16;26;30
14;23;25;17;7;11;5;6;3;19;1;15;10;24;20;21;27;18;13;12;31;22;8;32;29;2;4;9;28;16;26;30;41;25678
41;25678;14;23;25;17;7;11;5;6;3;19;1;15;10;24;20;21;27;18;13;12;31;22;8;32;29;2;4;9;28;16;26;30
14;23;10;17;7;11;5;6;3;19;1;15;25;24;20;21;27;18;13;12;31;22;8;32;29;2;4;9;28;16;26;30;41;25792
41;25792;14;23;10;17;7;11;5;6;3;19;1;15;25;24;20;21;27;18;13;12;31;22;8;32;29;2;4;9;28;16;26;30
8;23;10;17;7;11;5;6;3;19;1;15;25;24;20;21;27;18;13;12;31;22;14;32;29;2;4;9;28;16;26;30;41;25672
41;25672;8;23;10;17;7;11;5;6;3;19;1;15;25;24;20;21;27;18;13;12;31;22;14;32;29;2;4;9;28;16;26;30
8;23;10;17;7;11;5;6;3;19;1;15;25;24;20;21;27;13;18;12;31;22;14;32;29;2;4;9;28;16;26;30;41;26398
41;26398;8;23;10;17;7;11;5;6;3;19;1;15;25;24;20;21;27;13;18;12;31;22;14;32;29;2;4;9;28;16;26;30
8;23;10;17;7;11;5;6;3;19;14;15;25;24;20;21;27;13;18;12;31;22;1;32;29;2;4;9;28;16;26;30;41;26718
41;26398;8;23;10;17;7;11;5;6;3;19;1;15;25;24;20;21;27;13;18;12;31;22;14;32;29;2;4;9;28;16;26;30
8;23;10;17;7;11;5;4;3;19;1;15;25;24;20;21;27;13;18;12;31;22;14;32;29;2;6;9;28;16;26;30;41;26758
41;26758;8;23;10;17;7;11;5;4;3;19;1;15;25;24;20;21;27;13;18;12;31;22;14;32;29;2;6;9;28;16;26;30
8;23;10;17;7;11;5;4;3;19;1;15;25;24;20;21;31;13;18;12;27;22;14;32;29;2;6;9;28;16;26;30;41;27138
41;27138;8;23;10;17;7;11;5;4;3;19;1;15;25;24;20;21;31;13;18;12;27;22;14;32;29;2;6;9;28;16;26;30
8;23;10;19;7;11;5;4;3;17;1;15;25;24;20;21;31;13;18;12;27;22;14;32;29;2;6;9;28;16;26;30;41;26338
41;26338;8;23;10;19;7;11;5;4;3;17;1;15;25;24;20;21;31;13;18;12;27;22;14;32;29;2;6;9;28;16;26;30
8;23;10;24;7;11;5;4;3;17;1;15;25;19;20;21;31;13;18;12;27;22;14;32;29;2;6;9;28;16;26;30;41;26218
41;26218;8;23;10;24;7;11;5;4;3;17;1;15;25;19;20;21;31;13;18;12;27;22;14;32;29;2;6;9;28;16;26;30
8;23;10;24;5;11;7;4;3;17;1;15;25;19;20;21;31;13;18;12;27;22;14;32;29;2;6;9;28;16;26;30;41;26338
41;26338;8;23;10;24;5;11;7;4;3;17;1;15;25;19;20;21;31;13;18;12;27;22;14;32;29;2;6;9;28;16;26;30
8;23;10;24;5;11;7;4;3;17;1;15;25;31;20;21;19;13;18;12;27;22;14;32;29;2;6;9;28;16;26;30;41;25538
41;25538;8;23;10;24;5;11;7;4;3;17;1;15;25;31;20;21;19;13;18;12;27;22;14;32;29;2;6;9;28;16;26;30
8;23;10;24;15;11;7;4;3;17;1;5;25;31;20;21;19;13;18;12;27;22;14;32;29;2;6;9;28;16;26;30;41;25458
42;25458;8;23;10;24;15;11;7;4;3;17;1;5;25;31;20;21;19;13;18;12;27;22;14;32;29;2;6;9;28;16;26;30
8;23;10;13;15;11;7;4;3;17;1;5;25;31;20;21;19;24;18;12;27;22;14;32;29;2;6;9;28;16;26;30;42;26330
42;26330;8;23;10;13;15;11;7;4;3;17;1;5;25;31;20;21;19;24;18;12;27;22;14;32;29;2;6;9;28;16;26;30
8;23;10;13;15;11;7;4;3;17;1;5;25;31;20;21;19;24;18;12;27;22;6;32;29;2;14;9;28;16;26;30;42;26330
42;26330;8;23;10;13;15;11;7;4;3;17;1;5;25;31;20;21;19;24;18;12;27;22;6;32;29;2;14;9;28;16;26;30
8;23;10;13;15;11;7;4;3;17;5;1;25;31;20;21;19;24;18;12;27;22;6;32;29;2;14;9;28;16;26;30;42;26170
42;26170;8;23;10;13;15;11;7;4;3;17;5;1;25;31;20;21;19;24;18;12;27;22;6;32;29;2;14;9;28;16;26;30
8;23;10;13;15;11;32;4;3;17;5;1;25;31;20;21;19;24;18;12;27;22;6;7;29;2;14;9;28;16;26;30;42;27620
42;27620;8;23;10;13;15;11;32;4;3;17;5;1;25;31;20;21;19;24;18;12;27;22;6;7;29;2;14;9;28;16;26;30
8;23;32;13;15;11;10;4;3;17;5;1;25;31;20;21;19;24;18;12;27;22;6;7;29;2;14;9;28;16;26;30;42;27804
42;27804;8;23;32;13;15;11;10;4;3;17;5;1;25;31;20;21;19;24;18;12;27;22;6;7;29;2;14;9;28;16;26;30
8;23;32;13;15;11;10;4;3;17;5;12;25;31;20;21;19;24;18;1;27;22;6;7;29;2;14;9;28;16;26;30;42;28644
42;27804;8;23;32;13;15;11;10;4;3;17;5;1;25;31;20;21;19;24;18;12;27;22;6;7;29;2;14;9;28;16;26;30
8;23;32;13;15;11;10;4;3;17;5;1;27;31;20;21;19;24;18;12;25;22;6;7;29;2;14;9;28;16;26;30;42;28204
42;28204;8;23;32;13;15;11;10;4;3;17;5;1;27;31;20;21;19;24;18;12;25;22;6;7;29;2;14;9;28;16;26;30
8;23;32;13;15;11;10;4;3;17;5;1;27;21;20;31;19;24;18;12;25;22;6;7;29;2;14;9;28;16;26;30;42;27924
42;27924;8;23;32;13;15;11;10;4;3;17;5;1;27;21;20;31;19;24;18;12;25;22;6;7;29;2;14;9;28;16;26;30
8;23;32;13;15;11;10;4;3;17;5;1;22;21;20;31;19;24;18;12;25;27;6;7;29;2;14;9;28;16;26;30;42;27644
42;27644;8;23;32;13;15;11;10;4;3;17;5;1;22;21;20;31;19;24;18;12;25;27;6;7;29;2;14;9;28;16;26;30
8;23;32;13;15;11;10;9;3;17;5;1;22;21;20;31;19;24;18;12;25;27;6;7;29;2;14;4;28;16;26;30;42;27404
42;27404;8;23;32;13;15;11;10;9;3;17;5;1;22;21;20;31;19;24;18;12;25;27;6;7;29;2;14;4;28;16;26;30
8;23;6;13;15;11;10;9;3;17;5;1;22;21;20;31;19;24;18;12;25;27;32;7;29;2;14;4;28;16;26;30;42;26624
42;26624;8;23;6;13;15;11;10;9;3;17;5;1;22;21;20;31;19;24;18;12;25;27;32;7;29;2;14;4;28;16;26;30
8;23;29;13;15;11;10;9;3;17;5;1;22;21;20;31;19;24;18;12;25;27;32;7;6;2;14;4;28;16;26;30;42;26930
42;26624;8;23;6;13;15;11;10;9;3;17;5;1;22;21;20;31;19;24;18;12;25;27;32;7;29;2;14;4;28;16;26;30
8;23;6;13;15;11;10;9;3;17;5;1;22;21;20;31;19;24;18;12;25;27;32;7;4;2;14;29;28;16;26;30;42;25820
42;25820;8;23;6;13;15;11;10;9;3;17;5;1;22;21;20;31;19;24;18;12;25;27;32;7;4;2;14;29;28;16;26;30
8;23;6;13;15;11;10;9;3;17;5;1;25;21;20;31;19;24;18;12;22;27;32;7;4;2;14;29;28;16;26;30;42;25900
42;25900;8;23;6;13;15;11;10;9;3;17;5;1;25;21;20;31;19;24;18;12;22;27;32;7;4;2;14;29;28;16;26;30
8;23;6;28;15;11;10;9;3;17;5;1;25;21;20;31;19;24;18;12;22;27;32;7;4;2;14;29;13;16;26;30;42;25908
42;25908;8;23;6;28;15;11;10;9;3;17;5;1;25;21;20;31;19;24;18;12;22;27;32;7;4;2;14;29;13;16;26;30
8;23;6;28;15;11;10;9;3;17;5;1;25;21;20;7;19;24;18;12;22;27;32;31;4;2;14;29;13;16;26;30;42;25068
42;25068;8;23;6;28;15;11;10;9;3;17;5;1;25;21;20;7;19;24;18;12;22;27;32;31;4;2;14;29;13;16;26;30
8;23;6;28;15;11;10;9;3;17;5;1;19;21;20;7;25;24;18;12;22;27;32;31;4;2;14;29;13;16;26;30;42;25788
42;25788;8;23;6;28;15;11;10;9;3;17;5;1;19;21;20;7;25;24;18;12;22;27;32;31;4;2;14;29;13;16;26;30
22;23;6;28;15;11;10;9;3;17;5;1;19;21;20;7;25;24;18;12;8;27;32;31;4;2;14;29;13;16;26;30;42;25910
42;25910;22;23;6;28;15;11;10;9;3;17;5;1;19;21;20;7;25;24;18;12;8;27;32;31;4;2;14;29;13;16;26;30
22;23;6;28;15;11;10;9;3;17;5;1;19;21;20;7;25;24;18;12;8;27;4;31;32;2;14;29;13;16;26;30;42;25860
42;25860;22;23;6;28;15;11;10;9;3;17;5;1;19;21;20;7;25;24;18;12;8;27;4;31;32;2;14;29;13;16;26;30
22;23;6;28;15;11;10;9;3;17;5;1;19;21;20;7;25;24;18;12;8;27;4;31;32;2;14;29;26;16;13;30;42;25570
43;25570;22;23;6;28;15;11;10;9;3;17;5;1;19;21;20;7;25;24;18;12;8;27;4;31;32;2;14;29;26;16;13;30
22;23;6;28;15;11;10;9;3;17;5;1;19;21;20;7;25;24;18;12;8;27;4;31;14;2;32;29;26;16;13;30;43;25146
43;25146;22;23;6;28;15;11;10;9;3;17;5;1;19;21;20;7;25;24;18;12;8;27;4;31;14;2;32;29;26;16;13;30
22;23;6;28;15;11;10;32;3;17;5;1;19;21;20;7;25;24;18;12;8;27;4;31;14;2;9;29;26;16;13;30;43;26126
43;26126;22;23;6;28;15;11;10;32;3;17;5;1;19;21;20;7;25;24;18;12;8;27;4;31;14;2;9;29;26;16;13;30
22;23;6;16;15;11;10;32;3;17;5;1;19;21;20;7;25;24;18;12;8;27;4;31;14;2;9;29;26;28;13;30;43;26488
43;26488;22;23;6;16;15;11;10;32;3;17;5;1;19;21;20;7;25;24;18;12;8;27;4;31;14;2;9;29;26;28;13;30
22;23;6;16;24;11;10;32;3;17;5;1;19;21;20;7;25;15;18;12;8;27;4;31;14;2;9;29;26;28;13;30;43;26260
43;26260;22;23;6;16;24;11;10;32;3;17;5;1;19;21;20;7;25;15;18;12;8;27;4;31;14;2;9;29;26;28;13;30
22;23;6;16;24;11;10;32;3;17;14;1;19;21;20;7;25;15;18;12;8;27;4;31;5;2;9;29;26;28;13;30;43;26780
43;26780;22;23;6;16;24;11;10;32;3;17;14;1;19;21;20;7;25;15;18;12;8;27;4;31;5;2;9;29;26;28;13;30
22;23;6;16;24;11;10;32;3;17;14;1;19;27;20;7;25;15;18;12;8;21;4;31;5;2;9;29;26;28;13;30;43;26880
43;26880;22;23;6;16;24;11;10;32;3;17;14;1;19;27;20;7;25;15;18;12;8;21;4;31;5;2;9;29;26;28;13;30
22;23;6;16;24;11;10;32;3;17;14;1;19;27;20;7;25;15;18;12;8;21;4;5;31;2;9;29;26;28;13;30;43;27380
43;27380;22;23;6;16;24;11;10;32;3;17;14;1;19;27;20;7;25;15;18;12;8;21;4;5;31;2;9;29;26;28;13;30
22;23;6;16;24;11;10;32;3;17;14;1;19;27;20;5;25;15;18;12;8;21;4;7;31;2;9;29;26;28;13;30;43;27820
43;27380;22;23;6;16;24;11;10;32;3;17;14;1;19;27;20;7;25;15;18;12;8;21;4;5;31;2;9;29;26;28;13;30
22;23;6;16;24;11;10;32;3;17;14;1;19;27;20;7;25;15;21;12;8;18;4;5;31;2;9;29;26;28;13;30;43;27220
43;27220;22;23;6;16;24;11;10;32;3;17;14;1;19;27;20;7;25;15;21;12;8;18;4;5;31;2;9;29;26;28;13;30
22;23;6;16;29;11;10;32;3;17;14;1;19;27;20;7;25;15;21;12;8;18;4;5;31;2;9;24;26;28;13;30;43;27640
43;27640;22;23;6;16;29;11;10;32;3;17;14;1;19;27;20;7;25;15;21;12;8;18;4;5;31;2;9;24;26;28;13;30
22;23;6;24;29;11;10;32;3;17;14;1;19;27;20;7;25;15;21;12;8;18;4;5;31;2;9;16;26;28;13;30;43;28050
43;28050;22;23;6;24;29;11;10;32;3;17;14;1;19;27;20;7;25;15;21;12;8;18;4;5;31;2;9;16;26;28;13;30
22;23;6;24;29;11;10;32;3;17;14;1;19;27;20;7;25;15;21;26;8;18;4;5;31;2;9;16;12;28;13;30;43;27252
43;27252;22;23;6;24;29;11;10;32;3;17;14;1;19;27;20;7;25;15;21;26;8;18;4;5;31;2;9;16;12;28;13;30
22;23;6;24;29;11;10;32;3;17;14;1;19;27;20;7;25;15;31;26;8;18;4;5;21;2;9;16;12;28;13;30;43;27012
43;27012;22;23;6;24;29;11;10;32;3;17;14;1;19;27;20;7;25;15;31;26;8;18;4;5;21;2;9;16;12;28;13;30
22;23;6;24;29;11;10;32;3;17;14;1;19;15;20;7;25;27;31;26;8;18;4;5;21;2;9;16;12;28;13;30;43;27194
43;27194;22;23;6;24;29;11;10;32;3;17;14;1;19;15;20;7;25;27;31;26;8;18;4;5;21;2;9;16;12;28;13;30
22;23;6;24;29;11;10;32;8;17;14;1;19;15;20;7;25;27;31;26;3;18;4;5;21;2;9;16;12;28;13;30;43;27594
43;27594;22;23;6;24;29;11;10;32;8;17;14;1;19;15;20;7;25;27;31;26;3;18;4;5;21;2;9;16;12;28;13;30
22;23;6;24;29;11;10;32;8;17;14;1;19;15;20;7;25;27;2;26;3;18;4;5;21;31;9;16;12;28;13;30;43;26486
43;26486;22;23;6;24;29;11;10;32;8;17;14;1;19;15;20;7;25;27;2;26;3;18;4;5;21;31;9;16;12;28;13;30
22;23;6;24;29;11;10;32;8;18;14;1;19;15;20;7;25;27;2;26;3;17;4;5;21;31;9;16;12;28;13;30;43;26686
43;26686;22;23;6;24;29;11;10;32;8;18;14;1;19;15;20;7;25;27;2;26;3;17;4;5;21;31;9;16;12;28;13;30
22;23;6;24;29;3;10;32;8;18;14;1;19;15;20;7;25;27;2;26;11;17;4;5;21;31;9;16;12;28;13;30;43;26566
43;26566;22;23;6;24;29;3;10;32;8;18;14;1;19;15;20;7;25;27;2;26;11;17;4;5;21;31;9;16;12;28;13;30
22;23;6;4;29;3;10;32;8;18;14;1;19;15;20;7;25;27;2;26;11;17;24;5;21;31;9;16;12;28;13;30;43;27306
43;27306;22;23;6;4;29;3;10;32;8;18;14;1;19;15;20;7;25;27;2;26;11;17;24;5;21;31;9;16;12;28;13;30
22;23;18;4;29;3;10;32;8;6;14;1;19;15;20;7;25;27;2;26;11;17;24;5;21;31;9;16;12;28;13;30;43;26926
44;26926;22;23;18;4;29;3;10;32;8;6;14;1;19;15;20;7;25;27;2;26;11;17;24;5;21;31;9;16;12;28;13;30
22;32;18;4;29;3;10;23;8;6;14;1;19;15;20;7;25;27;2;26;11;17;24;5;21;31;9;16;12;28;13;30;44;27146
44;27146;22;32;18;4;29;3;10;23;8;6;14;1;19;15;20;7;25;27;2;26;11;17;24;5;21;31;9;16;12;28;13;30
22;17;18;4;29;3;10;23;8;6;14;1;19;15;20;7;25;27;2;26;11;32;24;5;21;31;9;16;12;28;13;30;44;27266
44;27266;22;17;18;4;29;3;10;23;8;6;14;1;19;15;20;7;25;27;2;26;11;32;24;5;21;31;9;16;12;28;13;30
22;17;18;4;29;3;10;23;8;6;14;1;13;15;20;7;25;27;2;26;11;32;24;5;21;31;9;16;12;28;19;30;44;26186
44;26186;22;17;18;4;29;3;10;23;8;6;14;1;13;15;20;7;25;27;2;26;11;32;24;5;21;31;9;16;12;28;19;30
22;17;18;4;29;3;10;23;8;27;14;1;13;15;20;7;25;6;2;26;11;32;24;5;21;31;9;16;12;28;19;30;44;26450
44;26450;22;17;18;4;29;3;10;23;8;27;14;1;13;15;20;7;25;6;2;26;11;32;24;5;21;31;9;16;12;28;19;30
22;17;32;4;29;3;10;23;8;27;14;1;13;15;20;7;25;6;2;26;11;18;24;5;21;31;9;16;12;28;19;30;44;26530
44;26530;22;17;32;4;29;3;10;23;8;27;14;1;13;15;20;7;25;6;2;26;11;18;24;5;21;31;9;16;12;28;19;30
22;17;32;4;29;3;10;23;8;27;14;1;13;15;20;7;25;6;2;26;11;18;24;19;21;31;9;16;12;28;5;30;44;26530
44;26530;22;17;32;4;29;3;10;23;8;27;14;1;13;15;20;7;25;6;2;26;11;18;24;19;21;31;9;16;12;28;5;30
22;17;32;4;29;3;10;23;8;27;14;1;13;15;20;7;25;6;2;9;11;18;24;19;21;31;26;16;12;28;5;30;44;26730
44;26730;22;17;32;4;29;3;10;23;8;27;14;1;13;15;20;7;25;6;2;9;11;18;24;19;21;31;26;16;12;28;5;30
22;17;32;4;29;16;10;23;8;27;14;1;13;15;20;7;25;6;2;9;11;18;24;19;21;31;26;3;12;28;5;30;44;27210
44;27210;22;17;32;4;29;16;10;23;8;27;14;1;13;15;20;7;25;6;2;9;11;18;24;19;21;31;26;3;12;28;5;30
22;17;32;4;29;16;10;23;8;27;14;24;13;15;20;7;25;6;2;9;11;18;1;19;21;31;26;3;12;28;5;30;44;27312
44;27312;22;17;32;4;29;16;10;23;8;27;14;24;13;15;20;7;25;6;2;9;11;18;1;19;21;31;26;3;12;28;5;30
22;17;32;4;29;16;10;23;8;27;14;7;13;15;20;24;25;6;2;9;11;18;1;19;21;31;26;3;12;28;5;30;44;27156
44;27156;22;17;32;4;29;16;10;23;8;27;14;7;13;15;20;24;25;6;2;9;11;18;1;19;21;31;26;3;12;28;5;30
22;17;32;4;29;16;10;23;8;27;14;7;13;15;20;24;25;6;11;9;2;18;1;19;21;31;26;3;12;28;5;30;44;27296
44;27296;22;17;32;4;29;16;10;23;8;27;14;7;13;15;20;24;25;6;11;9;2;18;1;19;21;31;26;3;12;28;5;30
22;17;32;4;29;16;10;23;8;27;1;7;13;15;20;24;25;6;11;9;2;18;14;19;21;31;26;3;12;28;5;30;44;27576
44;27576;22;17;32;4;29;16;10;23;8;27;1;7;13;15;20;24;25;6;11;9;2;18;14;19;21;31;26;3;12;28;5;30
22;17;32;4;5;16;10;23;8;27;1;7;13;15;20;24;25;6;11;9;2;18;14;19;21;31;26;3;12;28;29;30;44;27470
44;27470;22;17;32;4;5;16;10;23;8;27;1;7;13;15;20;24;25;6;11;9;2;18;14;19;21;31;26;3;12;28;29;30
22;17;32;4;5;16;10;23;8;27;1;7;19;15;20;24;25;6;11;9;2;18;14;13;21;31;26;3;12;28;29;30;44;27738
44;27738;22;17;32;4;5;16;10;23;8;27;1;7;19;15;20;24;25;6;11;9;2;18;14;13;21;31;26;3;12;28;29;30
22;17;14;4;5;16;10;23;8;27;1;7;19;15;20;24;25;6;11;9;2;18;32;13;21;31;26;3;12;28;29;30;44;27826
44;27826;22;17;14;4;5;16;10;23;8;27;1;7;19;15;20;24;25;6;11;9;2;18;32;13;21;31;26;3;12;28;29;30
22;17;14;4;5;16;10;23;8;9;1;7;19;15;20;24;25;6;11;27;2;18;32;13;21;31;26;3;12;28;29;30;44;27764
44;27764;22;17;14;4;5;16;10;23;8;9;1;7;19;15;20;24;25;6;11;27;2;18;32;13;21;31;26;3;12;28;29;30
22;17;14;4;5;16;10;11;8;9;1;7;19;15;20;24;25;6;23;27;2;18;32;13;21;31;26;3;12;28;29;30;44;28160
44;28160;22;17;14;4;5;16;10;11;8;9;1;7;19;15;20;24;25;6;23;27;2;18;32;13;21;31;26;3;12;28;29;30
22;17;14;4;5;16;10;11;8;9;1;7;30;15;20;24;25;6;23;27;2;18;32;13;21;31;26;3;12;28;29;19;44;28640
44;28640;22;17;14;4;5;16;10;11;8;9;1;7;30;15;20;24;25;6;23;27;2;18;32;13;21;31;26;3;12;28;29;19
22;21;14;4;5;16;10;11;8;9;1;7;30;15;20;24;25;6;23;27;2;18;32;13;17;31;26;3;12;28;29;19;44;28420
44;28420;22;21;14;4;5;16;10;11;8;9;1;7;30;15;20;24;25;6;23;27;2;18;32;13;17;31;26;3;12;28;29;19
22;21;3;4;5;16;10;11;8;9;1;7;30;15;20;24;25;6;23;27;2;18;32;13;17;31;26;14;12;28;29;19;44;27860
45;27860;22;21;3;4;5;16;10;11;8;9;1;7;30;15;20;24;25;6;23;27;2;18;32;13;17;31;26;14;12;28;29;19
22;21;3;4;5;12;10;11;8;9;1;7;30;15;20;24;25;6;23;27;2;18;32;13;17;31;26;14;16;28;29;19;45;27420
45;27420;22;21;3;4;5;12;10;11;8;9;1;7;30;15;20;24;25;6;23;27;2;18;32;13;17;31;26;14;16;28;29;19
22;21;3;4;5;12;10;11;8;9;1;7;30;15;20;24;25;6;2;27;23;18;32;13;17;31;26;14;16;28;29;19;45;27450
45;27450;22;21;3;4;5;12;10;11;8;9;1;7;30;15;20;24;25;6;2;27;23;18;32;13;17;31;26;14;16;28;29;19
22;21;3;4;5;12;10;11;8;24;1;7;30;15;20;9;25;6;2;27;23;18;32;13;17;31;26;14;16;28;29;19;45;27432
45;27432;22;21;3;4;5;12;10;11;8;24;1;7;30;15;20;9;25;6;2;27;23;18;32;13;17;31;26;14;16;28;29;19
22;21;16;4;5;12;10;11;8;24;1;7;30;15;20;9;25;6;2;27;23;18;32;13;17;31;26;14;3;28;29;19;45;28072
45;28072;22;21;16;4;5;12;10;11;8;24;1;7;30;15;20;9;25;6;2;27;23;18;32;13;17;31;26;14;3;28;29;19
22;21;16;4;5;12;10;11;8;24;1;7;30;15;20;9;25;6;2;27;23;18;17;13;32;31;26;14;3;28;29;19;45;27672
