"X1";"X262";"X40";"X18";"X5";"X17";"X16";"X24";"X55";"X19";"X53";"X23";"X38";"X37";"X47";"X63";"X45";"X35";"X22";"X61";"X4";"X8";"X30";"X41";"X10";"X20";"X7";"X31";"X50";"X60";"X42";"X39";"X46";"X27";"X43";"X32";"X9";"X14";"X1.1";"X44";"X57";"X64";"X13";"X56";"X6";"X49";"X62";"X29";"X2";"X48";"X25";"X52";"X3";"X59";"X58";"X33";"X12";"X26";"X28";"X54";"X51";"X21";"X15";"X34";"X36";"X11"
9;280;26;52;51;30;54;27;21;2;15;62;1;56;22;34;36;24;63;46;60;14;16;39;6;45;17;12;53;25;33;47;20;37;3;5;50;40;41;28;35;10;9;29;31;19;11;48;57;43;4;44;18;38;64;13;61;32;59;58;7;8;23;49;55;42
26;52;51;35;54;27;21;2;15;62;1;56;22;34;36;24;63;46;60;14;16;39;6;45;17;12;53;25;33;47;20;37;3;5;50;40;41;28;30;10;9;29;31;19;11;48;57;43;4;44;18;38;64;13;61;32;59;58;7;8;23;49;55;42;9;296
9;296;26;52;51;35;54;27;21;2;15;62;1;56;22;34;36;24;63;46;60;14;16;39;6;45;17;12;53;25;33;47;20;37;3;5;50;40;41;28;30;10;9;29;31;19;11;48;57;43;4;44;18;38;64;13;61;32;59;58;7;8;23;49;55;42
26;52;51;35;54;27;21;49;15;62;1;56;22;34;36;24;63;46;60;14;16;39;6;45;17;12;53;25;33;47;20;37;3;5;50;40;41;28;30;10;9;29;31;19;11;48;57;43;4;44;18;38;64;13;61;32;59;58;7;8;23;2;55;42;9;288
10;288;26;52;51;35;54;27;21;49;15;62;1;56;22;34;36;24;63;46;60;14;16;39;6;45;17;12;53;25;33;47;20;37;3;5;50;40;41;28;30;10;9;29;31;19;11;48;57;43;4;44;18;38;64;13;61;32;59;58;7;8;23;2;55;42
26;52;43;35;54;27;21;49;15;62;1;56;22;34;36;24;63;46;60;14;16;39;6;45;17;12;53;25;33;47;20;37;3;5;50;40;41;28;30;10;9;29;31;19;11;48;57;51;4;44;18;38;64;13;61;32;59;58;7;8;23;2;55;42;10;284
10;284;26;52;43;35;54;27;21;49;15;62;1;56;22;34;36;24;63;46;60;14;16;39;6;45;17;12;53;25;33;47;20;37;3;5;50;40;41;28;30;10;9;29;31;19;11;48;57;51;4;44;18;38;64;13;61;32;59;58;7;8;23;2;55;42
26;52;43;35;54;27;21;49;15;58;1;56;22;34;36;24;63;46;60;14;16;39;6;45;17;12;53;25;33;47;20;37;3;5;50;40;41;28;30;10;9;29;31;19;11;48;57;51;4;44;18;38;64;13;61;32;59;62;7;8;23;2;55;42;10;272
10;272;26;52;43;35;54;27;21;49;15;58;1;56;22;34;36;24;63;46;60;14;16;39;6;45;17;12;53;25;33;47;20;37;3;5;50;40;41;28;30;10;9;29;31;19;11;48;57;51;4;44;18;38;64;13;61;32;59;62;7;8;23;2;55;42
26;52;43;35;54;27;21;49;15;58;1;56;22;34;36;24;63;46;60;14;16;39;6;45;17;12;53;25;33;47;20;37;3;5;50;40;41;28;30;10;42;29;31;19;11;48;57;51;4;44;18;38;64;13;61;32;59;62;7;8;23;2;55;9;10;272
10;272;26;52;43;35;54;27;21;49;15;58;1;56;22;34;36;24;63;46;60;14;16;39;6;45;17;12;53;25;33;47;20;37;3;5;50;40;41;28;30;10;42;29;31;19;11;48;57;51;4;44;18;38;64;13;61;32;59;62;7;8;23;2;55;9
26;52;43;35;54;27;21;49;15;58;1;56;22;34;36;24;63;46;60;14;3;39;6;45;17;12;53;25;33;47;20;37;16;5;50;40;41;28;30;10;42;29;31;19;11;48;57;51;4;44;18;38;64;13;61;32;59;62;7;8;23;2;55;9;10;274
10;274;26;52;43;35;54;27;21;49;15;58;1;56;22;34;36;24;63;46;60;14;3;39;6;45;17;12;53;25;33;47;20;37;16;5;50;40;41;28;30;10;42;29;31;19;11;48;57;51;4;44;18;38;64;13;61;32;59;62;7;8;23;2;55;9
26;52;43;35;54;27;21;49;15;58;1;56;22;34;36;24;63;46;60;14;3;39;6;45;17;12;53;25;33;47;20;37;16;5;50;40;41;28;30;10;42;29;31;19;11;48;57;38;4;44;18;51;64;13;61;32;59;62;7;8;23;2;55;9;10;274
10;274;26;52;43;35;54;27;21;49;15;58;1;56;22;34;36;24;63;46;60;14;3;39;6;45;17;12;53;25;33;47;20;37;16;5;50;40;41;28;30;10;42;29;31;19;11;48;57;38;4;44;18;51;64;13;61;32;59;62;7;8;23;2;55;9
26;52;43;35;54;27;21;49;32;58;1;56;22;34;36;24;63;46;60;14;3;39;6;45;17;12;53;25;33;47;20;37;16;5;50;40;41;28;30;10;42;29;31;19;11;48;57;38;4;44;18;51;64;13;61;15;59;62;7;8;23;2;55;9;10;274
10;274;26;52;43;35;54;27;21;49;32;58;1;56;22;34;36;24;63;46;60;14;3;39;6;45;17;12;53;25;33;47;20;37;16;5;50;40;41;28;30;10;42;29;31;19;11;48;57;38;4;44;18;51;64;13;61;15;59;62;7;8;23;2;55;9
26;52;43;35;14;27;21;49;32;58;1;56;22;34;36;24;63;46;60;54;3;39;6;45;17;12;53;25;33;47;20;37;16;5;50;40;41;28;30;10;42;29;31;19;11;48;57;38;4;44;18;51;64;13;61;15;59;62;7;8;23;2;55;9;10;264
10;264;26;52;43;35;14;27;21;49;32;58;1;56;22;34;36;24;63;46;60;54;3;39;6;45;17;12;53;25;33;47;20;37;16;5;50;40;41;28;30;10;42;29;31;19;11;48;57;38;4;44;18;51;64;13;61;15;59;62;7;8;23;2;55;9
26;52;43;35;14;27;21;49;32;58;1;56;22;34;36;24;63;46;60;54;3;39;6;45;17;12;53;25;33;47;20;37;16;5;50;40;41;28;30;10;42;29;31;19;11;48;57;38;4;51;18;44;64;13;61;15;59;62;7;8;23;2;55;9;10;264
10;264;26;52;43;35;14;27;21;49;32;58;1;56;22;34;36;24;63;46;60;54;3;39;6;45;17;12;53;25;33;47;20;37;16;5;50;40;41;28;30;10;42;29;31;19;11;48;57;38;4;51;18;44;64;13;61;15;59;62;7;8;23;2;55;9
26;52;43;35;14;27;21;49;32;58;1;56;22;34;36;24;63;46;60;54;3;39;6;45;17;12;53;25;33;47;20;62;16;5;50;40;41;28;30;10;42;29;31;19;11;48;57;38;4;51;18;44;64;13;61;15;59;37;7;8;23;2;55;9;10;262
10;262;26;52;43;35;14;27;21;49;32;58;1;56;22;34;36;24;63;46;60;54;3;39;6;45;17;12;53;25;33;47;20;62;16;5;50;40;41;28;30;10;42;29;31;19;11;48;57;38;4;51;18;44;64;13;61;15;59;37;7;8;23;2;55;9
26;52;43;35;14;27;21;49;32;58;1;56;62;34;36;24;63;46;60;54;3;39;6;45;17;12;53;25;33;47;20;22;16;5;50;40;41;28;30;10;42;29;31;19;11;48;57;38;4;51;18;44;64;13;61;15;59;37;7;8;23;2;55;9;10;262
10;262;26;52;43;35;14;27;21;49;32;58;1;56;62;34;36;24;63;46;60;54;3;39;6;45;17;12;53;25;33;47;20;22;16;5;50;40;41;28;30;10;42;29;31;19;11;48;57;38;4;51;18;44;64;13;61;15;59;37;7;8;23;2;55;9
26;52;43;35;14;27;21;49;32;58;1;56;62;34;36;24;63;46;60;54;3;39;11;45;17;12;53;25;33;47;20;22;16;5;50;40;41;28;30;10;42;29;31;19;6;48;57;38;4;51;18;44;64;13;61;15;59;37;7;8;23;2;55;9;10;262
10;262;26;52;43;35;14;27;21;49;32;58;1;56;62;34;36;24;63;46;60;54;3;39;11;45;17;12;53;25;33;47;20;22;16;5;50;40;41;28;30;10;42;29;31;19;6;48;57;38;4;51;18;44;64;13;61;15;59;37;7;8;23;2;55;9
26;52;43;35;14;27;21;49;32;58;59;56;62;34;36;24;63;46;60;54;3;39;11;45;17;12;53;25;33;47;20;22;16;5;50;40;41;28;30;10;42;29;31;19;6;48;57;38;4;51;18;44;64;13;61;15;1;37;7;8;23;2;55;9;10;238
10;238;26;52;43;35;14;27;21;49;32;58;59;56;62;34;36;24;63;46;60;54;3;39;11;45;17;12;53;25;33;47;20;22;16;5;50;40;41;28;30;10;42;29;31;19;6;48;57;38;4;51;18;44;64;13;61;15;1;37;7;8;23;2;55;9
26;52;43;35;14;27;21;32;49;58;59;56;62;34;36;24;63;46;60;54;3;39;11;45;17;12;53;25;33;47;20;22;16;5;50;40;41;28;30;10;42;29;31;19;6;48;57;38;4;51;18;44;64;13;61;15;1;37;7;8;23;2;55;9;10;246
10;246;26;52;43;35;14;27;21;32;49;58;59;56;62;34;36;24;63;46;60;54;3;39;11;45;17;12;53;25;33;47;20;22;16;5;50;40;41;28;30;10;42;29;31;19;6;48;57;38;4;51;18;44;64;13;61;15;1;37;7;8;23;2;55;9
26;52;43;35;14;27;21;32;49;58;59;56;62;46;36;24;63;34;60;54;3;39;11;45;17;12;53;25;33;47;20;22;16;5;50;40;41;28;30;10;42;29;31;19;6;48;57;38;4;51;18;44;64;13;61;15;1;37;7;8;23;2;55;9;10;246
10;246;26;52;43;35;14;27;21;32;49;58;59;56;62;46;36;24;63;34;60;54;3;39;11;45;17;12;53;25;33;47;20;22;16;5;50;40;41;28;30;10;42;29;31;19;6;48;57;38;4;51;18;44;64;13;61;15;1;37;7;8;23;2;55;9
26;52;43;35;14;27;21;32;49;58;59;56;23;46;36;24;63;34;60;54;3;39;11;45;17;12;53;25;33;47;20;22;16;5;50;40;41;28;30;10;42;29;31;19;6;48;57;38;4;51;18;44;64;13;61;15;1;37;7;8;62;2;55;9;10;246
10;246;26;52;43;35;14;27;21;32;49;58;59;56;23;46;36;24;63;34;60;54;3;39;11;45;17;12;53;25;33;47;20;22;16;5;50;40;41;28;30;10;42;29;31;19;6;48;57;38;4;51;18;44;64;13;61;15;1;37;7;8;62;2;55;9
26;52;43;35;14;27;21;32;49;58;59;56;23;46;36;24;63;34;60;54;3;39;11;45;17;12;53;25;33;47;20;22;16;5;50;40;41;28;30;10;42;29;31;19;6;48;57;38;4;51;18;44;64;13;61;2;1;37;7;8;62;15;55;9;10;246
10;246;26;52;43;35;14;27;21;32;49;58;59;56;23;46;36;24;63;34;60;54;3;39;11;45;17;12;53;25;33;47;20;22;16;5;50;40;41;28;30;10;42;29;31;19;6;48;57;38;4;51;18;44;64;13;61;2;1;37;7;8;62;15;55;9
26;52;43;35;14;27;21;32;49;58;59;56;23;46;36;24;63;34;60;54;3;39;11;45;17;12;53;25;33;47;20;22;16;5;50;40;41;28;30;10;42;37;31;19;6;48;57;38;4;51;18;44;64;13;61;2;1;29;7;8;62;15;55;9;10;246
10;246;26;52;43;35;14;27;21;32;49;58;59;56;23;46;36;24;63;34;60;54;3;39;11;45;17;12;53;25;33;47;20;22;16;5;50;40;41;28;30;10;42;37;31;19;6;48;57;38;4;51;18;44;64;13;61;2;1;29;7;8;62;15;55;9
26;52;43;27;14;35;21;32;49;58;59;56;23;46;36;24;63;34;60;54;3;39;11;45;17;12;53;25;33;47;20;22;16;5;50;40;41;28;30;10;42;37;31;19;6;48;57;38;4;51;18;44;64;13;61;2;1;29;7;8;62;15;55;9;10;250
10;250;26;52;43;27;14;35;21;32;49;58;59;56;23;46;36;24;63;34;60;54;3;39;11;45;17;12;53;25;33;47;20;22;16;5;50;40;41;28;30;10;42;37;31;19;6;48;57;38;4;51;18;44;64;13;61;2;1;29;7;8;62;15;55;9
26;52;43;27;14;35;21;32;49;58;59;56;23;46;36;24;63;34;60;54;12;39;11;45;17;3;53;25;33;47;20;22;16;5;50;40;41;28;30;10;42;37;31;19;6;48;57;38;4;51;18;44;64;13;61;2;1;29;7;8;62;15;55;9;10;250
10;250;26;52;43;27;14;35;21;32;49;58;59;56;23;46;36;24;63;34;60;54;12;39;11;45;17;3;53;25;33;47;20;22;16;5;50;40;41;28;30;10;42;37;31;19;6;48;57;38;4;51;18;44;64;13;61;2;1;29;7;8;62;15;55;9
26;52;43;27;14;35;21;32;49;58;30;56;23;46;36;24;63;34;60;54;12;39;11;45;17;3;53;25;33;47;20;22;16;5;50;40;41;28;59;10;42;37;31;19;6;48;57;38;4;51;18;44;64;13;61;2;1;29;7;8;62;15;55;9;10;270
11;270;26;52;43;27;14;35;21;32;49;58;30;56;23;46;36;24;63;34;60;54;12;39;11;45;17;3;53;25;33;47;20;22;16;5;50;40;41;28;59;10;42;37;31;19;6;48;57;38;4;51;18;44;64;13;61;2;1;29;7;8;62;15;55;9
26;36;43;27;14;35;21;32;49;58;30;56;23;46;52;24;63;34;60;54;12;39;11;45;17;3;53;25;33;47;20;22;16;5;50;40;41;28;59;10;42;37;31;19;6;48;57;38;4;51;18;44;64;13;61;2;1;29;7;8;62;15;55;9;11;268
11;268;26;36;43;27;14;35;21;32;49;58;30;56;23;46;52;24;63;34;60;54;12;39;11;45;17;3;53;25;33;47;20;22;16;5;50;40;41;28;59;10;42;37;31;19;6;48;57;38;4;51;18;44;64;13;61;2;1;29;7;8;62;15;55;9
26;36;43;27;14;35;21;32;49;58;30;56;23;46;52;24;63;34;60;54;12;39;16;45;17;3;53;25;33;47;20;22;11;5;50;40;41;28;59;10;42;37;31;19;6;48;57;38;4;51;18;44;64;13;61;2;1;29;7;8;62;15;55;9;11;268
11;268;26;36;43;27;14;35;21;32;49;58;30;56;23;46;52;24;63;34;60;54;12;39;16;45;17;3;53;25;33;47;20;22;11;5;50;40;41;28;59;10;42;37;31;19;6;48;57;38;4;51;18;44;64;13;61;2;1;29;7;8;62;15;55;9
31;36;43;27;14;35;21;32;49;58;30;56;23;46;52;24;63;34;60;54;12;39;16;45;17;3;53;25;33;47;20;22;11;5;50;40;41;28;59;10;42;37;26;19;6;48;57;38;4;51;18;44;64;13;61;2;1;29;7;8;62;15;55;9;11;268
11;268;31;36;43;27;14;35;21;32;49;58;30;56;23;46;52;24;63;34;60;54;12;39;16;45;17;3;53;25;33;47;20;22;11;5;50;40;41;28;59;10;42;37;26;19;6;48;57;38;4;51;18;44;64;13;61;2;1;29;7;8;62;15;55;9
31;36;43;27;14;35;21;32;49;58;30;56;23;46;52;24;63;34;60;54;12;39;16;45;17;3;53;25;33;47;20;22;11;5;50;40;41;28;59;10;42;37;26;19;6;48;57;38;4;55;18;44;64;13;61;2;1;29;7;8;62;15;51;9;11;268
11;268;31;36;43;27;14;35;21;32;49;58;30;56;23;46;52;24;63;34;60;54;12;39;16;45;17;3;53;25;33;47;20;22;11;5;50;40;41;28;59;10;42;37;26;19;6;48;57;38;4;55;18;44;64;13;61;2;1;29;7;8;62;15;51;9
31;36;43;27;14;35;21;32;49;58;30;56;23;46;52;24;63;34;60;54;12;39;16;45;17;3;53;25;13;47;20;22;11;5;50;40;41;28;59;10;42;37;26;19;6;48;57;38;4;55;18;44;64;33;61;2;1;29;7;8;62;15;51;9;11;268
11;268;31;36;43;27;14;35;21;32;49;58;30;56;23;46;52;24;63;34;60;54;12;39;16;45;17;3;53;25;13;47;20;22;11;5;50;40;41;28;59;10;42;37;26;19;6;48;57;38;4;55;18;44;64;33;61;2;1;29;7;8;62;15;51;9
31;36;43;9;14;35;21;32;49;58;30;56;23;46;52;24;63;34;60;54;12;39;16;45;17;3;53;25;13;47;20;22;11;5;50;40;41;28;59;10;42;37;26;19;6;48;57;38;4;55;18;44;64;33;61;2;1;29;7;8;62;15;51;27;11;268
11;268;31;36;43;9;14;35;21;32;49;58;30;56;23;46;52;24;63;34;60;54;12;39;16;45;17;3;53;25;13;47;20;22;11;5;50;40;41;28;59;10;42;37;26;19;6;48;57;38;4;55;18;44;64;33;61;2;1;29;7;8;62;15;51;27
31;36;43;9;14;35;21;32;49;58;30;56;23;46;52;24;63;34;60;54;12;39;16;45;17;3;53;25;13;47;20;22;11;5;50;40;41;8;59;10;42;37;26;19;6;48;57;38;4;55;18;44;64;33;61;2;1;29;7;28;62;15;51;27;11;268
11;268;31;36;43;9;14;35;21;32;49;58;30;56;23;46;52;24;63;34;60;54;12;39;16;45;17;3;53;25;13;47;20;22;11;5;50;40;41;8;59;10;42;37;26;19;6;48;57;38;4;55;18;44;64;33;61;2;1;29;7;28;62;15;51;27
31;36;43;9;14;35;21;32;49;58;30;56;23;46;52;24;63;34;60;54;12;39;16;45;17;3;53;25;13;47;20;22;11;5;50;40;41;8;59;26;42;37;10;19;6;48;57;38;4;55;18;44;64;33;61;2;1;29;7;28;62;15;51;27;11;268
11;268;31;36;43;9;14;35;21;32;49;58;30;56;23;46;52;24;63;34;60;54;12;39;16;45;17;3;53;25;13;47;20;22;11;5;50;40;41;8;59;26;42;37;10;19;6;48;57;38;4;55;18;44;64;33;61;2;1;29;7;28;62;15;51;27
31;36;43;9;14;35;21;32;49;58;30;56;23;46;52;24;63;34;60;54;12;39;16;45;17;3;53;25;13;47;20;22;11;5;50;40;41;8;59;26;42;37;10;19;6;48;57;38;4;29;18;44;64;33;61;2;1;55;7;28;62;15;51;27;11;268
11;268;31;36;43;9;14;35;21;32;49;58;30;56;23;46;52;24;63;34;60;54;12;39;16;45;17;3;53;25;13;47;20;22;11;5;50;40;41;8;59;26;42;37;10;19;6;48;57;38;4;29;18;44;64;33;61;2;1;55;7;28;62;15;51;27
31;36;43;9;14;35;21;32;49;58;30;29;23;46;52;24;63;34;60;54;12;39;16;45;17;3;53;25;13;47;20;22;11;5;50;40;41;8;59;26;42;37;10;19;6;48;57;38;4;56;18;44;64;33;61;2;1;55;7;28;62;15;51;27;11;268
11;268;31;36;43;9;14;35;21;32;49;58;30;29;23;46;52;24;63;34;60;54;12;39;16;45;17;3;53;25;13;47;20;22;11;5;50;40;41;8;59;26;42;37;10;19;6;48;57;38;4;56;18;44;64;33;61;2;1;55;7;28;62;15;51;27
31;36;43;9;14;35;21;32;49;58;30;29;23;46;52;24;63;34;60;54;12;39;16;45;17;3;53;25;13;47;40;22;11;5;50;20;41;8;59;26;42;37;10;19;6;48;57;38;4;56;18;44;64;33;61;2;1;55;7;28;62;15;51;27;11;268
11;268;31;36;43;9;14;35;21;32;49;58;30;29;23;46;52;24;63;34;60;54;12;39;16;45;17;3;53;25;13;47;40;22;11;5;50;20;41;8;59;26;42;37;10;19;6;48;57;38;4;56;18;44;64;33;61;2;1;55;7;28;62;15;51;27
31;36;43;9;14;35;21;32;49;58;30;29;23;46;22;24;63;34;60;54;12;39;16;45;17;3;53;25;13;47;40;52;11;5;50;20;41;8;59;26;42;37;10;19;6;48;57;38;4;56;18;44;64;33;61;2;1;55;7;28;62;15;51;27;11;280
11;280;31;36;43;9;14;35;21;32;49;58;30;29;23;46;22;24;63;34;60;54;12;39;16;45;17;3;53;25;13;47;40;52;11;5;50;20;41;8;59;26;42;37;10;19;6;48;57;38;4;56;18;44;64;33;61;2;1;55;7;28;62;15;51;27
31;36;43;9;14;24;21;32;49;58;30;29;23;46;22;35;63;34;60;54;12;39;16;45;17;3;53;25;13;47;40;52;11;5;50;20;41;8;59;26;42;37;10;19;6;48;57;38;4;56;18;44;64;33;61;2;1;55;7;28;62;15;51;27;11;264
11;264;31;36;43;9;14;24;21;32;49;58;30;29;23;46;22;35;63;34;60;54;12;39;16;45;17;3;53;25;13;47;40;52;11;5;50;20;41;8;59;26;42;37;10;19;6;48;57;38;4;56;18;44;64;33;61;2;1;55;7;28;62;15;51;27
31;36;43;9;14;24;21;32;49;58;30;29;23;46;22;35;63;34;60;11;12;39;16;45;17;3;53;25;13;47;40;52;54;5;50;20;41;8;59;26;42;37;10;19;6;48;57;38;4;56;18;44;64;33;61;2;1;55;7;28;62;15;51;27;11;260
11;260;31;36;43;9;14;24;21;32;49;58;30;29;23;46;22;35;63;34;60;11;12;39;16;45;17;3;53;25;13;47;40;52;54;5;50;20;41;8;59;26;42;37;10;19;6;48;57;38;4;56;18;44;64;33;61;2;1;55;7;28;62;15;51;27
31;36;43;9;14;24;21;32;49;58;30;29;23;46;22;35;63;34;60;11;12;39;16;45;17;3;53;25;13;47;40;52;54;19;50;20;41;8;59;26;42;37;10;5;6;48;57;38;4;56;18;44;64;33;61;2;1;55;7;28;62;15;51;27;11;260
11;260;31;36;43;9;14;24;21;32;49;58;30;29;23;46;22;35;63;34;60;11;12;39;16;45;17;3;53;25;13;47;40;52;54;19;50;20;41;8;59;26;42;37;10;5;6;48;57;38;4;56;18;44;64;33;61;2;1;55;7;28;62;15;51;27
31;36;43;9;14;24;21;32;49;58;18;29;23;46;22;35;63;34;60;11;12;39;16;45;17;3;53;25;13;47;40;52;54;19;50;20;41;8;59;26;42;37;10;5;6;48;57;38;4;56;30;44;64;33;61;2;1;55;7;28;62;15;51;27;11;276
11;276;31;36;43;9;14;24;21;32;49;58;18;29;23;46;22;35;63;34;60;11;12;39;16;45;17;3;53;25;13;47;40;52;54;19;50;20;41;8;59;26;42;37;10;5;6;48;57;38;4;56;30;44;64;33;61;2;1;55;7;28;62;15;51;27
35;36;43;9;14;24;21;32;49;58;18;29;23;46;22;31;63;34;60;11;12;39;16;45;17;3;53;25;13;47;40;52;54;19;50;20;41;8;59;26;42;37;10;5;6;48;57;38;4;56;30;44;64;33;61;2;1;55;7;28;62;15;51;27;11;276
11;276;35;36;43;9;14;24;21;32;49;58;18;29;23;46;22;31;63;34;60;11;12;39;16;45;17;3;53;25;13;47;40;52;54;19;50;20;41;8;59;26;42;37;10;5;6;48;57;38;4;56;30;44;64;33;61;2;1;55;7;28;62;15;51;27
35;36;43;9;14;24;21;32;49;58;18;29;23;46;22;31;63;34;60;11;12;39;16;45;17;3;53;25;13;47;40;52;54;19;50;20;41;8;59;1;42;37;10;5;6;48;57;38;4;56;30;44;64;33;61;2;26;55;7;28;62;15;51;27;11;276
11;276;35;36;43;9;14;24;21;32;49;58;18;29;23;46;22;31;63;34;60;11;12;39;16;45;17;3;53;25;13;47;40;52;54;19;50;20;41;8;59;1;42;37;10;5;6;48;57;38;4;56;30;44;64;33;61;2;26;55;7;28;62;15;51;27
35;36;43;9;14;24;21;32;49;58;18;29;23;46;22;39;63;34;60;11;12;31;16;45;17;3;53;25;13;47;40;52;54;19;50;20;41;8;59;1;42;37;10;5;6;48;57;38;4;56;30;44;64;33;61;2;26;55;7;28;62;15;51;27;11;278
11;278;35;36;43;9;14;24;21;32;49;58;18;29;23;46;22;39;63;34;60;11;12;31;16;45;17;3;53;25;13;47;40;52;54;19;50;20;41;8;59;1;42;37;10;5;6;48;57;38;4;56;30;44;64;33;61;2;26;55;7;28;62;15;51;27
35;36;43;9;14;24;21;32;49;58;18;29;23;46;22;39;63;34;60;11;12;31;16;45;17;3;53;25;13;47;40;52;54;19;50;20;41;8;59;1;42;37;10;5;6;48;57;38;4;56;30;33;64;44;61;2;26;55;7;28;62;15;51;27;11;278
12;278;35;36;43;9;14;24;21;32;49;58;18;29;23;46;22;39;63;34;60;11;12;31;16;45;17;3;53;25;13;47;40;52;54;19;50;20;41;8;59;1;42;37;10;5;6;48;57;38;4;56;30;33;64;44;61;2;26;55;7;28;62;15;51;27
35;36;43;9;14;24;21;32;49;58;18;29;23;46;22;39;63;34;60;11;12;31;16;45;17;3;53;25;13;47;40;52;54;19;38;20;41;8;59;1;42;37;10;5;6;48;57;50;4;56;30;33;64;44;61;2;26;55;7;28;62;15;51;27;12;278
12;278;35;36;43;9;14;24;21;32;49;58;18;29;23;46;22;39;63;34;60;11;12;31;16;45;17;3;53;25;13;47;40;52;54;19;38;20;41;8;59;1;42;37;10;5;6;48;57;50;4;56;30;33;64;44;61;2;26;55;7;28;62;15;51;27
35;36;43;9;14;24;21;32;49;58;18;29;64;46;22;39;63;34;60;11;12;31;16;45;17;3;53;25;13;47;40;52;54;19;38;20;41;8;59;1;42;37;10;5;6;48;57;50;4;56;30;33;23;44;61;2;26;55;7;28;62;15;51;27;12;278
12;278;35;36;43;9;14;24;21;32;49;58;18;29;64;46;22;39;63;34;60;11;12;31;16;45;17;3;53;25;13;47;40;52;54;19;38;20;41;8;59;1;42;37;10;5;6;48;57;50;4;56;30;33;23;44;61;2;26;55;7;28;62;15;51;27
35;36;43;9;14;24;21;32;49;58;18;29;64;46;22;39;63;34;60;11;12;31;16;45;17;3;53;25;13;47;40;52;54;19;38;20;41;8;59;1;42;37;10;5;6;48;57;50;4;56;30;33;23;44;61;2;26;55;7;28;15;62;51;27;12;278
12;278;35;36;43;9;14;24;21;32;49;58;18;29;64;46;22;39;63;34;60;11;12;31;16;45;17;3;53;25;13;47;40;52;54;19;38;20;41;8;59;1;42;37;10;5;6;48;57;50;4;56;30;33;23;44;61;2;26;55;7;28;15;62;51;27
35;36;43;9;14;55;21;32;49;58;18;29;64;46;22;39;63;34;60;11;12;31;16;45;17;3;53;25;13;47;40;52;54;19;38;20;41;8;59;1;42;37;10;5;6;48;57;50;4;56;30;33;23;44;61;2;26;24;7;28;15;62;51;27;12;282
12;282;35;36;43;9;14;55;21;32;49;58;18;29;64;46;22;39;63;34;60;11;12;31;16;45;17;3;53;25;13;47;40;52;54;19;38;20;41;8;59;1;42;37;10;5;6;48;57;50;4;56;30;33;23;44;61;2;26;24;7;28;15;62;51;27
35;36;43;9;14;55;21;32;49;58;18;29;64;46;22;39;63;34;60;11;12;31;16;45;17;24;53;25;13;47;40;52;54;19;38;20;41;8;59;1;42;37;10;5;6;48;57;50;4;56;30;33;23;44;61;2;26;3;7;28;15;62;51;27;12;282
12;282;35;36;43;9;14;55;21;32;49;58;18;29;64;46;22;39;63;34;60;11;12;31;16;45;17;24;53;25;13;47;40;52;54;19;38;20;41;8;59;1;42;37;10;5;6;48;57;50;4;56;30;33;23;44;61;2;26;3;7;28;15;62;51;27
35;36;43;9;14;55;21;32;49;58;18;29;64;46;22;39;63;34;60;11;12;31;16;45;17;24;53;25;13;47;40;52;54;19;38;20;41;8;59;1;44;37;10;5;6;48;57;50;4;56;30;33;23;42;61;2;26;3;7;28;15;62;51;27;12;282
12;282;35;36;43;9;14;55;21;32;49;58;18;29;64;46;22;39;63;34;60;11;12;31;16;45;17;24;53;25;13;47;40;52;54;19;38;20;41;8;59;1;44;37;10;5;6;48;57;50;4;56;30;33;23;42;61;2;26;3;7;28;15;62;51;27
35;36;43;9;14;55;21;32;49;58;18;29;64;46;22;39;63;34;41;11;12;31;16;45;17;24;53;25;13;47;40;52;54;19;38;20;60;8;59;1;44;37;10;5;6;48;57;50;4;56;30;33;23;42;61;2;26;3;7;28;15;62;51;27;12;282
12;282;35;36;43;9;14;55;21;32;49;58;18;29;64;46;22;39;63;34;41;11;12;31;16;45;17;24;53;25;13;47;40;52;54;19;38;20;60;8;59;1;44;37;10;5;6;48;57;50;4;56;30;33;23;42;61;2;26;3;7;28;15;62;51;27
35;36;43;9;14;55;21;32;49;58;18;29;64;46;22;39;63;34;41;11;12;31;16;45;17;24;53;25;13;47;40;52;54;19;38;20;60;8;59;15;44;37;10;5;6;48;57;50;4;56;30;33;23;42;61;2;26;3;7;28;1;62;51;27;12;282
12;282;35;36;43;9;14;55;21;32;49;58;18;29;64;46;22;39;63;34;41;11;12;31;16;45;17;24;53;25;13;47;40;52;54;19;38;20;60;8;59;15;44;37;10;5;6;48;57;50;4;56;30;33;23;42;61;2;26;3;7;28;1;62;51;27
35;36;43;9;14;55;21;32;49;58;18;29;64;46;22;39;63;34;41;11;12;31;16;45;17;24;53;25;13;47;40;52;54;19;38;20;60;8;59;15;44;37;10;5;6;2;57;50;4;56;30;33;23;42;61;48;26;3;7;28;1;62;51;27;12;290
12;290;35;36;43;9;14;55;21;32;49;58;18;29;64;46;22;39;63;34;41;11;12;31;16;45;17;24;53;25;13;47;40;52;54;19;38;20;60;8;59;15;44;37;10;5;6;2;57;50;4;56;30;33;23;42;61;48;26;3;7;28;1;62;51;27
35;36;49;9;14;55;21;32;43;58;18;29;64;46;22;39;63;34;41;11;12;31;16;45;17;24;53;25;13;47;40;52;54;19;38;20;60;8;59;15;44;37;10;5;6;2;57;50;4;56;30;33;23;42;61;48;26;3;7;28;1;62;51;27;12;296
