"X1";"X27128";"X17";"X9";"X27";"X10";"X18";"X32";"X13";"X8";"X31";"X4";"X29";"X5";"X26";"X19";"X1.1";"X22";"X25";"X23";"X6";"X15";"X20";"X11";"X16";"X30";"X21";"X14";"X2";"X12";"X3";"X7";"X28";"X24"
33;28300;23;28;1;27;16;15;17;21;6;14;29;26;10;24;25;20;22;19;2;32;30;4;13;18;11;12;5;31;3;8;7;9
23;28;1;27;16;15;17;21;6;14;29;26;10;24;25;20;22;9;2;32;30;4;13;18;11;12;5;31;3;8;7;19;33;28402
33;28402;23;28;1;27;16;15;17;21;6;14;29;26;10;24;25;20;22;9;2;32;30;4;13;18;11;12;5;31;3;8;7;19
23;28;1;27;7;15;17;21;6;14;29;26;10;24;25;20;22;9;2;32;30;4;13;18;11;12;5;31;3;8;16;19;33;27782
33;27782;23;28;1;27;7;15;17;21;6;14;29;26;10;24;25;20;22;9;2;32;30;4;13;18;11;12;5;31;3;8;16;19
23;28;1;27;7;15;17;21;6;14;29;26;10;24;25;20;22;9;2;13;30;4;32;18;11;12;5;31;3;8;16;19;33;27580
33;27580;23;28;1;27;7;15;17;21;6;14;29;26;10;24;25;20;22;9;2;13;30;4;32;18;11;12;5;31;3;8;16;19
23;28;1;27;7;15;17;21;6;14;29;26;10;24;25;20;22;9;2;13;4;30;32;18;11;12;5;31;3;8;16;19;33;26744
33;26744;23;28;1;27;7;15;17;21;6;14;29;26;10;24;25;20;22;9;2;13;4;30;32;18;11;12;5;31;3;8;16;19
23;28;1;27;7;15;17;21;6;9;29;26;10;24;25;20;22;14;2;13;4;30;32;18;11;12;5;31;3;8;16;19;33;26984
33;26984;23;28;1;27;7;15;17;21;6;9;29;26;10;24;25;20;22;14;2;13;4;30;32;18;11;12;5;31;3;8;16;19
23;28;1;27;7;15;17;21;6;9;29;26;10;24;25;8;22;14;2;13;4;30;32;18;11;12;5;31;3;20;16;19;33;26884
33;26884;23;28;1;27;7;15;17;21;6;9;29;26;10;24;25;8;22;14;2;13;4;30;32;18;11;12;5;31;3;20;16;19
23;28;1;27;7;15;17;32;6;9;29;26;10;24;25;8;22;14;2;13;4;30;21;18;11;12;5;31;3;20;16;19;33;27264
33;27264;23;28;1;27;7;15;17;32;6;9;29;26;10;24;25;8;22;14;2;13;4;30;21;18;11;12;5;31;3;20;16;19
23;28;1;27;7;15;17;32;6;9;29;26;10;24;25;8;22;14;2;13;11;30;21;18;4;12;5;31;3;20;16;19;33;27124
33;27124;23;28;1;27;7;15;17;32;6;9;29;26;10;24;25;8;22;14;2;13;11;30;21;18;4;12;5;31;3;20;16;19
23;28;12;27;7;15;17;32;6;9;29;26;10;24;25;8;22;14;2;13;11;30;21;18;4;1;5;31;3;20;16;19;33;27704
33;27704;23;28;12;27;7;15;17;32;6;9;29;26;10;24;25;8;22;14;2;13;11;30;21;18;4;1;5;31;3;20;16;19
23;28;12;27;7;15;9;32;6;17;29;26;10;24;25;8;22;14;2;13;11;30;21;18;4;1;5;31;3;20;16;19;33;26536
33;26536;23;28;12;27;7;15;9;32;6;17;29;26;10;24;25;8;22;14;2;13;11;30;21;18;4;1;5;31;3;20;16;19
23;28;12;27;7;15;9;32;6;17;29;26;10;24;25;8;22;14;2;13;11;30;21;18;4;1;31;5;3;20;16;19;33;26252
33;26252;23;28;12;27;7;15;9;32;6;17;29;26;10;24;25;8;22;14;2;13;11;30;21;18;4;1;31;5;3;20;16;19
23;28;12;32;7;15;9;27;6;17;29;26;10;24;25;8;22;14;2;13;11;30;21;18;4;1;31;5;3;20;16;19;33;26532
33;26532;23;28;12;32;7;15;9;27;6;17;29;26;10;24;25;8;22;14;2;13;11;30;21;18;4;1;31;5;3;20;16;19
23;28;12;32;7;21;9;27;6;17;29;26;10;24;25;8;22;14;2;13;11;30;15;18;4;1;31;5;3;20;16;19;33;26056
33;26056;23;28;12;32;7;21;9;27;6;17;29;26;10;24;25;8;22;14;2;13;11;30;15;18;4;1;31;5;3;20;16;19
23;28;12;32;7;31;9;27;6;17;29;26;10;24;25;8;22;14;2;13;11;30;15;18;4;1;21;5;3;20;16;19;33;26136
33;26136;23;28;12;32;7;31;9;27;6;17;29;26;10;24;25;8;22;14;2;13;11;30;15;18;4;1;21;5;3;20;16;19
23;28;12;32;7;31;9;27;6;22;29;26;10;24;25;8;17;14;2;13;11;30;15;18;4;1;21;5;3;20;16;19;33;27336
34;27336;23;28;12;32;7;31;9;27;6;22;29;26;10;24;25;8;17;14;2;13;11;30;15;18;4;1;21;5;3;20;16;19
23;28;12;32;7;31;9;27;6;22;29;26;10;24;25;8;17;14;2;13;11;30;15;18;4;1;21;5;3;16;20;19;34;27392
34;27392;23;28;12;32;7;31;9;27;6;22;29;26;10;24;25;8;17;14;2;13;11;30;15;18;4;1;21;5;3;16;20;19
23;28;12;32;7;31;9;27;6;22;29;8;10;24;25;26;17;14;2;13;11;30;15;18;4;1;21;5;3;16;20;19;34;27100
34;27100;23;28;12;32;7;31;9;27;6;22;29;8;10;24;25;26;17;14;2;13;11;30;15;18;4;1;21;5;3;16;20;19
23;28;12;32;7;31;9;27;6;22;29;8;10;24;25;26;17;14;11;13;2;30;15;18;4;1;21;5;3;16;20;19;34;27680
34;27680;23;28;12;32;7;31;9;27;6;22;29;8;10;24;25;26;17;14;11;13;2;30;15;18;4;1;21;5;3;16;20;19
23;28;12;32;17;31;9;27;6;22;29;8;10;24;25;26;7;14;11;13;2;30;15;18;4;1;21;5;3;16;20;19;34;27186
34;27186;23;28;12;32;17;31;9;27;6;22;29;8;10;24;25;26;7;14;11;13;2;30;15;18;4;1;21;5;3;16;20;19
23;28;12;32;17;31;9;27;6;22;29;13;10;24;25;26;7;14;11;8;2;30;15;18;4;1;21;5;3;16;20;19;34;26626
34;26626;23;28;12;32;17;31;9;27;6;22;29;13;10;24;25;26;7;14;11;8;2;30;15;18;4;1;21;5;3;16;20;19
23;28;12;32;17;24;9;27;6;22;29;13;10;31;25;26;7;14;11;8;2;30;15;18;4;1;21;5;3;16;20;19;34;26406
34;26406;23;28;12;32;17;24;9;27;6;22;29;13;10;31;25;26;7;14;11;8;2;30;15;18;4;1;21;5;3;16;20;19
23;28;12;32;17;24;9;27;6;22;29;13;10;31;25;26;7;16;11;8;2;30;15;18;4;1;21;5;3;14;20;19;34;26606
34;26606;23;28;12;32;17;24;9;27;6;22;29;13;10;31;25;26;7;16;11;8;2;30;15;18;4;1;21;5;3;14;20;19
23;28;12;32;17;24;9;10;6;22;29;13;27;31;25;26;7;16;11;8;2;30;15;18;4;1;21;5;3;14;20;19;34;27214
34;27214;23;28;12;32;17;24;9;10;6;22;29;13;27;31;25;26;7;16;11;8;2;30;15;18;4;1;21;5;3;14;20;19
23;28;12;32;17;24;9;10;6;22;29;13;27;31;25;7;26;16;11;8;2;30;15;18;4;1;21;5;3;14;20;19;34;27214
34;27214;23;28;12;32;17;24;9;10;6;22;29;13;27;31;25;7;26;16;11;8;2;30;15;18;4;1;21;5;3;14;20;19
23;28;12;32;17;24;9;10;6;22;29;8;27;31;25;7;26;16;11;13;2;30;15;18;4;1;21;5;3;14;20;19;34;27694
34;27694;23;28;12;32;17;24;9;10;6;22;29;8;27;31;25;7;26;16;11;13;2;30;15;18;4;1;21;5;3;14;20;19
23;28;12;32;17;24;9;10;6;22;29;8;3;31;25;7;26;16;11;13;2;30;15;18;4;1;21;5;27;14;20;19;34;28328
34;28328;23;28;12;32;17;24;9;10;6;22;29;8;3;31;25;7;26;16;11;13;2;30;15;18;4;1;21;5;27;14;20;19
23;28;1;32;17;24;9;10;6;22;29;8;3;31;25;7;26;16;11;13;2;30;15;18;4;12;21;5;27;14;20;19;34;27588
34;27588;23;28;1;32;17;24;9;10;6;22;29;8;3;31;25;7;26;16;11;13;2;30;15;18;4;12;21;5;27;14;20;19
23;28;1;32;17;14;9;10;6;22;29;8;3;31;25;7;26;16;11;13;2;30;15;18;4;12;21;5;27;24;20;19;34;27590
34;27590;23;28;1;32;17;14;9;10;6;22;29;8;3;31;25;7;26;16;11;13;2;30;15;18;4;12;21;5;27;24;20;19
23;28;1;32;17;14;9;10;6;22;29;8;3;31;30;7;26;16;11;13;2;25;15;18;4;12;21;5;27;24;20;19;34;27670
34;27670;23;28;1;32;17;14;9;10;6;22;29;8;3;31;30;7;26;16;11;13;2;25;15;18;4;12;21;5;27;24;20;19
23;28;1;32;17;14;9;10;6;22;29;8;3;31;30;7;26;16;11;13;2;25;15;18;4;12;27;5;21;24;20;19;34;27570
34;27570;23;28;1;32;17;14;9;10;6;22;29;8;3;31;30;7;26;16;11;13;2;25;15;18;4;12;27;5;21;24;20;19
23;28;1;32;17;14;9;10;6;8;29;22;3;31;30;7;26;16;11;13;2;25;15;18;4;12;27;5;21;24;20;19;34;27180
34;27180;23;28;1;32;17;14;9;10;6;8;29;22;3;31;30;7;26;16;11;13;2;25;15;18;4;12;27;5;21;24;20;19
23;28;1;32;17;14;9;10;6;8;29;22;3;31;27;7;26;16;11;13;2;25;15;18;4;12;30;5;21;24;20;19;34;27020
34;27020;23;28;1;32;17;14;9;10;6;8;29;22;3;31;27;7;26;16;11;13;2;25;15;18;4;12;30;5;21;24;20;19
23;6;1;32;17;14;9;10;28;8;29;22;3;31;27;7;26;16;11;13;2;25;15;18;4;12;30;5;21;24;20;19;34;27084
34;27084;23;6;1;32;17;14;9;10;28;8;29;22;3;31;27;7;26;16;11;13;2;25;15;18;4;12;30;5;21;24;20;19
23;6;1;32;17;14;9;10;28;8;29;22;3;31;19;7;26;16;11;13;2;25;15;18;4;12;30;5;21;24;20;27;34;27404
34;27404;23;6;1;32;17;14;9;10;28;8;29;22;3;31;19;7;26;16;11;13;2;25;15;18;4;12;30;5;21;24;20;27
23;10;1;32;17;14;9;6;28;8;29;22;3;31;19;7;26;16;11;13;2;25;15;18;4;12;30;5;21;24;20;27;34;27344
35;27344;23;10;1;32;17;14;9;6;28;8;29;22;3;31;19;7;26;16;11;13;2;25;15;18;4;12;30;5;21;24;20;27
23;10;1;32;17;14;9;6;28;8;29;22;3;31;19;7;26;16;11;13;2;25;15;18;4;12;24;5;21;30;20;27;35;27504
35;27504;23;10;1;32;17;14;9;6;28;8;29;22;3;31;19;7;26;16;11;13;2;25;15;18;4;12;24;5;21;30;20;27
23;10;1;32;17;14;9;6;28;8;29;22;3;31;19;7;26;16;11;2;13;25;15;18;4;12;24;5;21;30;20;27;35;27064
35;27064;23;10;1;32;17;14;9;6;28;8;29;22;3;31;19;7;26;16;11;2;13;25;15;18;4;12;24;5;21;30;20;27
23;10;14;32;17;1;9;6;28;8;29;22;3;31;19;7;26;16;11;2;13;25;15;18;4;12;24;5;21;30;20;27;35;27064
35;27064;23;10;14;32;17;1;9;6;28;8;29;22;3;31;19;7;26;16;11;2;13;25;15;18;4;12;24;5;21;30;20;27
23;10;14;32;17;1;15;6;28;8;29;22;3;31;19;7;26;16;11;2;13;25;9;18;4;12;24;5;21;30;20;27;35;26824
35;26824;23;10;14;32;17;1;15;6;28;8;29;22;3;31;19;7;26;16;11;2;13;25;9;18;4;12;24;5;21;30;20;27
23;10;14;32;17;1;15;6;28;8;29;11;3;31;19;7;26;16;22;2;13;25;9;18;4;12;24;5;21;30;20;27;35;26680
35;26680;23;10;14;32;17;1;15;6;28;8;29;11;3;31;19;7;26;16;22;2;13;25;9;18;4;12;24;5;21;30;20;27
23;10;14;32;17;1;15;6;28;8;29;11;3;31;19;7;5;16;22;2;13;25;9;18;4;12;24;26;21;30;20;27;35;26976
35;26976;23;10;14;32;17;1;15;6;28;8;29;11;3;31;19;7;5;16;22;2;13;25;9;18;4;12;24;26;21;30;20;27
23;10;14;32;17;1;15;6;28;8;29;11;3;31;19;7;5;16;22;26;13;25;9;18;4;12;24;2;21;30;20;27;35;26404
35;26404;23;10;14;32;17;1;15;6;28;8;29;11;3;31;19;7;5;16;22;26;13;25;9;18;4;12;24;2;21;30;20;27
23;10;14;32;17;1;15;21;28;8;29;11;3;31;19;7;5;16;22;26;13;25;9;18;4;12;24;2;6;30;20;27;35;26906
35;26906;23;10;14;32;17;1;15;21;28;8;29;11;3;31;19;7;5;16;22;26;13;25;9;18;4;12;24;2;6;30;20;27
23;10;14;32;17;1;15;21;28;8;29;11;3;31;19;4;5;16;22;26;13;25;9;18;7;12;24;2;6;30;20;27;35;27826
35;26906;23;10;14;32;17;1;15;21;28;8;29;11;3;31;19;7;5;16;22;26;13;25;9;18;4;12;24;2;6;30;20;27
23;10;14;20;17;1;15;21;28;8;29;11;3;31;19;7;5;16;22;26;13;25;9;18;4;12;24;2;6;30;32;27;35;26886
35;26886;23;10;14;20;17;1;15;21;28;8;29;11;3;31;19;7;5;16;22;26;13;25;9;18;4;12;24;2;6;30;32;27
23;10;14;20;17;1;15;21;28;8;29;11;3;31;19;7;5;16;22;26;13;2;9;18;4;12;24;25;6;30;32;27;35;27484
35;27484;23;10;14;20;17;1;15;21;28;8;29;11;3;31;19;7;5;16;22;26;13;2;9;18;4;12;24;25;6;30;32;27
23;10;27;20;17;1;15;21;28;8;29;11;3;31;19;7;5;16;22;26;13;2;9;18;4;12;24;25;6;30;32;14;35;27366
35;27366;23;10;27;20;17;1;15;21;28;8;29;11;3;31;19;7;5;16;22;26;13;2;9;18;4;12;24;25;6;30;32;14
23;10;27;20;17;13;15;21;28;8;29;11;3;31;19;7;5;16;22;26;1;2;9;18;4;12;24;25;6;30;32;14;35;27726
35;27726;23;10;27;20;17;13;15;21;28;8;29;11;3;31;19;7;5;16;22;26;1;2;9;18;4;12;24;25;6;30;32;14
23;10;27;20;17;13;15;21;28;8;29;11;31;3;19;7;5;16;22;26;1;2;9;18;4;12;24;25;6;30;32;14;35;27170
35;27170;23;10;27;20;17;13;15;21;28;8;29;11;31;3;19;7;5;16;22;26;1;2;9;18;4;12;24;25;6;30;32;14
23;10;30;20;17;13;15;21;28;8;29;11;31;3;19;7;5;16;22;26;1;2;9;18;4;12;24;25;6;27;32;14;35;27370
35;27370;23;10;30;20;17;13;15;21;28;8;29;11;31;3;19;7;5;16;22;26;1;2;9;18;4;12;24;25;6;27;32;14
23;10;30;20;17;13;15;21;28;8;29;11;31;3;19;7;5;14;22;26;1;2;9;18;4;12;24;25;6;27;32;16;35;27650
35;27650;23;10;30;20;17;13;15;21;28;8;29;11;31;3;19;7;5;14;22;26;1;2;9;18;4;12;24;25;6;27;32;16
23;10;30;20;17;13;15;21;28;8;29;11;32;3;19;7;5;14;22;26;1;2;9;18;4;12;24;25;6;27;31;16;35;28170
35;28170;23;10;30;20;17;13;15;21;28;8;29;11;32;3;19;7;5;14;22;26;1;2;9;18;4;12;24;25;6;27;31;16
23;10;30;21;17;13;15;20;28;8;29;11;32;3;19;7;5;14;22;26;1;2;9;18;4;12;24;25;6;27;31;16;35;28010
35;28010;23;10;30;21;17;13;15;20;28;8;29;11;32;3;19;7;5;14;22;26;1;2;9;18;4;12;24;25;6;27;31;16
23;10;1;21;17;13;15;20;28;8;29;11;32;3;19;7;5;14;22;26;30;2;9;18;4;12;24;25;6;27;31;16;35;27650
35;27650;23;10;1;21;17;13;15;20;28;8;29;11;32;3;19;7;5;14;22;26;30;2;9;18;4;12;24;25;6;27;31;16
23;10;1;21;17;13;15;20;28;8;29;11;32;18;19;7;5;14;22;26;30;2;9;3;4;12;24;25;6;27;31;16;35;27718
36;27718;23;10;1;21;17;13;15;20;28;8;29;11;32;18;19;7;5;14;22;26;30;2;9;3;4;12;24;25;6;27;31;16
23;10;1;21;17;13;18;20;28;8;29;11;32;15;19;7;5;14;22;26;30;2;9;3;4;12;24;25;6;27;31;16;36;26220
36;26220;23;10;1;21;17;13;18;20;28;8;29;11;32;15;19;7;5;14;22;26;30;2;9;3;4;12;24;25;6;27;31;16
23;10;1;21;17;13;18;20;28;15;29;11;32;8;19;7;5;14;22;26;30;2;9;3;4;12;24;25;6;27;31;16;36;26440
36;26440;23;10;1;21;17;13;18;20;28;15;29;11;32;8;19;7;5;14;22;26;30;2;9;3;4;12;24;25;6;27;31;16
23;10;1;21;17;13;18;20;28;15;29;11;3;8;19;7;5;14;22;26;30;2;9;32;4;12;24;25;6;27;31;16;36;27060
36;27060;23;10;1;21;17;13;18;20;28;15;29;11;3;8;19;7;5;14;22;26;30;2;9;32;4;12;24;25;6;27;31;16
23;10;1;21;17;13;18;20;28;15;29;11;3;27;19;7;5;14;22;26;30;2;9;32;4;12;24;25;6;8;31;16;36;27268
36;27268;23;10;1;21;17;13;18;20;28;15;29;11;3;27;19;7;5;14;22;26;30;2;9;32;4;12;24;25;6;8;31;16
23;10;1;21;17;13;18;28;20;15;29;11;3;27;19;7;5;14;22;26;30;2;9;32;4;12;24;25;6;8;31;16;36;26988
36;26988;23;10;1;21;17;13;18;28;20;15;29;11;3;27;19;7;5;14;22;26;30;2;9;32;4;12;24;25;6;8;31;16
23;10;1;21;17;13;18;24;20;15;29;11;3;27;19;7;5;14;22;26;30;2;9;32;4;12;28;25;6;8;31;16;36;26748
36;26748;23;10;1;21;17;13;18;24;20;15;29;11;3;27;19;7;5;14;22;26;30;2;9;32;4;12;28;25;6;8;31;16
23;10;29;21;17;13;18;24;20;15;1;11;3;27;19;7;5;14;22;26;30;2;9;32;4;12;28;25;6;8;31;16;36;26110
36;26110;23;10;29;21;17;13;18;24;20;15;1;11;3;27;19;7;5;14;22;26;30;2;9;32;4;12;28;25;6;8;31;16
23;10;29;21;17;13;18;24;20;26;1;11;3;27;19;7;5;14;22;15;30;2;9;32;4;12;28;25;6;8;31;16;36;26368
36;26368;23;10;29;21;17;13;18;24;20;26;1;11;3;27;19;7;5;14;22;15;30;2;9;32;4;12;28;25;6;8;31;16
23;31;29;21;17;13;18;24;20;26;1;11;3;27;19;7;5;14;22;15;30;2;9;32;4;12;28;25;6;8;10;16;36;26934
36;26934;23;31;29;21;17;13;18;24;20;26;1;11;3;27;19;7;5;14;22;15;30;2;9;32;4;12;28;25;6;8;10;16
23;31;29;21;17;13;18;22;20;26;1;11;3;27;19;7;5;14;24;15;30;2;9;32;4;12;28;25;6;8;10;16;36;26534
36;26534;23;31;29;21;17;13;18;22;20;26;1;11;3;27;19;7;5;14;24;15;30;2;9;32;4;12;28;25;6;8;10;16
8;31;29;21;17;13;18;22;20;26;1;11;3;27;19;7;5;14;24;15;30;2;9;32;4;12;28;25;6;23;10;16;36;27094
36;26534;23;31;29;21;17;13;18;22;20;26;1;11;3;27;19;7;5;14;24;15;30;2;9;32;4;12;28;25;6;8;10;16
23;31;29;21;17;13;18;22;20;26;1;11;3;27;19;7;5;14;24;15;6;2;9;32;4;12;28;25;30;8;10;16;36;26238
36;26238;23;31;29;21;17;13;18;22;20;26;1;11;3;27;19;7;5;14;24;15;6;2;9;32;4;12;28;25;30;8;10;16
23;31;29;21;17;32;18;22;20;26;1;11;3;27;19;7;5;14;24;15;6;2;9;13;4;12;28;25;30;8;10;16;36;27136
36;27136;23;31;29;21;17;32;18;22;20;26;1;11;3;27;19;7;5;14;24;15;6;2;9;13;4;12;28;25;30;8;10;16
15;31;29;21;17;32;18;22;20;26;1;11;3;27;19;7;5;14;24;23;6;2;9;13;4;12;28;25;30;8;10;16;36;26616
36;26616;15;31;29;21;17;32;18;22;20;26;1;11;3;27;19;7;5;14;24;23;6;2;9;13;4;12;28;25;30;8;10;16
15;31;29;21;17;32;18;24;20;26;1;11;3;27;19;7;5;14;22;23;6;2;9;13;4;12;28;25;30;8;10;16;36;27016
36;26616;15;31;29;21;17;32;18;22;20;26;1;11;3;27;19;7;5;14;24;23;6;2;9;13;4;12;28;25;30;8;10;16
15;31;29;21;17;32;18;22;20;26;1;11;3;27;5;7;19;14;24;23;6;2;9;13;4;12;28;25;30;8;10;16;36;26426
36;26426;15;31;29;21;17;32;18;22;20;26;1;11;3;27;5;7;19;14;24;23;6;2;9;13;4;12;28;25;30;8;10;16
15;31;29;21;17;32;18;22;20;26;1;5;3;27;11;7;19;14;24;23;6;2;9;13;4;12;28;25;30;8;10;16;36;26406
36;26406;15;31;29;21;17;32;18;22;20;26;1;5;3;27;11;7;19;14;24;23;6;2;9;13;4;12;28;25;30;8;10;16
15;31;29;21;17;32;18;22;20;26;1;5;3;27;11;8;19;14;24;23;6;2;9;13;4;12;28;25;30;7;10;16;36;27046
36;27046;15;31;29;21;17;32;18;22;20;26;1;5;3;27;11;8;19;14;24;23;6;2;9;13;4;12;28;25;30;7;10;16
15;31;29;11;17;32;18;22;20;26;1;5;3;27;21;8;19;14;24;23;6;2;9;13;4;12;28;25;30;7;10;16;36;26902
36;26902;15;31;29;11;17;32;18;22;20;26;1;5;3;27;21;8;19;14;24;23;6;2;9;13;4;12;28;25;30;7;10;16
15;31;29;11;17;32;18;22;20;26;1;5;3;27;21;8;19;14;24;23;6;2;9;13;4;16;28;25;30;7;10;12;36;27102
37;27102;15;31;29;11;17;32;18;22;20;26;1;5;3;27;21;8;19;14;24;23;6;2;9;13;4;16;28;25;30;7;10;12
15;31;16;11;17;32;18;22;20;26;1;5;3;27;21;8;19;14;24;23;6;2;9;13;4;29;28;25;30;7;10;12;37;27660
37;27660;15;31;16;11;17;32;18;22;20;26;1;5;3;27;21;8;19;14;24;23;6;2;9;13;4;29;28;25;30;7;10;12
15;31;16;11;17;32;9;22;20;26;1;5;3;27;21;8;19;14;24;23;6;2;18;13;4;29;28;25;30;7;10;12;37;28724
37;27660;15;31;16;11;17;32;18;22;20;26;1;5;3;27;21;8;19;14;24;23;6;2;9;13;4;29;28;25;30;7;10;12
15;31;16;11;19;32;18;22;20;26;1;5;3;27;21;8;17;14;24;23;6;2;9;13;4;29;28;25;30;7;10;12;37;28100
37;28100;15;31;16;11;19;32;18;22;20;26;1;5;3;27;21;8;17;14;24;23;6;2;9;13;4;29;28;25;30;7;10;12
15;21;16;11;19;32;18;22;20;26;1;5;3;27;31;8;17;14;24;23;6;2;9;13;4;29;28;25;30;7;10;12;37;27580
37;27580;15;21;16;11;19;32;18;22;20;26;1;5;3;27;31;8;17;14;24;23;6;2;9;13;4;29;28;25;30;7;10;12
15;21;16;11;19;32;4;22;20;26;1;5;3;27;31;8;17;14;24;23;6;2;9;13;18;29;28;25;30;7;10;12;37;27958
37;27958;15;21;16;11;19;32;4;22;20;26;1;5;3;27;31;8;17;14;24;23;6;2;9;13;18;29;28;25;30;7;10;12
15;21;16;23;19;32;4;22;20;26;1;5;3;27;31;8;17;14;24;11;6;2;9;13;18;29;28;25;30;7;10;12;37;28208
37;28208;15;21;16;23;19;32;4;22;20;26;1;5;3;27;31;8;17;14;24;11;6;2;9;13;18;29;28;25;30;7;10;12
15;21;16;23;19;32;4;22;20;26;1;5;25;27;31;8;17;14;24;11;6;2;9;13;18;29;28;3;30;7;10;12;37;29612
37;29612;15;21;16;23;19;32;4;22;20;26;1;5;25;27;31;8;17;14;24;11;6;2;9;13;18;29;28;3;30;7;10;12
15;21;16;23;19;32;4;22;11;26;1;5;25;27;31;8;17;14;24;20;6;2;9;13;18;29;28;3;30;7;10;12;37;29354
37;29354;15;21;16;23;19;32;4;22;11;26;1;5;25;27;31;8;17;14;24;20;6;2;9;13;18;29;28;3;30;7;10;12
15;21;16;23;19;32;4;22;5;26;1;11;25;27;31;8;17;14;24;20;6;2;9;13;18;29;28;3;30;7;10;12;37;29534
37;29534;15;21;16;23;19;32;4;22;5;26;1;11;25;27;31;8;17;14;24;20;6;2;9;13;18;29;28;3;30;7;10;12
15;21;16;23;6;32;4;22;5;26;1;11;25;27;31;8;17;14;24;20;19;2;9;13;18;29;28;3;30;7;10;12;37;29586
37;29586;15;21;16;23;6;32;4;22;5;26;1;11;25;27;31;8;17;14;24;20;19;2;9;13;18;29;28;3;30;7;10;12
15;21;16;5;6;32;4;22;23;26;1;11;25;27;31;8;17;14;24;20;19;2;9;13;18;29;28;3;30;7;10;12;37;29758
37;29758;15;21;16;5;6;32;4;22;23;26;1;11;25;27;31;8;17;14;24;20;19;2;9;13;18;29;28;3;30;7;10;12
15;21;16;5;6;32;4;22;23;26;17;11;25;27;31;8;1;14;24;20;19;2;9;13;18;29;28;3;30;7;10;12;37;29942
37;29942;15;21;16;5;6;32;4;22;23;26;17;11;25;27;31;8;1;14;24;20;19;2;9;13;18;29;28;3;30;7;10;12
15;21;16;5;6;32;4;22;23;26;17;11;25;27;31;3;1;14;24;20;19;2;9;13;18;29;28;8;30;7;10;12;37;29862
37;29862;15;21;16;5;6;32;4;22;23;26;17;11;25;27;31;3;1;14;24;20;19;2;9;13;18;29;28;8;30;7;10;12
15;21;16;5;6;32;4;22;23;26;17;11;25;27;31;3;1;14;24;20;19;2;9;13;18;29;28;7;30;8;10;12;37;29742
37;29742;15;21;16;5;6;32;4;22;23;26;17;11;25;27;31;3;1;14;24;20;19;2;9;13;18;29;28;7;30;8;10;12
15;21;16;5;6;32;4;22;23;26;17;11;25;27;31;3;1;14;24;20;19;2;9;13;18;29;28;10;30;8;7;12;37;29422
37;29422;15;21;16;5;6;32;4;22;23;26;17;11;25;27;31;3;1;14;24;20;19;2;9;13;18;29;28;10;30;8;7;12
15;21;16;5;6;32;4;22;23;26;17;11;25;27;31;3;1;14;2;20;19;24;9;13;18;29;28;10;30;8;7;12;37;29540
37;29422;15;21;16;5;6;32;4;22;23;26;17;11;25;27;31;3;1;14;24;20;19;2;9;13;18;29;28;10;30;8;7;12
15;21;16;5;6;32;4;22;23;26;17;11;25;27;31;3;1;14;24;20;19;2;9;10;18;29;28;13;30;8;7;12;37;29462
37;29462;15;21;16;5;6;32;4;22;23;26;17;11;25;27;31;3;1;14;24;20;19;2;9;10;18;29;28;13;30;8;7;12
15;21;16;5;6;32;4;22;23;26;17;11;13;27;31;3;1;14;24;20;19;2;9;10;18;29;28;25;30;8;7;12;37;29746
37;29746;15;21;16;5;6;32;4;22;23;26;17;11;13;27;31;3;1;14;24;20;19;2;9;10;18;29;28;25;30;8;7;12
15;21;16;5;6;32;4;22;23;26;17;11;13;27;31;3;1;14;24;20;9;2;19;10;18;29;28;25;30;8;7;12;37;30186
37;30186;15;21;16;5;6;32;4;22;23;26;17;11;13;27;31;3;1;14;24;20;9;2;19;10;18;29;28;25;30;8;7;12
15;21;16;5;6;32;4;22;23;26;17;11;13;27;31;3;1;14;24;20;9;2;25;10;18;29;28;19;30;8;7;12;37;30186
38;30186;15;21;16;5;6;32;4;22;23;26;17;11;13;27;31;3;1;14;24;20;9;2;25;10;18;29;28;19;30;8;7;12
15;21;16;3;6;32;4;22;23;26;17;11;13;27;31;5;1;14;24;20;9;2;25;10;18;29;28;19;30;8;7;12;38;29846
38;29846;15;21;16;3;6;32;4;22;23;26;17;11;13;27;31;5;1;14;24;20;9;2;25;10;18;29;28;19;30;8;7;12
15;6;16;3;21;32;4;22;23;26;17;11;13;27;31;5;1;14;24;20;9;2;25;10;18;29;28;19;30;8;7;12;38;29846
38;29846;15;6;16;3;21;32;4;22;23;26;17;11;13;27;31;5;1;14;24;20;9;2;25;10;18;29;28;19;30;8;7;12
15;6;16;3;21;32;4;22;23;26;17;11;8;27;31;5;1;14;24;20;9;2;25;10;18;29;28;19;30;13;7;12;38;28526
38;28526;15;6;16;3;21;32;4;22;23;26;17;11;8;27;31;5;1;14;24;20;9;2;25;10;18;29;28;19;30;13;7;12
15;6;16;18;21;32;4;22;23;26;17;11;8;27;31;5;1;14;24;20;9;2;25;10;3;29;28;19;30;13;7;12;38;28724
38;28724;15;6;16;18;21;32;4;22;23;26;17;11;8;27;31;5;1;14;24;20;9;2;25;10;3;29;28;19;30;13;7;12
15;6;16;18;21;32;4;22;26;23;17;11;8;27;31;5;1;14;24;20;9;2;25;10;3;29;28;19;30;13;7;12;38;28884
