"X1";"X280";"X13";"X33";"X49";"X64";"X46";"X21";"X43";"X14";"X22";"X52";"X58";"X30";"X36";"X15";"X39";"X10";"X35";"X50";"X12";"X47";"X51";"X7";"X9";"X44";"X24";"X27";"X3";"X41";"X25";"X6";"X8";"X11";"X31";"X60";"X28";"X48";"X29";"X32";"X5";"X45";"X42";"X62";"X1.1";"X16";"X40";"X37";"X59";"X63";"X26";"X56";"X57";"X34";"X19";"X23";"X2";"X54";"X18";"X4";"X55";"X17";"X61";"X38";"X20";"X53"
17;284;3;25;26;7;60;42;4;51;50;14;64;13;17;63;23;30;52;56;29;38;54;2;9;39;58;10;32;48;33;19;53;47;5;27;18;46;37;12;36;35;31;57;6;62;15;22;44;28;1;43;16;41;11;24;61;55;45;59;21;34;8;49;20;40
3;25;26;7;60;42;4;51;50;14;64;13;17;63;23;30;52;56;29;38;54;2;41;39;58;10;32;48;33;19;53;47;5;27;18;46;37;12;36;35;31;57;6;62;15;22;44;28;1;43;16;9;11;24;61;55;45;59;21;34;8;49;20;40;17;284
17;284;3;25;26;7;60;42;4;51;50;14;64;13;17;63;23;30;52;56;29;38;54;2;41;39;58;10;32;48;33;19;53;47;5;27;18;46;37;12;36;35;31;57;6;62;15;22;44;28;1;43;16;9;11;24;61;55;45;59;21;34;8;49;20;40
3;25;26;7;60;42;4;51;50;14;64;13;17;63;23;31;52;56;29;38;54;2;41;39;58;10;32;48;33;19;53;47;5;27;18;46;37;12;36;35;30;57;6;62;15;22;44;28;1;43;16;9;11;24;61;55;45;59;21;34;8;49;20;40;17;284
17;284;3;25;26;7;60;42;4;51;50;14;64;13;17;63;23;31;52;56;29;38;54;2;41;39;58;10;32;48;33;19;53;47;5;27;18;46;37;12;36;35;30;57;6;62;15;22;44;28;1;43;16;9;11;24;61;55;45;59;21;34;8;49;20;40
3;25;26;7;60;42;4;51;50;14;64;13;17;63;23;31;52;56;29;38;54;2;41;39;58;10;32;48;33;19;53;47;5;24;18;46;37;12;36;35;30;57;6;62;15;22;44;28;1;43;16;9;11;27;61;55;45;59;21;34;8;49;20;40;17;284
17;284;3;25;26;7;60;42;4;51;50;14;64;13;17;63;23;31;52;56;29;38;54;2;41;39;58;10;32;48;33;19;53;47;5;24;18;46;37;12;36;35;30;57;6;62;15;22;44;28;1;43;16;9;11;27;61;55;45;59;21;34;8;49;20;40
3;25;26;7;60;42;4;51;50;14;64;13;17;63;23;31;52;56;29;38;54;2;41;39;58;10;32;48;33;19;53;47;5;24;18;46;37;12;36;35;30;57;6;62;15;9;44;28;1;43;16;22;11;27;61;55;45;59;21;34;8;49;20;40;17;296
17;296;3;25;26;7;60;42;4;51;50;14;64;13;17;63;23;31;52;56;29;38;54;2;41;39;58;10;32;48;33;19;53;47;5;24;18;46;37;12;36;35;30;57;6;62;15;9;44;28;1;43;16;22;11;27;61;55;45;59;21;34;8;49;20;40
3;25;26;7;60;42;4;51;50;14;64;13;17;63;23;31;52;56;29;38;54;2;41;39;58;10;32;48;33;19;53;47;5;24;18;46;37;12;36;35;30;57;6;62;15;9;44;28;1;43;16;22;11;27;34;55;45;59;21;61;8;49;20;40;17;296
17;296;3;25;26;7;60;42;4;51;50;14;64;13;17;63;23;31;52;56;29;38;54;2;41;39;58;10;32;48;33;19;53;47;5;24;18;46;37;12;36;35;30;57;6;62;15;9;44;28;1;43;16;22;11;27;34;55;45;59;21;61;8;49;20;40
3;25;26;7;60;42;4;51;50;32;64;13;17;63;23;31;52;56;29;38;54;2;41;39;58;10;14;48;33;19;53;47;5;24;18;46;37;12;36;35;30;57;6;62;15;9;44;28;1;43;16;22;11;27;34;55;45;59;21;61;8;49;20;40;17;288
17;288;3;25;26;7;60;42;4;51;50;32;64;13;17;63;23;31;52;56;29;38;54;2;41;39;58;10;14;48;33;19;53;47;5;24;18;46;37;12;36;35;30;57;6;62;15;9;44;28;1;43;16;22;11;27;34;55;45;59;21;61;8;49;20;40
3;25;26;7;60;42;51;4;50;32;64;13;17;63;23;31;52;56;29;38;54;2;41;39;58;10;14;48;33;19;53;47;5;24;18;46;37;12;36;35;30;57;6;62;15;9;44;28;1;43;16;22;11;27;34;55;45;59;21;61;8;49;20;40;17;300
17;300;3;25;26;7;60;42;51;4;50;32;64;13;17;63;23;31;52;56;29;38;54;2;41;39;58;10;14;48;33;19;53;47;5;24;18;46;37;12;36;35;30;57;6;62;15;9;44;28;1;43;16;22;11;27;34;55;45;59;21;61;8;49;20;40
3;25;26;7;60;42;51;4;23;32;64;13;17;63;50;31;52;56;29;38;54;2;41;39;58;10;14;48;33;19;53;47;5;24;18;46;37;12;36;35;30;57;6;62;15;9;44;28;1;43;16;22;11;27;34;55;45;59;21;61;8;49;20;40;17;300
17;300;3;25;26;7;60;42;51;4;23;32;64;13;17;63;50;31;52;56;29;38;54;2;41;39;58;10;14;48;33;19;53;47;5;24;18;46;37;12;36;35;30;57;6;62;15;9;44;28;1;43;16;22;11;27;34;55;45;59;21;61;8;49;20;40
3;25;26;7;4;42;51;60;23;32;64;13;17;63;50;31;52;56;29;38;54;2;41;39;58;10;14;48;33;19;53;47;5;24;18;46;37;12;36;35;30;57;6;62;15;9;44;28;1;43;16;22;11;27;34;55;45;59;21;61;8;49;20;40;17;276
17;276;3;25;26;7;4;42;51;60;23;32;64;13;17;63;50;31;52;56;29;38;54;2;41;39;58;10;14;48;33;19;53;47;5;24;18;46;37;12;36;35;30;57;6;62;15;9;44;28;1;43;16;22;11;27;34;55;45;59;21;61;8;49;20;40
3;25;26;7;4;42;51;60;15;32;64;13;17;63;50;31;52;56;29;38;54;2;41;39;58;10;14;48;33;19;53;47;5;24;18;46;37;12;36;35;30;57;6;62;23;9;44;28;1;43;16;22;11;27;34;55;45;59;21;61;8;49;20;40;17;276
17;276;3;25;26;7;4;42;51;60;15;32;64;13;17;63;50;31;52;56;29;38;54;2;41;39;58;10;14;48;33;19;53;47;5;24;18;46;37;12;36;35;30;57;6;62;23;9;44;28;1;43;16;22;11;27;34;55;45;59;21;61;8;49;20;40
3;25;26;7;4;42;51;60;22;32;64;13;17;63;50;31;52;56;29;38;54;2;41;39;58;10;14;48;33;19;53;47;5;24;18;46;37;12;36;35;30;57;6;62;23;9;44;28;1;43;16;15;11;27;34;55;45;59;21;61;8;49;20;40;17;276
17;276;3;25;26;7;4;42;51;60;22;32;64;13;17;63;50;31;52;56;29;38;54;2;41;39;58;10;14;48;33;19;53;47;5;24;18;46;37;12;36;35;30;57;6;62;23;9;44;28;1;43;16;15;11;27;34;55;45;59;21;61;8;49;20;40
3;25;26;7;4;42;51;60;22;32;64;13;17;63;50;31;52;56;29;38;54;2;41;39;58;10;14;48;33;19;53;47;5;46;18;24;37;12;36;35;30;57;6;62;23;9;44;28;1;43;16;15;11;27;34;55;45;59;21;61;8;49;20;40;17;276
18;276;3;25;26;7;4;42;51;60;22;32;64;13;17;63;50;31;52;56;29;38;54;2;41;39;58;10;14;48;33;19;53;47;5;46;18;24;37;12;36;35;30;57;6;62;23;9;44;28;1;43;16;15;11;27;34;55;45;59;21;61;8;49;20;40
3;25;26;7;4;42;51;60;22;32;64;13;17;63;50;31;38;56;29;52;54;2;41;39;58;10;14;48;33;19;53;47;5;46;18;24;37;12;36;35;30;57;6;62;23;9;44;28;1;43;16;15;11;27;34;55;45;59;21;61;8;49;20;40;18;282
18;282;3;25;26;7;4;42;51;60;22;32;64;13;17;63;50;31;38;56;29;52;54;2;41;39;58;10;14;48;33;19;53;47;5;46;18;24;37;12;36;35;30;57;6;62;23;9;44;28;1;43;16;15;11;27;34;55;45;59;21;61;8;49;20;40
3;25;26;7;4;42;51;60;22;32;64;13;17;63;50;31;38;56;29;52;54;2;41;39;58;10;14;48;33;19;53;47;5;46;18;35;37;12;36;24;30;57;6;62;23;9;44;28;1;43;16;15;11;27;34;55;45;59;21;61;8;49;20;40;18;282
18;282;3;25;26;7;4;42;51;60;22;32;64;13;17;63;50;31;38;56;29;52;54;2;41;39;58;10;14;48;33;19;53;47;5;46;18;35;37;12;36;24;30;57;6;62;23;9;44;28;1;43;16;15;11;27;34;55;45;59;21;61;8;49;20;40
3;25;26;7;4;42;51;60;17;32;64;13;22;63;50;31;38;56;29;52;54;2;41;39;58;10;14;48;33;19;53;47;5;46;18;35;37;12;36;24;30;57;6;62;23;9;44;28;1;43;16;15;11;27;34;55;45;59;21;61;8;49;20;40;18;282
18;282;3;25;26;7;4;42;51;60;17;32;64;13;22;63;50;31;38;56;29;52;54;2;41;39;58;10;14;48;33;19;53;47;5;46;18;35;37;12;36;24;30;57;6;62;23;9;44;28;1;43;16;15;11;27;34;55;45;59;21;61;8;49;20;40
3;25;26;7;4;42;51;60;17;32;64;13;22;63;50;31;38;56;29;52;54;2;41;39;58;10;14;48;33;19;53;47;5;46;18;35;37;12;36;24;30;57;6;62;43;9;44;28;1;23;16;15;11;27;34;55;45;59;21;61;8;49;20;40;18;282
18;282;3;25;26;7;4;42;51;60;17;32;64;13;22;63;50;31;38;56;29;52;54;2;41;39;58;10;14;48;33;19;53;47;5;46;18;35;37;12;36;24;30;57;6;62;43;9;44;28;1;23;16;15;11;27;34;55;45;59;21;61;8;49;20;40
3;25;26;7;4;42;51;60;17;32;64;13;22;63;50;31;38;56;29;52;54;2;21;39;58;10;14;48;33;19;53;47;5;46;18;35;37;12;36;24;30;57;6;62;43;9;44;28;1;23;16;15;11;27;34;55;45;59;41;61;8;49;20;40;18;282
18;282;3;25;26;7;4;42;51;60;17;32;64;13;22;63;50;31;38;56;29;52;54;2;21;39;58;10;14;48;33;19;53;47;5;46;18;35;37;12;36;24;30;57;6;62;43;9;44;28;1;23;16;15;11;27;34;55;45;59;41;61;8;49;20;40
3;25;26;7;4;42;59;60;17;32;64;13;22;63;50;31;38;56;29;52;54;2;21;39;58;10;14;48;33;19;53;47;5;46;18;35;37;12;36;24;30;57;6;62;43;9;44;28;1;23;16;15;11;27;34;55;45;51;41;61;8;49;20;40;18;282
18;282;3;25;26;7;4;42;59;60;17;32;64;13;22;63;50;31;38;56;29;52;54;2;21;39;58;10;14;48;33;19;53;47;5;46;18;35;37;12;36;24;30;57;6;62;43;9;44;28;1;23;16;15;11;27;34;55;45;51;41;61;8;49;20;40
3;25;59;7;4;42;26;60;17;32;64;13;22;63;50;31;38;56;29;52;54;2;21;39;58;10;14;48;33;19;53;47;5;46;18;35;37;12;36;24;30;57;6;62;43;9;44;28;1;23;16;15;11;27;34;55;45;51;41;61;8;49;20;40;18;280
18;280;3;25;59;7;4;42;26;60;17;32;64;13;22;63;50;31;38;56;29;52;54;2;21;39;58;10;14;48;33;19;53;47;5;46;18;35;37;12;36;24;30;57;6;62;43;9;44;28;1;23;16;15;11;27;34;55;45;51;41;61;8;49;20;40
3;25;59;7;4;42;26;60;17;32;64;9;22;63;50;31;38;56;29;52;54;2;21;39;58;10;14;48;33;19;53;47;5;46;18;35;37;12;36;24;30;57;6;62;43;13;44;28;1;23;16;15;11;27;34;55;45;51;41;61;8;49;20;40;18;272
18;272;3;25;59;7;4;42;26;60;17;32;64;9;22;63;50;31;38;56;29;52;54;2;21;39;58;10;14;48;33;19;53;47;5;46;18;35;37;12;36;24;30;57;6;62;43;13;44;28;1;23;16;15;11;27;34;55;45;51;41;61;8;49;20;40
3;25;59;7;4;42;26;60;17;32;64;9;22;63;50;31;38;56;29;52;54;2;21;39;58;10;14;48;33;19;53;47;5;46;18;35;37;12;36;24;30;57;6;62;43;13;44;40;1;23;16;15;11;27;34;55;45;51;41;61;8;49;20;28;18;272
18;272;3;25;59;7;4;42;26;60;17;32;64;9;22;63;50;31;38;56;29;52;54;2;21;39;58;10;14;48;33;19;53;47;5;46;18;35;37;12;36;24;30;57;6;62;43;13;44;40;1;23;16;15;11;27;34;55;45;51;41;61;8;49;20;28
3;25;59;7;4;42;26;60;17;32;33;9;22;63;50;31;38;56;29;52;54;2;21;39;58;10;14;48;64;19;53;47;5;46;18;35;37;12;36;24;30;57;6;62;43;13;44;40;1;23;16;15;11;27;34;55;45;51;41;61;8;49;20;28;18;288
18;288;3;25;59;7;4;42;26;60;17;32;33;9;22;63;50;31;38;56;29;52;54;2;21;39;58;10;14;48;64;19;53;47;5;46;18;35;37;12;36;24;30;57;6;62;43;13;44;40;1;23;16;15;11;27;34;55;45;51;41;61;8;49;20;28
3;64;59;7;4;42;26;60;17;32;33;9;22;63;50;31;38;56;29;52;54;2;21;39;58;10;14;48;25;19;53;47;5;46;18;35;37;12;36;24;30;57;6;62;43;13;44;40;1;23;16;15;11;27;34;55;45;51;41;61;8;49;20;28;18;288
18;288;3;64;59;7;4;42;26;60;17;32;33;9;22;63;50;31;38;56;29;52;54;2;21;39;58;10;14;48;25;19;53;47;5;46;18;35;37;12;36;24;30;57;6;62;43;13;44;40;1;23;16;15;11;27;34;55;45;51;41;61;8;49;20;28
3;64;59;7;4;42;26;60;17;32;33;9;22;63;50;31;38;56;29;52;54;2;21;39;58;10;14;48;25;19;53;47;5;46;18;35;37;12;36;24;30;57;6;62;43;13;44;40;1;23;16;11;15;27;34;55;45;51;41;61;8;49;20;28;18;288
18;288;3;64;59;7;4;42;26;60;17;32;33;9;22;63;50;31;38;56;29;52;54;2;21;39;58;10;14;48;25;19;53;47;5;46;18;35;37;12;36;24;30;57;6;62;43;13;44;40;1;23;16;11;15;27;34;55;45;51;41;61;8;49;20;28
3;64;59;7;4;42;26;60;17;32;33;9;22;63;50;31;38;56;29;52;54;2;21;39;58;10;14;48;25;19;53;47;5;46;18;35;37;12;36;24;30;57;6;62;43;13;44;1;40;23;16;11;15;27;34;55;45;51;41;61;8;49;20;28;18;288
18;288;3;64;59;7;4;42;26;60;17;32;33;9;22;63;50;31;38;56;29;52;54;2;21;39;58;10;14;48;25;19;53;47;5;46;18;35;37;12;36;24;30;57;6;62;43;13;44;1;40;23;16;11;15;27;34;55;45;51;41;61;8;49;20;28
3;64;59;7;4;42;26;60;17;32;18;9;22;63;50;31;38;56;29;52;54;2;21;39;58;10;14;48;25;19;53;47;5;46;33;35;37;12;36;24;30;57;6;62;43;13;44;1;40;23;16;11;15;27;34;55;45;51;41;61;8;49;20;28;18;286
18;286;3;64;59;7;4;42;26;60;17;32;18;9;22;63;50;31;38;56;29;52;54;2;21;39;58;10;14;48;25;19;53;47;5;46;33;35;37;12;36;24;30;57;6;62;43;13;44;1;40;23;16;11;15;27;34;55;45;51;41;61;8;49;20;28
3;64;59;7;4;42;26;60;17;32;18;9;22;63;50;31;38;56;29;52;54;2;21;39;58;10;14;48;25;19;53;47;5;46;33;35;37;12;16;24;30;57;6;62;43;13;44;1;40;23;36;11;15;27;34;55;45;51;41;61;8;49;20;28;18;268
18;268;3;64;59;7;4;42;26;60;17;32;18;9;22;63;50;31;38;56;29;52;54;2;21;39;58;10;14;48;25;19;53;47;5;46;33;35;37;12;16;24;30;57;6;62;43;13;44;1;40;23;36;11;15;27;34;55;45;51;41;61;8;49;20;28
3;64;59;7;4;42;26;60;17;32;18;9;22;63;50;31;38;56;29;52;54;2;21;39;58;10;14;48;25;19;53;47;5;46;33;35;37;62;16;24;30;57;6;12;43;13;44;1;40;23;36;11;15;27;34;55;45;51;41;61;8;49;20;28;18;288
18;288;3;64;59;7;4;42;26;60;17;32;18;9;22;63;50;31;38;56;29;52;54;2;21;39;58;10;14;48;25;19;53;47;5;46;33;35;37;62;16;24;30;57;6;12;43;13;44;1;40;23;36;11;15;27;34;55;45;51;41;61;8;49;20;28
33;64;59;7;4;42;26;60;17;32;18;9;22;63;50;31;38;56;29;52;54;2;21;39;58;10;14;48;25;19;53;47;5;46;3;35;37;62;16;24;30;57;6;12;43;13;44;1;40;23;36;11;15;27;34;55;45;51;41;61;8;49;20;28;18;288
18;288;33;64;59;7;4;42;26;60;17;32;18;9;22;63;50;31;38;56;29;52;54;2;21;39;58;10;14;48;25;19;53;47;5;46;3;35;37;62;16;24;30;57;6;12;43;13;44;1;40;23;36;11;15;27;34;55;45;51;41;61;8;49;20;28
33;64;59;7;4;42;26;60;17;32;18;9;22;63;50;31;38;56;29;52;54;2;41;39;58;10;14;48;25;19;53;47;5;46;3;35;37;62;16;24;30;57;6;12;43;13;44;1;40;23;36;11;15;27;34;55;45;51;21;61;8;49;20;28;18;288
18;288;33;64;59;7;4;42;26;60;17;32;18;9;22;63;50;31;38;56;29;52;54;2;41;39;58;10;14;48;25;19;53;47;5;46;3;35;37;62;16;24;30;57;6;12;43;13;44;1;40;23;36;11;15;27;34;55;45;51;21;61;8;49;20;28
33;64;59;7;4;42;26;60;17;32;18;9;22;63;50;31;38;56;29;52;54;55;41;39;58;10;14;48;25;19;53;47;5;46;3;35;37;62;16;24;30;57;6;12;43;13;44;1;40;23;36;11;15;27;34;2;45;51;21;61;8;49;20;28;18;278
18;278;33;64;59;7;4;42;26;60;17;32;18;9;22;63;50;31;38;56;29;52;54;55;41;39;58;10;14;48;25;19;53;47;5;46;3;35;37;62;16;24;30;57;6;12;43;13;44;1;40;23;36;11;15;27;34;2;45;51;21;61;8;49;20;28
33;64;59;7;4;42;26;25;17;32;18;9;22;63;50;31;38;56;29;52;54;55;41;39;58;10;14;48;60;19;53;47;5;46;3;35;37;62;16;24;30;57;6;12;43;13;44;1;40;23;36;11;15;27;34;2;45;51;21;61;8;49;20;28;18;274
19;274;33;64;59;7;4;42;26;25;17;32;18;9;22;63;50;31;38;56;29;52;54;55;41;39;58;10;14;48;60;19;53;47;5;46;3;35;37;62;16;24;30;57;6;12;43;13;44;1;40;23;36;11;15;27;34;2;45;51;21;61;8;49;20;28
33;64;59;7;34;42;26;25;17;32;18;9;22;63;50;31;38;56;29;52;54;55;41;39;58;10;14;48;60;19;53;47;5;46;3;35;37;62;16;24;30;57;6;12;43;13;44;1;40;23;36;11;15;27;4;2;45;51;21;61;8;49;20;28;19;274
19;274;33;64;59;7;34;42;26;25;17;32;18;9;22;63;50;31;38;56;29;52;54;55;41;39;58;10;14;48;60;19;53;47;5;46;3;35;37;62;16;24;30;57;6;12;43;13;44;1;40;23;36;11;15;27;4;2;45;51;21;61;8;49;20;28
33;64;59;7;34;42;26;25;17;32;18;9;22;63;50;31;38;56;29;52;54;55;41;39;58;10;14;48;60;19;53;47;5;46;3;35;37;62;16;24;30;57;6;12;43;13;44;1;40;23;36;11;15;45;4;2;27;51;21;61;8;49;20;28;19;274
19;274;33;64;59;7;34;42;26;25;17;32;18;9;22;63;50;31;38;56;29;52;54;55;41;39;58;10;14;48;60;19;53;47;5;46;3;35;37;62;16;24;30;57;6;12;43;13;44;1;40;23;36;11;15;45;4;2;27;51;21;61;8;49;20;28
33;64;59;7;34;42;26;25;17;32;18;9;22;63;50;31;14;56;29;52;54;55;41;39;58;10;38;48;60;19;53;47;5;46;3;35;37;62;16;24;30;57;6;12;43;13;44;1;40;23;36;11;15;45;4;2;27;51;21;61;8;49;20;28;19;270
19;270;33;64;59;7;34;42;26;25;17;32;18;9;22;63;50;31;14;56;29;52;54;55;41;39;58;10;38;48;60;19;53;47;5;46;3;35;37;62;16;24;30;57;6;12;43;13;44;1;40;23;36;11;15;45;4;2;27;51;21;61;8;49;20;28
33;64;59;7;34;42;26;25;17;32;18;9;22;63;50;31;14;56;29;52;54;55;41;39;58;10;38;48;4;19;53;47;5;46;3;35;37;62;16;24;30;57;6;12;43;13;44;1;40;23;36;11;15;45;60;2;27;51;21;61;8;49;20;28;19;270
19;270;33;64;59;7;34;42;26;25;17;32;18;9;22;63;50;31;14;56;29;52;54;55;41;39;58;10;38;48;4;19;53;47;5;46;3;35;37;62;16;24;30;57;6;12;43;13;44;1;40;23;36;11;15;45;60;2;27;51;21;61;8;49;20;28
57;64;59;7;34;42;26;25;17;32;18;9;22;63;50;31;14;56;29;52;54;55;41;39;58;10;38;48;4;19;53;47;5;46;3;35;37;62;16;24;30;33;6;12;43;13;44;1;40;23;36;11;15;45;60;2;27;51;21;61;8;49;20;28;19;270
19;270;57;64;59;7;34;42;26;25;17;32;18;9;22;63;50;31;14;56;29;52;54;55;41;39;58;10;38;48;4;19;53;47;5;46;3;35;37;62;16;24;30;33;6;12;43;13;44;1;40;23;36;11;15;45;60;2;27;51;21;61;8;49;20;28
57;64;59;7;34;60;26;25;17;32;18;9;22;63;50;31;14;56;29;52;54;55;41;39;58;10;38;48;4;19;53;47;5;46;3;35;37;62;16;24;30;33;6;12;43;13;44;1;40;23;36;11;15;45;42;2;27;51;21;61;8;49;20;28;19;274
19;274;57;64;59;7;34;60;26;25;17;32;18;9;22;63;50;31;14;56;29;52;54;55;41;39;58;10;38;48;4;19;53;47;5;46;3;35;37;62;16;24;30;33;6;12;43;13;44;1;40;23;36;11;15;45;42;2;27;51;21;61;8;49;20;28
57;64;59;7;34;60;26;25;17;32;18;9;22;63;50;31;14;56;29;52;54;55;41;39;58;47;38;48;4;19;53;10;5;46;3;35;37;62;16;24;30;33;6;12;43;13;44;1;40;23;36;11;15;45;42;2;27;51;21;61;8;49;20;28;19;278
19;278;57;64;59;7;34;60;26;25;17;32;18;9;22;63;50;31;14;56;29;52;54;55;41;39;58;47;38;48;4;19;53;10;5;46;3;35;37;62;16;24;30;33;6;12;43;13;44;1;40;23;36;11;15;45;42;2;27;51;21;61;8;49;20;28
57;64;59;7;34;60;26;25;17;32;18;9;22;63;50;31;14;56;29;52;54;55;41;30;58;47;38;48;4;19;53;10;5;46;3;35;37;62;16;24;39;33;6;12;43;13;44;1;40;23;36;11;15;45;42;2;27;51;21;61;8;49;20;28;19;278
19;278;57;64;59;7;34;60;26;25;17;32;18;9;22;63;50;31;14;56;29;52;54;55;41;30;58;47;38;48;4;19;53;10;5;46;3;35;37;62;16;24;39;33;6;12;43;13;44;1;40;23;36;11;15;45;42;2;27;51;21;61;8;49;20;28
57;64;59;7;34;60;30;25;17;32;18;9;22;63;50;31;14;56;29;52;54;55;41;26;58;47;38;48;4;19;53;10;5;46;3;35;37;62;16;24;39;33;6;12;43;13;44;1;40;23;36;11;15;45;42;2;27;51;21;61;8;49;20;28;19;278
19;278;57;64;59;7;34;60;30;25;17;32;18;9;22;63;50;31;14;56;29;52;54;55;41;26;58;47;38;48;4;19;53;10;5;46;3;35;37;62;16;24;39;33;6;12;43;13;44;1;40;23;36;11;15;45;42;2;27;51;21;61;8;49;20;28
57;64;59;7;34;60;30;25;17;32;18;9;22;63;50;31;14;56;29;52;54;55;41;26;58;47;38;48;4;19;53;10;5;46;3;35;37;62;16;24;39;33;6;12;43;13;44;61;40;23;36;11;15;45;42;2;27;51;21;1;8;49;20;28;19;278
19;278;57;64;59;7;34;60;30;25;17;32;18;9;22;63;50;31;14;56;29;52;54;55;41;26;58;47;38;48;4;19;53;10;5;46;3;35;37;62;16;24;39;33;6;12;43;13;44;61;40;23;36;11;15;45;42;2;27;51;21;1;8;49;20;28
57;64;59;7;34;60;30;25;17;32;18;9;22;63;50;31;14;56;37;52;54;55;41;26;58;47;38;48;4;19;53;10;5;46;3;35;29;62;16;24;39;33;6;12;43;13;44;61;40;23;36;11;15;45;42;2;27;51;21;1;8;49;20;28;19;278
19;278;57;64;59;7;34;60;30;25;17;32;18;9;22;63;50;31;14;56;37;52;54;55;41;26;58;47;38;48;4;19;53;10;5;46;3;35;29;62;16;24;39;33;6;12;43;13;44;61;40;23;36;11;15;45;42;2;27;51;21;1;8;49;20;28
40;64;59;7;34;60;30;25;17;32;18;9;22;63;50;31;14;56;37;52;54;55;41;26;58;47;38;48;4;19;53;10;5;46;3;35;29;62;16;24;39;33;6;12;43;13;44;61;57;23;36;11;15;45;42;2;27;51;21;1;8;49;20;28;19;278
19;278;40;64;59;7;34;60;30;25;17;32;18;9;22;63;50;31;14;56;37;52;54;55;41;26;58;47;38;48;4;19;53;10;5;46;3;35;29;62;16;24;39;33;6;12;43;13;44;61;57;23;36;11;15;45;42;2;27;51;21;1;8;49;20;28
40;64;59;7;34;60;30;25;17;32;18;9;22;63;50;31;14;56;37;52;54;55;41;26;16;47;38;48;4;19;53;10;5;46;3;35;29;62;58;24;39;33;6;12;43;13;44;61;57;23;36;11;15;45;42;2;27;51;21;1;8;49;20;28;19;278
19;278;40;64;59;7;34;60;30;25;17;32;18;9;22;63;50;31;14;56;37;52;54;55;41;26;16;47;38;48;4;19;53;10;5;46;3;35;29;62;58;24;39;33;6;12;43;13;44;61;57;23;36;11;15;45;42;2;27;51;21;1;8;49;20;28
40;64;59;7;34;60;30;25;17;32;18;9;22;63;50;31;14;56;37;52;54;55;53;26;16;47;38;48;4;19;41;10;5;46;3;35;29;62;58;24;39;33;6;12;43;13;44;61;57;23;36;11;15;45;42;2;27;51;21;1;8;49;20;28;19;278
19;278;40;64;59;7;34;60;30;25;17;32;18;9;22;63;50;31;14;56;37;52;54;55;53;26;16;47;38;48;4;19;41;10;5;46;3;35;29;62;58;24;39;33;6;12;43;13;44;61;57;23;36;11;15;45;42;2;27;51;21;1;8;49;20;28
40;64;59;7;34;60;30;25;17;32;18;9;22;63;50;31;14;56;37;52;54;55;53;26;16;47;38;48;4;19;41;10;5;46;3;35;29;62;58;24;44;33;6;12;43;13;39;61;57;23;36;11;15;45;42;2;27;51;21;1;8;49;20;28;19;278
19;278;40;64;59;7;34;60;30;25;17;32;18;9;22;63;50;31;14;56;37;52;54;55;53;26;16;47;38;48;4;19;41;10;5;46;3;35;29;62;58;24;44;33;6;12;43;13;39;61;57;23;36;11;15;45;42;2;27;51;21;1;8;49;20;28
40;64;59;7;34;60;30;25;17;32;18;9;22;63;50;31;14;56;37;52;54;55;53;26;16;47;38;23;4;19;41;10;5;46;3;35;29;62;58;24;44;33;6;12;43;13;39;61;57;48;36;11;15;45;42;2;27;51;21;1;8;49;20;28;19;274
19;274;40;64;59;7;34;60;30;25;17;32;18;9;22;63;50;31;14;56;37;52;54;55;53;26;16;47;38;23;4;19;41;10;5;46;3;35;29;62;58;24;44;33;6;12;43;13;39;61;57;48;36;11;15;45;42;2;27;51;21;1;8;49;20;28
40;64;59;7;34;60;30;25;17;32;18;9;22;63;50;39;14;56;37;52;54;55;53;26;16;47;38;23;4;19;41;10;5;46;3;35;29;62;58;24;44;33;6;12;43;13;31;61;57;48;36;11;15;45;42;2;27;51;21;1;8;49;20;28;19;274
19;274;40;64;59;7;34;60;30;25;17;32;18;9;22;63;50;39;14;56;37;52;54;55;53;26;16;47;38;23;4;19;41;10;5;46;3;35;29;62;58;24;44;33;6;12;43;13;31;61;57;48;36;11;15;45;42;2;27;51;21;1;8;49;20;28
40;64;59;7;34;60;30;25;17;32;18;9;22;63;50;39;14;56;37;52;54;55;53;26;16;47;38;23;4;19;41;10;5;46;3;35;29;62;58;24;44;33;6;12;43;13;31;61;57;48;42;11;15;45;36;2;27;51;21;1;8;49;20;28;19;274
19;274;40;64;59;7;34;60;30;25;17;32;18;9;22;63;50;39;14;56;37;52;54;55;53;26;16;47;38;23;4;19;41;10;5;46;3;35;29;62;58;24;44;33;6;12;43;13;31;61;57;48;42;11;15;45;36;2;27;51;21;1;8;49;20;28
40;64;59;7;60;34;30;25;17;32;18;9;22;63;50;39;14;56;37;52;54;55;53;26;16;47;38;23;4;19;41;10;5;46;3;35;29;62;58;24;44;33;6;12;43;13;31;61;57;48;42;11;15;45;36;2;27;51;21;1;8;49;20;28;19;278
19;278;40;64;59;7;60;34;30;25;17;32;18;9;22;63;50;39;14;56;37;52;54;55;53;26;16;47;38;23;4;19;41;10;5;46;3;35;29;62;58;24;44;33;6;12;43;13;31;61;57;48;42;11;15;45;36;2;27;51;21;1;8;49;20;28
40;64;59;7;60;34;30;25;17;32;18;9;22;63;50;39;14;56;37;52;54;55;53;26;41;47;38;23;4;19;16;10;5;46;3;35;29;62;58;24;44;33;6;12;43;13;31;61;57;48;42;11;15;45;36;2;27;51;21;1;8;49;20;28;19;278
