"X1";"X26636";"X4";"X29";"X26";"X13";"X21";"X10";"X22";"X28";"X16";"X30";"X15";"X23";"X14";"X1.1";"X9";"X32";"X27";"X31";"X3";"X6";"X24";"X12";"X7";"X25";"X18";"X5";"X2";"X19";"X17";"X11";"X8";"X20"
1;22;19;2;4;23;31;5;9;3;30;32;10;16;11;6;21;14;13;29;27;28;15;20;18;7;26;8;17;12;25;24;47;25858
47;25858;1;22;19;2;4;23;31;5;9;3;30;32;10;16;11;6;21;14;13;29;27;28;15;20;18;7;26;8;17;12;25;24
1;22;19;2;4;23;31;5;9;26;30;32;10;16;11;6;21;14;13;29;27;28;15;20;18;7;3;8;17;12;25;24;47;25940
47;25940;1;22;19;2;4;23;31;5;9;26;30;32;10;16;11;6;21;14;13;29;27;28;15;20;18;7;3;8;17;12;25;24
1;22;19;2;4;23;31;5;9;26;30;32;10;16;11;21;6;14;13;29;27;28;15;20;18;7;3;8;17;12;25;24;47;25940
47;25940;1;22;19;2;4;23;31;5;9;26;30;32;10;16;11;21;6;14;13;29;27;28;15;20;18;7;3;8;17;12;25;24
1;5;19;2;4;23;31;22;9;26;30;32;10;16;11;21;6;14;13;29;27;28;15;20;18;7;3;8;17;12;25;24;47;26102
47;26102;1;5;19;2;4;23;31;22;9;26;30;32;10;16;11;21;6;14;13;29;27;28;15;20;18;7;3;8;17;12;25;24
1;5;16;2;4;23;31;22;9;26;30;32;10;19;11;21;6;14;13;29;27;28;15;20;18;7;3;8;17;12;25;24;47;27156
47;27156;1;5;16;2;4;23;31;22;9;26;30;32;10;19;11;21;6;14;13;29;27;28;15;20;18;7;3;8;17;12;25;24
31;5;16;2;4;23;1;22;9;26;30;32;10;19;11;21;6;14;13;29;27;28;15;20;18;7;3;8;17;12;25;24;47;26782
47;26782;31;5;16;2;4;23;1;22;9;26;30;32;10;19;11;21;6;14;13;29;27;28;15;20;18;7;3;8;17;12;25;24
31;5;16;2;4;23;1;22;13;26;30;32;10;19;11;21;6;14;9;29;27;28;15;20;18;7;3;8;17;12;25;24;47;26882
47;26882;31;5;16;2;4;23;1;22;13;26;30;32;10;19;11;21;6;14;9;29;27;28;15;20;18;7;3;8;17;12;25;24
31;5;16;2;4;23;1;22;13;26;30;32;10;19;11;3;6;14;9;29;27;28;15;20;18;7;21;8;17;12;25;24;47;26462
47;26462;31;5;16;2;4;23;1;22;13;26;30;32;10;19;11;3;6;14;9;29;27;28;15;20;18;7;21;8;17;12;25;24
31;5;16;2;4;23;1;22;13;26;30;32;10;19;11;3;6;8;9;29;27;28;15;20;18;7;21;14;17;12;25;24;47;25702
47;25702;31;5;16;2;4;23;1;22;13;26;30;32;10;19;11;3;6;8;9;29;27;28;15;20;18;7;21;14;17;12;25;24
31;5;16;2;4;23;1;22;13;26;30;32;10;19;11;3;6;8;15;29;27;28;9;20;18;7;21;14;17;12;25;24;47;25802
47;25802;31;5;16;2;4;23;1;22;13;26;30;32;10;19;11;3;6;8;15;29;27;28;9;20;18;7;21;14;17;12;25;24
31;5;16;2;4;23;1;22;13;17;30;32;10;19;11;3;6;8;15;29;27;28;9;20;18;7;21;14;26;12;25;24;47;25522
47;25522;31;5;16;2;4;23;1;22;13;17;30;32;10;19;11;3;6;8;15;29;27;28;9;20;18;7;21;14;26;12;25;24
31;5;16;2;4;23;1;22;13;29;30;32;10;19;11;3;6;8;15;17;27;28;9;20;18;7;21;14;26;12;25;24;47;25342
47;25342;31;5;16;2;4;23;1;22;13;29;30;32;10;19;11;3;6;8;15;17;27;28;9;20;18;7;21;14;26;12;25;24
31;5;16;2;4;23;1;22;13;29;30;32;10;19;11;3;6;8;15;17;27;28;9;21;18;7;20;14;26;12;25;24;47;25062
47;25062;31;5;16;2;4;23;1;22;13;29;30;32;10;19;11;3;6;8;15;17;27;28;9;21;18;7;20;14;26;12;25;24
31;5;16;2;4;23;1;22;13;29;30;32;10;19;11;3;6;8;12;17;27;28;9;21;18;7;20;14;26;15;25;24;47;25062
47;25062;31;5;16;2;4;23;1;22;13;29;30;32;10;19;11;3;6;8;12;17;27;28;9;21;18;7;20;14;26;15;25;24
31;5;16;2;4;23;1;22;13;29;30;32;10;19;11;3;6;8;12;17;27;28;9;21;18;7;20;14;25;15;26;24;47;24962
47;24962;31;5;16;2;4;23;1;22;13;29;30;32;10;19;11;3;6;8;12;17;27;28;9;21;18;7;20;14;25;15;26;24
31;5;16;2;4;23;1;22;13;29;30;32;10;19;11;3;9;8;12;17;27;28;6;21;18;7;20;14;25;15;26;24;47;25762
47;24962;31;5;16;2;4;23;1;22;13;29;30;32;10;19;11;3;6;8;12;17;27;28;9;21;18;7;20;14;25;15;26;24
31;5;16;20;4;23;1;22;13;29;30;32;10;19;11;3;6;8;12;17;27;28;9;21;18;7;2;14;25;15;26;24;47;25672
47;25672;31;5;16;20;4;23;1;22;13;29;30;32;10;19;11;3;6;8;12;17;27;28;9;21;18;7;2;14;25;15;26;24
19;5;16;20;4;23;1;22;13;29;30;32;10;31;11;3;6;8;12;17;27;28;9;21;18;7;2;14;25;15;26;24;47;25472
47;25472;19;5;16;20;4;23;1;22;13;29;30;32;10;31;11;3;6;8;12;17;27;28;9;21;18;7;2;14;25;15;26;24
19;5;16;20;4;23;1;22;13;29;30;32;10;31;11;3;6;8;25;17;27;28;9;21;18;7;2;14;12;15;26;24;47;26374
48;25472;19;5;16;20;4;23;1;22;13;29;30;32;10;31;11;3;6;8;12;17;27;28;9;21;18;7;2;14;25;15;26;24
19;5;16;26;4;23;1;22;13;29;30;32;10;31;11;3;6;8;12;17;27;28;9;21;18;7;2;14;25;15;20;24;48;25112
48;25112;19;5;16;26;4;23;1;22;13;29;30;32;10;31;11;3;6;8;12;17;27;28;9;21;18;7;2;14;25;15;20;24
19;5;16;26;4;23;1;22;13;29;30;32;9;31;11;3;6;8;12;17;27;28;10;21;18;7;2;14;25;15;20;24;48;25292
48;25112;19;5;16;26;4;23;1;22;13;29;30;32;10;31;11;3;6;8;12;17;27;28;9;21;18;7;2;14;25;15;20;24
19;5;16;26;4;23;1;22;13;29;30;32;10;31;11;3;6;8;12;9;27;28;17;21;18;7;2;14;25;15;20;24;48;24938
48;24938;19;5;16;26;4;23;1;22;13;29;30;32;10;31;11;3;6;8;12;9;27;28;17;21;18;7;2;14;25;15;20;24
19;5;16;26;4;23;1;22;13;29;30;32;10;31;11;9;6;8;12;3;27;28;17;21;18;7;2;14;25;15;20;24;48;25298
48;25298;19;5;16;26;4;23;1;22;13;29;30;32;10;31;11;9;6;8;12;3;27;28;17;21;18;7;2;14;25;15;20;24
19;5;16;26;4;23;1;22;13;29;32;30;10;31;11;9;6;8;12;3;27;28;17;21;18;7;2;14;25;15;20;24;48;25458
48;25458;19;5;16;26;4;23;1;22;13;29;32;30;10;31;11;9;6;8;12;3;27;28;17;21;18;7;2;14;25;15;20;24
19;5;16;26;15;23;1;22;13;29;32;30;10;31;11;9;6;8;12;3;27;28;17;21;18;7;2;14;25;4;20;24;48;25218
48;25218;19;5;16;26;15;23;1;22;13;29;32;30;10;31;11;9;6;8;12;3;27;28;17;21;18;7;2;14;25;4;20;24
19;5;16;15;26;23;1;22;13;29;32;30;10;31;11;9;6;8;12;3;27;28;17;21;18;7;2;14;25;4;20;24;48;25046
48;25046;19;5;16;15;26;23;1;22;13;29;32;30;10;31;11;9;6;8;12;3;27;28;17;21;18;7;2;14;25;4;20;24
19;5;26;15;16;23;1;22;13;29;32;30;10;31;11;9;6;8;12;3;27;28;17;21;18;7;2;14;25;4;20;24;48;25182
48;25182;19;5;26;15;16;23;1;22;13;29;32;30;10;31;11;9;6;8;12;3;27;28;17;21;18;7;2;14;25;4;20;24
7;5;26;15;16;23;1;22;13;29;32;30;10;31;11;9;6;8;12;3;27;28;17;21;18;19;2;14;25;4;20;24;48;25418
48;25418;7;5;26;15;16;23;1;22;13;29;32;30;10;31;11;9;6;8;12;3;27;28;17;21;18;19;2;14;25;4;20;24
7;5;26;15;16;23;1;22;13;29;32;30;10;31;11;9;4;8;12;3;27;28;17;21;18;19;2;14;25;6;20;24;48;26658
48;26658;7;5;26;15;16;23;1;22;13;29;32;30;10;31;11;9;4;8;12;3;27;28;17;21;18;19;2;14;25;6;20;24
7;5;26;15;16;23;1;22;13;29;32;30;10;31;11;9;4;8;24;3;27;28;17;21;18;19;2;14;25;6;20;12;48;26606
48;26606;7;5;26;15;16;23;1;22;13;29;32;30;10;31;11;9;4;8;24;3;27;28;17;21;18;19;2;14;25;6;20;12
7;5;26;15;16;23;1;22;13;32;29;30;10;31;11;9;4;8;24;3;27;28;17;21;18;19;2;14;25;6;20;12;48;26826
48;26826;7;5;26;15;16;23;1;22;13;32;29;30;10;31;11;9;4;8;24;3;27;28;17;21;18;19;2;14;25;6;20;12
7;5;26;15;21;23;1;22;13;32;29;30;10;31;11;9;4;8;24;3;27;28;17;16;18;19;2;14;25;6;20;12;48;26820
48;26820;7;5;26;15;21;23;1;22;13;32;29;30;10;31;11;9;4;8;24;3;27;28;17;16;18;19;2;14;25;6;20;12
7;5;26;15;21;23;1;22;13;32;29;30;10;31;11;9;4;19;24;3;27;28;17;16;18;8;2;14;25;6;20;12;48;26734
48;26734;7;5;26;15;21;23;1;22;13;32;29;30;10;31;11;9;4;19;24;3;27;28;17;16;18;8;2;14;25;6;20;12
7;5;26;15;21;23;1;22;13;32;29;30;10;31;11;4;9;19;24;3;27;28;17;16;18;8;2;14;25;6;20;12;48;26734
48;26734;7;5;26;15;21;23;1;22;13;32;29;30;10;31;11;4;9;19;24;3;27;28;17;16;18;8;2;14;25;6;20;12
7;5;26;21;15;23;1;22;13;32;29;30;10;31;11;4;9;19;24;3;27;28;17;16;18;8;2;14;25;6;20;12;48;27026
48;27026;7;5;26;21;15;23;1;22;13;32;29;30;10;31;11;4;9;19;24;3;27;28;17;16;18;8;2;14;25;6;20;12
7;5;26;21;15;23;1;22;13;32;29;30;10;8;11;4;9;19;24;3;27;28;17;16;18;31;2;14;25;6;20;12;48;27238
48;27238;7;5;26;21;15;23;1;22;13;32;29;30;10;8;11;4;9;19;24;3;27;28;17;16;18;31;2;14;25;6;20;12
7;5;26;21;15;23;1;22;13;32;29;30;10;8;11;27;9;19;24;3;4;28;17;16;18;31;2;14;25;6;20;12;48;26276
48;26276;7;5;26;21;15;23;1;22;13;32;29;30;10;8;11;27;9;19;24;3;4;28;17;16;18;31;2;14;25;6;20;12
7;5;21;26;15;23;1;22;13;32;29;30;10;8;11;27;9;19;24;3;4;28;17;16;18;31;2;14;25;6;20;12;48;26356
48;26356;7;5;21;26;15;23;1;22;13;32;29;30;10;8;11;27;9;19;24;3;4;28;17;16;18;31;2;14;25;6;20;12
7;5;21;30;15;23;1;22;13;32;29;26;10;8;11;27;9;19;24;3;4;28;17;16;18;31;2;14;25;6;20;12;48;26496
49;26496;7;5;21;30;15;23;1;22;13;32;29;26;10;8;11;27;9;19;24;3;4;28;17;16;18;31;2;14;25;6;20;12
7;5;21;30;15;23;1;22;12;32;29;26;10;8;11;27;9;19;24;3;4;28;17;16;18;31;2;14;25;6;20;13;49;26376
49;26376;7;5;21;30;15;23;1;22;12;32;29;26;10;8;11;27;9;19;24;3;4;28;17;16;18;31;2;14;25;6;20;13
7;5;21;30;15;23;1;22;12;32;29;26;10;31;11;27;9;19;24;3;4;28;17;16;18;8;2;14;25;6;20;13;49;26628
49;26628;7;5;21;30;15;23;1;22;12;32;29;26;10;31;11;27;9;19;24;3;4;28;17;16;18;8;2;14;25;6;20;13
7;5;21;30;15;23;1;22;12;32;29;26;10;27;11;31;9;19;24;3;4;28;17;16;18;8;2;14;25;6;20;13;49;26868
49;26868;7;5;21;30;15;23;1;22;12;32;29;26;10;27;11;31;9;19;24;3;4;28;17;16;18;8;2;14;25;6;20;13
21;5;7;30;15;23;1;22;12;32;29;26;10;27;11;31;9;19;24;3;4;28;17;16;18;8;2;14;25;6;20;13;49;26794
49;26794;21;5;7;30;15;23;1;22;12;32;29;26;10;27;11;31;9;19;24;3;4;28;17;16;18;8;2;14;25;6;20;13
21;5;7;30;15;23;1;22;12;32;29;26;10;27;11;24;9;19;31;3;4;28;17;16;18;8;2;14;25;6;20;13;49;26914
49;26914;21;5;7;30;15;23;1;22;12;32;29;26;10;27;11;24;9;19;31;3;4;28;17;16;18;8;2;14;25;6;20;13
21;5;7;30;15;23;1;29;12;32;22;26;10;27;11;24;9;19;31;3;4;28;17;16;18;8;2;14;25;6;20;13;49;26634
49;26634;21;5;7;30;15;23;1;29;12;32;22;26;10;27;11;24;9;19;31;3;4;28;17;16;18;8;2;14;25;6;20;13
21;5;7;30;15;23;1;29;12;32;22;26;9;27;11;24;10;19;31;3;4;28;17;16;18;8;2;14;25;6;20;13;49;26714
49;26714;21;5;7;30;15;23;1;29;12;32;22;26;9;27;11;24;10;19;31;3;4;28;17;16;18;8;2;14;25;6;20;13
21;20;7;30;15;23;1;29;12;32;22;26;9;27;11;24;10;19;31;3;4;28;17;16;18;8;2;14;25;6;5;13;49;27132
49;27132;21;20;7;30;15;23;1;29;12;32;22;26;9;27;11;24;10;19;31;3;4;28;17;16;18;8;2;14;25;6;5;13
22;20;7;30;15;23;1;29;12;32;21;26;9;27;11;24;10;19;31;3;4;28;17;16;18;8;2;14;25;6;5;13;49;26972
49;26972;22;20;7;30;15;23;1;29;12;32;21;26;9;27;11;24;10;19;31;3;4;28;17;16;18;8;2;14;25;6;5;13
22;20;7;29;15;23;1;30;12;32;21;26;9;27;11;24;10;19;31;3;4;28;17;16;18;8;2;14;25;6;5;13;49;27152
49;27152;22;20;7;29;15;23;1;30;12;32;21;26;9;27;11;24;10;19;31;3;4;28;17;16;18;8;2;14;25;6;5;13
22;20;7;29;15;23;1;30;12;32;21;26;9;27;11;24;10;19;31;3;14;28;17;16;18;8;2;4;25;6;5;13;49;27252
49;27252;22;20;7;29;15;23;1;30;12;32;21;26;9;27;11;24;10;19;31;3;14;28;17;16;18;8;2;4;25;6;5;13
22;20;18;29;15;23;1;30;12;32;21;26;9;27;11;24;10;19;31;3;14;28;17;16;7;8;2;4;25;6;5;13;49;27198
49;27198;22;20;18;29;15;23;1;30;12;32;21;26;9;27;11;24;10;19;31;3;14;28;17;16;7;8;2;4;25;6;5;13
22;20;18;29;15;23;1;30;12;32;21;26;9;27;11;13;10;19;31;3;14;28;17;16;7;8;2;4;25;6;5;24;49;27766
49;27198;22;20;18;29;15;23;1;30;12;32;21;26;9;27;11;24;10;19;31;3;14;28;17;16;7;8;2;4;25;6;5;13
22;20;18;29;15;23;1;30;12;32;21;26;9;27;11;24;10;19;31;3;14;28;17;16;7;25;2;4;8;6;5;13;49;26988
49;26988;22;20;18;29;15;23;1;30;12;32;21;26;9;27;11;24;10;19;31;3;14;28;17;16;7;25;2;4;8;6;5;13
22;20;18;29;30;23;1;15;12;32;21;26;9;27;11;24;10;19;31;3;14;28;17;16;7;25;2;4;8;6;5;13;49;26462
49;26462;22;20;18;29;30;23;1;15;12;32;21;26;9;27;11;24;10;19;31;3;14;28;17;16;7;25;2;4;8;6;5;13
22;20;18;29;30;23;1;15;12;32;21;26;9;27;11;24;10;19;31;3;17;28;14;16;7;25;2;4;8;6;5;13;49;26350
49;26350;22;20;18;29;30;23;1;15;12;32;21;26;9;27;11;24;10;19;31;3;17;28;14;16;7;25;2;4;8;6;5;13
22;20;18;29;30;23;11;15;12;32;21;26;9;27;1;24;10;19;31;3;17;28;14;16;7;25;2;4;8;6;5;13;49;25870
49;25870;22;20;18;29;30;23;11;15;12;32;21;26;9;27;1;24;10;19;31;3;17;28;14;16;7;25;2;4;8;6;5;13
22;20;18;29;30;23;11;15;2;32;21;26;9;27;1;24;10;19;31;3;17;28;14;16;7;25;12;4;8;6;5;13;49;26150
49;26150;22;20;18;29;30;23;11;15;2;32;21;26;9;27;1;24;10;19;31;3;17;28;14;16;7;25;12;4;8;6;5;13
22;20;18;29;30;23;11;15;2;32;21;26;9;27;1;24;10;19;17;3;31;28;14;16;7;25;12;4;8;6;5;13;49;25690
49;25690;22;20;18;29;30;23;11;15;2;32;21;26;9;27;1;24;10;19;17;3;31;28;14;16;7;25;12;4;8;6;5;13
22;20;18;29;30;23;11;15;2;32;21;26;31;27;1;24;10;19;17;3;9;28;14;16;7;25;12;4;8;6;5;13;49;25944
50;25944;22;20;18;29;30;23;11;15;2;32;21;26;31;27;1;24;10;19;17;3;9;28;14;16;7;25;12;4;8;6;5;13
18;20;22;29;30;23;11;15;2;32;21;26;31;27;1;24;10;19;17;3;9;28;14;16;7;25;12;4;8;6;5;13;50;26004
50;26004;18;20;22;29;30;23;11;15;2;32;21;26;31;27;1;24;10;19;17;3;9;28;14;16;7;25;12;4;8;6;5;13
18;20;22;29;30;23;11;15;2;32;21;26;31;27;1;24;13;19;17;3;9;28;14;16;7;25;12;4;8;6;5;10;50;26844
50;26004;18;20;22;29;30;23;11;15;2;32;21;26;31;27;1;24;10;19;17;3;9;28;14;16;7;25;12;4;8;6;5;13
18;20;21;29;30;23;11;15;2;32;22;26;31;27;1;24;10;19;17;3;9;28;14;16;7;25;12;4;8;6;5;13;50;25864
50;25864;18;20;21;29;30;23;11;15;2;32;22;26;31;27;1;24;10;19;17;3;9;28;14;16;7;25;12;4;8;6;5;13
18;20;21;29;30;23;11;15;2;32;22;26;31;27;1;24;10;19;12;3;9;28;14;16;7;25;17;4;8;6;5;13;50;25388
50;25388;18;20;21;29;30;23;11;15;2;32;22;26;31;27;1;24;10;19;12;3;9;28;14;16;7;25;17;4;8;6;5;13
18;21;20;29;30;23;11;15;2;32;22;26;31;27;1;24;10;19;12;3;9;28;14;16;7;25;17;4;8;6;5;13;50;25388
50;25388;18;21;20;29;30;23;11;15;2;32;22;26;31;27;1;24;10;19;12;3;9;28;14;16;7;25;17;4;8;6;5;13
18;21;20;29;24;23;11;15;2;32;22;26;31;27;1;30;10;19;12;3;9;28;14;16;7;25;17;4;8;6;5;13;50;25348
50;25348;18;21;20;29;24;23;11;15;2;32;22;26;31;27;1;30;10;19;12;3;9;28;14;16;7;25;17;4;8;6;5;13
18;21;20;30;24;23;11;15;2;32;22;26;31;27;1;29;10;19;12;3;9;28;14;16;7;25;17;4;8;6;5;13;50;25608
50;25608;18;21;20;30;24;23;11;15;2;32;22;26;31;27;1;29;10;19;12;3;9;28;14;16;7;25;17;4;8;6;5;13
18;21;20;30;26;23;11;15;2;32;22;24;31;27;1;29;10;19;12;3;9;28;14;16;7;25;17;4;8;6;5;13;50;25148
50;25148;18;21;20;30;26;23;11;15;2;32;22;24;31;27;1;29;10;19;12;3;9;28;14;16;7;25;17;4;8;6;5;13
18;21;20;13;26;23;11;15;2;32;22;24;31;27;1;29;10;19;12;3;9;28;14;16;7;25;17;4;8;6;5;30;50;25598
50;25598;18;21;20;13;26;23;11;15;2;32;22;24;31;27;1;29;10;19;12;3;9;28;14;16;7;25;17;4;8;6;5;30
18;17;20;13;26;23;11;15;2;32;22;24;31;27;1;29;10;19;12;3;9;28;14;16;7;25;21;4;8;6;5;30;50;26098
50;26098;18;17;20;13;26;23;11;15;2;32;22;24;31;27;1;29;10;19;12;3;9;28;14;16;7;25;21;4;8;6;5;30
18;17;20;13;12;23;11;15;2;32;22;24;31;27;1;29;10;19;26;3;9;28;14;16;7;25;21;4;8;6;5;30;50;27048
50;27048;18;17;20;13;12;23;11;15;2;32;22;24;31;27;1;29;10;19;26;3;9;28;14;16;7;25;21;4;8;6;5;30
18;17;20;13;12;23;11;15;2;32;22;24;31;27;1;29;10;19;14;3;9;28;26;16;7;25;21;4;8;6;5;30;50;26730
50;26730;18;17;20;13;12;23;11;15;2;32;22;24;31;27;1;29;10;19;14;3;9;28;26;16;7;25;21;4;8;6;5;30
18;17;20;13;12;23;11;16;2;32;22;24;31;27;1;29;10;19;14;3;9;28;26;15;7;25;21;4;8;6;5;30;50;27010
50;26730;18;17;20;13;12;23;11;15;2;32;22;24;31;27;1;29;10;19;14;3;9;28;26;16;7;25;21;4;8;6;5;30
18;17;20;13;12;23;11;15;2;32;22;24;31;27;1;29;10;19;14;3;9;5;26;16;7;25;21;4;8;6;28;30;50;26932
50;26932;18;17;20;13;12;23;11;15;2;32;22;24;31;27;1;29;10;19;14;3;9;5;26;16;7;25;21;4;8;6;28;30
18;17;20;13;12;23;11;15;2;32;22;24;31;27;1;29;10;7;14;3;9;5;26;16;19;25;21;4;8;6;28;30;50;27126
50;27126;18;17;20;13;12;23;11;15;2;32;22;24;31;27;1;29;10;7;14;3;9;5;26;16;19;25;21;4;8;6;28;30
18;17;20;13;12;26;11;15;2;32;22;24;31;27;1;29;10;7;14;3;9;5;23;16;19;25;21;4;8;6;28;30;50;26766
50;26766;18;17;20;13;12;26;11;15;2;32;22;24;31;27;1;29;10;7;14;3;9;5;23;16;19;25;21;4;8;6;28;30
18;17;20;13;12;26;11;15;2;32;22;21;31;27;1;29;10;7;14;3;9;5;23;16;19;25;24;4;8;6;28;30;50;26526
50;26526;18;17;20;13;12;26;11;15;2;32;22;21;31;27;1;29;10;7;14;3;9;5;23;16;19;25;24;4;8;6;28;30
18;17;20;13;12;26;11;15;2;32;19;21;31;27;1;29;10;7;14;3;9;5;23;16;22;25;24;4;8;6;28;30;50;27006
50;27006;18;17;20;13;12;26;11;15;2;32;19;21;31;27;1;29;10;7;14;3;9;5;23;16;22;25;24;4;8;6;28;30
18;17;20;15;12;26;11;13;2;32;19;21;31;27;1;29;10;7;14;3;9;5;23;16;22;25;24;4;8;6;28;30;50;27126
50;27126;18;17;20;15;12;26;11;13;2;32;19;21;31;27;1;29;10;7;14;3;9;5;23;16;22;25;24;4;8;6;28;30
18;17;20;15;12;26;11;10;2;32;19;21;31;27;1;29;13;7;14;3;9;5;23;16;22;25;24;4;8;6;28;30;50;27486
51;27486;18;17;20;15;12;26;11;10;2;32;19;21;31;27;1;29;13;7;14;3;9;5;23;16;22;25;24;4;8;6;28;30
18;17;20;15;12;26;11;10;2;32;19;21;31;27;1;29;13;7;14;5;9;3;23;16;22;25;24;4;8;6;28;30;51;27666
51;27666;18;17;20;15;12;26;11;10;2;32;19;21;31;27;1;29;13;7;14;5;9;3;23;16;22;25;24;4;8;6;28;30
18;17;20;15;31;26;11;10;2;32;19;21;12;27;1;29;13;7;14;5;9;3;23;16;22;25;24;4;8;6;28;30;51;27276
51;27276;18;17;20;15;31;26;11;10;2;32;19;21;12;27;1;29;13;7;14;5;9;3;23;16;22;25;24;4;8;6;28;30
18;17;20;15;31;26;11;10;2;6;19;21;12;27;1;29;13;7;14;5;9;3;23;16;22;25;24;4;8;32;28;30;51;26850
51;26850;18;17;20;15;31;26;11;10;2;6;19;21;12;27;1;29;13;7;14;5;9;3;23;16;22;25;24;4;8;32;28;30
18;7;20;15;31;26;11;10;2;6;19;21;12;27;1;29;13;17;14;5;9;3;23;16;22;25;24;4;8;32;28;30;51;26298
51;26298;18;7;20;15;31;26;11;10;2;6;19;21;12;27;1;29;13;17;14;5;9;3;23;16;22;25;24;4;8;32;28;30
18;7;20;15;31;26;11;10;2;6;19;21;12;27;1;29;13;16;14;5;9;3;23;17;22;25;24;4;8;32;28;30;51;27016
51;27016;18;7;20;15;31;26;11;10;2;6;19;21;12;27;1;29;13;16;14;5;9;3;23;17;22;25;24;4;8;32;28;30
18;7;20;15;31;26;11;10;2;6;19;21;12;27;1;29;13;16;14;5;23;3;9;17;22;25;24;4;8;32;28;30;51;27172
51;27172;18;7;20;15;31;26;11;10;2;6;19;21;12;27;1;29;13;16;14;5;23;3;9;17;22;25;24;4;8;32;28;30
18;7;20;15;31;26;11;10;2;6;19;21;12;17;1;29;13;16;14;5;23;3;9;27;22;25;24;4;8;32;28;30;51;27452
51;27452;18;7;20;15;31;26;11;10;2;6;19;21;12;17;1;29;13;16;14;5;23;3;9;27;22;25;24;4;8;32;28;30
18;7;20;15;31;26;11;10;2;6;16;21;12;17;1;29;13;19;14;5;23;3;9;27;22;25;24;4;8;32;28;30;51;26786
51;26786;18;7;20;15;31;26;11;10;2;6;16;21;12;17;1;29;13;19;14;5;23;3;9;27;22;25;24;4;8;32;28;30
18;7;20;15;4;26;11;10;2;6;16;21;12;17;1;29;13;19;14;5;23;3;9;27;22;25;24;31;8;32;28;30;51;27804
51;26786;18;7;20;15;31;26;11;10;2;6;16;21;12;17;1;29;13;19;14;5;23;3;9;27;22;25;24;4;8;32;28;30
18;7;20;15;31;29;11;10;2;6;16;21;12;17;1;26;13;19;14;5;23;3;9;27;22;25;24;4;8;32;28;30;51;26386
51;26386;18;7;20;15;31;29;11;10;2;6;16;21;12;17;1;26;13;19;14;5;23;3;9;27;22;25;24;4;8;32;28;30
18;26;20;15;31;29;11;10;2;6;16;21;12;17;1;7;13;19;14;5;23;3;9;27;22;25;24;4;8;32;28;30;51;26340
51;26340;18;26;20;15;31;29;11;10;2;6;16;21;12;17;1;7;13;19;14;5;23;3;9;27;22;25;24;4;8;32;28;30
18;26;20;15;31;29;11;10;2;6;16;21;12;17;1;7;13;19;14;5;4;3;9;27;22;25;24;23;8;32;28;30;51;26574
51;26574;18;26;20;15;31;29;11;10;2;6;16;21;12;17;1;7;13;19;14;5;4;3;9;27;22;25;24;23;8;32;28;30
18;26;20;15;31;29;11;10;2;27;16;21;12;17;1;7;13;19;14;5;4;3;9;6;22;25;24;23;8;32;28;30;51;26552
51;26552;18;26;20;15;31;29;11;10;2;27;16;21;12;17;1;7;13;19;14;5;4;3;9;6;22;25;24;23;8;32;28;30
18;26;20;15;31;24;11;10;2;27;16;21;12;17;1;7;13;19;14;5;4;3;9;6;22;25;29;23;8;32;28;30;51;26772
51;26772;18;26;20;15;31;24;11;10;2;27;16;21;12;17;1;7;13;19;14;5;4;3;9;6;22;25;29;23;8;32;28;30
14;26;20;15;31;24;11;10;2;27;16;21;12;17;1;7;13;19;18;5;4;3;9;6;22;25;29;23;8;32;28;30;51;26152
51;26152;14;26;20;15;31;24;11;10;2;27;16;21;12;17;1;7;13;19;18;5;4;3;9;6;22;25;29;23;8;32;28;30
14;26;20;15;12;24;11;10;2;27;16;21;31;17;1;7;13;19;18;5;4;3;9;6;22;25;29;23;8;32;28;30;51;26014
51;26014;14;26;20;15;12;24;11;10;2;27;16;21;31;17;1;7;13;19;18;5;4;3;9;6;22;25;29;23;8;32;28;30
14;26;20;15;12;24;11;10;4;27;16;21;31;17;1;7;13;19;18;5;2;3;9;6;22;25;29;23;8;32;28;30;51;26414
51;26414;14;26;20;15;12;24;11;10;4;27;16;21;31;17;1;7;13;19;18;5;2;3;9;6;22;25;29;23;8;32;28;30
14;26;20;15;12;24;10;11;4;27;16;21;31;17;1;7;13;19;18;5;2;3;9;6;22;25;29;23;8;32;28;30;51;26714
51;26714;14;26;20;15;12;24;10;11;4;27;16;21;31;17;1;7;13;19;18;5;2;3;9;6;22;25;29;23;8;32;28;30
14;26;20;15;12;24;10;11;4;27;16;21;31;18;1;7;13;19;17;5;2;3;9;6;22;25;29;23;8;32;28;30;51;26634
51;26634;14;26;20;15;12;24;10;11;4;27;16;21;31;18;1;7;13;19;17;5;2;3;9;6;22;25;29;23;8;32;28;30
14;26;20;15;12;24;10;28;4;27;16;21;31;18;1;7;13;19;17;5;2;3;9;6;22;25;29;23;8;32;11;30;51;27770
52;27770;14;26;20;15;12;24;10;28;4;27;16;21;31;18;1;7;13;19;17;5;2;3;9;6;22;25;29;23;8;32;11;30
14;26;19;15;12;24;10;28;4;27;16;21;31;18;1;7;13;20;17;5;2;3;9;6;22;25;29;23;8;32;11;30;52;27770
52;27770;14;26;19;15;12;24;10;28;4;27;16;21;31;18;1;7;13;20;17;5;2;3;9;6;22;25;29;23;8;32;11;30
