"X1";"X282";"X29";"X64";"X8";"X57";"X38";"X33";"X46";"X47";"X20";"X32";"X39";"X36";"X41";"X15";"X58";"X59";"X50";"X24";"X43";"X60";"X10";"X11";"X6";"X14";"X30";"X34";"X3";"X4";"X44";"X26";"X27";"X19";"X45";"X49";"X1.1";"X25";"X53";"X13";"X16";"X12";"X61";"X56";"X51";"X21";"X28";"X62";"X48";"X37";"X54";"X5";"X18";"X42";"X23";"X55";"X52";"X31";"X22";"X7";"X17";"X40";"X9";"X2";"X63";"X35"
40;23;51;38;41;31;26;52;49;24;60;64;22;13;37;36;43;33;18;16;11;47;48;57;2;8;6;15;59;30;32;19;17;45;35;63;44;61;56;62;14;12;3;5;29;46;20;39;21;58;4;54;9;34;1;28;7;27;55;50;25;42;53;10;16;298
16;298;40;23;51;38;41;31;26;52;49;24;60;64;22;13;37;36;43;33;18;16;11;47;48;57;2;8;6;15;59;30;32;19;17;45;35;63;44;61;56;62;14;12;3;5;29;46;20;39;21;58;4;54;9;34;1;28;7;27;55;50;25;42;53;10
40;23;51;38;41;31;26;52;49;24;60;64;22;13;44;36;43;33;18;16;11;47;48;57;2;8;6;15;59;30;32;19;17;45;35;63;37;61;56;62;14;12;3;5;29;46;20;39;21;58;4;54;9;34;1;28;7;27;55;50;25;42;53;10;16;302
16;302;40;23;51;38;41;31;26;52;49;24;60;64;22;13;44;36;43;33;18;16;11;47;48;57;2;8;6;15;59;30;32;19;17;45;35;63;37;61;56;62;14;12;3;5;29;46;20;39;21;58;4;54;9;34;1;28;7;27;55;50;25;42;53;10
40;23;51;38;41;31;26;52;49;24;60;64;22;13;44;36;43;33;18;16;11;47;48;57;2;8;6;15;59;30;12;19;17;45;35;63;37;61;56;62;14;32;3;5;29;46;20;39;21;58;4;54;9;34;1;28;7;27;55;50;25;42;53;10;16;302
17;302;40;23;51;38;41;31;26;52;49;24;60;64;22;13;44;36;43;33;18;16;11;47;48;57;2;8;6;15;59;30;12;19;17;45;35;63;37;61;56;62;14;32;3;5;29;46;20;39;21;58;4;54;9;34;1;28;7;27;55;50;25;42;53;10
40;23;51;38;41;31;26;52;49;24;60;64;22;13;44;36;43;33;18;16;11;47;48;57;2;46;6;15;59;30;12;19;17;45;35;63;37;61;56;62;14;32;3;5;29;8;20;39;21;58;4;54;9;34;1;28;7;27;55;50;25;42;53;10;17;298
17;298;40;23;51;38;41;31;26;52;49;24;60;64;22;13;44;36;43;33;18;16;11;47;48;57;2;46;6;15;59;30;12;19;17;45;35;63;37;61;56;62;14;32;3;5;29;8;20;39;21;58;4;54;9;34;1;28;7;27;55;50;25;42;53;10
40;23;51;38;41;31;26;52;49;24;60;64;22;13;44;36;43;33;18;16;11;47;48;57;2;46;6;15;59;30;12;19;17;45;35;63;37;61;56;62;14;32;3;5;29;8;20;39;1;58;4;54;9;34;21;28;7;27;55;50;25;42;53;10;17;298
17;298;40;23;51;38;41;31;26;52;49;24;60;64;22;13;44;36;43;33;18;16;11;47;48;57;2;46;6;15;59;30;12;19;17;45;35;63;37;61;56;62;14;32;3;5;29;8;20;39;1;58;4;54;9;34;21;28;7;27;55;50;25;42;53;10
40;23;51;7;41;31;26;52;49;24;60;64;22;13;44;36;43;33;18;16;11;47;48;57;2;46;6;15;59;30;12;19;17;45;35;63;37;61;56;62;14;32;3;5;29;8;20;39;1;58;4;54;9;34;21;28;38;27;55;50;25;42;53;10;17;294
17;294;40;23;51;7;41;31;26;52;49;24;60;64;22;13;44;36;43;33;18;16;11;47;48;57;2;46;6;15;59;30;12;19;17;45;35;63;37;61;56;62;14;32;3;5;29;8;20;39;1;58;4;54;9;34;21;28;38;27;55;50;25;42;53;10
40;23;51;7;41;31;26;52;10;24;60;64;22;13;44;36;43;33;18;16;11;47;48;57;2;46;6;15;59;30;12;19;17;45;35;63;37;61;56;62;14;32;3;5;29;8;20;39;1;58;4;54;9;34;21;28;38;27;55;50;25;42;53;49;17;294
17;294;40;23;51;7;41;31;26;52;10;24;60;64;22;13;44;36;43;33;18;16;11;47;48;57;2;46;6;15;59;30;12;19;17;45;35;63;37;61;56;62;14;32;3;5;29;8;20;39;1;58;4;54;9;34;21;28;38;27;55;50;25;42;53;49
40;23;51;7;41;31;26;52;10;24;60;64;27;13;44;36;43;33;18;16;11;47;48;57;2;46;6;15;59;30;12;19;17;45;35;63;37;61;56;62;14;32;3;5;29;8;20;39;1;58;4;54;9;34;21;28;38;22;55;50;25;42;53;49;17;294
17;294;40;23;51;7;41;31;26;52;10;24;60;64;27;13;44;36;43;33;18;16;11;47;48;57;2;46;6;15;59;30;12;19;17;45;35;63;37;61;56;62;14;32;3;5;29;8;20;39;1;58;4;54;9;34;21;28;38;22;55;50;25;42;53;49
40;23;51;7;41;31;26;52;10;24;60;64;27;13;44;36;43;14;18;16;11;47;48;57;2;46;6;15;59;30;12;19;17;45;35;63;37;61;56;62;33;32;3;5;29;8;20;39;1;58;4;54;9;34;21;28;38;22;55;50;25;42;53;49;17;294
17;294;40;23;51;7;41;31;26;52;10;24;60;64;27;13;44;36;43;14;18;16;11;47;48;57;2;46;6;15;59;30;12;19;17;45;35;63;37;61;56;62;33;32;3;5;29;8;20;39;1;58;4;54;9;34;21;28;38;22;55;50;25;42;53;49
40;26;51;7;41;31;23;52;10;24;60;64;27;13;44;36;43;14;18;16;11;47;48;57;2;46;6;15;59;30;12;19;17;45;35;63;37;61;56;62;33;32;3;5;29;8;20;39;1;58;4;54;9;34;21;28;38;22;55;50;25;42;53;49;17;294
17;294;40;26;51;7;41;31;23;52;10;24;60;64;27;13;44;36;43;14;18;16;11;47;48;57;2;46;6;15;59;30;12;19;17;45;35;63;37;61;56;62;33;32;3;5;29;8;20;39;1;58;4;54;9;34;21;28;38;22;55;50;25;42;53;49
40;11;51;7;41;31;23;52;10;24;60;64;27;13;44;36;43;14;18;16;26;47;48;57;2;46;6;15;59;30;12;19;17;45;35;63;37;61;56;62;33;32;3;5;29;8;20;39;1;58;4;54;9;34;21;28;38;22;55;50;25;42;53;49;17;294
17;294;40;11;51;7;41;31;23;52;10;24;60;64;27;13;44;36;43;14;18;16;26;47;48;57;2;46;6;15;59;30;12;19;17;45;35;63;37;61;56;62;33;32;3;5;29;8;20;39;1;58;4;54;9;34;21;28;38;22;55;50;25;42;53;49
40;24;51;7;41;31;23;52;10;11;60;64;27;13;44;36;43;14;18;16;26;47;48;57;2;46;6;15;59;30;12;19;17;45;35;63;37;61;56;62;33;32;3;5;29;8;20;39;1;58;4;54;9;34;21;28;38;22;55;50;25;42;53;49;17;290
17;290;40;24;51;7;41;31;23;52;10;11;60;64;27;13;44;36;43;14;18;16;26;47;48;57;2;46;6;15;59;30;12;19;17;45;35;63;37;61;56;62;33;32;3;5;29;8;20;39;1;58;4;54;9;34;21;28;38;22;55;50;25;42;53;49
40;24;51;7;41;31;23;1;10;11;60;64;27;13;44;36;43;14;18;16;26;47;48;57;2;46;6;15;59;30;12;19;17;45;35;63;37;61;56;62;33;32;3;5;29;8;20;39;52;58;4;54;9;34;21;28;38;22;55;50;25;42;53;49;17;278
17;278;40;24;51;7;41;31;23;1;10;11;60;64;27;13;44;36;43;14;18;16;26;47;48;57;2;46;6;15;59;30;12;19;17;45;35;63;37;61;56;62;33;32;3;5;29;8;20;39;52;58;4;54;9;34;21;28;38;22;55;50;25;42;53;49
40;24;51;7;41;31;23;1;10;11;28;64;27;13;44;36;43;14;18;16;26;47;48;57;2;46;6;15;59;30;12;19;17;45;35;63;37;61;56;62;33;32;3;5;29;8;20;39;52;58;4;54;9;34;21;60;38;22;55;50;25;42;53;49;17;270
17;270;40;24;51;7;41;31;23;1;10;11;28;64;27;13;44;36;43;14;18;16;26;47;48;57;2;46;6;15;59;30;12;19;17;45;35;63;37;61;56;62;33;32;3;5;29;8;20;39;52;58;4;54;9;34;21;60;38;22;55;50;25;42;53;49
40;24;51;7;41;31;23;1;10;11;28;64;27;13;44;36;43;20;18;16;26;47;48;57;2;46;6;15;59;30;12;19;17;45;35;63;37;61;56;62;33;32;3;5;29;8;14;39;52;58;4;54;9;34;21;60;38;22;55;50;25;42;53;49;17;270
17;270;40;24;51;7;41;31;23;1;10;11;28;64;27;13;44;36;43;20;18;16;26;47;48;57;2;46;6;15;59;30;12;19;17;45;35;63;37;61;56;62;33;32;3;5;29;8;14;39;52;58;4;54;9;34;21;60;38;22;55;50;25;42;53;49
40;24;51;7;41;31;23;1;10;11;28;64;27;25;44;36;43;20;18;16;26;47;48;57;2;46;6;15;59;30;12;19;17;45;35;63;37;61;56;62;33;32;3;5;29;8;14;39;52;58;4;54;9;34;21;60;38;22;55;50;13;42;53;49;17;278
17;278;40;24;51;7;41;31;23;1;10;11;28;64;27;25;44;36;43;20;18;16;26;47;48;57;2;46;6;15;59;30;12;19;17;45;35;63;37;61;56;62;33;32;3;5;29;8;14;39;52;58;4;54;9;34;21;60;38;22;55;50;13;42;53;49
40;24;51;7;27;31;23;1;10;11;28;64;41;25;44;36;43;20;18;16;26;47;48;57;2;46;6;15;59;30;12;19;17;45;35;63;37;61;56;62;33;32;3;5;29;8;14;39;52;58;4;54;9;34;21;60;38;22;55;50;13;42;53;49;17;278
17;278;40;24;51;7;27;31;23;1;10;11;28;64;41;25;44;36;43;20;18;16;26;47;48;57;2;46;6;15;59;30;12;19;17;45;35;63;37;61;56;62;33;32;3;5;29;8;14;39;52;58;4;54;9;34;21;60;38;22;55;50;13;42;53;49
40;24;51;7;27;31;23;1;10;11;28;64;41;18;44;36;43;20;25;16;26;47;48;57;2;46;6;15;59;30;12;19;17;45;35;63;37;61;56;62;33;32;3;5;29;8;14;39;52;58;4;54;9;34;21;60;38;22;55;50;13;42;53;49;17;282
17;282;40;24;51;7;27;31;23;1;10;11;28;64;41;18;44;36;43;20;25;16;26;47;48;57;2;46;6;15;59;30;12;19;17;45;35;63;37;61;56;62;33;32;3;5;29;8;14;39;52;58;4;54;9;34;21;60;38;22;55;50;13;42;53;49
40;24;51;7;27;31;23;1;10;11;28;64;41;18;44;36;43;20;25;58;26;47;48;57;2;46;6;15;59;30;12;19;17;45;35;63;37;61;56;62;33;32;3;5;29;8;14;39;52;16;4;54;9;34;21;60;38;22;55;50;13;42;53;49;17;298
17;298;40;24;51;7;27;31;23;1;10;11;28;64;41;18;44;36;43;20;25;58;26;47;48;57;2;46;6;15;59;30;12;19;17;45;35;63;37;61;56;62;33;32;3;5;29;8;14;39;52;16;4;54;9;34;21;60;38;22;55;50;13;42;53;49
40;24;51;7;27;31;23;1;10;11;28;64;41;18;44;36;43;20;25;58;26;47;48;57;2;46;6;15;59;30;12;19;17;45;35;63;37;61;56;62;33;32;13;5;29;8;14;39;52;16;4;54;9;34;21;60;38;22;55;50;3;42;53;49;17;298
17;298;40;24;51;7;27;31;23;1;10;11;28;64;41;18;44;36;43;20;25;58;26;47;48;57;2;46;6;15;59;30;12;19;17;45;35;63;37;61;56;62;33;32;13;5;29;8;14;39;52;16;4;54;9;34;21;60;38;22;55;50;3;42;53;49
40;24;51;7;27;11;23;1;10;31;28;64;41;18;44;36;43;20;25;58;26;47;48;57;2;46;6;15;59;30;12;19;17;45;35;63;37;61;56;62;33;32;13;5;29;8;14;39;52;16;4;54;9;34;21;60;38;22;55;50;3;42;53;49;17;298
17;298;40;24;51;7;27;11;23;1;10;31;28;64;41;18;44;36;43;20;25;58;26;47;48;57;2;46;6;15;59;30;12;19;17;45;35;63;37;61;56;62;33;32;13;5;29;8;14;39;52;16;4;54;9;34;21;60;38;22;55;50;3;42;53;49
40;26;51;7;27;11;23;1;10;31;28;64;41;18;44;36;43;20;25;58;24;47;48;57;2;46;6;15;59;30;12;19;17;45;35;63;37;61;56;62;33;32;13;5;29;8;14;39;52;16;4;54;9;34;21;60;38;22;55;50;3;42;53;49;17;298
17;298;40;26;51;7;27;11;23;1;10;31;28;64;41;18;44;36;43;20;25;58;24;47;48;57;2;46;6;15;59;30;12;19;17;45;35;63;37;61;56;62;33;32;13;5;29;8;14;39;52;16;4;54;9;34;21;60;38;22;55;50;3;42;53;49
40;26;51;7;27;11;23;1;10;31;28;64;41;18;44;36;43;20;25;58;24;47;48;57;2;39;6;15;59;30;12;19;17;45;35;63;37;61;56;62;33;32;13;5;29;8;14;46;52;16;4;54;9;34;21;60;38;22;55;50;3;42;53;49;17;298
18;298;40;26;51;7;27;11;23;1;10;31;28;64;41;18;44;36;43;20;25;58;24;47;48;57;2;39;6;15;59;30;12;19;17;45;35;63;37;61;56;62;33;32;13;5;29;8;14;46;52;16;4;54;9;34;21;60;38;22;55;50;3;42;53;49
40;26;51;7;27;11;23;1;10;31;28;64;41;18;44;36;43;20;25;58;24;47;48;57;2;39;6;15;59;30;12;19;17;45;35;63;37;61;56;62;33;4;13;5;29;8;14;46;52;16;32;54;9;34;21;60;38;22;55;50;3;42;53;49;18;298
18;298;40;26;51;7;27;11;23;1;10;31;28;64;41;18;44;36;43;20;25;58;24;47;48;57;2;39;6;15;59;30;12;19;17;45;35;63;37;61;56;62;33;4;13;5;29;8;14;46;52;16;32;54;9;34;21;60;38;22;55;50;3;42;53;49
40;26;51;7;27;11;23;1;10;31;28;64;41;18;44;36;43;20;25;58;22;47;48;57;2;39;6;15;59;30;12;19;17;45;35;63;37;61;56;62;33;4;13;5;29;8;14;46;52;16;32;54;9;34;21;60;38;24;55;50;3;42;53;49;18;298
18;298;40;26;51;7;27;11;23;1;10;31;28;64;41;18;44;36;43;20;25;58;22;47;48;57;2;39;6;15;59;30;12;19;17;45;35;63;37;61;56;62;33;4;13;5;29;8;14;46;52;16;32;54;9;34;21;60;38;24;55;50;3;42;53;49
40;26;51;7;27;11;23;3;10;31;28;64;41;18;44;36;43;20;25;58;22;47;48;57;2;39;6;15;59;30;12;19;17;45;35;63;37;61;56;62;33;4;13;5;29;8;14;46;52;16;32;54;9;34;21;60;38;24;55;50;1;42;53;49;18;294
18;294;40;26;51;7;27;11;23;3;10;31;28;64;41;18;44;36;43;20;25;58;22;47;48;57;2;39;6;15;59;30;12;19;17;45;35;63;37;61;56;62;33;4;13;5;29;8;14;46;52;16;32;54;9;34;21;60;38;24;55;50;1;42;53;49
40;26;51;7;27;11;23;50;10;31;28;64;41;18;44;36;43;20;25;58;22;47;48;57;2;39;6;15;59;30;12;19;17;45;35;63;37;61;56;62;33;4;13;5;29;8;14;46;52;16;32;54;9;34;21;60;38;24;55;3;1;42;53;49;18;314
18;314;40;26;51;7;27;11;23;50;10;31;28;64;41;18;44;36;43;20;25;58;22;47;48;57;2;39;6;15;59;30;12;19;17;45;35;63;37;61;56;62;33;4;13;5;29;8;14;46;52;16;32;54;9;34;21;60;38;24;55;3;1;42;53;49
40;26;51;7;27;11;23;50;10;31;28;64;41;18;44;36;43;20;25;58;22;47;48;57;2;39;6;15;59;30;12;19;17;45;35;63;37;61;5;62;33;4;13;56;29;8;14;46;52;16;32;54;9;34;21;60;38;24;55;3;1;42;53;49;18;302
18;302;40;26;51;7;27;11;23;50;10;31;28;64;41;18;44;36;43;20;25;58;22;47;48;57;2;39;6;15;59;30;12;19;17;45;35;63;37;61;5;62;33;4;13;56;29;8;14;46;52;16;32;54;9;34;21;60;38;24;55;3;1;42;53;49
40;26;51;7;27;11;23;50;10;31;28;64;41;18;44;36;43;20;25;58;22;47;48;57;2;39;6;15;59;30;12;19;17;45;35;63;37;61;5;56;33;4;13;62;29;8;14;46;52;16;32;54;9;34;21;60;38;24;55;3;1;42;53;49;18;302
18;302;40;26;51;7;27;11;23;50;10;31;28;64;41;18;44;36;43;20;25;58;22;47;48;57;2;39;6;15;59;30;12;19;17;45;35;63;37;61;5;56;33;4;13;62;29;8;14;46;52;16;32;54;9;34;21;60;38;24;55;3;1;42;53;49
40;26;51;7;27;11;23;50;10;31;28;64;41;18;44;36;43;20;25;58;22;47;48;57;2;39;6;15;59;30;12;19;17;45;35;63;37;61;5;56;33;4;13;62;29;8;14;46;24;16;32;54;9;34;21;60;38;52;55;3;1;42;53;49;18;302
18;302;40;26;51;7;27;11;23;50;10;31;28;64;41;18;44;36;43;20;25;58;22;47;48;57;2;39;6;15;59;30;12;19;17;45;35;63;37;61;5;56;33;4;13;62;29;8;14;46;24;16;32;54;9;34;21;60;38;52;55;3;1;42;53;49
40;26;51;7;27;11;23;50;10;31;28;64;41;18;44;36;43;20;25;58;22;47;48;57;2;39;6;15;59;30;12;34;17;45;35;63;37;61;5;56;33;4;13;62;29;8;14;46;24;16;32;54;9;19;21;60;38;52;55;3;1;42;53;49;18;306
18;306;40;26;51;7;27;11;23;50;10;31;28;64;41;18;44;36;43;20;25;58;22;47;48;57;2;39;6;15;59;30;12;34;17;45;35;63;37;61;5;56;33;4;13;62;29;8;14;46;24;16;32;54;9;19;21;60;38;52;55;3;1;42;53;49
40;26;51;7;27;11;23;50;43;31;28;64;41;18;44;36;10;20;25;58;22;47;48;57;2;39;6;15;59;30;12;34;17;45;35;63;37;61;5;56;33;4;13;62;29;8;14;46;24;16;32;54;9;19;21;60;38;52;55;3;1;42;53;49;18;298
18;298;40;26;51;7;27;11;23;50;43;31;28;64;41;18;44;36;10;20;25;58;22;47;48;57;2;39;6;15;59;30;12;34;17;45;35;63;37;61;5;56;33;4;13;62;29;8;14;46;24;16;32;54;9;19;21;60;38;52;55;3;1;42;53;49
40;26;51;7;27;11;23;50;43;31;28;64;13;18;44;36;10;20;25;58;22;47;48;57;2;39;6;15;59;30;12;34;17;45;35;63;37;61;5;56;33;4;41;62;29;8;14;46;24;16;32;54;9;19;21;60;38;52;55;3;1;42;53;49;18;298
18;298;40;26;51;7;27;11;23;50;43;31;28;64;13;18;44;36;10;20;25;58;22;47;48;57;2;39;6;15;59;30;12;34;17;45;35;63;37;61;5;56;33;4;41;62;29;8;14;46;24;16;32;54;9;19;21;60;38;52;55;3;1;42;53;49
40;26;51;7;27;11;23;50;43;31;28;64;13;18;44;36;10;30;25;58;22;47;48;57;2;39;6;15;59;20;12;34;17;45;35;63;37;61;5;56;33;4;41;62;29;8;14;46;24;16;32;54;9;19;21;60;38;52;55;3;1;42;53;49;18;294
18;294;40;26;51;7;27;11;23;50;43;31;28;64;13;18;44;36;10;30;25;58;22;47;48;57;2;39;6;15;59;20;12;34;17;45;35;63;37;61;5;56;33;4;41;62;29;8;14;46;24;16;32;54;9;19;21;60;38;52;55;3;1;42;53;49
40;26;51;7;27;11;60;50;43;31;28;64;13;18;44;36;10;30;25;58;22;47;48;57;2;39;6;15;59;20;12;34;17;45;35;63;37;61;5;56;33;4;41;62;29;8;14;46;24;16;32;54;9;19;21;23;38;52;55;3;1;42;53;49;18;294
18;294;40;26;51;7;27;11;60;50;43;31;28;64;13;18;44;36;10;30;25;58;22;47;48;57;2;39;6;15;59;20;12;34;17;45;35;63;37;61;5;56;33;4;41;62;29;8;14;46;24;16;32;54;9;19;21;23;38;52;55;3;1;42;53;49
40;26;51;7;27;11;60;50;43;31;28;64;13;18;44;36;10;30;25;58;22;47;48;57;2;39;6;42;59;20;12;34;17;45;35;63;37;61;5;56;33;4;41;62;29;8;14;46;24;16;32;54;9;19;21;23;38;52;55;3;1;15;53;49;18;286
18;286;40;26;51;7;27;11;60;50;43;31;28;64;13;18;44;36;10;30;25;58;22;47;48;57;2;39;6;42;59;20;12;34;17;45;35;63;37;61;5;56;33;4;41;62;29;8;14;46;24;16;32;54;9;19;21;23;38;52;55;3;1;15;53;49
40;26;51;7;27;11;60;50;43;31;28;64;13;18;44;36;10;30;25;58;22;47;35;57;2;39;6;42;59;20;12;34;17;45;48;63;37;61;5;56;33;4;41;62;29;8;14;46;24;16;32;54;9;19;21;23;38;52;55;3;1;15;53;49;18;292
18;292;40;26;51;7;27;11;60;50;43;31;28;64;13;18;44;36;10;30;25;58;22;47;35;57;2;39;6;42;59;20;12;34;17;45;48;63;37;61;5;56;33;4;41;62;29;8;14;46;24;16;32;54;9;19;21;23;38;52;55;3;1;15;53;49
40;26;51;7;27;11;60;50;43;31;28;64;13;18;44;36;10;30;25;58;22;47;35;57;2;39;6;42;59;20;12;34;17;45;48;63;37;61;1;56;33;4;41;62;29;8;14;46;24;16;32;54;9;19;21;23;38;52;55;3;5;15;53;49;18;298
18;298;40;26;51;7;27;11;60;50;43;31;28;64;13;18;44;36;10;30;25;58;22;47;35;57;2;39;6;42;59;20;12;34;17;45;48;63;37;61;1;56;33;4;41;62;29;8;14;46;24;16;32;54;9;19;21;23;38;52;55;3;5;15;53;49
40;26;51;3;27;11;60;50;43;31;28;64;13;18;44;36;10;30;25;58;22;47;35;57;2;39;6;42;59;20;12;34;17;45;48;63;37;61;1;56;33;4;41;62;29;8;14;46;24;16;32;54;9;19;21;23;38;52;55;7;5;15;53;49;18;298
18;298;40;26;51;3;27;11;60;50;43;31;28;64;13;18;44;36;10;30;25;58;22;47;35;57;2;39;6;42;59;20;12;34;17;45;48;63;37;61;1;56;33;4;41;62;29;8;14;46;24;16;32;54;9;19;21;23;38;52;55;7;5;15;53;49
40;26;51;3;27;11;60;50;43;31;28;64;13;18;44;36;8;30;25;58;22;47;35;57;2;39;6;42;59;20;12;34;17;45;48;63;37;61;1;56;33;4;41;62;29;10;14;46;24;16;32;54;9;19;21;23;38;52;55;7;5;15;53;49;18;298
18;298;40;26;51;3;27;11;60;50;43;31;28;64;13;18;44;36;8;30;25;58;22;47;35;57;2;39;6;42;59;20;12;34;17;45;48;63;37;61;1;56;33;4;41;62;29;10;14;46;24;16;32;54;9;19;21;23;38;52;55;7;5;15;53;49
40;26;51;3;27;11;60;50;43;31;28;64;13;18;44;36;8;30;25;55;22;47;35;57;2;39;6;42;59;20;12;34;17;45;48;63;37;61;1;56;33;4;41;62;29;10;14;46;24;16;32;54;9;19;21;23;38;52;58;7;5;15;53;49;18;290
18;290;40;26;51;3;27;11;60;50;43;31;28;64;13;18;44;36;8;30;25;55;22;47;35;57;2;39;6;42;59;20;12;34;17;45;48;63;37;61;1;56;33;4;41;62;29;10;14;46;24;16;32;54;9;19;21;23;38;52;58;7;5;15;53;49
40;62;51;3;27;11;60;50;43;31;28;64;13;18;44;36;8;30;25;55;22;47;35;57;2;39;6;42;59;20;12;34;17;45;48;63;37;61;1;56;33;4;41;26;29;10;14;46;24;16;32;54;9;19;21;23;38;52;58;7;5;15;53;49;18;274
18;274;40;62;51;3;27;11;60;50;43;31;28;64;13;18;44;36;8;30;25;55;22;47;35;57;2;39;6;42;59;20;12;34;17;45;48;63;37;61;1;56;33;4;41;26;29;10;14;46;24;16;32;54;9;19;21;23;38;52;58;7;5;15;53;49
40;62;51;3;27;12;60;50;43;31;28;64;13;18;44;36;8;30;25;55;22;47;35;57;2;39;6;42;59;20;11;34;17;45;48;63;37;61;1;56;33;4;41;26;29;10;14;46;24;16;32;54;9;19;21;23;38;52;58;7;5;15;53;49;18;266
19;266;40;62;51;3;27;12;60;50;43;31;28;64;13;18;44;36;8;30;25;55;22;47;35;57;2;39;6;42;59;20;11;34;17;45;48;63;37;61;1;56;33;4;41;26;29;10;14;46;24;16;32;54;9;19;21;23;38;52;58;7;5;15;53;49
40;62;51;3;36;12;60;50;43;31;28;64;13;18;44;27;8;30;25;55;22;47;35;57;2;39;6;42;59;20;11;34;17;45;48;63;37;61;1;56;33;4;41;26;29;10;14;46;24;16;32;54;9;19;21;23;38;52;58;7;5;15;53;49;19;266
19;266;40;62;51;3;36;12;60;50;43;31;28;64;13;18;44;27;8;30;25;55;22;47;35;57;2;39;6;42;59;20;11;34;17;45;48;63;37;61;1;56;33;4;41;26;29;10;14;46;24;16;32;54;9;19;21;23;38;52;58;7;5;15;53;49
40;62;51;3;36;12;60;50;43;31;28;64;13;18;44;27;8;30;25;55;6;47;35;57;2;39;22;42;59;20;11;34;17;45;48;63;37;61;1;56;33;4;41;26;29;10;14;46;24;16;32;54;9;19;21;23;38;52;58;7;5;15;53;49;19;270
19;270;40;62;51;3;36;12;60;50;43;31;28;64;13;18;44;27;8;30;25;55;6;47;35;57;2;39;22;42;59;20;11;34;17;45;48;63;37;61;1;56;33;4;41;26;29;10;14;46;24;16;32;54;9;19;21;23;38;52;58;7;5;15;53;49
40;62;51;3;36;12;60;50;57;31;28;64;13;18;44;27;8;30;25;55;6;47;35;43;2;39;22;42;59;20;11;34;17;45;48;63;37;61;1;56;33;4;41;26;29;10;14;46;24;16;32;54;9;19;21;23;38;52;58;7;5;15;53;49;19;270
19;270;40;62;51;3;36;12;60;50;57;31;28;64;13;18;44;27;8;30;25;55;6;47;35;43;2;39;22;42;59;20;11;34;17;45;48;63;37;61;1;56;33;4;41;26;29;10;14;46;24;16;32;54;9;19;21;23;38;52;58;7;5;15;53;49
40;62;64;3;36;12;60;50;57;31;28;51;13;18;44;27;8;30;25;55;6;47;35;43;2;39;22;42;59;20;11;34;17;45;48;63;37;61;1;56;33;4;41;26;29;10;14;46;24;16;32;54;9;19;21;23;38;52;58;7;5;15;53;49;19;272
19;272;40;62;64;3;36;12;60;50;57;31;28;51;13;18;44;27;8;30;25;55;6;47;35;43;2;39;22;42;59;20;11;34;17;45;48;63;37;61;1;56;33;4;41;26;29;10;14;46;24;16;32;54;9;19;21;23;38;52;58;7;5;15;53;49
40;62;64;3;36;30;60;50;57;31;28;51;13;18;44;27;8;12;25;55;6;47;35;43;2;39;22;42;59;20;11;34;17;45;48;63;37;61;1;56;33;4;41;26;29;10;14;46;24;16;32;54;9;19;21;23;38;52;58;7;5;15;53;49;19;272
19;272;40;62;64;3;36;30;60;50;57;31;28;51;13;18;44;27;8;12;25;55;6;47;35;43;2;39;22;42;59;20;11;34;17;45;48;63;37;61;1;56;33;4;41;26;29;10;14;46;24;16;32;54;9;19;21;23;38;52;58;7;5;15;53;49
40;62;64;3;36;30;60;50;57;31;28;51;13;18;44;27;8;12;25;55;6;47;35;43;37;39;22;42;59;20;11;34;17;45;48;63;2;61;1;56;33;4;41;26;29;10;14;46;24;16;32;54;9;19;21;23;38;52;58;7;5;15;53;49;19;240
19;240;40;62;64;3;36;30;60;50;57;31;28;51;13;18;44;27;8;12;25;55;6;47;35;43;37;39;22;42;59;20;11;34;17;45;48;63;2;61;1;56;33;4;41;26;29;10;14;46;24;16;32;54;9;19;21;23;38;52;58;7;5;15;53;49
40;62;64;3;36;30;60;50;57;31;28;51;13;18;44;27;8;12;25;55;6;47;35;43;37;24;22;42;59;20;11;34;17;45;48;63;2;61;1;56;33;4;41;26;29;10;14;46;39;16;32;54;9;19;21;23;38;52;58;7;5;15;53;49;19;240
19;240;40;62;64;3;36;30;60;50;57;31;28;51;13;18;44;27;8;12;25;55;6;47;35;43;37;24;22;42;59;20;11;34;17;45;48;63;2;61;1;56;33;4;41;26;29;10;14;46;39;16;32;54;9;19;21;23;38;52;58;7;5;15;53;49
40;62;64;3;36;10;60;50;57;31;28;51;13;18;44;27;8;12;25;55;6;47;35;43;37;24;22;42;59;20;11;34;17;45;48;63;2;61;1;56;33;4;41;26;29;30;14;46;39;16;32;54;9;19;21;23;38;52;58;7;5;15;53;49;19;240
19;240;40;62;64;3;36;10;60;50;57;31;28;51;13;18;44;27;8;12;25;55;6;47;35;43;37;24;22;42;59;20;11;34;17;45;48;63;2;61;1;56;33;4;41;26;29;30;14;46;39;16;32;54;9;19;21;23;38;52;58;7;5;15;53;49
40;62;64;3;36;32;60;50;57;31;28;51;13;18;44;27;8;12;25;55;6;47;35;43;37;24;22;42;59;20;11;34;17;45;48;63;2;61;1;56;33;4;41;26;29;30;14;46;39;16;10;54;9;19;21;23;38;52;58;7;5;15;53;49;19;244
19;244;40;62;64;3;36;32;60;50;57;31;28;51;13;18;44;27;8;12;25;55;6;47;35;43;37;24;22;42;59;20;11;34;17;45;48;63;2;61;1;56;33;4;41;26;29;30;14;46;39;16;10;54;9;19;21;23;38;52;58;7;5;15;53;49
