"X1";"X27744";"X30";"X8";"X29";"X18";"X10";"X17";"X16";"X1.1";"X12";"X20";"X28";"X13";"X3";"X7";"X32";"X31";"X2";"X4";"X5";"X11";"X14";"X23";"X21";"X22";"X9";"X25";"X6";"X26";"X24";"X27";"X19";"X15"
14;26322;21;1;13;14;16;12;26;15;27;23;10;2;25;29;11;5;24;6;17;18;9;3;22;28;20;4;19;7;31;8;32;30
21;1;13;14;16;12;26;15;27;23;10;2;25;29;11;5;24;6;17;18;9;3;22;28;8;4;19;7;31;20;32;30;14;26242
14;26242;21;1;13;14;16;12;26;15;27;23;10;2;25;29;11;5;24;6;17;18;9;3;22;28;8;4;19;7;31;20;32;30
21;1;13;14;16;7;26;15;27;23;10;2;25;29;11;5;24;6;17;18;9;3;22;28;8;4;19;12;31;20;32;30;14;25962
14;25962;21;1;13;14;16;7;26;15;27;23;10;2;25;29;11;5;24;6;17;18;9;3;22;28;8;4;19;12;31;20;32;30
21;1;13;14;16;7;26;15;27;23;10;2;29;25;11;5;24;6;17;18;9;3;22;28;8;4;19;12;31;20;32;30;14;26402
14;26402;21;1;13;14;16;7;26;15;27;23;10;2;29;25;11;5;24;6;17;18;9;3;22;28;8;4;19;12;31;20;32;30
21;1;13;14;16;4;26;15;27;23;10;2;29;25;11;5;24;6;17;18;9;3;22;28;8;7;19;12;31;20;32;30;14;26282
14;26282;21;1;13;14;16;4;26;15;27;23;10;2;29;25;11;5;24;6;17;18;9;3;22;28;8;7;19;12;31;20;32;30
21;1;10;14;16;4;26;15;27;23;13;2;29;25;11;5;24;6;17;18;9;3;22;28;8;7;19;12;31;20;32;30;14;25962
14;25962;21;1;10;14;16;4;26;15;27;23;13;2;29;25;11;5;24;6;17;18;9;3;22;28;8;7;19;12;31;20;32;30
21;1;10;14;16;4;26;15;27;23;13;2;29;25;11;5;24;6;17;18;9;20;22;28;8;7;19;12;31;3;32;30;14;26584
14;26584;21;1;10;14;16;4;26;15;27;23;13;2;29;25;11;5;24;6;17;18;9;20;22;28;8;7;19;12;31;3;32;30
21;1;10;14;16;4;26;15;27;23;13;2;29;25;11;5;3;6;17;18;9;20;22;28;8;7;19;12;31;24;32;30;14;25808
14;25808;21;1;10;14;16;4;26;15;27;23;13;2;29;25;11;5;3;6;17;18;9;20;22;28;8;7;19;12;31;24;32;30
21;1;10;14;16;4;26;15;27;23;7;2;29;25;11;5;3;6;17;18;9;20;22;28;8;13;19;12;31;24;32;30;14;26648
14;26648;21;1;10;14;16;4;26;15;27;23;7;2;29;25;11;5;3;6;17;18;9;20;22;28;8;13;19;12;31;24;32;30
21;1;10;14;16;4;26;15;27;23;13;2;29;25;11;5;3;6;17;18;9;20;22;28;8;7;19;12;31;24;32;30;14;25808
14;25808;21;1;10;14;16;4;26;15;27;23;13;2;29;25;11;5;3;6;17;18;9;20;22;28;8;7;19;12;31;24;32;30
21;1;10;30;16;4;26;15;27;23;13;2;29;25;11;5;3;6;17;18;9;20;22;28;8;7;19;12;31;24;32;14;14;26498
14;26498;21;1;10;30;16;4;26;15;27;23;13;2;29;25;11;5;3;6;17;18;9;20;22;28;8;7;19;12;31;24;32;14
21;1;10;30;16;4;26;15;22;23;13;2;29;25;11;5;3;6;17;18;9;20;27;28;8;7;19;12;31;24;32;14;14;26138
14;26138;21;1;10;30;16;4;26;15;22;23;13;2;29;25;11;5;3;6;17;18;9;20;27;28;8;7;19;12;31;24;32;14
21;1;10;30;16;4;26;24;22;23;13;2;29;25;11;5;3;6;17;18;9;20;27;28;8;7;19;12;31;15;32;14;14;25966
14;25966;21;1;10;30;16;4;26;24;22;23;13;2;29;25;11;5;3;6;17;18;9;20;27;28;8;7;19;12;31;15;32;14
21;1;12;30;16;4;26;24;22;23;13;2;29;25;11;5;3;6;17;18;9;20;27;28;8;7;19;10;31;15;32;14;14;26126
15;26126;21;1;12;30;16;4;26;24;22;23;13;2;29;25;11;5;3;6;17;18;9;20;27;28;8;7;19;10;31;15;32;14
32;1;12;30;16;4;26;24;22;23;13;2;29;25;11;5;3;6;17;18;9;20;27;28;8;7;19;10;31;15;21;14;15;26766
15;26766;32;1;12;30;16;4;26;24;22;23;13;2;29;25;11;5;3;6;17;18;9;20;27;28;8;7;19;10;31;15;21;14
32;1;20;30;16;4;26;24;22;23;13;2;29;25;11;5;3;6;17;18;9;12;27;28;8;7;19;10;31;15;21;14;15;26946
15;26946;32;1;20;30;16;4;26;24;22;23;13;2;29;25;11;5;3;6;17;18;9;12;27;28;8;7;19;10;31;15;21;14
32;1;20;30;16;8;26;24;22;23;13;2;29;25;11;5;3;6;17;18;9;12;27;28;4;7;19;10;31;15;21;14;15;26926
15;26926;32;1;20;30;16;8;26;24;22;23;13;2;29;25;11;5;3;6;17;18;9;12;27;28;4;7;19;10;31;15;21;14
32;1;20;30;16;8;26;24;22;23;2;13;29;25;11;5;3;6;17;18;9;12;27;28;4;7;19;10;31;15;21;14;15;27006
15;27006;32;1;20;30;16;8;26;24;22;23;2;13;29;25;11;5;3;6;17;18;9;12;27;28;4;7;19;10;31;15;21;14
32;1;20;30;16;8;26;24;22;23;2;11;29;25;13;5;3;6;17;18;9;12;27;28;4;7;19;10;31;15;21;14;15;26986
15;26986;32;1;20;30;16;8;26;24;22;23;2;11;29;25;13;5;3;6;17;18;9;12;27;28;4;7;19;10;31;15;21;14
32;1;20;30;16;8;26;24;22;23;2;11;29;25;13;7;3;6;17;18;9;12;27;28;4;5;19;10;31;15;21;14;15;26946
15;26946;32;1;20;30;16;8;26;24;22;23;2;11;29;25;13;7;3;6;17;18;9;12;27;28;4;5;19;10;31;15;21;14
32;1;20;30;25;8;26;24;22;23;2;11;29;16;13;7;3;6;17;18;9;12;27;28;4;5;19;10;31;15;21;14;15;27204
15;27204;32;1;20;30;25;8;26;24;22;23;2;11;29;16;13;7;3;6;17;18;9;12;27;28;4;5;19;10;31;15;21;14
32;1;20;30;25;19;26;24;22;23;2;11;29;16;13;7;3;6;17;18;9;12;27;28;4;5;8;10;31;15;21;14;15;27182
15;27182;32;1;20;30;25;19;26;24;22;23;2;11;29;16;13;7;3;6;17;18;9;12;27;28;4;5;8;10;31;15;21;14
17;1;20;30;25;19;26;24;22;23;2;11;29;16;13;7;3;6;32;18;9;12;27;28;4;5;8;10;31;15;21;14;15;26222
15;26222;17;1;20;30;25;19;26;24;22;23;2;11;29;16;13;7;3;6;32;18;9;12;27;28;4;5;8;10;31;15;21;14
17;1;20;30;25;19;26;24;22;23;2;11;29;16;13;7;3;6;27;18;9;12;32;28;4;5;8;10;31;15;21;14;15;26582
15;26582;17;1;20;30;25;19;26;24;22;23;2;11;29;16;13;7;3;6;27;18;9;12;32;28;4;5;8;10;31;15;21;14
17;1;30;20;25;19;26;24;22;23;2;11;29;16;13;7;3;6;27;18;9;12;32;28;4;5;8;10;31;15;21;14;15;26942
15;26942;17;1;30;20;25;19;26;24;22;23;2;11;29;16;13;7;3;6;27;18;9;12;32;28;4;5;8;10;31;15;21;14
17;1;11;20;25;19;26;24;22;23;2;30;29;16;13;7;3;6;27;18;9;12;32;28;4;5;8;10;31;15;21;14;15;26196
15;26196;17;1;11;20;25;19;26;24;22;23;2;30;29;16;13;7;3;6;27;18;9;12;32;28;4;5;8;10;31;15;21;14
17;1;11;20;25;19;26;24;22;23;2;30;29;16;13;7;5;6;27;18;9;12;32;28;4;3;8;10;31;15;21;14;15;25836
15;25836;17;1;11;20;25;19;26;24;22;23;2;30;29;16;13;7;5;6;27;18;9;12;32;28;4;3;8;10;31;15;21;14
17;1;11;20;25;19;26;8;22;23;2;30;29;16;13;7;5;6;27;18;9;12;32;28;4;3;24;10;31;15;21;14;15;26204
15;26204;17;1;11;20;25;19;26;8;22;23;2;30;29;16;13;7;5;6;27;18;9;12;32;28;4;3;24;10;31;15;21;14
17;3;11;20;25;19;26;8;22;23;2;30;29;16;13;7;5;6;27;18;9;12;32;28;4;1;24;10;31;15;21;14;15;26484
15;26484;17;3;11;20;25;19;26;8;22;23;2;30;29;16;13;7;5;6;27;18;9;12;32;28;4;1;24;10;31;15;21;14
17;3;11;20;25;19;26;8;12;23;2;30;29;16;13;7;5;6;27;18;9;22;32;28;4;1;24;10;31;15;21;14;15;27144
15;27144;17;3;11;20;25;19;26;8;12;23;2;30;29;16;13;7;5;6;27;18;9;22;32;28;4;1;24;10;31;15;21;14
17;3;4;20;25;19;26;8;12;23;2;30;29;16;13;7;5;6;27;18;9;22;32;28;11;1;24;10;31;15;21;14;15;27364
15;27364;17;3;4;20;25;19;26;8;12;23;2;30;29;16;13;7;5;6;27;18;9;22;32;28;11;1;24;10;31;15;21;14
17;3;4;20;25;19;26;8;12;23;2;30;29;16;13;1;5;6;27;18;9;22;32;28;11;7;24;10;31;15;21;14;15;26964
15;26964;17;3;4;20;25;19;26;8;12;23;2;30;29;16;13;1;5;6;27;18;9;22;32;28;11;7;24;10;31;15;21;14
17;3;4;20;25;19;26;8;12;23;2;30;29;16;13;1;27;6;5;18;9;22;32;28;11;7;24;10;31;15;21;14;15;27520
15;27520;17;3;4;20;25;19;26;8;12;23;2;30;29;16;13;1;27;6;5;18;9;22;32;28;11;7;24;10;31;15;21;14
17;3;4;20;25;19;26;8;12;15;2;30;29;16;13;1;27;6;5;18;9;22;32;28;11;7;24;10;31;23;21;14;15;27590
16;27590;17;3;4;20;25;19;26;8;12;15;2;30;29;16;13;1;27;6;5;18;9;22;32;28;11;7;24;10;31;23;21;14
17;3;4;12;25;19;26;8;20;15;2;30;29;16;13;1;27;6;5;18;9;22;32;28;11;7;24;10;31;23;21;14;16;27066
16;27066;17;3;4;12;25;19;26;8;20;15;2;30;29;16;13;1;27;6;5;18;9;22;32;28;11;7;24;10;31;23;21;14
17;3;4;12;25;19;26;8;20;15;2;30;29;16;13;27;1;6;5;18;9;22;32;28;11;7;24;10;31;23;21;14;16;27066
16;27066;17;3;4;12;25;19;26;8;20;15;2;30;29;16;13;27;1;6;5;18;9;22;32;28;11;7;24;10;31;23;21;14
17;3;4;12;25;19;26;8;20;15;2;30;29;16;13;24;1;6;5;18;9;22;32;28;11;7;27;10;31;23;21;14;16;27146
16;27146;17;3;4;12;25;19;26;8;20;15;2;30;29;16;13;24;1;6;5;18;9;22;32;28;11;7;27;10;31;23;21;14
17;3;1;12;25;19;26;8;20;15;2;30;29;16;13;24;4;6;5;18;9;22;32;28;11;7;27;10;31;23;21;14;16;27046
16;27046;17;3;1;12;25;19;26;8;20;15;2;30;29;16;13;24;4;6;5;18;9;22;32;28;11;7;27;10;31;23;21;14
17;3;1;12;21;19;26;8;20;15;2;30;29;16;13;24;4;6;5;18;9;22;32;28;11;7;27;10;31;23;25;14;16;26746
16;26746;17;3;1;12;21;19;26;8;20;15;2;30;29;16;13;24;4;6;5;18;9;22;32;28;11;7;27;10;31;23;25;14
17;3;1;12;21;19;26;8;20;15;2;30;29;16;13;24;4;6;5;27;9;22;32;28;11;7;18;10;31;23;25;14;16;26586
16;26586;17;3;1;12;21;19;26;8;20;15;2;30;29;16;13;24;4;6;5;27;9;22;32;28;11;7;18;10;31;23;25;14
17;3;1;12;21;19;26;8;20;15;24;30;29;16;13;2;4;6;5;27;9;22;32;28;11;7;18;10;31;23;25;14;16;26366
16;26366;17;3;1;12;21;19;26;8;20;15;24;30;29;16;13;2;4;6;5;27;9;22;32;28;11;7;18;10;31;23;25;14
17;3;1;12;21;19;26;8;20;15;24;4;29;16;13;2;30;6;5;27;9;22;32;28;11;7;18;10;31;23;25;14;16;27106
16;27106;17;3;1;12;21;19;26;8;20;15;24;4;29;16;13;2;30;6;5;27;9;22;32;28;11;7;18;10;31;23;25;14
17;3;1;12;21;19;26;31;20;15;24;4;29;16;13;2;30;6;5;27;9;22;32;28;11;7;18;10;8;23;25;14;16;27160
16;27160;17;3;1;12;21;19;26;31;20;15;24;4;29;16;13;2;30;6;5;27;9;22;32;28;11;7;18;10;8;23;25;14
17;3;1;12;21;19;26;31;20;15;24;4;29;16;13;2;10;6;5;27;9;22;32;28;11;7;18;30;8;23;25;14;16;26676
16;26676;17;3;1;12;21;19;26;31;20;15;24;4;29;16;13;2;10;6;5;27;9;22;32;28;11;7;18;30;8;23;25;14
17;3;1;12;21;19;26;31;20;15;24;4;29;16;13;27;10;6;5;2;9;22;32;28;11;7;18;30;8;23;25;14;16;26848
16;26848;17;3;1;12;21;19;26;31;20;15;24;4;29;16;13;27;10;6;5;2;9;22;32;28;11;7;18;30;8;23;25;14
17;3;1;12;21;19;26;31;20;28;24;4;29;16;13;27;10;6;5;2;9;22;32;15;11;7;18;30;8;23;25;14;16;26518
16;26518;17;3;1;12;21;19;26;31;20;28;24;4;29;16;13;27;10;6;5;2;9;22;32;15;11;7;18;30;8;23;25;14
17;3;1;12;21;19;26;31;20;8;24;4;29;16;13;27;10;6;5;2;9;22;32;15;11;7;18;30;28;23;25;14;16;27346
16;26518;17;3;1;12;21;19;26;31;20;28;24;4;29;16;13;27;10;6;5;2;9;22;32;15;11;7;18;30;8;23;25;14
17;3;1;12;21;19;26;31;20;28;15;4;29;16;13;27;10;6;5;2;9;22;32;24;11;7;18;30;8;23;25;14;16;26738
16;26738;17;3;1;12;21;19;26;31;20;28;15;4;29;16;13;27;10;6;5;2;9;22;32;24;11;7;18;30;8;23;25;14
17;3;1;2;21;19;26;31;20;28;15;4;29;16;13;27;10;6;5;12;9;22;32;24;11;7;18;30;8;23;25;14;16;26778
16;26778;17;3;1;2;21;19;26;31;20;28;15;4;29;16;13;27;10;6;5;12;9;22;32;24;11;7;18;30;8;23;25;14
17;3;1;2;21;32;26;31;20;28;15;4;29;16;13;27;10;6;5;12;9;22;19;24;11;7;18;30;8;23;25;14;16;27218
16;27218;17;3;1;2;21;32;26;31;20;28;15;4;29;16;13;27;10;6;5;12;9;22;19;24;11;7;18;30;8;23;25;14
17;3;1;2;21;32;26;31;20;28;15;4;29;16;13;27;10;6;5;12;9;22;19;24;11;7;30;18;8;23;25;14;16;27738
16;27738;17;3;1;2;21;32;26;31;20;28;15;4;29;16;13;27;10;6;5;12;9;22;19;24;11;7;30;18;8;23;25;14
17;3;1;2;21;32;26;10;20;28;15;4;29;16;13;27;31;6;5;12;9;22;19;24;11;7;30;18;8;23;25;14;16;27738
16;27738;17;3;1;2;21;32;26;10;20;28;15;4;29;16;13;27;31;6;5;12;9;22;19;24;11;7;30;18;8;23;25;14
17;3;1;2;21;32;26;10;20;28;15;4;29;22;13;27;31;6;5;12;9;16;19;24;11;7;30;18;8;23;25;14;16;27984
16;27984;17;3;1;2;21;32;26;10;20;28;15;4;29;22;13;27;31;6;5;12;9;16;19;24;11;7;30;18;8;23;25;14
17;3;32;2;21;1;26;10;20;28;15;4;29;22;13;27;31;6;5;12;9;16;19;24;11;7;30;18;8;23;25;14;16;27984
17;27984;17;3;32;2;21;1;26;10;20;28;15;4;29;22;13;27;31;6;5;12;9;16;19;24;11;7;30;18;8;23;25;14
17;3;32;2;21;1;26;11;20;28;15;4;29;22;13;27;31;6;5;12;9;16;19;24;10;7;30;18;8;23;25;14;17;27984
17;27984;17;3;32;2;21;1;26;11;20;28;15;4;29;22;13;27;31;6;5;12;9;16;19;24;10;7;30;18;8;23;25;14
17;3;32;2;21;1;26;11;20;28;15;4;16;22;13;27;31;6;5;12;9;29;19;24;10;7;30;18;8;23;25;14;17;28094
17;28094;17;3;32;2;21;1;26;11;20;28;15;4;16;22;13;27;31;6;5;12;9;29;19;24;10;7;30;18;8;23;25;14
17;3;32;2;21;1;30;11;20;28;15;4;16;22;13;27;31;6;5;12;9;29;19;24;10;7;26;18;8;23;25;14;17;28434
17;28434;17;3;32;2;21;1;30;11;20;28;15;4;16;22;13;27;31;6;5;12;9;29;19;24;10;7;26;18;8;23;25;14
17;3;32;2;21;1;30;11;22;28;15;4;16;20;13;27;31;6;5;12;9;29;19;24;10;7;26;18;8;23;25;14;17;28454
17;28454;17;3;32;2;21;1;30;11;22;28;15;4;16;20;13;27;31;6;5;12;9;29;19;24;10;7;26;18;8;23;25;14
17;3;32;2;21;1;30;11;9;28;15;4;16;20;13;27;31;6;5;12;22;29;19;24;10;7;26;18;8;23;25;14;17;28450
17;28450;17;3;32;2;21;1;30;11;9;28;15;4;16;20;13;27;31;6;5;12;22;29;19;24;10;7;26;18;8;23;25;14
17;3;32;2;21;1;30;11;9;28;15;16;4;20;13;27;31;6;5;12;22;29;19;24;10;7;26;18;8;23;25;14;17;28730
17;28730;17;3;32;2;21;1;30;11;9;28;15;16;4;20;13;27;31;6;5;12;22;29;19;24;10;7;26;18;8;23;25;14
17;3;32;2;21;1;30;11;8;28;15;16;4;20;13;27;31;6;5;12;22;29;19;24;10;7;26;18;9;23;25;14;17;29170
17;29170;17;3;32;2;21;1;30;11;8;28;15;16;4;20;13;27;31;6;5;12;22;29;19;24;10;7;26;18;9;23;25;14
17;3;32;2;21;1;30;11;8;28;15;12;4;20;13;27;31;6;5;16;22;29;19;24;10;7;26;18;9;23;25;14;17;29330
17;29330;17;3;32;2;21;1;30;11;8;28;15;12;4;20;13;27;31;6;5;16;22;29;19;24;10;7;26;18;9;23;25;14
17;3;32;2;21;1;30;11;8;28;15;12;4;20;13;23;31;6;5;16;22;29;19;24;10;7;26;18;9;27;25;14;17;29290
17;29290;17;3;32;2;21;1;30;11;8;28;15;12;4;20;13;23;31;6;5;16;22;29;19;24;10;7;26;18;9;27;25;14
17;3;32;2;21;1;30;11;8;28;15;12;4;20;13;23;31;18;5;16;22;29;19;24;10;7;26;6;9;27;25;14;17;29056
17;29056;17;3;32;2;21;1;30;11;8;28;15;12;4;20;13;23;31;18;5;16;22;29;19;24;10;7;26;6;9;27;25;14
17;4;32;2;21;1;30;11;8;28;15;12;3;20;13;23;31;18;5;16;22;29;19;24;10;7;26;6;9;27;25;14;17;29396
17;29396;17;4;32;2;21;1;30;11;8;28;15;12;3;20;13;23;31;18;5;16;22;29;19;24;10;7;26;6;9;27;25;14
17;4;32;2;26;1;30;11;8;28;15;12;3;20;13;23;31;18;5;16;22;29;19;24;10;7;21;6;9;27;25;14;17;28956
17;28956;17;4;32;2;26;1;30;11;8;28;15;12;3;20;13;23;31;18;5;16;22;29;19;24;10;7;21;6;9;27;25;14
17;4;32;2;26;1;30;11;8;28;15;12;3;20;13;23;31;18;5;16;22;29;19;24;10;14;21;6;9;27;25;7;17;29316
17;29316;17;4;32;2;26;1;30;11;8;28;15;12;3;20;13;23;31;18;5;16;22;29;19;24;10;14;21;6;9;27;25;7
17;1;32;2;26;4;30;11;8;28;15;12;3;20;13;23;31;18;5;16;22;29;19;24;10;14;21;6;9;27;25;7;17;29156
17;29156;17;1;32;2;26;4;30;11;8;28;15;12;3;20;13;23;31;18;5;16;22;29;19;24;10;14;21;6;9;27;25;7
17;1;32;2;26;4;7;11;8;28;15;12;3;20;13;23;31;18;5;16;22;29;19;24;10;14;21;6;9;27;25;30;17;28134
17;28134;17;1;32;2;26;4;7;11;8;28;15;12;3;20;13;23;31;18;5;16;22;29;19;24;10;14;21;6;9;27;25;30
17;1;32;2;26;4;22;11;8;28;15;12;3;20;13;23;31;18;5;16;7;29;19;24;10;14;21;6;9;27;25;30;17;28690
17;28690;17;1;32;2;26;4;22;11;8;28;15;12;3;20;13;23;31;18;5;16;7;29;19;24;10;14;21;6;9;27;25;30
17;1;32;2;26;4;22;11;8;18;15;12;3;20;13;23;31;28;5;16;7;29;19;24;10;14;21;6;9;27;25;30;17;28450
17;28450;17;1;32;2;26;4;22;11;8;18;15;12;3;20;13;23;31;28;5;16;7;29;19;24;10;14;21;6;9;27;25;30
17;1;32;2;26;4;16;11;8;18;15;12;3;20;13;23;31;28;5;22;7;29;19;24;10;14;21;6;9;27;25;30;17;28964
17;28964;17;1;32;2;26;4;16;11;8;18;15;12;3;20;13;23;31;28;5;22;7;29;19;24;10;14;21;6;9;27;25;30
17;1;32;2;4;26;16;11;8;18;15;12;3;20;13;23;31;28;5;22;7;29;19;24;10;14;21;6;9;27;25;30;17;28768
17;28768;17;1;32;2;4;26;16;11;8;18;15;12;3;20;13;23;31;28;5;22;7;29;19;24;10;14;21;6;9;27;25;30
17;1;32;2;4;26;16;11;8;18;9;12;3;20;13;23;31;28;5;22;7;29;19;24;10;14;21;6;15;27;25;30;17;29068
18;29068;17;1;32;2;4;26;16;11;8;18;9;12;3;20;13;23;31;28;5;22;7;29;19;24;10;14;21;6;15;27;25;30
17;1;32;2;4;26;16;11;8;18;9;12;3;28;13;23;31;20;5;22;7;29;19;24;10;14;21;6;15;27;25;30;18;29428
18;29428;17;1;32;2;4;26;16;11;8;18;9;12;3;28;13;23;31;20;5;22;7;29;19;24;10;14;21;6;15;27;25;30
17;1;32;2;4;26;7;11;8;18;9;12;3;28;13;23;31;20;5;22;16;29;19;24;10;14;21;6;15;27;25;30;18;28348
18;28348;17;1;32;2;4;26;7;11;8;18;9;12;3;28;13;23;31;20;5;22;16;29;19;24;10;14;21;6;15;27;25;30
17;1;32;2;4;26;7;11;8;18;9;12;3;28;13;23;20;31;5;22;16;29;19;24;10;14;21;6;15;27;25;30;18;27868
18;27868;17;1;32;2;4;26;7;11;8;18;9;12;3;28;13;23;20;31;5;22;16;29;19;24;10;14;21;6;15;27;25;30
17;1;32;2;4;26;7;11;8;18;9;21;3;28;13;23;20;31;5;22;16;29;19;24;10;14;12;6;15;27;25;30;18;27772
18;27772;17;1;32;2;4;26;7;11;8;18;9;21;3;28;13;23;20;31;5;22;16;29;19;24;10;14;12;6;15;27;25;30
17;1;16;2;4;26;7;11;8;18;9;21;3;28;13;23;20;31;5;22;32;29;19;24;10;14;12;6;15;27;25;30;18;28416
18;28416;17;1;16;2;4;26;7;11;8;18;9;21;3;28;13;23;20;31;5;22;32;29;19;24;10;14;12;6;15;27;25;30
17;1;16;2;4;26;7;11;8;18;9;21;3;28;13;23;20;31;5;22;32;15;19;24;10;14;12;6;29;27;25;30;18;27920
18;27920;17;1;16;2;4;26;7;11;8;18;9;21;3;28;13;23;20;31;5;22;32;15;19;24;10;14;12;6;29;27;25;30
17;1;16;2;4;26;7;11;8;18;9;21;3;28;31;23;20;13;5;22;32;15;19;24;10;14;12;6;29;27;25;30;18;28660
18;28660;17;1;16;2;4;26;7;11;8;18;9;21;3;28;31;23;20;13;5;22;32;15;19;24;10;14;12;6;29;27;25;30
17;1;16;2;4;26;7;11;8;18;9;21;20;28;31;23;3;13;5;22;32;15;19;24;10;14;12;6;29;27;25;30;18;27908
18;27908;17;1;16;2;4;26;7;11;8;18;9;21;20;28;31;23;3;13;5;22;32;15;19;24;10;14;12;6;29;27;25;30
17;2;16;1;4;26;7;11;8;18;9;21;20;28;31;23;3;13;5;22;32;15;19;24;10;14;12;6;29;27;25;30;18;27908
18;27908;17;2;16;1;4;26;7;11;8;18;9;21;20;28;31;23;3;13;5;22;32;15;19;24;10;14;12;6;29;27;25;30
17;2;16;1;4;26;7;11;8;20;9;21;18;28;31;23;3;13;5;22;32;15;19;24;10;14;12;6;29;27;25;30;18;27908
18;27908;17;2;16;1;4;26;7;11;8;20;9;21;18;28;31;23;3;13;5;22;32;15;19;24;10;14;12;6;29;27;25;30
17;2;16;1;4;26;7;11;8;20;9;21;18;25;31;23;3;13;5;22;32;15;19;24;10;14;12;6;29;27;28;30;18;27548
18;27548;17;2;16;1;4;26;7;11;8;20;9;21;18;25;31;23;3;13;5;22;32;15;19;24;10;14;12;6;29;27;28;30
17;6;16;1;4;26;7;11;8;20;9;21;18;25;31;23;3;13;5;22;32;15;19;24;10;14;12;2;29;27;28;30;18;27128
18;27128;17;6;16;1;4;26;7;11;8;20;9;21;18;25;31;23;3;13;5;22;32;15;19;24;10;14;12;2;29;27;28;30
17;6;16;3;4;26;7;11;8;20;9;21;18;25;31;23;1;13;5;22;32;15;19;24;10;14;12;2;29;27;28;30;18;26928
18;26928;17;6;16;3;4;26;7;11;8;20;9;21;18;25;31;23;1;13;5;22;32;15;19;24;10;14;12;2;29;27;28;30
17;6;16;3;4;26;7;11;8;20;21;9;18;25;31;23;1;13;5;22;32;15;19;24;10;14;12;2;29;27;28;30;18;26952
18;26952;17;6;16;3;4;26;7;11;8;20;21;9;18;25;31;23;1;13;5;22;32;15;19;24;10;14;12;2;29;27;28;30
17;6;16;3;4;26;7;11;8;20;21;9;18;25;31;23;1;22;5;13;32;15;19;24;10;14;12;2;29;27;28;30;18;27578
18;26952;17;6;16;3;4;26;7;11;8;20;21;9;18;25;31;23;1;13;5;22;32;15;19;24;10;14;12;2;29;27;28;30
17;6;16;3;4;26;7;11;8;20;21;9;18;25;31;23;1;13;5;22;32;19;15;24;10;14;12;2;29;27;28;30;18;26868
18;26868;17;6;16;3;4;26;7;11;8;20;21;9;18;25;31;23;1;13;5;22;32;19;15;24;10;14;12;2;29;27;28;30
17;6;16;18;4;26;7;11;8;20;21;9;3;25;31;23;1;13;5;22;32;19;15;24;10;14;12;2;29;27;28;30;18;26818
18;26818;17;6;16;18;4;26;7;11;8;20;21;9;3;25;31;23;1;13;5;22;32;19;15;24;10;14;12;2;29;27;28;30
17;6;16;18;4;26;7;11;8;31;21;9;3;25;20;23;1;13;5;22;32;19;15;24;10;14;12;2;29;27;28;30;18;26818
18;26818;17;6;16;18;4;26;7;11;8;31;21;9;3;25;20;23;1;13;5;22;32;19;15;24;10;14;12;2;29;27;28;30
17;6;16;26;4;18;7;11;8;31;21;9;3;25;20;23;1;13;5;22;32;19;15;24;10;14;12;2;29;27;28;30;18;26938
18;26938;17;6;16;26;4;18;7;11;8;31;21;9;3;25;20;23;1;13;5;22;32;19;15;24;10;14;12;2;29;27;28;30
22;6;16;26;4;18;7;11;8;31;21;9;3;25;20;23;1;13;5;17;32;19;15;24;10;14;12;2;29;27;28;30;18;26778
19;26778;22;6;16;26;4;18;7;11;8;31;21;9;3;25;20;23;1;13;5;17;32;19;15;24;10;14;12;2;29;27;28;30
22;6;16;26;4;18;7;11;8;31;21;9;3;25;12;23;1;13;5;17;32;19;15;24;10;14;20;2;29;27;28;30;19;26984
19;26984;22;6;16;26;4;18;7;11;8;31;21;9;3;25;12;23;1;13;5;17;32;19;15;24;10;14;20;2;29;27;28;30
22;6;16;26;4;18;21;11;8;31;7;9;3;25;12;23;1;13;5;17;32;19;15;24;10;14;20;2;29;27;28;30;19;27326
19;27326;22;6;16;26;4;18;21;11;8;31;7;9;3;25;12;23;1;13;5;17;32;19;15;24;10;14;20;2;29;27;28;30
22;6;16;26;4;18;21;11;8;31;7;9;19;25;12;23;1;13;5;17;32;3;15;24;10;14;20;2;29;27;28;30;19;27280
19;27280;22;6;16;26;4;18;21;11;8;31;7;9;19;25;12;23;1;13;5;17;32;3;15;24;10;14;20;2;29;27;28;30
22;6;16;2;4;18;21;11;8;31;7;9;19;25;12;23;1;13;5;17;32;3;15;24;10;14;20;26;29;27;28;30;19;26590
19;26590;22;6;16;2;4;18;21;11;8;31;7;9;19;25;12;23;1;13;5;17;32;3;15;24;10;14;20;26;29;27;28;30
22;6;16;2;4;18;21;11;8;31;7;9;19;25;12;23;1;13;5;17;32;26;15;24;10;14;20;3;29;27;28;30;19;27020
19;27020;22;6;16;2;4;18;21;11;8;31;7;9;19;25;12;23;1;13;5;17;32;26;15;24;10;14;20;3;29;27;28;30
22;6;10;2;4;18;21;11;8;31;7;9;19;25;12;23;1;13;5;17;32;26;15;24;16;14;20;3;29;27;28;30;19;26040
19;26040;22;6;10;2;4;18;21;11;8;31;7;9;19;25;12;23;1;13;5;17;32;26;15;24;16;14;20;3;29;27;28;30
22;6;10;2;4;18;21;11;8;31;7;9;19;25;12;23;1;13;5;17;32;16;15;24;26;14;20;3;29;27;28;30;19;26550
