"X1";"X292";"X38";"X34";"X16";"X5";"X30";"X39";"X48";"X49";"X57";"X7";"X46";"X17";"X13";"X61";"X42";"X26";"X33";"X22";"X20";"X59";"X21";"X36";"X11";"X19";"X53";"X64";"X58";"X31";"X50";"X4";"X45";"X52";"X9";"X25";"X62";"X1.1";"X41";"X14";"X37";"X8";"X3";"X43";"X27";"X6";"X54";"X29";"X12";"X28";"X55";"X24";"X32";"X44";"X51";"X60";"X40";"X23";"X35";"X2";"X15";"X63";"X18";"X56";"X10";"X47"
7;280;47;3;39;16;52;29;48;60;56;13;19;4;40;10;8;27;5;63;50;38;21;6;32;1;31;26;49;23;51;36;53;33;28;62;35;41;9;61;46;30;2;7;45;18;34;15;44;14;42;24;25;17;22;11;55;59;57;37;58;64;20;12;43;54
47;3;39;16;52;29;48;60;56;13;19;4;40;10;8;27;5;63;50;38;21;6;32;1;31;26;49;23;51;36;53;33;28;62;2;41;9;61;46;30;35;7;45;18;34;15;44;14;42;24;25;17;22;11;55;59;57;37;58;64;20;12;43;54;7;278
7;278;47;3;39;16;52;29;48;60;56;13;19;4;40;10;8;27;5;63;50;38;21;6;32;1;31;26;49;23;51;36;53;33;28;62;2;41;9;61;46;30;35;7;45;18;34;15;44;14;42;24;25;17;22;11;55;59;57;37;58;64;20;12;43;54
47;3;39;16;52;29;48;60;56;50;19;4;40;10;8;27;5;63;13;38;21;6;32;1;31;26;49;23;51;36;53;33;28;62;2;41;9;61;46;30;35;7;45;18;34;15;44;14;42;24;25;17;22;11;55;59;57;37;58;64;20;12;43;54;7;282
7;282;47;3;39;16;52;29;48;60;56;50;19;4;40;10;8;27;5;63;13;38;21;6;32;1;31;26;49;23;51;36;53;33;28;62;2;41;9;61;46;30;35;7;45;18;34;15;44;14;42;24;25;17;22;11;55;59;57;37;58;64;20;12;43;54
47;3;39;16;52;29;48;60;56;50;19;4;15;10;8;27;5;63;13;38;21;6;32;1;31;26;49;23;51;36;53;33;28;62;2;41;9;61;46;30;35;7;45;18;34;40;44;14;42;24;25;17;22;11;55;59;57;37;58;64;20;12;43;54;7;294
7;294;47;3;39;16;52;29;48;60;56;50;19;4;15;10;8;27;5;63;13;38;21;6;32;1;31;26;49;23;51;36;53;33;28;62;2;41;9;61;46;30;35;7;45;18;34;40;44;14;42;24;25;17;22;11;55;59;57;37;58;64;20;12;43;54
47;3;39;16;52;29;48;60;56;50;19;4;15;10;8;27;5;63;13;38;21;6;32;1;31;26;49;23;42;36;53;33;28;62;2;41;9;61;46;30;35;7;45;18;34;40;44;14;51;24;25;17;22;11;55;59;57;37;58;64;20;12;43;54;7;294
7;294;47;3;39;16;52;29;48;60;56;50;19;4;15;10;8;27;5;63;13;38;21;6;32;1;31;26;49;23;42;36;53;33;28;62;2;41;9;61;46;30;35;7;45;18;34;40;44;14;51;24;25;17;22;11;55;59;57;37;58;64;20;12;43;54
47;3;39;16;52;29;48;60;56;50;2;4;15;10;8;27;5;63;13;38;21;6;32;1;31;26;49;23;42;36;53;33;28;62;19;41;9;61;46;30;35;7;45;18;34;40;44;14;51;24;25;17;22;11;55;59;57;37;58;64;20;12;43;54;7;276
7;276;47;3;39;16;52;29;48;60;56;50;2;4;15;10;8;27;5;63;13;38;21;6;32;1;31;26;49;23;42;36;53;33;28;62;19;41;9;61;46;30;35;7;45;18;34;40;44;14;51;24;25;17;22;11;55;59;57;37;58;64;20;12;43;54
47;3;39;16;52;29;48;60;12;50;2;4;15;10;8;27;5;63;13;38;21;6;32;1;31;26;49;23;42;36;53;33;28;62;19;41;9;61;46;30;35;7;45;18;34;40;44;14;51;24;25;17;22;11;55;59;57;37;58;64;20;56;43;54;7;276
7;276;47;3;39;16;52;29;48;60;12;50;2;4;15;10;8;27;5;63;13;38;21;6;32;1;31;26;49;23;42;36;53;33;28;62;19;41;9;61;46;30;35;7;45;18;34;40;44;14;51;24;25;17;22;11;55;59;57;37;58;64;20;56;43;54
47;3;51;16;52;29;48;60;12;50;2;4;15;10;8;27;5;63;13;38;21;6;32;1;31;26;49;23;42;36;53;33;28;62;19;41;9;61;46;30;35;7;45;18;34;40;44;14;39;24;25;17;22;11;55;59;57;37;58;64;20;56;43;54;7;276
7;276;47;3;51;16;52;29;48;60;12;50;2;4;15;10;8;27;5;63;13;38;21;6;32;1;31;26;49;23;42;36;53;33;28;62;19;41;9;61;46;30;35;7;45;18;34;40;44;14;39;24;25;17;22;11;55;59;57;37;58;64;20;56;43;54
47;3;51;16;52;29;48;60;12;50;2;4;15;10;8;27;5;63;13;38;21;6;32;1;31;26;49;23;42;36;53;33;28;62;19;41;9;61;46;30;58;7;45;18;34;40;44;14;39;24;25;17;22;11;55;59;57;37;35;64;20;56;43;54;7;276
7;276;47;3;51;16;52;29;48;60;12;50;2;4;15;10;8;27;5;63;13;38;21;6;32;1;31;26;49;23;42;36;53;33;28;62;19;41;9;61;46;30;58;7;45;18;34;40;44;14;39;24;25;17;22;11;55;59;57;37;35;64;20;56;43;54
47;3;51;16;52;29;48;60;12;50;2;4;15;10;8;27;5;63;13;38;21;6;54;1;31;26;49;23;42;36;53;33;28;62;19;41;9;61;46;30;58;7;45;18;34;40;44;14;39;24;25;17;22;11;55;59;57;37;35;64;20;56;43;32;7;276
8;276;47;3;51;16;52;29;48;60;12;50;2;4;15;10;8;27;5;63;13;38;21;6;54;1;31;26;49;23;42;36;53;33;28;62;19;41;9;61;46;30;58;7;45;18;34;40;44;14;39;24;25;17;22;11;55;59;57;37;35;64;20;56;43;32
47;3;51;16;52;29;48;60;12;50;2;4;15;10;8;27;5;63;13;38;21;6;54;1;31;26;49;23;42;36;53;33;28;62;19;41;9;61;46;30;34;7;45;18;58;40;44;14;39;24;25;17;22;11;55;59;57;37;35;64;20;56;43;32;8;276
8;276;47;3;51;16;52;29;48;60;12;50;2;4;15;10;8;27;5;63;13;38;21;6;54;1;31;26;49;23;42;36;53;33;28;62;19;41;9;61;46;30;34;7;45;18;58;40;44;14;39;24;25;17;22;11;55;59;57;37;35;64;20;56;43;32
47;3;51;16;52;29;48;60;12;50;17;4;15;10;8;27;5;63;13;38;21;6;54;1;31;26;49;23;42;36;53;33;28;62;19;41;9;61;46;30;34;7;45;18;58;40;44;14;39;24;25;2;22;11;55;59;57;37;35;64;20;56;43;32;8;284
8;284;47;3;51;16;52;29;48;60;12;50;17;4;15;10;8;27;5;63;13;38;21;6;54;1;31;26;49;23;42;36;53;33;28;62;19;41;9;61;46;30;34;7;45;18;58;40;44;14;39;24;25;2;22;11;55;59;57;37;35;64;20;56;43;32
47;3;51;16;52;29;48;60;12;50;17;4;15;10;8;27;5;63;13;38;21;6;54;1;31;26;49;23;42;36;53;33;28;55;19;41;9;61;46;30;34;7;45;18;58;40;44;14;39;24;25;2;22;11;62;59;57;37;35;64;20;56;43;32;8;284
8;284;47;3;51;16;52;29;48;60;12;50;17;4;15;10;8;27;5;63;13;38;21;6;54;1;31;26;49;23;42;36;53;33;28;55;19;41;9;61;46;30;34;7;45;18;58;40;44;14;39;24;25;2;22;11;62;59;57;37;35;64;20;56;43;32
47;3;51;16;52;29;48;60;12;50;17;25;15;10;8;27;5;63;13;38;21;6;54;1;31;26;49;23;42;36;53;33;28;55;19;41;9;61;46;30;34;7;45;18;58;40;44;14;39;24;4;2;22;11;62;59;57;37;35;64;20;56;43;32;8;284
8;284;47;3;51;16;52;29;48;60;12;50;17;25;15;10;8;27;5;63;13;38;21;6;54;1;31;26;49;23;42;36;53;33;28;55;19;41;9;61;46;30;34;7;45;18;58;40;44;14;39;24;4;2;22;11;62;59;57;37;35;64;20;56;43;32
47;3;51;16;52;29;48;60;12;50;17;25;15;32;8;27;5;63;13;38;21;6;54;1;31;26;49;23;42;36;53;33;28;55;19;41;9;61;46;30;34;7;45;18;58;40;44;14;39;24;4;2;22;11;62;59;57;37;35;64;20;56;43;10;8;292
8;292;47;3;51;16;52;29;48;60;12;50;17;25;15;32;8;27;5;63;13;38;21;6;54;1;31;26;49;23;42;36;53;33;28;55;19;41;9;61;46;30;34;7;45;18;58;40;44;14;39;24;4;2;22;11;62;59;57;37;35;64;20;56;43;10
47;3;51;16;52;29;54;60;12;50;17;25;15;32;8;27;5;63;13;38;21;6;48;1;31;26;49;23;42;36;53;33;28;55;19;41;9;61;46;30;34;7;45;18;58;40;44;14;39;24;4;2;22;11;62;59;57;37;35;64;20;56;43;10;8;292
8;292;47;3;51;16;52;29;54;60;12;50;17;25;15;32;8;27;5;63;13;38;21;6;48;1;31;26;49;23;42;36;53;33;28;55;19;41;9;61;46;30;34;7;45;18;58;40;44;14;39;24;4;2;22;11;62;59;57;37;35;64;20;56;43;10
47;3;51;16;52;29;54;60;12;50;17;25;15;32;8;27;5;63;13;38;21;6;48;35;31;26;49;23;42;36;53;33;28;55;19;41;9;61;46;30;34;7;45;18;58;40;44;14;39;24;4;2;22;11;62;59;57;37;1;64;20;56;43;10;8;292
8;292;47;3;51;16;52;29;54;60;12;50;17;25;15;32;8;27;5;63;13;38;21;6;48;35;31;26;49;23;42;36;53;33;28;55;19;41;9;61;46;30;34;7;45;18;58;40;44;14;39;24;4;2;22;11;62;59;57;37;1;64;20;56;43;10
47;35;51;16;52;29;54;60;12;50;17;25;15;32;8;27;5;63;13;38;21;6;48;3;31;26;49;23;42;36;53;33;28;55;19;41;9;61;46;30;34;7;45;18;58;40;44;14;39;24;4;2;22;11;62;59;57;37;1;64;20;56;43;10;8;292
8;292;47;35;51;16;52;29;54;60;12;50;17;25;15;32;8;27;5;63;13;38;21;6;48;3;31;26;49;23;42;36;53;33;28;55;19;41;9;61;46;30;34;7;45;18;58;40;44;14;39;24;4;2;22;11;62;59;57;37;1;64;20;56;43;10
47;35;51;16;15;29;54;60;12;50;17;25;52;32;8;27;5;63;13;38;21;6;48;3;31;26;49;23;42;36;53;33;28;55;19;41;9;61;46;30;34;7;45;18;58;40;44;14;39;24;4;2;22;11;62;59;57;37;1;64;20;56;43;10;8;292
8;292;47;35;51;16;15;29;54;60;12;50;17;25;52;32;8;27;5;63;13;38;21;6;48;3;31;26;49;23;42;36;53;33;28;55;19;41;9;61;46;30;34;7;45;18;58;40;44;14;39;24;4;2;22;11;62;59;57;37;1;64;20;56;43;10
47;35;51;16;15;29;54;60;12;50;17;45;52;32;8;27;5;63;13;38;21;6;48;3;31;26;49;23;42;36;53;33;28;55;19;41;9;61;46;30;34;7;25;18;58;40;44;14;39;24;4;2;22;11;62;59;57;37;1;64;20;56;43;10;8;292
8;292;47;35;51;16;15;29;54;60;12;50;17;45;52;32;8;27;5;63;13;38;21;6;48;3;31;26;49;23;42;36;53;33;28;55;19;41;9;61;46;30;34;7;25;18;58;40;44;14;39;24;4;2;22;11;62;59;57;37;1;64;20;56;43;10
47;35;51;16;15;29;54;60;12;50;17;45;52;32;8;27;5;63;13;38;21;6;48;3;31;26;49;23;2;36;53;33;28;55;19;41;9;61;46;30;34;7;25;18;58;40;44;14;39;24;4;42;22;11;62;59;57;37;1;64;20;56;43;10;8;292
8;292;47;35;51;16;15;29;54;60;12;50;17;45;52;32;8;27;5;63;13;38;21;6;48;3;31;26;49;23;2;36;53;33;28;55;19;41;9;61;46;30;34;7;25;18;58;40;44;14;39;24;4;42;22;11;62;59;57;37;1;64;20;56;43;10
47;35;51;16;15;29;54;60;12;50;17;45;52;32;8;27;5;63;13;38;21;6;48;3;31;26;49;23;2;36;53;33;28;55;19;41;9;61;46;62;34;7;25;18;58;40;44;14;39;24;4;42;22;11;30;59;57;37;1;64;20;56;43;10;8;292
8;292;47;35;51;16;15;29;54;60;12;50;17;45;52;32;8;27;5;63;13;38;21;6;48;3;31;26;49;23;2;36;53;33;28;55;19;41;9;61;46;62;34;7;25;18;58;40;44;14;39;24;4;42;22;11;30;59;57;37;1;64;20;56;43;10
47;35;51;16;15;29;54;60;12;50;17;45;52;32;8;27;5;63;13;38;21;6;48;49;31;26;3;23;2;36;53;33;28;55;19;41;9;61;46;62;34;7;25;18;58;40;44;14;39;24;4;42;22;11;30;59;57;37;1;64;20;56;43;10;8;300
8;300;47;35;51;16;15;29;54;60;12;50;17;45;52;32;8;27;5;63;13;38;21;6;48;49;31;26;3;23;2;36;53;33;28;55;19;41;9;61;46;62;34;7;25;18;58;40;44;14;39;24;4;42;22;11;30;59;57;37;1;64;20;56;43;10
47;35;51;16;15;29;54;60;12;50;17;45;52;32;8;27;5;63;13;38;21;6;48;49;31;26;3;23;2;36;53;33;28;55;19;41;9;61;46;4;34;7;25;18;58;40;44;14;39;24;62;42;22;11;30;59;57;37;1;64;20;56;43;10;8;300
8;300;47;35;51;16;15;29;54;60;12;50;17;45;52;32;8;27;5;63;13;38;21;6;48;49;31;26;3;23;2;36;53;33;28;55;19;41;9;61;46;4;34;7;25;18;58;40;44;14;39;24;62;42;22;11;30;59;57;37;1;64;20;56;43;10
47;35;51;16;15;29;54;60;12;50;17;45;52;32;8;27;39;63;13;38;21;6;48;49;31;26;3;23;2;36;53;33;28;55;19;41;9;61;46;4;34;7;25;18;58;40;44;14;5;24;62;42;22;11;30;59;57;37;1;64;20;56;43;10;8;312
8;312;47;35;51;16;15;29;54;60;12;50;17;45;52;32;8;27;39;63;13;38;21;6;48;49;31;26;3;23;2;36;53;33;28;55;19;41;9;61;46;4;34;7;25;18;58;40;44;14;5;24;62;42;22;11;30;59;57;37;1;64;20;56;43;10
47;35;51;16;15;29;54;60;12;50;17;45;52;32;8;27;39;63;13;38;1;6;48;49;31;26;3;23;2;36;53;33;28;55;19;41;9;61;46;4;34;7;25;18;58;40;44;14;5;24;62;42;22;11;30;59;57;37;21;64;20;56;43;10;8;312
8;312;47;35;51;16;15;29;54;60;12;50;17;45;52;32;8;27;39;63;13;38;1;6;48;49;31;26;3;23;2;36;53;33;28;55;19;41;9;61;46;4;34;7;25;18;58;40;44;14;5;24;62;42;22;11;30;59;57;37;21;64;20;56;43;10
47;35;51;16;15;29;54;60;12;50;17;45;52;32;8;27;39;63;13;38;1;6;48;49;31;26;3;23;24;36;53;33;28;55;19;41;9;61;46;4;34;7;25;18;58;40;44;14;5;2;62;42;22;11;30;59;57;37;21;64;20;56;43;10;8;312
8;312;47;35;51;16;15;29;54;60;12;50;17;45;52;32;8;27;39;63;13;38;1;6;48;49;31;26;3;23;24;36;53;33;28;55;19;41;9;61;46;4;34;7;25;18;58;40;44;14;5;2;62;42;22;11;30;59;57;37;21;64;20;56;43;10
47;35;51;16;15;29;31;60;12;50;17;45;52;32;8;27;39;63;13;38;1;6;48;49;54;26;3;23;24;36;53;33;28;55;19;41;9;61;46;4;34;7;25;18;58;40;44;14;5;2;62;42;22;11;30;59;57;37;21;64;20;56;43;10;8;312
8;312;47;35;51;16;15;29;31;60;12;50;17;45;52;32;8;27;39;63;13;38;1;6;48;49;54;26;3;23;24;36;53;33;28;55;19;41;9;61;46;4;34;7;25;18;58;40;44;14;5;2;62;42;22;11;30;59;57;37;21;64;20;56;43;10
47;35;51;16;15;29;31;60;12;50;17;45;52;32;8;27;39;63;13;38;1;6;48;46;54;26;3;23;24;36;53;33;28;55;19;41;9;61;49;4;34;7;25;18;58;40;44;14;5;2;62;42;22;11;30;59;57;37;21;64;20;56;43;10;8;300
8;300;47;35;51;16;15;29;31;60;12;50;17;45;52;32;8;27;39;63;13;38;1;6;48;46;54;26;3;23;24;36;53;33;28;55;19;41;9;61;49;4;34;7;25;18;58;40;44;14;5;2;62;42;22;11;30;59;57;37;21;64;20;56;43;10
47;35;51;16;15;29;31;60;12;50;34;45;52;32;8;27;39;63;13;38;1;6;48;46;54;26;3;23;24;36;53;33;28;55;19;41;9;61;49;4;17;7;25;18;58;40;44;14;5;2;62;42;22;11;30;59;57;37;21;64;20;56;43;10;8;300
9;300;47;35;51;16;15;29;31;60;12;50;34;45;52;32;8;27;39;63;13;38;1;6;48;46;54;26;3;23;24;36;53;33;28;55;19;41;9;61;49;4;17;7;25;18;58;40;44;14;5;2;62;42;22;11;30;59;57;37;21;64;20;56;43;10
47;35;51;16;15;29;31;60;12;50;34;45;52;32;8;27;39;4;13;38;1;6;48;46;54;26;3;23;24;36;53;33;28;55;19;41;9;61;49;63;17;7;25;18;58;40;44;14;5;2;62;42;22;11;30;59;57;37;21;64;20;56;43;10;9;300
9;300;47;35;51;16;15;29;31;60;12;50;34;45;52;32;8;27;39;4;13;38;1;6;48;46;54;26;3;23;24;36;53;33;28;55;19;41;9;61;49;63;17;7;25;18;58;40;44;14;5;2;62;42;22;11;30;59;57;37;21;64;20;56;43;10
47;35;51;16;15;29;31;60;12;50;34;45;52;32;8;27;39;44;13;38;1;6;48;46;54;26;3;23;24;36;53;33;28;55;19;41;9;61;49;63;17;7;25;18;58;40;4;14;5;2;62;42;22;11;30;59;57;37;21;64;20;56;43;10;9;300
9;300;47;35;51;16;15;29;31;60;12;50;34;45;52;32;8;27;39;44;13;38;1;6;48;46;54;26;3;23;24;36;53;33;28;55;19;41;9;61;49;63;17;7;25;18;58;40;4;14;5;2;62;42;22;11;30;59;57;37;21;64;20;56;43;10
47;35;51;16;15;29;31;60;12;50;34;45;24;32;8;27;39;44;13;38;1;6;48;46;54;26;3;23;52;36;53;33;28;55;19;41;9;61;49;63;17;7;25;18;58;40;4;14;5;2;62;42;22;11;30;59;57;37;21;64;20;56;43;10;9;300
9;300;47;35;51;16;15;29;31;60;12;50;34;45;24;32;8;27;39;44;13;38;1;6;48;46;54;26;3;23;52;36;53;33;28;55;19;41;9;61;49;63;17;7;25;18;58;40;4;14;5;2;62;42;22;11;30;59;57;37;21;64;20;56;43;10
47;35;51;16;15;29;31;60;12;50;34;45;24;32;8;27;39;44;13;38;1;6;48;46;54;26;3;23;52;36;53;33;28;55;25;41;9;61;49;63;17;7;19;18;58;40;4;14;5;2;62;42;22;11;30;59;57;37;21;64;20;56;43;10;9;300
9;300;47;35;51;16;15;29;31;60;12;50;34;45;24;32;8;27;39;44;13;38;1;6;48;46;54;26;3;23;52;36;53;33;28;55;25;41;9;61;49;63;17;7;19;18;58;40;4;14;5;2;62;42;22;11;30;59;57;37;21;64;20;56;43;10
47;35;51;16;15;29;31;60;12;50;34;45;24;32;8;27;39;17;13;38;1;6;48;46;54;26;3;23;52;36;53;33;28;55;25;41;9;61;49;63;44;7;19;18;58;40;4;14;5;2;62;42;22;11;30;59;57;37;21;64;20;56;43;10;9;300
9;300;47;35;51;16;15;29;31;60;12;50;34;45;24;32;8;27;39;17;13;38;1;6;48;46;54;26;3;23;52;36;53;33;28;55;25;41;9;61;49;63;44;7;19;18;58;40;4;14;5;2;62;42;22;11;30;59;57;37;21;64;20;56;43;10
47;35;51;16;15;29;31;60;12;50;34;45;24;32;8;27;39;17;13;38;1;6;48;46;54;26;2;23;52;36;53;33;28;55;25;41;9;61;49;63;44;7;19;18;58;40;4;14;5;3;62;42;22;11;30;59;57;37;21;64;20;56;43;10;9;296
9;296;47;35;51;16;15;29;31;60;12;50;34;45;24;32;8;27;39;17;13;38;1;6;48;46;54;26;2;23;52;36;53;33;28;55;25;41;9;61;49;63;44;7;19;18;58;40;4;14;5;3;62;42;22;11;30;59;57;37;21;64;20;56;43;10
47;35;51;16;15;29;31;60;12;50;34;45;24;32;8;27;39;17;13;38;1;6;48;46;54;26;2;23;52;36;53;33;28;55;25;41;9;61;49;63;44;7;30;18;58;40;4;14;5;3;62;42;22;11;19;59;57;37;21;64;20;56;43;10;9;296
9;296;47;35;51;16;15;29;31;60;12;50;34;45;24;32;8;27;39;17;13;38;1;6;48;46;54;26;2;23;52;36;53;33;28;55;25;41;9;61;49;63;44;7;30;18;58;40;4;14;5;3;62;42;22;11;19;59;57;37;21;64;20;56;43;10
47;35;51;16;15;29;31;60;12;50;34;45;24;14;8;27;39;17;13;38;1;6;48;46;54;26;2;23;52;36;53;33;28;55;25;41;9;61;49;63;44;7;30;18;58;40;4;32;5;3;62;42;22;11;19;59;57;37;21;64;20;56;43;10;9;284
9;284;47;35;51;16;15;29;31;60;12;50;34;45;24;14;8;27;39;17;13;38;1;6;48;46;54;26;2;23;52;36;53;33;28;55;25;41;9;61;49;63;44;7;30;18;58;40;4;32;5;3;62;42;22;11;19;59;57;37;21;64;20;56;43;10
47;35;51;16;15;29;31;60;12;50;34;45;24;14;8;37;39;17;13;38;1;6;48;46;54;26;2;23;52;36;53;33;28;55;25;41;9;61;49;63;44;7;30;18;58;40;4;32;5;3;62;42;22;11;19;59;57;27;21;64;20;56;43;10;9;284
9;284;47;35;51;16;15;29;31;60;12;50;34;45;24;14;8;37;39;17;13;38;1;6;48;46;54;26;2;23;52;36;53;33;28;55;25;41;9;61;49;63;44;7;30;18;58;40;4;32;5;3;62;42;22;11;19;59;57;27;21;64;20;56;43;10
47;35;51;16;15;29;31;60;12;50;34;45;24;14;8;37;39;17;13;38;1;6;48;46;54;26;2;23;52;36;53;33;28;55;25;41;9;61;49;63;44;7;30;18;58;40;4;32;5;3;62;42;22;11;19;20;57;27;21;64;59;56;43;10;9;284
9;284;47;35;51;16;15;29;31;60;12;50;34;45;24;14;8;37;39;17;13;38;1;6;48;46;54;26;2;23;52;36;53;33;28;55;25;41;9;61;49;63;44;7;30;18;58;40;4;32;5;3;62;42;22;11;19;20;57;27;21;64;59;56;43;10
47;35;51;16;15;29;31;60;12;50;34;45;24;14;8;37;39;17;13;38;1;6;48;46;54;26;2;23;52;36;53;33;28;55;25;41;9;61;49;63;44;7;30;18;58;40;4;32;5;3;62;42;22;11;19;59;57;27;21;64;20;56;43;10;9;284
9;284;47;35;51;16;15;29;31;60;12;50;34;45;24;14;8;37;39;17;13;38;1;6;48;46;54;26;2;23;52;36;53;33;28;55;25;41;9;61;49;63;44;7;30;18;58;40;4;32;5;3;62;42;22;11;19;59;57;27;21;64;20;56;43;10
47;35;51;16;15;29;31;60;12;50;34;45;24;14;8;37;39;17;13;38;1;6;48;46;54;26;2;23;52;36;53;33;28;55;25;41;9;61;49;63;44;7;30;18;22;40;4;32;5;3;62;42;58;11;19;59;57;27;21;64;20;56;43;10;9;284
9;284;47;35;51;16;15;29;31;60;12;50;34;45;24;14;8;37;39;17;13;38;1;6;48;46;54;26;2;23;52;36;53;33;28;55;25;41;9;61;49;63;44;7;30;18;22;40;4;32;5;3;62;42;58;11;19;59;57;27;21;64;20;56;43;10
47;35;51;16;15;29;31;60;5;50;34;45;24;14;8;37;39;17;13;38;1;6;48;46;54;26;2;23;52;36;53;33;28;55;25;41;9;61;49;63;44;7;30;18;22;40;4;32;12;3;62;42;58;11;19;59;57;27;21;64;20;56;43;10;9;284
9;284;47;35;51;16;15;29;31;60;5;50;34;45;24;14;8;37;39;17;13;38;1;6;48;46;54;26;2;23;52;36;53;33;28;55;25;41;9;61;49;63;44;7;30;18;22;40;4;32;12;3;62;42;58;11;19;59;57;27;21;64;20;56;43;10
47;35;51;16;15;29;31;60;5;50;34;45;24;14;8;37;39;17;13;38;1;6;48;46;54;26;2;23;52;41;53;33;28;55;25;36;9;61;49;63;44;7;30;18;22;40;4;32;12;3;62;42;58;11;19;59;57;27;21;64;20;56;43;10;9;288
9;288;47;35;51;16;15;29;31;60;5;50;34;45;24;14;8;37;39;17;13;38;1;6;48;46;54;26;2;23;52;41;53;33;28;55;25;36;9;61;49;63;44;7;30;18;22;40;4;32;12;3;62;42;58;11;19;59;57;27;21;64;20;56;43;10
47;35;51;16;15;29;31;60;5;50;34;45;24;14;8;37;39;17;13;38;1;6;48;46;9;26;2;23;52;41;53;33;28;55;25;36;54;61;49;63;44;7;30;18;22;40;4;32;12;3;62;42;58;11;19;59;57;27;21;64;20;56;43;10;9;276
9;276;47;35;51;16;15;29;31;60;5;50;34;45;24;14;8;37;39;17;13;38;1;6;48;46;9;26;2;23;52;41;53;33;28;55;25;36;54;61;49;63;44;7;30;18;22;40;4;32;12;3;62;42;58;11;19;59;57;27;21;64;20;56;43;10
47;35;14;16;15;29;31;60;5;50;34;45;24;51;8;37;39;17;13;38;1;6;48;46;9;26;2;23;52;41;53;33;28;55;25;36;54;61;49;63;44;7;30;18;22;40;4;32;12;3;62;42;58;11;19;59;57;27;21;64;20;56;43;10;9;292
9;292;47;35;14;16;15;29;31;60;5;50;34;45;24;51;8;37;39;17;13;38;1;6;48;46;9;26;2;23;52;41;53;33;28;55;25;36;54;61;49;63;44;7;30;18;22;40;4;32;12;3;62;42;58;11;19;59;57;27;21;64;20;56;43;10
37;35;14;16;15;29;31;60;5;50;34;45;24;51;8;47;39;17;13;38;1;6;48;46;9;26;2;23;52;41;53;33;28;55;25;36;54;61;49;63;44;7;30;18;22;40;4;32;12;3;62;42;58;11;19;59;57;27;21;64;20;56;43;10;9;292
9;292;37;35;14;16;15;29;31;60;5;50;34;45;24;51;8;47;39;17;13;38;1;6;48;46;9;26;2;23;52;41;53;33;28;55;25;36;54;61;49;63;44;7;30;18;22;40;4;32;12;3;62;42;58;11;19;59;57;27;21;64;20;56;43;10
37;35;14;16;15;29;31;60;5;50;34;45;24;51;8;47;39;17;13;38;1;6;48;28;9;26;2;23;52;41;53;33;46;55;25;36;54;61;49;63;44;7;30;18;22;40;4;32;12;3;62;42;58;11;19;59;57;27;21;64;20;56;43;10;9;296
9;296;37;35;14;16;15;29;31;60;5;50;34;45;24;51;8;47;39;17;13;38;1;6;48;28;9;26;2;23;52;41;53;33;46;55;25;36;54;61;49;63;44;7;30;18;22;40;4;32;12;3;62;42;58;11;19;59;57;27;21;64;20;56;43;10
37;35;14;16;15;29;31;60;5;50;34;45;24;51;8;47;39;17;13;38;1;6;48;28;9;26;2;23;52;41;53;33;46;55;25;36;54;61;49;63;44;7;30;18;20;40;4;32;12;3;62;42;58;11;19;59;57;27;21;64;22;56;43;10;9;296
9;296;37;35;14;16;15;29;31;60;5;50;34;45;24;51;8;47;39;17;13;38;1;6;48;28;9;26;2;23;52;41;53;33;46;55;25;36;54;61;49;63;44;7;30;18;20;40;4;32;12;3;62;42;58;11;19;59;57;27;21;64;22;56;43;10
37;35;14;16;15;29;31;60;5;50;34;45;24;51;8;47;39;17;13;38;1;6;48;28;9;26;2;23;58;41;53;33;46;55;25;36;54;61;49;63;44;7;30;18;20;40;4;32;12;3;62;42;52;11;19;59;57;27;21;64;22;56;43;10;9;296
10;296;37;35;14;16;15;29;31;60;5;50;34;45;24;51;8;47;39;17;13;38;1;6;48;28;9;26;2;23;58;41;53;33;46;55;25;36;54;61;49;63;44;7;30;18;20;40;4;32;12;3;62;42;52;11;19;59;57;27;21;64;22;56;43;10
37;35;56;16;15;29;31;60;5;50;34;45;24;51;8;47;39;17;13;38;1;6;48;28;9;26;2;23;58;41;53;33;46;55;25;36;54;61;49;63;44;7;30;18;20;40;4;32;12;3;62;42;52;11;19;59;57;27;21;64;22;14;43;10;10;300
10;300;37;35;56;16;15;29;31;60;5;50;34;45;24;51;8;47;39;17;13;38;1;6;48;28;9;26;2;23;58;41;53;33;46;55;25;36;54;61;49;63;44;7;30;18;20;40;4;32;12;3;62;42;52;11;19;59;57;27;21;64;22;14;43;10
37;35;56;16;15;29;31;60;5;50;34;45;24;51;8;47;39;62;13;38;1;6;48;28;9;26;2;23;58;41;53;33;46;55;25;36;54;61;49;63;44;7;30;18;20;40;4;32;12;3;17;42;52;11;19;59;57;27;21;64;22;14;43;10;10;300
10;300;37;35;56;16;15;29;31;60;5;50;34;45;24;51;8;47;39;62;13;38;1;6;48;28;9;26;2;23;58;41;53;33;46;55;25;36;54;61;49;63;44;7;30;18;20;40;4;32;12;3;17;42;52;11;19;59;57;27;21;64;22;14;43;10
37;35;56;16;15;29;31;60;5;50;34;45;24;51;8;47;39;62;13;38;1;6;48;28;9;26;2;23;58;41;53;33;32;55;25;36;54;61;49;63;44;7;30;18;20;40;4;46;12;3;17;42;52;11;19;59;57;27;21;64;22;14;43;10;10;298
