"X1";"X282";"X35";"X5";"X10";"X20";"X52";"X57";"X25";"X59";"X41";"X53";"X22";"X34";"X30";"X40";"X49";"X50";"X9";"X3";"X33";"X23";"X12";"X58";"X37";"X7";"X27";"X51";"X47";"X61";"X60";"X1.1";"X38";"X31";"X16";"X62";"X32";"X48";"X8";"X21";"X2";"X24";"X54";"X43";"X45";"X36";"X39";"X55";"X46";"X64";"X13";"X26";"X6";"X17";"X44";"X4";"X11";"X14";"X15";"X19";"X42";"X56";"X18";"X63";"X29";"X28"
60;41;59;20;45;64;24;3;23;21;13;10;6;39;32;50;25;38;52;47;33;46;8;43;2;57;56;58;29;31;12;17;30;18;53;48;26;54;35;19;51;4;37;28;44;15;14;9;5;7;36;62;61;55;22;42;11;1;40;34;27;16;49;63;11;286
11;286;60;41;59;20;45;64;24;3;23;21;13;10;6;39;32;50;25;38;52;47;33;46;8;43;2;57;56;58;29;31;12;17;30;18;53;48;26;54;35;19;51;4;37;28;44;15;14;9;5;7;36;62;61;55;22;42;11;1;40;34;27;16;49;63
60;41;59;20;45;64;24;3;23;21;13;10;6;36;32;50;25;38;52;47;33;46;8;43;2;57;56;58;29;31;12;17;30;18;53;48;26;54;35;19;51;4;37;28;44;15;14;9;5;7;39;62;61;55;22;42;11;1;40;34;27;16;49;63;11;286
11;286;60;41;59;20;45;64;24;3;23;21;13;10;6;36;32;50;25;38;52;47;33;46;8;43;2;57;56;58;29;31;12;17;30;18;53;48;26;54;35;19;51;4;37;28;44;15;14;9;5;7;39;62;61;55;22;42;11;1;40;34;27;16;49;63
60;41;59;20;45;64;24;3;23;21;13;10;48;36;32;50;25;38;52;47;33;46;8;43;2;57;56;58;29;31;12;17;30;18;53;6;26;54;35;19;51;4;37;28;44;15;14;9;5;7;39;62;61;55;22;42;11;1;40;34;27;16;49;63;11;286
11;286;60;41;59;20;45;64;24;3;23;21;13;10;48;36;32;50;25;38;52;47;33;46;8;43;2;57;56;58;29;31;12;17;30;18;53;6;26;54;35;19;51;4;37;28;44;15;14;9;5;7;39;62;61;55;22;42;11;1;40;34;27;16;49;63
60;41;59;20;45;64;24;3;23;21;13;10;48;36;32;50;25;38;52;47;33;46;8;43;2;57;56;58;29;31;12;17;30;18;53;6;26;54;35;19;51;4;16;28;44;15;14;9;5;7;39;62;61;55;22;42;11;1;40;34;27;37;49;63;11;286
11;286;60;41;59;20;45;64;24;3;23;21;13;10;48;36;32;50;25;38;52;47;33;46;8;43;2;57;56;58;29;31;12;17;30;18;53;6;26;54;35;19;51;4;16;28;44;15;14;9;5;7;39;62;61;55;22;42;11;1;40;34;27;37;49;63
60;41;59;20;45;64;24;3;23;21;13;10;48;36;32;50;25;38;52;47;33;46;8;43;2;57;56;58;26;31;12;17;30;18;53;6;29;54;35;19;51;4;16;28;44;15;14;9;5;7;39;62;61;55;22;42;11;1;40;34;27;37;49;63;11;286
12;286;60;41;59;20;45;64;24;3;23;21;13;10;48;36;32;50;25;38;52;47;33;46;8;43;2;57;56;58;26;31;12;17;30;18;53;6;29;54;35;19;51;4;16;28;44;15;14;9;5;7;39;62;61;55;22;42;11;1;40;34;27;37;49;63
60;41;59;56;45;64;24;3;23;21;13;10;48;36;32;50;25;38;52;47;33;46;8;43;2;57;20;58;26;31;12;17;30;18;53;6;29;54;35;19;51;4;16;28;44;15;14;9;5;7;39;62;61;55;22;42;11;1;40;34;27;37;49;63;12;286
12;286;60;41;59;56;45;64;24;3;23;21;13;10;48;36;32;50;25;38;52;47;33;46;8;43;2;57;20;58;26;31;12;17;30;18;53;6;29;54;35;19;51;4;16;28;44;15;14;9;5;7;39;62;61;55;22;42;11;1;40;34;27;37;49;63
60;41;59;56;45;64;19;3;23;21;13;10;48;36;32;50;25;38;52;47;33;46;8;43;2;57;20;58;26;31;12;17;30;18;53;6;29;54;35;24;51;4;16;28;44;15;14;9;5;7;39;62;61;55;22;42;11;1;40;34;27;37;49;63;12;286
12;286;60;41;59;56;45;64;19;3;23;21;13;10;48;36;32;50;25;38;52;47;33;46;8;43;2;57;20;58;26;31;12;17;30;18;53;6;29;54;35;24;51;4;16;28;44;15;14;9;5;7;39;62;61;55;22;42;11;1;40;34;27;37;49;63
60;41;59;56;45;64;19;3;23;21;13;10;48;36;32;50;58;38;52;47;33;46;8;43;2;57;20;25;26;31;12;17;30;18;53;6;29;54;35;24;51;4;16;28;44;15;14;9;5;7;39;62;61;55;22;42;11;1;40;34;27;37;49;63;12;286
12;286;60;41;59;56;45;64;19;3;23;21;13;10;48;36;32;50;58;38;52;47;33;46;8;43;2;57;20;25;26;31;12;17;30;18;53;6;29;54;35;24;51;4;16;28;44;15;14;9;5;7;39;62;61;55;22;42;11;1;40;34;27;37;49;63
60;41;59;56;45;64;19;3;23;21;13;10;48;36;32;50;58;38;52;47;33;46;8;43;2;22;20;25;26;31;12;17;30;18;53;6;29;54;35;24;51;4;16;28;44;15;14;9;5;7;39;62;61;55;57;42;11;1;40;34;27;37;49;63;12;286
12;286;60;41;59;56;45;64;19;3;23;21;13;10;48;36;32;50;58;38;52;47;33;46;8;43;2;22;20;25;26;31;12;17;30;18;53;6;29;54;35;24;51;4;16;28;44;15;14;9;5;7;39;62;61;55;57;42;11;1;40;34;27;37;49;63
60;41;59;56;45;64;19;3;23;21;13;10;48;36;32;50;58;38;52;47;33;46;8;43;2;22;20;25;26;31;12;5;30;18;53;6;29;54;35;24;51;4;16;28;44;15;14;9;17;7;39;62;61;55;57;42;11;1;40;34;27;37;49;63;12;290
12;290;60;41;59;56;45;64;19;3;23;21;13;10;48;36;32;50;58;38;52;47;33;46;8;43;2;22;20;25;26;31;12;5;30;18;53;6;29;54;35;24;51;4;16;28;44;15;14;9;17;7;39;62;61;55;57;42;11;1;40;34;27;37;49;63
60;41;59;28;45;64;19;3;23;21;13;10;48;36;32;50;58;38;52;47;33;46;8;43;2;22;20;25;26;31;12;5;30;18;53;6;29;54;35;24;51;4;16;56;44;15;14;9;17;7;39;62;61;55;57;42;11;1;40;34;27;37;49;63;12;298
12;298;60;41;59;28;45;64;19;3;23;21;13;10;48;36;32;50;58;38;52;47;33;46;8;43;2;22;20;25;26;31;12;5;30;18;53;6;29;54;35;24;51;4;16;56;44;15;14;9;17;7;39;62;61;55;57;42;11;1;40;34;27;37;49;63
60;41;59;28;45;64;19;3;23;21;13;10;48;36;32;50;58;38;52;47;33;46;8;43;2;22;20;25;26;31;12;5;30;18;53;6;29;42;35;24;51;4;16;56;44;15;14;9;17;7;39;62;61;55;57;54;11;1;40;34;27;37;49;63;12;298
12;298;60;41;59;28;45;64;19;3;23;21;13;10;48;36;32;50;58;38;52;47;33;46;8;43;2;22;20;25;26;31;12;5;30;18;53;6;29;42;35;24;51;4;16;56;44;15;14;9;17;7;39;62;61;55;57;54;11;1;40;34;27;37;49;63
60;41;59;28;45;64;19;3;23;21;13;10;48;36;32;37;58;38;52;47;33;46;8;43;2;22;20;25;26;31;12;5;30;18;53;6;29;42;35;24;51;4;16;56;44;15;14;9;17;7;39;62;61;55;57;54;11;1;40;34;27;50;49;63;12;298
12;298;60;41;59;28;45;64;19;3;23;21;13;10;48;36;32;37;58;38;52;47;33;46;8;43;2;22;20;25;26;31;12;5;30;18;53;6;29;42;35;24;51;4;16;56;44;15;14;9;17;7;39;62;61;55;57;54;11;1;40;34;27;50;49;63
60;41;59;28;45;64;51;3;23;21;13;10;48;36;32;37;58;38;52;47;33;46;8;43;2;22;20;25;26;31;12;5;30;18;53;6;29;42;35;24;19;4;16;56;44;15;14;9;17;7;39;62;61;55;57;54;11;1;40;34;27;50;49;63;12;298
12;298;60;41;59;28;45;64;51;3;23;21;13;10;48;36;32;37;58;38;52;47;33;46;8;43;2;22;20;25;26;31;12;5;30;18;53;6;29;42;35;24;19;4;16;56;44;15;14;9;17;7;39;62;61;55;57;54;11;1;40;34;27;50;49;63
60;41;59;28;45;64;51;3;23;21;13;10;48;36;32;37;58;38;52;47;33;46;8;43;2;22;20;25;26;31;12;5;30;18;53;6;29;42;35;24;19;4;16;56;44;15;14;9;17;7;57;62;61;55;39;54;11;1;40;34;27;50;49;63;12;298
12;298;60;41;59;28;45;64;51;3;23;21;13;10;48;36;32;37;58;38;52;47;33;46;8;43;2;22;20;25;26;31;12;5;30;18;53;6;29;42;35;24;19;4;16;56;44;15;14;9;17;7;57;62;61;55;39;54;11;1;40;34;27;50;49;63
60;41;59;28;45;64;51;3;23;21;13;10;48;36;32;37;58;38;52;47;33;46;8;43;2;22;20;25;26;31;12;5;30;18;42;6;29;53;35;24;19;4;16;56;44;15;14;9;17;7;57;62;61;55;39;54;11;1;40;34;27;50;49;63;12;298
12;298;60;41;59;28;45;64;51;3;23;21;13;10;48;36;32;37;58;38;52;47;33;46;8;43;2;22;20;25;26;31;12;5;30;18;42;6;29;53;35;24;19;4;16;56;44;15;14;9;17;7;57;62;61;55;39;54;11;1;40;34;27;50;49;63
60;41;59;28;45;64;51;3;23;21;13;10;48;36;32;37;58;38;52;47;33;46;8;43;2;35;20;25;26;31;12;5;30;18;42;6;29;53;22;24;19;4;16;56;44;15;14;9;17;7;57;62;61;55;39;54;11;1;40;34;27;50;49;63;12;292
12;292;60;41;59;28;45;64;51;3;23;21;13;10;48;36;32;37;58;38;52;47;33;46;8;43;2;35;20;25;26;31;12;5;30;18;42;6;29;53;22;24;19;4;16;56;44;15;14;9;17;7;57;62;61;55;39;54;11;1;40;34;27;50;49;63
60;41;59;28;45;64;51;3;23;21;13;10;48;36;32;37;58;38;52;47;33;46;8;43;2;35;20;25;26;31;12;5;30;18;42;6;29;53;22;24;19;4;16;56;44;15;14;9;17;7;57;62;61;11;39;54;55;1;40;34;27;50;49;63;12;292
12;292;60;41;59;28;45;64;51;3;23;21;13;10;48;36;32;37;58;38;52;47;33;46;8;43;2;35;20;25;26;31;12;5;30;18;42;6;29;53;22;24;19;4;16;56;44;15;14;9;17;7;57;62;61;11;39;54;55;1;40;34;27;50;49;63
60;41;59;28;45;64;51;3;23;21;13;10;48;36;43;37;58;38;52;47;33;46;8;32;2;35;20;25;26;31;12;5;30;18;42;6;29;53;22;24;19;4;16;56;44;15;14;9;17;7;57;62;61;11;39;54;55;1;40;34;27;50;49;63;12;296
12;296;60;41;59;28;45;64;51;3;23;21;13;10;48;36;43;37;58;38;52;47;33;46;8;32;2;35;20;25;26;31;12;5;30;18;42;6;29;53;22;24;19;4;16;56;44;15;14;9;17;7;57;62;61;11;39;54;55;1;40;34;27;50;49;63
60;41;59;28;45;64;51;3;23;21;13;10;48;36;43;37;58;7;52;47;33;46;8;32;2;35;20;25;26;31;12;5;30;18;42;6;29;53;22;24;19;4;16;56;44;15;14;9;17;38;57;62;61;11;39;54;55;1;40;34;27;50;49;63;12;296
12;296;60;41;59;28;45;64;51;3;23;21;13;10;48;36;43;37;58;7;52;47;33;46;8;32;2;35;20;25;26;31;12;5;30;18;42;6;29;53;22;24;19;4;16;56;44;15;14;9;17;38;57;62;61;11;39;54;55;1;40;34;27;50;49;63
60;41;59;28;45;64;51;3;23;21;47;10;48;36;43;37;58;7;52;13;33;46;8;32;2;35;20;25;26;31;12;5;30;18;42;6;29;53;22;24;19;4;16;56;44;15;14;9;17;38;57;62;61;11;39;54;55;1;40;34;27;50;49;63;12;280
12;280;60;41;59;28;45;64;51;3;23;21;47;10;48;36;43;37;58;7;52;13;33;46;8;32;2;35;20;25;26;31;12;5;30;18;42;6;29;53;22;24;19;4;16;56;44;15;14;9;17;38;57;62;61;11;39;54;55;1;40;34;27;50;49;63
60;41;59;28;45;64;51;3;23;21;47;10;48;36;43;37;58;7;52;13;33;46;8;32;2;35;20;25;26;31;12;5;30;18;42;6;29;53;22;24;19;4;16;56;40;15;14;9;17;38;57;62;61;11;39;54;55;1;44;34;27;50;49;63;12;280
12;280;60;41;59;28;45;64;51;3;23;21;47;10;48;36;43;37;58;7;52;13;33;46;8;32;2;35;20;25;26;31;12;5;30;18;42;6;29;53;22;24;19;4;16;56;40;15;14;9;17;38;57;62;61;11;39;54;55;1;44;34;27;50;49;63
60;41;59;28;45;64;51;3;23;21;47;10;48;36;43;37;58;7;52;13;33;46;8;32;2;35;20;25;26;31;12;5;30;18;11;6;29;53;22;24;19;4;16;56;40;15;14;9;17;38;57;62;61;42;39;54;55;1;44;34;27;50;49;63;12;282
12;282;60;41;59;28;45;64;51;3;23;21;47;10;48;36;43;37;58;7;52;13;33;46;8;32;2;35;20;25;26;31;12;5;30;18;11;6;29;53;22;24;19;4;16;56;40;15;14;9;17;38;57;62;61;42;39;54;55;1;44;34;27;50;49;63
60;41;59;28;45;64;51;3;23;21;47;10;48;36;43;37;58;7;52;13;33;46;8;32;2;35;20;25;24;31;12;5;30;18;11;6;29;53;22;26;19;4;16;56;40;15;14;9;17;38;57;62;61;42;39;54;55;1;44;34;27;50;49;63;12;282
12;282;60;41;59;28;45;64;51;3;23;21;47;10;48;36;43;37;58;7;52;13;33;46;8;32;2;35;20;25;24;31;12;5;30;18;11;6;29;53;22;26;19;4;16;56;40;15;14;9;17;38;57;62;61;42;39;54;55;1;44;34;27;50;49;63
60;41;59;28;45;64;51;3;23;21;47;10;48;36;43;37;58;7;52;13;16;46;8;32;2;35;20;25;24;31;12;5;30;18;11;6;29;53;22;26;19;4;33;56;40;15;14;9;17;38;57;62;61;42;39;54;55;1;44;34;27;50;49;63;12;282
13;282;60;41;59;28;45;64;51;3;23;21;47;10;48;36;43;37;58;7;52;13;16;46;8;32;2;35;20;25;24;31;12;5;30;18;11;6;29;53;22;26;19;4;33;56;40;15;14;9;17;38;57;62;61;42;39;54;55;1;44;34;27;50;49;63
60;41;59;28;45;64;51;3;23;21;47;10;48;36;43;37;58;7;52;13;16;46;8;32;2;35;20;18;24;31;12;5;30;25;11;6;29;53;22;26;19;4;33;56;40;15;14;9;17;38;57;62;61;42;39;54;55;1;44;34;27;50;49;63;13;286
13;286;60;41;59;28;45;64;51;3;23;21;47;10;48;36;43;37;58;7;52;13;16;46;8;32;2;35;20;18;24;31;12;5;30;25;11;6;29;53;22;26;19;4;33;56;40;15;14;9;17;38;57;62;61;42;39;54;55;1;44;34;27;50;49;63
60;41;59;28;45;64;51;3;23;21;47;10;48;36;43;37;58;7;52;13;16;46;8;32;2;35;20;18;24;31;12;5;30;25;11;6;29;53;22;26;19;4;33;56;40;15;14;9;17;38;57;62;61;42;44;54;55;1;39;34;27;50;49;63;13;286
13;286;60;41;59;28;45;64;51;3;23;21;47;10;48;36;43;37;58;7;52;13;16;46;8;32;2;35;20;18;24;31;12;5;30;25;11;6;29;53;22;26;19;4;33;56;40;15;14;9;17;38;57;62;61;42;44;54;55;1;39;34;27;50;49;63
60;41;59;28;45;64;51;3;23;21;47;10;48;36;43;37;58;7;52;13;16;46;8;24;2;35;20;18;32;31;12;5;30;25;11;6;29;53;22;26;19;4;33;56;40;15;14;9;17;38;57;62;61;42;44;54;55;1;39;34;27;50;49;63;13;286
13;286;60;41;59;28;45;64;51;3;23;21;47;10;48;36;43;37;58;7;52;13;16;46;8;24;2;35;20;18;32;31;12;5;30;25;11;6;29;53;22;26;19;4;33;56;40;15;14;9;17;38;57;62;61;42;44;54;55;1;39;34;27;50;49;63
60;41;59;28;45;50;51;3;23;21;47;10;48;36;43;37;58;7;52;13;16;46;8;24;2;35;20;18;32;31;12;5;30;25;11;6;29;53;22;26;19;4;33;56;40;15;14;9;17;38;57;62;61;42;44;54;55;1;39;34;27;64;49;63;13;294
13;294;60;41;59;28;45;50;51;3;23;21;47;10;48;36;43;37;58;7;52;13;16;46;8;24;2;35;20;18;32;31;12;5;30;25;11;6;29;53;22;26;19;4;33;56;40;15;14;9;17;38;57;62;61;42;44;54;55;1;39;34;27;64;49;63
60;41;59;28;45;50;51;3;23;21;47;10;48;36;43;37;58;7;52;13;16;46;8;24;2;53;20;18;32;31;12;5;30;25;11;6;29;35;22;26;19;4;33;56;40;15;14;9;17;38;57;62;61;42;44;54;55;1;39;34;27;64;49;63;13;294
13;294;60;41;59;28;45;50;51;3;23;21;47;10;48;36;43;37;58;7;52;13;16;46;8;24;2;53;20;18;32;31;12;5;30;25;11;6;29;35;22;26;19;4;33;56;40;15;14;9;17;38;57;62;61;42;44;54;55;1;39;34;27;64;49;63
60;41;59;28;45;50;51;3;23;21;47;10;48;36;43;37;58;7;52;13;16;46;8;24;2;53;20;18;32;31;12;5;30;25;11;6;29;35;22;26;19;4;33;56;40;15;14;9;17;38;57;62;61;42;44;54;1;55;39;34;27;64;49;63;13;294
13;294;60;41;59;28;45;50;51;3;23;21;47;10;48;36;43;37;58;7;52;13;16;46;8;24;2;53;20;18;32;31;12;5;30;25;11;6;29;35;22;26;19;4;33;56;40;15;14;9;17;38;57;62;61;42;44;54;1;55;39;34;27;64;49;63
60;41;59;28;56;50;51;3;23;21;47;10;48;36;43;37;58;7;52;13;16;46;8;24;2;53;20;18;32;31;12;5;30;25;11;6;29;35;22;26;19;4;33;45;40;15;14;9;17;38;57;62;61;42;44;54;1;55;39;34;27;64;49;63;13;294
13;294;60;41;59;28;56;50;51;3;23;21;47;10;48;36;43;37;58;7;52;13;16;46;8;24;2;53;20;18;32;31;12;5;30;25;11;6;29;35;22;26;19;4;33;45;40;15;14;9;17;38;57;62;61;42;44;54;1;55;39;34;27;64;49;63
60;41;59;28;56;10;51;3;23;21;47;50;48;36;43;37;58;7;52;13;16;46;8;24;2;53;20;18;32;31;12;5;30;25;11;6;29;35;22;26;19;4;33;45;40;15;14;9;17;38;57;62;61;42;44;54;1;55;39;34;27;64;49;63;13;290
13;290;60;41;59;28;56;10;51;3;23;21;47;50;48;36;43;37;58;7;52;13;16;46;8;24;2;53;20;18;32;31;12;5;30;25;11;6;29;35;22;26;19;4;33;45;40;15;14;9;17;38;57;62;61;42;44;54;1;55;39;34;27;64;49;63
60;41;59;28;56;10;51;3;23;21;47;50;48;36;43;37;58;7;9;13;16;46;8;24;2;53;20;18;32;31;12;5;30;25;11;6;29;35;22;26;19;4;33;45;40;15;14;52;17;38;57;62;61;42;44;54;1;55;39;34;27;64;49;63;13;266
13;266;60;41;59;28;56;10;51;3;23;21;47;50;48;36;43;37;58;7;9;13;16;46;8;24;2;53;20;18;32;31;12;5;30;25;11;6;29;35;22;26;19;4;33;45;40;15;14;52;17;38;57;62;61;42;44;54;1;55;39;34;27;64;49;63
60;41;59;28;56;10;51;3;23;21;47;50;43;36;48;37;58;7;9;13;16;46;8;24;2;53;20;18;32;31;12;5;30;25;11;6;29;35;22;26;19;4;33;45;40;15;14;52;17;38;57;62;61;42;44;54;1;55;39;34;27;64;49;63;13;274
13;266;60;41;59;28;56;10;51;3;23;21;47;50;48;36;43;37;58;7;9;13;16;46;8;24;2;53;20;18;32;31;12;5;30;25;11;6;29;35;22;26;19;4;33;45;40;15;14;52;17;38;57;62;61;42;44;54;1;55;39;34;27;64;49;63
60;41;59;28;56;10;51;3;23;21;47;50;48;36;43;63;58;7;9;13;16;46;8;24;2;53;20;18;32;31;12;5;30;25;11;6;29;35;22;26;19;4;33;45;40;15;14;52;17;38;57;62;61;42;44;54;1;55;39;34;27;64;49;37;13;266
13;266;60;41;59;28;56;10;51;3;23;21;47;50;48;36;43;63;58;7;9;13;16;46;8;24;2;53;20;18;32;31;12;5;30;25;11;6;29;35;22;26;19;4;33;45;40;15;14;52;17;38;57;62;61;42;44;54;1;55;39;34;27;64;49;37
60;41;59;28;56;10;51;3;23;21;47;50;48;36;43;63;58;7;9;13;64;46;8;24;2;53;20;18;32;31;12;5;30;25;11;6;29;35;22;26;19;4;33;45;40;15;14;52;17;38;57;62;61;42;44;54;1;55;39;34;27;16;49;37;13;266
13;266;60;41;59;28;56;10;51;3;23;21;47;50;48;36;43;63;58;7;9;13;64;46;8;24;2;53;20;18;32;31;12;5;30;25;11;6;29;35;22;26;19;4;33;45;40;15;14;52;17;38;57;62;61;42;44;54;1;55;39;34;27;16;49;37
60;41;59;28;56;10;51;3;23;21;47;50;48;36;43;63;58;7;9;13;64;46;8;24;2;53;20;39;32;31;12;5;30;25;11;6;29;35;22;26;19;4;33;45;40;15;14;52;17;38;57;62;61;42;44;54;1;55;18;34;27;16;49;37;13;262
13;262;60;41;59;28;56;10;51;3;23;21;47;50;48;36;43;63;58;7;9;13;64;46;8;24;2;53;20;39;32;31;12;5;30;25;11;6;29;35;22;26;19;4;33;45;40;15;14;52;17;38;57;62;61;42;44;54;1;55;18;34;27;16;49;37
60;41;59;28;56;10;51;3;23;21;47;50;48;36;43;63;58;7;9;13;64;46;8;24;2;53;20;39;32;31;12;5;30;25;11;54;29;35;22;26;19;4;33;45;40;15;14;52;17;38;57;62;61;42;44;6;1;55;18;34;27;16;49;37;13;262
13;262;60;41;59;28;56;10;51;3;23;21;47;50;48;36;43;63;58;7;9;13;64;46;8;24;2;53;20;39;32;31;12;5;30;25;11;54;29;35;22;26;19;4;33;45;40;15;14;52;17;38;57;62;61;42;44;6;1;55;18;34;27;16;49;37
60;41;59;28;56;10;51;3;23;21;47;50;48;36;43;63;58;7;9;19;64;46;8;24;2;53;20;39;32;31;12;5;30;25;11;54;29;35;22;26;13;4;33;45;40;15;14;52;17;38;57;62;61;42;44;6;1;55;18;34;27;16;49;37;13;250
13;250;60;41;59;28;56;10;51;3;23;21;47;50;48;36;43;63;58;7;9;19;64;46;8;24;2;53;20;39;32;31;12;5;30;25;11;54;29;35;22;26;13;4;33;45;40;15;14;52;17;38;57;62;61;42;44;6;1;55;18;34;27;16;49;37
60;41;59;28;56;10;51;3;23;21;47;50;48;36;54;63;58;7;9;19;64;46;8;24;2;53;20;39;32;31;12;5;30;25;11;43;29;35;22;26;13;4;33;45;40;15;14;52;17;38;57;62;61;42;44;6;1;55;18;34;27;16;49;37;13;272
13;272;60;41;59;28;56;10;51;3;23;21;47;50;48;36;54;63;58;7;9;19;64;46;8;24;2;53;20;39;32;31;12;5;30;25;11;43;29;35;22;26;13;4;33;45;40;15;14;52;17;38;57;62;61;42;44;6;1;55;18;34;27;16;49;37
60;41;59;28;56;10;51;3;23;21;47;50;48;40;54;63;58;7;9;19;64;46;8;24;2;53;20;39;32;31;12;5;30;25;11;43;29;35;22;26;13;4;33;45;36;15;14;52;17;38;57;62;61;42;44;6;1;55;18;34;27;16;49;37;13;264
13;264;60;41;59;28;56;10;51;3;23;21;47;50;48;40;54;63;58;7;9;19;64;46;8;24;2;53;20;39;32;31;12;5;30;25;11;43;29;35;22;26;13;4;33;45;36;15;14;52;17;38;57;62;61;42;44;6;1;55;18;34;27;16;49;37
60;41;59;28;56;10;51;3;23;21;47;50;48;40;54;63;58;7;9;19;64;46;8;24;2;53;20;39;32;31;12;5;30;25;11;43;29;35;22;26;13;4;33;45;36;15;14;52;17;38;57;62;42;61;44;6;1;55;18;34;27;16;49;37;13;264
13;264;60;41;59;28;56;10;51;3;23;21;47;50;48;40;54;63;58;7;9;19;64;46;8;24;2;53;20;39;32;31;12;5;30;25;11;43;29;35;22;26;13;4;33;45;36;15;14;52;17;38;57;62;42;61;44;6;1;55;18;34;27;16;49;37
60;41;59;28;56;10;51;3;23;21;47;50;48;40;54;63;58;7;9;19;22;46;8;24;2;53;20;39;32;31;12;5;30;25;11;43;29;35;64;26;13;4;33;45;36;15;14;52;17;38;57;62;42;61;44;6;1;55;18;34;27;16;49;37;13;270
13;270;60;41;59;28;56;10;51;3;23;21;47;50;48;40;54;63;58;7;9;19;22;46;8;24;2;53;20;39;32;31;12;5;30;25;11;43;29;35;64;26;13;4;33;45;36;15;14;52;17;38;57;62;42;61;44;6;1;55;18;34;27;16;49;37
60;41;59;3;56;10;51;28;23;21;47;50;48;40;54;63;58;7;9;19;22;46;8;24;2;53;20;39;32;31;12;5;30;25;11;43;29;35;64;26;13;4;33;45;36;15;14;52;17;38;57;62;42;61;44;6;1;55;18;34;27;16;49;37;13;266
14;266;60;41;59;3;56;10;51;28;23;21;47;50;48;40;54;63;58;7;9;19;22;46;8;24;2;53;20;39;32;31;12;5;30;25;11;43;29;35;64;26;13;4;33;45;36;15;14;52;17;38;57;62;42;61;44;6;1;55;18;34;27;16;49;37
60;41;59;3;56;10;51;28;23;21;47;50;48;40;54;63;58;7;9;19;22;46;8;24;2;53;20;39;32;31;12;5;30;25;11;37;29;35;64;26;13;4;33;45;36;15;14;52;17;38;57;62;42;61;44;6;1;55;18;34;27;16;49;43;14;266
14;266;60;41;59;3;56;10;51;28;23;21;47;50;48;40;54;63;58;7;9;19;22;46;8;24;2;53;20;39;32;31;12;5;30;25;11;37;29;35;64;26;13;4;33;45;36;15;14;52;17;38;57;62;42;61;44;6;1;55;18;34;27;16;49;43
60;41;59;3;56;10;51;28;23;21;47;24;48;40;54;63;58;7;9;19;22;46;8;50;2;53;20;39;32;31;12;5;30;25;11;37;29;35;64;26;13;4;33;45;36;15;14;52;17;38;57;62;42;61;44;6;1;55;18;34;27;16;49;43;14;266
14;266;60;41;59;3;56;10;51;28;23;21;47;24;48;40;54;63;58;7;9;19;22;46;8;50;2;53;20;39;32;31;12;5;30;25;11;37;29;35;64;26;13;4;33;45;36;15;14;52;17;38;57;62;42;61;44;6;1;55;18;34;27;16;49;43
60;41;59;3;56;10;51;21;23;28;47;24;48;40;54;63;58;7;9;19;22;46;8;50;2;53;20;39;32;31;12;5;30;25;11;37;29;35;64;26;13;4;33;45;36;15;14;52;17;38;57;62;42;61;44;6;1;55;18;34;27;16;49;43;14;266
14;266;60;41;59;3;56;10;51;21;23;28;47;24;48;40;54;63;58;7;9;19;22;46;8;50;2;53;20;39;32;31;12;5;30;25;11;37;29;35;64;26;13;4;33;45;36;15;14;52;17;38;57;62;42;61;44;6;1;55;18;34;27;16;49;43
60;41;59;3;56;10;51;21;23;28;47;24;48;40;54;63;58;7;9;19;22;46;8;50;2;53;20;39;32;31;12;5;30;25;29;37;11;35;64;26;13;4;33;45;36;15;14;52;17;38;57;62;42;61;44;6;1;55;18;34;27;16;49;43;14;264
14;264;60;41;59;3;56;10;51;21;23;28;47;24;48;40;54;63;58;7;9;19;22;46;8;50;2;53;20;39;32;31;12;5;30;25;29;37;11;35;64;26;13;4;33;45;36;15;14;52;17;38;57;62;42;61;44;6;1;55;18;34;27;16;49;43
60;41;59;3;56;10;51;21;23;28;47;24;48;40;54;63;58;7;9;19;22;46;8;50;2;53;20;39;32;31;12;5;30;25;15;37;11;35;64;26;13;4;33;45;36;29;14;52;17;38;57;62;42;61;44;6;1;55;18;34;27;16;49;43;14;268
14;268;60;41;59;3;56;10;51;21;23;28;47;24;48;40;54;63;58;7;9;19;22;46;8;50;2;53;20;39;32;31;12;5;30;25;15;37;11;35;64;26;13;4;33;45;36;29;14;52;17;38;57;62;42;61;44;6;1;55;18;34;27;16;49;43
60;41;59;3;56;10;51;21;23;28;47;24;48;40;54;63;58;7;9;19;22;46;8;50;2;53;20;39;32;31;12;5;30;25;15;37;11;35;64;26;13;4;33;45;36;29;14;52;17;38;57;49;42;61;44;6;1;55;18;34;27;16;62;43;14;268
14;268;60;41;59;3;56;10;51;21;23;28;47;24;48;40;54;63;58;7;9;19;22;46;8;50;2;53;20;39;32;31;12;5;30;25;15;37;11;35;64;26;13;4;33;45;36;29;14;52;17;38;57;49;42;61;44;6;1;55;18;34;27;16;62;43
60;41;59;3;56;10;51;21;23;28;47;24;48;40;54;63;58;7;9;19;22;46;8;50;2;53;20;39;32;31;12;5;30;25;15;37;11;35;64;26;13;4;33;45;36;29;14;52;17;38;61;49;42;57;44;6;1;55;18;34;27;16;62;43;14;268
14;268;60;41;59;3;56;10;51;21;23;28;47;24;48;40;54;63;58;7;9;19;22;46;8;50;2;53;20;39;32;31;12;5;30;25;15;37;11;35;64;26;13;4;33;45;36;29;14;52;17;38;61;49;42;57;44;6;1;55;18;34;27;16;62;43
