"X1";"X27956";"X7";"X21";"X9";"X20";"X32";"X24";"X22";"X14";"X1.1";"X8";"X31";"X13";"X17";"X5";"X2";"X30";"X12";"X4";"X19";"X3";"X25";"X26";"X16";"X18";"X29";"X11";"X6";"X15";"X23";"X27";"X10";"X28"
28;7;3;20;10;26;12;4;13;14;11;9;21;6;16;25;31;29;15;24;8;1;27;22;19;30;17;32;2;23;18;5;27;26568
27;26568;28;7;3;20;10;26;12;4;13;14;11;9;21;6;16;25;31;29;15;24;8;1;27;22;19;30;17;32;2;23;18;5
28;7;3;20;10;26;12;4;13;14;11;9;21;5;16;25;31;29;15;24;8;1;27;22;19;30;17;32;2;23;18;6;27;26448
27;26448;28;7;3;20;10;26;12;4;13;14;11;9;21;5;16;25;31;29;15;24;8;1;27;22;19;30;17;32;2;23;18;6
28;7;3;20;10;26;12;4;13;14;11;9;32;5;16;25;31;29;15;24;8;1;27;22;19;30;17;21;2;23;18;6;27;27088
27;27088;28;7;3;20;10;26;12;4;13;14;11;9;32;5;16;25;31;29;15;24;8;1;27;22;19;30;17;21;2;23;18;6
28;7;3;20;10;26;12;4;13;14;11;9;32;5;16;25;31;29;15;27;8;1;24;22;19;30;17;21;2;23;18;6;27;27168
27;27168;28;7;3;20;10;26;12;4;13;14;11;9;32;5;16;25;31;29;15;27;8;1;24;22;19;30;17;21;2;23;18;6
28;7;3;20;10;26;12;4;13;14;11;9;24;5;16;25;31;29;15;27;8;1;32;22;19;30;17;21;2;23;18;6;27;27408
28;27408;28;7;3;20;10;26;12;4;13;14;11;9;24;5;16;25;31;29;15;27;8;1;32;22;19;30;17;21;2;23;18;6
28;7;3;20;10;26;12;4;13;14;22;9;24;5;16;25;31;29;15;27;8;1;32;11;19;30;17;21;2;23;18;6;28;27532
28;27532;28;7;3;20;10;26;12;4;13;14;22;9;24;5;16;25;31;29;15;27;8;1;32;11;19;30;17;21;2;23;18;6
28;7;3;20;10;26;12;4;13;14;22;9;24;5;16;25;15;29;31;27;8;1;32;11;19;30;17;21;2;23;18;6;28;27808
28;27532;28;7;3;20;10;26;12;4;13;14;22;9;24;5;16;25;31;29;15;27;8;1;32;11;19;30;17;21;2;23;18;6
28;7;3;20;10;26;19;4;13;14;22;9;24;5;16;25;31;29;15;27;8;1;32;11;12;30;17;21;2;23;18;6;28;27994
28;27994;28;7;3;20;10;26;19;4;13;14;22;9;24;5;16;25;31;29;15;27;8;1;32;11;12;30;17;21;2;23;18;6
28;7;3;20;10;26;19;4;13;14;22;9;30;5;16;25;31;29;15;27;8;1;32;11;12;24;17;21;2;23;18;6;28;27354
28;27354;28;7;3;20;10;26;19;4;13;14;22;9;30;5;16;25;31;29;15;27;8;1;32;11;12;24;17;21;2;23;18;6
28;7;3;23;10;26;19;4;13;14;22;9;30;5;16;25;31;29;15;27;8;1;32;11;12;24;17;21;2;20;18;6;28;26674
28;26674;28;7;3;23;10;26;19;4;13;14;22;9;30;5;16;25;31;29;15;27;8;1;32;11;12;24;17;21;2;20;18;6
28;7;3;23;10;26;19;4;13;14;22;9;30;5;16;25;31;29;8;27;15;1;32;11;12;24;17;21;2;20;18;6;28;26814
28;26814;28;7;3;23;10;26;19;4;13;14;22;9;30;5;16;25;31;29;8;27;15;1;32;11;12;24;17;21;2;20;18;6
28;7;3;23;10;26;19;4;13;21;22;9;30;5;16;25;31;29;8;27;15;1;32;11;12;24;17;14;2;20;18;6;28;26348
28;26348;28;7;3;23;10;26;19;4;13;21;22;9;30;5;16;25;31;29;8;27;15;1;32;11;12;24;17;14;2;20;18;6
28;7;3;23;10;26;1;4;13;21;22;9;30;5;16;25;31;29;8;27;15;19;32;11;12;24;17;14;2;20;18;6;28;26732
28;26732;28;7;3;23;10;26;1;4;13;21;22;9;30;5;16;25;31;29;8;27;15;19;32;11;12;24;17;14;2;20;18;6
28;7;3;23;25;26;1;4;13;21;22;9;30;5;16;10;31;29;8;27;15;19;32;11;12;24;17;14;2;20;18;6;28;26982
28;26982;28;7;3;23;25;26;1;4;13;21;22;9;30;5;16;10;31;29;8;27;15;19;32;11;12;24;17;14;2;20;18;6
28;7;25;23;3;26;1;4;13;21;22;9;30;5;16;10;31;29;8;27;15;19;32;11;12;24;17;14;2;20;18;6;28;26386
28;26386;28;7;25;23;3;26;1;4;13;21;22;9;30;5;16;10;31;29;8;27;15;19;32;11;12;24;17;14;2;20;18;6
28;7;25;23;3;26;1;4;13;19;22;9;30;5;16;10;31;29;8;27;15;21;32;11;12;24;17;14;2;20;18;6;28;26346
28;26346;28;7;25;23;3;26;1;4;13;19;22;9;30;5;16;10;31;29;8;27;15;21;32;11;12;24;17;14;2;20;18;6
28;7;25;23;3;26;16;4;13;19;22;9;30;5;1;10;31;29;8;27;15;21;32;11;12;24;17;14;2;20;18;6;28;25826
28;25826;28;7;25;23;3;26;16;4;13;19;22;9;30;5;1;10;31;29;8;27;15;21;32;11;12;24;17;14;2;20;18;6
28;7;25;23;3;26;16;4;11;19;22;9;30;5;1;10;31;29;8;27;15;21;32;13;12;24;17;14;2;20;18;6;28;25926
28;25926;28;7;25;23;3;26;16;4;11;19;22;9;30;5;1;10;31;29;8;27;15;21;32;13;12;24;17;14;2;20;18;6
28;7;25;23;3;26;16;4;11;19;22;9;30;5;1;10;31;29;24;27;15;21;32;13;12;8;17;14;2;20;18;6;28;26294
28;26294;28;7;25;23;3;26;16;4;11;19;22;9;30;5;1;10;31;29;24;27;15;21;32;13;12;8;17;14;2;20;18;6
28;7;25;23;3;26;16;4;11;19;22;9;29;5;1;10;31;30;24;27;15;21;32;13;12;8;17;14;2;20;18;6;28;26634
28;26634;28;7;25;23;3;26;16;4;11;19;22;9;29;5;1;10;31;30;24;27;15;21;32;13;12;8;17;14;2;20;18;6
28;6;25;23;3;26;16;4;11;19;22;9;29;5;1;10;31;30;24;27;15;21;32;13;12;8;17;14;2;20;18;7;28;26774
28;26774;28;6;25;23;3;26;16;4;11;19;22;9;29;5;1;10;31;30;24;27;15;21;32;13;12;8;17;14;2;20;18;7
28;6;25;23;3;17;16;4;11;19;22;9;29;5;1;10;31;30;24;27;15;21;32;13;12;8;26;14;2;20;18;7;28;27354
28;27354;28;6;25;23;3;17;16;4;11;19;22;9;29;5;1;10;31;30;24;27;15;21;32;13;12;8;26;14;2;20;18;7
28;6;25;23;3;17;16;4;11;19;22;10;29;5;1;9;31;30;24;27;15;21;32;13;12;8;26;14;2;20;18;7;28;27634
28;27634;28;6;25;23;3;17;16;4;11;19;22;10;29;5;1;9;31;30;24;27;15;21;32;13;12;8;26;14;2;20;18;7
28;6;25;23;3;17;16;4;11;19;9;10;29;5;1;22;31;30;24;27;15;21;32;13;12;8;26;14;2;20;18;7;28;27394
28;27394;28;6;25;23;3;17;16;4;11;19;9;10;29;5;1;22;31;30;24;27;15;21;32;13;12;8;26;14;2;20;18;7
28;6;25;23;3;22;16;4;11;19;9;10;29;5;1;17;31;30;24;27;15;21;32;13;12;8;26;14;2;20;18;7;28;27594
29;27594;28;6;25;23;3;22;16;4;11;19;9;10;29;5;1;17;31;30;24;27;15;21;32;13;12;8;26;14;2;20;18;7
28;6;25;23;3;22;16;4;11;19;9;14;29;5;1;17;31;30;24;27;15;21;32;13;12;8;26;10;2;20;18;7;29;27794
29;27794;28;6;25;23;3;22;16;4;11;19;9;14;29;5;1;17;31;30;24;27;15;21;32;13;12;8;26;10;2;20;18;7
28;6;25;23;3;32;16;4;11;19;9;14;29;5;1;17;31;30;24;27;15;21;22;13;12;8;26;10;2;20;18;7;29;28114
29;28114;28;6;25;23;3;32;16;4;11;19;9;14;29;5;1;17;31;30;24;27;15;21;22;13;12;8;26;10;2;20;18;7
28;6;25;23;3;32;16;4;11;19;9;14;29;5;1;17;31;30;24;27;15;21;20;13;12;8;26;10;2;22;18;7;29;28614
29;28114;28;6;25;23;3;32;16;4;11;19;9;14;29;5;1;17;31;30;24;27;15;21;22;13;12;8;26;10;2;20;18;7
28;6;25;23;3;32;16;4;11;19;10;14;29;5;1;17;31;30;24;27;15;21;22;13;12;8;26;9;2;20;18;7;29;27834
29;27834;28;6;25;23;3;32;16;4;11;19;10;14;29;5;1;17;31;30;24;27;15;21;22;13;12;8;26;9;2;20;18;7
28;6;25;23;3;32;16;4;11;19;10;14;29;5;1;15;31;30;24;27;17;21;22;13;12;8;26;9;2;20;18;7;29;27124
29;27124;28;6;25;23;3;32;16;4;11;19;10;14;29;5;1;15;31;30;24;27;17;21;22;13;12;8;26;9;2;20;18;7
28;6;25;23;3;32;16;4;11;19;10;14;29;5;1;15;31;30;24;27;17;21;22;13;12;8;20;9;2;26;18;7;29;27604
29;27604;28;6;25;23;3;32;16;4;11;19;10;14;29;5;1;15;31;30;24;27;17;21;22;13;12;8;20;9;2;26;18;7
28;6;25;23;3;32;16;4;11;19;10;14;29;5;1;15;31;30;24;27;17;21;22;13;12;8;20;2;9;26;18;7;29;27464
29;27464;28;6;25;23;3;32;16;4;11;19;10;14;29;5;1;15;31;30;24;27;17;21;22;13;12;8;20;2;9;26;18;7
28;6;25;18;3;32;16;4;11;19;10;14;29;5;1;15;31;30;24;27;17;21;22;13;12;8;20;2;9;26;23;7;29;27984
29;27984;28;6;25;18;3;32;16;4;11;19;10;14;29;5;1;15;31;30;24;27;17;21;22;13;12;8;20;2;9;26;23;7
28;6;25;18;3;32;16;4;22;19;10;14;29;5;1;15;31;30;24;27;17;21;11;13;12;8;20;2;9;26;23;7;29;28400
29;28400;28;6;25;18;3;32;16;4;22;19;10;14;29;5;1;15;31;30;24;27;17;21;11;13;12;8;20;2;9;26;23;7
28;6;25;18;3;32;16;4;22;19;10;14;29;5;1;13;31;30;24;27;17;21;11;15;12;8;20;2;9;26;23;7;29;28880
29;28880;28;6;25;18;3;32;16;4;22;19;10;14;29;5;1;13;31;30;24;27;17;21;11;15;12;8;20;2;9;26;23;7
28;6;25;18;3;32;16;4;22;19;10;14;29;5;1;13;31;30;24;27;17;21;11;15;12;8;9;2;20;26;23;7;29;28958
29;28958;28;6;25;18;3;32;16;4;22;19;10;14;29;5;1;13;31;30;24;27;17;21;11;15;12;8;9;2;20;26;23;7
28;6;25;18;3;32;16;4;22;19;10;14;29;5;1;13;31;30;17;27;24;21;11;15;12;8;9;2;20;26;23;7;29;28398
29;28398;28;6;25;18;3;32;16;4;22;19;10;14;29;5;1;13;31;30;17;27;24;21;11;15;12;8;9;2;20;26;23;7
28;6;25;18;3;32;16;4;22;13;10;14;29;5;1;19;31;30;17;27;24;21;11;15;12;8;9;2;20;26;23;7;29;27820
29;27820;28;6;25;18;3;32;16;4;22;13;10;14;29;5;1;19;31;30;17;27;24;21;11;15;12;8;9;2;20;26;23;7
28;6;25;18;3;32;16;4;22;13;10;14;29;5;1;19;31;30;12;27;24;21;11;15;17;8;9;2;20;26;23;7;29;28456
29;28456;28;6;25;18;3;32;16;4;22;13;10;14;29;5;1;19;31;30;12;27;24;21;11;15;17;8;9;2;20;26;23;7
28;6;25;18;3;32;16;4;19;13;10;14;29;5;1;22;31;30;12;27;24;21;11;15;17;8;9;2;20;26;23;7;29;28296
29;28296;28;6;25;18;3;32;16;4;19;13;10;14;29;5;1;22;31;30;12;27;24;21;11;15;17;8;9;2;20;26;23;7
28;6;23;18;3;32;16;4;19;13;10;14;29;5;1;22;31;30;12;27;24;21;11;15;17;8;9;2;20;26;25;7;29;27716
29;27716;28;6;23;18;3;32;16;4;19;13;10;14;29;5;1;22;31;30;12;27;24;21;11;15;17;8;9;2;20;26;25;7
28;6;23;18;3;32;16;27;19;13;10;14;29;5;1;22;31;30;12;4;24;21;11;15;17;8;9;2;20;26;25;7;29;27644
29;27644;28;6;23;18;3;32;16;27;19;13;10;14;29;5;1;22;31;30;12;4;24;21;11;15;17;8;9;2;20;26;25;7
28;6;23;18;3;32;16;27;19;13;8;14;29;5;1;22;31;30;12;4;24;21;11;15;17;10;9;2;20;26;25;7;29;27364
29;27364;28;6;23;18;3;32;16;27;19;13;8;14;29;5;1;22;31;30;12;4;24;21;11;15;17;10;9;2;20;26;25;7
28;6;23;18;3;32;24;27;19;13;8;14;29;5;1;22;31;30;12;4;16;21;11;15;17;10;9;2;20;26;25;7;29;27112
29;27112;28;6;23;18;3;32;24;27;19;13;8;14;29;5;1;22;31;30;12;4;16;21;11;15;17;10;9;2;20;26;25;7
28;6;23;18;24;32;3;27;19;13;8;14;29;5;1;22;31;30;12;4;16;21;11;15;17;10;9;2;20;26;25;7;29;27256
30;27256;28;6;23;18;24;32;3;27;19;13;8;14;29;5;1;22;31;30;12;4;16;21;11;15;17;10;9;2;20;26;25;7
28;6;23;18;24;32;3;27;19;13;8;7;29;5;1;22;31;30;12;4;16;21;11;15;17;10;9;2;20;26;25;14;30;26856
30;26856;28;6;23;18;24;32;3;27;19;13;8;7;29;5;1;22;31;30;12;4;16;21;11;15;17;10;9;2;20;26;25;14
28;6;23;18;24;32;3;27;19;13;8;7;29;9;1;22;31;30;12;4;16;21;11;15;17;10;5;2;20;26;25;14;30;26736
30;26736;28;6;23;18;24;32;3;27;19;13;8;7;29;9;1;22;31;30;12;4;16;21;11;15;17;10;5;2;20;26;25;14
28;6;23;18;24;32;3;27;19;13;8;7;29;9;1;22;31;30;20;4;16;21;11;15;17;10;5;2;12;26;25;14;30;25686
30;25686;28;6;23;18;24;32;3;27;19;13;8;7;29;9;1;22;31;30;20;4;16;21;11;15;17;10;5;2;12;26;25;14
28;6;30;18;24;32;3;27;19;13;8;7;29;9;1;22;31;23;20;4;16;21;11;15;17;10;5;2;12;26;25;14;30;26246
30;26246;28;6;30;18;24;32;3;27;19;13;8;7;29;9;1;22;31;23;20;4;16;21;11;15;17;10;5;2;12;26;25;14
28;6;30;18;24;32;3;27;19;13;8;7;29;9;1;22;31;23;20;4;16;21;11;15;17;2;5;10;12;26;25;14;30;26326
30;26326;28;6;30;18;24;32;3;27;19;13;8;7;29;9;1;22;31;23;20;4;16;21;11;15;17;2;5;10;12;26;25;14
28;6;30;18;24;32;3;27;11;13;8;7;29;9;1;22;31;23;20;4;16;21;19;15;17;2;5;10;12;26;25;14;30;26974
30;26974;28;6;30;18;24;32;3;27;11;13;8;7;29;9;1;22;31;23;20;4;16;21;19;15;17;2;5;10;12;26;25;14
28;6;30;18;24;27;3;32;11;13;8;7;29;9;1;22;31;23;20;4;16;21;19;15;17;2;5;10;12;26;25;14;30;26814
30;26814;28;6;30;18;24;27;3;32;11;13;8;7;29;9;1;22;31;23;20;4;16;21;19;15;17;2;5;10;12;26;25;14
28;6;30;1;24;27;3;32;11;13;8;7;29;9;18;22;31;23;20;4;16;21;19;15;17;2;5;10;12;26;25;14;30;27134
30;27134;28;6;30;1;24;27;3;32;11;13;8;7;29;9;18;22;31;23;20;4;16;21;19;15;17;2;5;10;12;26;25;14
28;6;30;1;24;27;3;32;11;13;8;7;29;9;18;22;31;23;19;4;16;21;20;15;17;2;5;10;12;26;25;14;30;27194
30;27194;28;6;30;1;24;27;3;32;11;13;8;7;29;9;18;22;31;23;19;4;16;21;20;15;17;2;5;10;12;26;25;14
28;6;30;1;24;27;3;32;11;13;8;7;29;15;18;22;31;23;19;4;16;21;20;9;17;2;5;10;12;26;25;14;30;27274
30;27274;28;6;30;1;24;27;3;32;11;13;8;7;29;15;18;22;31;23;19;4;16;21;20;9;17;2;5;10;12;26;25;14
28;6;30;1;24;8;3;32;11;13;27;7;29;15;18;22;31;23;19;4;16;21;20;9;17;2;5;10;12;26;25;14;30;27028
30;27028;28;6;30;1;24;8;3;32;11;13;27;7;29;15;18;22;31;23;19;4;16;21;20;9;17;2;5;10;12;26;25;14
28;6;30;1;24;8;3;32;11;13;27;7;29;15;18;20;31;23;19;4;16;21;22;9;17;2;5;10;12;26;25;14;30;27528
30;27528;28;6;30;1;24;8;3;32;11;13;27;7;29;15;18;20;31;23;19;4;16;21;22;9;17;2;5;10;12;26;25;14
28;9;30;1;24;8;3;32;11;13;27;7;29;15;18;20;31;23;19;4;16;21;22;6;17;2;5;10;12;26;25;14;30;28248
30;28248;28;9;30;1;24;8;3;32;11;13;27;7;29;15;18;20;31;23;19;4;16;21;22;6;17;2;5;10;12;26;25;14
28;9;30;1;24;8;21;32;11;13;27;7;29;15;18;20;31;23;19;4;16;3;22;6;17;2;5;10;12;26;25;14;30;28432
30;28432;28;9;30;1;24;8;21;32;11;13;27;7;29;15;18;20;31;23;19;4;16;3;22;6;17;2;5;10;12;26;25;14
28;9;30;1;24;8;21;32;11;13;27;7;19;15;18;20;31;23;29;4;16;3;22;6;17;2;5;10;12;26;25;14;30;27832
30;27832;28;9;30;1;24;8;21;32;11;13;27;7;19;15;18;20;31;23;29;4;16;3;22;6;17;2;5;10;12;26;25;14
28;9;30;1;24;8;21;32;11;13;27;7;19;15;18;20;31;23;29;4;16;3;5;6;17;2;22;10;12;26;25;14;30;27374
30;27374;28;9;30;1;24;8;21;32;11;13;27;7;19;15;18;20;31;23;29;4;16;3;5;6;17;2;22;10;12;26;25;14
28;9;30;1;24;8;21;32;11;13;27;7;19;15;18;20;31;23;29;4;16;3;6;5;17;2;22;10;12;26;25;14;30;27234
30;27234;28;9;30;1;24;8;21;32;11;13;27;7;19;15;18;20;31;23;29;4;16;3;6;5;17;2;22;10;12;26;25;14
28;9;30;1;24;8;21;32;11;13;27;7;19;15;23;20;31;18;29;4;16;3;6;5;17;2;22;10;12;26;25;14;30;27314
30;27314;28;9;30;1;24;8;21;32;11;13;27;7;19;15;23;20;31;18;29;4;16;3;6;5;17;2;22;10;12;26;25;14
28;9;30;1;27;8;21;32;11;13;24;7;19;15;23;20;31;18;29;4;16;3;6;5;17;2;22;10;12;26;25;14;30;27354
30;27354;28;9;30;1;27;8;21;32;11;13;24;7;19;15;23;20;31;18;29;4;16;3;6;5;17;2;22;10;12;26;25;14
28;9;32;1;27;8;21;30;11;13;24;7;19;15;23;20;31;18;29;4;16;3;6;5;17;2;22;10;12;26;25;14;30;27274
31;27274;28;9;32;1;27;8;21;30;11;13;24;7;19;15;23;20;31;18;29;4;16;3;6;5;17;2;22;10;12;26;25;14
28;9;32;1;27;8;21;30;11;13;24;7;4;15;23;20;31;18;29;19;16;3;6;5;17;2;22;10;12;26;25;14;31;27330
31;27330;28;9;32;1;27;8;21;30;11;13;24;7;4;15;23;20;31;18;29;19;16;3;6;5;17;2;22;10;12;26;25;14
31;9;32;1;27;8;21;30;11;13;24;7;4;15;23;20;28;18;29;19;16;3;6;5;17;2;22;10;12;26;25;14;31;27170
31;27170;31;9;32;1;27;8;21;30;11;13;24;7;4;15;23;20;28;18;29;19;16;3;6;5;17;2;22;10;12;26;25;14
31;9;32;1;27;8;21;30;11;13;24;29;4;15;23;20;28;18;7;19;16;3;6;5;17;2;22;10;12;26;25;14;31;27958
31;27958;31;9;32;1;27;8;21;30;11;13;24;29;4;15;23;20;28;18;7;19;16;3;6;5;17;2;22;10;12;26;25;14
31;9;32;1;27;8;21;30;11;13;24;6;4;15;23;20;28;18;7;19;16;3;29;5;17;2;22;10;12;26;25;14;31;28004
31;28004;31;9;32;1;27;8;21;30;11;13;24;6;4;15;23;20;28;18;7;19;16;3;29;5;17;2;22;10;12;26;25;14
31;9;32;1;27;8;21;30;11;13;25;6;4;15;23;20;28;18;7;19;16;3;29;5;17;2;22;10;12;26;24;14;31;28684
31;28684;31;9;32;1;27;8;21;30;11;13;25;6;4;15;23;20;28;18;7;19;16;3;29;5;17;2;22;10;12;26;24;14
31;9;32;21;27;8;1;30;11;13;25;6;4;15;23;20;28;18;7;19;16;3;29;5;17;2;22;10;12;26;24;14;31;28304
31;28304;31;9;32;21;27;8;1;30;11;13;25;6;4;15;23;20;28;18;7;19;16;3;29;5;17;2;22;10;12;26;24;14
26;9;32;21;27;8;1;30;11;13;25;6;4;15;23;20;28;18;7;19;16;3;29;5;17;2;22;10;12;31;24;14;31;27984
31;27984;26;9;32;21;27;8;1;30;11;13;25;6;4;15;23;20;28;18;7;19;16;3;29;5;17;2;22;10;12;31;24;14
26;9;32;12;27;8;1;30;11;13;25;6;4;15;23;20;28;18;7;19;16;3;29;5;17;2;22;10;21;31;24;14;31;28204
31;28204;26;9;32;12;27;8;1;30;11;13;25;6;4;15;23;20;28;18;7;19;16;3;29;5;17;2;22;10;21;31;24;14
26;9;32;12;27;8;1;7;11;13;25;6;4;15;23;20;28;18;30;19;16;3;29;5;17;2;22;10;21;31;24;14;31;27684
31;27684;26;9;32;12;27;8;1;7;11;13;25;6;4;15;23;20;28;18;30;19;16;3;29;5;17;2;22;10;21;31;24;14
26;9;32;12;27;8;1;7;29;13;25;6;4;15;23;20;28;18;30;19;16;3;11;5;17;2;22;10;21;31;24;14;31;27992
31;27992;26;9;32;12;27;8;1;7;29;13;25;6;4;15;23;20;28;18;30;19;16;3;11;5;17;2;22;10;21;31;24;14
26;9;32;12;27;8;1;7;29;13;25;6;4;15;23;20;28;18;30;19;16;22;11;5;17;2;3;10;21;31;24;14;31;27902
31;27902;26;9;32;12;27;8;1;7;29;13;25;6;4;15;23;20;28;18;30;19;16;22;11;5;17;2;3;10;21;31;24;14
26;5;32;12;27;8;1;7;29;13;25;6;4;15;23;20;28;18;30;19;16;22;11;9;17;2;3;10;21;31;24;14;31;27882
31;27882;26;5;32;12;27;8;1;7;29;13;25;6;4;15;23;20;28;18;30;19;16;22;11;9;17;2;3;10;21;31;24;14
26;5;32;12;27;8;1;7;29;13;25;6;4;15;23;20;10;18;30;19;16;22;11;9;17;2;3;28;21;31;24;14;31;28130
31;28130;26;5;32;12;27;8;1;7;29;13;25;6;4;15;23;20;10;18;30;19;16;22;11;9;17;2;3;28;21;31;24;14
26;5;32;12;27;8;1;7;29;14;25;6;4;15;23;20;10;18;30;19;16;22;11;9;17;2;3;28;21;31;24;13;31;28070
31;28070;26;5;32;12;27;8;1;7;29;14;25;6;4;15;23;20;10;18;30;19;16;22;11;9;17;2;3;28;21;31;24;13
26;5;32;12;27;8;1;7;29;14;25;6;4;15;3;20;10;18;30;19;16;22;11;9;17;2;23;28;21;31;24;13;31;28088
31;28088;26;5;32;12;27;8;1;7;29;14;25;6;4;15;3;20;10;18;30;19;16;22;11;9;17;2;23;28;21;31;24;13
26;5;32;12;27;8;1;7;29;14;25;6;4;15;3;20;16;18;30;19;10;22;11;9;17;2;23;28;21;31;24;13;31;28148
31;28148;26;5;32;12;27;8;1;7;29;14;25;6;4;15;3;20;16;18;30;19;10;22;11;9;17;2;23;28;21;31;24;13
26;11;32;12;27;8;1;7;29;14;25;6;4;15;3;20;16;18;30;19;10;22;5;9;17;2;23;28;21;31;24;13;31;27628
31;27628;26;11;32;12;27;8;1;7;29;14;25;6;4;15;3;20;16;18;30;19;10;22;5;9;17;2;23;28;21;31;24;13
26;11;32;12;27;8;1;7;29;14;10;6;4;15;3;20;16;18;30;19;25;22;5;9;17;2;23;28;21;31;24;13;31;26766
31;26766;26;11;32;12;27;8;1;7;29;14;10;6;4;15;3;20;16;18;30;19;25;22;5;9;17;2;23;28;21;31;24;13
26;11;32;12;27;8;1;7;29;14;2;6;4;15;3;20;16;18;30;19;25;22;5;9;17;10;23;28;21;31;24;13;31;26526
31;26526;26;11;32;12;27;8;1;7;29;14;2;6;4;15;3;20;16;18;30;19;25;22;5;9;17;10;23;28;21;31;24;13
26;11;32;12;27;8;1;2;29;14;7;6;4;15;3;20;16;18;30;19;25;22;5;9;17;10;23;28;21;31;24;13;31;26286
32;26286;26;11;32;12;27;8;1;2;29;14;7;6;4;15;3;20;16;18;30;19;25;22;5;9;17;10;23;28;21;31;24;13
26;32;11;12;27;8;1;2;29;14;7;6;4;15;3;20;16;18;30;19;25;22;5;9;17;10;23;28;21;31;24;13;32;26578
32;26578;26;32;11;12;27;8;1;2;29;14;7;6;4;15;3;20;16;18;30;19;25;22;5;9;17;10;23;28;21;31;24;13
26;32;11;10;27;8;1;2;29;14;7;6;4;15;3;20;16;18;30;19;25;22;5;9;17;12;23;28;21;31;24;13;32;26538
32;26538;26;32;11;10;27;8;1;2;29;14;7;6;4;15;3;20;16;18;30;19;25;22;5;9;17;12;23;28;21;31;24;13
26;32;11;10;27;8;1;2;29;14;31;6;4;15;3;20;16;18;30;19;25;22;5;9;17;12;23;28;21;7;24;13;32;27202
32;27202;26;32;11;10;27;8;1;2;29;14;31;6;4;15;3;20;16;18;30;19;25;22;5;9;17;12;23;28;21;7;24;13
26;32;11;10;20;8;1;2;29;14;31;6;4;15;3;27;16;18;30;19;25;22;5;9;17;12;23;28;21;7;24;13;32;27182
32;27182;26;32;11;10;20;8;1;2;29;14;31;6;4;15;3;27;16;18;30;19;25;22;5;9;17;12;23;28;21;7;24;13
26;32;11;10;21;8;1;2;29;14;31;6;4;15;3;27;16;18;30;19;25;22;5;9;17;12;23;28;20;7;24;13;32;28062
32;28062;26;32;11;10;21;8;1;2;29;14;31;6;4;15;3;27;16;18;30;19;25;22;5;9;17;12;23;28;20;7;24;13
26;32;11;10;21;8;1;2;29;14;31;6;4;15;3;27;16;18;30;19;25;22;5;9;17;7;23;28;20;12;24;13;32;27702
32;27702;26;32;11;10;21;8;1;2;29;14;31;6;4;15;3;27;16;18;30;19;25;22;5;9;17;7;23;28;20;12;24;13
26;32;11;10;21;8;1;2;29;14;31;6;4;15;3;27;16;18;30;19;25;22;5;20;17;7;23;28;9;12;24;13;32;27420
32;27420;26;32;11;10;21;8;1;2;29;14;31;6;4;15;3;27;16;18;30;19;25;22;5;20;17;7;23;28;9;12;24;13
26;32;11;10;21;8;1;2;29;14;31;6;4;15;3;27;16;18;30;19;25;22;5;20;17;7;23;9;28;12;24;13;32;26966
32;26966;26;32;11;10;21;8;1;2;29;14;31;6;4;15;3;27;16;18;30;19;25;22;5;20;17;7;23;9;28;12;24;13
26;32;11;10;21;8;1;30;29;14;31;6;4;15;3;27;16;18;2;19;25;22;5;20;17;7;23;9;28;12;24;13;32;26994
32;26994;26;32;11;10;21;8;1;30;29;14;31;6;4;15;3;27;16;18;2;19;25;22;5;20;17;7;23;9;28;12;24;13
26;32;11;10;21;8;1;30;29;14;31;6;4;15;27;3;16;18;2;19;25;22;5;20;17;7;23;9;28;12;24;13;32;27556
32;27556;26;32;11;10;21;8;1;30;29;14;31;6;4;15;27;3;16;18;2;19;25;22;5;20;17;7;23;9;28;12;24;13
26;32;11;10;21;8;1;30;29;14;31;6;4;15;27;3;16;18;2;19;25;22;5;20;28;7;23;9;17;12;24;13;32;27136
32;27136;26;32;11;10;21;8;1;30;29;14;31;6;4;15;27;3;16;18;2;19;25;22;5;20;28;7;23;9;17;12;24;13
26;32;11;10;21;8;1;30;29;14;31;6;25;15;27;3;16;18;2;19;4;22;5;20;28;7;23;9;17;12;24;13;32;27354
32;27354;26;32;11;10;21;8;1;30;29;14;31;6;25;15;27;3;16;18;2;19;4;22;5;20;28;7;23;9;17;12;24;13
16;32;11;10;21;8;1;30;29;14;31;6;25;15;27;3;26;18;2;19;4;22;5;20;28;7;23;9;17;12;24;13;32;26970
32;26970;16;32;11;10;21;8;1;30;29;14;31;6;25;15;27;3;26;18;2;19;4;22;5;20;28;7;23;9;17;12;24;13
16;32;11;10;21;8;1;30;23;14;31;6;25;15;27;3;26;18;2;19;4;22;5;20;28;7;29;9;17;12;24;13;32;26890
32;26890;16;32;11;10;21;8;1;30;23;14;31;6;25;15;27;3;26;18;2;19;4;22;5;20;28;7;29;9;17;12;24;13
11;32;16;10;21;8;1;30;23;14;31;6;25;15;27;3;26;18;2;19;4;22;5;20;28;7;29;9;17;12;24;13;32;26770
32;26770;11;32;16;10;21;8;1;30;23;14;31;6;25;15;27;3;26;18;2;19;4;22;5;20;28;7;29;9;17;12;24;13
