"X1";"X27558";"X13";"X2";"X28";"X12";"X21";"X19";"X8";"X3";"X29";"X9";"X20";"X15";"X25";"X5";"X26";"X22";"X10";"X16";"X32";"X27";"X14";"X11";"X31";"X23";"X17";"X24";"X1.1";"X4";"X30";"X6";"X18";"X7"
13;25;24;23;19;5;29;16;1;28;6;30;26;31;32;17;8;15;22;11;10;7;20;12;14;21;3;18;4;27;9;2;45;27328
45;27328;13;25;24;23;19;5;29;16;1;28;6;30;26;31;32;17;8;15;22;11;10;7;20;12;14;21;3;18;4;27;9;2
13;25;24;23;19;5;29;16;22;28;6;30;26;31;32;17;8;15;1;11;10;7;20;12;14;21;3;18;4;27;9;2;45;26778
45;26778;13;25;24;23;19;5;29;16;22;28;6;30;26;31;32;17;8;15;1;11;10;7;20;12;14;21;3;18;4;27;9;2
13;25;24;23;19;5;29;16;22;28;6;30;32;31;26;17;8;15;1;11;10;7;20;12;14;21;3;18;4;27;9;2;45;27078
45;26778;13;25;24;23;19;5;29;16;22;28;6;30;26;31;32;17;8;15;1;11;10;7;20;12;14;21;3;18;4;27;9;2
13;25;24;23;19;5;29;16;22;28;6;30;26;31;32;17;8;15;7;11;10;1;20;12;14;21;3;18;4;27;9;2;45;27398
45;27398;13;25;24;23;19;5;29;16;22;28;6;30;26;31;32;17;8;15;7;11;10;1;20;12;14;21;3;18;4;27;9;2
13;25;24;23;19;5;29;16;22;28;6;30;26;31;32;17;8;9;7;11;10;1;20;12;14;21;3;18;4;27;15;2;45;27378
45;27378;13;25;24;23;19;5;29;16;22;28;6;30;26;31;32;17;8;9;7;11;10;1;20;12;14;21;3;18;4;27;15;2
13;25;24;23;19;5;29;16;22;28;6;30;26;9;32;17;8;31;7;11;10;1;20;12;14;21;3;18;4;27;15;2;45;27732
45;27732;13;25;24;23;19;5;29;16;22;28;6;30;26;9;32;17;8;31;7;11;10;1;20;12;14;21;3;18;4;27;15;2
13;25;24;23;19;5;29;16;22;28;6;21;26;9;32;17;8;31;7;11;10;1;20;12;14;30;3;18;4;27;15;2;45;27292
45;27292;13;25;24;23;19;5;29;16;22;28;6;21;26;9;32;17;8;31;7;11;10;1;20;12;14;30;3;18;4;27;15;2
13;25;24;23;19;21;29;16;22;28;6;5;26;9;32;17;8;31;7;11;10;1;20;12;14;30;3;18;4;27;15;2;45;27154
45;27154;13;25;24;23;19;21;29;16;22;28;6;5;26;9;32;17;8;31;7;11;10;1;20;12;14;30;3;18;4;27;15;2
13;25;22;23;19;21;29;16;24;28;6;5;26;9;32;17;8;31;7;11;10;1;20;12;14;30;3;18;4;27;15;2;45;27154
45;27154;13;25;22;23;19;21;29;16;24;28;6;5;26;9;32;17;8;31;7;11;10;1;20;12;14;30;3;18;4;27;15;2
13;2;22;23;19;21;29;16;24;28;6;5;26;9;32;17;8;31;7;11;10;1;20;12;14;30;3;18;4;27;15;25;45;27444
45;27444;13;2;22;23;19;21;29;16;24;28;6;5;26;9;32;17;8;31;7;11;10;1;20;12;14;30;3;18;4;27;15;25
13;20;22;23;19;21;29;16;24;28;6;5;26;9;32;17;8;31;7;11;10;1;2;12;14;30;3;18;4;27;15;25;45;27436
45;27436;13;20;22;23;19;21;29;16;24;28;6;5;26;9;32;17;8;31;7;11;10;1;2;12;14;30;3;18;4;27;15;25
13;20;22;23;19;21;29;16;24;28;6;5;26;9;32;17;8;31;7;27;10;1;2;12;14;30;3;18;4;11;15;25;45;27252
45;27252;13;20;22;23;19;21;29;16;24;28;6;5;26;9;32;17;8;31;7;27;10;1;2;12;14;30;3;18;4;11;15;25
13;20;22;23;19;21;29;16;14;28;6;5;26;9;32;17;8;31;7;27;10;1;2;12;24;30;3;18;4;11;15;25;45;27058
45;27058;13;20;22;23;19;21;29;16;14;28;6;5;26;9;32;17;8;31;7;27;10;1;2;12;24;30;3;18;4;11;15;25
13;20;22;23;19;1;29;16;14;28;6;5;26;9;32;17;8;31;7;27;10;21;2;12;24;30;3;18;4;11;15;25;45;27242
46;27242;13;20;22;23;19;1;29;16;14;28;6;5;26;9;32;17;8;31;7;27;10;21;2;12;24;30;3;18;4;11;15;25
13;20;22;23;19;3;29;16;14;28;6;5;26;9;32;17;8;31;7;27;10;21;2;12;24;30;1;18;4;11;15;25;46;27202
46;27202;13;20;22;23;19;3;29;16;14;28;6;5;26;9;32;17;8;31;7;27;10;21;2;12;24;30;1;18;4;11;15;25
13;20;22;23;19;3;26;16;14;28;6;5;29;9;32;17;8;31;7;27;10;21;2;12;24;30;1;18;4;11;15;25;46;26922
46;26922;13;20;22;23;19;3;26;16;14;28;6;5;29;9;32;17;8;31;7;27;10;21;2;12;24;30;1;18;4;11;15;25
13;20;22;23;19;3;26;16;14;28;6;5;29;9;32;12;8;31;7;27;10;21;2;17;24;30;1;18;4;11;15;25;46;26746
46;26746;13;20;22;23;19;3;26;16;14;28;6;5;29;9;32;12;8;31;7;27;10;21;2;17;24;30;1;18;4;11;15;25
13;20;22;23;19;3;26;16;14;28;6;5;29;9;32;12;8;31;7;17;10;21;2;27;24;30;1;18;4;11;15;25;46;27186
46;27186;13;20;22;23;19;3;26;16;14;28;6;5;29;9;32;12;8;31;7;17;10;21;2;27;24;30;1;18;4;11;15;25
13;20;22;23;19;3;26;16;14;28;6;5;29;9;32;12;8;31;7;2;10;21;17;27;24;30;1;18;4;11;15;25;46;27104
46;27104;13;20;22;23;19;3;26;16;14;28;6;5;29;9;32;12;8;31;7;2;10;21;17;27;24;30;1;18;4;11;15;25
13;20;22;23;19;3;26;16;14;21;6;5;29;9;32;12;8;31;7;2;10;28;17;27;24;30;1;18;4;11;15;25;46;26944
46;26944;13;20;22;23;19;3;26;16;14;21;6;5;29;9;32;12;8;31;7;2;10;28;17;27;24;30;1;18;4;11;15;25
13;20;22;8;19;3;26;16;14;21;6;5;29;9;32;12;23;31;7;2;10;28;17;27;24;30;1;18;4;11;15;25;46;27074
46;27074;13;20;22;8;19;3;26;16;14;21;6;5;29;9;32;12;23;31;7;2;10;28;17;27;24;30;1;18;4;11;15;25
13;20;22;8;19;3;26;16;14;21;6;32;29;9;5;12;23;31;7;2;10;28;17;27;24;30;1;18;4;11;15;25;46;27656
46;27656;13;20;22;8;19;3;26;16;14;21;6;32;29;9;5;12;23;31;7;2;10;28;17;27;24;30;1;18;4;11;15;25
13;20;22;8;19;3;26;16;14;21;6;15;29;9;5;12;23;31;7;2;10;28;17;27;24;30;1;18;4;11;32;25;46;27456
46;27456;13;20;22;8;19;3;26;16;14;21;6;15;29;9;5;12;23;31;7;2;10;28;17;27;24;30;1;18;4;11;32;25
13;20;22;8;19;3;26;16;14;29;6;15;21;9;5;12;23;31;7;2;10;28;17;27;24;30;1;18;4;11;32;25;46;27376
46;27376;13;20;22;8;19;3;26;16;14;29;6;15;21;9;5;12;23;31;7;2;10;28;17;27;24;30;1;18;4;11;32;25
13;20;26;8;19;3;22;16;14;29;6;15;21;9;5;12;23;31;7;2;10;28;17;27;24;30;1;18;4;11;32;25;46;27456
46;27456;13;20;26;8;19;3;22;16;14;29;6;15;21;9;5;12;23;31;7;2;10;28;17;27;24;30;1;18;4;11;32;25
13;20;26;8;19;3;22;16;24;29;6;15;21;9;5;12;23;31;7;2;10;28;17;27;14;30;1;18;4;11;32;25;46;27366
46;27366;13;20;26;8;19;3;22;16;24;29;6;15;21;9;5;12;23;31;7;2;10;28;17;27;14;30;1;18;4;11;32;25
13;20;26;8;19;3;22;16;24;29;6;15;21;9;5;12;23;31;7;2;10;28;17;27;14;18;1;30;4;11;32;25;46;27406
46;27406;13;20;26;8;19;3;22;16;24;29;6;15;21;9;5;12;23;31;7;2;10;28;17;27;14;18;1;30;4;11;32;25
13;20;26;8;19;3;11;16;24;29;6;15;21;9;5;12;23;31;7;2;10;28;17;27;14;18;1;30;4;22;32;25;46;27136
46;27136;13;20;26;8;19;3;11;16;24;29;6;15;21;9;5;12;23;31;7;2;10;28;17;27;14;18;1;30;4;22;32;25
13;20;26;8;19;3;11;16;24;29;6;15;21;9;5;12;23;31;7;2;10;28;17;14;27;18;1;30;4;22;32;25;46;26956
46;26956;13;20;26;8;19;3;11;16;24;29;6;15;21;9;5;12;23;31;7;2;10;28;17;14;27;18;1;30;4;22;32;25
13;20;26;8;19;3;11;16;24;29;10;15;21;9;5;12;23;31;7;2;6;28;17;14;27;18;1;30;4;22;32;25;46;26896
46;26896;13;20;26;8;19;3;11;16;24;29;10;15;21;9;5;12;23;31;7;2;6;28;17;14;27;18;1;30;4;22;32;25
13;20;26;8;19;3;11;16;24;29;10;15;2;9;5;12;23;31;7;21;6;28;17;14;27;18;1;30;4;22;32;25;46;27428
46;27428;13;20;26;8;19;3;11;16;24;29;10;15;2;9;5;12;23;31;7;21;6;28;17;14;27;18;1;30;4;22;32;25
13;20;26;8;19;3;32;16;24;29;10;15;2;9;5;12;23;31;7;21;6;28;17;14;27;18;1;30;4;22;11;25;46;28166
46;28166;13;20;26;8;19;3;32;16;24;29;10;15;2;9;5;12;23;31;7;21;6;28;17;14;27;18;1;30;4;22;11;25
13;20;26;14;19;3;32;16;24;29;10;15;2;9;5;12;23;31;7;21;6;28;17;8;27;18;1;30;4;22;11;25;46;28086
46;28086;13;20;26;14;19;3;32;16;24;29;10;15;2;9;5;12;23;31;7;21;6;28;17;8;27;18;1;30;4;22;11;25
13;20;26;14;19;3;32;16;24;29;10;15;2;9;5;12;23;31;7;21;6;27;17;8;28;18;1;30;4;22;11;25;46;27826
47;27826;13;20;26;14;19;3;32;16;24;29;10;15;2;9;5;12;23;31;7;21;6;27;17;8;28;18;1;30;4;22;11;25
13;20;26;14;19;3;32;16;24;29;10;15;2;9;5;1;23;31;7;21;6;27;17;8;28;18;12;30;4;22;11;25;47;28226
47;27826;13;20;26;14;19;3;32;16;24;29;10;15;2;9;5;12;23;31;7;21;6;27;17;8;28;18;1;30;4;22;11;25
13;20;26;14;19;3;32;16;24;29;10;15;2;9;5;17;23;31;7;21;6;27;12;8;28;18;1;30;4;22;11;25;47;27912
47;27912;13;20;26;14;19;3;32;16;24;29;10;15;2;9;5;17;23;31;7;21;6;27;12;8;28;18;1;30;4;22;11;25
13;20;26;14;19;3;32;16;24;2;10;15;29;9;5;17;23;31;7;21;6;27;12;8;28;18;1;30;4;22;11;25;47;27986
47;27986;13;20;26;14;19;3;32;16;24;2;10;15;29;9;5;17;23;31;7;21;6;27;12;8;28;18;1;30;4;22;11;25
13;20;26;14;19;3;32;16;24;2;10;15;29;9;5;17;23;21;7;31;6;27;12;8;28;18;1;30;4;22;11;25;47;26786
47;26786;13;20;26;14;19;3;32;16;24;2;10;15;29;9;5;17;23;21;7;31;6;27;12;8;28;18;1;30;4;22;11;25
13;20;26;14;29;3;32;16;24;2;10;15;19;9;5;17;23;21;7;31;6;27;12;8;28;18;1;30;4;22;11;25;47;27446
47;27446;13;20;26;14;29;3;32;16;24;2;10;15;19;9;5;17;23;21;7;31;6;27;12;8;28;18;1;30;4;22;11;25
13;20;26;14;29;7;32;16;24;2;10;15;19;9;5;17;23;21;3;31;6;27;12;8;28;18;1;30;4;22;11;25;47;27066
47;27066;13;20;26;14;29;7;32;16;24;2;10;15;19;9;5;17;23;21;3;31;6;27;12;8;28;18;1;30;4;22;11;25
13;20;26;14;29;7;32;16;24;2;10;15;19;9;5;17;23;21;3;31;6;27;12;8;11;18;1;30;4;22;28;25;47;27170
47;27170;13;20;26;14;29;7;32;16;24;2;10;15;19;9;5;17;23;21;3;31;6;27;12;8;11;18;1;30;4;22;28;25
13;20;26;14;29;7;32;16;24;2;10;15;19;9;5;17;25;21;3;31;6;27;12;8;11;18;1;30;4;22;28;23;47;27330
47;27330;13;20;26;14;29;7;32;16;24;2;10;15;19;9;5;17;25;21;3;31;6;27;12;8;11;18;1;30;4;22;28;23
13;19;26;14;29;7;32;16;24;2;10;15;20;9;5;17;25;21;3;31;6;27;12;8;11;18;1;30;4;22;28;23;47;27190
47;27190;13;19;26;14;29;7;32;16;24;2;10;15;20;9;5;17;25;21;3;31;6;27;12;8;11;18;1;30;4;22;28;23
13;19;26;14;29;7;32;16;24;2;10;15;20;9;5;17;25;21;3;18;6;27;12;8;11;31;1;30;4;22;28;23;47;27790
47;27790;13;19;26;14;29;7;32;16;24;2;10;15;20;9;5;17;25;21;3;18;6;27;12;8;11;31;1;30;4;22;28;23
13;19;26;14;29;7;32;17;24;2;10;15;20;9;5;16;25;21;3;18;6;27;12;8;11;31;1;30;4;22;28;23;47;27922
47;27922;13;19;26;14;29;7;32;17;24;2;10;15;20;9;5;16;25;21;3;18;6;27;12;8;11;31;1;30;4;22;28;23
13;19;3;14;29;7;32;17;24;2;10;15;20;9;5;16;25;21;26;18;6;27;12;8;11;31;1;30;4;22;28;23;47;28604
47;27922;13;19;26;14;29;7;32;17;24;2;10;15;20;9;5;16;25;21;3;18;6;27;12;8;11;31;1;30;4;22;28;23
13;19;26;14;29;7;32;17;24;2;10;15;20;9;5;16;25;6;3;18;21;27;12;8;11;31;1;30;4;22;28;23;47;27966
47;27966;13;19;26;14;29;7;32;17;24;2;10;15;20;9;5;16;25;6;3;18;21;27;12;8;11;31;1;30;4;22;28;23
13;19;26;14;7;29;32;17;24;2;10;15;20;9;5;16;25;6;3;18;21;27;12;8;11;31;1;30;4;22;28;23;47;28162
47;28162;13;19;26;14;7;29;32;17;24;2;10;15;20;9;5;16;25;6;3;18;21;27;12;8;11;31;1;30;4;22;28;23
13;19;26;14;7;8;32;17;24;2;10;15;20;9;5;16;25;6;3;18;21;27;12;29;11;31;1;30;4;22;28;23;47;29184
47;29184;13;19;26;14;7;8;32;17;24;2;10;15;20;9;5;16;25;6;3;18;21;27;12;29;11;31;1;30;4;22;28;23
13;19;26;14;7;8;32;9;24;2;10;15;20;17;5;16;25;6;3;18;21;27;12;29;11;31;1;30;4;22;28;23;47;28744
47;28744;13;19;26;14;7;8;32;9;24;2;10;15;20;17;5;16;25;6;3;18;21;27;12;29;11;31;1;30;4;22;28;23
20;19;26;14;7;8;32;9;24;2;10;15;13;17;5;16;25;6;3;18;21;27;12;29;11;31;1;30;4;22;28;23;47;29032
47;28744;13;19;26;14;7;8;32;9;24;2;10;15;20;17;5;16;25;6;3;18;21;27;12;29;11;31;1;30;4;22;28;23
13;19;26;14;7;28;32;9;24;2;10;15;20;17;5;16;25;6;3;18;21;27;12;29;11;31;1;30;4;22;8;23;47;28398
47;28398;13;19;26;14;7;28;32;9;24;2;10;15;20;17;5;16;25;6;3;18;21;27;12;29;11;31;1;30;4;22;8;23
13;19;26;14;7;28;32;9;24;2;10;15;20;17;5;16;25;6;27;18;21;3;12;29;11;31;1;30;4;22;8;23;47;28820
47;28820;13;19;26;14;7;28;32;9;24;2;10;15;20;17;5;16;25;6;27;18;21;3;12;29;11;31;1;30;4;22;8;23
13;19;26;14;7;28;32;9;24;2;10;15;20;17;5;16;25;3;27;18;21;6;12;29;11;31;1;30;4;22;8;23;47;28500
48;28500;13;19;26;14;7;28;32;9;24;2;10;15;20;17;5;16;25;3;27;18;21;6;12;29;11;31;1;30;4;22;8;23
13;19;26;14;7;28;32;21;24;2;10;15;20;17;5;16;25;3;27;18;9;6;12;29;11;31;1;30;4;22;8;23;48;28462
48;28462;13;19;26;14;7;28;32;21;24;2;10;15;20;17;5;16;25;3;27;18;9;6;12;29;11;31;1;30;4;22;8;23
13;19;26;23;7;28;32;21;24;2;10;15;20;17;5;16;25;3;27;18;9;6;12;29;11;31;1;30;4;22;8;14;48;28476
48;28476;13;19;26;23;7;28;32;21;24;2;10;15;20;17;5;16;25;3;27;18;9;6;12;29;11;31;1;30;4;22;8;14
13;19;26;23;7;28;32;21;24;8;10;15;20;17;5;16;25;3;27;18;9;6;12;29;11;31;1;30;4;22;2;14;48;28336
48;28336;13;19;26;23;7;28;32;21;24;8;10;15;20;17;5;16;25;3;27;18;9;6;12;29;11;31;1;30;4;22;2;14
13;19;26;23;7;28;32;15;24;8;10;21;20;17;5;16;25;3;27;18;9;6;12;29;11;31;1;30;4;22;2;14;48;28400
48;28400;13;19;26;23;7;28;32;15;24;8;10;21;20;17;5;16;25;3;27;18;9;6;12;29;11;31;1;30;4;22;2;14
13;3;26;23;7;28;32;15;24;8;10;21;20;17;5;16;25;19;27;18;9;6;12;29;11;31;1;30;4;22;2;14;48;28400
48;28400;13;3;26;23;7;28;32;15;24;8;10;21;20;17;5;16;25;19;27;18;9;6;12;29;11;31;1;30;4;22;2;14
13;3;26;23;7;28;32;15;24;16;10;21;20;17;5;8;25;19;27;18;9;6;12;29;11;31;1;30;4;22;2;14;48;27800
48;27800;13;3;26;23;7;28;32;15;24;16;10;21;20;17;5;8;25;19;27;18;9;6;12;29;11;31;1;30;4;22;2;14
2;3;26;23;7;28;32;15;24;16;10;21;20;17;5;8;25;19;27;18;9;6;12;29;11;31;1;30;4;22;13;14;48;27520
48;27520;2;3;26;23;7;28;32;15;24;16;10;21;20;17;5;8;25;19;27;18;9;6;12;29;11;31;1;30;4;22;13;14
2;3;26;23;7;28;32;15;24;16;10;21;20;17;5;8;25;19;27;18;9;11;12;29;6;31;1;30;4;22;13;14;48;27720
48;27520;2;3;26;23;7;28;32;15;24;16;10;21;20;17;5;8;25;19;27;18;9;6;12;29;11;31;1;30;4;22;13;14
2;3;26;23;7;28;32;15;24;16;10;21;20;17;5;8;25;19;27;18;9;6;12;11;29;31;1;30;4;22;13;14;48;26740
48;26740;2;3;26;23;7;28;32;15;24;16;10;21;20;17;5;8;25;19;27;18;9;6;12;11;29;31;1;30;4;22;13;14
2;3;26;23;7;28;32;15;24;16;10;21;11;17;5;8;25;19;27;18;9;6;12;20;29;31;1;30;4;22;13;14;48;26796
48;26796;2;3;26;23;7;28;32;15;24;16;10;21;11;17;5;8;25;19;27;18;9;6;12;20;29;31;1;30;4;22;13;14
2;3;26;23;7;28;32;15;24;16;10;21;11;17;5;30;25;19;27;18;9;6;12;20;29;31;1;8;4;22;13;14;48;26364
48;26364;2;3;26;23;7;28;32;15;24;16;10;21;11;17;5;30;25;19;27;18;9;6;12;20;29;31;1;8;4;22;13;14
2;3;26;23;7;28;32;15;24;16;10;21;11;9;5;30;25;19;27;18;17;6;12;20;29;31;1;8;4;22;13;14;48;26726
48;26726;2;3;26;23;7;28;32;15;24;16;10;21;11;9;5;30;25;19;27;18;17;6;12;20;29;31;1;8;4;22;13;14
2;3;26;23;7;28;32;20;24;16;10;21;11;9;5;30;25;19;27;18;17;6;12;15;29;31;1;8;4;22;13;14;48;26574
48;26574;2;3;26;23;7;28;32;20;24;16;10;21;11;9;5;30;25;19;27;18;17;6;12;15;29;31;1;8;4;22;13;14
2;3;26;23;7;28;32;20;30;16;10;21;11;9;5;24;25;19;27;18;17;6;12;15;29;31;1;8;4;22;13;14;48;26174
48;26174;2;3;26;23;7;28;32;20;30;16;10;21;11;9;5;24;25;19;27;18;17;6;12;15;29;31;1;8;4;22;13;14
2;3;26;23;7;28;32;20;30;16;10;21;11;9;5;13;25;19;27;18;17;6;12;15;29;31;1;8;4;22;24;14;48;27302
48;26174;2;3;26;23;7;28;32;20;30;16;10;21;11;9;5;24;25;19;27;18;17;6;12;15;29;31;1;8;4;22;13;14
2;3;26;23;21;28;32;20;30;16;10;7;11;9;5;24;25;19;27;18;17;6;12;15;29;31;1;8;4;22;13;14;48;25696
48;25696;2;3;26;23;21;28;32;20;30;16;10;7;11;9;5;24;25;19;27;18;17;6;12;15;29;31;1;8;4;22;13;14
2;3;26;23;21;28;32;20;30;16;10;7;11;9;5;24;25;19;22;18;17;6;12;15;29;31;1;8;4;27;13;14;48;25536
48;25536;2;3;26;23;21;28;32;20;30;16;10;7;11;9;5;24;25;19;22;18;17;6;12;15;29;31;1;8;4;27;13;14
2;3;26;23;21;28;32;20;30;16;10;7;5;9;11;24;25;19;22;18;17;6;12;15;29;31;1;8;4;27;13;14;48;25596
48;25596;2;3;26;23;21;28;32;20;30;16;10;7;5;9;11;24;25;19;22;18;17;6;12;15;29;31;1;8;4;27;13;14
2;3;26;23;21;28;32;1;30;16;10;7;5;9;11;24;25;19;22;18;17;6;12;15;29;31;20;8;4;27;13;14;48;25832
48;25832;2;3;26;23;21;28;32;1;30;16;10;7;5;9;11;24;25;19;22;18;17;6;12;15;29;31;20;8;4;27;13;14
2;3;26;23;21;28;32;6;30;16;10;7;5;9;11;24;25;19;22;18;17;1;12;15;29;31;20;8;4;27;13;14;48;26112
49;25832;2;3;26;23;21;28;32;1;30;16;10;7;5;9;11;24;25;19;22;18;17;6;12;15;29;31;20;8;4;27;13;14
2;3;26;23;21;28;32;1;30;16;10;7;5;9;11;24;25;19;22;18;14;6;12;15;29;31;20;8;4;27;13;17;49;25614
49;25614;2;3;26;23;21;28;32;1;30;16;10;7;5;9;11;24;25;19;22;18;14;6;12;15;29;31;20;8;4;27;13;17
10;3;26;23;21;28;32;1;30;16;2;7;5;9;11;24;25;19;22;18;14;6;12;15;29;31;20;8;4;27;13;17;49;25574
49;25574;10;3;26;23;21;28;32;1;30;16;2;7;5;9;11;24;25;19;22;18;14;6;12;15;29;31;20;8;4;27;13;17
10;3;26;23;21;28;32;1;30;16;2;7;5;9;11;24;25;19;22;18;14;6;17;15;29;31;20;8;4;27;13;12;49;26248
49;26248;10;3;26;23;21;28;32;1;30;16;2;7;5;9;11;24;25;19;22;18;14;6;17;15;29;31;20;8;4;27;13;12
10;3;26;23;21;28;32;1;30;16;2;7;5;9;11;24;25;19;22;18;17;6;14;15;29;31;20;8;4;27;13;12;49;26052
49;26052;10;3;26;23;21;28;32;1;30;16;2;7;5;9;11;24;25;19;22;18;17;6;14;15;29;31;20;8;4;27;13;12
10;3;26;23;21;28;32;1;30;16;2;7;5;9;11;22;25;19;24;18;17;6;14;15;29;31;20;8;4;27;13;12;49;25172
49;25172;10;3;26;23;21;28;32;1;30;16;2;7;5;9;11;22;25;19;24;18;17;6;14;15;29;31;20;8;4;27;13;12
10;17;26;23;21;28;32;1;30;16;2;7;5;9;11;22;25;19;24;18;3;6;14;15;29;31;20;8;4;27;13;12;49;24580
49;24580;10;17;26;23;21;28;32;1;30;16;2;7;5;9;11;22;25;19;24;18;3;6;14;15;29;31;20;8;4;27;13;12
10;17;26;23;21;28;32;1;30;16;29;7;5;9;11;22;25;19;24;18;3;6;14;15;2;31;20;8;4;27;13;12;49;24716
49;24716;10;17;26;23;21;28;32;1;30;16;29;7;5;9;11;22;25;19;24;18;3;6;14;15;2;31;20;8;4;27;13;12
26;17;10;23;21;28;32;1;30;16;29;7;5;9;11;22;25;19;24;18;3;6;14;15;2;31;20;8;4;27;13;12;49;24486
49;24486;26;17;10;23;21;28;32;1;30;16;29;7;5;9;11;22;25;19;24;18;3;6;14;15;2;31;20;8;4;27;13;12
26;17;27;23;21;28;32;1;30;16;29;7;5;9;11;22;25;19;24;18;3;6;14;15;2;31;20;8;4;10;13;12;49;24160
49;24160;26;17;27;23;21;28;32;1;30;16;29;7;5;9;11;22;25;19;24;18;3;6;14;15;2;31;20;8;4;10;13;12
26;17;27;23;21;28;32;1;30;16;29;7;5;9;11;22;25;19;24;18;3;6;14;15;2;31;20;8;4;12;13;10;49;24160
49;24160;26;17;27;23;21;28;32;1;30;16;29;7;5;9;11;22;25;19;24;18;3;6;14;15;2;31;20;8;4;12;13;10
26;17;27;23;21;28;32;1;30;16;29;2;5;9;11;22;25;19;24;18;3;6;14;15;7;31;20;8;4;12;13;10;49;24000
49;24000;26;17;27;23;21;28;32;1;30;16;29;2;5;9;11;22;25;19;24;18;3;6;14;15;7;31;20;8;4;12;13;10
26;17;27;23;21;28;32;1;30;16;29;2;5;9;11;22;25;19;8;18;3;6;14;15;7;31;20;24;4;12;13;10;49;24368
49;24368;26;17;27;23;21;28;32;1;30;16;29;2;5;9;11;22;25;19;8;18;3;6;14;15;7;31;20;24;4;12;13;10
26;17;27;23;21;28;32;1;30;16;29;2;5;9;11;22;6;19;8;18;3;25;14;15;7;31;20;24;4;12;13;10;49;25030
49;25030;26;17;27;23;21;28;32;1;30;16;29;2;5;9;11;22;6;19;8;18;3;25;14;15;7;31;20;24;4;12;13;10
23;17;27;26;21;28;32;1;30;16;29;2;5;9;11;22;6;19;8;18;3;25;14;15;7;31;20;24;4;12;13;10;49;25190
49;25030;26;17;27;23;21;28;32;1;30;16;29;2;5;9;11;22;6;19;8;18;3;25;14;15;7;31;20;24;4;12;13;10
26;17;27;23;21;28;32;1;30;16;29;2;5;9;11;22;14;19;8;18;3;25;6;15;7;31;20;24;4;12;13;10;49;25110
49;25110;26;17;27;23;21;28;32;1;30;16;29;2;5;9;11;22;14;19;8;18;3;25;6;15;7;31;20;24;4;12;13;10
19;17;27;23;21;28;32;1;30;16;29;2;5;9;11;22;14;26;8;18;3;25;6;15;7;31;20;24;4;12;13;10;49;25570
49;25570;19;17;27;23;21;28;32;1;30;16;29;2;5;9;11;22;14;26;8;18;3;25;6;15;7;31;20;24;4;12;13;10
19;17;27;23;21;28;32;1;30;16;29;2;5;9;11;22;14;26;25;18;3;8;6;15;7;31;20;24;4;12;13;10;49;26384
49;26384;19;17;27;23;21;28;32;1;30;16;29;2;5;9;11;22;14;26;25;18;3;8;6;15;7;31;20;24;4;12;13;10
7;17;27;23;21;28;32;1;30;16;29;2;5;9;11;22;14;26;25;18;3;8;6;15;19;31;20;24;4;12;13;10;49;26604
49;26604;7;17;27;23;21;28;32;1;30;16;29;2;5;9;11;22;14;26;25;18;3;8;6;15;19;31;20;24;4;12;13;10
7;17;27;23;21;28;32;1;30;16;29;2;5;9;11;22;10;26;25;18;3;8;6;15;19;31;20;24;4;12;13;14;49;26124
49;26124;7;17;27;23;21;28;32;1;30;16;29;2;5;9;11;22;10;26;25;18;3;8;6;15;19;31;20;24;4;12;13;14
7;17;27;23;21;28;32;1;30;16;29;2;5;9;4;22;10;26;25;18;3;8;6;15;19;31;20;24;11;12;13;14;49;26244
50;26244;7;17;27;23;21;28;32;1;30;16;29;2;5;9;4;22;10;26;25;18;3;8;6;15;19;31;20;24;11;12;13;14
7;26;27;23;21;28;32;1;30;16;29;2;5;9;4;22;10;17;25;18;3;8;6;15;19;31;20;24;11;12;13;14;50;25844
50;25844;7;26;27;23;21;28;32;1;30;16;29;2;5;9;4;22;10;17;25;18;3;8;6;15;19;31;20;24;11;12;13;14
7;26;27;23;21;28;32;1;30;16;29;2;5;9;4;22;10;17;25;18;3;8;6;15;19;14;20;24;11;12;13;31;50;26476
50;26476;7;26;27;23;21;28;32;1;30;16;29;2;5;9;4;22;10;17;25;18;3;8;6;15;19;14;20;24;11;12;13;31
7;26;27;23;21;28;32;1;30;16;29;2;5;9;4;22;10;17;25;18;3;8;6;15;19;14;20;31;11;12;13;24;50;26596
50;26596;7;26;27;23;21;28;32;1;30;16;29;2;5;9;4;22;10;17;25;18;3;8;6;15;19;14;20;31;11;12;13;24
7;26;3;23;21;28;32;1;30;16;29;2;5;9;4;22;10;17;25;18;27;8;6;15;19;14;20;31;11;12;13;24;50;26556
50;26556;7;26;3;23;21;28;32;1;30;16;29;2;5;9;4;22;10;17;25;18;27;8;6;15;19;14;20;31;11;12;13;24
7;26;3;23;21;28;32;1;30;16;29;2;20;9;4;22;10;17;25;18;27;8;6;15;19;14;5;31;11;12;13;24;50;27000
50;27000;7;26;3;23;21;28;32;1;30;16;29;2;20;9;4;22;10;17;25;18;27;8;6;15;19;14;5;31;11;12;13;24
7;26;3;23;21;28;32;1;30;16;29;2;20;9;4;22;10;17;25;18;27;8;6;14;19;15;5;31;11;12;13;24;50;27080
50;27080;7;26;3;23;21;28;32;1;30;16;29;2;20;9;4;22;10;17;25;18;27;8;6;14;19;15;5;31;11;12;13;24
