"X1";"X28066";"X10";"X7";"X17";"X24";"X8";"X9";"X18";"X19";"X30";"X11";"X21";"X31";"X6";"X25";"X32";"X13";"X28";"X2";"X23";"X5";"X29";"X27";"X3";"X22";"X26";"X12";"X16";"X20";"X15";"X4";"X1.1";"X14"
9;26;28;15;6;21;5;4;30;16;31;8;2;22;18;7;23;27;1;14;25;20;32;11;13;17;19;10;29;3;24;12;14;26320
14;26320;9;26;28;15;6;21;5;4;30;16;31;8;2;22;18;7;23;27;1;14;25;20;32;11;13;17;19;10;29;3;24;12
9;3;28;15;6;21;5;4;30;16;31;8;2;22;18;7;23;27;1;14;25;20;32;11;13;17;19;10;29;26;24;12;14;26310
14;26310;9;3;28;15;6;21;5;4;30;16;31;8;2;22;18;7;23;27;1;14;25;20;32;11;13;17;19;10;29;26;24;12
9;3;28;15;6;21;5;13;30;16;31;8;2;22;18;7;23;27;1;14;25;20;32;11;4;17;19;10;29;26;24;12;14;26310
14;26310;9;3;28;15;6;21;5;13;30;16;31;8;2;22;18;7;23;27;1;14;25;20;32;11;4;17;19;10;29;26;24;12
9;3;28;15;6;21;5;13;22;16;31;8;2;30;18;7;23;27;1;14;25;20;32;11;4;17;19;10;29;26;24;12;14;26150
14;26150;9;3;28;15;6;21;5;13;22;16;31;8;2;30;18;7;23;27;1;14;25;20;32;11;4;17;19;10;29;26;24;12
9;3;28;15;6;21;5;13;22;24;31;8;2;30;18;7;23;27;1;14;25;20;32;11;4;17;19;10;29;26;16;12;14;26260
14;26260;9;3;28;15;6;21;5;13;22;24;31;8;2;30;18;7;23;27;1;14;25;20;32;11;4;17;19;10;29;26;16;12
9;3;28;15;11;21;5;13;22;24;31;8;2;30;18;7;23;27;1;14;25;20;32;6;4;17;19;10;29;26;16;12;14;26420
14;26420;9;3;28;15;11;21;5;13;22;24;31;8;2;30;18;7;23;27;1;14;25;20;32;6;4;17;19;10;29;26;16;12
9;3;28;15;11;21;5;13;22;24;31;8;27;30;18;7;23;2;1;14;25;20;32;6;4;17;19;10;29;26;16;12;14;26094
14;26094;9;3;28;15;11;21;5;13;22;24;31;8;27;30;18;7;23;2;1;14;25;20;32;6;4;17;19;10;29;26;16;12
9;3;28;15;11;21;5;13;22;24;31;8;27;30;18;7;23;2;1;14;25;6;32;20;4;17;19;10;29;26;16;12;14;25760
14;25760;9;3;28;15;11;21;5;13;22;24;31;8;27;30;18;7;23;2;1;14;25;6;32;20;4;17;19;10;29;26;16;12
9;3;28;15;11;21;5;13;22;24;31;8;27;30;18;7;23;2;1;14;25;6;32;20;4;12;19;10;29;26;16;17;14;25308
14;25308;9;3;28;15;11;21;5;13;22;24;31;8;27;30;18;7;23;2;1;14;25;6;32;20;4;12;19;10;29;26;16;17
9;3;28;15;11;21;5;13;22;24;31;8;27;30;18;7;23;2;1;12;25;6;32;20;4;14;19;10;29;26;16;17;14;25668
14;25668;9;3;28;15;11;21;5;13;22;24;31;8;27;30;18;7;23;2;1;12;25;6;32;20;4;14;19;10;29;26;16;17
9;3;28;15;11;21;5;13;22;24;31;14;27;30;18;7;23;2;1;12;25;6;32;20;4;8;19;10;29;26;16;17;14;25468
15;25468;9;3;28;15;11;21;5;13;22;24;31;14;27;30;18;7;23;2;1;12;25;6;32;20;4;8;19;10;29;26;16;17
21;3;28;15;11;9;5;13;22;24;31;14;27;30;18;7;23;2;1;12;25;6;32;20;4;8;19;10;29;26;16;17;15;25586
15;25586;21;3;28;15;11;9;5;13;22;24;31;14;27;30;18;7;23;2;1;12;25;6;32;20;4;8;19;10;29;26;16;17
21;3;28;15;11;9;5;26;22;24;31;14;27;30;18;7;23;2;1;12;25;6;32;20;4;8;19;10;29;13;16;17;15;25554
15;25554;21;3;28;15;11;9;5;26;22;24;31;14;27;30;18;7;23;2;1;12;25;6;32;20;4;8;19;10;29;13;16;17
21;32;28;15;11;9;5;26;22;24;31;14;27;30;18;7;23;2;1;12;25;6;3;20;4;8;19;10;29;13;16;17;15;26614
15;26614;21;32;28;15;11;9;5;26;22;24;31;14;27;30;18;7;23;2;1;12;25;6;3;20;4;8;19;10;29;13;16;17
21;32;27;15;11;9;5;26;22;24;31;14;28;30;18;7;23;2;1;12;25;6;3;20;4;8;19;10;29;13;16;17;15;26874
15;26874;21;32;27;15;11;9;5;26;22;24;31;14;28;30;18;7;23;2;1;12;25;6;3;20;4;8;19;10;29;13;16;17
21;6;27;15;11;9;5;26;22;24;31;14;28;30;18;7;23;2;1;12;25;32;3;20;4;8;19;10;29;13;16;17;15;26346
15;26346;21;6;27;15;11;9;5;26;22;24;31;14;28;30;18;7;23;2;1;12;25;32;3;20;4;8;19;10;29;13;16;17
21;6;27;15;22;9;5;26;11;24;31;14;28;30;18;7;23;2;1;12;25;32;3;20;4;8;19;10;29;13;16;17;15;26530
15;26530;21;6;27;15;22;9;5;26;11;24;31;14;28;30;18;7;23;2;1;12;25;32;3;20;4;8;19;10;29;13;16;17
21;23;27;15;22;9;5;26;11;24;31;14;28;30;18;7;6;2;1;12;25;32;3;20;4;8;19;10;29;13;16;17;15;26596
15;26596;21;23;27;15;22;9;5;26;11;24;31;14;28;30;18;7;6;2;1;12;25;32;3;20;4;8;19;10;29;13;16;17
21;23;27;15;22;9;5;26;11;24;31;14;28;30;18;7;6;2;1;12;29;32;3;20;4;8;19;10;25;13;16;17;15;26556
15;26556;21;23;27;15;22;9;5;26;11;24;31;14;28;30;18;7;6;2;1;12;29;32;3;20;4;8;19;10;25;13;16;17
21;23;27;25;22;9;5;26;11;24;31;14;28;30;18;7;6;2;1;12;29;32;3;20;4;8;19;10;15;13;16;17;15;26344
15;26344;21;23;27;25;22;9;5;26;11;24;31;14;28;30;18;7;6;2;1;12;29;32;3;20;4;8;19;10;15;13;16;17
21;23;27;25;22;9;5;26;11;17;31;14;28;30;18;7;6;2;1;12;29;32;3;20;4;8;19;10;15;13;16;24;15;26304
15;26304;21;23;27;25;22;9;5;26;11;17;31;14;28;30;18;7;6;2;1;12;29;32;3;20;4;8;19;10;15;13;16;24
21;23;27;25;22;9;5;1;11;17;31;14;28;30;18;7;6;2;26;12;29;32;3;20;4;8;19;10;15;13;16;24;15;26480
15;26480;21;23;27;25;22;9;5;1;11;17;31;14;28;30;18;7;6;2;26;12;29;32;3;20;4;8;19;10;15;13;16;24
21;23;27;25;22;9;5;1;11;17;31;14;28;30;18;7;6;2;26;12;13;32;3;20;4;8;19;10;15;29;16;24;15;26434
15;26434;21;23;27;25;22;9;5;1;11;17;31;14;28;30;18;7;6;2;26;12;13;32;3;20;4;8;19;10;15;29;16;24
21;6;27;25;22;9;5;1;11;17;31;14;28;30;18;7;23;2;26;12;13;32;3;20;4;8;19;10;15;29;16;24;15;26316
15;26316;21;6;27;25;22;9;5;1;11;17;31;14;28;30;18;7;23;2;26;12;13;32;3;20;4;8;19;10;15;29;16;24
21;6;30;25;22;9;5;1;11;17;31;14;28;27;18;7;23;2;26;12;13;32;3;20;4;8;19;10;15;29;16;24;15;26436
15;26436;21;6;30;25;22;9;5;1;11;17;31;14;28;27;18;7;23;2;26;12;13;32;3;20;4;8;19;10;15;29;16;24
21;6;30;4;22;9;5;1;11;17;31;14;28;27;18;7;23;2;26;12;13;32;3;20;25;8;19;10;15;29;16;24;15;27354
15;27354;21;6;30;4;22;9;5;1;11;17;31;14;28;27;18;7;23;2;26;12;13;32;3;20;25;8;19;10;15;29;16;24
21;6;30;4;22;9;5;1;11;17;31;14;3;27;18;7;23;2;26;12;13;32;28;20;25;8;19;10;15;29;16;24;15;27476
15;27476;21;6;30;4;22;9;5;1;11;17;31;14;3;27;18;7;23;2;26;12;13;32;28;20;25;8;19;10;15;29;16;24
21;6;30;4;22;1;5;9;11;17;31;14;3;27;18;7;23;2;26;12;13;32;28;20;25;8;19;10;15;29;16;24;15;27556
15;27556;21;6;30;4;22;1;5;9;11;17;31;14;3;27;18;7;23;2;26;12;13;32;28;20;25;8;19;10;15;29;16;24
21;6;30;4;22;1;5;9;11;17;31;14;3;18;27;7;23;2;26;12;13;32;28;20;25;8;19;10;15;29;16;24;15;27336
15;27336;21;6;30;4;22;1;5;9;11;17;31;14;3;18;27;7;23;2;26;12;13;32;28;20;25;8;19;10;15;29;16;24
21;6;30;4;22;1;5;9;11;17;31;14;3;18;15;7;23;2;26;12;13;32;28;20;25;8;19;10;27;29;16;24;15;26956
15;26956;21;6;30;4;22;1;5;9;11;17;31;14;3;18;15;7;23;2;26;12;13;32;28;20;25;8;19;10;27;29;16;24
21;28;30;4;22;1;5;9;11;17;31;14;3;18;15;7;23;2;26;12;13;32;6;20;25;8;19;10;27;29;16;24;15;27524
16;27524;21;28;30;4;22;1;5;9;11;17;31;14;3;18;15;7;23;2;26;12;13;32;6;20;25;8;19;10;27;29;16;24
21;28;30;14;22;1;5;9;11;17;31;4;3;18;15;7;23;2;26;12;13;32;6;20;25;8;19;10;27;29;16;24;16;27504
16;27504;21;28;30;14;22;1;5;9;11;17;31;4;3;18;15;7;23;2;26;12;13;32;6;20;25;8;19;10;27;29;16;24
21;28;30;14;22;1;5;9;11;8;31;4;3;18;15;7;23;2;26;12;13;32;6;20;25;17;19;10;27;29;16;24;16;26310
16;26310;21;28;30;14;22;1;5;9;11;8;31;4;3;18;15;7;23;2;26;12;13;32;6;20;25;17;19;10;27;29;16;24
21;28;30;14;22;1;5;9;11;8;31;4;3;15;18;7;23;2;26;12;13;32;6;20;25;17;19;10;27;29;16;24;16;26628
16;26628;21;28;30;14;22;1;5;9;11;8;31;4;3;15;18;7;23;2;26;12;13;32;6;20;25;17;19;10;27;29;16;24
21;28;30;14;22;1;5;9;11;25;31;4;3;15;18;7;23;2;26;12;13;32;6;20;8;17;19;10;27;29;16;24;16;26894
16;26628;21;28;30;14;22;1;5;9;11;8;31;4;3;15;18;7;23;2;26;12;13;32;6;20;25;17;19;10;27;29;16;24
21;28;30;14;22;1;5;9;11;8;31;4;3;15;18;7;25;2;26;12;13;32;6;20;23;17;19;10;27;29;16;24;16;26828
16;26828;21;28;30;14;22;1;5;9;11;8;31;4;3;15;18;7;25;2;26;12;13;32;6;20;23;17;19;10;27;29;16;24
13;28;30;14;22;1;5;9;11;8;31;4;3;15;18;7;25;2;26;12;21;32;6;20;23;17;19;10;27;29;16;24;16;26954
16;26954;13;28;30;14;22;1;5;9;11;8;31;4;3;15;18;7;25;2;26;12;21;32;6;20;23;17;19;10;27;29;16;24
13;28;30;14;22;1;5;9;11;8;31;4;3;15;18;7;25;2;12;26;21;32;6;20;23;17;19;10;27;29;16;24;16;26722
16;26722;13;28;30;14;22;1;5;9;11;8;31;4;3;15;18;7;25;2;12;26;21;32;6;20;23;17;19;10;27;29;16;24
13;28;30;14;22;1;5;9;11;8;31;4;3;15;18;17;25;2;12;26;21;32;6;20;23;7;19;10;27;29;16;24;16;27194
16;27194;13;28;30;14;22;1;5;9;11;8;31;4;3;15;18;17;25;2;12;26;21;32;6;20;23;7;19;10;27;29;16;24
13;28;30;14;22;1;5;9;11;8;31;4;3;15;18;17;25;2;12;26;21;32;6;20;19;7;23;10;27;29;16;24;16;27274
16;27274;13;28;30;14;22;1;5;9;11;8;31;4;3;15;18;17;25;2;12;26;21;32;6;20;19;7;23;10;27;29;16;24
13;28;30;14;22;1;5;9;11;8;31;4;3;15;20;17;25;2;12;26;21;32;6;18;19;7;23;10;27;29;16;24;16;27514
16;27514;13;28;30;14;22;1;5;9;11;8;31;4;3;15;20;17;25;2;12;26;21;32;6;18;19;7;23;10;27;29;16;24
13;28;30;14;22;21;5;9;11;8;31;4;3;15;20;17;25;2;12;26;1;32;6;18;19;7;23;10;27;29;16;24;16;27002
16;27002;13;28;30;14;22;21;5;9;11;8;31;4;3;15;20;17;25;2;12;26;1;32;6;18;19;7;23;10;27;29;16;24
30;28;13;14;22;21;5;9;11;8;31;4;3;15;20;17;25;2;12;26;1;32;6;18;19;7;23;10;27;29;16;24;16;27436
16;27436;30;28;13;14;22;21;5;9;11;8;31;4;3;15;20;17;25;2;12;26;1;32;6;18;19;7;23;10;27;29;16;24
30;28;27;14;22;21;5;9;11;8;31;4;3;15;20;17;25;2;12;26;1;32;6;18;19;7;23;10;13;29;16;24;16;26408
16;26408;30;28;27;14;22;21;5;9;11;8;31;4;3;15;20;17;25;2;12;26;1;32;6;18;19;7;23;10;13;29;16;24
30;28;27;14;22;21;5;9;11;8;31;4;3;15;20;17;25;2;12;26;1;32;6;18;29;7;23;10;13;19;16;24;16;26648
16;26648;30;28;27;14;22;21;5;9;11;8;31;4;3;15;20;17;25;2;12;26;1;32;6;18;29;7;23;10;13;19;16;24
30;28;27;14;22;21;5;9;11;8;31;4;3;15;20;17;25;2;16;26;1;32;6;18;29;7;23;10;13;19;12;24;16;26608
16;26608;30;28;27;14;22;21;5;9;11;8;31;4;3;15;20;17;25;2;16;26;1;32;6;18;29;7;23;10;13;19;12;24
30;28;27;14;22;21;5;9;11;8;31;4;3;6;20;17;25;2;16;26;1;32;15;18;29;7;23;10;13;19;12;24;16;26388
16;26388;30;28;27;14;22;21;5;9;11;8;31;4;3;6;20;17;25;2;16;26;1;32;15;18;29;7;23;10;13;19;12;24
30;28;27;14;22;21;5;9;18;8;31;4;3;6;20;17;25;2;16;26;1;32;15;11;29;7;23;10;13;19;12;24;16;26094
16;26094;30;28;27;14;22;21;5;9;18;8;31;4;3;6;20;17;25;2;16;26;1;32;15;11;29;7;23;10;13;19;12;24
30;28;27;14;22;21;5;9;18;19;31;4;3;6;20;17;25;2;16;26;1;32;15;11;29;7;23;10;13;8;12;24;16;26272
16;26272;30;28;27;14;22;21;5;9;18;19;31;4;3;6;20;17;25;2;16;26;1;32;15;11;29;7;23;10;13;8;12;24
30;28;27;3;22;21;5;9;18;19;31;4;14;6;20;17;25;2;16;26;1;32;15;11;29;7;23;10;13;8;12;24;16;26152
16;26152;30;28;27;3;22;21;5;9;18;19;31;4;14;6;20;17;25;2;16;26;1;32;15;11;29;7;23;10;13;8;12;24
30;28;27;3;22;21;5;9;18;19;1;4;14;6;20;17;25;2;16;26;31;32;15;11;29;7;23;10;13;8;12;24;16;26478
17;26478;30;28;27;3;22;21;5;9;18;19;1;4;14;6;20;17;25;2;16;26;31;32;15;11;29;7;23;10;13;8;12;24
30;28;27;3;10;21;5;9;18;19;1;4;14;6;20;17;25;2;16;26;31;32;15;11;29;7;23;22;13;8;12;24;17;26648
17;26648;30;28;27;3;10;21;5;9;18;19;1;4;14;6;20;17;25;2;16;26;31;32;15;11;29;7;23;22;13;8;12;24
30;28;27;3;10;21;5;9;18;13;1;4;14;6;20;17;25;2;16;26;31;32;15;11;29;7;23;22;19;8;12;24;17;26992
17;26992;30;28;27;3;10;21;5;9;18;13;1;4;14;6;20;17;25;2;16;26;31;32;15;11;29;7;23;22;19;8;12;24
30;28;27;3;10;21;5;9;18;13;1;4;14;6;20;17;25;2;19;26;31;32;15;11;29;7;23;22;16;8;12;24;17;26626
17;26626;30;28;27;3;10;21;5;9;18;13;1;4;14;6;20;17;25;2;19;26;31;32;15;11;29;7;23;22;16;8;12;24
30;28;27;3;10;21;5;9;18;13;1;4;14;6;20;17;25;2;19;26;31;32;15;11;29;23;7;22;16;8;12;24;17;26258
17;26258;30;28;27;3;10;21;5;9;18;13;1;4;14;6;20;17;25;2;19;26;31;32;15;11;29;23;7;22;16;8;12;24
30;28;27;3;10;21;5;9;18;13;1;4;31;6;20;17;25;2;19;26;14;32;15;11;29;23;7;22;16;8;12;24;17;26304
17;26304;30;28;27;3;10;21;5;9;18;13;1;4;31;6;20;17;25;2;19;26;14;32;15;11;29;23;7;22;16;8;12;24
30;28;27;3;10;21;15;9;18;13;1;4;31;6;20;17;25;2;19;26;14;32;5;11;29;23;7;22;16;8;12;24;17;26944
17;26944;30;28;27;3;10;21;15;9;18;13;1;4;31;6;20;17;25;2;19;26;14;32;5;11;29;23;7;22;16;8;12;24
30;28;27;3;10;21;15;9;18;13;1;4;31;29;20;17;25;2;19;26;14;32;5;11;6;23;7;22;16;8;12;24;17;26680
17;26680;30;28;27;3;10;21;15;9;18;13;1;4;31;29;20;17;25;2;19;26;14;32;5;11;6;23;7;22;16;8;12;24
30;28;27;3;10;21;15;9;18;13;1;4;31;29;20;17;25;8;19;26;14;32;5;11;6;23;7;22;16;2;12;24;17;26820
17;26820;30;28;27;3;10;21;15;9;18;13;1;4;31;29;20;17;25;8;19;26;14;32;5;11;6;23;7;22;16;2;12;24
30;28;27;3;10;21;15;9;18;13;1;25;31;29;20;17;4;8;19;26;14;32;5;11;6;23;7;22;16;2;12;24;17;26924
17;26924;30;28;27;3;10;21;15;9;18;13;1;25;31;29;20;17;4;8;19;26;14;32;5;11;6;23;7;22;16;2;12;24
30;28;27;3;10;21;15;9;18;1;13;25;31;29;20;17;4;8;19;26;14;32;5;11;6;23;7;22;16;2;12;24;17;26664
17;26664;30;28;27;3;10;21;15;9;18;1;13;25;31;29;20;17;4;8;19;26;14;32;5;11;6;23;7;22;16;2;12;24
30;7;27;3;10;21;15;9;18;1;13;25;31;29;20;17;4;8;19;26;14;32;5;11;6;23;28;22;16;2;12;24;17;26534
17;26534;30;7;27;3;10;21;15;9;18;1;13;25;31;29;20;17;4;8;19;26;14;32;5;11;6;23;28;22;16;2;12;24
30;7;27;3;5;21;15;9;18;1;13;25;31;29;20;17;4;8;19;26;14;32;10;11;6;23;28;22;16;2;12;24;17;26534
17;26534;30;7;27;3;5;21;15;9;18;1;13;25;31;29;20;17;4;8;19;26;14;32;10;11;6;23;28;22;16;2;12;24
30;14;27;3;5;21;15;9;18;1;13;25;31;29;20;17;4;8;19;26;7;32;10;11;6;23;28;22;16;2;12;24;17;27174
17;27174;30;14;27;3;5;21;15;9;18;1;13;25;31;29;20;17;4;8;19;26;7;32;10;11;6;23;28;22;16;2;12;24
30;14;27;3;5;11;15;9;18;1;13;25;31;29;20;17;4;8;19;26;7;32;10;21;6;23;28;22;16;2;12;24;17;27752
17;27752;30;14;27;3;5;11;15;9;18;1;13;25;31;29;20;17;4;8;19;26;7;32;10;21;6;23;28;22;16;2;12;24
30;19;27;3;5;11;15;9;18;1;13;25;31;29;20;17;4;8;14;26;7;32;10;21;6;23;28;22;16;2;12;24;17;27546
17;27546;30;19;27;3;5;11;15;9;18;1;13;25;31;29;20;17;4;8;14;26;7;32;10;21;6;23;28;22;16;2;12;24
30;19;27;3;5;11;15;9;18;1;13;25;31;29;20;17;4;8;26;14;7;32;10;21;6;23;28;22;16;2;12;24;17;27522
17;27522;30;19;27;3;5;11;15;9;18;1;13;25;31;29;20;17;4;8;26;14;7;32;10;21;6;23;28;22;16;2;12;24
30;21;27;3;5;11;15;9;18;1;13;25;31;29;20;17;4;8;26;14;7;32;10;19;6;23;28;22;16;2;12;24;17;27502
17;27502;30;21;27;3;5;11;15;9;18;1;13;25;31;29;20;17;4;8;26;14;7;32;10;19;6;23;28;22;16;2;12;24
30;21;27;3;5;11;15;9;18;1;13;25;31;29;20;17;16;8;26;14;7;32;10;19;6;23;28;22;4;2;12;24;17;27362
17;27362;30;21;27;3;5;11;15;9;18;1;13;25;31;29;20;17;16;8;26;14;7;32;10;19;6;23;28;22;4;2;12;24
30;21;27;3;5;11;15;9;18;1;13;25;31;29;20;17;16;8;26;23;7;32;10;19;6;14;28;22;4;2;12;24;17;27510
17;27510;30;21;27;3;5;11;15;9;18;1;13;25;31;29;20;17;16;8;26;23;7;32;10;19;6;14;28;22;4;2;12;24
29;21;27;3;5;11;15;9;18;1;13;25;31;30;20;17;16;8;26;23;7;32;10;19;6;14;28;22;4;2;12;24;17;27470
18;27470;29;21;27;3;5;11;15;9;18;1;13;25;31;30;20;17;16;8;26;23;7;32;10;19;6;14;28;22;4;2;12;24
9;21;27;3;5;11;15;29;18;1;13;25;31;30;20;17;16;8;26;23;7;32;10;19;6;14;28;22;4;2;12;24;18;27298
18;27298;9;21;27;3;5;11;15;29;18;1;13;25;31;30;20;17;16;8;26;23;7;32;10;19;6;14;28;22;4;2;12;24
9;21;27;3;5;11;15;29;18;1;13;22;31;30;20;17;16;8;26;23;7;32;10;19;6;14;28;25;4;2;12;24;18;27578
18;27578;9;21;27;3;5;11;15;29;18;1;13;22;31;30;20;17;16;8;26;23;7;32;10;19;6;14;28;25;4;2;12;24
9;21;27;3;5;11;15;29;17;1;13;22;31;30;20;18;16;8;26;23;7;32;10;19;6;14;28;25;4;2;12;24;18;27598
18;27598;9;21;27;3;5;11;15;29;17;1;13;22;31;30;20;18;16;8;26;23;7;32;10;19;6;14;28;25;4;2;12;24
9;21;27;3;5;11;15;29;8;1;13;22;31;30;20;18;16;17;26;23;7;32;10;19;6;14;28;25;4;2;12;24;18;27546
18;27546;9;21;27;3;5;11;15;29;8;1;13;22;31;30;20;18;16;17;26;23;7;32;10;19;6;14;28;25;4;2;12;24
9;21;27;3;5;11;29;15;8;1;13;22;31;30;20;18;16;17;26;23;7;32;10;19;6;14;28;25;4;2;12;24;18;28304
18;28304;9;21;27;3;5;11;29;15;8;1;13;22;31;30;20;18;16;17;26;23;7;32;10;19;6;14;28;25;4;2;12;24
9;21;27;3;5;11;16;15;8;1;13;22;31;30;20;18;29;17;26;23;7;32;10;19;6;14;28;25;4;2;12;24;18;27670
18;27670;9;21;27;3;5;11;16;15;8;1;13;22;31;30;20;18;29;17;26;23;7;32;10;19;6;14;28;25;4;2;12;24
9;2;27;3;5;11;16;15;8;1;13;22;31;30;20;18;29;17;26;23;7;32;10;19;6;14;28;25;4;21;12;24;18;27704
18;27704;9;2;27;3;5;11;16;15;8;1;13;22;31;30;20;18;29;17;26;23;7;32;10;19;6;14;28;25;4;21;12;24
9;2;27;3;5;14;16;15;8;1;13;22;31;30;20;18;29;17;26;23;7;32;10;19;6;11;28;25;4;21;12;24;18;27864
18;27864;9;2;27;3;5;14;16;15;8;1;13;22;31;30;20;18;29;17;26;23;7;32;10;19;6;11;28;25;4;21;12;24
9;2;27;3;5;14;16;30;8;1;13;22;31;15;20;18;29;17;26;23;7;32;10;19;6;11;28;25;4;21;12;24;18;27980
18;27864;9;2;27;3;5;14;16;15;8;1;13;22;31;30;20;18;29;17;26;23;7;32;10;19;6;11;28;25;4;21;12;24
9;31;27;3;5;14;16;15;8;1;13;22;2;30;20;18;29;17;26;23;7;32;10;19;6;11;28;25;4;21;12;24;18;28410
18;28410;9;31;27;3;5;14;16;15;8;1;13;22;2;30;20;18;29;17;26;23;7;32;10;19;6;11;28;25;4;21;12;24
9;31;27;3;5;14;16;15;8;2;13;22;1;30;20;18;29;17;26;23;7;32;10;19;6;11;28;25;4;21;12;24;18;28630
18;28630;9;31;27;3;5;14;16;15;8;2;13;22;1;30;20;18;29;17;26;23;7;32;10;19;6;11;28;25;4;21;12;24
9;31;27;3;5;2;16;15;8;14;13;22;1;30;20;18;29;17;26;23;7;32;10;19;6;11;28;25;4;21;12;24;18;28390
18;28390;9;31;27;3;5;2;16;15;8;14;13;22;1;30;20;18;29;17;26;23;7;32;10;19;6;11;28;25;4;21;12;24
9;31;27;3;5;2;16;15;8;14;13;22;1;30;20;18;29;17;26;23;7;6;10;19;32;11;28;25;4;21;12;24;18;27640
18;27640;9;31;27;3;5;2;16;15;8;14;13;22;1;30;20;18;29;17;26;23;7;6;10;19;32;11;28;25;4;21;12;24
9;31;27;3;5;2;16;15;8;14;13;22;1;30;20;25;29;17;26;23;7;6;10;19;32;11;28;18;4;21;12;24;18;27200
18;27200;9;31;27;3;5;2;16;15;8;14;13;22;1;30;20;25;29;17;26;23;7;6;10;19;32;11;28;18;4;21;12;24
9;31;27;3;5;2;16;15;8;14;13;22;1;30;20;25;29;17;26;23;7;6;10;19;32;11;28;18;21;4;12;24;18;26890
18;26890;9;31;27;3;5;2;16;15;8;14;13;22;1;30;20;25;29;17;26;23;7;6;10;19;32;11;28;18;21;4;12;24
6;31;27;3;5;2;16;15;8;14;13;22;1;30;20;25;29;17;26;23;7;9;10;19;32;11;28;18;21;4;12;24;18;26970
18;26970;6;31;27;3;5;2;16;15;8;14;13;22;1;30;20;25;29;17;26;23;7;9;10;19;32;11;28;18;21;4;12;24
6;31;27;3;5;2;16;15;8;14;13;22;7;30;20;25;29;17;26;23;1;9;10;19;32;11;28;18;21;4;12;24;18;26910
18;26910;6;31;27;3;5;2;16;15;8;14;13;22;7;30;20;25;29;17;26;23;1;9;10;19;32;11;28;18;21;4;12;24
6;31;27;3;5;2;16;15;8;14;13;22;7;30;20;25;29;17;26;23;1;9;10;19;32;11;28;18;21;12;4;24;18;26750
18;26750;6;31;27;3;5;2;16;15;8;14;13;22;7;30;20;25;29;17;26;23;1;9;10;19;32;11;28;18;21;12;4;24
6;31;27;3;5;19;16;15;8;14;13;22;7;30;20;25;29;17;26;23;1;9;10;2;32;11;28;18;21;12;4;24;18;26948
18;26948;6;31;27;3;5;19;16;15;8;14;13;22;7;30;20;25;29;17;26;23;1;9;10;2;32;11;28;18;21;12;4;24
6;31;27;3;5;19;16;15;8;14;18;22;7;30;20;25;29;17;26;23;1;9;10;2;32;11;28;13;21;12;4;24;18;26896
19;26896;6;31;27;3;5;19;16;15;8;14;18;22;7;30;20;25;29;17;26;23;1;9;10;2;32;11;28;13;21;12;4;24
6;31;27;3;5;19;16;15;8;14;18;22;7;30;20;25;29;13;26;23;1;9;10;2;32;11;28;17;21;12;4;24;19;26926
19;26926;6;31;27;3;5;19;16;15;8;14;18;22;7;30;20;25;29;13;26;23;1;9;10;2;32;11;28;17;21;12;4;24
6;31;27;3;5;19;16;15;8;26;18;22;7;30;20;25;29;13;14;23;1;9;10;2;32;11;28;17;21;12;4;24;19;27044
19;26926;6;31;27;3;5;19;16;15;8;14;18;22;7;30;20;25;29;13;26;23;1;9;10;2;32;11;28;17;21;12;4;24
13;31;27;3;5;19;16;15;8;14;18;22;7;30;20;25;29;6;26;23;1;9;10;2;32;11;28;17;21;12;4;24;19;27746
19;27746;13;31;27;3;5;19;16;15;8;14;18;22;7;30;20;25;29;6;26;23;1;9;10;2;32;11;28;17;21;12;4;24
13;31;27;3;5;19;16;15;8;14;18;22;7;30;10;25;29;6;26;23;1;9;20;2;32;11;28;17;21;12;4;24;19;27734
19;27734;13;31;27;3;5;19;16;15;8;14;18;22;7;30;10;25;29;6;26;23;1;9;20;2;32;11;28;17;21;12;4;24
13;31;27;3;5;19;16;15;10;14;18;22;7;30;8;25;29;6;26;23;1;9;20;2;32;11;28;17;21;12;4;24;19;27774
19;27774;13;31;27;3;5;19;16;15;10;14;18;22;7;30;8;25;29;6;26;23;1;9;20;2;32;11;28;17;21;12;4;24
13;31;27;3;5;19;16;15;10;14;18;22;7;24;8;25;29;6;26;23;1;9;20;2;32;11;28;17;21;12;4;30;19;27654
19;27654;13;31;27;3;5;19;16;15;10;14;18;22;7;24;8;25;29;6;26;23;1;9;20;2;32;11;28;17;21;12;4;30
13;31;27;23;5;19;16;15;10;14;18;22;7;24;8;25;29;6;26;3;1;9;20;2;32;11;28;17;21;12;4;30;19;27456
19;27456;13;31;27;23;5;19;16;15;10;14;18;22;7;24;8;25;29;6;26;3;1;9;20;2;32;11;28;17;21;12;4;30
13;31;27;23;5;7;16;15;10;14;18;22;19;24;8;25;29;6;26;3;1;9;20;2;32;11;28;17;21;12;4;30;19;26954
19;26954;13;31;27;23;5;7;16;15;10;14;18;22;19;24;8;25;29;6;26;3;1;9;20;2;32;11;28;17;21;12;4;30
13;31;27;23;5;7;16;15;10;14;18;22;19;24;8;25;29;6;26;3;1;9;20;2;32;11;28;12;21;17;4;30;19;27166
19;27166;13;31;27;23;5;7;16;15;10;14;18;22;19;24;8;25;29;6;26;3;1;9;20;2;32;11;28;12;21;17;4;30
