"X1";"X26530";"X10";"X31";"X1.1";"X29";"X23";"X14";"X32";"X22";"X19";"X15";"X25";"X7";"X17";"X2";"X9";"X20";"X18";"X12";"X24";"X6";"X5";"X11";"X21";"X16";"X8";"X3";"X30";"X13";"X26";"X28";"X27";"X4"
39;27896;12;22;32;13;5;23;20;3;28;16;7;25;21;26;8;24;17;1;6;31;19;15;14;4;29;30;10;18;2;11;9;27
12;22;32;13;5;23;20;3;28;16;7;25;21;26;8;24;1;17;6;31;19;15;14;4;29;30;10;18;2;11;9;27;39;27850
39;27850;12;22;32;13;5;23;20;3;28;16;7;25;21;26;8;24;1;17;6;31;19;15;14;4;29;30;10;18;2;11;9;27
12;22;32;13;5;23;20;3;28;16;7;8;21;26;25;24;1;17;6;31;19;15;14;4;29;30;10;18;2;11;9;27;39;27008
39;27008;12;22;32;13;5;23;20;3;28;16;7;8;21;26;25;24;1;17;6;31;19;15;14;4;29;30;10;18;2;11;9;27
12;22;32;13;5;23;9;3;28;16;7;8;21;26;25;24;1;17;6;31;19;15;14;4;29;30;10;18;2;11;20;27;39;26902
39;26902;12;22;32;13;5;23;9;3;28;16;7;8;21;26;25;24;1;17;6;31;19;15;14;4;29;30;10;18;2;11;20;27
12;22;32;17;5;23;9;3;28;16;7;8;21;26;25;24;1;13;6;31;19;15;14;4;29;30;10;18;2;11;20;27;39;26846
39;26846;12;22;32;17;5;23;9;3;28;16;7;8;21;26;25;24;1;13;6;31;19;15;14;4;29;30;10;18;2;11;20;27
12;22;32;19;5;23;9;3;28;16;7;8;21;26;25;24;1;13;6;31;17;15;14;4;29;30;10;18;2;11;20;27;39;26646
39;26646;12;22;32;19;5;23;9;3;28;16;7;8;21;26;25;24;1;13;6;31;17;15;14;4;29;30;10;18;2;11;20;27
12;22;32;19;5;23;9;3;28;16;7;8;21;26;30;24;1;13;6;31;17;15;14;4;29;25;10;18;2;11;20;27;39;26526
39;26526;12;22;32;19;5;23;9;3;28;16;7;8;21;26;30;24;1;13;6;31;17;15;14;4;29;25;10;18;2;11;20;27
12;22;32;19;5;23;9;3;28;16;7;8;21;26;30;31;1;13;6;24;17;15;14;4;29;25;10;18;2;11;20;27;39;26486
39;26486;12;22;32;19;5;23;9;3;28;16;7;8;21;26;30;31;1;13;6;24;17;15;14;4;29;25;10;18;2;11;20;27
12;22;32;19;5;23;9;3;28;16;7;6;21;26;30;31;1;13;8;24;17;15;14;4;29;25;10;18;2;11;20;27;39;26446
40;26446;12;22;32;19;5;23;9;3;28;16;7;6;21;26;30;31;1;13;8;24;17;15;14;4;29;25;10;18;2;11;20;27
12;22;32;19;5;23;9;3;28;21;7;6;16;26;30;31;1;13;8;24;17;15;14;4;29;25;10;18;2;11;20;27;40;26924
40;26446;12;22;32;19;5;23;9;3;28;16;7;6;21;26;30;31;1;13;8;24;17;15;14;4;29;25;10;18;2;11;20;27
12;22;32;19;5;23;2;3;28;16;7;6;21;26;30;31;1;13;8;24;17;15;14;4;29;25;10;18;9;11;20;27;40;26446
40;26446;12;22;32;19;5;23;2;3;28;16;7;6;21;26;30;31;1;13;8;24;17;15;14;4;29;25;10;18;9;11;20;27
12;22;32;19;5;23;2;3;28;16;7;6;10;26;30;31;1;13;8;24;17;15;14;4;29;25;21;18;9;11;20;27;40;26362
40;26362;12;22;32;19;5;23;2;3;28;16;7;6;10;26;30;31;1;13;8;24;17;15;14;4;29;25;21;18;9;11;20;27
12;22;32;19;5;23;2;3;28;16;7;6;10;26;30;31;1;13;8;24;17;15;14;4;29;25;21;18;9;20;11;27;40;26418
40;26418;12;22;32;19;5;23;2;3;28;16;7;6;10;26;30;31;1;13;8;24;17;15;14;4;29;25;21;18;9;20;11;27
12;22;32;19;5;23;2;3;28;16;7;6;10;26;30;31;1;13;17;24;8;15;14;4;29;25;21;18;9;20;11;27;40;25924
40;25924;12;22;32;19;5;23;2;3;28;16;7;6;10;26;30;31;1;13;17;24;8;15;14;4;29;25;21;18;9;20;11;27
12;22;32;19;5;23;2;3;28;16;7;6;10;26;30;31;1;13;17;24;8;15;14;4;29;25;21;18;27;20;11;9;40;25886
40;25886;12;22;32;19;5;23;2;3;28;16;7;6;10;26;30;31;1;13;17;24;8;15;14;4;29;25;21;18;27;20;11;9
12;22;31;19;5;23;2;3;28;16;7;6;10;26;30;32;1;13;17;24;8;15;14;4;29;25;21;18;27;20;11;9;40;26106
40;26106;12;22;31;19;5;23;2;3;28;16;7;6;10;26;30;32;1;13;17;24;8;15;14;4;29;25;21;18;27;20;11;9
12;22;31;19;5;23;2;3;28;16;7;6;10;26;30;32;1;13;17;24;8;15;14;4;29;25;27;18;21;20;11;9;40;26366
40;26366;12;22;31;19;5;23;2;3;28;16;7;6;10;26;30;32;1;13;17;24;8;15;14;4;29;25;27;18;21;20;11;9
12;22;31;19;25;23;2;3;28;16;7;6;10;26;30;32;1;13;17;24;8;15;14;4;29;5;27;18;21;20;11;9;40;27540
40;26366;12;22;31;19;5;23;2;3;28;16;7;6;10;26;30;32;1;13;17;24;8;15;14;4;29;25;27;18;21;20;11;9
12;22;31;19;5;23;2;3;28;16;7;6;10;26;30;32;1;13;17;24;8;15;14;21;29;25;27;18;4;20;11;9;40;25804
40;25804;12;22;31;19;5;23;2;3;28;16;7;6;10;26;30;32;1;13;17;24;8;15;14;21;29;25;27;18;4;20;11;9
12;22;31;19;5;23;2;3;28;16;7;6;10;26;30;32;1;13;17;24;8;15;14;21;20;25;27;18;4;29;11;9;40;26124
40;26124;12;22;31;19;5;23;2;3;28;16;7;6;10;26;30;32;1;13;17;24;8;15;14;21;20;25;27;18;4;29;11;9
12;22;31;19;5;23;2;3;28;16;7;6;10;26;30;32;4;13;17;24;8;15;14;21;20;25;27;18;1;29;11;9;40;25864
40;25864;12;22;31;19;5;23;2;3;28;16;7;6;10;26;30;32;4;13;17;24;8;15;14;21;20;25;27;18;1;29;11;9
12;22;31;19;5;23;2;3;28;16;7;6;10;26;11;32;4;13;17;24;8;15;14;21;20;25;27;18;1;29;30;9;40;26090
40;26090;12;22;31;19;5;23;2;3;28;16;7;6;10;26;11;32;4;13;17;24;8;15;14;21;20;25;27;18;1;29;30;9
12;22;31;19;5;23;2;3;28;16;7;6;10;26;11;32;4;13;17;24;8;15;14;20;21;25;27;18;1;29;30;9;40;25810
40;25810;12;22;31;19;5;23;2;3;28;16;7;6;10;26;11;32;4;13;17;24;8;15;14;20;21;25;27;18;1;29;30;9
10;22;31;19;5;23;2;3;28;16;7;6;12;26;11;32;4;13;17;24;8;15;14;20;21;25;27;18;1;29;30;9;40;25970
40;25970;10;22;31;19;5;23;2;3;28;16;7;6;12;26;11;32;4;13;17;24;8;15;14;20;21;25;27;18;1;29;30;9
10;22;31;19;5;9;2;3;28;16;7;6;12;26;11;32;4;13;17;24;8;15;14;20;21;25;27;18;1;29;30;23;40;26584
40;26584;10;22;31;19;5;9;2;3;28;16;7;6;12;26;11;32;4;13;17;24;8;15;14;20;21;25;27;18;1;29;30;23
10;22;31;19;5;28;2;3;9;16;7;6;12;26;11;32;4;13;17;24;8;15;14;20;21;25;27;18;1;29;30;23;40;26204
40;26204;10;22;31;19;5;28;2;3;9;16;7;6;12;26;11;32;4;13;17;24;8;15;14;20;21;25;27;18;1;29;30;23
10;22;31;19;5;28;2;3;9;16;14;6;12;26;11;32;4;13;17;24;8;15;7;20;21;25;27;18;1;29;30;23;40;26344
40;26344;10;22;31;19;5;28;2;3;9;16;14;6;12;26;11;32;4;13;17;24;8;15;7;20;21;25;27;18;1;29;30;23
10;22;31;19;5;28;2;3;9;16;25;6;12;26;11;32;4;13;17;24;8;15;7;20;21;14;27;18;1;29;30;23;40;27544
40;27544;10;22;31;19;5;28;2;3;9;16;25;6;12;26;11;32;4;13;17;24;8;15;7;20;21;14;27;18;1;29;30;23
10;22;31;19;5;28;2;3;9;16;25;6;12;26;11;32;4;29;17;24;8;15;7;20;21;14;27;18;1;13;30;23;40;27130
41;27130;10;22;31;19;5;28;2;3;9;16;25;6;12;26;11;32;4;29;17;24;8;15;7;20;21;14;27;18;1;13;30;23
10;22;31;19;5;28;2;3;9;16;25;6;12;26;11;32;4;23;17;24;8;15;7;20;21;14;27;18;1;13;30;29;41;26970
41;26970;10;22;31;19;5;28;2;3;9;16;25;6;12;26;11;32;4;23;17;24;8;15;7;20;21;14;27;18;1;13;30;29
16;22;31;19;5;28;2;3;9;10;25;6;12;26;11;32;4;23;17;24;8;15;7;20;21;14;27;18;1;13;30;29;41;27110
41;27110;16;22;31;19;5;28;2;3;9;10;25;6;12;26;11;32;4;23;17;24;8;15;7;20;21;14;27;18;1;13;30;29
16;22;31;19;5;28;2;3;9;10;25;6;12;26;7;32;4;23;17;24;8;15;11;20;21;14;27;18;1;13;30;29;41;27190
41;27190;16;22;31;19;5;28;2;3;9;10;25;6;12;26;7;32;4;23;17;24;8;15;11;20;21;14;27;18;1;13;30;29
16;22;31;19;5;28;2;30;9;10;25;6;12;26;7;32;4;23;17;24;8;15;11;20;21;14;27;18;1;13;3;29;41;27866
41;27190;16;22;31;19;5;28;2;3;9;10;25;6;12;26;7;32;4;23;17;24;8;15;11;20;21;14;27;18;1;13;30;29
16;22;31;19;5;28;2;3;9;10;25;6;12;26;7;21;4;23;17;24;8;15;11;20;32;14;27;18;1;13;30;29;41;26990
41;26990;16;22;31;19;5;28;2;3;9;10;25;6;12;26;7;21;4;23;17;24;8;15;11;20;32;14;27;18;1;13;30;29
16;22;25;19;5;28;2;3;9;10;31;6;12;26;7;21;4;23;17;24;8;15;11;20;32;14;27;18;1;13;30;29;41;27090
41;27090;16;22;25;19;5;28;2;3;9;10;31;6;12;26;7;21;4;23;17;24;8;15;11;20;32;14;27;18;1;13;30;29
16;28;25;19;5;22;2;3;9;10;31;6;12;26;7;21;4;23;17;24;8;15;11;20;32;14;27;18;1;13;30;29;41;27290
41;27290;16;28;25;19;5;22;2;3;9;10;31;6;12;26;7;21;4;23;17;24;8;15;11;20;32;14;27;18;1;13;30;29
16;28;25;19;5;22;2;3;9;17;31;6;12;26;7;21;4;23;10;24;8;15;11;20;32;14;27;18;1;13;30;29;41;27344
41;27344;16;28;25;19;5;22;2;3;9;17;31;6;12;26;7;21;4;23;10;24;8;15;11;20;32;14;27;18;1;13;30;29
16;28;25;19;5;22;32;3;9;17;31;6;12;26;7;21;4;23;10;24;8;15;11;20;2;14;27;18;1;13;30;29;41;27806
41;27806;16;28;25;19;5;22;32;3;9;17;31;6;12;26;7;21;4;23;10;24;8;15;11;20;2;14;27;18;1;13;30;29
16;28;25;19;5;22;32;3;29;17;31;6;12;26;7;21;4;23;10;24;8;15;11;20;2;14;27;18;1;13;30;9;41;28004
41;28004;16;28;25;19;5;22;32;3;29;17;31;6;12;26;7;21;4;23;10;24;8;15;11;20;2;14;27;18;1;13;30;9
16;28;25;19;5;22;32;3;29;17;31;6;12;26;7;21;4;15;10;24;8;23;11;20;2;14;27;18;1;13;30;9;41;27724
41;27724;16;28;25;19;5;22;32;3;29;17;31;6;12;26;7;21;4;15;10;24;8;23;11;20;2;14;27;18;1;13;30;9
16;28;25;19;5;22;32;3;29;17;31;6;12;26;7;11;4;15;10;24;8;23;21;20;2;14;27;18;1;13;30;9;41;26802
41;26802;16;28;25;19;5;22;32;3;29;17;31;6;12;26;7;11;4;15;10;24;8;23;21;20;2;14;27;18;1;13;30;9
11;28;25;19;5;22;32;3;29;17;31;6;12;26;7;16;4;15;10;24;8;23;21;20;2;14;27;18;1;13;30;9;41;26922
41;26922;11;28;25;19;5;22;32;3;29;17;31;6;12;26;7;16;4;15;10;24;8;23;21;20;2;14;27;18;1;13;30;9
11;28;25;19;5;22;32;3;29;17;31;6;12;26;7;16;4;15;10;9;8;23;21;20;2;14;27;18;1;13;30;24;41;26962
41;26962;11;28;25;19;5;22;32;3;29;17;31;6;12;26;7;16;4;15;10;9;8;23;21;20;2;14;27;18;1;13;30;24
11;28;25;19;5;22;32;3;29;17;31;6;12;26;7;16;8;15;10;9;4;23;21;20;2;14;27;18;1;13;30;24;41;26542
41;26542;11;28;25;19;5;22;32;3;29;17;31;6;12;26;7;16;8;15;10;9;4;23;21;20;2;14;27;18;1;13;30;24
11;28;25;19;5;22;32;3;29;17;13;6;12;26;7;16;8;15;10;9;4;23;21;20;2;14;27;18;1;31;30;24;41;27118
41;27118;11;28;25;19;5;22;32;3;29;17;13;6;12;26;7;16;8;15;10;9;4;23;21;20;2;14;27;18;1;31;30;24
11;28;25;19;5;22;32;3;29;26;13;6;12;17;7;16;8;15;10;9;4;23;21;20;2;14;27;18;1;31;30;24;41;27698
41;27698;11;28;25;19;5;22;32;3;29;26;13;6;12;17;7;16;8;15;10;9;4;23;21;20;2;14;27;18;1;31;30;24
11;28;25;19;5;22;32;3;29;26;24;6;12;17;7;16;8;15;10;9;4;23;21;20;2;14;27;18;1;31;30;13;41;27066
41;27066;11;28;25;19;5;22;32;3;29;26;24;6;12;17;7;16;8;15;10;9;4;23;21;20;2;14;27;18;1;31;30;13
11;28;25;19;14;22;32;3;29;26;24;6;12;17;7;16;8;15;10;9;4;23;21;20;2;5;27;18;1;31;30;13;41;27246
41;27246;11;28;25;19;14;22;32;3;29;26;24;6;12;17;7;16;8;15;10;9;4;23;21;20;2;5;27;18;1;31;30;13
11;28;25;19;14;22;32;3;29;26;9;6;12;17;7;16;8;15;10;24;4;23;21;20;2;5;27;18;1;31;30;13;41;27478
42;27478;11;28;25;19;14;22;32;3;29;26;9;6;12;17;7;16;8;15;10;24;4;23;21;20;2;5;27;18;1;31;30;13
11;28;25;19;14;22;32;3;29;26;31;6;12;17;7;16;8;15;10;24;4;23;21;20;2;5;27;18;1;9;30;13;42;27022
42;27022;11;28;25;19;14;22;32;3;29;26;31;6;12;17;7;16;8;15;10;24;4;23;21;20;2;5;27;18;1;9;30;13
11;28;25;19;14;22;32;3;23;26;31;6;12;17;7;16;8;15;10;24;4;29;21;20;2;5;27;18;1;9;30;13;42;27142
42;27142;11;28;25;19;14;22;32;3;23;26;31;6;12;17;7;16;8;15;10;24;4;29;21;20;2;5;27;18;1;9;30;13
11;28;25;19;14;22;32;3;23;26;31;6;12;17;2;16;8;15;10;24;4;29;21;20;7;5;27;18;1;9;30;13;42;27142
42;27142;11;28;25;19;14;22;32;3;23;26;31;6;12;17;2;16;8;15;10;24;4;29;21;20;7;5;27;18;1;9;30;13
11;28;25;19;17;22;32;3;23;26;31;6;12;14;2;16;8;15;10;24;4;29;21;20;7;5;27;18;1;9;30;13;42;26584
42;26584;11;28;25;19;17;22;32;3;23;26;31;6;12;14;2;16;8;15;10;24;4;29;21;20;7;5;27;18;1;9;30;13
11;28;25;19;17;4;32;3;23;26;31;6;12;14;2;16;8;15;10;24;22;29;21;20;7;5;27;18;1;9;30;13;42;26720
42;26720;11;28;25;19;17;4;32;3;23;26;31;6;12;14;2;16;8;15;10;24;22;29;21;20;7;5;27;18;1;9;30;13
11;28;25;19;17;4;32;3;23;26;31;6;12;14;2;27;8;15;10;24;22;29;21;20;7;5;16;18;1;9;30;13;42;25868
42;25868;11;28;25;19;17;4;32;3;23;26;31;6;12;14;2;27;8;15;10;24;22;29;21;20;7;5;16;18;1;9;30;13
11;28;25;19;17;7;32;3;23;26;31;6;12;14;2;27;8;15;10;24;22;29;21;20;4;5;16;18;1;9;30;13;42;25308
42;25308;11;28;25;19;17;7;32;3;23;26;31;6;12;14;2;27;8;15;10;24;22;29;21;20;4;5;16;18;1;9;30;13
11;28;25;19;17;7;32;3;23;26;31;6;12;14;2;22;8;15;10;24;27;29;21;20;4;5;16;18;1;9;30;13;42;25628
42;25628;11;28;25;19;17;7;32;3;23;26;31;6;12;14;2;22;8;15;10;24;27;29;21;20;4;5;16;18;1;9;30;13
11;28;25;19;17;7;32;3;21;26;31;6;12;14;2;22;8;15;10;24;27;29;23;20;4;5;16;18;1;9;30;13;42;26188
42;25628;11;28;25;19;17;7;32;3;23;26;31;6;12;14;2;22;8;15;10;24;27;29;21;20;4;5;16;18;1;9;30;13
11;28;25;19;17;1;32;3;23;26;31;6;12;14;2;22;8;15;10;24;27;29;21;20;4;5;16;18;7;9;30;13;42;25708
42;25708;11;28;25;19;17;1;32;3;23;26;31;6;12;14;2;22;8;15;10;24;27;29;21;20;4;5;16;18;7;9;30;13
11;28;25;19;17;1;32;3;20;26;31;6;12;14;2;22;8;15;10;24;27;29;21;23;4;5;16;18;7;9;30;13;42;25828
42;25828;11;28;25;19;17;1;32;3;20;26;31;6;12;14;2;22;8;15;10;24;27;29;21;23;4;5;16;18;7;9;30;13
11;28;25;19;17;1;32;3;20;26;31;6;12;14;2;22;8;15;10;24;27;29;21;23;30;5;16;18;7;9;4;13;42;25852
42;25852;11;28;25;19;17;1;32;3;20;26;31;6;12;14;2;22;8;15;10;24;27;29;21;23;30;5;16;18;7;9;4;13
11;28;25;19;17;1;32;3;20;26;31;6;13;14;2;22;8;15;10;24;27;29;21;23;30;5;16;18;7;9;4;12;42;26492
42;26492;11;28;25;19;17;1;32;3;20;26;31;6;13;14;2;22;8;15;10;24;27;29;21;23;30;5;16;18;7;9;4;12
11;28;25;19;17;1;2;3;20;26;31;6;13;14;32;22;8;15;10;24;27;29;21;23;30;5;16;18;7;9;4;12;42;27500
42;27500;11;28;25;19;17;1;2;3;20;26;31;6;13;14;32;22;8;15;10;24;27;29;21;23;30;5;16;18;7;9;4;12
11;28;25;19;20;1;2;3;17;26;31;6;13;14;32;22;8;15;10;24;27;29;21;23;30;5;16;18;7;9;4;12;42;27300
42;27300;11;28;25;19;20;1;2;3;17;26;31;6;13;14;32;22;8;15;10;24;27;29;21;23;30;5;16;18;7;9;4;12
11;28;25;19;18;1;2;3;17;26;31;6;13;14;32;22;8;15;10;24;27;29;21;23;30;5;16;20;7;9;4;12;42;27260
42;27260;11;28;25;19;18;1;2;3;17;26;31;6;13;14;32;22;8;15;10;24;27;29;21;23;30;5;16;20;7;9;4;12
11;28;25;19;18;1;2;3;17;26;23;6;13;14;32;22;8;15;10;24;27;29;21;31;30;5;16;20;7;9;4;12;42;26900
42;26900;11;28;25;19;18;1;2;3;17;26;23;6;13;14;32;22;8;15;10;24;27;29;21;31;30;5;16;20;7;9;4;12
11;28;21;19;18;1;2;3;17;26;23;6;13;14;32;22;8;15;10;24;27;29;25;31;30;5;16;20;7;9;4;12;42;26700
42;26700;11;28;21;19;18;1;2;3;17;26;23;6;13;14;32;22;8;15;10;24;27;29;25;31;30;5;16;20;7;9;4;12
11;28;21;19;18;1;2;3;17;26;23;6;13;31;32;22;8;15;10;24;27;29;25;14;30;5;16;20;7;9;4;12;42;27280
42;27280;11;28;21;19;18;1;2;3;17;26;23;6;13;31;32;22;8;15;10;24;27;29;25;14;30;5;16;20;7;9;4;12
11;28;21;19;18;1;31;3;17;26;23;6;13;2;32;22;8;15;10;24;27;29;25;14;30;5;16;20;7;9;4;12;42;26798
43;26798;11;28;21;19;18;1;31;3;17;26;23;6;13;2;32;22;8;15;10;24;27;29;25;14;30;5;16;20;7;9;4;12
11;28;21;19;18;1;31;3;17;26;23;6;13;8;32;22;2;15;10;24;27;29;25;14;30;5;16;20;7;9;4;12;43;26438
43;26438;11;28;21;19;18;1;31;3;17;26;23;6;13;8;32;22;2;15;10;24;27;29;25;14;30;5;16;20;7;9;4;12
11;28;21;19;18;1;31;3;17;2;23;6;13;8;32;22;26;15;10;24;27;29;25;14;30;5;16;20;7;9;4;12;43;26484
43;26484;11;28;21;19;18;1;31;3;17;2;23;6;13;8;32;22;26;15;10;24;27;29;25;14;30;5;16;20;7;9;4;12
11;28;21;19;18;1;31;3;17;2;23;6;10;8;32;22;26;15;13;24;27;29;25;14;30;5;16;20;7;9;4;12;43;25644
43;25644;11;28;21;19;18;1;31;3;17;2;23;6;10;8;32;22;26;15;13;24;27;29;25;14;30;5;16;20;7;9;4;12
11;28;21;29;18;1;31;3;17;2;23;6;10;8;32;22;26;15;13;24;27;19;25;14;30;5;16;20;7;9;4;12;43;25444
43;25444;11;28;21;29;18;1;31;3;17;2;23;6;10;8;32;22;26;15;13;24;27;19;25;14;30;5;16;20;7;9;4;12
11;30;21;29;18;1;31;3;17;2;23;6;10;8;32;22;26;15;13;24;27;19;25;14;28;5;16;20;7;9;4;12;43;25424
43;25424;11;30;21;29;18;1;31;3;17;2;23;6;10;8;32;22;26;15;13;24;27;19;25;14;28;5;16;20;7;9;4;12
11;30;21;29;7;1;31;3;17;2;23;6;10;8;32;22;26;15;13;24;27;19;25;14;28;5;16;20;18;9;4;12;43;25764
43;25764;11;30;21;29;7;1;31;3;17;2;23;6;10;8;32;22;26;15;13;24;27;19;25;14;28;5;16;20;18;9;4;12
11;30;21;29;7;1;31;3;17;2;23;8;10;6;32;22;26;15;13;24;27;19;25;14;28;5;16;20;18;9;4;12;43;26044
43;26044;11;30;21;29;7;1;31;3;17;2;23;8;10;6;32;22;26;15;13;24;27;19;25;14;28;5;16;20;18;9;4;12
11;30;21;29;7;1;31;3;17;2;23;8;10;6;32;22;26;15;13;24;27;19;25;14;28;5;16;20;18;12;4;9;43;26284
43;26284;11;30;21;29;7;1;31;3;17;2;23;8;10;6;32;22;26;15;13;24;27;19;25;14;28;5;16;20;18;12;4;9
11;30;21;29;7;1;31;3;17;2;23;8;25;6;32;22;26;15;13;24;27;19;10;14;28;5;16;20;18;12;4;9;43;25894
43;25894;11;30;21;29;7;1;31;3;17;2;23;8;25;6;32;22;26;15;13;24;27;19;10;14;28;5;16;20;18;12;4;9
27;30;21;29;7;1;31;3;17;2;23;8;25;6;32;22;26;15;13;24;11;19;10;14;28;5;16;20;18;12;4;9;43;25848
43;25848;27;30;21;29;7;1;31;3;17;2;23;8;25;6;32;22;26;15;13;24;11;19;10;14;28;5;16;20;18;12;4;9
27;30;21;29;7;1;31;3;17;2;23;8;25;6;32;22;26;15;13;24;11;19;10;14;20;5;16;28;18;12;4;9;43;25928
43;25928;27;30;21;29;7;1;31;3;17;2;23;8;25;6;32;22;26;15;13;24;11;19;10;14;20;5;16;28;18;12;4;9
27;30;21;29;7;1;31;26;17;2;23;8;25;6;32;22;3;15;13;24;11;19;10;14;20;5;16;28;18;12;4;9;43;26604
43;25928;27;30;21;29;7;1;31;3;17;2;23;8;25;6;32;22;26;15;13;24;11;19;10;14;20;5;16;28;18;12;4;9
27;30;21;29;7;1;31;3;17;2;23;8;25;6;32;22;26;15;13;24;11;19;10;14;20;5;16;28;9;12;4;18;43;25122
43;25122;27;30;21;29;7;1;31;3;17;2;23;8;25;6;32;22;26;15;13;24;11;19;10;14;20;5;16;28;9;12;4;18
27;30;21;29;7;1;31;3;17;2;23;8;25;6;32;22;26;15;13;24;11;19;10;14;5;20;16;28;9;12;4;18;43;25394
43;25394;27;30;21;29;7;1;31;3;17;2;23;8;25;6;32;22;26;15;13;24;11;19;10;14;5;20;16;28;9;12;4;18
27;30;21;29;15;1;31;3;17;2;23;8;25;6;32;22;26;7;13;24;11;19;10;14;5;20;16;28;9;12;4;18;43;25354
43;25354;27;30;21;29;15;1;31;3;17;2;23;8;25;6;32;22;26;7;13;24;11;19;10;14;5;20;16;28;9;12;4;18
27;30;21;29;15;1;31;3;17;2;20;8;25;6;32;22;26;7;13;24;11;19;10;14;5;23;16;28;9;12;4;18;43;25154
43;25154;27;30;21;29;15;1;31;3;17;2;20;8;25;6;32;22;26;7;13;24;11;19;10;14;5;23;16;28;9;12;4;18
27;30;21;29;15;1;31;3;17;2;20;8;7;6;32;22;26;25;13;24;11;19;10;14;5;23;16;28;9;12;4;18;43;25596
43;25596;27;30;21;29;15;1;31;3;17;2;20;8;7;6;32;22;26;25;13;24;11;19;10;14;5;23;16;28;9;12;4;18
27;30;21;29;15;5;31;3;17;2;20;8;7;6;32;22;26;25;13;24;11;19;10;14;1;23;16;28;9;12;4;18;43;25256
43;25256;27;30;21;29;15;5;31;3;17;2;20;8;7;6;32;22;26;25;13;24;11;19;10;14;1;23;16;28;9;12;4;18
27;30;21;29;15;5;31;3;17;2;20;8;7;6;12;22;26;25;13;24;11;19;10;14;1;23;16;28;9;32;4;18;43;25650
43;25650;27;30;21;29;15;5;31;3;17;2;20;8;7;6;12;22;26;25;13;24;11;19;10;14;1;23;16;28;9;32;4;18
27;30;21;29;11;5;31;3;17;2;20;8;7;6;12;22;26;25;13;24;15;19;10;14;1;23;16;28;9;32;4;18;43;25450
44;25450;27;30;21;29;11;5;31;3;17;2;20;8;7;6;12;22;26;25;13;24;15;19;10;14;1;23;16;28;9;32;4;18
27;28;21;29;11;5;31;3;17;2;20;8;7;6;12;22;26;25;13;24;15;19;10;14;1;23;16;30;9;32;4;18;44;25390
44;25390;27;28;21;29;11;5;31;3;17;2;20;8;7;6;12;22;26;25;13;24;15;19;10;14;1;23;16;30;9;32;4;18
27;28;21;29;11;5;31;3;17;2;20;8;7;6;12;22;26;25;13;24;15;19;10;14;32;23;16;30;9;1;4;18;44;25390
44;25390;27;28;21;29;11;5;31;3;17;2;20;8;7;6;12;22;26;25;13;24;15;19;10;14;32;23;16;30;9;1;4;18
27;28;21;29;11;1;31;3;17;2;20;8;7;6;12;22;26;25;13;24;15;19;10;14;32;23;16;30;9;5;4;18;44;25810
44;25810;27;28;21;29;11;1;31;3;17;2;20;8;7;6;12;22;26;25;13;24;15;19;10;14;32;23;16;30;9;5;4;18
27;6;21;29;11;1;31;3;17;2;20;8;7;28;12;22;26;25;13;24;15;19;10;14;32;23;16;30;9;5;4;18;44;26072
44;26072;27;6;21;29;11;1;31;3;17;2;20;8;7;28;12;22;26;25;13;24;15;19;10;14;32;23;16;30;9;5;4;18
27;6;21;29;11;1;31;10;17;2;20;8;7;28;12;22;26;25;13;24;15;19;3;14;32;23;16;30;9;5;4;18;44;25972
44;25972;27;6;21;29;11;1;31;10;17;2;20;8;7;28;12;22;26;25;13;24;15;19;3;14;32;23;16;30;9;5;4;18
17;6;21;29;11;1;31;10;27;2;20;8;7;28;12;22;26;25;13;24;15;19;3;14;32;23;16;30;9;5;4;18;44;25972
44;25972;17;6;21;29;11;1;31;10;27;2;20;8;7;28;12;22;26;25;13;24;15;19;3;14;32;23;16;30;9;5;4;18
17;6;21;29;11;1;31;10;27;2;20;8;7;28;12;22;26;25;13;24;16;19;3;14;32;23;15;30;9;5;4;18;44;26232
44;26232;17;6;21;29;11;1;31;10;27;2;20;8;7;28;12;22;26;25;13;24;16;19;3;14;32;23;15;30;9;5;4;18
17;6;21;29;11;1;18;10;27;2;20;8;7;28;12;22;26;25;13;24;16;19;3;14;32;23;15;30;9;5;4;31;44;26192
44;26192;17;6;21;29;11;1;18;10;27;2;20;8;7;28;12;22;26;25;13;24;16;19;3;14;32;23;15;30;9;5;4;31
17;6;21;29;11;1;18;10;20;2;27;8;7;28;12;22;26;25;13;24;16;19;3;14;32;23;15;30;9;5;4;31;44;25772
44;25772;17;6;21;29;11;1;18;10;20;2;27;8;7;28;12;22;26;25;13;24;16;19;3;14;32;23;15;30;9;5;4;31
17;6;21;29;11;1;16;10;20;2;27;8;7;28;12;22;26;25;13;24;18;19;3;14;32;23;15;30;9;5;4;31;44;26500
44;26500;17;6;21;29;11;1;16;10;20;2;27;8;7;28;12;22;26;25;13;24;18;19;3;14;32;23;15;30;9;5;4;31
17;6;21;29;11;1;16;10;20;2;27;8;7;28;12;22;26;25;13;24;18;19;9;14;32;23;15;30;3;5;4;31;44;26740
44;26740;17;6;21;29;11;1;16;10;20;2;27;8;7;28;12;22;26;25;13;24;18;19;9;14;32;23;15;30;3;5;4;31
17;6;21;24;11;1;16;10;20;2;27;8;7;28;12;22;26;25;13;29;18;19;9;14;32;23;15;30;3;5;4;31;44;26640
