"X1";"X254";"X46";"X22";"X60";"X57";"X51";"X19";"X41";"X21";"X29";"X38";"X49";"X40";"X1.1";"X36";"X43";"X10";"X50";"X6";"X16";"X30";"X15";"X62";"X3";"X14";"X37";"X27";"X13";"X34";"X11";"X59";"X44";"X63";"X8";"X18";"X32";"X7";"X39";"X42";"X9";"X24";"X23";"X5";"X31";"X54";"X26";"X56";"X35";"X61";"X58";"X53";"X55";"X2";"X64";"X12";"X25";"X45";"X33";"X52";"X48";"X20";"X28";"X4";"X47";"X17"
18;296;43;25;46;22;6;5;12;63;23;28;27;39;53;62;61;13;3;44;40;29;56;58;1;42;4;37;50;60;55;7;45;59;30;10;20;47;2;52;35;16;54;38;9;8;41;49;31;18;11;32;33;64;57;48;17;24;15;14;26;21;19;36;51;34
43;25;46;22;6;5;12;63;23;28;27;39;53;62;61;13;3;44;40;29;56;58;1;42;4;33;50;60;55;7;45;59;30;10;20;47;2;52;35;16;54;38;9;8;41;49;31;18;11;32;37;64;57;48;17;24;15;14;26;21;19;36;51;34;18;296
18;296;43;25;46;22;6;5;12;63;23;28;27;39;53;62;61;13;3;44;40;29;56;58;1;42;4;33;50;60;55;7;45;59;30;10;20;47;2;52;35;16;54;38;9;8;41;49;31;18;11;32;37;64;57;48;17;24;15;14;26;21;19;36;51;34
43;25;46;22;6;5;12;63;23;28;27;39;53;62;61;13;3;44;40;29;56;58;1;42;4;33;50;60;55;35;45;59;30;10;20;47;2;52;7;16;54;38;9;8;41;49;31;18;11;32;37;64;57;48;17;24;15;14;26;21;19;36;51;34;18;304
18;304;43;25;46;22;6;5;12;63;23;28;27;39;53;62;61;13;3;44;40;29;56;58;1;42;4;33;50;60;55;35;45;59;30;10;20;47;2;52;7;16;54;38;9;8;41;49;31;18;11;32;37;64;57;48;17;24;15;14;26;21;19;36;51;34
43;25;46;22;6;5;12;63;23;28;27;39;53;62;61;13;3;44;40;29;56;58;1;42;4;33;50;60;55;35;45;59;30;10;20;47;2;52;7;16;54;38;15;8;41;49;31;18;11;32;37;64;57;48;17;24;9;14;26;21;19;36;51;34;18;304
18;304;43;25;46;22;6;5;12;63;23;28;27;39;53;62;61;13;3;44;40;29;56;58;1;42;4;33;50;60;55;35;45;59;30;10;20;47;2;52;7;16;54;38;15;8;41;49;31;18;11;32;37;64;57;48;17;24;9;14;26;21;19;36;51;34
43;25;46;22;6;5;12;63;23;28;27;39;53;62;61;13;3;44;40;29;56;58;1;42;4;33;50;60;55;35;45;59;30;10;20;47;2;52;7;16;32;38;15;8;41;49;31;18;11;54;37;64;57;48;17;24;9;14;26;21;19;36;51;34;18;304
18;304;43;25;46;22;6;5;12;63;23;28;27;39;53;62;61;13;3;44;40;29;56;58;1;42;4;33;50;60;55;35;45;59;30;10;20;47;2;52;7;16;32;38;15;8;41;49;31;18;11;54;37;64;57;48;17;24;9;14;26;21;19;36;51;34
43;25;46;22;6;5;12;63;23;28;27;39;53;62;61;13;3;44;40;29;56;58;1;42;4;33;50;60;55;35;45;18;30;10;20;47;2;52;7;16;32;38;15;8;41;49;31;59;11;54;37;64;57;48;17;24;9;14;26;21;19;36;51;34;18;308
18;308;43;25;46;22;6;5;12;63;23;28;27;39;53;62;61;13;3;44;40;29;56;58;1;42;4;33;50;60;55;35;45;18;30;10;20;47;2;52;7;16;32;38;15;8;41;49;31;59;11;54;37;64;57;48;17;24;9;14;26;21;19;36;51;34
43;25;46;22;6;52;12;63;23;28;27;39;53;62;61;13;3;44;40;29;56;58;1;42;4;33;50;60;55;35;45;18;30;10;20;47;2;5;7;16;32;38;15;8;41;49;31;59;11;54;37;64;57;48;17;24;9;14;26;21;19;36;51;34;18;300
18;300;43;25;46;22;6;52;12;63;23;28;27;39;53;62;61;13;3;44;40;29;56;58;1;42;4;33;50;60;55;35;45;18;30;10;20;47;2;5;7;16;32;38;15;8;41;49;31;59;11;54;37;64;57;48;17;24;9;14;26;21;19;36;51;34
43;25;46;22;6;52;12;63;23;28;27;39;53;62;61;13;3;37;40;29;56;58;1;42;4;33;50;60;55;35;45;18;30;10;20;47;2;5;7;16;32;38;15;8;41;49;31;59;11;54;44;64;57;48;17;24;9;14;26;21;19;36;51;34;18;300
18;300;43;25;46;22;6;52;12;63;23;28;27;39;53;62;61;13;3;37;40;29;56;58;1;42;4;33;50;60;55;35;45;18;30;10;20;47;2;5;7;16;32;38;15;8;41;49;31;59;11;54;44;64;57;48;17;24;9;14;26;21;19;36;51;34
43;25;46;22;6;13;12;63;23;28;27;39;53;62;61;52;3;37;40;29;56;58;1;42;4;33;50;60;55;35;45;18;30;10;20;47;2;5;7;16;32;38;15;8;41;49;31;59;11;54;44;64;57;48;17;24;9;14;26;21;19;36;51;34;18;308
18;300;43;25;46;22;6;52;12;63;23;28;27;39;53;62;61;13;3;37;40;29;56;58;1;42;4;33;50;60;55;35;45;18;30;10;20;47;2;5;7;16;32;38;15;8;41;49;31;59;11;54;44;64;57;48;17;24;9;14;26;21;19;36;51;34
43;25;46;22;6;52;12;63;23;28;34;39;53;62;61;13;3;37;40;29;56;58;1;42;4;33;50;60;55;35;45;18;30;10;20;47;2;5;7;16;32;38;15;8;41;49;31;59;11;54;44;64;57;48;17;24;9;14;26;21;19;36;51;27;18;296
18;296;43;25;46;22;6;52;12;63;23;28;34;39;53;62;61;13;3;37;40;29;56;58;1;42;4;33;50;60;55;35;45;18;30;10;20;47;2;5;7;16;32;38;15;8;41;49;31;59;11;54;44;64;57;48;17;24;9;14;26;21;19;36;51;27
43;25;46;22;6;52;12;63;3;28;34;39;53;62;61;13;23;37;40;29;56;58;1;42;4;33;50;60;55;35;45;18;30;10;20;47;2;5;7;16;32;38;15;8;41;49;31;59;11;54;44;64;57;48;17;24;9;14;26;21;19;36;51;27;18;292
18;292;43;25;46;22;6;52;12;63;3;28;34;39;53;62;61;13;23;37;40;29;56;58;1;42;4;33;50;60;55;35;45;18;30;10;20;47;2;5;7;16;32;38;15;8;41;49;31;59;11;54;44;64;57;48;17;24;9;14;26;21;19;36;51;27
43;25;46;22;6;52;12;63;3;28;34;39;53;62;61;13;23;37;40;29;56;58;1;42;4;33;50;60;55;35;45;44;30;10;20;47;2;5;7;16;32;38;15;8;41;49;31;59;11;54;18;64;57;48;17;24;9;14;26;21;19;36;51;27;18;288
18;288;43;25;46;22;6;52;12;63;3;28;34;39;53;62;61;13;23;37;40;29;56;58;1;42;4;33;50;60;55;35;45;44;30;10;20;47;2;5;7;16;32;38;15;8;41;49;31;59;11;54;18;64;57;48;17;24;9;14;26;21;19;36;51;27
43;25;46;22;6;52;12;63;3;28;34;39;53;62;61;13;23;37;40;29;56;58;1;36;4;33;50;60;55;35;45;44;30;10;20;47;2;5;7;16;32;38;15;8;41;49;31;59;11;54;18;64;57;48;17;24;9;14;26;21;19;42;51;27;18;288
18;288;43;25;46;22;6;52;12;63;3;28;34;39;53;62;61;13;23;37;40;29;56;58;1;36;4;33;50;60;55;35;45;44;30;10;20;47;2;5;7;16;32;38;15;8;41;49;31;59;11;54;18;64;57;48;17;24;9;14;26;21;19;42;51;27
43;25;46;22;6;33;12;63;3;28;34;39;53;62;61;13;23;37;40;29;56;58;1;36;4;52;50;60;55;35;45;44;30;10;20;47;2;5;7;16;32;38;15;8;41;49;31;59;11;54;18;64;57;48;17;24;9;14;26;21;19;42;51;27;18;296
18;296;43;25;46;22;6;33;12;63;3;28;34;39;53;62;61;13;23;37;40;29;56;58;1;36;4;52;50;60;55;35;45;44;30;10;20;47;2;5;7;16;32;38;15;8;41;49;31;59;11;54;18;64;57;48;17;24;9;14;26;21;19;42;51;27
43;25;46;22;6;33;12;63;3;28;34;39;53;62;61;13;23;37;40;29;56;58;1;36;4;52;50;60;55;35;45;44;30;10;20;47;2;5;7;15;32;38;16;8;41;49;31;59;11;54;18;64;57;48;17;24;9;14;26;21;19;42;51;27;18;296
19;296;43;25;46;22;6;33;12;63;3;28;34;39;53;62;61;13;23;37;40;29;56;58;1;36;4;52;50;60;55;35;45;44;30;10;20;47;2;5;7;15;32;38;16;8;41;49;31;59;11;54;18;64;57;48;17;24;9;14;26;21;19;42;51;27
43;25;46;22;6;33;12;63;3;28;34;39;53;62;61;13;36;37;40;29;56;58;1;23;4;52;50;60;55;35;45;44;30;10;20;47;2;5;7;15;32;38;16;8;41;49;31;59;11;54;18;64;57;48;17;24;9;14;26;21;19;42;51;27;19;284
19;284;43;25;46;22;6;33;12;63;3;28;34;39;53;62;61;13;36;37;40;29;56;58;1;23;4;52;50;60;55;35;45;44;30;10;20;47;2;5;7;15;32;38;16;8;41;49;31;59;11;54;18;64;57;48;17;24;9;14;26;21;19;42;51;27
43;25;46;22;6;33;12;63;3;28;34;39;53;62;61;13;36;37;40;29;54;58;1;23;4;52;50;60;55;35;45;44;30;10;20;47;2;5;7;15;32;38;16;8;41;49;31;59;11;56;18;64;57;48;17;24;9;14;26;21;19;42;51;27;19;284
19;284;43;25;46;22;6;33;12;63;3;28;34;39;53;62;61;13;36;37;40;29;54;58;1;23;4;52;50;60;55;35;45;44;30;10;20;47;2;5;7;15;32;38;16;8;41;49;31;59;11;56;18;64;57;48;17;24;9;14;26;21;19;42;51;27
43;25;46;22;6;33;64;63;3;28;34;39;53;62;61;13;36;37;40;29;54;58;1;23;4;52;50;60;55;35;45;44;30;10;20;47;2;5;7;15;32;38;16;8;41;49;31;59;11;56;18;12;57;48;17;24;9;14;26;21;19;42;51;27;19;284
19;284;43;25;46;22;6;33;64;63;3;28;34;39;53;62;61;13;36;37;40;29;54;58;1;23;4;52;50;60;55;35;45;44;30;10;20;47;2;5;7;15;32;38;16;8;41;49;31;59;11;56;18;12;57;48;17;24;9;14;26;21;19;42;51;27
43;25;46;22;6;33;64;63;3;28;34;39;53;62;61;13;36;37;40;29;54;58;1;23;16;52;50;60;55;35;45;44;30;10;20;47;2;5;7;15;32;38;4;8;41;49;31;59;11;56;18;12;57;48;17;24;9;14;26;21;19;42;51;27;19;284
19;284;43;25;46;22;6;33;64;63;3;28;34;39;53;62;61;13;36;37;40;29;54;58;1;23;16;52;50;60;55;35;45;44;30;10;20;47;2;5;7;15;32;38;4;8;41;49;31;59;11;56;18;12;57;48;17;24;9;14;26;21;19;42;51;27
43;25;46;22;6;33;64;63;3;28;34;39;53;62;61;13;23;37;40;29;54;58;1;36;16;52;50;60;55;35;45;44;30;10;20;47;2;5;7;15;32;38;4;8;41;49;31;59;11;56;18;12;57;48;17;24;9;14;26;21;19;42;51;27;19;296
19;296;43;25;46;22;6;33;64;63;3;28;34;39;53;62;61;13;23;37;40;29;54;58;1;36;16;52;50;60;55;35;45;44;30;10;20;47;2;5;7;15;32;38;4;8;41;49;31;59;11;56;18;12;57;48;17;24;9;14;26;21;19;42;51;27
43;25;46;22;6;33;64;63;3;28;34;39;37;62;61;13;23;53;40;29;54;58;1;36;16;52;50;60;55;35;45;44;30;10;20;47;2;5;7;15;32;38;4;8;41;49;31;59;11;56;18;12;57;48;17;24;9;14;26;21;19;42;51;27;19;296
19;296;43;25;46;22;6;33;64;63;3;28;34;39;37;62;61;13;23;53;40;29;54;58;1;36;16;52;50;60;55;35;45;44;30;10;20;47;2;5;7;15;32;38;4;8;41;49;31;59;11;56;18;12;57;48;17;24;9;14;26;21;19;42;51;27
43;25;46;22;6;33;64;63;3;28;34;39;56;62;61;13;23;53;40;29;54;58;1;36;16;52;50;60;55;35;45;44;30;10;20;47;2;5;7;15;32;38;4;8;41;49;31;59;11;37;18;12;57;48;17;24;9;14;26;21;19;42;51;27;19;296
19;296;43;25;46;22;6;33;64;63;3;28;34;39;56;62;61;13;23;53;40;29;54;58;1;36;16;52;50;60;55;35;45;44;30;10;20;47;2;5;7;15;32;38;4;8;41;49;31;59;11;37;18;12;57;48;17;24;9;14;26;21;19;42;51;27
43;25;46;22;6;33;64;63;3;28;34;39;56;62;61;13;23;53;40;29;54;58;1;36;16;52;50;60;55;35;45;44;30;10;20;47;2;5;7;15;32;38;4;8;41;57;31;59;11;37;18;12;49;48;17;24;9;14;26;21;19;42;51;27;19;300
19;300;43;25;46;22;6;33;64;63;3;28;34;39;56;62;61;13;23;53;40;29;54;58;1;36;16;52;50;60;55;35;45;44;30;10;20;47;2;5;7;15;32;38;4;8;41;57;31;59;11;37;18;12;49;48;17;24;9;14;26;21;19;42;51;27
43;25;46;22;6;33;64;63;3;28;34;39;56;62;61;13;23;53;40;29;54;58;1;36;16;52;50;60;55;35;45;44;30;10;21;47;2;5;7;15;32;38;4;8;41;57;31;59;11;37;18;12;49;48;17;24;9;14;26;20;19;42;51;27;19;298
19;298;43;25;46;22;6;33;64;63;3;28;34;39;56;62;61;13;23;53;40;29;54;58;1;36;16;52;50;60;55;35;45;44;30;10;21;47;2;5;7;15;32;38;4;8;41;57;31;59;11;37;18;12;49;48;17;24;9;14;26;20;19;42;51;27
43;25;46;22;6;33;64;63;3;28;34;39;56;62;61;14;23;53;40;29;54;58;1;36;16;52;50;60;55;35;45;44;30;10;21;47;2;5;7;15;32;38;4;8;41;57;31;59;11;37;18;12;49;48;17;24;9;13;26;20;19;42;51;27;19;298
19;298;43;25;46;22;6;33;64;63;3;28;34;39;56;62;61;14;23;53;40;29;54;58;1;36;16;52;50;60;55;35;45;44;30;10;21;47;2;5;7;15;32;38;4;8;41;57;31;59;11;37;18;12;49;48;17;24;9;13;26;20;19;42;51;27
43;25;46;22;6;33;64;63;3;28;34;39;56;62;61;14;23;53;40;29;54;58;1;36;16;52;50;60;55;35;45;44;30;10;21;47;2;5;12;15;32;38;4;8;41;57;31;59;11;37;18;7;49;48;17;24;9;13;26;20;19;42;51;27;19;292
19;292;43;25;46;22;6;33;64;63;3;28;34;39;56;62;61;14;23;53;40;29;54;58;1;36;16;52;50;60;55;35;45;44;30;10;21;47;2;5;12;15;32;38;4;8;41;57;31;59;11;37;18;7;49;48;17;24;9;13;26;20;19;42;51;27
43;25;46;11;6;33;64;63;3;28;34;39;56;62;61;14;23;53;40;29;54;58;1;36;16;52;50;60;55;35;45;44;30;10;21;47;2;5;12;15;32;38;4;8;41;57;31;59;22;37;18;7;49;48;17;24;9;13;26;20;19;42;51;27;19;292
19;292;43;25;46;11;6;33;64;63;3;28;34;39;56;62;61;14;23;53;40;29;54;58;1;36;16;52;50;60;55;35;45;44;30;10;21;47;2;5;12;15;32;38;4;8;41;57;31;59;22;37;18;7;49;48;17;24;9;13;26;20;19;42;51;27
43;25;46;11;6;33;64;63;3;28;34;39;56;62;61;14;23;53;40;29;54;58;1;36;16;52;50;60;55;35;45;44;30;10;21;47;2;5;12;15;32;38;4;8;41;57;31;48;22;37;18;7;49;59;17;24;9;13;26;20;19;42;51;27;19;292
19;292;43;25;46;11;6;33;64;63;3;28;34;39;56;62;61;14;23;53;40;29;54;58;1;36;16;52;50;60;55;35;45;44;30;10;21;47;2;5;12;15;32;38;4;8;41;57;31;48;22;37;18;7;49;59;17;24;9;13;26;20;19;42;51;27
43;25;46;11;6;33;64;63;3;28;34;39;56;62;61;14;23;53;40;29;54;58;1;36;16;52;50;60;55;22;45;44;30;10;21;47;2;5;12;15;32;38;4;8;41;57;31;48;35;37;18;7;49;59;17;24;9;13;26;20;19;42;51;27;19;292
19;292;43;25;46;11;6;33;64;63;3;28;34;39;56;62;61;14;23;53;40;29;54;58;1;36;16;52;50;60;55;22;45;44;30;10;21;47;2;5;12;15;32;38;4;8;41;57;31;48;35;37;18;7;49;59;17;24;9;13;26;20;19;42;51;27
43;25;46;11;6;33;64;63;3;28;34;39;56;51;61;14;23;53;40;29;54;58;1;36;16;52;50;60;55;22;45;44;30;10;21;47;2;5;12;15;32;38;4;8;41;57;31;48;35;37;18;7;49;59;17;24;9;13;26;20;19;42;62;27;19;296
19;296;43;25;46;11;6;33;64;63;3;28;34;39;56;51;61;14;23;53;40;29;54;58;1;36;16;52;50;60;55;22;45;44;30;10;21;47;2;5;12;15;32;38;4;8;41;57;31;48;35;37;18;7;49;59;17;24;9;13;26;20;19;42;62;27
43;25;46;11;6;33;64;63;3;15;34;39;56;51;61;14;23;53;40;29;54;58;1;36;16;52;50;60;55;22;45;44;30;10;21;47;2;5;12;28;32;38;4;8;41;57;31;48;35;37;18;7;49;59;17;24;9;13;26;20;19;42;62;27;19;288
19;288;43;25;46;11;6;33;64;63;3;15;34;39;56;51;61;14;23;53;40;29;54;58;1;36;16;52;50;60;55;22;45;44;30;10;21;47;2;5;12;28;32;38;4;8;41;57;31;48;35;37;18;7;49;59;17;24;9;13;26;20;19;42;62;27
43;25;46;11;59;33;64;63;3;15;34;39;56;51;61;14;23;53;40;29;54;58;1;36;16;52;50;60;55;22;45;44;30;10;21;47;2;5;12;28;32;38;4;8;41;57;31;48;35;37;18;7;49;6;17;24;9;13;26;20;19;42;62;27;19;288
19;288;43;25;46;11;59;33;64;63;3;15;34;39;56;51;61;14;23;53;40;29;54;58;1;36;16;52;50;60;55;22;45;44;30;10;21;47;2;5;12;28;32;38;4;8;41;57;31;48;35;37;18;7;49;6;17;24;9;13;26;20;19;42;62;27
43;25;46;5;59;33;64;63;3;15;34;39;56;51;61;14;23;53;40;29;54;58;1;36;16;52;50;60;55;22;45;44;30;10;21;47;2;11;12;28;32;38;4;8;41;57;31;48;35;37;18;7;49;6;17;24;9;13;26;20;19;42;62;27;19;288
19;288;43;25;46;5;59;33;64;63;3;15;34;39;56;51;61;14;23;53;40;29;54;58;1;36;16;52;50;60;55;22;45;44;30;10;21;47;2;11;12;28;32;38;4;8;41;57;31;48;35;37;18;7;49;6;17;24;9;13;26;20;19;42;62;27
43;25;46;5;59;33;64;63;3;15;34;39;56;51;61;14;23;53;40;29;54;58;50;36;16;52;1;60;55;22;45;44;30;10;21;47;2;11;12;28;32;38;4;8;41;57;31;48;35;37;18;7;49;6;17;24;9;13;26;20;19;42;62;27;19;280
19;280;43;25;46;5;59;33;64;63;3;15;34;39;56;51;61;14;23;53;40;29;54;58;50;36;16;52;1;60;55;22;45;44;30;10;21;47;2;11;12;28;32;38;4;8;41;57;31;48;35;37;18;7;49;6;17;24;9;13;26;20;19;42;62;27
43;25;46;5;59;33;64;63;3;15;34;39;56;51;61;14;23;53;40;29;54;52;50;36;16;58;1;60;55;22;45;44;30;10;21;47;2;11;12;28;32;38;4;8;41;57;31;48;35;37;18;7;49;6;17;24;9;13;26;20;19;42;62;27;19;276
20;276;43;25;46;5;59;33;64;63;3;15;34;39;56;51;61;14;23;53;40;29;54;52;50;36;16;58;1;60;55;22;45;44;30;10;21;47;2;11;12;28;32;38;4;8;41;57;31;48;35;37;18;7;49;6;17;24;9;13;26;20;19;42;62;27
43;25;46;5;59;33;64;63;3;15;34;39;56;51;61;14;23;53;40;29;54;52;50;62;16;58;1;60;55;22;45;44;30;10;21;47;2;11;12;28;32;38;4;8;41;57;31;48;35;37;18;7;49;6;17;24;9;13;26;20;19;42;36;27;20;276
20;276;43;25;46;5;59;33;64;63;3;15;34;39;56;51;61;14;23;53;40;29;54;52;50;62;16;58;1;60;55;22;45;44;30;10;21;47;2;11;12;28;32;38;4;8;41;57;31;48;35;37;18;7;49;6;17;24;9;13;26;20;19;42;36;27
43;25;46;5;59;33;64;16;3;15;34;39;56;51;61;14;23;53;40;29;54;52;50;62;63;58;1;60;55;22;45;44;30;10;21;47;2;11;12;28;32;38;4;8;41;57;31;48;35;37;18;7;49;6;17;24;9;13;26;20;19;42;36;27;20;280
20;280;43;25;46;5;59;33;64;16;3;15;34;39;56;51;61;14;23;53;40;29;54;52;50;62;63;58;1;60;55;22;45;44;30;10;21;47;2;11;12;28;32;38;4;8;41;57;31;48;35;37;18;7;49;6;17;24;9;13;26;20;19;42;36;27
43;25;46;39;59;33;64;16;3;15;34;5;56;51;61;14;23;53;40;29;54;52;50;62;63;58;1;60;55;22;45;44;30;10;21;47;2;11;12;28;32;38;4;8;41;57;31;48;35;37;18;7;49;6;17;24;9;13;26;20;19;42;36;27;20;284
20;284;43;25;46;39;59;33;64;16;3;15;34;5;56;51;61;14;23;53;40;29;54;52;50;62;63;58;1;60;55;22;45;44;30;10;21;47;2;11;12;28;32;38;4;8;41;57;31;48;35;37;18;7;49;6;17;24;9;13;26;20;19;42;36;27
43;25;46;39;59;33;64;16;3;15;34;5;56;51;61;14;23;53;40;30;54;52;50;62;63;58;1;60;55;22;45;44;29;10;21;47;2;11;12;28;32;38;4;8;41;57;31;48;35;37;18;7;49;6;17;24;9;13;26;20;19;42;36;27;20;288
20;288;43;25;46;39;59;33;64;16;3;15;34;5;56;51;61;14;23;53;40;30;54;52;50;62;63;58;1;60;55;22;45;44;29;10;21;47;2;11;12;28;32;38;4;8;41;57;31;48;35;37;18;7;49;6;17;24;9;13;26;20;19;42;36;27
43;25;46;39;59;33;64;16;3;15;34;5;56;51;61;14;23;53;40;30;54;52;50;62;63;58;1;60;55;22;45;44;29;10;21;47;2;11;12;28;32;38;4;8;41;57;31;48;35;37;18;7;27;6;17;24;9;13;26;20;19;42;36;49;20;288
20;288;43;25;46;39;59;33;64;16;3;15;34;5;56;51;61;14;23;53;40;30;54;52;50;62;63;58;1;60;55;22;45;44;29;10;21;47;2;11;12;28;32;38;4;8;41;57;31;48;35;37;18;7;27;6;17;24;9;13;26;20;19;42;36;49
43;25;46;39;59;33;64;16;3;15;34;5;56;51;61;14;18;53;40;30;54;52;50;62;63;58;1;60;55;22;45;44;29;10;21;47;2;11;12;28;32;38;4;8;41;57;31;48;35;37;23;7;27;6;17;24;9;13;26;20;19;42;36;49;20;288
20;288;43;25;46;39;59;33;64;16;3;15;34;5;56;51;61;14;18;53;40;30;54;52;50;62;63;58;1;60;55;22;45;44;29;10;21;47;2;11;12;28;32;38;4;8;41;57;31;48;35;37;23;7;27;6;17;24;9;13;26;20;19;42;36;49
43;25;46;39;59;33;64;16;3;15;34;5;53;51;61;14;18;56;40;30;54;52;50;62;63;58;1;60;55;22;45;44;29;10;21;47;2;11;12;28;32;38;4;8;41;57;31;48;35;37;23;7;27;6;17;24;9;13;26;20;19;42;36;49;20;288
20;288;43;25;46;39;59;33;64;16;3;15;34;5;53;51;61;14;18;56;40;30;54;52;50;62;63;58;1;60;55;22;45;44;29;10;21;47;2;11;12;28;32;38;4;8;41;57;31;48;35;37;23;7;27;6;17;24;9;13;26;20;19;42;36;49
43;25;46;39;59;33;64;16;3;15;34;5;53;51;61;14;18;56;40;30;54;52;50;62;63;58;1;60;45;22;55;44;29;10;21;47;2;11;12;28;32;38;4;8;41;57;31;48;35;37;23;7;27;6;17;24;9;13;26;20;19;42;36;49;20;288
20;288;43;25;46;39;59;33;64;16;3;15;34;5;53;51;61;14;18;56;40;30;54;52;50;62;63;58;1;60;45;22;55;44;29;10;21;47;2;11;12;28;32;38;4;8;41;57;31;48;35;37;23;7;27;6;17;24;9;13;26;20;19;42;36;49
43;25;46;39;59;2;64;16;3;15;34;5;53;51;61;14;18;56;40;30;54;52;50;62;63;58;1;60;45;22;55;44;29;10;21;47;33;11;12;28;32;38;4;8;41;57;31;48;35;37;23;7;27;6;17;24;9;13;26;20;19;42;36;49;20;288
20;288;43;25;46;39;59;2;64;16;3;15;34;5;53;51;61;14;18;56;40;30;54;52;50;62;63;58;1;60;45;22;55;44;29;10;21;47;33;11;12;28;32;38;4;8;41;57;31;48;35;37;23;7;27;6;17;24;9;13;26;20;19;42;36;49
43;25;46;39;59;2;64;16;3;15;34;5;53;51;61;14;18;56;40;30;54;52;50;62;63;58;1;60;45;22;55;44;29;10;21;47;33;11;12;28;32;38;4;8;41;57;31;49;35;37;23;7;27;6;17;24;9;13;26;20;19;42;36;48;20;288
20;288;43;25;46;39;59;2;64;16;3;15;34;5;53;51;61;14;18;56;40;30;54;52;50;62;63;58;1;60;45;22;55;44;29;10;21;47;33;11;12;28;32;38;4;8;41;57;31;49;35;37;23;7;27;6;17;24;9;13;26;20;19;42;36;48
43;25;46;39;59;2;64;16;3;15;34;5;53;51;61;14;18;56;40;30;54;52;50;62;63;58;1;60;45;22;55;44;29;6;21;47;33;11;12;28;32;38;4;8;41;57;31;49;35;37;23;7;27;10;17;24;9;13;26;20;19;42;36;48;20;288
20;288;43;25;46;39;59;2;64;16;3;15;34;5;53;51;61;14;18;56;40;30;54;52;50;62;63;58;1;60;45;22;55;44;29;6;21;47;33;11;12;28;32;38;4;8;41;57;31;49;35;37;23;7;27;10;17;24;9;13;26;20;19;42;36;48
43;25;46;39;59;2;64;16;3;15;34;5;53;51;61;14;18;56;40;30;54;52;24;62;63;58;1;60;45;22;55;44;29;6;21;47;33;11;12;28;32;38;4;8;41;57;31;49;35;37;23;7;27;10;17;50;9;13;26;20;19;42;36;48;20;288
20;288;43;25;46;39;59;2;64;16;3;15;34;5;53;51;61;14;18;56;40;30;54;52;24;62;63;58;1;60;45;22;55;44;29;6;21;47;33;11;12;28;32;38;4;8;41;57;31;49;35;37;23;7;27;10;17;50;9;13;26;20;19;42;36;48
43;25;46;39;55;2;64;16;3;15;34;5;53;51;61;14;18;56;40;30;54;52;24;62;63;58;1;60;45;22;59;44;29;6;21;47;33;11;12;28;32;38;4;8;41;57;31;49;35;37;23;7;27;10;17;50;9;13;26;20;19;42;36;48;20;288
20;288;43;25;46;39;55;2;64;16;3;15;34;5;53;51;61;14;18;56;40;30;54;52;24;62;63;58;1;60;45;22;59;44;29;6;21;47;33;11;12;28;32;38;4;8;41;57;31;49;35;37;23;7;27;10;17;50;9;13;26;20;19;42;36;48
43;25;46;39;55;2;64;16;3;15;34;5;53;51;61;42;18;56;40;30;54;52;24;62;63;58;1;60;45;22;59;44;29;6;21;47;33;11;12;28;32;38;4;8;41;57;31;49;35;37;23;7;27;10;17;50;9;13;26;20;19;14;36;48;20;288
20;288;43;25;46;39;55;2;64;16;3;15;34;5;53;51;61;42;18;56;40;30;54;52;24;62;63;58;1;60;45;22;59;44;29;6;21;47;33;11;12;28;32;38;4;8;41;57;31;49;35;37;23;7;27;10;17;50;9;13;26;20;19;14;36;48
3;25;46;39;55;2;64;16;43;15;34;5;53;51;61;42;18;56;40;30;54;52;24;62;63;58;1;60;45;22;59;44;29;6;21;47;33;11;12;28;32;38;4;8;41;57;31;49;35;37;23;7;27;10;17;50;9;13;26;20;19;14;36;48;20;288
20;288;3;25;46;39;55;2;64;16;43;15;34;5;53;51;61;42;18;56;40;30;54;52;24;62;63;58;1;60;45;22;59;44;29;6;21;47;33;11;12;28;32;38;4;8;41;57;31;49;35;37;23;7;27;10;17;50;9;13;26;20;19;14;36;48
3;25;46;39;55;2;64;16;43;15;34;5;53;51;61;42;18;56;40;30;54;52;24;62;63;58;1;48;45;22;59;44;29;6;21;47;33;11;12;28;32;38;4;8;41;57;31;49;35;37;23;7;27;10;17;50;9;13;26;20;19;14;36;60;20;288
20;288;3;25;46;39;55;2;64;16;43;15;34;5;53;51;61;42;18;56;40;30;54;52;24;62;63;58;1;48;45;22;59;44;29;6;21;47;33;11;12;28;32;38;4;8;41;57;31;49;35;37;23;7;27;10;17;50;9;13;26;20;19;14;36;60
3;25;46;39;55;2;64;16;43;15;34;5;53;51;14;42;18;56;40;30;54;52;24;62;63;58;1;48;45;22;59;44;29;6;21;47;33;11;12;28;32;38;4;8;41;57;31;49;35;37;23;7;27;10;17;50;9;13;26;20;19;61;36;60;20;282
20;282;3;25;46;39;55;2;64;16;43;15;34;5;53;51;14;42;18;56;40;30;54;52;24;62;63;58;1;48;45;22;59;44;29;6;21;47;33;11;12;28;32;38;4;8;41;57;31;49;35;37;23;7;27;10;17;50;9;13;26;20;19;61;36;60
3;25;46;39;55;2;64;16;43;15;34;5;53;51;14;42;18;56;7;30;54;52;24;62;63;58;1;48;45;22;59;44;29;6;21;47;33;11;12;28;32;38;4;8;41;57;31;49;35;37;23;40;27;10;17;50;9;13;26;20;19;61;36;60;20;282
