"X1";"X5957337";"X11";"X8";"X17";"X24";"X10";"X23";"X7";"X18";"X21";"X22";"X26";"X1.1";"X4";"X20";"X15";"X12";"X6";"X25";"X9";"X14";"X5";"X2";"X19";"X13";"X16";"X3"
16;3;13;23;21;17;20;24;4;7;11;8;1;12;2;25;26;19;5;6;10;22;18;9;14;15;61;5907069
61;5907069;16;3;13;23;21;17;20;24;4;7;11;8;1;12;2;25;26;19;5;6;10;22;18;9;14;15
16;3;13;23;21;17;22;24;4;7;11;8;1;12;2;25;26;19;5;6;10;20;18;9;14;15;61;5964365
61;5964365;16;3;13;23;21;17;22;24;4;7;11;8;1;12;2;25;26;19;5;6;10;20;18;9;14;15
16;3;13;23;21;17;22;24;4;7;11;8;1;12;2;25;26;19;5;6;10;20;18;9;15;14;61;5964365
61;5964365;16;3;13;23;21;17;22;24;4;7;11;8;1;12;2;25;26;19;5;6;10;20;18;9;15;14
16;3;13;23;21;17;22;24;4;20;11;8;1;12;2;25;26;19;5;6;10;7;18;9;15;14;61;5910060
61;5910060;16;3;13;23;21;17;22;24;4;20;11;8;1;12;2;25;26;19;5;6;10;7;18;9;15;14
16;3;13;23;21;17;22;24;4;20;11;8;1;15;2;25;26;19;5;6;10;7;18;9;12;14;61;5893501
61;5893501;16;3;13;23;21;17;22;24;4;20;11;8;1;15;2;25;26;19;5;6;10;7;18;9;12;14
16;3;13;23;21;17;22;24;10;20;11;8;1;15;2;25;26;19;5;6;4;7;18;9;12;14;61;5860812
61;5860812;16;3;13;23;21;17;22;24;10;20;11;8;1;15;2;25;26;19;5;6;4;7;18;9;12;14
16;3;13;23;21;17;22;24;10;20;11;8;1;4;2;25;26;19;5;6;15;7;18;9;12;14;61;5879650
61;5879650;16;3;13;23;21;17;22;24;10;20;11;8;1;4;2;25;26;19;5;6;15;7;18;9;12;14
16;3;13;23;21;17;22;24;10;20;1;8;11;4;2;25;26;19;5;6;15;7;18;9;12;14;61;5876339
62;5876339;16;3;13;23;21;17;22;24;10;20;1;8;11;4;2;25;26;19;5;6;15;7;18;9;12;14
16;3;7;23;21;17;22;24;10;20;1;8;11;4;2;25;26;19;5;6;15;13;18;9;12;14;62;5877620
62;5877620;16;3;7;23;21;17;22;24;10;20;1;8;11;4;2;25;26;19;5;6;15;13;18;9;12;14
16;3;7;23;21;17;22;24;10;20;1;8;11;4;2;25;26;19;5;6;15;12;18;9;13;14;62;5895932
62;5895932;16;3;7;23;21;17;22;24;10;20;1;8;11;4;2;25;26;19;5;6;15;12;18;9;13;14
16;3;7;23;21;17;22;24;10;20;25;8;11;4;2;1;26;19;5;6;15;12;18;9;13;14;62;5889990
62;5889990;16;3;7;23;21;17;22;24;10;20;25;8;11;4;2;1;26;19;5;6;15;12;18;9;13;14
16;3;4;23;21;17;22;24;10;20;25;8;11;7;2;1;26;19;5;6;15;12;18;9;13;14;62;5889197
62;5889197;16;3;4;23;21;17;22;24;10;20;25;8;11;7;2;1;26;19;5;6;15;12;18;9;13;14
16;3;10;23;21;17;22;24;4;20;25;8;11;7;2;1;26;19;5;6;15;12;18;9;13;14;62;5927645
62;5927645;16;3;10;23;21;17;22;24;4;20;25;8;11;7;2;1;26;19;5;6;15;12;18;9;13;14
16;3;10;23;21;17;22;24;4;20;25;8;11;7;2;12;26;19;5;6;15;1;18;9;13;14;62;5925337
62;5925337;16;3;10;23;21;17;22;24;4;20;25;8;11;7;2;12;26;19;5;6;15;1;18;9;13;14
16;3;10;23;14;17;22;24;4;20;25;8;11;7;2;12;26;19;5;6;15;1;18;9;13;21;62;5914129
62;5914129;16;3;10;23;14;17;22;24;4;20;25;8;11;7;2;12;26;19;5;6;15;1;18;9;13;21
16;3;10;23;14;17;18;24;4;20;25;8;11;7;2;12;26;19;5;6;15;1;22;9;13;21;62;5933130
62;5933130;16;3;10;23;14;17;18;24;4;20;25;8;11;7;2;12;26;19;5;6;15;1;22;9;13;21
16;3;10;5;14;17;18;24;4;20;25;8;11;7;2;12;26;19;23;6;15;1;22;9;13;21;62;6083149
62;5933130;16;3;10;23;14;17;18;24;4;20;25;8;11;7;2;12;26;19;5;6;15;1;22;9;13;21
16;3;10;20;14;17;18;24;4;23;25;8;11;7;2;12;26;19;5;6;15;1;22;9;13;21;62;5956809
62;5956809;16;3;10;20;14;17;18;24;4;23;25;8;11;7;2;12;26;19;5;6;15;1;22;9;13;21
15;3;10;20;14;17;18;24;4;23;25;8;11;7;2;12;26;19;5;6;16;1;22;9;13;21;62;5942372
62;5942372;15;3;10;20;14;17;18;24;4;23;25;8;11;7;2;12;26;19;5;6;16;1;22;9;13;21
15;3;10;18;14;17;20;24;4;23;25;8;11;7;2;12;26;19;5;6;16;1;22;9;13;21;62;5898016
62;5898016;15;3;10;18;14;17;20;24;4;23;25;8;11;7;2;12;26;19;5;6;16;1;22;9;13;21
15;3;10;18;14;12;20;24;4;23;25;8;11;7;2;17;26;19;5;6;16;1;22;9;13;21;62;5901029
62;5901029;15;3;10;18;14;12;20;24;4;23;25;8;11;7;2;17;26;19;5;6;16;1;22;9;13;21
15;3;10;5;14;12;20;24;4;23;25;8;11;7;2;17;26;19;18;6;16;1;22;9;13;21;62;6066551
62;6066551;15;3;10;5;14;12;20;24;4;23;25;8;11;7;2;17;26;19;18;6;16;1;22;9;13;21
15;3;10;12;14;5;20;24;4;23;25;8;11;7;2;17;26;19;18;6;16;1;22;9;13;21;62;5964339
62;5964339;15;3;10;12;14;5;20;24;4;23;25;8;11;7;2;17;26;19;18;6;16;1;22;9;13;21
15;3;10;12;14;5;20;24;4;23;2;8;11;7;25;17;26;19;18;6;16;1;22;9;13;21;62;5956947
62;5956947;15;3;10;12;14;5;20;24;4;23;2;8;11;7;25;17;26;19;18;6;16;1;22;9;13;21
15;3;13;12;14;5;20;24;4;23;2;8;11;7;25;17;26;19;18;6;16;1;22;9;10;21;62;5958554
62;5958554;15;3;13;12;14;5;20;24;4;23;2;8;11;7;25;17;26;19;18;6;16;1;22;9;10;21
15;3;13;12;14;5;20;24;18;23;2;8;11;7;25;17;26;19;4;6;16;1;22;9;10;21;62;6025588
62;6025588;15;3;13;12;14;5;20;24;18;23;2;8;11;7;25;17;26;19;4;6;16;1;22;9;10;21
15;3;8;12;14;5;20;24;18;23;2;13;11;7;25;17;26;19;4;6;16;1;22;9;10;21;62;6001016
62;6001016;15;3;8;12;14;5;20;24;18;23;2;13;11;7;25;17;26;19;4;6;16;1;22;9;10;21
19;3;8;12;14;5;20;24;18;23;2;13;11;7;25;17;26;15;4;6;16;1;22;9;10;21;62;6007612
63;6007612;19;3;8;12;14;5;20;24;18;23;2;13;11;7;25;17;26;15;4;6;16;1;22;9;10;21
19;16;8;12;14;5;20;24;18;23;2;13;11;7;25;17;26;15;4;6;3;1;22;9;10;21;63;6021129
63;6021129;19;16;8;12;14;5;20;24;18;23;2;13;11;7;25;17;26;15;4;6;3;1;22;9;10;21
19;16;8;12;14;5;20;24;18;23;2;13;11;25;7;17;26;15;4;6;3;1;22;9;10;21;63;6048143
63;6048143;19;16;8;12;14;5;20;24;18;23;2;13;11;25;7;17;26;15;4;6;3;1;22;9;10;21
19;16;8;2;14;5;20;24;18;23;12;13;11;25;7;17;26;15;4;6;3;1;22;9;10;21;63;6017790
63;6017790;19;16;8;2;14;5;20;24;18;23;12;13;11;25;7;17;26;15;4;6;3;1;22;9;10;21
25;16;8;2;14;5;20;24;18;23;12;13;11;19;7;17;26;15;4;6;3;1;22;9;10;21;63;5998522
63;5998522;25;16;8;2;14;5;20;24;18;23;12;13;11;19;7;17;26;15;4;6;3;1;22;9;10;21
25;16;8;2;14;5;20;24;18;23;12;13;11;19;9;17;26;15;4;6;3;1;22;7;10;21;63;5951807
63;5951807;25;16;8;2;14;5;20;24;18;23;12;13;11;19;9;17;26;15;4;6;3;1;22;7;10;21
25;16;8;10;14;5;20;24;18;23;12;13;11;19;9;17;26;15;4;6;3;1;22;7;2;21;63;5993772
63;5993772;25;16;8;10;14;5;20;24;18;23;12;13;11;19;9;17;26;15;4;6;3;1;22;7;2;21
25;16;8;10;14;5;20;24;18;23;12;13;19;11;9;17;26;15;4;6;3;1;22;7;2;21;63;5986347
63;5986347;25;16;8;10;14;5;20;24;18;23;12;13;19;11;9;17;26;15;4;6;3;1;22;7;2;21
25;16;8;10;14;6;20;24;18;23;12;13;19;11;9;17;26;15;4;5;3;1;22;7;2;21;63;6081304
63;6081304;25;16;8;10;14;6;20;24;18;23;12;13;19;11;9;17;26;15;4;5;3;1;22;7;2;21
25;16;8;10;14;6;20;24;18;5;12;13;19;11;9;17;26;15;4;23;3;1;22;7;2;21;63;5962662
63;5962662;25;16;8;10;14;6;20;24;18;5;12;13;19;11;9;17;26;15;4;23;3;1;22;7;2;21
25;16;8;10;14;6;20;24;18;23;12;13;19;11;9;17;26;15;4;5;3;1;22;7;2;21;63;6081304
63;6081304;25;16;8;10;14;6;20;24;18;23;12;13;19;11;9;17;26;15;4;5;3;1;22;7;2;21
5;16;8;10;14;6;20;24;18;23;12;13;19;11;9;17;26;15;4;25;3;1;22;7;2;21;63;6018780
63;6018780;5;16;8;10;14;6;20;24;18;23;12;13;19;11;9;17;26;15;4;25;3;1;22;7;2;21
25;16;8;10;14;6;20;24;18;23;12;13;19;11;9;17;26;15;4;5;3;1;22;7;2;21;63;6081304
63;6081304;25;16;8;10;14;6;20;24;18;23;12;13;19;11;9;17;26;15;4;5;3;1;22;7;2;21
25;16;8;10;14;6;24;20;18;23;12;13;19;11;9;17;26;15;4;5;3;1;22;7;2;21;63;6069991
63;6069991;25;16;8;10;14;6;24;20;18;23;12;13;19;11;9;17;26;15;4;5;3;1;22;7;2;21
25;16;8;10;14;6;24;20;5;23;12;13;19;11;9;17;26;15;4;18;3;1;22;7;2;21;63;5908074
63;5908074;25;16;8;10;14;6;24;20;5;23;12;13;19;11;9;17;26;15;4;18;3;1;22;7;2;21
25;16;8;10;14;6;24;20;5;23;12;13;19;11;9;17;26;18;4;15;3;1;22;7;2;21;63;5930119
63;5930119;25;16;8;10;14;6;24;20;5;23;12;13;19;11;9;17;26;18;4;15;3;1;22;7;2;21
25;16;21;10;14;6;24;20;5;23;12;13;19;11;9;17;26;18;4;15;3;1;22;7;2;8;63;5908664
63;5908664;25;16;21;10;14;6;24;20;5;23;12;13;19;11;9;17;26;18;4;15;3;1;22;7;2;8
25;16;21;26;14;6;24;20;5;23;12;13;19;11;9;17;10;18;4;15;3;1;22;7;2;8;63;5915270
63;5915270;25;16;21;26;14;6;24;20;5;23;12;13;19;11;9;17;10;18;4;15;3;1;22;7;2;8
25;16;21;26;14;6;24;20;5;23;12;13;19;11;9;3;10;18;4;15;17;1;22;7;2;8;63;5920999
63;5920999;25;16;21;26;14;6;24;20;5;23;12;13;19;11;9;3;10;18;4;15;17;1;22;7;2;8
25;16;21;26;14;6;24;20;5;23;12;13;19;11;18;3;10;9;4;15;17;1;22;7;2;8;63;5924220
63;5924220;25;16;21;26;14;6;24;20;5;23;12;13;19;11;18;3;10;9;4;15;17;1;22;7;2;8
7;16;21;26;14;6;24;20;5;23;12;13;19;11;18;3;10;9;4;15;17;1;22;25;2;8;63;5901460
64;5901460;7;16;21;26;14;6;24;20;5;23;12;13;19;11;18;3;10;9;4;15;17;1;22;25;2;8
7;16;21;26;14;2;24;20;5;23;12;13;19;11;18;3;10;9;4;15;17;1;22;25;6;8;64;5900839
64;5900839;7;16;21;26;14;2;24;20;5;23;12;13;19;11;18;3;10;9;4;15;17;1;22;25;6;8
7;16;21;26;14;2;24;20;5;23;12;9;19;11;18;3;10;13;4;15;17;1;22;25;6;8;64;5876213
64;5876213;7;16;21;26;14;2;24;20;5;23;12;9;19;11;18;3;10;13;4;15;17;1;22;25;6;8
7;16;21;26;14;2;24;20;5;23;12;9;4;11;18;3;10;13;19;15;17;1;22;25;6;8;64;5893492
64;5893492;7;16;21;26;14;2;24;20;5;23;12;9;4;11;18;3;10;13;19;15;17;1;22;25;6;8
7;16;2;26;14;21;24;20;5;23;12;9;4;11;18;3;10;13;19;15;17;1;22;25;6;8;64;5850213
64;5850213;7;16;2;26;14;21;24;20;5;23;12;9;4;11;18;3;10;13;19;15;17;1;22;25;6;8
7;16;2;23;14;21;24;20;5;26;12;9;4;11;18;3;10;13;19;15;17;1;22;25;6;8;64;5859303
64;5859303;7;16;2;23;14;21;24;20;5;26;12;9;4;11;18;3;10;13;19;15;17;1;22;25;6;8
7;16;2;23;14;21;24;20;5;26;12;9;4;11;18;3;22;13;19;15;17;1;10;25;6;8;64;5854478
64;5854478;7;16;2;23;14;21;24;20;5;26;12;9;4;11;18;3;22;13;19;15;17;1;10;25;6;8
7;16;2;23;14;21;24;20;5;26;12;9;4;11;18;3;13;22;19;15;17;1;10;25;6;8;64;5860957
64;5860957;7;16;2;23;14;21;24;20;5;26;12;9;4;11;18;3;13;22;19;15;17;1;10;25;6;8
7;16;2;23;14;21;24;20;5;26;12;9;4;11;18;3;13;17;19;15;22;1;10;25;6;8;64;5870078
64;5870078;7;16;2;23;14;21;24;20;5;26;12;9;4;11;18;3;13;17;19;15;22;1;10;25;6;8
7;16;2;23;14;17;24;20;5;26;12;9;4;11;18;3;13;21;19;15;22;1;10;25;6;8;64;5840938
64;5840938;7;16;2;23;14;17;24;20;5;26;12;9;4;11;18;3;13;21;19;15;22;1;10;25;6;8
26;16;2;23;14;17;24;20;5;7;12;9;4;11;18;3;13;21;19;15;22;1;10;25;6;8;64;5835213
64;5835213;26;16;2;23;14;17;24;20;5;7;12;9;4;11;18;3;13;21;19;15;22;1;10;25;6;8
26;16;2;23;14;17;15;20;5;7;12;9;4;11;18;3;13;21;19;24;22;1;10;25;6;8;64;5794005
64;5794005;26;16;2;23;14;17;15;20;5;7;12;9;4;11;18;3;13;21;19;24;22;1;10;25;6;8
26;16;2;23;14;17;15;20;8;7;12;9;4;11;18;3;13;21;19;24;22;1;10;25;6;5;64;5792698
64;5792698;26;16;2;23;14;17;15;20;8;7;12;9;4;11;18;3;13;21;19;24;22;1;10;25;6;5
26;16;2;23;14;17;15;20;8;7;6;9;4;11;18;3;13;21;19;24;22;1;10;25;12;5;64;5816072
64;5816072;26;16;2;23;14;17;15;20;8;7;6;9;4;11;18;3;13;21;19;24;22;1;10;25;12;5
12;16;2;23;14;17;15;20;8;7;6;9;4;11;18;3;13;21;19;24;22;1;10;25;26;5;64;5808586
64;5808586;12;16;2;23;14;17;15;20;8;7;6;9;4;11;18;3;13;21;19;24;22;1;10;25;26;5
6;16;2;23;14;17;15;20;8;7;12;9;4;11;18;3;13;21;19;24;22;1;10;25;26;5;64;5794001
64;5794001;6;16;2;23;14;17;15;20;8;7;12;9;4;11;18;3;13;21;19;24;22;1;10;25;26;5
6;16;2;23;14;17;15;20;8;7;12;9;4;11;18;3;13;21;19;25;22;1;10;24;26;5;64;5793755
64;5793755;6;16;2;23;14;17;15;20;8;7;12;9;4;11;18;3;13;21;19;25;22;1;10;24;26;5
6;16;2;23;14;15;17;20;8;7;12;9;4;11;18;3;13;21;19;25;22;1;10;24;26;5;64;5793755
64;5793755;6;16;2;23;14;15;17;20;8;7;12;9;4;11;18;3;13;21;19;25;22;1;10;24;26;5
6;16;2;23;1;15;17;20;8;7;12;9;4;11;18;3;13;21;19;25;22;14;10;24;26;5;64;5813358
64;5813358;6;16;2;23;1;15;17;20;8;7;12;9;4;11;18;3;13;21;19;25;22;14;10;24;26;5
6;16;2;23;18;15;17;20;8;7;12;9;4;11;1;3;13;21;19;25;22;14;10;24;26;5;64;5809436
64;5809436;6;16;2;23;18;15;17;20;8;7;12;9;4;11;1;3;13;21;19;25;22;14;10;24;26;5
6;16;2;23;18;15;17;20;8;7;12;9;4;11;1;25;13;21;19;3;22;14;10;24;26;5;64;5775028
65;5775028;6;16;2;23;18;15;17;20;8;7;12;9;4;11;1;25;13;21;19;3;22;14;10;24;26;5
6;16;2;23;18;15;17;20;8;7;12;9;4;19;1;25;13;21;11;3;22;14;10;24;26;5;65;5773992
65;5773992;6;16;2;23;18;15;17;20;8;7;12;9;4;19;1;25;13;21;11;3;22;14;10;24;26;5
6;16;2;23;18;15;17;20;8;7;12;9;5;19;1;25;13;21;11;3;22;14;10;24;26;4;65;5805266
65;5805266;6;16;2;23;18;15;17;20;8;7;12;9;5;19;1;25;13;21;11;3;22;14;10;24;26;4
6;16;4;23;18;15;17;20;8;7;12;9;5;19;1;25;13;21;11;3;22;14;10;24;26;2;65;5885043
65;5805266;6;16;2;23;18;15;17;20;8;7;12;9;5;19;1;25;13;21;11;3;22;14;10;24;26;4
6;16;2;23;21;15;17;20;8;7;12;9;5;19;1;25;13;18;11;3;22;14;10;24;26;4;65;5797267
65;5797267;6;16;2;23;21;15;17;20;8;7;12;9;5;19;1;25;13;18;11;3;22;14;10;24;26;4
6;16;2;23;21;15;17;20;8;7;12;9;11;19;1;25;13;18;5;3;22;14;10;24;26;4;65;5693392
65;5693392;6;16;2;23;21;15;17;20;8;7;12;9;11;19;1;25;13;18;5;3;22;14;10;24;26;4
6;16;2;23;21;15;17;20;8;7;12;5;11;19;1;25;13;18;9;3;22;14;10;24;26;4;65;5727599
65;5727599;6;16;2;23;21;15;17;20;8;7;12;5;11;19;1;25;13;18;9;3;22;14;10;24;26;4
6;16;2;23;21;15;17;20;8;7;12;5;11;19;1;25;13;18;9;26;22;14;10;24;3;4;65;5761453
65;5761453;6;16;2;23;21;15;17;20;8;7;12;5;11;19;1;25;13;18;9;26;22;14;10;24;3;4
6;16;14;23;21;15;17;20;8;7;12;5;11;19;1;25;13;18;9;26;22;2;10;24;3;4;65;5715211
65;5715211;6;16;14;23;21;15;17;20;8;7;12;5;11;19;1;25;13;18;9;26;22;2;10;24;3;4
6;16;14;23;21;15;17;25;8;7;12;5;11;19;1;20;13;18;9;26;22;2;10;24;3;4;65;5709863
65;5709863;6;16;14;23;21;15;17;25;8;7;12;5;11;19;1;20;13;18;9;26;22;2;10;24;3;4
6;16;14;23;21;15;17;25;8;7;12;5;11;18;1;20;13;19;9;26;22;2;10;24;3;4;65;5745166
65;5745166;6;16;14;23;21;15;17;25;8;7;12;5;11;18;1;20;13;19;9;26;22;2;10;24;3;4
6;11;14;23;21;15;17;25;8;7;12;5;16;18;1;20;13;19;9;26;22;2;10;24;3;4;65;5751021
65;5751021;6;11;14;23;21;15;17;25;8;7;12;5;16;18;1;20;13;19;9;26;22;2;10;24;3;4
6;11;14;23;21;15;17;25;8;7;12;20;16;18;1;5;13;19;9;26;22;2;10;24;3;4;65;5777347
65;5777347;6;11;14;23;21;15;17;25;8;7;12;20;16;18;1;5;13;19;9;26;22;2;10;24;3;4
13;11;14;23;21;15;17;25;8;7;12;20;16;18;1;5;6;19;9;26;22;2;10;24;3;4;65;5768172
65;5768172;13;11;14;23;21;15;17;25;8;7;12;20;16;18;1;5;6;19;9;26;22;2;10;24;3;4
1;11;14;23;21;15;17;25;8;7;12;20;16;18;13;5;6;19;9;26;22;2;10;24;3;4;65;5773545
65;5773545;1;11;14;23;21;15;17;25;8;7;12;20;16;18;13;5;6;19;9;26;22;2;10;24;3;4
1;11;14;23;21;15;3;25;8;7;12;20;16;18;13;5;6;19;9;26;22;2;10;24;17;4;65;5753485
65;5753485;1;11;14;23;21;15;3;25;8;7;12;20;16;18;13;5;6;19;9;26;22;2;10;24;17;4
1;11;14;23;18;15;3;25;8;7;12;20;16;21;13;5;6;19;9;26;22;2;10;24;17;4;65;5744598
65;5744598;1;11;14;23;18;15;3;25;8;7;12;20;16;21;13;5;6;19;9;26;22;2;10;24;17;4
1;11;14;23;18;15;3;25;8;7;12;20;16;21;22;5;6;19;9;26;13;2;10;24;17;4;65;5749021
65;5749021;1;11;14;23;18;15;3;25;8;7;12;20;16;21;22;5;6;19;9;26;13;2;10;24;17;4
15;11;14;23;18;1;3;25;8;7;12;20;16;21;22;5;6;19;9;26;13;2;10;24;17;4;65;5743265
65;5743265;15;11;14;23;18;1;3;25;8;7;12;20;16;21;22;5;6;19;9;26;13;2;10;24;17;4
15;11;14;23;18;1;3;25;8;7;12;20;16;17;22;5;6;19;9;26;13;2;10;24;21;4;65;5770979
65;5743265;15;11;14;23;18;1;3;25;8;7;12;20;16;21;22;5;6;19;9;26;13;2;10;24;17;4
15;11;14;23;18;1;3;25;8;7;12;20;16;21;22;5;6;19;9;26;13;2;10;24;4;17;65;5743265
66;5743265;15;11;14;23;18;1;3;25;8;7;12;20;16;21;22;5;6;19;9;26;13;2;10;24;4;17
15;11;14;23;18;1;7;25;8;3;12;20;16;21;22;5;6;19;9;26;13;2;10;24;4;17;66;5756619
66;5756619;15;11;14;23;18;1;7;25;8;3;12;20;16;21;22;5;6;19;9;26;13;2;10;24;4;17
15;11;14;23;18;3;7;25;8;1;12;20;16;21;22;5;6;19;9;26;13;2;10;24;4;17;66;5741389
66;5741389;15;11;14;23;18;3;7;25;8;1;12;20;16;21;22;5;6;19;9;26;13;2;10;24;4;17
15;11;14;23;18;3;7;25;8;4;12;20;16;21;22;5;6;19;9;26;13;2;10;24;1;17;66;5768653
66;5768653;15;11;14;23;18;3;7;25;8;4;12;20;16;21;22;5;6;19;9;26;13;2;10;24;1;17
15;11;7;23;18;3;14;25;8;4;12;20;16;21;22;5;6;19;9;26;13;2;10;24;1;17;66;5853594
66;5768653;15;11;14;23;18;3;7;25;8;4;12;20;16;21;22;5;6;19;9;26;13;2;10;24;1;17
15;11;14;23;18;3;7;25;8;22;12;20;16;21;4;5;6;19;9;26;13;2;10;24;1;17;66;5753242
66;5753242;15;11;14;23;18;3;7;25;8;22;12;20;16;21;4;5;6;19;9;26;13;2;10;24;1;17
15;11;14;23;18;3;7;16;8;22;12;20;25;21;4;5;6;19;9;26;13;2;10;24;1;17;66;5757221
66;5757221;15;11;14;23;18;3;7;16;8;22;12;20;25;21;4;5;6;19;9;26;13;2;10;24;1;17
15;11;25;23;18;3;7;16;8;22;12;20;14;21;4;5;6;19;9;26;13;2;10;24;1;17;66;5721420
66;5721420;15;11;25;23;18;3;7;16;8;22;12;20;14;21;4;5;6;19;9;26;13;2;10;24;1;17
15;11;25;4;18;3;7;16;8;22;12;20;14;21;23;5;6;19;9;26;13;2;10;24;1;17;66;5719551
66;5719551;15;11;25;4;18;3;7;16;8;22;12;20;14;21;23;5;6;19;9;26;13;2;10;24;1;17
15;11;25;4;18;3;7;16;8;22;12;20;14;21;24;5;6;19;9;26;13;2;10;23;1;17;66;5722696
66;5722696;15;11;25;4;18;3;7;16;8;22;12;20;14;21;24;5;6;19;9;26;13;2;10;23;1;17
15;11;25;4;18;3;7;16;8;22;12;20;14;21;24;5;6;19;9;13;26;2;10;23;1;17;66;5725130
66;5725130;15;11;25;4;18;3;7;16;8;22;12;20;14;21;24;5;6;19;9;13;26;2;10;23;1;17
15;11;25;4;18;3;7;16;8;22;12;20;14;21;24;5;6;19;9;13;26;2;10;1;23;17;66;5795294
66;5725130;15;11;25;4;18;3;7;16;8;22;12;20;14;21;24;5;6;19;9;13;26;2;10;23;1;17
15;11;25;4;18;3;7;16;8;22;12;10;14;21;24;5;6;19;9;13;26;2;20;23;1;17;66;5783826
66;5783826;15;11;25;4;18;3;7;16;8;22;12;10;14;21;24;5;6;19;9;13;26;2;20;23;1;17
15;11;24;4;18;3;7;16;8;22;12;10;14;21;25;5;6;19;9;13;26;2;20;23;1;17;66;5783624
66;5783624;15;11;24;4;18;3;7;16;8;22;12;10;14;21;25;5;6;19;9;13;26;2;20;23;1;17
15;11;24;4;18;3;19;16;8;22;12;10;14;21;25;5;6;7;9;13;26;2;20;23;1;17;66;5803986
66;5803986;15;11;24;4;18;3;19;16;8;22;12;10;14;21;25;5;6;7;9;13;26;2;20;23;1;17
15;11;24;4;9;3;19;16;8;22;12;10;14;21;25;5;6;7;18;13;26;2;20;23;1;17;66;5845266
66;5845266;15;11;24;4;9;3;19;16;8;22;12;10;14;21;25;5;6;7;18;13;26;2;20;23;1;17
15;11;24;4;9;3;19;16;8;22;7;10;14;21;25;5;6;12;18;13;26;2;20;23;1;17;66;5816734
66;5816734;15;11;24;4;9;3;19;16;8;22;7;10;14;21;25;5;6;12;18;13;26;2;20;23;1;17
15;11;24;4;9;3;19;16;8;22;7;10;13;21;25;5;6;12;18;14;26;2;20;23;1;17;66;5912858
66;5912858;15;11;24;4;9;3;19;16;8;22;7;10;13;21;25;5;6;12;18;14;26;2;20;23;1;17
15;11;21;4;9;3;19;16;8;22;7;10;13;24;25;5;6;12;18;14;26;2;20;23;1;17;66;5937072
66;5937072;15;11;21;4;9;3;19;16;8;22;7;10;13;24;25;5;6;12;18;14;26;2;20;23;1;17
18;11;21;4;9;3;19;16;8;22;7;10;13;24;25;5;6;12;15;14;26;2;20;23;1;17;66;5914650
66;5914650;18;11;21;4;9;3;19;16;8;22;7;10;13;24;25;5;6;12;15;14;26;2;20;23;1;17
18;11;21;4;9;10;19;16;8;22;7;3;13;24;25;5;6;12;15;14;26;2;20;23;1;17;66;5854730
67;5854730;18;11;21;4;9;10;19;16;8;22;7;3;13;24;25;5;6;12;15;14;26;2;20;23;1;17
14;11;21;4;9;10;19;16;8;22;7;3;13;24;25;5;6;12;15;18;26;2;20;23;1;17;67;5844336
67;5844336;14;11;21;4;9;10;19;16;8;22;7;3;13;24;25;5;6;12;15;18;26;2;20;23;1;17
14;11;21;4;9;10;19;16;8;22;7;3;13;24;25;5;6;12;15;18;1;2;20;23;26;17;67;5901353
67;5901353;14;11;21;4;9;10;19;16;8;22;7;3;13;24;25;5;6;12;15;18;1;2;20;23;26;17
22;11;21;4;9;10;19;16;8;14;7;3;13;24;25;5;6;12;15;18;1;2;20;23;26;17;67;5850062
67;5850062;22;11;21;4;9;10;19;16;8;14;7;3;13;24;25;5;6;12;15;18;1;2;20;23;26;17
22;11;21;4;9;15;19;16;8;14;7;3;13;24;25;5;6;12;10;18;1;2;20;23;26;17;67;5863805
67;5863805;22;11;21;4;9;15;19;16;8;14;7;3;13;24;25;5;6;12;10;18;1;2;20;23;26;17
22;11;21;4;9;15;19;16;8;14;7;3;26;24;25;5;6;12;10;18;1;2;20;23;13;17;67;5871842
67;5871842;22;11;21;4;9;15;19;16;8;14;7;3;26;24;25;5;6;12;10;18;1;2;20;23;13;17
22;16;21;4;9;15;19;11;8;14;7;3;26;24;25;5;6;12;10;18;1;2;20;23;13;17;67;5867448
67;5867448;22;16;21;4;9;15;19;11;8;14;7;3;26;24;25;5;6;12;10;18;1;2;20;23;13;17
22;16;21;4;9;15;19;11;8;14;7;3;17;24;25;5;6;12;10;18;1;2;20;23;13;26;67;5869897
67;5869897;22;16;21;4;9;15;19;11;8;14;7;3;17;24;25;5;6;12;10;18;1;2;20;23;13;26
22;16;21;4;9;15;19;11;24;14;7;3;17;8;25;5;6;12;10;18;1;2;20;23;13;26;67;5879769
67;5879769;22;16;21;4;9;15;19;11;24;14;7;3;17;8;25;5;6;12;10;18;1;2;20;23;13;26
16;22;21;4;9;15;19;11;24;14;7;3;17;8;25;5;6;12;10;18;1;2;20;23;13;26;67;5882228
67;5882228;16;22;21;4;9;15;19;11;24;14;7;3;17;8;25;5;6;12;10;18;1;2;20;23;13;26
16;22;21;4;9;15;17;11;24;14;7;3;19;8;25;5;6;12;10;18;1;2;20;23;13;26;67;5885931
67;5885931;16;22;21;4;9;15;17;11;24;14;7;3;19;8;25;5;6;12;10;18;1;2;20;23;13;26
16;4;21;22;9;15;17;11;24;14;7;3;19;8;25;5;6;12;10;18;1;2;20;23;13;26;67;5892730
67;5892730;16;4;21;22;9;15;17;11;24;14;7;3;19;8;25;5;6;12;10;18;1;2;20;23;13;26
15;4;21;22;9;16;17;11;24;14;7;3;19;8;25;5;6;12;10;18;1;2;20;23;13;26;67;5901069
