"X1";"X26738";"X1.1";"X23";"X31";"X21";"X4";"X11";"X3";"X5";"X32";"X16";"X6";"X18";"X27";"X28";"X26";"X20";"X19";"X24";"X25";"X8";"X13";"X15";"X29";"X14";"X12";"X17";"X10";"X22";"X7";"X2";"X9";"X30"
13;15;23;16;27;14;19;26;22;4;11;28;12;10;25;1;8;32;6;7;20;29;21;5;31;2;18;17;3;30;24;9;32;28706
32;28706;13;15;23;16;27;14;19;26;22;4;11;28;12;10;25;1;8;32;6;7;20;29;21;5;31;2;18;17;3;30;24;9
13;15;23;4;27;14;19;26;22;16;11;28;12;10;25;1;8;32;6;7;20;29;21;5;31;2;18;17;3;30;24;9;32;28986
32;28986;13;15;23;4;27;14;19;26;22;16;11;28;12;10;25;1;8;32;6;7;20;29;21;5;31;2;18;17;3;30;24;9
13;23;15;4;27;14;19;26;22;16;11;28;12;10;25;1;8;32;6;7;20;29;21;5;31;2;18;17;3;30;24;9;32;28550
32;28550;13;23;15;4;27;14;19;26;22;16;11;28;12;10;25;1;8;32;6;7;20;29;21;5;31;2;18;17;3;30;24;9
30;23;15;4;27;14;19;26;22;16;11;28;12;10;25;1;8;32;6;7;20;29;21;5;31;2;18;17;3;13;24;9;32;28150
32;28150;30;23;15;4;27;14;19;26;22;16;11;28;12;10;25;1;8;32;6;7;20;29;21;5;31;2;18;17;3;13;24;9
30;23;15;4;7;14;19;26;22;16;11;28;12;10;25;1;8;32;6;27;20;29;21;5;31;2;18;17;3;13;24;9;32;27952
32;27952;30;23;15;4;7;14;19;26;22;16;11;28;12;10;25;1;8;32;6;27;20;29;21;5;31;2;18;17;3;13;24;9
30;23;15;4;2;14;19;26;22;16;11;28;12;10;25;1;8;32;6;27;20;29;21;5;31;7;18;17;3;13;24;9;32;27712
33;27712;30;23;15;4;2;14;19;26;22;16;11;28;12;10;25;1;8;32;6;27;20;29;21;5;31;7;18;17;3;13;24;9
30;23;15;4;32;14;19;26;22;16;11;28;12;10;25;1;8;2;6;27;20;29;21;5;31;7;18;17;3;13;24;9;33;27276
33;27276;30;23;15;4;32;14;19;26;22;16;11;28;12;10;25;1;8;2;6;27;20;29;21;5;31;7;18;17;3;13;24;9
30;23;15;4;32;14;19;26;22;16;21;28;12;10;25;1;8;2;6;27;20;29;11;5;31;7;18;17;3;13;24;9;33;27582
33;27582;30;23;15;4;32;14;19;26;22;16;21;28;12;10;25;1;8;2;6;27;20;29;11;5;31;7;18;17;3;13;24;9
1;23;15;4;32;14;19;26;22;16;21;28;12;10;25;30;8;2;6;27;20;29;11;5;31;7;18;17;3;13;24;9;33;27790
33;27790;1;23;15;4;32;14;19;26;22;16;21;28;12;10;25;30;8;2;6;27;20;29;11;5;31;7;18;17;3;13;24;9
1;23;15;4;32;14;19;26;22;16;21;28;12;10;25;30;8;2;6;27;13;29;11;5;31;7;18;17;3;20;24;9;33;28288
33;28288;1;23;15;4;32;14;19;26;22;16;21;28;12;10;25;30;8;2;6;27;13;29;11;5;31;7;18;17;3;20;24;9
1;23;21;4;32;14;19;26;22;16;15;28;12;10;25;30;8;2;6;27;13;29;11;5;31;7;18;17;3;20;24;9;33;28122
33;28122;1;23;21;4;32;14;19;26;22;16;15;28;12;10;25;30;8;2;6;27;13;29;11;5;31;7;18;17;3;20;24;9
1;23;21;4;32;14;19;26;5;16;15;28;12;10;25;30;8;2;6;27;13;29;11;22;31;7;18;17;3;20;24;9;33;28320
33;28320;1;23;21;4;32;14;19;26;5;16;15;28;12;10;25;30;8;2;6;27;13;29;11;22;31;7;18;17;3;20;24;9
1;23;21;4;32;14;19;26;5;16;22;28;12;10;25;30;8;2;6;27;13;29;11;15;31;7;18;17;3;20;24;9;33;28148
33;28148;1;23;21;4;32;14;19;26;5;16;22;28;12;10;25;30;8;2;6;27;13;29;11;15;31;7;18;17;3;20;24;9
1;23;21;4;32;14;19;26;5;16;22;28;12;10;25;30;8;2;6;27;13;29;11;15;31;7;18;24;3;20;17;9;33;27588
33;27588;1;23;21;4;32;14;19;26;5;16;22;28;12;10;25;30;8;2;6;27;13;29;11;15;31;7;18;24;3;20;17;9
1;23;21;4;30;14;19;26;5;16;22;28;12;10;25;32;8;2;6;27;13;29;11;15;31;7;18;24;3;20;17;9;33;27628
33;27628;1;23;21;4;30;14;19;26;5;16;22;28;12;10;25;32;8;2;6;27;13;29;11;15;31;7;18;24;3;20;17;9
1;23;21;4;30;14;18;26;5;16;22;28;12;10;25;32;8;2;6;27;13;29;11;15;31;7;19;24;3;20;17;9;33;27688
33;27688;1;23;21;4;30;14;18;26;5;16;22;28;12;10;25;32;8;2;6;27;13;29;11;15;31;7;19;24;3;20;17;9
1;23;21;4;30;14;18;26;5;16;22;28;12;10;25;32;8;2;6;27;13;29;11;15;9;7;19;24;3;20;17;31;33;27480
33;27480;1;23;21;4;30;14;18;26;5;16;22;28;12;10;25;32;8;2;6;27;13;29;11;15;9;7;19;24;3;20;17;31
13;23;21;4;30;14;18;26;5;16;22;28;12;10;25;32;8;2;6;27;1;29;11;15;9;7;19;24;3;20;17;31;33;26980
33;26980;13;23;21;4;30;14;18;26;5;16;22;28;12;10;25;32;8;2;6;27;1;29;11;15;9;7;19;24;3;20;17;31
13;23;21;4;17;14;18;26;5;16;22;28;12;10;25;32;8;2;6;27;1;29;11;15;9;7;19;24;3;20;30;31;33;27500
33;27500;13;23;21;4;17;14;18;26;5;16;22;28;12;10;25;32;8;2;6;27;1;29;11;15;9;7;19;24;3;20;30;31
13;23;21;4;17;14;18;26;5;16;22;28;12;32;25;10;8;2;6;27;1;29;11;15;9;7;19;24;3;20;30;31;33;26948
33;26948;13;23;21;4;17;14;18;26;5;16;22;28;12;32;25;10;8;2;6;27;1;29;11;15;9;7;19;24;3;20;30;31
13;23;24;4;17;14;18;26;5;16;22;28;12;32;25;10;8;2;6;27;1;29;11;15;9;7;19;21;3;20;30;31;33;27408
33;27408;13;23;24;4;17;14;18;26;5;16;22;28;12;32;25;10;8;2;6;27;1;29;11;15;9;7;19;21;3;20;30;31
13;23;24;5;17;14;18;26;4;16;22;28;12;32;25;10;8;2;6;27;1;29;11;15;9;7;19;21;3;20;30;31;33;26688
33;26688;13;23;24;5;17;14;18;26;4;16;22;28;12;32;25;10;8;2;6;27;1;29;11;15;9;7;19;21;3;20;30;31
13;32;24;5;17;14;18;26;4;16;22;28;12;23;25;10;8;2;6;27;1;29;11;15;9;7;19;21;3;20;30;31;33;27348
33;27348;13;32;24;5;17;14;18;26;4;16;22;28;12;23;25;10;8;2;6;27;1;29;11;15;9;7;19;21;3;20;30;31
13;27;24;5;17;14;18;26;4;16;22;28;12;23;25;10;8;2;6;32;1;29;11;15;9;7;19;21;3;20;30;31;33;27028
33;27028;13;27;24;5;17;14;18;26;4;16;22;28;12;23;25;10;8;2;6;32;1;29;11;15;9;7;19;21;3;20;30;31
13;27;29;5;17;14;18;26;4;16;22;28;12;23;25;10;8;2;6;32;1;24;11;15;9;7;19;21;3;20;30;31;33;27068
33;27068;13;27;29;5;17;14;18;26;4;16;22;28;12;23;25;10;8;2;6;32;1;24;11;15;9;7;19;21;3;20;30;31
13;27;21;5;17;14;18;26;4;16;22;28;12;23;25;10;8;2;6;32;1;24;11;15;9;7;19;29;3;20;30;31;33;26628
34;26628;13;27;21;5;17;14;18;26;4;16;22;28;12;23;25;10;8;2;6;32;1;24;11;15;9;7;19;29;3;20;30;31
13;27;21;5;17;14;18;26;4;16;22;31;12;23;25;10;8;2;6;32;1;24;11;15;9;7;19;29;3;20;30;28;34;26748
34;26748;13;27;21;5;17;14;18;26;4;16;22;31;12;23;25;10;8;2;6;32;1;24;11;15;9;7;19;29;3;20;30;28
13;27;21;5;17;14;31;26;4;16;22;18;12;23;25;10;8;2;6;32;1;24;11;15;9;7;19;29;3;20;30;28;34;26908
34;26908;13;27;21;5;17;14;31;26;4;16;22;18;12;23;25;10;8;2;6;32;1;24;11;15;9;7;19;29;3;20;30;28
13;27;21;5;17;29;31;26;4;16;22;18;12;23;25;10;8;2;6;32;1;24;11;15;9;7;19;14;3;20;30;28;34;26646
34;26646;13;27;21;5;17;29;31;26;4;16;22;18;12;23;25;10;8;2;6;32;1;24;11;15;9;7;19;14;3;20;30;28
13;27;21;5;17;29;31;26;4;16;22;19;12;23;25;10;8;2;6;32;1;24;11;15;9;7;18;14;3;20;30;28;34;26646
34;26646;13;27;21;5;17;29;31;26;4;16;22;19;12;23;25;10;8;2;6;32;1;24;11;15;9;7;18;14;3;20;30;28
13;27;21;5;17;29;31;26;4;9;22;19;12;23;25;10;8;2;6;32;1;24;11;15;16;7;18;14;3;20;30;28;34;26806
34;26806;13;27;21;5;17;29;31;26;4;9;22;19;12;23;25;10;8;2;6;32;1;24;11;15;16;7;18;14;3;20;30;28
13;27;21;5;17;2;31;26;4;9;22;19;12;23;25;10;8;29;6;32;1;24;11;15;16;7;18;14;3;20;30;28;34;27258
34;27258;13;27;21;5;17;2;31;26;4;9;22;19;12;23;25;10;8;29;6;32;1;24;11;15;16;7;18;14;3;20;30;28
13;27;21;5;17;2;31;26;4;9;22;19;12;23;25;10;8;29;6;32;1;24;11;16;15;7;18;14;3;20;30;28;34;27338
34;27338;13;27;21;5;17;2;31;26;4;9;22;19;12;23;25;10;8;29;6;32;1;24;11;16;15;7;18;14;3;20;30;28
13;27;12;5;17;2;31;26;4;9;22;19;21;23;25;10;8;29;6;32;1;24;11;16;15;7;18;14;3;20;30;28;34;27656
34;27656;13;27;12;5;17;2;31;26;4;9;22;19;21;23;25;10;8;29;6;32;1;24;11;16;15;7;18;14;3;20;30;28
13;27;6;5;17;2;31;26;4;9;22;19;21;23;25;10;8;29;12;32;1;24;11;16;15;7;18;14;3;20;30;28;34;27196
34;27196;13;27;6;5;17;2;31;26;4;9;22;19;21;23;25;10;8;29;12;32;1;24;11;16;15;7;18;14;3;20;30;28
13;27;3;5;17;2;31;26;4;9;22;19;21;23;25;10;8;29;12;32;1;24;11;16;15;7;18;14;6;20;30;28;34;27556
34;27556;13;27;3;5;17;2;31;26;4;9;22;19;21;23;25;10;8;29;12;32;1;24;11;16;15;7;18;14;6;20;30;28
22;27;3;5;17;2;31;26;4;9;13;19;21;23;25;10;8;29;12;32;1;24;11;16;15;7;18;14;6;20;30;28;34;27804
34;27804;22;27;3;5;17;2;31;26;4;9;13;19;21;23;25;10;8;29;12;32;1;24;11;16;15;7;18;14;6;20;30;28
22;27;3;5;17;2;14;26;4;9;13;19;21;23;25;10;8;29;12;32;1;24;11;16;15;7;18;31;6;20;30;28;34;27566
34;27566;22;27;3;5;17;2;14;26;4;9;13;19;21;23;25;10;8;29;12;32;1;24;11;16;15;7;18;31;6;20;30;28
22;27;11;5;17;2;14;26;4;9;13;19;21;23;25;10;8;29;12;32;1;24;3;16;15;7;18;31;6;20;30;28;34;27246
34;27246;22;27;11;5;17;2;14;26;4;9;13;19;21;23;25;10;8;29;12;32;1;24;3;16;15;7;18;31;6;20;30;28
22;27;11;5;17;2;14;26;4;9;13;16;21;23;25;10;8;29;12;32;1;24;3;19;15;7;18;31;6;20;30;28;34;27670
34;27670;22;27;11;5;17;2;14;26;4;9;13;16;21;23;25;10;8;29;12;32;1;24;3;19;15;7;18;31;6;20;30;28
18;27;11;5;17;2;14;26;4;9;13;16;21;23;25;10;8;29;12;32;1;24;3;19;15;7;22;31;6;20;30;28;34;27950
34;27950;18;27;11;5;17;2;14;26;4;9;13;16;21;23;25;10;8;29;12;32;1;24;3;19;15;7;22;31;6;20;30;28
18;27;7;5;17;2;14;26;4;9;13;16;21;23;25;10;8;29;12;32;1;24;3;19;15;11;22;31;6;20;30;28;34;27930
34;27930;18;27;7;5;17;2;14;26;4;9;13;16;21;23;25;10;8;29;12;32;1;24;3;19;15;11;22;31;6;20;30;28
18;27;7;5;17;2;14;26;4;9;13;16;21;23;3;10;8;29;12;32;1;24;25;19;15;11;22;31;6;20;30;28;34;27942
34;27942;18;27;7;5;17;2;14;26;4;9;13;16;21;23;3;10;8;29;12;32;1;24;25;19;15;11;22;31;6;20;30;28
32;27;7;5;17;2;14;26;4;9;13;16;21;23;3;10;8;29;12;18;1;24;25;19;15;11;22;31;6;20;30;28;34;27382
34;27382;32;27;7;5;17;2;14;26;4;9;13;16;21;23;3;10;8;29;12;18;1;24;25;19;15;11;22;31;6;20;30;28
8;27;7;5;17;2;14;26;4;9;13;16;21;23;3;10;32;29;12;18;1;24;25;19;15;11;22;31;6;20;30;28;34;27330
34;27330;8;27;7;5;17;2;14;26;4;9;13;16;21;23;3;10;32;29;12;18;1;24;25;19;15;11;22;31;6;20;30;28
8;27;7;20;17;2;14;26;4;9;13;16;21;23;3;10;32;29;12;18;1;24;25;19;15;11;22;31;6;5;30;28;34;27680
35;27680;8;27;7;20;17;2;14;26;4;9;13;16;21;23;3;10;32;29;12;18;1;24;25;19;15;11;22;31;6;5;30;28
8;27;7;20;17;2;14;26;4;9;13;16;21;28;3;10;32;29;12;18;1;24;25;19;15;11;22;31;6;5;30;23;35;27840
35;27840;8;27;7;20;17;2;14;26;4;9;13;16;21;28;3;10;32;29;12;18;1;24;25;19;15;11;22;31;6;5;30;23
8;27;7;20;11;2;14;26;4;9;13;16;21;28;3;10;32;29;12;18;1;24;25;19;15;17;22;31;6;5;30;23;35;28282
35;28282;8;27;7;20;11;2;14;26;4;9;13;16;21;28;3;10;32;29;12;18;1;24;25;19;15;17;22;31;6;5;30;23
8;27;7;20;29;2;14;26;4;9;13;16;21;28;3;10;32;11;12;18;1;24;25;19;15;17;22;31;6;5;30;23;35;29142
35;29142;8;27;7;20;29;2;14;26;4;9;13;16;21;28;3;10;32;11;12;18;1;24;25;19;15;17;22;31;6;5;30;23
8;27;7;20;29;2;14;32;4;9;13;16;21;28;3;10;26;11;12;18;1;24;25;19;15;17;22;31;6;5;30;23;35;28702
35;28702;8;27;7;20;29;2;14;32;4;9;13;16;21;28;3;10;26;11;12;18;1;24;25;19;15;17;22;31;6;5;30;23
8;27;26;20;29;2;14;32;4;9;13;16;21;28;3;10;7;11;12;18;1;24;25;19;15;17;22;31;6;5;30;23;35;28684
35;28684;8;27;26;20;29;2;14;32;4;9;13;16;21;28;3;10;7;11;12;18;1;24;25;19;15;17;22;31;6;5;30;23
8;27;26;20;29;2;14;32;4;9;13;16;21;28;6;10;7;11;12;18;1;24;25;19;15;17;22;31;3;5;30;23;35;28644
35;28644;8;27;26;20;29;2;14;32;4;9;13;16;21;28;6;10;7;11;12;18;1;24;25;19;15;17;22;31;3;5;30;23
8;27;26;20;29;2;14;32;4;9;13;28;21;16;6;10;7;11;12;18;1;24;25;19;15;17;22;31;3;5;30;23;35;28644
35;28644;8;27;26;20;29;2;14;32;4;9;13;28;21;16;6;10;7;11;12;18;1;24;25;19;15;17;22;31;3;5;30;23
8;27;26;20;29;2;14;32;4;9;13;28;21;16;6;10;7;11;12;18;1;24;25;19;15;30;22;31;3;5;17;23;35;27804
35;27804;8;27;26;20;29;2;14;32;4;9;13;28;21;16;6;10;7;11;12;18;1;24;25;19;15;30;22;31;3;5;17;23
8;27;26;20;29;2;14;32;4;9;13;28;21;16;6;10;7;11;12;18;1;24;25;23;15;30;22;31;3;5;17;19;35;27804
35;27804;8;27;26;20;29;2;14;32;4;9;13;28;21;16;6;10;7;11;12;18;1;24;25;23;15;30;22;31;3;5;17;19
8;27;26;20;29;15;14;32;4;9;13;28;21;16;6;10;7;11;12;18;1;24;25;23;2;30;22;31;3;5;17;19;35;28004
35;28004;8;27;26;20;29;15;14;32;4;9;13;28;21;16;6;10;7;11;12;18;1;24;25;23;2;30;22;31;3;5;17;19
8;27;26;20;29;15;14;32;4;9;13;5;21;16;6;10;7;11;12;18;1;24;25;23;2;30;22;31;3;28;17;19;35;28044
35;28044;8;27;26;20;29;15;14;32;4;9;13;5;21;16;6;10;7;11;12;18;1;24;25;23;2;30;22;31;3;28;17;19
8;27;26;28;29;15;14;32;4;9;13;5;21;16;6;10;7;11;12;18;1;24;25;23;2;30;22;31;3;20;17;19;35;27484
35;27484;8;27;26;28;29;15;14;32;4;9;13;5;21;16;6;10;7;11;12;18;1;24;25;23;2;30;22;31;3;20;17;19
8;27;26;28;10;15;14;32;4;9;13;5;21;16;6;29;7;11;12;18;1;24;25;23;2;30;22;31;3;20;17;19;35;27794
35;27794;8;27;26;28;10;15;14;32;4;9;13;5;21;16;6;29;7;11;12;18;1;24;25;23;2;30;22;31;3;20;17;19
8;27;26;28;10;15;14;32;4;9;13;5;21;16;6;29;7;11;12;18;1;24;25;23;2;22;30;31;3;20;17;19;35;27554
35;27554;8;27;26;28;10;15;14;32;4;9;13;5;21;16;6;29;7;11;12;18;1;24;25;23;2;22;30;31;3;20;17;19
8;27;26;28;10;15;14;32;4;9;13;5;21;16;6;29;7;11;12;18;1;3;25;23;2;22;30;31;24;20;17;19;35;27310
35;27310;8;27;26;28;10;15;14;32;4;9;13;5;21;16;6;29;7;11;12;18;1;3;25;23;2;22;30;31;24;20;17;19
8;27;26;28;6;15;14;32;4;9;13;5;21;16;10;29;7;11;12;18;1;3;25;23;2;22;30;31;24;20;17;19;35;27270
35;27270;8;27;26;28;6;15;14;32;4;9;13;5;21;16;10;29;7;11;12;18;1;3;25;23;2;22;30;31;24;20;17;19
8;27;26;28;6;11;14;32;4;9;13;5;21;16;10;29;7;15;12;18;1;3;25;23;2;22;30;31;24;20;17;19;35;26790
35;26790;8;27;26;28;6;11;14;32;4;9;13;5;21;16;10;29;7;15;12;18;1;3;25;23;2;22;30;31;24;20;17;19
8;27;26;15;6;11;14;32;4;9;13;5;21;16;10;29;7;28;12;18;1;3;25;23;2;22;30;31;24;20;17;19;35;26422
35;26422;8;27;26;15;6;11;14;32;4;9;13;5;21;16;10;29;7;28;12;18;1;3;25;23;2;22;30;31;24;20;17;19
8;27;26;15;6;11;14;32;4;25;13;5;21;16;10;29;7;28;12;18;1;3;9;23;2;22;30;31;24;20;17;19;35;26330
35;26330;8;27;26;15;6;11;14;32;4;25;13;5;21;16;10;29;7;28;12;18;1;3;9;23;2;22;30;31;24;20;17;19
8;27;26;15;6;11;14;32;4;25;13;5;21;16;10;29;7;30;12;18;1;3;9;23;2;22;28;31;24;20;17;19;35;26230
36;26230;8;27;26;15;6;11;14;32;4;25;13;5;21;16;10;29;7;30;12;18;1;3;9;23;2;22;28;31;24;20;17;19
8;27;26;15;6;11;14;32;4;25;13;5;21;24;10;29;7;30;12;18;1;3;9;23;2;22;28;31;16;20;17;19;36;25912
36;25912;8;27;26;15;6;11;14;32;4;25;13;5;21;24;10;29;7;30;12;18;1;3;9;23;2;22;28;31;16;20;17;19
8;27;26;15;6;11;14;32;4;25;13;5;21;24;3;29;7;30;12;18;1;10;9;23;2;22;28;31;16;20;17;19;36;25752
36;25752;8;27;26;15;6;11;14;32;4;25;13;5;21;24;3;29;7;30;12;18;1;10;9;23;2;22;28;31;16;20;17;19
8;27;26;15;6;11;14;32;4;25;13;5;21;24;3;29;7;30;12;18;1;10;9;23;2;20;28;31;16;22;17;19;36;26712
36;26712;8;27;26;15;6;11;14;32;4;25;13;5;21;24;3;29;7;30;12;18;1;10;9;23;2;20;28;31;16;22;17;19
20;27;26;15;6;11;14;32;4;25;13;5;21;24;3;29;7;30;12;18;1;10;9;23;2;8;28;31;16;22;17;19;36;27132
36;27132;20;27;26;15;6;11;14;32;4;25;13;5;21;24;3;29;7;30;12;18;1;10;9;23;2;8;28;31;16;22;17;19
8;27;26;15;6;11;14;32;4;25;13;5;21;24;3;29;7;30;12;18;1;10;9;23;2;20;28;31;16;22;17;19;36;26712
36;26712;8;27;26;15;6;11;14;32;4;25;13;5;21;24;3;29;7;30;12;18;1;10;9;23;2;20;28;31;16;22;17;19
8;27;26;15;6;11;14;32;4;25;13;5;21;24;3;29;7;30;12;18;1;10;23;9;2;20;28;31;16;22;17;19;36;26978
36;26978;8;27;26;15;6;11;14;32;4;25;13;5;21;24;3;29;7;30;12;18;1;10;23;9;2;20;28;31;16;22;17;19
8;27;26;15;6;23;14;32;4;25;13;5;21;24;3;29;7;30;12;18;1;10;11;9;2;20;28;31;16;22;17;19;36;26806
36;26806;8;27;26;15;6;23;14;32;4;25;13;5;21;24;3;29;7;30;12;18;1;10;11;9;2;20;28;31;16;22;17;19
8;27;26;15;12;23;14;32;4;25;13;5;21;24;3;29;7;30;6;18;1;10;11;9;2;20;28;31;16;22;17;19;36;27226
36;27226;8;27;26;15;12;23;14;32;4;25;13;5;21;24;3;29;7;30;6;18;1;10;11;9;2;20;28;31;16;22;17;19
8;27;26;15;12;23;14;32;4;25;13;5;21;24;3;29;7;30;6;9;1;10;11;18;2;20;28;31;16;22;17;19;36;27158
36;27158;8;27;26;15;12;23;14;32;4;25;13;5;21;24;3;29;7;30;6;9;1;10;11;18;2;20;28;31;16;22;17;19
8;27;26;15;12;23;14;32;4;25;13;5;21;24;3;29;7;30;16;9;1;10;11;18;2;20;28;31;6;22;17;19;36;26398
36;26398;8;27;26;15;12;23;14;32;4;25;13;5;21;24;3;29;7;30;16;9;1;10;11;18;2;20;28;31;6;22;17;19
8;27;26;15;12;7;14;32;4;25;13;5;21;24;3;29;23;30;16;9;1;10;11;18;2;20;28;31;6;22;17;19;36;26076
36;26076;8;27;26;15;12;7;14;32;4;25;13;5;21;24;3;29;23;30;16;9;1;10;11;18;2;20;28;31;6;22;17;19
8;27;26;15;12;7;14;1;4;25;13;5;21;24;3;29;23;30;16;9;32;10;11;18;2;20;28;31;6;22;17;19;36;26478
36;26478;8;27;26;15;12;7;14;1;4;25;13;5;21;24;3;29;23;30;16;9;32;10;11;18;2;20;28;31;6;22;17;19
8;27;26;15;12;7;14;1;4;25;13;5;21;24;3;29;23;30;16;20;32;10;11;18;2;9;28;31;6;22;17;19;36;26990
36;26478;8;27;26;15;12;7;14;1;4;25;13;5;21;24;3;29;23;30;16;9;32;10;11;18;2;20;28;31;6;22;17;19
8;27;26;15;12;7;14;1;4;25;13;5;29;24;3;21;23;30;16;9;32;10;11;18;2;20;28;31;6;22;17;19;36;26158
36;26158;8;27;26;15;12;7;14;1;4;25;13;5;29;24;3;21;23;30;16;9;32;10;11;18;2;20;28;31;6;22;17;19
8;27;15;26;12;7;14;1;4;25;13;5;29;24;3;21;23;30;16;9;32;10;11;18;2;20;28;31;6;22;17;19;36;26342
36;26342;8;27;15;26;12;7;14;1;4;25;13;5;29;24;3;21;23;30;16;9;32;10;11;18;2;20;28;31;6;22;17;19
8;27;15;26;12;7;14;1;4;25;13;5;29;24;22;21;23;30;16;9;32;10;11;18;2;20;28;31;6;3;17;19;36;25976
36;25976;8;27;15;26;12;7;14;1;4;25;13;5;29;24;22;21;23;30;16;9;32;10;11;18;2;20;28;31;6;3;17;19
8;27;15;29;12;7;14;1;4;25;13;5;26;24;22;21;23;30;16;9;32;10;11;18;2;20;28;31;6;3;17;19;36;26416
36;26416;8;27;15;29;12;7;14;1;4;25;13;5;26;24;22;21;23;30;16;9;32;10;11;18;2;20;28;31;6;3;17;19
8;27;15;29;12;7;14;1;4;30;13;5;26;24;22;21;23;25;16;9;32;10;11;18;2;20;28;31;6;3;17;19;36;26056
36;26056;8;27;15;29;12;7;14;1;4;30;13;5;26;24;22;21;23;25;16;9;32;10;11;18;2;20;28;31;6;3;17;19
8;27;15;29;12;7;4;1;14;30;13;5;26;24;22;21;23;25;16;9;32;10;11;18;2;20;28;31;6;3;17;19;36;27056
36;27056;8;27;15;29;12;7;4;1;14;30;13;5;26;24;22;21;23;25;16;9;32;10;11;18;2;20;28;31;6;3;17;19
8;27;15;29;12;7;4;1;14;30;13;5;26;24;22;21;16;25;23;9;32;10;11;18;2;20;28;31;6;3;17;19;36;27512
37;27512;8;27;15;29;12;7;4;1;14;30;13;5;26;24;22;21;16;25;23;9;32;10;11;18;2;20;28;31;6;3;17;19
8;27;15;29;3;7;4;1;14;30;13;5;26;24;22;21;16;25;23;9;32;10;11;18;2;20;28;31;6;12;17;19;37;27692
37;27512;8;27;15;29;12;7;4;1;14;30;13;5;26;24;22;21;16;25;23;9;32;10;11;18;2;20;28;31;6;3;17;19
15;27;8;29;12;7;4;1;14;30;13;5;26;24;22;21;16;25;23;9;32;10;11;18;2;20;28;31;6;3;17;19;37;27372
37;27372;15;27;8;29;12;7;4;1;14;30;13;5;26;24;22;21;16;25;23;9;32;10;11;18;2;20;28;31;6;3;17;19
15;27;8;31;12;7;4;1;14;30;13;5;26;24;22;21;16;25;23;9;32;10;11;18;2;20;28;29;6;3;17;19;37;26892
37;26892;15;27;8;31;12;7;4;1;14;30;13;5;26;24;22;21;16;25;23;9;32;10;11;18;2;20;28;29;6;3;17;19
32;27;8;31;12;7;4;1;14;30;13;5;26;24;22;21;16;25;23;9;15;10;11;18;2;20;28;29;6;3;17;19;37;27038
37;27038;32;27;8;31;12;7;4;1;14;30;13;5;26;24;22;21;16;25;23;9;15;10;11;18;2;20;28;29;6;3;17;19
32;27;8;3;12;7;4;1;14;30;13;5;26;24;22;21;16;25;23;9;15;10;11;18;2;20;28;29;6;31;17;19;37;26712
37;26712;32;27;8;3;12;7;4;1;14;30;13;5;26;24;22;21;16;25;23;9;15;10;11;18;2;20;28;29;6;31;17;19
20;27;8;3;12;7;4;1;14;30;13;5;26;24;22;21;16;25;23;9;15;10;11;18;2;32;28;29;6;31;17;19;37;26912
37;26912;20;27;8;3;12;7;4;1;14;30;13;5;26;24;22;21;16;25;23;9;15;10;11;18;2;32;28;29;6;31;17;19
20;27;8;3;12;7;4;1;14;30;13;5;26;24;22;21;16;25;23;9;15;10;11;18;2;32;28;19;6;31;17;29;37;27192
37;27192;20;27;8;3;12;7;4;1;14;30;13;5;26;24;22;21;16;25;23;9;15;10;11;18;2;32;28;19;6;31;17;29
20;27;8;3;12;7;4;1;14;30;13;5;26;24;22;21;16;25;23;31;15;10;11;18;2;32;28;19;6;9;17;29;37;28140
37;28140;20;27;8;3;12;7;4;1;14;30;13;5;26;24;22;21;16;25;23;31;15;10;11;18;2;32;28;19;6;9;17;29
20;27;8;3;12;7;4;1;14;30;13;5;26;24;22;21;16;25;23;31;29;10;11;18;2;32;28;19;6;9;17;15;37;29178
37;28140;20;27;8;3;12;7;4;1;14;30;13;5;26;24;22;21;16;25;23;31;15;10;11;18;2;32;28;19;6;9;17;29
20;27;8;3;12;7;4;1;14;30;13;5;26;10;22;21;16;25;23;31;15;24;11;18;2;32;28;19;6;9;17;29;37;28714
37;28140;20;27;8;3;12;7;4;1;14;30;13;5;26;24;22;21;16;25;23;31;15;10;11;18;2;32;28;19;6;9;17;29
24;27;8;3;12;7;4;1;14;30;13;5;26;20;22;21;16;25;23;31;15;10;11;18;2;32;28;19;6;9;17;29;37;27900
37;27900;24;27;8;3;12;7;4;1;14;30;13;5;26;20;22;21;16;25;23;31;15;10;11;18;2;32;28;19;6;9;17;29
24;27;3;8;12;7;4;1;14;30;13;5;26;20;22;21;16;25;23;31;15;10;11;18;2;32;28;19;6;9;17;29;37;27940
37;27940;24;27;3;8;12;7;4;1;14;30;13;5;26;20;22;21;16;25;23;31;15;10;11;18;2;32;28;19;6;9;17;29
24;27;3;8;12;7;4;1;14;29;13;5;26;20;22;21;16;25;23;31;15;10;11;18;2;32;28;19;6;9;17;30;37;28120
37;28120;24;27;3;8;12;7;4;1;14;29;13;5;26;20;22;21;16;25;23;31;15;10;11;18;2;32;28;19;6;9;17;30
2;27;3;8;12;7;4;1;14;29;13;5;26;20;22;21;16;25;23;31;15;10;11;18;24;32;28;19;6;9;17;30;37;27256
37;27256;2;27;3;8;12;7;4;1;14;29;13;5;26;20;22;21;16;25;23;31;15;10;11;18;24;32;28;19;6;9;17;30
