"X1";"X296";"X47";"X5";"X64";"X63";"X32";"X45";"X37";"X26";"X44";"X36";"X12";"X18";"X40";"X1.1";"X39";"X15";"X23";"X25";"X62";"X60";"X58";"X28";"X50";"X46";"X6";"X17";"X38";"X41";"X34";"X42";"X57";"X61";"X55";"X8";"X53";"X4";"X43";"X14";"X27";"X10";"X13";"X24";"X59";"X11";"X22";"X2";"X29";"X31";"X9";"X56";"X30";"X21";"X49";"X7";"X19";"X52";"X3";"X51";"X33";"X20";"X16";"X48";"X35";"X54"
20;7;23;14;59;18;34;51;6;8;52;63;24;19;30;17;16;39;55;29;5;48;31;62;40;42;28;12;53;61;44;26;22;37;2;4;43;3;60;58;1;50;38;57;32;27;45;33;9;13;15;25;54;41;36;10;56;11;35;49;64;46;47;21;21;266
21;266;20;7;23;14;59;18;34;51;6;8;52;63;24;19;30;17;16;39;55;29;5;48;31;62;40;42;28;12;53;61;44;26;22;37;2;4;43;3;60;58;1;50;38;57;32;27;45;33;9;13;15;25;54;41;36;10;56;11;35;49;64;46;47;21
20;7;23;14;59;18;34;51;6;8;52;63;24;19;30;17;16;39;55;29;5;48;1;62;40;42;28;12;53;61;44;26;22;37;2;4;43;3;60;58;31;50;38;57;32;27;45;33;9;13;15;25;54;41;36;10;56;11;35;49;64;46;47;21;21;266
21;266;20;7;23;14;59;18;34;51;6;8;52;63;24;19;30;17;16;39;55;29;5;48;1;62;40;42;28;12;53;61;44;26;22;37;2;4;43;3;60;58;31;50;38;57;32;27;45;33;9;13;15;25;54;41;36;10;56;11;35;49;64;46;47;21
20;7;23;14;59;18;34;51;12;8;52;63;24;19;30;17;16;39;55;29;5;48;1;62;40;42;28;6;53;61;44;26;22;37;2;4;43;3;60;58;31;50;38;57;32;27;45;33;9;13;15;25;54;41;36;10;56;11;35;49;64;46;47;21;21;266
21;266;20;7;23;14;59;18;34;51;12;8;52;63;24;19;30;17;16;39;55;29;5;48;1;62;40;42;28;6;53;61;44;26;22;37;2;4;43;3;60;58;31;50;38;57;32;27;45;33;9;13;15;25;54;41;36;10;56;11;35;49;64;46;47;21
20;64;23;14;59;18;34;51;12;8;52;63;24;19;30;17;16;39;55;29;5;48;1;62;40;42;28;6;53;61;44;26;22;37;2;4;43;3;60;58;31;50;38;57;32;27;45;33;9;13;15;25;54;41;36;10;56;11;35;49;7;46;47;21;21;266
21;266;20;64;23;14;59;18;34;51;12;8;52;63;24;19;30;17;16;39;55;29;5;48;1;62;40;42;28;6;53;61;44;26;22;37;2;4;43;3;60;58;31;50;38;57;32;27;45;33;9;13;15;25;54;41;36;10;56;11;35;49;7;46;47;21
20;64;23;14;59;18;34;51;12;8;52;63;24;19;30;17;16;39;55;29;5;48;10;62;40;42;28;6;53;61;44;26;22;37;2;4;43;3;60;58;31;50;38;57;32;27;45;33;9;13;15;25;54;41;36;1;56;11;35;49;7;46;47;21;21;266
21;266;20;64;23;14;59;18;34;51;12;8;52;63;24;19;30;17;16;39;55;29;5;48;10;62;40;42;28;6;53;61;44;26;22;37;2;4;43;3;60;58;31;50;38;57;32;27;45;33;9;13;15;25;54;41;36;1;56;11;35;49;7;46;47;21
20;64;23;14;33;18;34;51;12;8;52;63;24;19;30;17;16;39;55;29;5;48;10;62;40;42;28;6;53;61;44;26;22;37;2;4;43;3;60;58;31;50;38;57;32;27;45;59;9;13;15;25;54;41;36;1;56;11;35;49;7;46;47;21;21;266
21;266;20;64;23;14;33;18;34;51;12;8;52;63;24;19;30;17;16;39;55;29;5;48;10;62;40;42;28;6;53;61;44;26;22;37;2;4;43;3;60;58;31;50;38;57;32;27;45;59;9;13;15;25;54;41;36;1;56;11;35;49;7;46;47;21
20;64;23;14;33;18;34;51;12;8;52;63;24;19;30;17;32;39;55;29;5;48;10;62;40;42;28;6;53;61;44;26;22;37;2;4;43;3;60;58;31;50;38;57;16;27;45;59;9;13;15;25;54;41;36;1;56;11;35;49;7;46;47;21;21;254
21;254;20;64;23;14;33;18;34;51;12;8;52;63;24;19;30;17;32;39;55;29;5;48;10;62;40;42;28;6;53;61;44;26;22;37;2;4;43;3;60;58;31;50;38;57;16;27;45;59;9;13;15;25;54;41;36;1;56;11;35;49;7;46;47;21
20;64;23;14;33;18;34;51;12;8;52;63;24;19;30;17;32;39;55;29;5;48;10;62;40;42;28;6;53;61;44;26;22;37;2;4;43;3;60;58;31;50;38;57;16;27;46;59;9;13;15;25;54;41;36;1;56;11;35;49;7;45;47;21;21;254
21;254;20;64;23;14;33;18;34;51;12;8;52;63;24;19;30;17;32;39;55;29;5;48;10;62;40;42;28;6;53;61;44;26;22;37;2;4;43;3;60;58;31;50;38;57;16;27;46;59;9;13;15;25;54;41;36;1;56;11;35;49;7;45;47;21
20;64;23;14;33;18;34;51;12;8;52;63;24;19;30;17;32;39;55;29;5;48;10;62;40;42;28;6;53;61;44;26;22;37;2;4;43;3;60;58;31;50;38;57;16;27;46;59;9;25;15;13;54;41;36;1;56;11;35;49;7;45;47;21;21;254
21;254;20;64;23;14;33;18;34;51;12;8;52;63;24;19;30;17;32;39;55;29;5;48;10;62;40;42;28;6;53;61;44;26;22;37;2;4;43;3;60;58;31;50;38;57;16;27;46;59;9;25;15;13;54;41;36;1;56;11;35;49;7;45;47;21
20;64;23;14;33;18;34;51;12;8;52;63;24;19;30;17;32;57;55;29;5;48;10;62;40;42;28;6;53;61;44;26;22;37;2;4;43;3;60;58;31;50;38;39;16;27;46;59;9;25;15;13;54;41;36;1;56;11;35;49;7;45;47;21;21;254
21;254;20;64;23;14;33;18;34;51;12;8;52;63;24;19;30;17;32;57;55;29;5;48;10;62;40;42;28;6;53;61;44;26;22;37;2;4;43;3;60;58;31;50;38;39;16;27;46;59;9;25;15;13;54;41;36;1;56;11;35;49;7;45;47;21
20;64;23;14;33;18;34;51;12;8;52;63;24;19;30;17;32;57;55;29;5;48;10;62;49;42;28;6;53;61;44;26;22;37;2;4;43;3;60;58;31;50;38;39;16;27;46;59;9;25;15;13;54;41;36;1;56;11;35;40;7;45;47;21;21;254
21;254;20;64;23;14;33;18;34;51;12;8;52;63;24;19;30;17;32;57;55;29;5;48;10;62;49;42;28;6;53;61;44;26;22;37;2;4;43;3;60;58;31;50;38;39;16;27;46;59;9;25;15;13;54;41;36;1;56;11;35;40;7;45;47;21
20;64;23;14;33;18;34;51;12;6;52;63;24;19;30;17;32;57;55;29;5;48;10;62;49;42;28;8;53;61;44;26;22;37;2;4;43;3;60;58;31;50;38;39;16;27;46;59;9;25;15;13;54;41;36;1;56;11;35;40;7;45;47;21;21;266
21;266;20;64;23;14;33;18;34;51;12;6;52;63;24;19;30;17;32;57;55;29;5;48;10;62;49;42;28;8;53;61;44;26;22;37;2;4;43;3;60;58;31;50;38;39;16;27;46;59;9;25;15;13;54;41;36;1;56;11;35;40;7;45;47;21
20;64;23;14;33;18;34;51;12;6;52;63;24;19;30;17;32;57;55;29;5;48;10;62;49;42;28;8;53;61;44;26;22;37;2;41;43;3;60;58;31;50;38;39;16;27;46;59;9;25;15;13;54;4;36;1;56;11;35;40;7;45;47;21;21;266
22;266;20;64;23;14;33;18;34;51;12;6;52;63;24;19;30;17;32;57;55;29;5;48;10;62;49;42;28;8;53;61;44;26;22;37;2;41;43;3;60;58;31;50;38;39;16;27;46;59;9;25;15;13;54;4;36;1;56;11;35;40;7;45;47;21
20;64;23;14;33;18;34;51;12;6;52;63;24;19;30;17;32;57;55;29;5;48;10;62;49;21;28;8;53;61;44;26;22;37;2;41;43;3;60;58;31;50;38;39;16;27;46;59;9;25;15;13;54;4;36;1;56;11;35;40;7;45;47;42;22;266
22;266;20;64;23;14;33;18;34;51;12;6;52;63;24;19;30;17;32;57;55;29;5;48;10;62;49;21;28;8;53;61;44;26;22;37;2;41;43;3;60;58;31;50;38;39;16;27;46;59;9;25;15;13;54;4;36;1;56;11;35;40;7;45;47;42
20;64;23;14;33;18;34;51;12;6;52;63;24;19;30;17;32;57;55;29;5;48;10;62;49;21;28;8;53;61;44;26;22;37;2;41;43;3;60;58;31;50;38;39;16;27;46;1;9;25;15;13;54;4;36;59;56;11;35;40;7;45;47;42;22;266
22;266;20;64;23;14;33;18;34;51;12;6;52;63;24;19;30;17;32;57;55;29;5;48;10;62;49;21;28;8;53;61;44;26;22;37;2;41;43;3;60;58;31;50;38;39;16;27;46;1;9;25;15;13;54;4;36;59;56;11;35;40;7;45;47;42
20;64;22;14;33;18;34;51;12;6;52;63;24;19;30;17;32;57;55;29;5;48;10;62;49;21;28;8;53;61;44;26;23;37;2;41;43;3;60;58;31;50;38;39;16;27;46;1;9;25;15;13;54;4;36;59;56;11;35;40;7;45;47;42;22;270
22;270;20;64;22;14;33;18;34;51;12;6;52;63;24;19;30;17;32;57;55;29;5;48;10;62;49;21;28;8;53;61;44;26;23;37;2;41;43;3;60;58;31;50;38;39;16;27;46;1;9;25;15;13;54;4;36;59;56;11;35;40;7;45;47;42
20;64;22;14;33;18;34;51;12;6;52;63;24;19;30;17;32;57;55;29;5;48;10;62;49;21;28;8;2;61;44;26;23;37;53;41;43;3;60;58;31;50;38;39;16;27;46;1;9;25;15;13;54;4;36;59;56;11;35;40;7;45;47;42;22;266
22;266;20;64;22;14;33;18;34;51;12;6;52;63;24;19;30;17;32;57;55;29;5;48;10;62;49;21;28;8;2;61;44;26;23;37;53;41;43;3;60;58;31;50;38;39;16;27;46;1;9;25;15;13;54;4;36;59;56;11;35;40;7;45;47;42
20;64;22;14;33;18;34;51;12;6;52;63;24;19;30;17;32;57;55;29;5;48;10;62;49;21;28;1;2;61;44;26;23;37;53;41;43;3;60;58;31;50;38;39;16;27;46;8;9;25;15;13;54;4;36;59;56;11;35;40;7;45;47;42;22;262
22;262;20;64;22;14;33;18;34;51;12;6;52;63;24;19;30;17;32;57;55;29;5;48;10;62;49;21;28;1;2;61;44;26;23;37;53;41;43;3;60;58;31;50;38;39;16;27;46;8;9;25;15;13;54;4;36;59;56;11;35;40;7;45;47;42
20;64;9;14;33;18;34;51;12;6;52;63;24;19;30;17;32;57;55;29;5;48;10;62;49;21;28;1;2;61;44;26;23;37;53;41;43;3;60;58;31;50;38;39;16;27;46;8;22;25;15;13;54;4;36;59;56;11;35;40;7;45;47;42;22;262
22;262;20;64;9;14;33;18;34;51;12;6;52;63;24;19;30;17;32;57;55;29;5;48;10;62;49;21;28;1;2;61;44;26;23;37;53;41;43;3;60;58;31;50;38;39;16;27;46;8;22;25;15;13;54;4;36;59;56;11;35;40;7;45;47;42
20;64;9;14;33;18;34;51;45;6;52;63;24;19;30;17;32;57;55;29;5;48;10;62;49;21;28;1;2;61;44;26;23;37;53;41;43;3;60;58;31;50;38;39;16;27;46;8;22;25;15;13;54;4;36;59;56;11;35;40;7;12;47;42;22;262
22;262;20;64;9;14;33;18;34;51;45;6;52;63;24;19;30;17;32;57;55;29;5;48;10;62;49;21;28;1;2;61;44;26;23;37;53;41;43;3;60;58;31;50;38;39;16;27;46;8;22;25;15;13;54;4;36;59;56;11;35;40;7;12;47;42
20;64;9;14;33;18;34;51;45;6;52;63;24;19;30;17;32;57;55;29;5;48;10;62;49;21;28;1;2;61;44;26;23;37;53;41;43;3;60;58;31;50;38;39;16;56;46;8;22;25;15;13;54;4;36;59;27;11;35;40;7;12;47;42;22;254
22;254;20;64;9;14;33;18;34;51;45;6;52;63;24;19;30;17;32;57;55;29;5;48;10;62;49;21;28;1;2;61;44;26;23;37;53;41;43;3;60;58;31;50;38;39;16;56;46;8;22;25;15;13;54;4;36;59;27;11;35;40;7;12;47;42
20;64;9;14;33;18;34;51;45;6;52;63;24;19;30;17;32;57;55;29;5;48;10;62;49;1;28;21;2;61;44;26;23;37;53;41;43;3;60;58;31;50;38;39;16;56;46;8;22;25;15;13;54;4;36;59;27;11;35;40;7;12;47;42;22;250
22;250;20;64;9;14;33;18;34;51;45;6;52;63;24;19;30;17;32;57;55;29;5;48;10;62;49;1;28;21;2;61;44;26;23;37;53;41;43;3;60;58;31;50;38;39;16;56;46;8;22;25;15;13;54;4;36;59;27;11;35;40;7;12;47;42
20;64;9;14;33;18;34;51;45;6;52;63;24;19;30;17;32;57;55;29;5;48;10;62;49;1;28;21;22;61;44;26;23;37;53;41;43;3;60;58;31;50;38;39;16;56;46;8;2;25;15;13;54;4;36;59;27;11;35;40;7;12;47;42;22;250
22;250;20;64;9;14;33;18;34;51;45;6;52;63;24;19;30;17;32;57;55;29;5;48;10;62;49;1;28;21;22;61;44;26;23;37;53;41;43;3;60;58;31;50;38;39;16;56;46;8;2;25;15;13;54;4;36;59;27;11;35;40;7;12;47;42
20;64;9;14;33;18;34;51;45;6;52;63;24;19;30;17;32;57;55;29;5;48;10;62;49;1;28;21;22;61;44;41;23;37;53;26;43;3;60;58;31;50;38;39;16;56;46;8;2;25;15;13;54;4;36;59;27;11;35;40;7;12;47;42;22;252
22;252;20;64;9;14;33;18;34;51;45;6;52;63;24;19;30;17;32;57;55;29;5;48;10;62;49;1;28;21;22;61;44;41;23;37;53;26;43;3;60;58;31;50;38;39;16;56;46;8;2;25;15;13;54;4;36;59;27;11;35;40;7;12;47;42
20;64;9;14;33;18;34;51;45;6;52;63;24;19;30;17;32;57;55;29;5;48;10;62;49;1;28;21;22;61;44;41;23;37;53;26;43;3;60;58;4;50;38;39;16;56;46;8;2;25;15;13;54;31;36;59;27;11;35;40;7;12;47;42;22;252
22;252;20;64;9;14;33;18;34;51;45;6;52;63;24;19;30;17;32;57;55;29;5;48;10;62;49;1;28;21;22;61;44;41;23;37;53;26;43;3;60;58;4;50;38;39;16;56;46;8;2;25;15;13;54;31;36;59;27;11;35;40;7;12;47;42
20;64;4;14;33;18;34;51;45;6;52;63;24;19;30;17;32;57;55;29;5;48;10;62;49;1;28;21;22;61;44;41;23;37;53;26;43;3;60;58;9;50;38;39;16;56;46;8;2;25;15;13;54;31;36;59;27;11;35;40;7;12;47;42;22;258
22;258;20;64;4;14;33;18;34;51;45;6;52;63;24;19;30;17;32;57;55;29;5;48;10;62;49;1;28;21;22;61;44;41;23;37;53;26;43;3;60;58;9;50;38;39;16;56;46;8;2;25;15;13;54;31;36;59;27;11;35;40;7;12;47;42
20;64;4;14;33;18;34;51;45;6;52;63;24;19;30;17;32;57;55;29;5;48;10;62;49;1;28;21;22;61;44;41;23;37;53;26;43;3;60;58;9;50;38;39;16;56;46;13;2;25;15;8;54;31;36;59;27;11;35;40;7;12;47;42;22;258
22;258;20;64;4;14;33;18;34;51;45;6;52;63;24;19;30;17;32;57;55;29;5;48;10;62;49;1;28;21;22;61;44;41;23;37;53;26;43;3;60;58;9;50;38;39;16;56;46;13;2;25;15;8;54;31;36;59;27;11;35;40;7;12;47;42
20;64;4;14;33;18;34;51;45;6;52;63;24;19;30;17;32;57;55;29;5;48;10;62;49;1;28;21;22;61;44;37;23;41;53;26;43;3;60;58;9;50;38;39;16;56;46;13;2;25;15;8;54;31;36;59;27;11;35;40;7;12;47;42;22;254
22;254;20;64;4;14;33;18;34;51;45;6;52;63;24;19;30;17;32;57;55;29;5;48;10;62;49;1;28;21;22;61;44;37;23;41;53;26;43;3;60;58;9;50;38;39;16;56;46;13;2;25;15;8;54;31;36;59;27;11;35;40;7;12;47;42
20;64;4;14;33;18;34;2;45;6;52;63;24;19;30;17;32;57;55;29;5;48;10;62;49;1;28;21;22;61;44;37;23;41;53;26;43;3;60;58;9;50;38;39;16;56;46;13;51;25;15;8;54;31;36;59;27;11;35;40;7;12;47;42;22;266
22;266;20;64;4;14;33;18;34;2;45;6;52;63;24;19;30;17;32;57;55;29;5;48;10;62;49;1;28;21;22;61;44;37;23;41;53;26;43;3;60;58;9;50;38;39;16;56;46;13;51;25;15;8;54;31;36;59;27;11;35;40;7;12;47;42
20;64;4;14;33;18;34;2;45;6;52;63;24;19;30;17;32;57;55;29;5;48;10;62;49;1;28;21;22;61;44;37;23;41;53;26;43;3;60;58;9;47;38;39;16;56;46;13;51;25;15;8;54;31;36;59;27;11;35;40;7;12;50;42;22;266
22;266;20;64;4;14;33;18;34;2;45;6;52;63;24;19;30;17;32;57;55;29;5;48;10;62;49;1;28;21;22;61;44;37;23;41;53;26;43;3;60;58;9;47;38;39;16;56;46;13;51;25;15;8;54;31;36;59;27;11;35;40;7;12;50;42
20;64;4;14;33;18;61;2;45;6;52;63;24;19;30;17;32;57;55;29;5;48;10;62;49;1;28;21;22;34;44;37;23;41;53;26;43;3;60;58;9;47;38;39;16;56;46;13;51;25;15;8;54;31;36;59;27;11;35;40;7;12;50;42;22;262
22;262;20;64;4;14;33;18;61;2;45;6;52;63;24;19;30;17;32;57;55;29;5;48;10;62;49;1;28;21;22;34;44;37;23;41;53;26;43;3;60;58;9;47;38;39;16;56;46;13;51;25;15;8;54;31;36;59;27;11;35;40;7;12;50;42
20;64;4;14;33;18;61;2;45;6;52;63;24;19;30;17;32;57;55;29;5;48;10;62;49;1;28;21;22;34;44;37;23;41;53;26;43;3;60;58;9;47;38;39;16;56;46;13;51;59;15;8;54;31;36;25;27;11;35;40;7;12;50;42;22;262
22;262;20;64;4;14;33;18;61;2;45;6;52;63;24;19;30;17;32;57;55;29;5;48;10;62;49;1;28;21;22;34;44;37;23;41;53;26;43;3;60;58;9;47;38;39;16;56;46;13;51;59;15;8;54;31;36;25;27;11;35;40;7;12;50;42
20;64;4;14;33;51;61;2;45;6;52;63;24;19;30;17;32;57;55;29;5;48;10;62;49;1;28;21;22;34;44;37;23;41;53;26;43;3;60;58;9;47;38;39;16;56;46;13;18;59;15;8;54;31;36;25;27;11;35;40;7;12;50;42;22;258
23;258;20;64;4;14;33;51;61;2;45;6;52;63;24;19;30;17;32;57;55;29;5;48;10;62;49;1;28;21;22;34;44;37;23;41;53;26;43;3;60;58;9;47;38;39;16;56;46;13;18;59;15;8;54;31;36;25;27;11;35;40;7;12;50;42
20;64;4;14;33;51;61;2;45;6;52;63;24;19;30;17;32;57;55;29;5;48;10;62;49;1;28;21;22;34;44;36;23;41;53;26;43;3;60;58;9;47;38;39;16;56;46;13;18;59;15;8;54;31;37;25;27;11;35;40;7;12;50;42;23;264
23;264;20;64;4;14;33;51;61;2;45;6;52;63;24;19;30;17;32;57;55;29;5;48;10;62;49;1;28;21;22;34;44;36;23;41;53;26;43;3;60;58;9;47;38;39;16;56;46;13;18;59;15;8;54;31;37;25;27;11;35;40;7;12;50;42
20;64;4;14;33;51;61;2;45;6;52;63;24;19;30;17;32;57;55;29;5;48;10;62;49;1;28;59;22;34;44;36;23;41;53;26;43;3;60;58;9;47;38;39;16;56;46;13;18;21;15;8;54;31;37;25;27;11;35;40;7;12;50;42;23;260
23;260;20;64;4;14;33;51;61;2;45;6;52;63;24;19;30;17;32;57;55;29;5;48;10;62;49;1;28;59;22;34;44;36;23;41;53;26;43;3;60;58;9;47;38;39;16;56;46;13;18;21;15;8;54;31;37;25;27;11;35;40;7;12;50;42
20;64;4;14;33;51;16;2;45;6;52;63;24;19;30;17;32;57;55;29;5;48;10;62;49;1;28;59;22;34;44;36;23;41;53;26;43;3;60;58;9;47;38;39;61;56;46;13;18;21;15;8;54;31;37;25;27;11;35;40;7;12;50;42;23;260
23;260;20;64;4;14;33;51;16;2;45;6;52;63;24;19;30;17;32;57;55;29;5;48;10;62;49;1;28;59;22;34;44;36;23;41;53;26;43;3;60;58;9;47;38;39;61;56;46;13;18;21;15;8;54;31;37;25;27;11;35;40;7;12;50;42
20;64;4;14;33;51;16;2;45;6;52;63;24;19;30;17;32;57;55;29;5;48;10;62;49;1;28;59;22;34;44;36;35;41;53;26;43;3;60;58;9;47;38;39;61;56;46;13;18;21;15;8;54;31;37;25;27;11;23;40;7;12;50;42;23;262
23;262;20;64;4;14;33;51;16;2;45;6;52;63;24;19;30;17;32;57;55;29;5;48;10;62;49;1;28;59;22;34;44;36;35;41;53;26;43;3;60;58;9;47;38;39;61;56;46;13;18;21;15;8;54;31;37;25;27;11;23;40;7;12;50;42
20;45;4;14;33;51;16;2;64;6;52;63;24;19;30;17;32;57;55;29;5;48;10;62;49;1;28;59;22;34;44;36;35;41;53;26;43;3;60;58;9;47;38;39;61;56;46;13;18;21;15;8;54;31;37;25;27;11;23;40;7;12;50;42;23;262
23;262;20;45;4;14;33;51;16;2;64;6;52;63;24;19;30;17;32;57;55;29;5;48;10;62;49;1;28;59;22;34;44;36;35;41;53;26;43;3;60;58;9;47;38;39;61;56;46;13;18;21;15;8;54;31;37;25;27;11;23;40;7;12;50;42
12;45;4;14;33;51;16;2;64;6;52;63;24;19;30;17;32;57;55;29;5;48;10;62;49;1;28;59;22;34;44;36;35;41;53;26;43;3;60;58;9;47;38;39;61;56;46;13;18;21;15;8;54;31;37;25;27;11;23;40;7;20;50;42;23;262
23;262;12;45;4;14;33;51;16;2;64;6;52;63;24;19;30;17;32;57;55;29;5;48;10;62;49;1;28;59;22;34;44;36;35;41;53;26;43;3;60;58;9;47;38;39;61;56;46;13;18;21;15;8;54;31;37;25;27;11;23;40;7;20;50;42
12;45;4;14;33;51;16;2;64;6;52;63;24;19;30;17;44;57;55;29;5;48;10;62;49;1;28;59;22;34;32;36;35;41;53;26;43;3;60;58;9;47;38;39;61;56;46;13;18;21;15;8;54;31;37;25;27;11;23;40;7;20;50;42;23;262
23;262;12;45;4;14;33;51;16;2;64;6;52;63;24;19;30;17;44;57;55;29;5;48;10;62;49;1;28;59;22;34;32;36;35;41;53;26;43;3;60;58;9;47;38;39;61;56;46;13;18;21;15;8;54;31;37;25;27;11;23;40;7;20;50;42
12;45;4;14;33;19;16;2;64;6;52;63;24;51;30;17;44;57;55;29;5;48;10;62;49;1;28;59;22;34;32;36;35;41;53;26;43;3;60;58;9;47;38;39;61;56;46;13;18;21;15;8;54;31;37;25;27;11;23;40;7;20;50;42;23;262
23;262;12;45;4;14;33;19;16;2;64;6;52;63;24;51;30;17;44;57;55;29;5;48;10;62;49;1;28;59;22;34;32;36;35;41;53;26;43;3;60;58;9;47;38;39;61;56;46;13;18;21;15;8;54;31;37;25;27;11;23;40;7;20;50;42
12;45;4;14;33;5;16;2;64;6;52;63;24;51;30;17;44;57;55;29;19;48;10;62;49;1;28;59;22;34;32;36;35;41;53;26;43;3;60;58;9;47;38;39;61;56;46;13;18;21;15;8;54;31;37;25;27;11;23;40;7;20;50;42;23;270
23;270;12;45;4;14;33;5;16;2;64;6;52;63;24;51;30;17;44;57;55;29;19;48;10;62;49;1;28;59;22;34;32;36;35;41;53;26;43;3;60;58;9;47;38;39;61;56;46;13;18;21;15;8;54;31;37;25;27;11;23;40;7;20;50;42
12;45;4;14;33;5;16;2;64;6;52;63;24;51;30;17;44;57;55;29;19;38;10;62;49;1;28;59;22;34;32;36;35;41;53;26;43;3;60;58;9;47;48;39;61;56;46;13;18;21;15;8;54;31;37;25;27;11;23;40;7;20;50;42;23;270
23;270;12;45;4;14;33;5;16;2;64;6;52;63;24;51;30;17;44;57;55;29;19;38;10;62;49;1;28;59;22;34;32;36;35;41;53;26;43;3;60;58;9;47;48;39;61;56;46;13;18;21;15;8;54;31;37;25;27;11;23;40;7;20;50;42
12;45;4;14;33;5;16;2;64;6;52;63;24;51;30;17;44;57;55;29;1;38;10;62;49;19;28;59;22;34;32;36;35;41;53;26;43;3;60;58;9;47;48;39;61;56;46;13;18;21;15;8;54;31;37;25;27;11;23;40;7;20;50;42;23;270
23;270;12;45;4;14;33;5;16;2;64;6;52;63;24;51;30;17;44;57;55;29;1;38;10;62;49;19;28;59;22;34;32;36;35;41;53;26;43;3;60;58;9;47;48;39;61;56;46;13;18;21;15;8;54;31;37;25;27;11;23;40;7;20;50;42
12;45;4;14;33;5;16;2;64;6;52;63;24;51;30;17;44;57;55;29;1;38;10;3;49;19;28;59;22;34;32;36;35;41;53;26;43;62;60;58;9;47;48;39;61;56;46;13;18;21;15;8;54;31;37;25;27;11;23;40;7;20;50;42;23;270
23;270;12;45;4;14;33;5;16;2;64;6;52;63;24;51;30;17;44;57;55;29;1;38;10;3;49;19;28;59;22;34;32;36;35;41;53;26;43;62;60;58;9;47;48;39;61;56;46;13;18;21;15;8;54;31;37;25;27;11;23;40;7;20;50;42
12;45;4;14;33;5;16;2;64;6;52;63;24;51;30;17;44;57;55;29;56;38;10;3;49;19;28;59;22;34;32;36;35;41;53;26;43;62;60;58;9;47;48;39;61;1;46;13;18;21;15;8;54;31;37;25;27;11;23;40;7;20;50;42;23;274
23;270;12;45;4;14;33;5;16;2;64;6;52;63;24;51;30;17;44;57;55;29;1;38;10;3;49;19;28;59;22;34;32;36;35;41;53;26;43;62;60;58;9;47;48;39;61;56;46;13;18;21;15;8;54;31;37;25;27;11;23;40;7;20;50;42
12;45;4;14;33;5;16;2;64;6;52;63;24;51;30;17;44;57;55;29;1;38;10;3;49;19;28;59;22;34;32;36;35;41;53;26;43;62;60;58;9;47;48;39;61;56;46;13;18;21;15;42;54;31;37;25;27;11;23;40;7;20;50;8;23;270
23;270;12;45;4;14;33;5;16;2;64;6;52;63;24;51;30;17;44;57;55;29;1;38;10;3;49;19;28;59;22;34;32;36;35;41;53;26;43;62;60;58;9;47;48;39;61;56;46;13;18;21;15;42;54;31;37;25;27;11;23;40;7;20;50;8
12;45;4;14;33;5;16;2;64;6;52;63;37;51;30;17;44;57;55;29;1;38;10;3;49;19;28;59;22;34;32;36;35;41;53;26;43;62;60;58;9;47;48;39;61;56;46;13;18;21;15;42;54;31;24;25;27;11;23;40;7;20;50;8;23;270
23;270;12;45;4;14;33;5;16;2;64;6;52;63;37;51;30;17;44;57;55;29;1;38;10;3;49;19;28;59;22;34;32;36;35;41;53;26;43;62;60;58;9;47;48;39;61;56;46;13;18;21;15;42;54;31;24;25;27;11;23;40;7;20;50;8
12;45;4;14;33;5;16;2;64;6;52;63;37;51;30;17;44;57;55;29;1;38;10;3;49;19;28;59;22;34;32;36;35;41;53;26;43;62;60;31;9;47;48;39;61;56;46;13;18;21;15;42;54;58;24;25;27;11;23;40;7;20;50;8;23;270
23;270;12;45;4;14;33;5;16;2;64;6;52;63;37;51;30;17;44;57;55;29;1;38;10;3;49;19;28;59;22;34;32;36;35;41;53;26;43;62;60;31;9;47;48;39;61;56;46;13;18;21;15;42;54;58;24;25;27;11;23;40;7;20;50;8
12;45;4;14;33;34;16;2;64;6;52;63;37;51;30;17;44;57;55;29;1;38;10;3;49;19;28;59;22;5;32;36;35;41;53;26;43;62;60;31;9;47;48;39;61;56;46;13;18;21;15;42;54;58;24;25;27;11;23;40;7;20;50;8;23;262
23;262;12;45;4;14;33;34;16;2;64;6;52;63;37;51;30;17;44;57;55;29;1;38;10;3;49;19;28;59;22;5;32;36;35;41;53;26;43;62;60;31;9;47;48;39;61;56;46;13;18;21;15;42;54;58;24;25;27;11;23;40;7;20;50;8
12;45;4;14;33;34;16;2;64;6;52;63;42;51;30;17;44;57;55;29;1;38;10;3;49;19;28;59;22;5;32;36;35;41;53;26;43;62;60;31;9;47;48;39;61;56;46;13;18;21;15;37;54;58;24;25;27;11;23;40;7;20;50;8;23;262
23;262;12;45;4;14;33;34;16;2;64;6;52;63;42;51;30;17;44;57;55;29;1;38;10;3;49;19;28;59;22;5;32;36;35;41;53;26;43;62;60;31;9;47;48;39;61;56;46;13;18;21;15;37;54;58;24;25;27;11;23;40;7;20;50;8
12;45;4;14;33;34;16;2;64;6;52;63;42;51;30;17;44;57;55;29;1;38;10;3;49;19;28;59;22;5;32;36;35;41;53;26;43;62;37;31;9;47;48;39;61;56;46;13;18;21;15;60;54;58;24;25;27;11;23;40;7;20;50;8;23;292
23;262;12;45;4;14;33;34;16;2;64;6;52;63;42;51;30;17;44;57;55;29;1;38;10;3;49;19;28;59;22;5;32;36;35;41;53;26;43;62;60;31;9;47;48;39;61;56;46;13;18;21;15;37;54;58;24;25;27;11;23;40;7;20;50;8
