"X1";"X284";"X59";"X28";"X46";"X10";"X31";"X26";"X19";"X8";"X21";"X38";"X57";"X24";"X22";"X27";"X44";"X6";"X35";"X16";"X29";"X53";"X48";"X12";"X1.1";"X15";"X25";"X42";"X30";"X7";"X5";"X2";"X4";"X47";"X37";"X43";"X51";"X52";"X9";"X41";"X63";"X14";"X33";"X50";"X3";"X60";"X18";"X61";"X23";"X20";"X49";"X11";"X58";"X64";"X55";"X62";"X32";"X17";"X40";"X45";"X39";"X54";"X34";"X36";"X13";"X56"
16;50;57;12;46;63;3;8;35;36;48;54;24;18;26;41;7;14;60;61;33;51;25;23;4;64;11;39;2;43;34;49;56;40;22;47;5;6;38;55;15;9;1;42;13;21;30;52;10;32;37;17;58;20;29;19;44;27;53;62;59;45;31;28;16;308
16;308;16;50;57;12;46;63;3;8;35;36;48;54;24;18;26;41;7;14;60;61;33;51;25;23;4;64;11;39;2;43;34;49;56;40;22;47;5;6;38;55;15;9;1;42;13;21;30;52;10;32;37;17;58;20;29;19;44;27;53;62;59;45;31;28
16;50;57;12;46;63;3;8;35;36;48;54;24;18;26;41;7;14;60;61;33;51;29;23;4;64;11;39;2;43;34;49;56;40;22;47;5;6;38;55;15;9;1;42;13;21;30;52;10;32;37;17;58;20;25;19;44;27;53;62;59;45;31;28;16;308
16;308;16;50;57;12;46;63;3;8;35;36;48;54;24;18;26;41;7;14;60;61;33;51;29;23;4;64;11;39;2;43;34;49;56;40;22;47;5;6;38;55;15;9;1;42;13;21;30;52;10;32;37;17;58;20;25;19;44;27;53;62;59;45;31;28
16;50;57;12;8;63;3;46;35;36;48;54;24;18;26;41;7;14;60;61;33;51;29;23;4;64;11;39;2;43;34;49;56;40;22;47;5;6;38;55;15;9;1;42;13;21;30;52;10;32;37;17;58;20;25;19;44;27;53;62;59;45;31;28;16;308
16;308;16;50;57;12;8;63;3;46;35;36;48;54;24;18;26;41;7;14;60;61;33;51;29;23;4;64;11;39;2;43;34;49;56;40;22;47;5;6;38;55;15;9;1;42;13;21;30;52;10;32;37;17;58;20;25;19;44;27;53;62;59;45;31;28
16;50;57;12;8;63;3;46;35;36;48;61;24;18;26;41;7;14;60;54;33;51;29;23;4;64;11;39;2;43;34;49;56;40;22;47;5;6;38;55;15;9;1;42;13;21;30;52;10;32;37;17;58;20;25;19;44;27;53;62;59;45;31;28;16;308
16;308;16;50;57;12;8;63;3;46;35;36;48;61;24;18;26;41;7;14;60;54;33;51;29;23;4;64;11;39;2;43;34;49;56;40;22;47;5;6;38;55;15;9;1;42;13;21;30;52;10;32;37;17;58;20;25;19;44;27;53;62;59;45;31;28
16;50;57;12;8;63;3;46;35;36;48;61;24;18;26;41;7;14;60;54;33;51;29;23;4;64;11;39;2;43;34;49;56;40;22;47;5;6;10;55;15;9;1;42;13;21;30;52;38;32;37;17;58;20;25;19;44;27;53;62;59;45;31;28;16;290
16;290;16;50;57;12;8;63;3;46;35;36;48;61;24;18;26;41;7;14;60;54;33;51;29;23;4;64;11;39;2;43;34;49;56;40;22;47;5;6;10;55;15;9;1;42;13;21;30;52;38;32;37;17;58;20;25;19;44;27;53;62;59;45;31;28
16;50;57;12;8;63;3;46;35;25;48;61;24;18;26;41;7;14;60;54;33;51;29;23;4;64;11;39;2;43;34;49;56;40;22;47;5;6;10;55;15;9;1;42;13;21;30;52;38;32;37;17;58;20;36;19;44;27;53;62;59;45;31;28;16;290
16;290;16;50;57;12;8;63;3;46;35;25;48;61;24;18;26;41;7;14;60;54;33;51;29;23;4;64;11;39;2;43;34;49;56;40;22;47;5;6;10;55;15;9;1;42;13;21;30;52;38;32;37;17;58;20;36;19;44;27;53;62;59;45;31;28
16;50;57;18;8;63;3;46;35;25;48;61;24;12;26;41;7;14;60;54;33;51;29;23;4;64;11;39;2;43;34;49;56;40;22;47;5;6;10;55;15;9;1;42;13;21;30;52;38;32;37;17;58;20;36;19;44;27;53;62;59;45;31;28;16;282
17;282;16;50;57;18;8;63;3;46;35;25;48;61;24;12;26;41;7;14;60;54;33;51;29;23;4;64;11;39;2;43;34;49;56;40;22;47;5;6;10;55;15;9;1;42;13;21;30;52;38;32;37;17;58;20;36;19;44;27;53;62;59;45;31;28
16;50;57;18;8;63;3;40;35;25;48;61;24;12;26;41;7;14;60;54;33;51;29;23;4;64;11;39;2;43;34;49;56;46;22;47;5;6;10;55;15;9;1;42;13;21;30;52;38;32;37;17;58;20;36;19;44;27;53;62;59;45;31;28;17;290
17;290;16;50;57;18;8;63;3;40;35;25;48;61;24;12;26;41;7;14;60;54;33;51;29;23;4;64;11;39;2;43;34;49;56;46;22;47;5;6;10;55;15;9;1;42;13;21;30;52;38;32;37;17;58;20;36;19;44;27;53;62;59;45;31;28
23;50;57;18;8;63;3;40;35;25;48;61;24;12;26;41;7;14;60;54;33;51;29;16;4;64;11;39;2;43;34;49;56;46;22;47;5;6;10;55;15;9;1;42;13;21;30;52;38;32;37;17;58;20;36;19;44;27;53;62;59;45;31;28;17;290
17;290;23;50;57;18;8;63;3;40;35;25;48;61;24;12;26;41;7;14;60;54;33;51;29;16;4;64;11;39;2;43;34;49;56;46;22;47;5;6;10;55;15;9;1;42;13;21;30;52;38;32;37;17;58;20;36;19;44;27;53;62;59;45;31;28
23;50;57;18;8;37;3;40;35;25;48;61;24;12;26;41;7;14;60;54;33;51;29;16;4;64;11;39;2;43;34;49;56;46;22;47;5;6;10;55;15;9;1;42;13;21;30;52;38;32;63;17;58;20;36;19;44;27;53;62;59;45;31;28;17;290
17;290;23;50;57;18;8;37;3;40;35;25;48;61;24;12;26;41;7;14;60;54;33;51;29;16;4;64;11;39;2;43;34;49;56;46;22;47;5;6;10;55;15;9;1;42;13;21;30;52;38;32;63;17;58;20;36;19;44;27;53;62;59;45;31;28
23;50;57;18;8;37;3;40;35;25;48;61;24;12;26;41;7;14;60;54;33;51;29;16;4;64;11;39;2;43;34;49;56;46;22;52;5;6;10;55;15;9;1;42;13;21;30;47;38;32;63;17;58;20;36;19;44;27;53;62;59;45;31;28;17;290
17;290;23;50;57;18;8;37;3;40;35;25;48;61;24;12;26;41;7;14;60;54;33;51;29;16;4;64;11;39;2;43;34;49;56;46;22;52;5;6;10;55;15;9;1;42;13;21;30;47;38;32;63;17;58;20;36;19;44;27;53;62;59;45;31;28
23;50;57;18;8;37;3;40;35;25;48;61;9;12;26;41;7;14;60;54;33;51;29;16;4;64;11;39;2;43;34;49;56;46;22;52;5;6;10;55;15;24;1;42;13;21;30;47;38;32;63;17;58;20;36;19;44;27;53;62;59;45;31;28;17;290
17;290;23;50;57;18;8;37;3;40;35;25;48;61;9;12;26;41;7;14;60;54;33;51;29;16;4;64;11;39;2;43;34;49;56;46;22;52;5;6;10;55;15;24;1;42;13;21;30;47;38;32;63;17;58;20;36;19;44;27;53;62;59;45;31;28
23;50;57;18;8;54;3;40;35;25;48;61;9;12;26;41;7;14;60;37;33;51;29;16;4;64;11;39;2;43;34;49;56;46;22;52;5;6;10;55;15;24;1;42;13;21;30;47;38;32;63;17;58;20;36;19;44;27;53;62;59;45;31;28;17;290
17;290;23;50;57;18;8;54;3;40;35;25;48;61;9;12;26;41;7;14;60;37;33;51;29;16;4;64;11;39;2;43;34;49;56;46;22;52;5;6;10;55;15;24;1;42;13;21;30;47;38;32;63;17;58;20;36;19;44;27;53;62;59;45;31;28
23;50;57;18;8;55;3;40;35;25;48;61;9;12;26;41;7;14;60;37;33;51;29;16;4;64;11;39;2;43;34;49;56;46;22;52;5;6;10;54;15;24;1;42;13;21;30;47;38;32;63;17;58;20;36;19;44;27;53;62;59;45;31;28;17;294
17;294;23;50;57;18;8;55;3;40;35;25;48;61;9;12;26;41;7;14;60;37;33;51;29;16;4;64;11;39;2;43;34;49;56;46;22;52;5;6;10;54;15;24;1;42;13;21;30;47;38;32;63;17;58;20;36;19;44;27;53;62;59;45;31;28
23;50;57;18;8;55;3;40;35;25;48;61;9;12;26;41;14;7;60;37;33;51;29;16;4;64;11;39;2;43;34;49;56;46;22;52;5;6;10;54;15;24;1;42;13;21;30;47;38;32;63;17;58;20;36;19;44;27;53;62;59;45;31;28;17;286
17;286;23;50;57;18;8;55;3;40;35;25;48;61;9;12;26;41;14;7;60;37;33;51;29;16;4;64;11;39;2;43;34;49;56;46;22;52;5;6;10;54;15;24;1;42;13;21;30;47;38;32;63;17;58;20;36;19;44;27;53;62;59;45;31;28
23;50;57;18;8;55;3;40;35;25;48;61;9;12;26;41;14;7;60;37;33;51;29;16;4;64;11;39;2;27;34;49;56;46;22;52;5;6;10;54;15;24;1;42;13;21;30;47;38;32;63;17;58;20;36;19;44;43;53;62;59;45;31;28;17;290
17;290;23;50;57;18;8;55;3;40;35;25;48;61;9;12;26;41;14;7;60;37;33;51;29;16;4;64;11;39;2;27;34;49;56;46;22;52;5;6;10;54;15;24;1;42;13;21;30;47;38;32;63;17;58;20;36;19;44;43;53;62;59;45;31;28
23;50;57;18;14;55;3;40;35;25;48;61;9;12;26;41;8;7;60;37;33;51;29;16;4;64;11;39;2;27;34;49;56;46;22;52;5;6;10;54;15;24;1;42;13;21;30;47;38;32;63;17;58;20;36;19;44;43;53;62;59;45;31;28;17;294
17;294;23;50;57;18;14;55;3;40;35;25;48;61;9;12;26;41;8;7;60;37;33;51;29;16;4;64;11;39;2;27;34;49;56;46;22;52;5;6;10;54;15;24;1;42;13;21;30;47;38;32;63;17;58;20;36;19;44;43;53;62;59;45;31;28
52;50;57;18;14;55;3;40;35;25;48;61;9;12;26;41;8;7;60;37;33;51;29;16;4;64;11;39;2;27;34;49;56;46;22;23;5;6;10;54;15;24;1;42;13;21;30;47;38;32;63;17;58;20;36;19;44;43;53;62;59;45;31;28;17;294
17;294;52;50;57;18;14;55;3;40;35;25;48;61;9;12;26;41;8;7;60;37;33;51;29;16;4;64;11;39;2;27;34;49;56;46;22;23;5;6;10;54;15;24;1;42;13;21;30;47;38;32;63;17;58;20;36;19;44;43;53;62;59;45;31;28
52;50;57;18;14;55;3;40;35;25;48;61;9;12;26;41;8;7;60;37;33;51;29;16;4;64;11;39;2;27;34;49;56;46;22;23;5;6;10;54;15;24;1;42;13;21;30;47;38;32;63;17;59;20;36;19;44;43;53;62;58;45;31;28;17;294
17;294;52;50;57;18;14;55;3;40;35;25;48;61;9;12;26;41;8;7;60;37;33;51;29;16;4;64;11;39;2;27;34;49;56;46;22;23;5;6;10;54;15;24;1;42;13;21;30;47;38;32;63;17;59;20;36;19;44;43;53;62;58;45;31;28
10;50;57;18;14;55;3;40;35;25;48;61;9;12;26;41;8;7;60;37;33;51;29;16;4;64;11;39;2;27;34;49;56;46;22;23;5;6;52;54;15;24;1;42;13;21;30;47;38;32;63;17;59;20;36;19;44;43;53;62;58;45;31;28;17;306
17;306;10;50;57;18;14;55;3;40;35;25;48;61;9;12;26;41;8;7;60;37;33;51;29;16;4;64;11;39;2;27;34;49;56;46;22;23;5;6;52;54;15;24;1;42;13;21;30;47;38;32;63;17;59;20;36;19;44;43;53;62;58;45;31;28
10;50;57;18;14;55;3;40;35;25;48;61;9;12;26;41;8;7;60;37;33;51;29;16;4;64;11;39;2;27;34;49;56;46;22;23;5;6;52;54;15;24;1;42;13;63;30;47;38;32;21;17;59;20;36;19;44;43;53;62;58;45;31;28;17;298
17;298;10;50;57;18;14;55;3;40;35;25;48;61;9;12;26;41;8;7;60;37;33;51;29;16;4;64;11;39;2;27;34;49;56;46;22;23;5;6;52;54;15;24;1;42;13;63;30;47;38;32;21;17;59;20;36;19;44;43;53;62;58;45;31;28
10;50;57;18;14;55;3;40;35;25;48;61;9;12;26;41;8;7;60;37;33;51;29;16;4;64;11;2;39;27;34;49;56;46;22;23;5;6;52;54;15;24;1;42;13;63;30;47;38;32;21;17;59;20;36;19;44;43;53;62;58;45;31;28;17;298
17;298;10;50;57;18;14;55;3;40;35;25;48;61;9;12;26;41;8;7;60;37;33;51;29;16;4;64;11;2;39;27;34;49;56;46;22;23;5;6;52;54;15;24;1;42;13;63;30;47;38;32;21;17;59;20;36;19;44;43;53;62;58;45;31;28
10;50;57;18;14;55;3;40;35;25;48;61;9;12;26;41;8;7;60;37;33;51;34;16;4;64;11;2;39;27;29;49;56;46;22;23;5;6;52;54;15;24;1;42;13;63;30;47;38;32;21;17;59;20;36;19;44;43;53;62;58;45;31;28;17;298
17;298;10;50;57;18;14;55;3;40;35;25;48;61;9;12;26;41;8;7;60;37;33;51;34;16;4;64;11;2;39;27;29;49;56;46;22;23;5;6;52;54;15;24;1;42;13;63;30;47;38;32;21;17;59;20;36;19;44;43;53;62;58;45;31;28
10;15;57;18;14;55;3;40;35;25;48;61;9;12;26;41;8;7;60;37;33;51;34;16;4;64;11;2;39;27;29;49;56;46;22;23;5;6;52;54;50;24;1;42;13;63;30;47;38;32;21;17;59;20;36;19;44;43;53;62;58;45;31;28;17;298
17;298;10;15;57;18;14;55;3;40;35;25;48;61;9;12;26;41;8;7;60;37;33;51;34;16;4;64;11;2;39;27;29;49;56;46;22;23;5;6;52;54;50;24;1;42;13;63;30;47;38;32;21;17;59;20;36;19;44;43;53;62;58;45;31;28
10;15;57;18;14;55;3;40;35;25;48;26;9;12;61;41;8;7;60;37;33;51;34;16;4;64;11;2;39;27;29;49;56;46;22;23;5;6;52;54;50;24;1;42;13;63;30;47;38;32;21;17;59;20;36;19;44;43;53;62;58;45;31;28;17;300
17;300;10;15;57;18;14;55;3;40;35;25;48;26;9;12;61;41;8;7;60;37;33;51;34;16;4;64;11;2;39;27;29;49;56;46;22;23;5;6;52;54;50;24;1;42;13;63;30;47;38;32;21;17;59;20;36;19;44;43;53;62;58;45;31;28
10;15;57;18;14;55;3;40;35;25;48;22;9;12;61;41;8;7;60;37;33;51;34;16;4;64;11;2;39;27;29;49;56;46;26;23;5;6;52;54;50;24;1;42;13;63;30;47;38;32;21;17;59;20;36;19;44;43;53;62;58;45;31;28;17;304
17;304;10;15;57;18;14;55;3;40;35;25;48;22;9;12;61;41;8;7;60;37;33;51;34;16;4;64;11;2;39;27;29;49;56;46;26;23;5;6;52;54;50;24;1;42;13;63;30;47;38;32;21;17;59;20;36;19;44;43;53;62;58;45;31;28
10;15;57;18;14;55;3;47;35;25;48;22;9;12;61;41;8;7;60;37;33;51;34;16;4;64;11;2;39;27;29;49;56;46;26;23;5;6;52;54;50;24;1;42;13;63;30;40;38;32;21;17;59;20;36;19;44;43;53;62;58;45;31;28;17;296
18;296;10;15;57;18;14;55;3;47;35;25;48;22;9;12;61;41;8;7;60;37;33;51;34;16;4;64;11;2;39;27;29;49;56;46;26;23;5;6;52;54;50;24;1;42;13;63;30;40;38;32;21;17;59;20;36;19;44;43;53;62;58;45;31;28
10;15;57;18;14;55;3;47;35;25;48;63;9;12;61;41;8;7;60;37;33;51;34;16;4;64;11;2;39;27;29;49;56;46;26;23;5;6;52;54;50;24;1;42;13;22;30;40;38;32;21;17;59;20;36;19;44;43;53;62;58;45;31;28;18;312
18;312;10;15;57;18;14;55;3;47;35;25;48;63;9;12;61;41;8;7;60;37;33;51;34;16;4;64;11;2;39;27;29;49;56;46;26;23;5;6;52;54;50;24;1;42;13;22;30;40;38;32;21;17;59;20;36;19;44;43;53;62;58;45;31;28
10;15;57;18;14;55;3;47;35;25;48;63;9;12;61;41;8;7;60;37;33;51;34;16;4;29;11;2;39;27;64;49;56;46;26;23;5;6;52;54;50;24;1;42;13;22;30;40;38;32;21;17;59;20;36;19;44;43;53;62;58;45;31;28;18;312
18;312;10;15;57;18;14;55;3;47;35;25;48;63;9;12;61;41;8;7;60;37;33;51;34;16;4;29;11;2;39;27;64;49;56;46;26;23;5;6;52;54;50;24;1;42;13;22;30;40;38;32;21;17;59;20;36;19;44;43;53;62;58;45;31;28
10;15;57;18;14;55;3;47;35;25;48;63;9;12;61;41;8;7;60;37;33;4;34;16;51;29;11;2;39;27;64;49;56;46;26;23;5;6;52;54;50;24;1;42;13;22;30;40;38;32;21;17;59;20;36;19;44;43;53;62;58;45;31;28;18;306
18;306;10;15;57;18;14;55;3;47;35;25;48;63;9;12;61;41;8;7;60;37;33;4;34;16;51;29;11;2;39;27;64;49;56;46;26;23;5;6;52;54;50;24;1;42;13;22;30;40;38;32;21;17;59;20;36;19;44;43;53;62;58;45;31;28
10;15;57;18;14;55;3;47;35;25;48;63;9;12;61;41;8;7;60;37;33;4;34;16;51;29;11;2;39;27;64;49;56;46;26;23;5;6;52;54;50;24;1;42;13;22;30;40;38;32;20;17;59;21;36;19;44;43;53;62;58;45;31;28;18;306
18;306;10;15;57;18;14;55;3;47;35;25;48;63;9;12;61;41;8;7;60;37;33;4;34;16;51;29;11;2;39;27;64;49;56;46;26;23;5;6;52;54;50;24;1;42;13;22;30;40;38;32;20;17;59;21;36;19;44;43;53;62;58;45;31;28
10;15;57;18;14;55;3;47;35;25;48;63;9;12;61;41;8;7;60;37;33;4;34;16;51;29;11;2;39;27;64;17;56;46;26;23;5;6;52;54;50;24;1;42;13;22;30;40;38;32;20;49;59;21;36;19;44;43;53;62;58;45;31;28;18;304
18;304;10;15;57;18;14;55;3;47;35;25;48;63;9;12;61;41;8;7;60;37;33;4;34;16;51;29;11;2;39;27;64;17;56;46;26;23;5;6;52;54;50;24;1;42;13;22;30;40;38;32;20;49;59;21;36;19;44;43;53;62;58;45;31;28
38;15;57;18;14;55;3;47;35;25;48;63;9;12;61;41;8;7;60;37;33;4;34;16;51;29;11;2;39;27;64;17;56;46;26;23;5;6;52;54;50;24;1;42;13;22;30;40;10;32;20;49;59;21;36;19;44;43;53;62;58;45;31;28;18;304
18;304;38;15;57;18;14;55;3;47;35;25;48;63;9;12;61;41;8;7;60;37;33;4;34;16;51;29;11;2;39;27;64;17;56;46;26;23;5;6;52;54;50;24;1;42;13;22;30;40;10;32;20;49;59;21;36;19;44;43;53;62;58;45;31;28
38;15;57;18;14;55;3;47;35;25;48;63;9;12;61;24;8;7;60;37;33;4;34;16;51;29;11;2;39;27;64;17;56;46;26;23;5;6;52;54;50;41;1;42;13;22;30;40;10;32;20;49;59;21;36;19;44;43;53;62;58;45;31;28;18;304
18;304;38;15;57;18;14;55;3;47;35;25;48;63;9;12;61;24;8;7;60;37;33;4;34;16;51;29;11;2;39;27;64;17;56;46;26;23;5;6;52;54;50;41;1;42;13;22;30;40;10;32;20;49;59;21;36;19;44;43;53;62;58;45;31;28
38;15;57;18;14;55;3;47;35;25;48;63;9;12;61;24;8;7;60;37;33;4;34;16;13;29;11;2;39;27;64;17;56;46;26;23;5;6;52;54;50;41;1;42;51;22;30;40;10;32;20;49;59;21;36;19;44;43;53;62;58;45;31;28;18;304
18;304;38;15;57;18;14;55;3;47;35;25;48;63;9;12;61;24;8;7;60;37;33;4;34;16;13;29;11;2;39;27;64;17;56;46;26;23;5;6;52;54;50;41;1;42;51;22;30;40;10;32;20;49;59;21;36;19;44;43;53;62;58;45;31;28
38;15;57;18;14;55;3;47;35;25;48;63;9;12;61;24;8;7;60;37;33;4;34;16;13;29;11;2;39;27;64;17;56;46;26;23;5;6;52;54;50;41;1;42;51;22;30;40;10;32;20;49;28;21;36;19;44;43;53;62;58;45;31;59;18;304
18;304;38;15;57;18;14;55;3;47;35;25;48;63;9;12;61;24;8;7;60;37;33;4;34;16;13;29;11;2;39;27;64;17;56;46;26;23;5;6;52;54;50;41;1;42;51;22;30;40;10;32;20;49;28;21;36;19;44;43;53;62;58;45;31;59
40;15;57;18;14;55;3;47;35;25;48;63;9;12;61;24;8;7;60;37;33;4;34;16;13;29;11;2;39;27;64;17;56;46;26;23;5;6;52;54;50;41;1;42;51;22;30;38;10;32;20;49;28;21;36;19;44;43;53;62;58;45;31;59;18;304
18;304;40;15;57;18;14;55;3;47;35;25;48;63;9;12;61;24;8;7;60;37;33;4;34;16;13;29;11;2;39;27;64;17;56;46;26;23;5;6;52;54;50;41;1;42;51;22;30;38;10;32;20;49;28;21;36;19;44;43;53;62;58;45;31;59
40;15;57;18;14;55;3;64;35;25;48;63;9;12;61;24;8;7;60;37;33;4;34;16;13;29;11;2;39;27;47;17;56;46;26;23;5;6;52;54;50;41;1;42;51;22;30;38;10;32;20;49;28;21;36;19;44;43;53;62;58;45;31;59;18;300
18;300;40;15;57;18;14;55;3;64;35;25;48;63;9;12;61;24;8;7;60;37;33;4;34;16;13;29;11;2;39;27;47;17;56;46;26;23;5;6;52;54;50;41;1;42;51;22;30;38;10;32;20;49;28;21;36;19;44;43;53;62;58;45;31;59
40;15;57;18;14;55;3;64;35;25;48;63;9;12;61;24;8;7;60;37;33;32;34;16;13;29;11;2;39;27;47;17;56;46;26;23;5;6;52;54;50;41;1;42;51;22;30;38;10;4;20;49;28;21;36;19;44;43;53;62;58;45;31;59;18;302
18;302;40;15;57;18;14;55;3;64;35;25;48;63;9;12;61;24;8;7;60;37;33;32;34;16;13;29;11;2;39;27;47;17;56;46;26;23;5;6;52;54;50;41;1;42;51;22;30;38;10;4;20;49;28;21;36;19;44;43;53;62;58;45;31;59
40;15;4;18;14;55;3;64;35;25;48;63;9;12;61;24;8;7;60;37;33;32;34;16;13;29;11;2;39;27;47;17;56;46;26;23;5;6;52;54;50;41;1;42;51;22;30;38;10;57;20;49;28;21;36;19;44;43;53;62;58;45;31;59;18;304
18;304;40;15;4;18;14;55;3;64;35;25;48;63;9;12;61;24;8;7;60;37;33;32;34;16;13;29;11;2;39;27;47;17;56;46;26;23;5;6;52;54;50;41;1;42;51;22;30;38;10;57;20;49;28;21;36;19;44;43;53;62;58;45;31;59
40;15;4;18;14;55;3;64;35;25;48;63;9;12;61;24;8;7;60;19;33;32;34;16;13;29;11;2;39;27;47;17;56;46;26;23;5;6;52;54;50;41;1;42;51;22;30;38;10;57;20;49;28;21;36;37;44;43;53;62;58;45;31;59;18;292
18;292;40;15;4;18;14;55;3;64;35;25;48;63;9;12;61;24;8;7;60;19;33;32;34;16;13;29;11;2;39;27;47;17;56;46;26;23;5;6;52;54;50;41;1;42;51;22;30;38;10;57;20;49;28;21;36;37;44;43;53;62;58;45;31;59
40;15;4;18;14;55;3;1;35;25;48;63;9;12;61;24;8;7;60;19;33;32;34;16;13;29;11;2;39;27;47;17;56;46;26;23;5;6;52;54;50;41;64;42;51;22;30;38;10;57;20;49;28;21;36;37;44;43;53;62;58;45;31;59;18;304
18;304;40;15;4;18;14;55;3;1;35;25;48;63;9;12;61;24;8;7;60;19;33;32;34;16;13;29;11;2;39;27;47;17;56;46;26;23;5;6;52;54;50;41;64;42;51;22;30;38;10;57;20;49;28;21;36;37;44;43;53;62;58;45;31;59
40;15;4;51;14;55;3;1;35;25;48;63;9;12;61;24;8;7;60;19;33;32;34;16;13;29;11;2;39;27;47;17;56;46;26;23;5;6;52;54;50;41;64;42;18;22;30;38;10;57;20;49;28;21;36;37;44;43;53;62;58;45;31;59;18;304
18;304;40;15;4;51;14;55;3;1;35;25;48;63;9;12;61;24;8;7;60;19;33;32;34;16;13;29;11;2;39;27;47;17;56;46;26;23;5;6;52;54;50;41;64;42;18;22;30;38;10;57;20;49;28;21;36;37;44;43;53;62;58;45;31;59
40;23;4;51;14;55;3;1;35;25;48;63;9;12;61;24;8;7;60;19;33;32;34;16;13;29;11;2;39;27;47;17;56;46;26;15;5;6;52;54;50;41;64;42;18;22;30;38;10;57;20;49;28;21;36;37;44;43;53;62;58;45;31;59;18;304
18;304;40;23;4;51;14;55;3;1;35;25;48;63;9;12;61;24;8;7;60;19;33;32;34;16;13;29;11;2;39;27;47;17;56;46;26;15;5;6;52;54;50;41;64;42;18;22;30;38;10;57;20;49;28;21;36;37;44;43;53;62;58;45;31;59
40;23;4;51;14;55;3;1;35;25;48;63;9;12;61;24;8;7;60;19;33;32;34;16;13;29;11;2;39;27;47;17;56;18;26;15;5;6;52;54;50;41;64;42;46;22;30;38;10;57;20;49;28;21;36;37;44;43;53;62;58;45;31;59;18;304
18;304;40;23;4;51;14;55;3;1;35;25;48;63;9;12;61;24;8;7;60;19;33;32;34;16;13;29;11;2;39;27;47;17;56;18;26;15;5;6;52;54;50;41;64;42;46;22;30;38;10;57;20;49;28;21;36;37;44;43;53;62;58;45;31;59
40;23;4;51;14;55;50;1;35;25;48;63;9;12;61;24;8;7;60;19;33;32;34;16;13;29;11;2;39;27;47;17;56;18;26;15;5;6;52;54;3;41;64;42;46;22;30;38;10;57;20;49;28;21;36;37;44;43;53;62;58;45;31;59;18;304
18;304;40;23;4;51;14;55;50;1;35;25;48;63;9;12;61;24;8;7;60;19;33;32;34;16;13;29;11;2;39;27;47;17;56;18;26;15;5;6;52;54;3;41;64;42;46;22;30;38;10;57;20;49;28;21;36;37;44;43;53;62;58;45;31;59
40;23;4;51;14;55;50;1;35;25;57;63;9;12;61;24;8;7;60;19;33;32;34;16;13;29;11;2;39;27;47;17;56;18;26;15;5;6;52;54;3;41;64;42;46;22;30;38;10;48;20;49;28;21;36;37;44;43;53;62;58;45;31;59;18;300
19;300;40;23;4;51;14;55;50;1;35;25;57;63;9;12;61;24;8;7;60;19;33;32;34;16;13;29;11;2;39;27;47;17;56;18;26;15;5;6;52;54;3;41;64;42;46;22;30;38;10;48;20;49;28;21;36;37;44;43;53;62;58;45;31;59
40;23;4;51;14;55;50;1;35;25;57;63;9;12;61;24;8;7;60;36;33;32;34;16;13;29;11;2;39;27;47;17;56;18;26;15;5;6;52;54;3;41;64;42;46;22;30;38;10;48;20;49;28;21;19;37;44;43;53;62;58;45;31;59;19;310
19;310;40;23;4;51;14;55;50;1;35;25;57;63;9;12;61;24;8;7;60;36;33;32;34;16;13;29;11;2;39;27;47;17;56;18;26;15;5;6;52;54;3;41;64;42;46;22;30;38;10;48;20;49;28;21;19;37;44;43;53;62;58;45;31;59
40;23;4;51;14;55;50;1;35;25;57;63;2;12;61;24;8;7;60;36;33;32;34;16;13;29;11;9;39;27;47;17;56;18;26;15;5;6;52;54;3;41;64;42;46;22;30;38;10;48;20;49;28;21;19;37;44;43;53;62;58;45;31;59;19;306
19;306;40;23;4;51;14;55;50;1;35;25;57;63;2;12;61;24;8;7;60;36;33;32;34;16;13;29;11;9;39;27;47;17;56;18;26;15;5;6;52;54;3;41;64;42;46;22;30;38;10;48;20;49;28;21;19;37;44;43;53;62;58;45;31;59
14;23;4;51;40;55;50;1;35;25;57;63;2;12;61;24;8;7;60;36;33;32;34;16;13;29;11;9;39;27;47;17;56;18;26;15;5;6;52;54;3;41;64;42;46;22;30;38;10;48;20;49;28;21;19;37;44;43;53;62;58;45;31;59;19;306
19;306;14;23;4;51;40;55;50;1;35;25;57;63;2;12;61;24;8;7;60;36;33;32;34;16;13;29;11;9;39;27;47;17;56;18;26;15;5;6;52;54;3;41;64;42;46;22;30;38;10;48;20;49;28;21;19;37;44;43;53;62;58;45;31;59
14;23;4;51;40;55;50;1;35;25;57;63;2;12;61;24;8;62;60;36;33;32;34;16;13;29;11;9;39;27;47;17;56;18;26;15;5;6;52;54;3;41;64;42;46;22;30;38;10;48;20;49;28;21;19;37;44;43;53;7;58;45;31;59;19;306
19;306;14;23;4;51;40;55;50;1;35;25;57;63;2;12;61;24;8;62;60;36;33;32;34;16;13;29;11;9;39;27;47;17;56;18;26;15;5;6;52;54;3;41;64;42;46;22;30;38;10;48;20;49;28;21;19;37;44;43;53;7;58;45;31;59
14;23;4;51;40;55;50;1;35;25;57;63;2;12;61;24;8;62;60;36;33;32;22;16;13;29;11;9;39;27;47;17;56;18;26;15;5;6;52;54;3;41;64;42;46;34;30;38;10;48;20;49;28;21;19;37;44;43;53;7;58;45;31;59;19;302
19;302;14;23;4;51;40;55;50;1;35;25;57;63;2;12;61;24;8;62;60;36;33;32;22;16;13;29;11;9;39;27;47;17;56;18;26;15;5;6;52;54;3;41;64;42;46;34;30;38;10;48;20;49;28;21;19;37;44;43;53;7;58;45;31;59
