"X1";"X5975226";"X5";"X23";"X1.1";"X12";"X16";"X25";"X3";"X11";"X14";"X9";"X17";"X22";"X2";"X8";"X4";"X13";"X15";"X6";"X26";"X20";"X7";"X24";"X19";"X21";"X10";"X18"
34;5855628;9;5;10;14;6;16;19;4;12;11;8;23;15;26;24;21;20;13;18;2;3;17;1;22;7;25
9;5;10;14;6;16;19;4;12;24;8;23;15;26;11;21;20;13;18;2;3;17;1;22;7;25;34;5868091
34;5868091;9;5;10;14;6;16;19;4;12;24;8;23;15;26;11;21;20;13;18;2;3;17;1;22;7;25
9;5;10;14;6;16;25;4;12;24;8;23;15;26;11;21;20;13;18;2;3;17;1;22;7;19;34;5868865
34;5868865;9;5;10;14;6;16;25;4;12;24;8;23;15;26;11;21;20;13;18;2;3;17;1;22;7;19
9;5;1;14;6;16;25;4;12;24;8;23;15;26;11;21;20;13;18;2;3;17;10;22;7;19;34;5820118
34;5820118;9;5;1;14;6;16;25;4;12;24;8;23;15;26;11;21;20;13;18;2;3;17;10;22;7;19
9;5;1;14;6;16;25;4;12;24;8;23;15;26;22;21;20;13;18;2;3;17;10;11;7;19;34;5825721
34;5825721;9;5;1;14;6;16;25;4;12;24;8;23;15;26;22;21;20;13;18;2;3;17;10;11;7;19
9;5;1;14;6;16;25;4;12;24;8;23;15;26;22;21;20;13;18;3;2;17;10;11;7;19;34;5899930
34;5899930;9;5;1;14;6;16;25;4;12;24;8;23;15;26;22;21;20;13;18;3;2;17;10;11;7;19
9;5;1;14;6;16;25;4;12;24;8;23;15;26;22;18;20;13;21;3;2;17;10;11;7;19;34;5913902
34;5913902;9;5;1;14;6;16;25;4;12;24;8;23;15;26;22;18;20;13;21;3;2;17;10;11;7;19
9;5;1;14;6;16;25;4;12;24;8;23;15;26;22;18;20;13;21;3;2;17;7;11;10;19;34;5982900
34;5982900;9;5;1;14;6;16;25;4;12;24;8;23;15;26;22;18;20;13;21;3;2;17;7;11;10;19
9;5;1;14;19;16;25;4;12;24;8;23;15;26;22;18;20;13;21;3;2;17;7;11;10;6;34;6031417
34;6031417;9;5;1;14;19;16;25;4;12;24;8;23;15;26;22;18;20;13;21;3;2;17;7;11;10;6
9;5;1;14;19;16;25;4;12;24;8;23;15;26;22;18;20;13;21;3;2;17;11;7;10;6;34;6031417
34;6031417;9;5;1;14;19;16;25;4;12;24;8;23;15;26;22;18;20;13;21;3;2;17;11;7;10;6
9;5;1;14;19;16;25;4;12;24;8;21;15;26;22;18;20;13;23;3;2;17;11;7;10;6;34;6038742
34;6038742;9;5;1;14;19;16;25;4;12;24;8;21;15;26;22;18;20;13;23;3;2;17;11;7;10;6
9;5;1;14;19;16;25;4;12;24;8;21;15;26;22;18;13;20;23;3;2;17;11;7;10;6;34;6028727
34;6028727;9;5;1;14;19;16;25;4;12;24;8;21;15;26;22;18;13;20;23;3;2;17;11;7;10;6
9;2;1;14;19;16;25;4;12;24;8;21;15;26;22;18;13;20;23;3;5;17;11;7;10;6;34;6081513
34;6081513;9;2;1;14;19;16;25;4;12;24;8;21;15;26;22;18;13;20;23;3;5;17;11;7;10;6
9;2;1;14;19;16;25;4;12;24;8;21;15;26;22;18;13;20;17;3;5;23;11;7;10;6;34;6119847
34;6119847;9;2;1;14;19;16;25;4;12;24;8;21;15;26;22;18;13;20;17;3;5;23;11;7;10;6
9;2;1;14;19;16;25;4;12;24;8;21;15;26;22;18;13;20;6;3;5;23;11;7;10;17;34;6115045
34;6115045;9;2;1;14;19;16;25;4;12;24;8;21;15;26;22;18;13;20;6;3;5;23;11;7;10;17
9;2;1;14;19;16;25;21;12;24;8;4;15;26;22;18;13;20;6;3;5;23;11;7;10;17;34;6166638
34;6166638;9;2;1;14;19;16;25;21;12;24;8;4;15;26;22;18;13;20;6;3;5;23;11;7;10;17
9;2;3;14;19;16;25;21;12;24;8;4;15;26;22;18;13;20;6;1;5;23;11;7;10;17;34;6115875
34;6115875;9;2;3;14;19;16;25;21;12;24;8;4;15;26;22;18;13;20;6;1;5;23;11;7;10;17
9;2;16;14;19;3;25;21;12;24;8;4;15;26;22;18;13;20;6;1;5;23;11;7;10;17;34;6082527
34;6082527;9;2;16;14;19;3;25;21;12;24;8;4;15;26;22;18;13;20;6;1;5;23;11;7;10;17
9;2;16;24;19;3;25;21;12;14;8;4;15;26;22;18;13;20;6;1;5;23;11;7;10;17;34;5904976
34;5904976;9;2;16;24;19;3;25;21;12;14;8;4;15;26;22;18;13;20;6;1;5;23;11;7;10;17
9;2;16;24;19;3;25;21;12;14;8;4;15;26;22;6;13;20;18;1;5;23;11;7;10;17;34;5899629
34;5899629;9;2;16;24;19;3;25;21;12;14;8;4;15;26;22;6;13;20;18;1;5;23;11;7;10;17
9;2;16;24;19;3;20;21;12;14;8;4;15;26;22;6;13;25;18;1;5;23;11;7;10;17;34;5922912
35;5922912;9;2;16;24;19;3;20;21;12;14;8;4;15;26;22;6;13;25;18;1;5;23;11;7;10;17
9;2;16;24;19;3;20;21;12;10;8;4;15;26;22;6;13;25;18;1;5;23;11;7;14;17;35;5951329
35;5951329;9;2;16;24;19;3;20;21;12;10;8;4;15;26;22;6;13;25;18;1;5;23;11;7;14;17
9;2;16;24;19;4;20;21;12;10;8;3;15;26;22;6;13;25;18;1;5;23;11;7;14;17;35;5926093
35;5926093;9;2;16;24;19;4;20;21;12;10;8;3;15;26;22;6;13;25;18;1;5;23;11;7;14;17
9;2;16;24;19;22;20;21;12;10;8;3;15;26;4;6;13;25;18;1;5;23;11;7;14;17;35;5944147
35;5944147;9;2;16;24;19;22;20;21;12;10;8;3;15;26;4;6;13;25;18;1;5;23;11;7;14;17
9;2;16;24;19;22;20;21;12;10;8;3;15;26;4;6;13;25;18;1;5;23;7;11;14;17;35;5944147
35;5944147;9;2;16;24;19;22;20;21;12;10;8;3;15;26;4;6;13;25;18;1;5;23;7;11;14;17
9;2;16;24;19;22;20;21;12;7;8;3;15;26;4;6;13;25;18;1;5;23;10;11;14;17;35;5896124
35;5896124;9;2;16;24;19;22;20;21;12;7;8;3;15;26;4;6;13;25;18;1;5;23;10;11;14;17
9;2;16;24;19;22;20;21;12;7;8;10;15;26;4;6;13;25;18;1;5;23;3;11;14;17;35;5962188
35;5962188;9;2;16;24;19;22;20;21;12;7;8;10;15;26;4;6;13;25;18;1;5;23;3;11;14;17
9;2;16;24;19;22;20;6;12;7;8;10;15;26;4;21;13;25;18;1;5;23;3;11;14;17;35;5966875
35;5966875;9;2;16;24;19;22;20;6;12;7;8;10;15;26;4;21;13;25;18;1;5;23;3;11;14;17
9;2;16;17;19;22;20;6;12;7;8;10;15;26;4;21;13;25;18;1;5;23;3;11;14;24;35;5965707
35;5965707;9;2;16;17;19;22;20;6;12;7;8;10;15;26;4;21;13;25;18;1;5;23;3;11;14;24
9;2;16;17;19;22;20;6;12;7;11;10;15;26;4;21;13;25;18;1;5;23;3;8;14;24;35;6013242
35;6013242;9;2;16;17;19;22;20;6;12;7;11;10;15;26;4;21;13;25;18;1;5;23;3;8;14;24
9;2;16;17;19;22;20;6;12;7;11;10;15;26;4;21;13;25;18;8;5;23;3;1;14;24;35;6044484
35;6044484;9;2;16;17;19;22;20;6;12;7;11;10;15;26;4;21;13;25;18;8;5;23;3;1;14;24
9;2;16;17;19;22;20;6;12;7;11;10;15;26;4;25;13;21;18;8;5;23;3;1;14;24;35;6026744
35;6026744;9;2;16;17;19;22;20;6;12;7;11;10;15;26;4;25;13;21;18;8;5;23;3;1;14;24
9;2;16;17;19;22;20;6;12;7;11;10;15;26;4;25;13;21;18;1;5;23;3;8;14;24;35;5995502
35;5995502;9;2;16;17;19;22;20;6;12;7;11;10;15;26;4;25;13;21;18;1;5;23;3;8;14;24
9;2;16;17;19;22;20;6;12;7;11;10;15;26;4;25;13;14;18;1;5;23;3;8;21;24;35;5974645
35;5974645;9;2;16;17;19;22;20;6;12;7;11;10;15;26;4;25;13;14;18;1;5;23;3;8;21;24
24;2;16;17;19;22;20;6;12;7;11;10;15;26;4;25;13;14;18;1;5;23;3;8;21;9;35;5942330
35;5942330;24;2;16;17;19;22;20;6;12;7;11;10;15;26;4;25;13;14;18;1;5;23;3;8;21;9
24;2;16;17;19;22;20;6;12;7;11;10;15;26;4;25;13;3;18;1;5;23;14;8;21;9;35;6020077
35;6020077;24;2;16;17;19;22;20;6;12;7;11;10;15;26;4;25;13;3;18;1;5;23;14;8;21;9
24;15;16;17;19;22;20;6;12;7;11;10;2;26;4;25;13;3;18;1;5;23;14;8;21;9;35;6003633
35;6003633;24;15;16;17;19;22;20;6;12;7;11;10;2;26;4;25;13;3;18;1;5;23;14;8;21;9
24;15;16;17;19;22;20;6;12;7;11;10;2;26;4;25;13;5;18;1;3;23;14;8;21;9;35;5878339
35;5878339;24;15;16;17;19;22;20;6;12;7;11;10;2;26;4;25;13;5;18;1;3;23;14;8;21;9
24;15;16;17;6;22;20;19;12;7;11;10;2;26;4;25;13;5;18;1;3;23;14;8;21;9;35;5908466
35;5908466;24;15;16;17;6;22;20;19;12;7;11;10;2;26;4;25;13;5;18;1;3;23;14;8;21;9
24;15;16;3;6;22;20;19;12;7;11;10;2;26;4;25;13;5;18;1;17;23;14;8;21;9;35;5939793
35;5939793;24;15;16;3;6;22;20;19;12;7;11;10;2;26;4;25;13;5;18;1;17;23;14;8;21;9
24;15;16;3;6;22;20;9;12;7;11;10;2;26;4;25;13;5;18;1;17;23;14;8;21;19;35;5948803
36;5948803;24;15;16;3;6;22;20;9;12;7;11;10;2;26;4;25;13;5;18;1;17;23;14;8;21;19
24;8;16;3;6;22;20;9;12;7;11;10;2;26;4;25;13;5;18;1;17;23;14;15;21;19;36;5897092
36;5897092;24;8;16;3;6;22;20;9;12;7;11;10;2;26;4;25;13;5;18;1;17;23;14;15;21;19
24;8;16;3;6;22;20;9;12;7;11;17;2;26;4;25;13;5;18;1;10;23;14;15;21;19;36;5897936
36;5897936;24;8;16;3;6;22;20;9;12;7;11;17;2;26;4;25;13;5;18;1;10;23;14;15;21;19
24;8;16;3;6;22;20;9;12;7;11;2;17;26;4;25;13;5;18;1;10;23;14;15;21;19;36;5898156
36;5898156;24;8;16;3;6;22;20;9;12;7;11;2;17;26;4;25;13;5;18;1;10;23;14;15;21;19
24;16;8;3;6;22;20;9;12;7;11;2;17;26;4;25;13;5;18;1;10;23;14;15;21;19;36;5898768
36;5898768;24;16;8;3;6;22;20;9;12;7;11;2;17;26;4;25;13;5;18;1;10;23;14;15;21;19
23;16;8;3;6;22;20;9;12;7;11;2;17;26;4;25;13;5;18;1;10;24;14;15;21;19;36;5899397
36;5899397;23;16;8;3;6;22;20;9;12;7;11;2;17;26;4;25;13;5;18;1;10;24;14;15;21;19
23;16;8;3;6;22;20;9;12;7;11;2;24;26;4;25;13;5;18;1;10;17;14;15;21;19;36;5899197
36;5899197;23;16;8;3;6;22;20;9;12;7;11;2;24;26;4;25;13;5;18;1;10;17;14;15;21;19
23;16;8;3;6;22;20;9;12;24;11;2;7;26;4;25;13;5;18;1;10;17;14;15;21;19;36;5876615
36;5876615;23;16;8;3;6;22;20;9;12;24;11;2;7;26;4;25;13;5;18;1;10;17;14;15;21;19
23;16;8;3;6;22;20;9;12;24;11;18;7;26;4;25;13;5;2;1;10;17;14;15;21;19;36;5890229
36;5890229;23;16;8;3;6;22;20;9;12;24;11;18;7;26;4;25;13;5;2;1;10;17;14;15;21;19
23;16;8;3;6;13;20;9;12;24;11;18;7;26;4;25;22;5;2;1;10;17;14;15;21;19;36;5905936
36;5905936;23;16;8;3;6;13;20;9;12;24;11;18;7;26;4;25;22;5;2;1;10;17;14;15;21;19
23;16;8;3;6;13;20;9;12;24;11;18;7;26;4;25;21;5;2;1;10;17;14;15;22;19;36;5883633
36;5883633;23;16;8;3;6;13;20;9;12;24;11;18;7;26;4;25;21;5;2;1;10;17;14;15;22;19
23;16;8;7;6;13;20;9;12;24;11;18;3;26;4;25;21;5;2;1;10;17;14;15;22;19;36;5915071
36;5915071;23;16;8;7;6;13;20;9;12;24;11;18;3;26;4;25;21;5;2;1;10;17;14;15;22;19
23;16;8;7;6;13;20;9;12;24;11;18;3;26;4;25;21;5;2;1;10;19;14;15;22;17;36;5855248
36;5855248;23;16;8;7;6;13;20;9;12;24;11;18;3;26;4;25;21;5;2;1;10;19;14;15;22;17
23;16;8;7;6;13;20;9;12;24;11;18;3;26;17;25;21;5;2;1;10;19;14;15;22;4;36;5843444
36;5843444;23;16;8;7;6;13;20;9;12;24;11;18;3;26;17;25;21;5;2;1;10;19;14;15;22;4
23;16;8;7;6;13;20;9;12;24;11;18;3;26;14;25;21;5;2;1;10;19;17;15;22;4;36;5810730
36;5810730;23;16;8;7;6;13;20;9;12;24;11;18;3;26;14;25;21;5;2;1;10;19;17;15;22;4
23;16;8;7;6;13;20;14;12;24;11;18;3;26;9;25;21;5;2;1;10;19;17;15;22;4;36;5814944
36;5814944;23;16;8;7;6;13;20;14;12;24;11;18;3;26;9;25;21;5;2;1;10;19;17;15;22;4
23;16;8;7;6;13;20;14;12;24;11;18;17;26;9;25;21;5;2;1;10;19;3;15;22;4;36;5853629
36;5853629;23;16;8;7;6;13;20;14;12;24;11;18;17;26;9;25;21;5;2;1;10;19;3;15;22;4
13;16;8;7;6;23;20;14;12;24;11;18;17;26;9;25;21;5;2;1;10;19;3;15;22;4;36;5864878
36;5864878;13;16;8;7;6;23;20;14;12;24;11;18;17;26;9;25;21;5;2;1;10;19;3;15;22;4
13;16;8;7;6;23;20;14;12;24;11;18;17;26;9;25;21;10;2;1;5;19;3;15;22;4;36;6074639
36;6074639;13;16;8;7;6;23;20;14;12;24;11;18;17;26;9;25;21;10;2;1;5;19;3;15;22;4
13;16;8;7;6;23;20;14;12;24;11;18;17;26;9;25;21;10;2;19;5;1;3;15;22;4;36;6075510
36;6075510;13;16;8;7;6;23;20;14;12;24;11;18;17;26;9;25;21;10;2;19;5;1;3;15;22;4
13;16;8;9;6;23;20;14;12;24;11;18;17;26;7;25;21;10;2;19;5;1;3;15;22;4;36;6091272
37;6091272;13;16;8;9;6;23;20;14;12;24;11;18;17;26;7;25;21;10;2;19;5;1;3;15;22;4
13;16;8;17;6;23;20;14;12;24;11;18;9;26;7;25;21;10;2;19;5;1;3;15;22;4;37;6012423
37;6012423;13;16;8;17;6;23;20;14;12;24;11;18;9;26;7;25;21;10;2;19;5;1;3;15;22;4
13;4;8;17;6;23;20;14;12;24;11;18;9;26;7;25;21;10;2;19;5;1;3;15;22;16;37;6075417
37;6075417;13;4;8;17;6;23;20;14;12;24;11;18;9;26;7;25;21;10;2;19;5;1;3;15;22;16
13;4;8;17;6;23;20;14;12;18;11;24;9;26;7;25;21;10;2;19;5;1;3;15;22;16;37;5981109
37;5981109;13;4;8;17;6;23;20;14;12;18;11;24;9;26;7;25;21;10;2;19;5;1;3;15;22;16
13;4;8;17;6;23;20;14;12;18;11;24;9;26;7;16;21;10;2;19;5;1;3;15;22;25;37;5979734
37;5979734;13;4;8;17;6;23;20;14;12;18;11;24;9;26;7;16;21;10;2;19;5;1;3;15;22;25
13;4;8;17;6;23;20;14;12;18;11;24;1;26;7;16;21;10;2;19;5;9;3;15;22;25;37;6035774
37;5979734;13;4;8;17;6;23;20;14;12;18;11;24;9;26;7;16;21;10;2;19;5;1;3;15;22;25
13;17;8;4;6;23;20;14;12;18;11;24;9;26;7;16;21;10;2;19;5;1;3;15;22;25;37;5945988
37;5945988;13;17;8;4;6;23;20;14;12;18;11;24;9;26;7;16;21;10;2;19;5;1;3;15;22;25
13;17;10;4;6;23;20;14;12;18;11;24;9;26;7;16;21;8;2;19;5;1;3;15;22;25;37;5862428
37;5862428;13;17;10;4;6;23;20;14;12;18;11;24;9;26;7;16;21;8;2;19;5;1;3;15;22;25
13;8;10;4;6;23;20;14;12;18;11;24;9;26;7;16;21;17;2;19;5;1;3;15;22;25;37;5959167
37;5959167;13;8;10;4;6;23;20;14;12;18;11;24;9;26;7;16;21;17;2;19;5;1;3;15;22;25
13;8;10;4;6;23;20;14;12;18;11;3;9;26;7;16;21;17;2;19;5;1;24;15;22;25;37;5906186
37;5906186;13;8;10;4;6;23;20;14;12;18;11;3;9;26;7;16;21;17;2;19;5;1;24;15;22;25
13;8;10;4;6;23;20;14;12;18;11;3;9;24;7;16;21;17;2;19;5;1;26;15;22;25;37;5908880
37;5908880;13;8;10;4;6;23;20;14;12;18;11;3;9;24;7;16;21;17;2;19;5;1;26;15;22;25
13;8;10;11;6;23;20;14;12;18;4;3;9;24;7;16;21;17;2;19;5;1;26;15;22;25;37;5910155
37;5910155;13;8;10;11;6;23;20;14;12;18;4;3;9;24;7;16;21;17;2;19;5;1;26;15;22;25
13;8;10;11;6;23;20;14;12;18;4;3;9;24;7;16;25;17;2;19;5;1;26;15;22;21;37;5935393
37;5935393;13;8;10;11;6;23;20;14;12;18;4;3;9;24;7;16;25;17;2;19;5;1;26;15;22;21
13;8;10;4;6;23;20;14;12;18;11;3;9;24;7;16;25;17;2;19;5;1;26;15;22;21;37;5934118
37;5934118;13;8;10;4;6;23;20;14;12;18;11;3;9;24;7;16;25;17;2;19;5;1;26;15;22;21
13;8;10;4;6;23;20;14;12;18;11;3;9;24;17;16;25;7;2;19;5;1;26;15;22;21;37;5898142
37;5898142;13;8;10;4;6;23;20;14;12;18;11;3;9;24;17;16;25;7;2;19;5;1;26;15;22;21
13;8;10;4;22;23;20;14;12;18;11;3;9;24;17;16;25;7;2;19;5;1;26;15;6;21;37;5929160
37;5929160;13;8;10;4;22;23;20;14;12;18;11;3;9;24;17;16;25;7;2;19;5;1;26;15;6;21
13;8;10;4;22;23;20;14;12;18;11;3;5;24;17;16;25;7;2;19;9;1;26;15;6;21;37;5854434
37;5854434;13;8;10;4;22;23;20;14;12;18;11;3;5;24;17;16;25;7;2;19;9;1;26;15;6;21
13;8;10;4;22;23;20;14;12;18;11;3;26;24;17;16;25;7;2;19;9;1;5;15;6;21;37;6070096
37;6070096;13;8;10;4;22;23;20;14;12;18;11;3;26;24;17;16;25;7;2;19;9;1;5;15;6;21
13;8;10;4;5;23;20;14;12;18;11;3;26;24;17;16;25;7;2;19;9;1;22;15;6;21;37;5964922
37;5964922;13;8;10;4;5;23;20;14;12;18;11;3;26;24;17;16;25;7;2;19;9;1;22;15;6;21
13;8;10;4;5;23;20;14;12;18;11;3;26;24;17;16;25;7;6;19;9;1;22;15;2;21;37;5955662
37;5955662;13;8;10;4;5;23;20;14;12;18;11;3;26;24;17;16;25;7;6;19;9;1;22;15;2;21
16;8;10;4;5;23;20;14;12;18;11;3;26;24;17;13;25;7;6;19;9;1;22;15;2;21;37;5929759
38;5929759;16;8;10;4;5;23;20;14;12;18;11;3;26;24;17;13;25;7;6;19;9;1;22;15;2;21
16;8;10;4;5;23;20;14;12;11;18;3;26;24;17;13;25;7;6;19;9;1;22;15;2;21;38;5952262
38;5952262;16;8;10;4;5;23;20;14;12;11;18;3;26;24;17;13;25;7;6;19;9;1;22;15;2;21
16;8;10;4;5;23;20;14;12;11;18;3;26;24;17;6;25;7;13;19;9;1;22;15;2;21;38;5954471
38;5954471;16;8;10;4;5;23;20;14;12;11;18;3;26;24;17;6;25;7;13;19;9;1;22;15;2;21
13;8;10;4;5;23;20;14;12;11;18;3;26;24;17;6;25;7;16;19;9;1;22;15;2;21;38;5973925
38;5973925;13;8;10;4;5;23;20;14;12;11;18;3;26;24;17;6;25;7;16;19;9;1;22;15;2;21
13;8;10;4;5;23;20;14;12;11;18;3;26;24;17;6;25;7;16;2;9;1;22;15;19;21;38;5987508
38;5987508;13;8;10;4;5;23;20;14;12;11;18;3;26;24;17;6;25;7;16;2;9;1;22;15;19;21
13;8;10;4;5;23;20;14;12;11;18;3;26;24;17;6;19;7;16;2;9;1;22;15;25;21;38;5936167
38;5936167;13;8;10;4;5;23;20;14;12;11;18;3;26;24;17;6;19;7;16;2;9;1;22;15;25;21
13;8;10;2;5;23;20;14;12;11;18;3;26;24;17;6;19;7;16;4;9;1;22;15;25;21;38;5935265
38;5935265;13;8;10;2;5;23;20;14;12;11;18;3;26;24;17;6;19;7;16;4;9;1;22;15;25;21
13;8;10;2;5;23;20;14;12;15;18;3;26;24;17;6;19;7;16;4;9;1;22;11;25;21;38;5952914
38;5952914;13;8;10;2;5;23;20;14;12;15;18;3;26;24;17;6;19;7;16;4;9;1;22;11;25;21
13;8;10;2;5;4;20;14;12;15;18;3;26;24;17;6;19;7;16;23;9;1;22;11;25;21;38;5916832
38;5916832;13;8;10;2;5;4;20;14;12;15;18;3;26;24;17;6;19;7;16;23;9;1;22;11;25;21
13;8;19;2;5;4;20;14;12;15;18;3;26;24;17;6;10;7;16;23;9;1;22;11;25;21;38;5961044
38;5961044;13;8;19;2;5;4;20;14;12;15;18;3;26;24;17;6;10;7;16;23;9;1;22;11;25;21
13;8;19;2;26;4;20;14;12;15;18;3;5;24;17;6;10;7;16;23;9;1;22;11;25;21;38;5845965
38;5845965;13;8;19;2;26;4;20;14;12;15;18;3;5;24;17;6;10;7;16;23;9;1;22;11;25;21
13;8;19;2;26;4;11;14;12;15;18;3;5;24;17;6;10;7;16;23;9;1;22;20;25;21;38;5929114
38;5929114;13;8;19;2;26;4;11;14;12;15;18;3;5;24;17;6;10;7;16;23;9;1;22;20;25;21
13;8;19;2;26;4;11;14;12;17;18;3;5;24;15;6;10;7;16;23;9;1;22;20;25;21;38;5940633
38;5940633;13;8;19;2;26;4;11;14;12;17;18;3;5;24;15;6;10;7;16;23;9;1;22;20;25;21
13;8;19;17;26;4;11;14;12;2;18;3;5;24;15;6;10;7;16;23;9;1;22;20;25;21;38;5920771
38;5920771;13;8;19;17;26;4;11;14;12;2;18;3;5;24;15;6;10;7;16;23;9;1;22;20;25;21
13;8;19;17;26;4;11;14;12;3;18;2;5;24;15;6;10;7;16;23;9;1;22;20;25;21;38;5877208
38;5877208;13;8;19;17;26;4;11;14;12;3;18;2;5;24;15;6;10;7;16;23;9;1;22;20;25;21
13;8;19;17;26;4;11;1;12;3;18;2;5;24;15;6;10;7;16;23;9;14;22;20;25;21;38;6006428
38;5877208;13;8;19;17;26;4;11;14;12;3;18;2;5;24;15;6;10;7;16;23;9;1;22;20;25;21
13;8;19;17;26;4;11;14;9;3;18;2;5;24;15;6;10;7;16;23;12;1;22;20;25;21;38;5842285
38;5842285;13;8;19;17;26;4;11;14;9;3;18;2;5;24;15;6;10;7;16;23;12;1;22;20;25;21
13;8;19;17;26;4;11;14;9;23;18;2;5;24;15;6;10;7;16;3;12;1;22;20;25;21;38;5891295
38;5891295;13;8;19;17;26;4;11;14;9;23;18;2;5;24;15;6;10;7;16;3;12;1;22;20;25;21
13;8;19;17;26;4;11;14;9;23;18;2;5;24;16;6;10;7;15;3;12;1;22;20;25;21;38;5873721
38;5873721;13;8;19;17;26;4;11;14;9;23;18;2;5;24;16;6;10;7;15;3;12;1;22;20;25;21
13;8;19;17;26;2;11;14;9;23;18;4;5;24;16;6;10;7;15;3;12;1;22;20;25;21;38;5847432
38;5847432;13;8;19;17;26;2;11;14;9;23;18;4;5;24;16;6;10;7;15;3;12;1;22;20;25;21
13;8;19;17;26;11;2;14;9;23;18;4;5;24;16;6;10;7;15;3;12;1;22;20;25;21;38;5847432
39;5847432;13;8;19;17;26;11;2;14;9;23;18;4;5;24;16;6;10;7;15;3;12;1;22;20;25;21
13;8;19;17;26;11;2;14;9;23;18;7;5;24;16;6;10;4;15;3;12;1;22;20;25;21;39;5867269
39;5867269;13;8;19;17;26;11;2;14;9;23;18;7;5;24;16;6;10;4;15;3;12;1;22;20;25;21
13;8;19;17;26;25;2;14;9;23;18;7;5;24;16;6;10;4;15;3;12;1;22;20;11;21;39;5866797
39;5866797;13;8;19;17;26;25;2;14;9;23;18;7;5;24;16;6;10;4;15;3;12;1;22;20;11;21
9;8;19;17;26;25;2;14;13;23;18;7;5;24;16;6;10;4;15;3;12;1;22;20;11;21;39;5942222
39;5942222;9;8;19;17;26;25;2;14;13;23;18;7;5;24;16;6;10;4;15;3;12;1;22;20;11;21
9;8;19;17;26;25;2;14;13;23;18;1;5;24;16;6;10;4;15;3;12;7;22;20;11;21;39;5951473
39;5951473;9;8;19;17;26;25;2;14;13;23;18;1;5;24;16;6;10;4;15;3;12;7;22;20;11;21
9;8;19;17;26;25;2;14;23;13;18;1;5;24;16;6;10;4;15;3;12;7;22;20;11;21;39;5952513
39;5952513;9;8;19;17;26;25;2;14;23;13;18;1;5;24;16;6;10;4;15;3;12;7;22;20;11;21
9;8;19;17;26;25;2;14;20;13;18;1;5;24;16;6;10;4;15;3;12;7;22;23;11;21;39;5860838
39;5860838;9;8;19;17;26;25;2;14;20;13;18;1;5;24;16;6;10;4;15;3;12;7;22;23;11;21
9;8;19;17;26;25;2;14;20;13;18;1;5;3;16;6;10;4;15;24;12;7;22;23;11;21;39;5794954
39;5794954;9;8;19;17;26;25;2;14;20;13;18;1;5;3;16;6;10;4;15;24;12;7;22;23;11;21
9;8;19;17;26;25;2;14;20;13;18;1;5;3;6;16;10;4;15;24;12;7;22;23;11;21;39;5789197
39;5789197;9;8;19;17;26;25;2;14;20;13;18;1;5;3;6;16;10;4;15;24;12;7;22;23;11;21
9;8;19;17;26;25;2;14;20;13;22;1;5;3;6;16;10;4;15;24;12;7;18;23;11;21;39;5912863
39;5912863;9;8;19;17;26;25;2;14;20;13;22;1;5;3;6;16;10;4;15;24;12;7;18;23;11;21
9;8;19;17;26;25;2;14;20;13;22;1;5;3;6;16;10;4;15;24;12;11;18;23;7;21;39;5890168
39;5890168;9;8;19;17;26;25;2;14;20;13;22;1;5;3;6;16;10;4;15;24;12;11;18;23;7;21
9;8;19;17;26;25;2;14;20;13;22;1;5;3;6;16;10;4;15;24;12;11;18;21;7;23;39;5907455
39;5907455;9;8;19;17;26;25;2;14;20;13;22;1;5;3;6;16;10;4;15;24;12;11;18;21;7;23
9;8;19;17;26;22;2;14;20;13;25;1;5;3;6;16;10;4;15;24;12;11;18;21;7;23;39;5904926
39;5904926;9;8;19;17;26;22;2;14;20;13;25;1;5;3;6;16;10;4;15;24;12;11;18;21;7;23
9;8;19;17;26;22;2;14;20;13;25;1;12;3;6;16;10;4;15;24;5;11;18;21;7;23;39;5996837
39;5996837;9;8;19;17;26;22;2;14;20;13;25;1;12;3;6;16;10;4;15;24;5;11;18;21;7;23
9;8;19;17;26;22;2;14;20;13;25;3;12;1;6;16;10;4;15;24;5;11;18;21;7;23;39;5991982
39;5991982;9;8;19;17;26;22;2;14;20;13;25;3;12;1;6;16;10;4;15;24;5;11;18;21;7;23
9;8;19;17;26;22;2;14;20;13;12;3;25;1;6;16;10;4;15;24;5;11;18;21;7;23;39;5997288
39;5997288;9;8;19;17;26;22;2;14;20;13;12;3;25;1;6;16;10;4;15;24;5;11;18;21;7;23
9;8;19;17;26;22;2;14;20;13;12;3;25;1;6;16;10;4;15;24;11;5;18;21;7;23;39;6008062
39;6008062;9;8;19;17;26;22;2;14;20;13;12;3;25;1;6;16;10;4;15;24;11;5;18;21;7;23
9;8;19;17;26;22;2;14;20;13;12;10;25;1;6;16;3;4;15;24;11;5;18;21;7;23;39;5965975
39;5965975;9;8;19;17;26;22;2;14;20;13;12;10;25;1;6;16;3;4;15;24;11;5;18;21;7;23
9;8;19;17;26;22;2;14;10;13;12;20;25;1;6;16;3;4;15;24;11;5;18;21;7;23;39;6027716
39;6027716;9;8;19;17;26;22;2;14;10;13;12;20;25;1;6;16;3;4;15;24;11;5;18;21;7;23
9;8;19;17;26;22;2;14;10;13;12;20;25;1;15;16;3;4;6;24;11;5;18;21;7;23;39;6023972
39;6023972;9;8;19;17;26;22;2;14;10;13;12;20;25;1;15;16;3;4;6;24;11;5;18;21;7;23
