"X1";"X290";"X25";"X41";"X17";"X9";"X43";"X1.1";"X10";"X50";"X35";"X46";"X56";"X3";"X36";"X29";"X60";"X47";"X62";"X33";"X39";"X42";"X14";"X34";"X31";"X44";"X7";"X13";"X19";"X52";"X27";"X37";"X61";"X57";"X49";"X63";"X24";"X58";"X23";"X8";"X48";"X45";"X26";"X4";"X38";"X18";"X32";"X54";"X51";"X5";"X40";"X2";"X15";"X22";"X6";"X30";"X12";"X16";"X20";"X11";"X59";"X28";"X21";"X53";"X64";"X55"
17;278;50;25;59;4;15;46;37;22;44;60;35;14;31;26;49;45;10;52;12;5;54;58;11;53;18;20;21;28;7;39;38;13;19;3;30;41;8;2;40;43;29;33;63;6;61;42;57;32;62;16;36;51;9;48;17;24;34;64;1;27;55;47;56;23
50;25;59;4;15;46;37;22;44;60;35;14;24;26;49;45;10;52;12;5;54;58;11;53;18;20;21;28;7;39;38;13;19;3;30;41;8;2;40;43;29;33;63;6;61;42;57;32;62;16;36;51;9;48;17;31;34;64;1;27;55;47;56;23;17;278
17;278;50;25;59;4;15;46;37;22;44;60;35;14;24;26;49;45;10;52;12;5;54;58;11;53;18;20;21;28;7;39;38;13;19;3;30;41;8;2;40;43;29;33;63;6;61;42;57;32;62;16;36;51;9;48;17;31;34;64;1;27;55;47;56;23
50;25;59;4;15;46;37;22;44;60;35;14;24;26;49;45;10;52;12;5;54;58;11;53;18;20;21;28;7;39;38;13;19;3;30;41;8;2;40;43;29;33;64;6;61;42;57;32;62;16;36;51;9;48;17;31;34;63;1;27;55;47;56;23;17;278
17;278;50;25;59;4;15;46;37;22;44;60;35;14;24;26;49;45;10;52;12;5;54;58;11;53;18;20;21;28;7;39;38;13;19;3;30;41;8;2;40;43;29;33;64;6;61;42;57;32;62;16;36;51;9;48;17;31;34;63;1;27;55;47;56;23
50;25;59;4;15;46;37;22;44;60;35;14;63;26;49;45;10;52;12;5;54;58;11;53;18;20;21;28;7;39;38;13;19;3;30;41;8;2;40;43;29;33;64;6;61;42;57;32;62;16;36;51;9;48;17;31;34;24;1;27;55;47;56;23;17;278
17;278;50;25;59;4;15;46;37;22;44;60;35;14;63;26;49;45;10;52;12;5;54;58;11;53;18;20;21;28;7;39;38;13;19;3;30;41;8;2;40;43;29;33;64;6;61;42;57;32;62;16;36;51;9;48;17;31;34;24;1;27;55;47;56;23
50;25;59;10;15;46;37;22;44;60;35;14;63;26;49;45;4;52;12;5;54;58;11;53;18;20;21;28;7;39;38;13;19;3;30;41;8;2;40;43;29;33;64;6;61;42;57;32;62;16;36;51;9;48;17;31;34;24;1;27;55;47;56;23;17;282
17;282;50;25;59;10;15;46;37;22;44;60;35;14;63;26;49;45;4;52;12;5;54;58;11;53;18;20;21;28;7;39;38;13;19;3;30;41;8;2;40;43;29;33;64;6;61;42;57;32;62;16;36;51;9;48;17;31;34;24;1;27;55;47;56;23
50;25;59;10;15;46;37;22;44;60;35;14;63;26;49;45;4;7;12;5;54;58;11;53;18;20;21;28;52;39;38;13;19;3;30;41;8;2;40;43;29;33;64;6;61;42;57;32;62;16;36;51;9;48;17;31;34;24;1;27;55;47;56;23;17;282
17;282;50;25;59;10;15;46;37;22;44;60;35;14;63;26;49;45;4;7;12;5;54;58;11;53;18;20;21;28;52;39;38;13;19;3;30;41;8;2;40;43;29;33;64;6;61;42;57;32;62;16;36;51;9;48;17;31;34;24;1;27;55;47;56;23
50;25;59;10;15;46;37;22;44;60;35;14;63;26;49;45;4;7;12;5;54;58;11;53;18;20;21;28;52;39;38;13;19;3;30;41;8;2;36;43;29;33;64;6;61;42;57;32;62;16;40;51;9;48;17;31;34;24;1;27;55;47;56;23;17;288
17;288;50;25;59;10;15;46;37;22;44;60;35;14;63;26;49;45;4;7;12;5;54;58;11;53;18;20;21;28;52;39;38;13;19;3;30;41;8;2;36;43;29;33;64;6;61;42;57;32;62;16;40;51;9;48;17;31;34;24;1;27;55;47;56;23
50;25;59;10;15;46;37;22;44;60;35;14;63;26;49;45;4;7;12;5;54;58;11;53;18;20;21;28;52;39;38;13;19;3;30;41;6;2;36;43;29;33;64;8;61;42;57;32;62;16;40;51;9;48;17;31;34;24;1;27;55;47;56;23;17;288
17;288;50;25;59;10;15;46;37;22;44;60;35;14;63;26;49;45;4;7;12;5;54;58;11;53;18;20;21;28;52;39;38;13;19;3;30;41;6;2;36;43;29;33;64;8;61;42;57;32;62;16;40;51;9;48;17;31;34;24;1;27;55;47;56;23
50;25;59;10;15;46;37;43;44;60;35;14;63;26;49;45;4;7;12;5;54;58;11;53;18;20;21;28;52;39;38;13;19;3;30;41;6;2;36;22;29;33;64;8;61;42;57;32;62;16;40;51;9;48;17;31;34;24;1;27;55;47;56;23;17;284
17;284;50;25;59;10;15;46;37;43;44;60;35;14;63;26;49;45;4;7;12;5;54;58;11;53;18;20;21;28;52;39;38;13;19;3;30;41;6;2;36;22;29;33;64;8;61;42;57;32;62;16;40;51;9;48;17;31;34;24;1;27;55;47;56;23
50;25;59;10;15;46;42;43;44;60;35;14;63;26;49;45;4;7;12;5;54;58;11;53;18;20;21;28;52;39;38;13;19;3;30;41;6;2;36;22;29;33;64;8;61;37;57;32;62;16;40;51;9;48;17;31;34;24;1;27;55;47;56;23;17;300
17;284;50;25;59;10;15;46;37;43;44;60;35;14;63;26;49;45;4;7;12;5;54;58;11;53;18;20;21;28;52;39;38;13;19;3;30;41;6;2;36;22;29;33;64;8;61;42;57;32;62;16;40;51;9;48;17;31;34;24;1;27;55;47;56;23
50;25;59;10;23;46;37;43;44;60;35;14;63;26;49;45;4;7;12;5;54;58;11;53;18;20;21;28;52;39;38;13;19;3;30;41;6;2;36;22;29;33;64;8;61;42;57;32;62;16;40;51;9;48;17;31;34;24;1;27;55;47;56;15;17;284
18;284;50;25;59;10;23;46;37;43;44;60;35;14;63;26;49;45;4;7;12;5;54;58;11;53;18;20;21;28;52;39;38;13;19;3;30;41;6;2;36;22;29;33;64;8;61;42;57;32;62;16;40;51;9;48;17;31;34;24;1;27;55;47;56;15
50;25;59;10;23;46;37;43;44;60;35;14;63;26;49;45;4;7;12;5;54;58;11;53;18;20;21;28;52;39;38;13;19;3;30;41;6;2;36;22;29;33;64;8;61;42;57;32;62;16;40;51;9;48;17;31;34;55;1;27;24;47;56;15;18;284
18;284;50;25;59;10;23;46;37;43;44;60;35;14;63;26;49;45;4;7;12;5;54;58;11;53;18;20;21;28;52;39;38;13;19;3;30;41;6;2;36;22;29;33;64;8;61;42;57;32;62;16;40;51;9;48;17;31;34;55;1;27;24;47;56;15
50;25;59;10;18;46;37;43;44;60;35;14;63;26;49;45;4;7;12;5;54;58;11;53;23;20;21;28;52;39;38;13;19;3;30;41;6;2;36;22;29;33;64;8;61;42;57;32;62;16;40;51;9;48;17;31;34;55;1;27;24;47;56;15;18;284
18;284;50;25;59;10;18;46;37;43;44;60;35;14;63;26;49;45;4;7;12;5;54;58;11;53;23;20;21;28;52;39;38;13;19;3;30;41;6;2;36;22;29;33;64;8;61;42;57;32;62;16;40;51;9;48;17;31;34;55;1;27;24;47;56;15
50;25;59;10;18;46;37;43;44;60;35;14;63;26;49;45;4;7;12;5;54;58;11;53;23;20;21;28;1;39;38;13;19;3;30;41;6;2;36;22;29;33;64;8;61;42;57;32;62;16;40;51;9;48;17;31;34;55;52;27;24;47;56;15;18;284
18;284;50;25;59;10;18;46;37;43;44;60;35;14;63;26;49;45;4;7;12;5;54;58;11;53;23;20;21;28;1;39;38;13;19;3;30;41;6;2;36;22;29;33;64;8;61;42;57;32;62;16;40;51;9;48;17;31;34;55;52;27;24;47;56;15
50;25;59;10;18;46;37;43;44;60;35;14;63;26;49;45;4;48;12;5;54;58;11;53;23;20;21;28;1;39;38;13;19;3;30;41;6;2;36;22;29;33;64;8;61;42;57;32;62;16;40;51;9;7;17;31;34;55;52;27;24;47;56;15;18;284
18;284;50;25;59;10;18;46;37;43;44;60;35;14;63;26;49;45;4;48;12;5;54;58;11;53;23;20;21;28;1;39;38;13;19;3;30;41;6;2;36;22;29;33;64;8;61;42;57;32;62;16;40;51;9;7;17;31;34;55;52;27;24;47;56;15
50;25;59;10;18;46;37;43;44;60;35;14;63;26;49;45;4;48;12;5;54;58;11;53;23;20;21;28;1;39;38;13;19;3;30;41;6;2;36;57;29;33;64;8;61;42;22;32;62;16;40;51;9;7;17;31;34;55;52;27;24;47;56;15;18;284
18;284;50;25;59;10;18;46;37;43;44;60;35;14;63;26;49;45;4;48;12;5;54;58;11;53;23;20;21;28;1;39;38;13;19;3;30;41;6;2;36;57;29;33;64;8;61;42;22;32;62;16;40;51;9;7;17;31;34;55;52;27;24;47;56;15
50;25;59;10;18;46;37;43;44;60;35;14;63;26;49;45;4;48;12;5;54;58;11;53;23;20;21;28;1;39;38;13;19;3;30;62;6;2;36;57;29;33;64;8;61;42;22;32;41;16;40;51;9;7;17;31;34;55;52;27;24;47;56;15;18;284
18;284;50;25;59;10;18;46;37;43;44;60;35;14;63;26;49;45;4;48;12;5;54;58;11;53;23;20;21;28;1;39;38;13;19;3;30;62;6;2;36;57;29;33;64;8;61;42;22;32;41;16;40;51;9;7;17;31;34;55;52;27;24;47;56;15
50;25;59;10;18;46;37;43;44;60;35;14;63;26;49;45;4;48;12;5;54;58;11;53;23;20;21;28;1;39;38;13;19;3;30;62;6;2;36;57;29;33;64;8;61;42;22;32;41;16;40;51;9;56;17;31;34;55;52;27;24;47;7;15;18;284
18;284;50;25;59;10;18;46;37;43;44;60;35;14;63;26;49;45;4;48;12;5;54;58;11;53;23;20;21;28;1;39;38;13;19;3;30;62;6;2;36;57;29;33;64;8;61;42;22;32;41;16;40;51;9;56;17;31;34;55;52;27;24;47;7;15
27;25;59;10;18;46;37;43;44;60;35;14;63;26;49;45;4;48;12;5;54;58;11;53;23;20;21;28;1;39;38;13;19;3;30;62;6;2;36;57;29;33;64;8;61;42;22;32;41;16;40;51;9;56;17;31;34;55;52;50;24;47;7;15;18;284
18;284;27;25;59;10;18;46;37;43;44;60;35;14;63;26;49;45;4;48;12;5;54;58;11;53;23;20;21;28;1;39;38;13;19;3;30;62;6;2;36;57;29;33;64;8;61;42;22;32;41;16;40;51;9;56;17;31;34;55;52;50;24;47;7;15
27;25;59;10;18;46;37;43;44;60;35;14;63;26;49;45;4;48;12;61;54;58;11;53;23;20;21;28;1;39;38;13;19;3;30;62;6;2;36;57;29;33;64;8;5;42;22;32;41;16;40;51;9;56;17;31;34;55;52;50;24;47;7;15;18;282
18;282;27;25;59;10;18;46;37;43;44;60;35;14;63;26;49;45;4;48;12;61;54;58;11;53;23;20;21;28;1;39;38;13;19;3;30;62;6;2;36;57;29;33;64;8;5;42;22;32;41;16;40;51;9;56;17;31;34;55;52;50;24;47;7;15
27;25;59;10;18;46;14;43;44;60;35;37;63;26;49;45;4;48;12;61;54;58;11;53;23;20;21;28;1;39;38;13;19;3;30;62;6;2;36;57;29;33;64;8;5;42;22;32;41;16;40;51;9;56;17;31;34;55;52;50;24;47;7;15;18;282
18;282;27;25;59;10;18;46;14;43;44;60;35;37;63;26;49;45;4;48;12;61;54;58;11;53;23;20;21;28;1;39;38;13;19;3;30;62;6;2;36;57;29;33;64;8;5;42;22;32;41;16;40;51;9;56;17;31;34;55;52;50;24;47;7;15
27;25;59;10;18;46;14;43;44;60;35;37;63;26;49;45;4;48;12;61;54;58;11;53;23;20;21;28;1;39;38;13;19;41;30;62;6;2;36;57;29;33;64;8;5;42;22;32;3;16;40;51;9;56;17;31;34;55;52;50;24;47;7;15;18;282
18;282;27;25;59;10;18;46;14;43;44;60;35;37;63;26;49;45;4;48;12;61;54;58;11;53;23;20;21;28;1;39;38;13;19;41;30;62;6;2;36;57;29;33;64;8;5;42;22;32;3;16;40;51;9;56;17;31;34;55;52;50;24;47;7;15
27;25;59;10;18;46;14;43;44;60;35;37;63;26;49;45;4;48;12;61;54;58;11;53;23;20;21;28;16;39;38;13;19;41;30;62;6;2;36;57;29;33;64;8;5;42;22;32;3;1;40;51;9;56;17;31;34;55;52;50;24;47;7;15;18;282
18;282;27;25;59;10;18;46;14;43;44;60;35;37;63;26;49;45;4;48;12;61;54;58;11;53;23;20;21;28;16;39;38;13;19;41;30;62;6;2;36;57;29;33;64;8;5;42;22;32;3;1;40;51;9;56;17;31;34;55;52;50;24;47;7;15
27;25;59;10;18;46;14;43;44;60;35;37;63;26;49;45;4;48;12;62;54;58;11;53;23;20;21;28;16;39;38;13;19;41;30;61;6;2;36;57;29;33;64;8;5;42;22;32;3;1;40;51;9;56;17;31;34;55;52;50;24;47;7;15;18;280
18;280;27;25;59;10;18;46;14;43;44;60;35;37;63;26;49;45;4;48;12;62;54;58;11;53;23;20;21;28;16;39;38;13;19;41;30;61;6;2;36;57;29;33;64;8;5;42;22;32;3;1;40;51;9;56;17;31;34;55;52;50;24;47;7;15
27;36;59;10;18;46;14;43;44;60;35;37;63;26;49;45;4;48;12;62;54;58;11;53;23;20;21;28;16;39;38;13;19;41;30;61;6;2;25;57;29;33;64;8;5;42;22;32;3;1;40;51;9;56;17;31;34;55;52;50;24;47;7;15;18;262
18;262;27;36;59;10;18;46;14;43;44;60;35;37;63;26;49;45;4;48;12;62;54;58;11;53;23;20;21;28;16;39;38;13;19;41;30;61;6;2;25;57;29;33;64;8;5;42;22;32;3;1;40;51;9;56;17;31;34;55;52;50;24;47;7;15
27;36;59;10;18;22;14;43;44;60;35;37;63;26;49;45;4;48;12;62;54;58;11;53;23;20;21;28;16;39;38;13;19;41;30;61;6;2;25;57;29;33;64;8;5;42;46;32;3;1;40;51;9;56;17;31;34;55;52;50;24;47;7;15;18;270
18;270;27;36;59;10;18;22;14;43;44;60;35;37;63;26;49;45;4;48;12;62;54;58;11;53;23;20;21;28;16;39;38;13;19;41;30;61;6;2;25;57;29;33;64;8;5;42;46;32;3;1;40;51;9;56;17;31;34;55;52;50;24;47;7;15
27;36;59;10;18;19;14;43;44;60;35;37;63;26;49;45;4;48;12;62;54;58;11;53;23;20;21;28;16;39;38;13;22;41;30;61;6;2;25;57;29;33;64;8;5;42;46;32;3;1;40;51;9;56;17;31;34;55;52;50;24;47;7;15;18;256
18;256;27;36;59;10;18;19;14;43;44;60;35;37;63;26;49;45;4;48;12;62;54;58;11;53;23;20;21;28;16;39;38;13;22;41;30;61;6;2;25;57;29;33;64;8;5;42;46;32;3;1;40;51;9;56;17;31;34;55;52;50;24;47;7;15
27;36;59;10;18;19;14;43;44;60;35;17;63;26;49;45;4;48;12;62;54;58;11;53;23;20;21;28;16;39;38;13;22;41;30;61;6;2;25;57;29;33;64;8;5;42;46;32;3;1;40;51;9;56;37;31;34;55;52;50;24;47;7;15;18;256
18;256;27;36;59;10;18;19;14;43;44;60;35;17;63;26;49;45;4;48;12;62;54;58;11;53;23;20;21;28;16;39;38;13;22;41;30;61;6;2;25;57;29;33;64;8;5;42;46;32;3;1;40;51;9;56;37;31;34;55;52;50;24;47;7;15
27;36;59;10;18;19;14;43;44;60;35;17;63;26;47;45;4;48;12;62;54;58;11;53;23;20;21;28;16;39;38;13;22;41;30;61;6;2;25;57;29;33;64;8;5;42;46;32;3;1;40;51;9;56;37;31;34;55;52;50;24;49;7;15;18;256
18;256;27;36;59;10;18;19;14;43;44;60;35;17;63;26;47;45;4;48;12;62;54;58;11;53;23;20;21;28;16;39;38;13;22;41;30;61;6;2;25;57;29;33;64;8;5;42;46;32;3;1;40;51;9;56;37;31;34;55;52;50;24;49;7;15
27;60;59;10;18;19;14;43;44;36;35;17;63;26;47;45;4;48;12;62;54;58;11;53;23;20;21;28;16;39;38;13;22;41;30;61;6;2;25;57;29;33;64;8;5;42;46;32;3;1;40;51;9;56;37;31;34;55;52;50;24;49;7;15;18;248
18;248;27;60;59;10;18;19;14;43;44;36;35;17;63;26;47;45;4;48;12;62;54;58;11;53;23;20;21;28;16;39;38;13;22;41;30;61;6;2;25;57;29;33;64;8;5;42;46;32;3;1;40;51;9;56;37;31;34;55;52;50;24;49;7;15
55;60;59;10;18;19;14;43;44;36;35;17;63;26;47;45;4;48;12;62;54;58;11;53;23;20;21;28;16;39;38;13;22;41;30;61;6;2;25;57;29;33;64;8;5;42;46;32;3;1;40;51;9;56;37;31;34;27;52;50;24;49;7;15;18;248
19;248;55;60;59;10;18;19;14;43;44;36;35;17;63;26;47;45;4;48;12;62;54;58;11;53;23;20;21;28;16;39;38;13;22;41;30;61;6;2;25;57;29;33;64;8;5;42;46;32;3;1;40;51;9;56;37;31;34;27;52;50;24;49;7;15
55;60;59;10;18;19;14;43;44;36;35;17;63;26;47;45;4;48;12;62;54;58;11;53;23;20;21;28;16;39;38;13;22;41;30;61;6;2;25;57;29;33;37;8;5;42;46;32;3;1;40;51;9;56;64;31;34;27;52;50;24;49;7;15;19;248
19;248;55;60;59;10;18;19;14;43;44;36;35;17;63;26;47;45;4;48;12;62;54;58;11;53;23;20;21;28;16;39;38;13;22;41;30;61;6;2;25;57;29;33;37;8;5;42;46;32;3;1;40;51;9;56;64;31;34;27;52;50;24;49;7;15
55;60;59;10;18;19;14;43;44;36;35;17;63;26;47;45;4;48;12;62;54;53;11;58;23;20;21;28;16;39;38;13;22;41;30;61;6;2;25;57;29;33;37;8;5;42;46;32;3;1;40;51;9;56;64;31;34;27;52;50;24;49;7;15;19;254
19;254;55;60;59;10;18;19;14;43;44;36;35;17;63;26;47;45;4;48;12;62;54;53;11;58;23;20;21;28;16;39;38;13;22;41;30;61;6;2;25;57;29;33;37;8;5;42;46;32;3;1;40;51;9;56;64;31;34;27;52;50;24;49;7;15
55;60;59;10;18;19;14;43;44;36;35;17;63;26;47;45;4;56;12;62;54;53;11;58;23;20;21;28;16;39;38;13;22;41;30;61;6;2;25;57;29;33;37;8;5;42;46;32;3;1;40;51;9;48;64;31;34;27;52;50;24;49;7;15;19;254
19;254;55;60;59;10;18;19;14;43;44;36;35;17;63;26;47;45;4;56;12;62;54;53;11;58;23;20;21;28;16;39;38;13;22;41;30;61;6;2;25;57;29;33;37;8;5;42;46;32;3;1;40;51;9;48;64;31;34;27;52;50;24;49;7;15
55;10;59;60;18;19;14;43;44;36;35;17;63;26;47;45;4;56;12;62;54;53;11;58;23;20;21;28;16;39;38;13;22;41;30;61;6;2;25;57;29;33;37;8;5;42;46;32;3;1;40;51;9;48;64;31;34;27;52;50;24;49;7;15;19;250
19;250;55;10;59;60;18;19;14;43;44;36;35;17;63;26;47;45;4;56;12;62;54;53;11;58;23;20;21;28;16;39;38;13;22;41;30;61;6;2;25;57;29;33;37;8;5;42;46;32;3;1;40;51;9;48;64;31;34;27;52;50;24;49;7;15
55;10;59;60;18;19;14;43;44;36;35;17;63;26;47;45;4;56;12;62;54;53;11;61;23;20;21;28;16;39;38;13;22;41;30;58;6;2;25;57;29;33;37;8;5;42;46;32;3;1;40;51;9;48;64;31;34;27;52;50;24;49;7;15;19;250
19;250;55;10;59;60;18;19;14;43;44;36;35;17;63;26;47;45;4;56;12;62;54;53;11;61;23;20;21;28;16;39;38;13;22;41;30;58;6;2;25;57;29;33;37;8;5;42;46;32;3;1;40;51;9;48;64;31;34;27;52;50;24;49;7;15
55;10;59;60;18;19;14;43;44;36;35;17;63;26;47;45;4;56;12;62;54;53;11;61;23;20;21;28;16;39;57;13;22;41;30;58;6;2;25;38;29;33;37;8;5;42;46;32;3;1;40;51;9;48;64;31;34;27;52;50;24;49;7;15;19;250
19;250;55;10;59;60;18;19;14;43;44;36;35;17;63;26;47;45;4;56;12;62;54;53;11;61;23;20;21;28;16;39;57;13;22;41;30;58;6;2;25;38;29;33;37;8;5;42;46;32;3;1;40;51;9;48;64;31;34;27;52;50;24;49;7;15
55;10;59;60;18;19;14;43;44;36;35;17;63;26;47;45;58;56;12;62;54;53;11;61;23;20;21;28;16;39;57;13;22;41;30;4;6;2;25;38;29;33;37;8;5;42;46;32;3;1;40;51;9;48;64;31;34;27;52;50;24;49;7;15;19;270
19;270;55;10;59;60;18;19;14;43;44;36;35;17;63;26;47;45;58;56;12;62;54;53;11;61;23;20;21;28;16;39;57;13;22;41;30;4;6;2;25;38;29;33;37;8;5;42;46;32;3;1;40;51;9;48;64;31;34;27;52;50;24;49;7;15
55;10;59;60;18;19;14;43;44;36;35;17;63;26;47;45;61;56;12;62;54;53;11;58;23;20;21;28;16;39;57;13;22;41;30;4;6;2;25;38;29;33;37;8;5;42;46;32;3;1;40;51;9;48;64;31;34;27;52;50;24;49;7;15;19;282
19;282;55;10;59;60;18;19;14;43;44;36;35;17;63;26;47;45;61;56;12;62;54;53;11;58;23;20;21;28;16;39;57;13;22;41;30;4;6;2;25;38;29;33;37;8;5;42;46;32;3;1;40;51;9;48;64;31;34;27;52;50;24;49;7;15
55;10;59;60;18;19;14;43;44;36;35;17;63;26;47;45;61;56;12;62;51;53;11;58;23;20;21;28;16;39;57;13;22;41;30;4;6;2;25;38;29;33;37;8;5;42;46;32;3;1;40;54;9;48;64;31;34;27;52;50;24;49;7;15;19;282
19;282;55;10;59;60;18;19;14;43;44;36;35;17;63;26;47;45;61;56;12;62;51;53;11;58;23;20;21;28;16;39;57;13;22;41;30;4;6;2;25;38;29;33;37;8;5;42;46;32;3;1;40;54;9;48;64;31;34;27;52;50;24;49;7;15
55;10;59;60;18;19;14;43;44;36;35;17;63;26;47;45;61;56;12;62;51;53;11;58;23;20;37;28;16;39;57;13;22;41;30;4;6;2;25;38;29;33;21;8;5;42;46;32;3;1;40;54;9;48;64;31;34;27;52;50;24;49;7;15;19;294
19;294;55;10;59;60;18;19;14;43;44;36;35;17;63;26;47;45;61;56;12;62;51;53;11;58;23;20;37;28;16;39;57;13;22;41;30;4;6;2;25;38;29;33;21;8;5;42;46;32;3;1;40;54;9;48;64;31;34;27;52;50;24;49;7;15
55;10;59;60;18;19;14;43;44;36;35;17;63;26;47;45;61;56;12;62;51;7;11;58;23;20;37;28;16;39;57;13;22;41;30;4;6;2;25;38;29;33;21;8;5;42;46;32;3;1;40;54;9;48;64;31;34;27;52;50;24;49;53;15;19;296
19;296;55;10;59;60;18;19;14;43;44;36;35;17;63;26;47;45;61;56;12;62;51;7;11;58;23;20;37;28;16;39;57;13;22;41;30;4;6;2;25;38;29;33;21;8;5;42;46;32;3;1;40;54;9;48;64;31;34;27;52;50;24;49;53;15
55;10;59;60;18;19;14;43;44;36;35;17;63;26;47;45;61;56;12;62;51;7;11;58;23;20;37;28;16;39;57;13;22;41;38;4;6;2;25;30;29;33;21;8;5;42;46;32;3;1;40;54;9;48;64;31;34;27;52;50;24;49;53;15;19;298
19;298;55;10;59;60;18;19;14;43;44;36;35;17;63;26;47;45;61;56;12;62;51;7;11;58;23;20;37;28;16;39;57;13;22;41;38;4;6;2;25;30;29;33;21;8;5;42;46;32;3;1;40;54;9;48;64;31;34;27;52;50;24;49;53;15
55;10;59;30;18;19;14;43;44;36;35;17;63;26;47;45;61;56;12;62;51;7;11;58;23;20;37;28;16;39;57;13;22;41;38;4;6;2;25;60;29;33;21;8;5;42;46;32;3;1;40;54;9;48;64;31;34;27;52;50;24;49;53;15;19;302
19;302;55;10;59;30;18;19;14;43;44;36;35;17;63;26;47;45;61;56;12;62;51;7;11;58;23;20;37;28;16;39;57;13;22;41;38;4;6;2;25;60;29;33;21;8;5;42;46;32;3;1;40;54;9;48;64;31;34;27;52;50;24;49;53;15
55;10;59;30;18;19;14;28;44;36;35;17;63;26;47;45;61;56;12;62;51;7;11;58;23;20;37;43;16;39;57;13;22;41;38;4;6;2;25;60;29;33;21;8;5;42;46;32;3;1;40;54;9;48;64;31;34;27;52;50;24;49;53;15;19;298
19;298;55;10;59;30;18;19;14;28;44;36;35;17;63;26;47;45;61;56;12;62;51;7;11;58;23;20;37;43;16;39;57;13;22;41;38;4;6;2;25;60;29;33;21;8;5;42;46;32;3;1;40;54;9;48;64;31;34;27;52;50;24;49;53;15
55;10;59;30;18;19;14;28;44;36;35;17;63;26;47;45;61;56;12;62;51;7;39;58;23;20;37;43;16;11;57;13;22;41;38;4;6;2;25;60;29;33;21;8;5;42;46;32;3;1;40;54;9;48;64;31;34;27;52;50;24;49;53;15;19;294
19;294;55;10;59;30;18;19;14;28;44;36;35;17;63;26;47;45;61;56;12;62;51;7;39;58;23;20;37;43;16;11;57;13;22;41;38;4;6;2;25;60;29;33;21;8;5;42;46;32;3;1;40;54;9;48;64;31;34;27;52;50;24;49;53;15
55;10;59;30;18;19;14;28;44;36;35;47;63;26;17;45;61;56;12;62;51;7;39;58;23;20;37;43;16;11;57;13;22;41;38;4;6;2;25;60;29;33;21;8;5;42;46;32;3;1;40;54;9;48;64;31;34;27;52;50;24;49;53;15;19;284
19;284;55;10;59;30;18;19;14;28;44;36;35;47;63;26;17;45;61;56;12;62;51;7;39;58;23;20;37;43;16;11;57;13;22;41;38;4;6;2;25;60;29;33;21;8;5;42;46;32;3;1;40;54;9;48;64;31;34;27;52;50;24;49;53;15
55;10;59;30;18;19;14;28;44;36;35;47;63;26;17;45;61;56;12;62;51;7;39;58;23;20;37;43;16;11;40;13;22;41;38;4;6;2;25;60;29;33;21;8;5;42;46;32;3;1;57;54;9;48;64;31;34;27;52;50;24;49;53;15;19;284
19;284;55;10;59;30;18;19;14;28;44;36;35;47;63;26;17;45;61;56;12;62;51;7;39;58;23;20;37;43;16;11;40;13;22;41;38;4;6;2;25;60;29;33;21;8;5;42;46;32;3;1;57;54;9;48;64;31;34;27;52;50;24;49;53;15
55;10;59;30;18;19;14;28;44;36;35;47;63;26;17;45;61;56;12;62;51;7;39;58;23;20;37;43;16;11;40;1;22;41;38;4;6;2;25;60;29;33;21;8;5;42;46;32;3;13;57;54;9;48;64;31;34;27;52;50;24;49;53;15;19;284
19;284;55;10;59;30;18;19;14;28;44;36;35;47;63;26;17;45;61;56;12;62;51;7;39;58;23;20;37;43;16;11;40;1;22;41;38;4;6;2;25;60;29;33;21;8;5;42;46;32;3;13;57;54;9;48;64;31;34;27;52;50;24;49;53;15
55;10;59;30;18;19;14;28;44;36;35;47;63;26;17;45;61;56;12;62;51;7;39;58;23;20;37;43;52;11;40;1;22;41;38;4;6;2;25;60;29;33;21;8;5;42;46;32;3;13;57;54;9;48;64;31;34;27;16;50;24;49;53;15;19;284
19;284;55;10;59;30;18;19;14;28;44;36;35;47;63;26;17;45;61;56;12;62;51;7;39;58;23;20;37;43;52;11;40;1;22;41;38;4;6;2;25;60;29;33;21;8;5;42;46;32;3;13;57;54;9;48;64;31;34;27;16;50;24;49;53;15
55;10;25;30;18;19;14;28;44;36;35;47;63;26;17;45;61;56;12;62;51;7;39;58;23;20;37;43;52;11;40;1;22;41;38;4;6;2;59;60;29;33;21;8;5;42;46;32;3;13;57;54;9;48;64;31;34;27;16;50;24;49;53;15;19;284
20;284;55;10;25;30;18;19;14;28;44;36;35;47;63;26;17;45;61;56;12;62;51;7;39;58;23;20;37;43;52;11;40;1;22;41;38;4;6;2;59;60;29;33;21;8;5;42;46;32;3;13;57;54;9;48;64;31;34;27;16;50;24;49;53;15
55;10;25;30;18;19;14;28;44;36;35;47;63;26;17;45;61;4;12;62;51;7;39;58;23;20;37;43;52;11;40;1;22;41;38;56;6;2;59;60;29;33;21;8;5;42;46;32;3;13;57;54;9;48;64;31;34;27;16;50;24;49;53;15;20;284
20;284;55;10;25;30;18;19;14;28;44;36;35;47;63;26;17;45;61;4;12;62;51;7;39;58;23;20;37;43;52;11;40;1;22;41;38;56;6;2;59;60;29;33;21;8;5;42;46;32;3;13;57;54;9;48;64;31;34;27;16;50;24;49;53;15
55;10;25;30;18;19;42;28;44;36;35;47;63;26;17;45;61;4;12;62;51;7;39;58;23;20;37;43;52;11;40;1;22;41;38;56;6;2;59;60;29;33;21;8;5;14;46;32;3;13;57;54;9;48;64;31;34;27;16;50;24;49;53;15;20;284
