"X1";"X27168";"X19";"X6";"X28";"X10";"X26";"X18";"X3";"X17";"X14";"X8";"X29";"X4";"X11";"X21";"X2";"X32";"X25";"X5";"X13";"X31";"X7";"X27";"X22";"X1.1";"X12";"X23";"X16";"X24";"X20";"X9";"X15";"X30"
28;14;31;8;9;2;4;10;30;24;15;27;20;21;1;5;16;23;22;3;29;18;32;26;7;17;12;19;11;25;13;6;20;27798
20;27798;28;14;31;8;9;2;4;10;30;24;15;27;20;21;1;5;16;23;22;3;29;18;32;26;7;17;12;19;11;25;13;6
28;14;31;8;9;2;4;10;30;24;15;27;20;21;1;5;16;23;22;25;29;18;32;26;7;17;12;19;11;3;13;6;20;28390
20;28390;28;14;31;8;9;2;4;10;30;24;15;27;20;21;1;5;16;23;22;25;29;18;32;26;7;17;12;19;11;3;13;6
28;14;18;8;9;2;4;10;30;24;15;27;20;21;1;5;16;23;22;25;29;31;32;26;7;17;12;19;11;3;13;6;20;28230
20;28230;28;14;18;8;9;2;4;10;30;24;15;27;20;21;1;5;16;23;22;25;29;31;32;26;7;17;12;19;11;3;13;6
28;14;18;8;9;2;4;10;30;24;15;27;20;21;1;5;16;23;29;25;22;31;32;26;7;17;12;19;11;3;13;6;20;27810
20;27810;28;14;18;8;9;2;4;10;30;24;15;27;20;21;1;5;16;23;29;25;22;31;32;26;7;17;12;19;11;3;13;6
28;14;18;8;9;2;4;10;30;24;15;27;16;21;1;5;20;23;29;25;22;31;32;26;7;17;12;19;11;3;13;6;20;28570
20;27810;28;14;18;8;9;2;4;10;30;24;15;27;20;21;1;5;16;23;29;25;22;31;32;26;7;17;12;19;11;3;13;6
28;14;18;8;9;2;4;10;30;24;15;27;20;21;1;5;16;23;29;25;22;31;32;26;7;17;19;12;11;3;13;6;20;27942
20;27942;28;14;18;8;9;2;4;10;30;24;15;27;20;21;1;5;16;23;29;25;22;31;32;26;7;17;19;12;11;3;13;6
21;14;18;8;9;2;4;10;30;24;15;27;20;28;1;5;16;23;29;25;22;31;32;26;7;17;19;12;11;3;13;6;20;27902
20;27902;21;14;18;8;9;2;4;10;30;24;15;27;20;28;1;5;16;23;29;25;22;31;32;26;7;17;19;12;11;3;13;6
14;21;18;8;9;2;4;10;30;24;15;27;20;28;1;5;16;23;29;25;22;31;32;26;7;17;19;12;11;3;13;6;20;27804
20;27804;14;21;18;8;9;2;4;10;30;24;15;27;20;28;1;5;16;23;29;25;22;31;32;26;7;17;19;12;11;3;13;6
14;21;18;8;9;7;4;10;30;24;15;27;20;28;1;5;16;23;29;25;22;31;32;26;2;17;19;12;11;3;13;6;20;27564
20;27564;14;21;18;8;9;7;4;10;30;24;15;27;20;28;1;5;16;23;29;25;22;31;32;26;2;17;19;12;11;3;13;6
14;21;18;8;9;22;4;10;30;24;15;27;20;28;1;5;16;23;29;25;7;31;32;26;2;17;19;12;11;3;13;6;20;26968
20;26968;14;21;18;8;9;22;4;10;30;24;15;27;20;28;1;5;16;23;29;25;7;31;32;26;2;17;19;12;11;3;13;6
14;25;18;8;9;22;4;10;30;24;15;27;20;28;1;5;16;23;29;21;7;31;32;26;2;17;19;12;11;3;13;6;20;26988
20;26988;14;25;18;8;9;22;4;10;30;24;15;27;20;28;1;5;16;23;29;21;7;31;32;26;2;17;19;12;11;3;13;6
14;25;18;8;9;22;4;10;30;24;19;27;20;28;1;5;16;23;29;21;7;31;32;26;2;17;15;12;11;3;13;6;20;27052
20;27052;14;25;18;8;9;22;4;10;30;24;19;27;20;28;1;5;16;23;29;21;7;31;32;26;2;17;15;12;11;3;13;6
14;25;18;8;9;22;4;10;30;24;19;27;20;29;1;5;16;23;28;21;7;31;32;26;2;17;15;12;11;3;13;6;20;27332
20;27332;14;25;18;8;9;22;4;10;30;24;19;27;20;29;1;5;16;23;28;21;7;31;32;26;2;17;15;12;11;3;13;6
14;25;18;8;19;22;4;10;30;24;9;27;20;29;1;5;16;23;28;21;7;31;32;26;2;17;15;12;11;3;13;6;20;28030
20;28030;14;25;18;8;19;22;4;10;30;24;9;27;20;29;1;5;16;23;28;21;7;31;32;26;2;17;15;12;11;3;13;6
14;25;18;8;19;22;4;10;30;24;9;27;20;29;13;5;16;23;28;21;7;31;32;26;2;17;15;12;11;3;1;6;20;28330
20;28330;14;25;18;8;19;22;4;10;30;24;9;27;20;29;13;5;16;23;28;21;7;31;32;26;2;17;15;12;11;3;1;6
14;25;18;8;19;22;4;10;30;24;9;27;20;29;13;3;16;23;28;21;7;31;32;26;2;17;15;12;11;5;1;6;20;28170
20;28170;14;25;18;8;19;22;4;10;30;24;9;27;20;29;13;3;16;23;28;21;7;31;32;26;2;17;15;12;11;5;1;6
14;25;18;8;19;22;4;10;30;24;9;27;20;29;13;3;16;11;28;21;7;31;32;26;2;17;15;12;23;5;1;6;20;27710
20;27710;14;25;18;8;19;22;4;10;30;24;9;27;20;29;13;3;16;11;28;21;7;31;32;26;2;17;15;12;23;5;1;6
14;25;18;8;19;22;4;10;30;24;9;27;20;29;13;3;16;11;28;21;7;31;12;26;2;17;15;32;23;5;1;6;20;27708
21;27708;14;25;18;8;19;22;4;10;30;24;9;27;20;29;13;3;16;11;28;21;7;31;12;26;2;17;15;32;23;5;1;6
14;25;18;8;19;22;4;10;30;24;9;27;15;29;13;3;16;11;28;21;7;31;12;26;2;17;20;32;23;5;1;6;21;27304
21;27304;14;25;18;8;19;22;4;10;30;24;9;27;15;29;13;3;16;11;28;21;7;31;12;26;2;17;20;32;23;5;1;6
14;25;18;8;19;22;4;10;30;24;9;27;15;29;21;3;16;11;28;13;7;31;12;26;2;17;20;32;23;5;1;6;21;26890
21;26890;14;25;18;8;19;22;4;10;30;24;9;27;15;29;21;3;16;11;28;13;7;31;12;26;2;17;20;32;23;5;1;6
14;25;18;8;19;22;4;10;30;24;9;27;15;29;21;3;16;11;28;13;7;31;12;32;2;17;20;26;23;5;1;6;21;27330
21;27330;14;25;18;8;19;22;4;10;30;24;9;27;15;29;21;3;16;11;28;13;7;31;12;32;2;17;20;26;23;5;1;6
14;25;16;8;19;22;4;10;30;24;9;27;15;29;21;3;18;11;28;13;7;31;12;32;2;17;20;26;23;5;1;6;21;27776
21;27776;14;25;16;8;19;22;4;10;30;24;9;27;15;29;21;3;18;11;28;13;7;31;12;32;2;17;20;26;23;5;1;6
14;4;16;8;19;22;25;10;30;24;9;27;15;29;21;3;18;11;28;13;7;31;12;32;2;17;20;26;23;5;1;6;21;28088
21;28088;14;4;16;8;19;22;25;10;30;24;9;27;15;29;21;3;18;11;28;13;7;31;12;32;2;17;20;26;23;5;1;6
14;4;16;8;19;22;25;10;30;24;9;29;15;27;21;3;18;11;28;13;7;31;12;32;2;17;20;26;23;5;1;6;21;28288
21;28288;14;4;16;8;19;22;25;10;30;24;9;29;15;27;21;3;18;11;28;13;7;31;12;32;2;17;20;26;23;5;1;6
14;4;16;19;8;22;25;10;30;24;9;29;15;27;21;3;18;11;28;13;7;31;12;32;2;17;20;26;23;5;1;6;21;28104
21;28104;14;4;16;19;8;22;25;10;30;24;9;29;15;27;21;3;18;11;28;13;7;31;12;32;2;17;20;26;23;5;1;6
14;4;16;19;8;22;25;12;30;24;9;29;15;27;21;3;18;11;28;13;7;31;10;32;2;17;20;26;23;5;1;6;21;28504
21;28504;14;4;16;19;8;22;25;12;30;24;9;29;15;27;21;3;18;11;28;13;7;31;10;32;2;17;20;26;23;5;1;6
14;4;16;19;8;22;25;12;30;24;26;29;15;27;21;3;18;11;28;13;7;31;10;32;2;17;20;9;23;5;1;6;21;28356
21;28356;14;4;16;19;8;22;25;12;30;24;26;29;15;27;21;3;18;11;28;13;7;31;10;32;2;17;20;9;23;5;1;6
14;4;6;19;8;22;25;12;30;24;26;29;15;27;21;3;18;11;28;13;7;31;10;32;2;17;20;9;23;5;1;16;21;27276
21;27276;14;4;6;19;8;22;25;12;30;24;26;29;15;27;21;3;18;11;28;13;7;31;10;32;2;17;20;9;23;5;1;16
14;4;6;19;8;22;25;12;30;28;26;29;15;27;21;3;18;11;24;13;7;31;10;32;2;17;20;9;23;5;1;16;21;27056
21;27056;14;4;6;19;8;22;25;12;30;28;26;29;15;27;21;3;18;11;24;13;7;31;10;32;2;17;20;9;23;5;1;16
14;4;6;19;8;22;25;12;30;28;26;24;15;27;21;3;18;11;29;13;7;31;10;32;2;17;20;9;23;5;1;16;21;27016
21;27016;14;4;6;19;8;22;25;12;30;28;26;24;15;27;21;3;18;11;29;13;7;31;10;32;2;17;20;9;23;5;1;16
14;4;6;19;8;22;25;12;26;28;30;24;15;27;21;3;18;11;29;13;7;31;10;32;2;17;20;9;23;5;1;16;21;27356
21;27356;14;4;6;19;8;22;25;12;26;28;30;24;15;27;21;3;18;11;29;13;7;31;10;32;2;17;20;9;23;5;1;16
14;22;6;19;8;4;25;12;26;28;30;24;15;27;21;3;18;11;29;13;7;31;10;32;2;17;20;9;23;5;1;16;21;27276
21;27276;14;22;6;19;8;4;25;12;26;28;30;24;15;27;21;3;18;11;29;13;7;31;10;32;2;17;20;9;23;5;1;16
14;22;6;19;8;4;25;12;26;28;30;24;15;27;21;3;18;11;29;13;7;23;10;32;2;17;20;9;31;5;1;16;21;26596
21;26596;14;22;6;19;8;4;25;12;26;28;30;24;15;27;21;3;18;11;29;13;7;23;10;32;2;17;20;9;31;5;1;16
14;22;6;19;8;4;25;12;26;28;9;24;15;27;21;3;18;11;29;13;7;23;10;32;2;17;20;30;31;5;1;16;21;26504
21;26504;14;22;6;19;8;4;25;12;26;28;9;24;15;27;21;3;18;11;29;13;7;23;10;32;2;17;20;30;31;5;1;16
14;22;6;19;8;4;25;12;26;28;9;24;15;27;21;11;18;3;29;13;7;23;10;32;2;17;20;30;31;5;1;16;21;26024
21;26024;14;22;6;19;8;4;25;12;26;28;9;24;15;27;21;11;18;3;29;13;7;23;10;32;2;17;20;30;31;5;1;16
29;22;6;19;8;4;25;12;26;28;9;24;15;27;21;11;18;3;14;13;7;23;10;32;2;17;20;30;31;5;1;16;21;26344
21;26344;29;22;6;19;8;4;25;12;26;28;9;24;15;27;21;11;18;3;14;13;7;23;10;32;2;17;20;30;31;5;1;16
29;22;6;19;8;4;25;12;26;28;9;24;15;27;21;11;18;3;14;13;7;23;10;32;20;17;2;30;31;5;1;16;21;26056
21;26056;29;22;6;19;8;4;25;12;26;28;9;24;15;27;21;11;18;3;14;13;7;23;10;32;20;17;2;30;31;5;1;16
29;22;6;19;8;4;13;12;26;28;9;24;15;27;21;11;18;3;14;25;7;23;10;32;20;17;2;30;31;5;1;16;21;26350
22;26350;29;22;6;19;8;4;13;12;26;28;9;24;15;27;21;11;18;3;14;25;7;23;10;32;20;17;2;30;31;5;1;16
29;22;6;19;8;4;13;12;26;28;7;24;15;27;21;11;18;3;14;25;9;23;10;32;20;17;2;30;31;5;1;16;22;25810
22;25810;29;22;6;19;8;4;13;12;26;28;7;24;15;27;21;11;18;3;14;25;9;23;10;32;20;17;2;30;31;5;1;16
7;22;6;19;8;4;13;12;26;28;29;24;15;27;21;11;18;3;14;25;9;23;10;32;20;17;2;30;31;5;1;16;22;26178
22;26178;7;22;6;19;8;4;13;12;26;28;29;24;15;27;21;11;18;3;14;25;9;23;10;32;20;17;2;30;31;5;1;16
7;22;11;19;8;4;13;12;26;28;29;24;15;27;21;6;18;3;14;25;9;23;10;32;20;17;2;30;31;5;1;16;22;26378
22;26378;7;22;11;19;8;4;13;12;26;28;29;24;15;27;21;6;18;3;14;25;9;23;10;32;20;17;2;30;31;5;1;16
7;22;11;19;8;4;13;12;26;28;29;24;15;27;21;6;25;3;14;18;9;23;10;32;20;17;2;30;31;5;1;16;22;26778
22;26778;7;22;11;19;8;4;13;12;26;28;29;24;15;27;21;6;25;3;14;18;9;23;10;32;20;17;2;30;31;5;1;16
7;22;11;19;8;4;13;12;26;28;29;24;15;9;21;6;25;3;14;18;27;23;10;32;20;17;2;30;31;5;1;16;22;26692
22;26692;7;22;11;19;8;4;13;12;26;28;29;24;15;9;21;6;25;3;14;18;27;23;10;32;20;17;2;30;31;5;1;16
7;22;1;19;8;4;13;12;26;28;29;24;15;9;21;6;25;3;14;18;27;23;10;32;20;17;2;30;31;5;11;16;22;26812
22;26812;7;22;1;19;8;4;13;12;26;28;29;24;15;9;21;6;25;3;14;18;27;23;10;32;20;17;2;30;31;5;11;16
7;22;1;19;8;4;13;12;26;28;29;24;15;23;21;6;25;3;14;18;27;9;10;32;20;17;2;30;31;5;11;16;22;27222
22;27222;7;22;1;19;8;4;13;12;26;28;29;24;15;23;21;6;25;3;14;18;27;9;10;32;20;17;2;30;31;5;11;16
7;22;1;19;8;4;13;12;26;28;32;24;15;23;21;6;25;3;14;18;27;9;10;29;20;17;2;30;31;5;11;16;22;27702
22;27702;7;22;1;19;8;4;13;12;26;28;32;24;15;23;21;6;25;3;14;18;27;9;10;29;20;17;2;30;31;5;11;16
7;22;1;19;30;4;13;12;26;28;32;24;15;23;21;6;25;3;14;18;27;9;10;29;20;17;2;8;31;5;11;16;22;27576
22;27576;7;22;1;19;30;4;13;12;26;28;32;24;15;23;21;6;25;3;14;18;27;9;10;29;20;17;2;8;31;5;11;16
7;22;1;19;30;4;13;23;26;28;32;24;15;12;21;6;25;3;14;18;27;9;10;29;20;17;2;8;31;5;11;16;22;26956
22;26956;7;22;1;19;30;4;13;23;26;28;32;24;15;12;21;6;25;3;14;18;27;9;10;29;20;17;2;8;31;5;11;16
7;22;1;19;30;4;13;23;20;28;32;24;15;12;21;6;25;3;14;18;27;9;10;29;26;17;2;8;31;5;11;16;22;27636
22;27636;7;22;1;19;30;4;13;23;20;28;32;24;15;12;21;6;25;3;14;18;27;9;10;29;26;17;2;8;31;5;11;16
7;27;1;19;30;4;13;23;20;28;32;24;15;12;21;6;25;3;14;18;22;9;10;29;26;17;2;8;31;5;11;16;22;28196
22;27636;7;22;1;19;30;4;13;23;20;28;32;24;15;12;21;6;25;3;14;18;27;9;10;29;26;17;2;8;31;5;11;16
7;22;1;19;30;4;13;23;20;28;32;24;15;12;21;6;25;3;14;18;31;9;10;29;26;17;2;8;27;5;11;16;22;27676
22;27676;7;22;1;19;30;4;13;23;20;28;32;24;15;12;21;6;25;3;14;18;31;9;10;29;26;17;2;8;27;5;11;16
7;22;1;19;30;4;13;23;20;28;32;8;15;12;21;6;25;3;14;18;31;9;10;29;26;17;2;24;27;5;11;16;22;27400
22;27400;7;22;1;19;30;4;13;23;20;28;32;8;15;12;21;6;25;3;14;18;31;9;10;29;26;17;2;24;27;5;11;16
7;22;1;19;30;4;13;23;20;28;32;8;15;12;21;16;25;3;14;18;31;9;10;29;26;17;2;24;27;5;11;6;22;28400
22;28400;7;22;1;19;30;4;13;23;20;28;32;8;15;12;21;16;25;3;14;18;31;9;10;29;26;17;2;24;27;5;11;6
7;22;1;19;30;4;13;23;20;28;32;8;15;12;21;16;25;3;14;18;31;9;10;29;26;17;6;24;27;5;11;2;22;28480
22;28480;7;22;1;19;30;4;13;23;20;28;32;8;15;12;21;16;25;3;14;18;31;9;10;29;26;17;6;24;27;5;11;2
26;22;1;19;30;4;13;23;20;28;32;8;15;12;21;16;25;3;14;18;31;9;10;29;7;17;6;24;27;5;11;2;22;28204
22;28204;26;22;1;19;30;4;13;23;20;28;32;8;15;12;21;16;25;3;14;18;31;9;10;29;7;17;6;24;27;5;11;2
26;22;1;19;30;4;13;23;3;28;32;8;15;12;21;16;25;20;14;18;31;9;10;29;7;17;6;24;27;5;11;2;22;28176
22;28176;26;22;1;19;30;4;13;23;3;28;32;8;15;12;21;16;25;20;14;18;31;9;10;29;7;17;6;24;27;5;11;2
26;22;1;19;3;4;13;23;30;28;32;8;15;12;21;16;25;20;14;18;31;9;10;29;7;17;6;24;27;5;11;2;22;28300
22;28300;26;22;1;19;3;4;13;23;30;28;32;8;15;12;21;16;25;20;14;18;31;9;10;29;7;17;6;24;27;5;11;2
26;22;1;19;3;4;13;23;30;28;32;8;15;12;21;16;25;27;14;18;31;9;10;29;7;17;6;24;20;5;11;2;22;28740
23;28740;26;22;1;19;3;4;13;23;30;28;32;8;15;12;21;16;25;27;14;18;31;9;10;29;7;17;6;24;20;5;11;2
26;22;7;19;3;4;13;23;30;28;32;8;15;12;21;16;25;27;14;18;31;9;10;29;1;17;6;24;20;5;11;2;23;28240
23;28240;26;22;7;19;3;4;13;23;30;28;32;8;15;12;21;16;25;27;14;18;31;9;10;29;1;17;6;24;20;5;11;2
26;22;7;19;3;4;13;23;30;2;32;8;15;12;21;16;25;27;14;18;31;9;10;29;1;17;6;24;20;5;11;28;23;28354
23;28354;26;22;7;19;3;4;13;23;30;2;32;8;15;12;21;16;25;27;14;18;31;9;10;29;1;17;6;24;20;5;11;28
26;22;7;19;3;4;13;23;30;2;32;8;15;12;21;16;25;27;14;18;31;9;10;29;1;17;6;5;20;24;11;28;23;28014
23;28014;26;22;7;19;3;4;13;23;30;2;32;8;15;12;21;16;25;27;14;18;31;9;10;29;1;17;6;5;20;24;11;28
26;22;7;19;3;4;13;23;30;2;32;9;15;12;21;16;25;27;14;18;31;8;10;29;1;17;6;5;20;24;11;28;23;28094
23;28094;26;22;7;19;3;4;13;23;30;2;32;9;15;12;21;16;25;27;14;18;31;8;10;29;1;17;6;5;20;24;11;28
26;22;7;19;3;4;13;23;30;2;32;9;15;12;21;16;29;27;14;18;31;8;10;25;1;17;6;5;20;24;11;28;23;28134
23;28134;26;22;7;19;3;4;13;23;30;2;32;9;15;12;21;16;29;27;14;18;31;8;10;25;1;17;6;5;20;24;11;28
26;22;7;19;3;4;13;23;30;2;12;9;15;32;21;16;29;27;14;18;31;8;10;25;1;17;6;5;20;24;11;28;23;27634
23;27634;26;22;7;19;3;4;13;23;30;2;12;9;15;32;21;16;29;27;14;18;31;8;10;25;1;17;6;5;20;24;11;28
26;22;7;19;3;4;13;23;30;2;12;9;15;32;21;16;29;27;14;18;31;8;10;25;20;17;6;5;1;24;11;28;23;27476
23;27476;26;22;7;19;3;4;13;23;30;2;12;9;15;32;21;16;29;27;14;18;31;8;10;25;20;17;6;5;1;24;11;28
26;22;7;19;3;4;13;23;30;2;12;9;15;32;21;16;29;27;14;18;6;8;10;25;20;17;31;5;1;24;11;28;23;26326
23;26326;26;22;7;19;3;4;13;23;30;2;12;9;15;32;21;16;29;27;14;18;6;8;10;25;20;17;31;5;1;24;11;28
26;11;7;19;3;4;13;23;30;2;12;9;15;32;21;16;29;27;14;18;6;8;10;25;20;17;31;5;1;24;22;28;23;26308
23;26308;26;11;7;19;3;4;13;23;30;2;12;9;15;32;21;16;29;27;14;18;6;8;10;25;20;17;31;5;1;24;22;28
26;11;7;19;3;4;13;23;30;2;12;9;15;32;21;16;27;29;14;18;6;8;10;25;20;17;31;5;1;24;22;28;23;25328
23;25328;26;11;7;19;3;4;13;23;30;2;12;9;15;32;21;16;27;29;14;18;6;8;10;25;20;17;31;5;1;24;22;28
11;26;7;19;3;4;13;23;30;2;12;9;15;32;21;16;27;29;14;18;6;8;10;25;20;17;31;5;1;24;22;28;23;25394
23;25394;11;26;7;19;3;4;13;23;30;2;12;9;15;32;21;16;27;29;14;18;6;8;10;25;20;17;31;5;1;24;22;28
11;26;7;4;3;19;13;23;30;2;12;9;15;32;21;16;27;29;14;18;6;8;10;25;20;17;31;5;1;24;22;28;23;25566
23;25566;11;26;7;4;3;19;13;23;30;2;12;9;15;32;21;16;27;29;14;18;6;8;10;25;20;17;31;5;1;24;22;28
11;26;7;4;3;19;13;23;30;2;12;9;15;32;21;16;27;29;14;18;6;8;10;25;28;17;31;5;1;24;22;20;23;25566
23;25566;11;26;7;4;3;19;13;23;30;2;12;9;15;32;21;16;27;29;14;18;6;8;10;25;28;17;31;5;1;24;22;20
31;26;7;4;3;19;13;23;30;2;12;9;15;32;21;16;27;29;14;18;6;8;10;25;28;17;11;5;1;24;22;20;23;26362
23;26362;31;26;7;4;3;19;13;23;30;2;12;9;15;32;21;16;27;29;14;18;6;8;10;25;28;17;11;5;1;24;22;20
31;26;7;4;3;19;13;23;30;2;12;9;15;32;21;16;25;29;14;18;6;8;10;27;28;17;11;5;1;24;22;20;23;27082
23;27082;31;26;7;4;3;19;13;23;30;2;12;9;15;32;21;16;25;29;14;18;6;8;10;27;28;17;11;5;1;24;22;20
31;26;7;4;3;19;13;23;30;2;12;9;15;32;21;16;25;29;14;18;6;8;10;27;28;17;11;22;1;24;5;20;23;27238
23;27238;31;26;7;4;3;19;13;23;30;2;12;9;15;32;21;16;25;29;14;18;6;8;10;27;28;17;11;22;1;24;5;20
31;12;7;4;3;19;13;23;30;2;26;9;15;32;21;16;25;29;14;18;6;8;10;27;28;17;11;22;1;24;5;20;23;27904
23;27904;31;12;7;4;3;19;13;23;30;2;26;9;15;32;21;16;25;29;14;18;6;8;10;27;28;17;11;22;1;24;5;20
31;12;7;4;3;19;13;23;30;2;26;9;15;10;21;16;25;29;14;18;6;8;32;27;28;17;11;22;1;24;5;20;23;28934
23;28934;31;12;7;4;3;19;13;23;30;2;26;9;15;10;21;16;25;29;14;18;6;8;32;27;28;17;11;22;1;24;5;20
16;12;7;4;3;19;13;23;30;2;26;9;15;10;21;31;25;29;14;18;6;8;32;27;28;17;11;22;1;24;5;20;23;29038
23;29038;16;12;7;4;3;19;13;23;30;2;26;9;15;10;21;31;25;29;14;18;6;8;32;27;28;17;11;22;1;24;5;20
16;12;7;4;3;19;13;23;30;2;24;9;15;10;21;31;25;29;14;18;6;8;32;27;28;17;11;22;1;26;5;20;23;29238
24;29238;16;12;7;4;3;19;13;23;30;2;24;9;15;10;21;31;25;29;14;18;6;8;32;27;28;17;11;22;1;26;5;20
16;12;4;7;3;19;13;23;30;2;24;9;15;10;21;31;25;29;14;18;6;8;32;27;28;17;11;22;1;26;5;20;24;29038
24;29038;16;12;4;7;3;19;13;23;30;2;24;9;15;10;21;31;25;29;14;18;6;8;32;27;28;17;11;22;1;26;5;20
15;12;4;7;3;19;13;23;30;2;24;9;16;10;21;31;25;29;14;18;6;8;32;27;28;17;11;22;1;26;5;20;24;29118
24;29118;15;12;4;7;3;19;13;23;30;2;24;9;16;10;21;31;25;29;14;18;6;8;32;27;28;17;11;22;1;26;5;20
15;8;4;7;3;19;13;23;30;2;24;9;16;10;21;31;25;29;14;18;6;12;32;27;28;17;11;22;1;26;5;20;24;29038
24;29038;15;8;4;7;3;19;13;23;30;2;24;9;16;10;21;31;25;29;14;18;6;12;32;27;28;17;11;22;1;26;5;20
15;8;4;7;3;19;13;23;30;2;24;9;16;20;21;31;25;29;14;18;6;12;32;27;28;17;11;22;1;26;5;10;24;29266
24;29266;15;8;4;7;3;19;13;23;30;2;24;9;16;20;21;31;25;29;14;18;6;12;32;27;28;17;11;22;1;26;5;10
15;8;14;7;3;19;13;23;30;2;24;9;16;20;21;31;25;29;4;18;6;12;32;27;28;17;11;22;1;26;5;10;24;29246
24;29246;15;8;14;7;3;19;13;23;30;2;24;9;16;20;21;31;25;29;4;18;6;12;32;27;28;17;11;22;1;26;5;10
10;8;14;7;3;19;13;23;30;2;24;9;16;20;21;31;25;29;4;18;6;12;32;27;28;17;11;22;1;26;5;15;24;28966
24;28966;10;8;14;7;3;19;13;23;30;2;24;9;16;20;21;31;25;29;4;18;6;12;32;27;28;17;11;22;1;26;5;15
10;8;14;7;3;19;13;23;30;2;24;28;16;20;21;31;25;29;4;18;6;12;32;27;9;17;11;22;1;26;5;15;24;28374
24;28374;10;8;14;7;3;19;13;23;30;2;24;28;16;20;21;31;25;29;4;18;6;12;32;27;9;17;11;22;1;26;5;15
10;8;30;7;3;19;13;23;14;2;24;28;16;20;21;31;25;29;4;18;6;12;32;27;9;17;11;22;1;26;5;15;24;27638
24;27638;10;8;30;7;3;19;13;23;14;2;24;28;16;20;21;31;25;29;4;18;6;12;32;27;9;17;11;22;1;26;5;15
10;2;30;7;3;19;13;23;14;8;24;28;16;20;21;31;25;29;4;18;6;12;32;27;9;17;11;22;1;26;5;15;24;27518
24;27518;10;2;30;7;3;19;13;23;14;8;24;28;16;20;21;31;25;29;4;18;6;12;32;27;9;17;11;22;1;26;5;15
10;2;30;7;3;19;13;23;14;8;24;28;16;20;21;31;25;18;4;29;6;12;32;27;9;17;11;22;1;26;5;15;24;27638
24;27638;10;2;30;7;3;19;13;23;14;8;24;28;16;20;21;31;25;18;4;29;6;12;32;27;9;17;11;22;1;26;5;15
10;2;30;7;3;19;13;23;14;8;24;28;16;20;21;31;25;18;4;29;6;12;32;27;9;17;22;11;1;26;5;15;24;26938
24;26938;10;2;30;7;3;19;13;23;14;8;24;28;16;20;21;31;25;18;4;29;6;12;32;27;9;17;22;11;1;26;5;15
10;2;30;7;3;19;13;23;14;8;24;9;16;20;21;31;25;18;4;29;6;12;32;27;28;17;22;11;1;26;5;15;24;27462
24;27462;10;2;30;7;3;19;13;23;14;8;24;9;16;20;21;31;25;18;4;29;6;12;32;27;28;17;22;11;1;26;5;15
10;2;30;7;3;19;13;23;14;22;24;9;16;20;21;31;25;18;4;29;6;12;32;27;28;17;8;11;1;26;5;15;24;28088
24;28088;10;2;30;7;3;19;13;23;14;22;24;9;16;20;21;31;25;18;4;29;6;12;32;27;28;17;8;11;1;26;5;15
10;2;30;7;3;19;13;23;14;22;24;8;16;20;21;31;25;18;4;29;6;12;32;27;28;17;9;11;1;26;5;15;24;27608
24;27608;10;2;30;7;3;19;13;23;14;22;24;8;16;20;21;31;25;18;4;29;6;12;32;27;28;17;9;11;1;26;5;15
10;2;30;7;3;19;29;23;14;22;24;8;16;20;21;31;25;18;4;13;6;12;32;27;28;17;9;11;1;26;5;15;24;27654
24;27654;10;2;30;7;3;19;29;23;14;22;24;8;16;20;21;31;25;18;4;13;6;12;32;27;28;17;9;11;1;26;5;15
2;10;30;7;3;19;29;23;14;22;24;8;16;20;21;31;25;18;4;13;6;12;32;27;28;17;9;11;1;26;5;15;24;27774
24;27774;2;10;30;7;3;19;29;23;14;22;24;8;16;20;21;31;25;18;4;13;6;12;32;27;28;17;9;11;1;26;5;15
2;10;30;7;3;19;29;23;14;22;24;8;16;20;21;31;15;18;4;13;6;12;32;27;28;17;9;11;1;26;5;25;24;27478
24;27478;2;10;30;7;3;19;29;23;14;22;24;8;16;20;21;31;15;18;4;13;6;12;32;27;28;17;9;11;1;26;5;25
20;10;30;7;3;19;29;23;14;22;24;8;16;2;21;31;15;18;4;13;6;12;32;27;28;17;9;11;1;26;5;25;24;27770
24;27770;20;10;30;7;3;19;29;23;14;22;24;8;16;2;21;31;15;18;4;13;6;12;32;27;28;17;9;11;1;26;5;25
20;10;30;12;3;19;29;23;14;22;24;8;16;2;21;31;15;18;4;13;6;7;32;27;28;17;9;11;1;26;5;25;24;27890
24;27890;20;10;30;12;3;19;29;23;14;22;24;8;16;2;21;31;15;18;4;13;6;7;32;27;28;17;9;11;1;26;5;25
20;10;30;12;3;19;29;23;14;22;24;8;16;2;21;31;13;18;4;15;6;7;32;27;28;17;9;11;1;26;5;25;24;28490
25;28490;20;10;30;12;3;19;29;23;14;22;24;8;16;2;21;31;13;18;4;15;6;7;32;27;28;17;9;11;1;26;5;25
20;10;30;12;3;19;29;23;14;22;24;8;16;32;21;31;13;18;4;15;6;7;2;27;28;17;9;11;1;26;5;25;25;27764
25;27764;20;10;30;12;3;19;29;23;14;22;24;8;16;32;21;31;13;18;4;15;6;7;2;27;28;17;9;11;1;26;5;25
20;10;30;12;3;19;29;4;14;22;24;8;16;32;21;31;13;18;23;15;6;7;2;27;28;17;9;11;1;26;5;25;25;28180
25;28180;20;10;30;12;3;19;29;4;14;22;24;8;16;32;21;31;13;18;23;15;6;7;2;27;28;17;9;11;1;26;5;25
